Tamil,Hindi
உறிஞ்சுதல்,अधिशोषण
மேம்பட்ட சோர்டேட்,उन्नत कशेरुकी
சாதகமான பிறழ்வு,लाभकारी उत्परिवर्तन
சாகச,बाह्य कंचुक
சாகச வேர்,अपस्थानिक जड़
பாதகமான விளைவு,प्रतिकूल प्रभाव
Aedes,ईडीज
கலாச்சாரத்தின் காற்றோட்டம்,संवर्ध-वातन
ஏரென்கிமா,वायूतक
வான்வழி,"वायव (वि.), एरियल (सं.)"
வான்வழி வேர்,वायव जड़
வான்வழி படப்பிடிப்பு,वायव प्ररोह
ஏரோபிக் சுவாசம்,वायु श्वसन
ஏரோபிக் சுவாசம்,ऑक्सी श्वसन
அழகியல்,सौंदर्यबोध
அவதூறு,पुष्पदल विन्यास
அவதூறு,ग्रीष्मनिष्क्रियता
Afferent,अभिवाही
இணைப்பு நிறமூர்த்தம்,बंधुता वर्णलेखन
பாதிக்கப்பட்ட உறுப்பு,ग्रसित अंग
காடு வளர்ப்பு,वनरोपण
அகமோஸ்பெர்மி,अनिषेकबीजता
அகர்,ऐगार
அகரோஸ்,ऐगेरोस
அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்,ऐगेरोस जेल वैद्युतकण संचलन
அகரோஸ் பாலிமர் ஜெல்,एगेरोस बहुलक जेल
அகாஸ்ட்,एगास्ट
நீலக்கத்தாழை,अगेव
வயது விநியோகம்,आयु अनुसार वितरण
வயது பிரமிட்,आयु पिरैमिड
திரட்டுதல்,आश्लेषण
மதிப்பீட்டு,पुंज
நுண்ணறைகளின் மொத்தம்,पुटक पुंज
நுண்ணறைகளின் மொத்தம்,पुटक समुच्चय
திரட்டுதல்,"समुच्चय, समुच्चयन"
ஆக்கிரமிப்பு,आक्रामकता
கிளர்ச்சி அமைப்பு,प्रक्षोभक तंत्र
அக்னாதா,ऐग्नेथा
அகூட்டி,अगूटी
அக்ரானல் குளோரோபிளாஸ்ட்,ग्रेना-रहित हरितलवक
வேளாண்,"अकणकीय, रवाहीन"
அக்ரானுலோசைட்,अकणिकाणु
வேளாண்மை,"कृषि, खेती"
வளர்ப்பு,कृषिवानिकी
அக்ரோபாக்டீரியம் மத்தியஸ்தம்,"ऐग्रोबैक्टीरियम माध्यित, कृषि-जीवाणु माध्यित"
அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்,ऐग्रोबैक्टीरियम टूमिफेसियन्स
வேளாண் வேதியியல்,कृषि-रसायन
வேளாண் வேதியியல்,कृषि रसायनिक
வேளாண் மண்டலம்,कृषि-जलवायु अंचल
வேளாண் பண்பு,सस्यीय विशेषक
வேளாண்,सस्यविज्ञान
எய்ட்ஸ்,एड्स
காற்று சிறுநீர்ப்பை,वायु आशय
ஏர் கண்டிஷனர்,वातानुकूलक
விமானப் பாதை,वायु पथ
காற்று மாசுபாடு,वायु प्रदूषण
ஏர் சாக்,वायु कोश
காற்று வெற்றிடம்,वायु धानी
காற்று சுவாசம்,वायु-श्वसन
அலைன்,एलेन
அலரி தசை,पक्षाकार पेशी
அலாஸ்கன் பிரவுன் கரடி,अलास्काई भूरा भालू
இயற்கை நிறத்தை இழந்தவர்,वर्णकहीन
அல்புகோ,ऐल्बूगो
ஆல்புமின்,ऐल्बूमिन
ஆல்புமினஸ் விதை,ऐल्बूमिनी बीज
அல்புமினூரியா,"ऐल्बूमिनमेह, ऐल्बूमिन्यूरिया"
ஆல்பர்னம்,"रसकाष्ठ, एल्बर्नम"
அல்செடே,ऐल्सीडी
ஆல்டிஹீட்,ऐल्डिहाइड
ஆல்டோஸ்டிரோன் அமைப்பு,ऐल्डोस्टेरोन तंत्र
ஆல்டோஸ்டிரோன்,ऐल्डोस्टेरोन
அலியுரோன் அடுக்கு,ऐल्यूरॉन परत
அலூரோபிளாஸ்ட்,ऐल्यूरोप्लास्ट
அல்பால்ஃபா,ऐल्फाल्फा
பாசி பூக்கும்,शैवाल प्रस्फुटन
ஆல்ஜின்,ऐल्जिन
ஏலியன் டி.என்.ஏ.,विजातीय डी. एन. ए
அன்னிய இனங்கள்,विदेशी जाति
சீரமைப்பு,संरेखण
சீரமைப்பு,अनुयोजन
உணவுக்குழாய்,आहार नाल
ஆன்டிமென்டரி சிஸ்டம்,आहार-तंत्र
அலிஸ்மேசீஸ்,ऐलिस्मेसी
காராய்டு,ऐल्केलॉइड
கார,क्षारीय
அல்காப்டோனூரியா,ऐल्कैप्टनमेह
அலன்டோயிஸ்,अपरापोषिका
அலீல் அதிர்வெண்,विकल्पी आवृत्ति
அல்லீல்,"विकल्पी, युग्मविकल्पी"
அல்லீலோமார்பிக் ஜோடி,विकल्पी युग्म
ஒவ்வாமை,"प्रत्यूर्जक, एलर्जन"
முதலை,"नक्र, ऐलिगेटर"
அல்லியம் செபா,ऐलियम सीपा
Allocamy,परनिषेचन
அலோகிராஃப்ட்,अपरनिरोप
அலோபாட்ரிக் விவரக்குறிப்பு,विस्थानिक जाति-उद्भवन
அலோபோலிப்ளோயிட்,अपरबहुगुणित
அலோஸ்டெரிக் விளைவு,अपरस्थली प्रभाव
அலோஸ்டெரிக் என்சைம்,अपरस्थली एंजाइम
அலோஸ்டெரிக் இன்ஹிபிட்டர்,अपरस्थलीय संदमक
அலோஸ்டெரிக் பண்பேற்றம்,अपरस्थली मॉडुलन
அலோஸ்டெரிக் தளம்,अपरस्थलीय स्थान
அலோஸ்டெரிக் தடுப்பு,अपरस्थली संदमन
அலோடெட்ராப்ளோயிட்,अपरचतुर्गुणित
அல்னஸ்,ऐलनस
கற்றாழை,ऐलो
அச்சுடன்,ऐक्सॉन की दिशा में
ஆல்பா-ஆன்டிட்ரிப்சின்,ऐल्फा-ऐंटीट्रीप्सिन
ஆல்பா-லாக்டல்புமின்,"ऐल्फा लैक्टऐल्बूमिन, ऐल्फा-दुग्धऐल्बूमिन"
ஆல்பைன் காலநிலை நிலை,अल्पाइन जलवायवीय परिस्थिति
ஆல்பைன் புல்வெளி,अल्पाइन शाद्वल
ஆல்பைன் மண்டலம்,अल्पाइन क्षेत्र
ஆல்ஸ்டோனியா,ऐल्स्टोनिया
ஆல்டர்னேரியா,आल्टर्नेरिया
மாற்று,एकांतर
தலைமுறையின் மாற்று,पीढ़ी-एकांतरण
உயர நோய்,तुंगता अस्वस्थता
உயரம்,तुगंता
அல்வியோலர் குழாய்,कूपिका वाहिनी
Alytes,एलाइटीज
அல்சீமர் நோய்,ऐल्जाइमर रोग
AMACRINE CELL,अतंत्रिकाक्षी कोशिका
அமராந்தேசி,अमारेंथेसी
அமராந்தஸ்,अमारेंथस (चौलाई)
சுற்றுப்புற ஆஸ்மோடிக் செறிவு,परिवेश परासरणी सांद्रण
அம்ப்ஸ்டோமா,ऐम्बिस्टोमा
அமைடு,ऐमाइड
அமினோ அமிலம்,ऐमीनो अम्ल
அமினோ அமில ஏற்பி,ऐमीनो अम्ल-ग्राही
அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்,ऐमीनोएसिल टी-आर.एन.ए.सिन्थेटेज
அமினோஅசிலேஷன்,ऐमीनोएसिलीयन
அமிடோசிஸ்,असूत्री विभाजन
அம்மோனியா,अमोनिया
அம்மோனிகேஃபிகேஷன்,अमोनीकरण
அம்மோனோடெலிசம்,अमोनिया-उत्सर्जन
அம்னோசென்டெசிஸ்,उल्बवेधन
அம்னோசென்டெசிஸ் நுட்பம்,उल्बवेधन तकनीक
அம்னியோசைட்,उल्बकोशिका
அம்னியன்,उल्ब
அம்னோடிக் திரவம்,उल्ब तरल
அம்னோடிக் சவ்வு,उल्ब कला
அம்னோடிக் சாக்,उल्ब कोश
அமீபா,अमीबा
அமீபோசைட்,"अमीबाणु, अमीबीकोशिका"
அமீபாய்டு,"अमीबाभ, अमीबीय"
அமீபாய்டு லிம்போசைட்,अमीबाभ लसीकाणु
அமீபாய்டு இயக்கம்,"अमीबीय गति, अमीबाभ गति"
உருவமற்ற,"रवाहीन, अक्रिस्टलीय"
தொகை,"मात्रा, परिमाण"
ஆம்பெடமைன்,ऐम्फेटैमीन
ஆம்பிபியா,ऐम्फिबिया
ஆம்பிபியன்,ऐम्फिबियन (प्राणी)
ஆம்பிபியன்,उभयचर
ஆம்பியோக்ஸஸ்,एम्फिऑक्सस
ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்,ऐम्फिऑक्सस लेन्सयोलेटस
ஆம்பிபாதிக்,उभयसंवेदी
ஆம்பிபாதிக் லிப்பிட்,उभयसंवेदी वसा
ஆம்பிசர்கா,ऐम्फिसार्का
ஆம்பிசிலின்,ऐम्पिसिलिन
ஆம்புல்லா,"तुंबिका, ऐंपुला"
ஆம்பல்லரி சுரப்பி,तुंबिका ग्रंथि
அமிக்டால்,ऐमिग्डल
அமிக்டேல்,वातामक
அமிக்டலின்,ऐमिग्डालिन
அமிலேஸ்,एमिलेज
அமிலோபிளாஸ்ட்,मंडलवक
அனபீனா,ऐनाबीना
அனபாஸ்,ऐनाबस
அனபோலிக் பாதைகள்,उपचय पथक्रम
அனபோலிசம்,उपचय
அனகார்டியாசி,ऐनाकार्डिएसी
இரத்த சோகை,अरक्तता
காற்றில்லா,"अवायुजीव, अनॉक्सी जीव"
காற்றில்லா எரிபொருள்,अवायवी ईंधन
காற்றில்லா சுவாசம்,"अवायु-श्वसन, अनॉक्सीय श्वसन"
காற்றில்லா கசடு டைஜெஸ்டர்,अवायवी आपंक पाचित्र
காற்றில்லா,"अवायवी, अवायुजीवी"
அனைமா,एनाइमा
குத,"गुदीय, गुद"
குத,पक्षांत
குத துளை,"गुदीय द्वारक, गुद छिद्र"
குத செர்சி,गुदलूम
குத லூப்,पक्षांत पाश
குத பாணி,गुदशूक
ஒப்பீட்டு,समवृत्ति
ஒப்பீட்டு,"सदृश, अनुरूप"
ஒப்புமை,समवृत्तिता
ஒப்புமை,"सादृश्य, अनुरूपता"
பகுப்பாய்வு,विश्लेषण
அனாபேஸ்,पश्चावस्था
உடற்கூறியல் தடை,शारीरी रोध
உடற்கூறியல் அம்சம்,शारीरीय पक्ष
உடற்கூறியல் நிபுணர்,शारीरज्ञ
உடற்கூறியல்,शारीर
மூதாதையர் வழித்தோன்றல் வரிசை,पूर्वज वंशज अनुक्रम
மூதாதையர் பரம்பரை,पूर्वज वंशक्रम
மூதாதையர் வரிசை,पूर्वज अनुक्रम
அன்சிலோஸ்டோமா,ऐंकिलोस्टोमा
ஆண்ட்ரோசியம்,पुमंग
ஆண்ட்ரோஜன்,"ऐंड्रोजेन, पुंजन"
இரத்த சோகை,अरक्तता
அனிமோன்,अनेमनी
அனூப்ளோயிட்,असुगुणित
அனூப்ளோயிடி,असुगुणिता
ஆஞ்சினா,ऐंजाइना
ஆஞ்சியோகிராம்,वाहिकाचित्र
ஆஞ்சியோகிராஃப்,ऐंजिओग्राफ
ஆஞ்சியோகிராஃபி,"वाहिकाचित्रण, ऐंजिओग्राफी"
ஆஞ்சியோபிளாஸ்டி,"वाहिका-संधान, ऐंजिओप्लास्टी"
ஆஞ்சியோஸ்பெர்ம்,आवृतबीजी
ஆஞ்சியோடென்சின்,ऐंजिओटेन्सिन
ஆஞ்சியோடென்சினோஜென்,ऐंजिओटेन्सिनोजन
ஆங்லர் மீன்,वडिश मीन
அங்குயினா,ऐंग्विना
ஆங்குயிஸ்,ऐन्गुइस
விலங்கு,प्राणी
விலங்கு,पशु
விலங்கு சாணம்,पशु शमल
கால்நடை வளர்ப்பு,पशुपालन
விலங்கு காரியோடைப்பிங்,प्राणी गुणसूत्रप्ररूपण
விலங்கு இராச்சியம்,प्राणिजगत्
விலங்கு திசு,प्राणि-ऊतक
விலங்கு,ऐनिमेलिया
அனியன்,ऋणायन
அனிசோட்ரோபிக் பேண்ட்,विषमदैशिक पट्ट
அனீலிங்,अनीलन
Annelid,ऐनेलिड (प्राणी)
அன்னெலிடா,ऐनेलिडा
ஆண்டு வளையம்,वार्षिक वलय
வருடாந்திர,वलयाकार
Annule,"वलयांश, ऐन्यूल"
ஒழுங்கற்ற வகை,असंगत प्ररूप
அனோபீல்ஸ்,ऐनोफेलीज
எறும்பு உண்பவர்,चींटीखोर
விரோதமான,विरोधी
அண்டார்டிக்,दक्षिण ध्रुवीय
ஆண்டெனா,शृंगिका
ஆண்டெனா காம்ப்ளக்ஸ்,ऐन्टेना संकुल
ஆண்டெனல் சுரப்பி,शृंगिका ग्रंथि
முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு,अग्र (अधर) घूसर शृंग
முன்புற ஹைப்போபிஸிஸ்,अग्र पीयूषिका
முன்புற தலையீட்டு சல்கஸ்,अग्र अंतरानिलयी परिखा
மகரந்தம்,परागकोश
மகரந்த கலாச்சாரம்,पराग संवर्धन
Anteridium,पुंधानी
ஆந்தமாசி,पुमणु
அந்தோசெரோஸ்,ऐन्थोसिरोस
அந்தோசெரோடோப்சிடா,ऐन्थोसिरोटॉप्सिडा
ஆந்த்ராக்ஸ்,ऐन्थ्रैक्स
மானுடவியல் அழிவு,मानवजनित विलोपन
மானுடவியல்,मानवविज्ञान
பாக்டீரியா எதிர்ப்பு,प्रतिजीवाणुक
ஆண்டிபயாடிக் பென்சிலின்,प्रतिजैविक पेनिसिलिन
ஆண்டிபயாடிக் எதிர்ப்பு,प्रतिजैविक प्रतिरोधी
நுண்மணி,प्रतिजैविक
ஆன்டிபாடி,"प्रतिरक्षी, प्रतिपिंड"
ஆன்டிபாடி ஜோடி,"प्रतिरक्षी युग्म, प्रतिपिंड युग्म"
ஆன்டிபாடி மத்தியஸ்த நோய் எதிர்ப்பு சக்தி,प्रतिरक्षी माध्यित प्रतिरक्षा
ஆன்டிகோகுலண்ட்,प्रतिस्कंदक
ஆன்டிகோடன் லூப்,प्रतिप्रकूट पाश (प्रतिकोडॉन पाश)
ஆண்டிடிரஸன்,प्रति-अवसादक
ஆண்டிடியூரிடிக் ஹார்மோன் (ADH),प्रतिमूत्रल हॉर्मोन
ஆன்டிஜென் மரபணு,प्रतिजन जीन
ஆன்டிஜென்-ஆன்டிபாடி வளாகம்,प्रतिजन-प्रतिरक्षी सम्मिश्र
ஆன்டிஜெனிக் தீர்மானிப்பான்,प्रतिजनी निर्धारक
முரண்பாடு காரணி,प्रतिपोषक कारक
ஆக்ஸிஜனேற்ற,प्रतिऑक्सीकारक
ஆன்டிபோடல் கரு,प्रतिव्यासांत केंद्रक
எதிர்ப்பு சென்ஸ் ஆர்.என்.ஏ,प्रति-अर्थक आर.एन.ए.
ஆன்டிவைரல் புரதம்,प्रतिविषाणुक प्रोटीन
Antrum,गह्वर
அனுக்ளீட்,अकेंद्रकी
ஆசனவாய்,गुदा
கவலைக் கோளாறு,दुश्चिंता विकार
பெருநாடி வளைவு,महाधमनी चाप
பெருநாடி கேங்க்லியன்,कर्ण गुच्छिका
பெருநாடி செமிலுனர் வால்வு,महाधमनी अर्धचंद्र कपाट
பெருநாடி வால்வு,महाधमनी कपाट
APC (ANAPHASE ஐ ஊக்குவிக்கும் சிக்கலானது),पश्चावस्था वर्धक संमिश्र
அப்பெலிக் மூதாதையர்,कपि-सम पूर्वज
அஃபிட்,ऐफिड
அப்ரோடைட்,ऐफ्रोडाइट
நுனி ஆதிக்கம்,शीर्ष प्रभाविता
அபிகல் பேட்,शीर्ष तल्प
பொருள்,मधुमक्खीपालन
Apis indica,ऐपिस इंडिका
Applanospore,अचलबीजाणु
அப்லிசியா,ऐप्लीसिया
அப்போகார்பே,ऐपोकार्पी
அப்போகார்பஸ்,वियुक्तांडपी
அப்போகார்பஸ் கருப்பை,वियुक्तांडपी अंडाशय
அபோக்ரைன் சுரப்பி,अपस्रावी ग्रंथि
அப்போஎன்சைம்,एपोएंजाइम
Apomict,असंगजनिक
Apomixis,असंगजनन
அபோபிளாசம்,ऐपोप्लाज्म
அப்போபிளாஸ்டிக் பாதை,सुप्रवाही पथक्रम
அப்போப்டொசிஸ்,एपोप्टोसिस
கருவி,उपकरण
Appendicular எலும்புக்கூட்டை,उपांगी कंकाल
சீக்கத்தின் பின் இணைப்பு,अंधनाल की परिशेषिका
ஆப்பிள் நத்தை,ऐपल घोंघा
மீன்வளர்ப்பு,जलकृषि
அக்வாபோரின்,ऐक्वापॉरिन
நீர்வாழ் ஆம்பிபியன்,जलीय ऐम्फिबियन
நீர்வாழ் வடிவம்,जलीय रूप
நீர்வாழ் வாழ்விடம்,जलीय पर्यावास
நீர்வாழ் உயிரினம்,जलीय जीव
நீர்வாழ் ஆலை,जलीय पादप
நீர்வாழ் சுவாசம்,जलीय श्वसन
நீர்வாழ் திரவம்,जलीय तरल
அக்வஸ் முமல்,"नेत्रोद, ऐक्विअस ह्यूमर"
நீர்வாழ் உள்-செல்லுலார் திரவம்,जलीय अंतःकोशिका तरल
அக்வஸ் மாதிரி,जलीय नमूना
நீர் பத திரவம்,जलीय विलयन
அக்விலா,एक्विला
அரபிடோப்சிஸ்,ऐरेबिडॉप्सिस
அராக்னிடா,एरेक्निडा
அராக்னாய்டு,एरेक्नॉइड (लूताजालाभ)
அரேனியஸ்,अरेनियस
ஆர்பெசண்ட்,वृक्षवत्
ஆர்போரசென்ட் லைகோபாட்,वृक्षवत् लाइकोपॉड
தொல்பொருள்,आद्य जीवाणु
ஆர்க்கிகோனியம்,स्त्रीधानी
தீவுக்கூட்டம்,द्वीपसमूह
ஆர்க்டிக்,"उत्तरध्रुवीय, आर्कटिक"
ஆர்க்டிக் டெர்ன்,आर्कटिक टर्न
ஆர்க்டிக் டன்ட்ரா,"उत्तरध्रुवीय टुंड्रा, आर्कटिक टुंड्रा"
ஆர்டியா,आर्डिया
அரியாலர் திசு,एरियोली ऊतक
ஆர்கேமோன் (முட்கள் நிறைந்த பாப்பி),"आर्जिमनी, पीली कंटीली"
ஆர்கேமோன் மெக்ஸிகானா,आर्जिमनी मेक्सिकाना
அர்ஜினைன்,आर्जिनीन
வறண்ட பகுதி,शुष्क प्रक्षेत्र
அரிஸ்டோலோச்சியாசி,ऐरिस्टोलोकिएसी
கை உணவு,भुजाकृत अशन
இராணுவப்புழு,सैनिक शलभ (चने की सूंडी)
Rioid,ऐरॉयड
நறுமணம்,ऐरोमा
கைது செய்பவர்,प्रग्राही
ஆர்ட்டெமிசியா,आर्टिमिजिया
தமனி சிஸ்டாலிக்,धमनी प्रकुंचनी
தமனி கிளரோடிக்,धमनीकाठिन्यकारी
ஆர்த்ரோபாட்,संधिपाद
கீல்வாதம்,संधिशोथ
ஆர்த்ரோபோடா,"संधिपाद संघ, आथ्रोपोडा"
குருத்தெலும்பு மூட்டு,संधायक उपास्थि
வெளிப்படுத்துங்கள்,संधिल
வெளிப்படுத்தப்பட்டது,संधित
செயற்கை இதயமுடுக்கி,कृत्रिम गतिचालक
செயற்கை தேர்வு,कृत्रिम वरण
ஆர்டோகார்பஸ் ஹீட்டோரோபில்லஸ்,आर्टोकार्पस हेटेरोफिलस (कटहल)
அஸ்பெஸ்டாஸ் ஃபைபர்,ऐस्बेस्टॉस रेशा
அஸ்பெஸ்டோசிஸ்,"ऐस्बेस्टॉसिता, ऐस्बेस्टॉस-आर्ति"
அஸ்காரிஸ்,ऐस्केरिस
ஏறும் குரோமடோகிராபி,आरोही वर्णलेखन
ஆஸ்கிடியா,ऐसिडिआ
ஆஸ்கிடியன்,ऐसिडियन
அஸ்கோகார்ப்,ऐस्कोकार्प
அஸ்கோமைசீட்ஸ்,ऐस्कोमाइसिटीज
அஸ்கார்பிக் அமிலம்,ऐस्कॉर्बिक अम्ल
அஸ்கோஸ்போர்,"ऐस्कस बीजाणु, ऐस्कोस्पोर"
அஸ்கஸ்,ऐस्कस
அசெப்டேட்,पटहीन
ஓரினச்சேர்க்கை இனப்பெருக்கம்,अलैंगिक जनन
ஓரினச்சேர்க்கை வித்து,अलैंगिक बीजाणु
அஸ்பாரகின் சின்தேடேஸ்,ऐस्पेराजीन सिन्थेटेस
அஸ்பாரகஸ்,"ऐस्पैरागस, शतावरी"
அஸ்பார்டிக் அமிலம்,ऐस्पार्टिक अम्ल
அஸ்பெர்கிலஸ் நைஜர்,ऐस्पर्जिलस नाइजर
அஸ்பெர்கிலஸ்,ऐस्पर्जिलस
அஸ்போடெலஸ் டெனுஃபோலியஸ்,ऐस्फोडेलस टेनुईफोलियस
ஆஸ்பிரின்,ऐस्पिरिन
மதிப்பீடு,"आमापन, ऐसे"
அசெம்பிளேஜ்,समुच्चय
ஒருங்கிணைப்பு செயல்திறன்,स्वांगीकरण दक्षता
ஒருங்கிணைப்பு வேர்,स्वांगीकारी जड़
உதவி இனப்பெருக்க நுட்பம்,सहायित जननिक तकनीक
சங்க பகுதி,"साहचर्य क्षेत्र, सहभागिता क्षेत्र"
அசோசியேட்டிவ் சிம்பியோசிஸ்,सहचारी सहजीविता
வகைப்படுத்தல் மற்றும் மறுசீரமைப்பு,अपव्यूहन और पुनर्योजन
காரணியின் வகைப்படுத்தல்,कारक का अपव्यूहन
ஆஸ்டாகஸ்,ऐस्टाकस
அஸ்டெரேசி,ऐस्टेरेसी
நட்சத்திரங்கள்,ऐस्टरेलीज
சிறுகோள்,"क्षुद्र ग्रह, ग्रहिका"
ஆஸ்துமா,दमा
அஸ்ட்ராகலஸ் கம்மிஃபர்,ऐस्ट्रागेलस गुमीफर
நிழலிடா சுழல் கம்பம்,तारक तर्कु ध्रुव
வானியலாளர்,खगोलज्ञ
சமச்சீரற்ற காரியோடைப்,असममित गुणसूत्रप्ररूप
