English,Malayalam
"Cement, slag","സിമന്റ്, സ്ലാഗ്"
"Cement, sulphate resistant","സിമന്റ്, സൾഫേറ്റ് പ്രതിരോധം"
"Cement, super sulphated","സിമന്റ്, സൂപ്പർ സൾഫേറ്റ്"
"Cement, white","സിമന്റ്, വെള്ള"
Cement-aggregate ratio,സിമന്റ്-അഗ്രഗേറ്റ് അനുപാതം
Cement content,സിമന്റ് ഉള്ളടക്കം
Cement gel,സിമന്റ് ജെൽ
Cement gun,സിമന്റ് തോക്ക്
Cement kiln,സിമന്റ് ചൂള
Cement paint,സിമന്റ് പെയിന്റ്
Cement plaster,സിമന്റ് പ്ലാസ്റ്റർ
Cement rock,സിമന്റ് പാറ
Cement slurry,സിമന്റ് സ്ലറി
Cement storage,സിമന്റ് സംഭരണം
Cementation process,സിമന്റേഷൻ പ്രക്രിയ
Centering,കേന്ദ്രീകരിക്കുന്നു
Centering and shuttering,കേന്ദ്രീകരിക്കലും ഷട്ടറിംഗും
Central mixed concrete,സെൻട്രൽ മിക്സഡ് കോൺക്രീറ്റ്
Central mixer,സെൻട്രൽ മിക്സർ
Centrifugal fan,അപകേന്ദ്ര ഫാൻ
Chalk,ചോക്ക്
Chamfer,ചാംഫർ
Chamfer strip,ചേംഫർ സ്ട്രിപ്പ്
Channel beam,ചാനൽ ബീം
Characteristic load,സ്വഭാവസവിശേഷത ലോഡ്
Characteristic strength,സ്വഭാവ ശക്തി
Charge off,ചാർജ്ജ് ഓഫ്
Charging,ചാർജിംഗ്
Checking,പരിശോധിക്കുന്നു
Chemical bond,കെമിക്കൽ ബോണ്ട്
Chernozem,ചെർനോസെം
Chestnut soil,ചെസ്റ്റ്നട്ട് മണ്ണ്
Chimney gutter,ചിമ്മിനി ഗട്ടർ
Chip board,ചിപ്പ് ബോർഡ്
Chipping,ചിപ്പിംഗ്
Chips,ചിപ്സ്
Chute,ചട്ടി
Class (of concrete),ക്ലാസ് (കോൺക്രീറ്റ്)
Clay,കളിമണ്ണ്
Clay content,കളിമൺ ഉള്ളടക്കം
Clay pan,കളിമൺ പാൻ
Cleanout,പൂർണമായി കാലിയാക്കുക
Clean up,ക്ലീനപ്പ്
Cleat,ക്ലീറ്റ്
Clinker,ക്ലിങ്കർ
Clip,ക്ലിപ്പ്
Coagulation,കട്ടപിടിക്കൽ
Coarse aggregate,നാടൻ മൊത്തത്തിലുള്ളത്
Coarse grained soil,പരുക്കൻ ധാന്യമുള്ള മണ്ണ്
Coat,കോട്ട്
Coffer dam,കോഫർ ഡാം
Cohesion,ഒത്തുചേരൽ
Colloid,കൊളോയിഡ്
Colloidal moisture equivalent ratio,കൊളോയ്ഡൽ ഈർപ്പം തുല്യ അനുപാതം
Colloidal system,കൊളോയ്ഡൽ സിസ്റ്റം
Colluvial soil,കൊളുവിയൽ മണ്ണ്
Column,കോളം
Combed finish,കോമ്പഡ് ഫിനിഷ്
Combined footing,സംയോജിത കാൽപ്പാദം
Combined water,സംയോജിത വെള്ളം
Common room,പൊതു മുറി
Completion certificate,പൂർത്തീകരണ സർട്ടിഫിക്കറ്റ്
Component square,ഘടകം ചതുരം
Concrete,കോൺക്രീറ്റ്
Concretion,കോൺക്രീഷൻ
Consolidated rate/flat rate,ഏകീകൃത നിരക്ക്/ഫ്ലാറ്റ് നിരക്ക്
Contaminants,മലിനീകരണം
Cooking alcove,ആൽക്കോട്ട് പാചകം ചെയ്യുന്നു
Coping,നേരിടുകയാണ്
Corbel,കോർബെൽ
Cornice,കോർണിസ്
Coupler,കപ്ലർ
"Coupler, double","കപ്ലർ, ഇരട്ട"
"Coupler, putlog","കപ്ലർ, പുട്ട്ലോഗ്"
"Coupler, swivel","കപ്ലർ, സ്വിവൽ"
Course,കോഴ്സ്
Coursed random rubble masonry,ക്രമരഹിതമായ അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ
Covered area,മൂടിയ പ്രദേശം
Creep,ഇഴയുക
Creep coefficient,ക്രീപ്പ് കോഫിഫിഷ്യന്റ്
Crotovine,ക്രോട്ടോവിൻ
Crow foot,കാക്ക കാൽ
Crumb structure,നുറുക്കിന്റെ ഘടന
Curb,കർബ്
Current,നിലവിലുള്ളത്
Curve resistance,വക്ര പ്രതിരോധം
Damp proof course,ഈർപ്പം പ്രൂഫ് കോഴ്സ്
Date of completion,പൂർത്തിയാക്കിയ തീയതി
Dead load,ഡെഡ് ലോഡ്
Dead water,ചത്ത വെള്ളം
Decibel,ഡെസിബെൽ
Deflocculation,ഡിഫ്ലോക്കുലേഷൻ
Degree of aeration or air space ratio,വായുസഞ്ചാരത്തിന്റെ ഡിഗ്രി അല്ലെങ്കിൽ എയർ സ്പേസ് അനുപാതം
Degree of aggregation,അഗ്രഗേഷൻ ബിരുദം
Degree of dispersion,വ്യാപനത്തിന്റെ അളവ്
Degree of saturation,സാച്ചുറേഷൻ ഡിഗ്രി
Density,സാന്ദ്രത
Desert pavement,മരുഭൂമിയിലെ നടപ്പാത
Desert soil,മരുഭൂമിയിലെ മണ്ണ്
Details,വിശദാംശങ്ങൾ
Development period,വികസന കാലയളവ്
D-horizon,ഡി-ചക്രവാളം
Diagonal bond,ഡയഗണൽ ബോണ്ട്
Diagram,ഡയഗ്രം
Digital dock,ഡിജിറ്റൽ ഡോക്ക്
Differential water rate,വ്യത്യസ്ത ജലനിരക്ക്
Dilution ventilation,ഡില്യൂഷൻ വെന്റിലേഷൻ
Diluvium,ഡിലുവിയം
Dining room,ഡൈനിംഗ് റൂം
Direction peg,ദിശ കുറ്റി
Dispersion,വിസരണം
Distemper,ഡിസ്റ്റെമ്പർ
Dock,മുറിവാല്
Door,വാതിൽ
Dormer,ഡോർമർ
Dormer check,ഡോർമർ പരിശോധന
Double flemish bond,ഇരട്ട ഫ്ലെമിഷ് ബോണ്ട്
Double layer,ഇരട്ട പാളി
Dowel,ഡോവൽ
Drawing board,വരക്കാനുള്ള ബോർഡ്
Drawing room,സന്ദര്ശകമുറി
Drift,ഡ്രിഫ്റ്റ്
Dry bulb temperature,ഉണങ്ങിയ ബൾബ് താപനില
Dry dock,ഡ്രൈ ഡോക്ക്
Dry rubber masonry,ഉണങ്ങിയ റബ്ബർ കൊത്തുപണി
Dutch bond,ഡച്ച് ബോണ്ട്
Dwarf wall,കുള്ളൻ മതിൽ
Dwelling unit,പാർപ്പിട യൂണിറ്റ്
Eave,ഈവ്
Eaves gutter,ഈവ്സ് ഗട്ടർ
Economic feasibility,സാമ്പത്തിക സാധ്യത
Ectodynamorphic soil,എക്ടോഡൈനാമോർഫിക് മണ്ണ്
Eddy,എഡ്ഡി
Effective size,ഫലപ്രദമായ വലിപ്പം
Efflorescence,പുഷ്പം
Effluent,മലിനജലം
Elevation,ഉയരത്തിലുമുള്ള
Eluviation,എലുവിയേഷൻ
Eluvium,എലൂവിയം
Endodynamorphic soil,എൻഡോഡൈനാമോർഫിക് മണ്ണ്
Engineering feasibility,എഞ്ചിനീയറിംഗ് സാധ്യത
English bond,ഇംഗ്ലീഷ് ബോണ്ട്
English garden wall bond,ഇംഗ്ലീഷ് ഗാർഡൻ വാൾ ബോണ്ട്
"E.P.M. (equivalent per million),""","EPM (ഒരു ദശലക്ഷത്തിന് തുല്യം),&quot;"
Equivalent weight,തുല്യ ഭാരം
Erg,ഉദാ
Exchangeable,കൈമാറ്റം ചെയ്യാവുന്നത്
Exchangeable acidity,കൈമാറ്റം ചെയ്യാവുന്ന അസിഡിറ്റി
Exchangeable sodium percentage (ESP),കൈമാറ്റം ചെയ്യാവുന്ന സോഡിയം ശതമാനം (ESP)
E. S P.,ഇ.എസ്.പി.
Exchange acidity,അസിഡിറ്റി കൈമാറ്റം ചെയ്യുക
Exchange complex,എക്സ്ചേഞ്ച് കോംപ്ലക്സ്
Exhaust,എക്സോസ്റ്റ്
Exposed finish,തുറന്ന ഫിനിഷ്
Eye,കണ്ണ്
Eye brow,കണ് പുരികം
Facing,അഭിമുഖീകരിക്കുന്നു
Facing bond,ഫേസിംഗ് ബോണ്ട്
Factor of safety,സുരക്ഷാ ഘടകം
Fall,വീഴ്ച
Facia,ഫേഷ്യ
Facia board,ഫേഷ്യൽ ബോർഡ്
Fault,തെറ്റ്
Field moisture,വയലിലെ ഈർപ്പം
Final moisture equivalent,അന്തിമ ഈർപ്പം തുല്യമാണ്
Fillet (of mortar),ഫില്ലറ്റ് (മോർട്ടാർ)
Finial,ഫൈനൽ
Final measurement,അന്തിമ അളവ്
Final paymentq,അന്തിമ പേയ്മെന്റ്q
Final pre stress,ഫൈനൽ പ്രീ-സ്ട്രെസ്
Final tension,അവസാന പിരിമുറുക്കം
Financial feasibility,സാമ്പത്തിക സാധ്യത
Fine aggregate,ഫൈൻ അഗ്രഗേറ്റ്
Fissured rock,പിളർന്ന പാറ
Flag stone,പതാക കല്ല്
Flemish bond,ഫ്ലെമിഷ് ബോണ്ട്
Flashing,മിന്നുന്നു
Flashy stream,മിന്നുന്ന പ്രവാഹം
Flat roof,പരന്ന മേൽക്കൂര
Fleche,ഫ്ലെഷെ
Flemish garden wall bond,ഫ്ലെമിഷ് ഗാർഡൻ വാൾ ബോണ്ട്
Flint,ഫ്ലിന്റ്
Flint wall,ഫ്ലിന്റ് മതിൽ
Floating floor,ഫ്ലോട്ടിംഗ് ഫ്ലോർ
Flocculation,ഫ്ലോക്കുലേഷൻ
Flocculation limit,ഫ്ലോക്കുലേഷൻ പരിധി
Flocculation ratio,ഫ്ലോക്കുലേഷൻ അനുപാതം
Floccules,ഫ്ലോക്കുളുകൾ
Floor,തറ
Floor seal,ഫ്ലോർ സീൽ
Flow,ഒഴുക്ക്
Fluctuation,ഏറ്റക്കുറച്ചിലുകൾ
Footing,കാൽനടയായി
Foundation,ഫൗണ്ടേഷൻ
Free fall barrow topping mixer,ഫ്രീ ഫാൾ ബാരോ ടോപ്പിംഗ് മിക്സർ
Free fall mixer (drum type),ഫ്രീ ഫാൾ മിക്സർ (ഡ്രം തരം)
Free stone,സ്വതന്ത്ര കല്ല്
Freshet,ഫ്രെഷെറ്റ്
Friction pile,ഘർഷണ കൂമ്പാരം
Frog,തവള
Gable,ഗേബിൾ
Gablet,ഗബ്ലെറ്റ്
Gambrel roof,ഗാംബ്രൽ മേൽക്കൂര
Gauge,ഗേജ്
Gauging section,അളക്കൽ വിഭാഗം
Gauging station,ഗേജിംഗ് സ്റ്റേഷൻ
General location plan,പൊതുവായ ലൊക്കേഷൻ പ്ലാൻ
General ventilation,പൊതു വെന്റിലേഷൻ
G horizon or gley horizon,ജി ചക്രവാളം അല്ലെങ്കിൽ ഗ്ലേ ചക്രവാളം
Glacial till,വരെ ഗ്ലേഷ്യൽ
Gneiss,ഗ്നീസ്
Goods yard,ഗുഡ്സ് യാർഡ്
Gradient resistance,ഗ്രേഡിയന്റ് പ്രതിരോധം
Granite,ഗ്രാനൈറ്റ്
Granular structure,ഗ്രാനുലാർ ഘടന
Granulation,ഗ്രാനുലേഷൻ
Granule,ഗ്രാനുൾ
Gravitational water free water,ഗുരുത്വാകർഷണ ജല രഹിത ജലം
Gravitational yard,ഗുരുത്വാകർഷണ മുറ്റം
Great soil group,വലിയ മണ്ണ് ഗ്രൂപ്പ്
Grillage foundation,ഗ്രില്ലേജ് അടിസ്ഥാനം
Ground hand moulding,ഗ്രൗണ്ട് ഹാൻഡ് മോൾഡിംഗ്
Grouped dock,ഗ്രൂപ്പുചെയ്ത ഡോക്ക്
Group housing,ഗ്രൂപ്പ് ഭവനം
Guest room,അതിഥി മുറി
Gutter,ഗട്ടർ
Gutter bearer,ഗട്ടർ വഹിക്കുന്നയാൾ
Gutter check,ഗട്ടർ പരിശോധന
Hammer dressing,ചുറ്റിക ഡ്രസ്സിംഗ്
Harbour,തുറമുഖം
Harbour of refuge,അഭയകേന്ദ്രം
Hard pan,ഹാർഡ് പാൻ
Header,തലക്കെട്ട്
Header bond,തലക്കെട്ട് ബോണ്ട്
Header course,ഹെഡ്ഡർ കോഴ്സ്
Head gate structure,ഹെഡ് ഗേറ്റ് ഘടന
Head of canal,കനാലിന്റെ തലവൻ
Head regulator,ഹെഡ് റെഗുലേറ്റർ
Herring bone bond,മത്തി അസ്ഥിബന്ധം
Hearting,ഹൃദയം
Heat of wetting,നനവിന്റെ ചൂട്
High alumina cement,ഉയർന്ന അലുമിന സിമന്റ്
Hip,ഹിപ്
Hip capping,ഹിപ് ക്യാപ്പിംഗ്
Hipped end,ഇടുങ്ങിയ അറ്റം
Hood,ഹുഡ്
Hood moulding,ഹുഡ് മോൾഡിംഗ്
Hook's law,ഹുക്കിന്റെ നിയമം
Hoop iron,വളയം ഇരുമ്പ്
Horizon,ചക്രവാളം
Humidification,ഹ്യുമിഡിഫിക്കേഷൻ
"Humidity, absolute","ഈർപ്പം, കേവല"
"Humidity, relative","ഈർപ്പം, ആപേക്ഷികം"
Hump yard,ഹമ്പ് യാർഡ്
Hydraulic pressure,ഹൈഡ്രോളിക് മർദ്ദം
Hydration,ജലാംശം
Hydrolysis,ജലവിശ്ലേഷണം
Hydrolytic acidity,ഹൈഡ്രോലൈറ്റിക് അസിഡിറ്റി
Hydromorphic soil,ഹൈഡ്രോമോർഫിക് മണ്ണ്
Hydrophilic colloid,ഹൈഡ്രോഫിലിക് കൊളോയിഡ്
Hydrophobic colloid,ഹൈഡ്രോഫോബിക് കൊളോയിഡ്
Hydrostatic pressure ratio,ഹൈഡ്രോസ്റ്റാറ്റിക് മർദ്ദം അനുപാതം
Hygroscaptic coefficient,ഹൈഗ്രോസ്കാപ്റ്റിക് ഗുണകം
Hygroscopic moisture,ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം
Hydroscopicity,ഹൈഡ്രോസ്കോപ്പിസിറ്റി
Hygroscopic moisture,ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം
Hyperbaric chamber,ഹൈപ്പർബാറിക് ചേംബർ
Hyperstatic frame,ഹൈപ്പർസ്റ്റാറ്റിക് ഫ്രെയിം
Hypsometer,ഹൈപ്സോമീറ്റർ
Illumination,പ്രകാശം
Imbibation moisture,ഇംബിബേഷൻ ഈർപ്പം
Immature soil,പാകമാകാത്ത മണ്ണ്
Impounded dock,പിടിച്ചെടുത്ത ഡോക്ക്
Increment of land revenue,ഭൂമിയുടെ വരുമാനം വർദ്ധിപ്പിക്കുക
Independent scaffold,സ്വതന്ത്ര സ്കാർഫോൾഡ്
Indurated,ഇൻഡുറേറ്റഡ്
Initial prestress,പ്രാരംഭ പ്രിസ്ട്രെസ്
Initial tension,പ്രാരംഭ ടെൻഷൻ
Inland waterway port,ഉൾനാടൻ ജലപാത തുറമുഖം
Insulating board,ഇൻസുലേറ്റിംഗ് ബോർഡ്
Intermediate port,ഇന്റർമീഡിയറ്റ് പോർട്ട്
Internal friction,ആന്തരിക ഘർഷണം
Intrazonal soil,ഇൻട്രാസോണൽ മണ്ണ്
Ion,അയോൺ
Ion exchange,അയോൺ എക്സ്ചേഞ്ച്
Iron pan,ഇരുമ്പ് പാൻ
Irrigated land,ജലസേചന ഭൂമി
Irrigation,ജലസേചനം
Irrigation cess,ജലസേചന സെസ്
Jamb,ജാംബ്
Joggle,ജോഗിൾ
Joggle pin,ജോഗിൾ പിൻ
Joule,ജൂൾ
Jumper,ജമ്പർ
Kilogram,കിലോഗ്രാം
Kilogram force,കിലോഗ്രാം ശക്തി
Kilogram force meter,കിലോഗ്രാം ഫോഴ്സ് മീറ്റർ
Kilowatt hour,കിലോവാട്ട് മണിക്കൂർ
King closure,രാജാവ് അടച്ചുപൂട്ടൽ
Kitchen,അടുക്കള
Laced column,ലേസ്ഡ് കോളം
Lagging,ലാഗിംഗ്
Lamella root,ലാമെല്ല റൂട്ട്
Laminar flow,ലാമിനാർ ഒഴുക്ക്
Lamp hole,വിളക്ക് ദ്വാരം
Land accretion,ഭൂമി ശേഖരിക്കൽ
Land sliding,ലാൻഡ് സ്ലൈഡിംഗ്
Laterite,ലാറ്ററൈറ്റ്
Laterite soil,ലാറ്ററൈറ്റ് മണ്ണ്
Law of large numbers,വലിയ സംഖ്യകളുടെ നിയമം
Layout plan,ലേഔട്ട് പ്ലാൻ
Ledger,ലെഡ്ജർ
Lime pan,നാരങ്ങ പാൻ
Lintel,ലിന്റൽ
Liquid limit,ദ്രാവക പരിധി
Live load,ലൈവ് ലോഡ്
Loam,പശിമരാശി
Local exhaust ventilation,പ്രാദേശിക എക്‌സ്‌ഹോസ്റ്റ് വെന്റിലേഷൻ
Loco yard,ലോക്കോ യാർഡ്
Loess,ലോസ്
Lower plastic limit,കുറഞ്ഞ പ്ലാസ്റ്റിക് പരിധി
Low heat cement,കുറഞ്ഞ ചൂട് സിമന്റ്
Machine moulding,മെഷീൻ മോൾഡിംഗ്
Macrostructure,മാക്രോസ്ട്രക്ചർ
Main head regulator,പ്രധാന ഹെഡ് റെഗുലേറ്റർ
Main port,പ്രധാന തുറമുഖം
Makeup air,മേക്കപ്പ് എയർ
Mansard,മാൻസാർഡ്
Marshalling yard,മാർഷലിംഗ് യാർഡ്
Masonry,കൊത്തുപണി
Maturing temperature,പക്വത താപനില
Mezzanine floor,മെസാനൈൻ തറ
Mechanical analysis,മെക്കാനിക്കൽ വിശകലനം
Mechanical ventilation,മെക്കാനിക്കൽ വെന്റിലേഷൻ
Metric system,മെട്രിക് സിസ്റ്റം
Microstructure,മൈക്രോസ്ട്രക്ചർ
Milli equivalent,മില്ലി തുല്യം
Milli equivalent per litre,ഒരു ലിറ്ററിന് തുല്യമായ മില്ലി
Mineral,ധാതു
