Bengali,Telugu
ফসফেটের ক্যালকিনেশন,ఫాస్ఫేట్ యొక్క లెక్కింపు
Calost,కాలోసిటీ
কলাস,కాలిస్
ক্যালিক্স,కాలిక్స్
ক্যালিক্স-এন্ড,కాలిక్స్-ఎండ్
ক্যাম্বিয়াম,కాంబియం
ক্যান্সার,క్యాంకర్
ক্যানিং,క్యానింగ్
ক্যানোপি,పందిరి
মূলধন,రాజధాని
ক্যাপরিফিকেশন,కాప్రిఫికేషన్
ক্যাপসুল,క్యాప్సూల్
কার্বনেটেড,కార్బోనేటేడ్
কার্বনাইজেশন,కార్బోనైజేషన్
কার্পেল,కార్పెల్
কার্পাস,కార్పస్
ঢালাই,కాస్టింగ్
ক্যাটাবোলিজম,క్యాటాబోలిజం
ক্যাটালাইসিস,ఉత్ప్రేరక
শুঁয়াপোকা,గొంగళి పురుగు
সি-ডিএনএ লাইব্রেরি,సి-డిఎన్ఎ లైబ్రరీ
সিলিং,పైకప్పు
সেল,సెల్
কেন্দ্রীয় নেতা ব্যবস্থা,కేంద్ర నాయకుడు వ్యవస్థ
কেন্দ্রিক,సెంట్రిక్
সেন্ট্রিফিউগেশন,సెంట్రిఫ్యూగేషన్
সেন্ট্রিফিউজ,సెంట్రిఫ్యూజ్
সেন্ট্রিওল,సెంట్రియోల్
সেন্ট্রোজেনিক,సెంట్రోజెనిక్
সেন্ট্রোজেনাস,సెంట్రోజెనస్
সার্কাস,సెర్కస్
সিরিয়াল,ధాన్యం
শংসাপত্র,ధృవీకరణ
প্রত্যয়িত বীজ,ధృవీకరించబడిన విత్తనం
চ্যাফ,చాఫ్
চালাজা,చలాజా
কেমোট্রপিজম,కెమోట్రోపిజం
চিয়াসমা,చియాస్మా
শীতল সময়,చిల్లింగ్ గంటలు
শীতল আঘাত,చిల్లింగ్ గాయం
চিমেরা,చిమెరా
ক্লোরান্টি,క్లోరాంథీ
ক্লোরোফিল,క్లోరోఫిల్
ক্লোরোসিস,క్లోరోసిస్
ক্লোরোলজি,క్లోరాలజీ
ক্রোমাটিড,క్రోమాటిడ్
ক্রোমাটিন,క్రోమాటిన్
ক্রোমাটোগ্রাফি,క్రోమాటోగ్రఫీ
ক্রোমাটোলাইসিস,క్రోమాటోలిసిస్
ক্রোমোসেন্ট্রে,క్రోమోసెంట్రే
ক্রোমোজেনেসিস,క్రోమోజెనిసిస్
ক্রোমোপ্রোটিন,క్రోమోప్రొటీన్
ক্রোমোজোম,క్రోమోజోమ్
দীর্ঘস্থায়ী,దీర్ఘకాలిక
সিট্রঞ্জ,సిట్రేంజ్
ক্লেডোড,క్లాడోడ్
শ্রেণিবদ্ধকরণ,వర్గీకరణ
ক্লে,మట్టి
পরিষ্কার,శుభ్రపరచడం
ক্লিস্টোগ্যামি,క్లిస్టోగామి
ক্লাইম্যাক্টেরিক ফল,క్లైమాక్టెరిక్ పండు
জলবায়ু,వాతావరణం
জলবায়ু,క్లైమాటాలజీ
ক্লিপার,క్లిప్పర్
ক্লোড,క్లాడ్
ক্লোন,క్లోన్
মেঘ,మేఘం
ক্লাম্প,క్లాంప్
ক্লাস্টার,క్లస్టర్
মোটা,ముతక
কোট (বীজ),విత్తనం
কোকুন,కోకన్
কোএনজাইম,కోఎంజైమ్
সংহতি,సమన్వయం
কয়ার,కోయిర్
কোলোররিজা,కోలియోరిజా
কলার,కాలర్
কলয়েড (মাটি),ఘోథ
কলিউমেলা,కొలుమెల్లా
কলাম,కాలమ్
কমেন্সালিজম,ప్రారంభం
বাণিজ্যিক ব্যাংক,వాణిజ్య బ్యాంకు
পণ্য,వస్తువు
সম্প্রদায়,సంఘం
সংযোগ (মাটির),సంపీడన (మట్టి)
সামঞ্জস্যতা,అనుకూలత
সামঞ্জস্যতা,అనుకూలత
ক্ষতিপূরণ,పరిహారం
প্রতিযোগিতামূলক মিথস্ক্রিয়া,పోటీ పరస్పర చర్య
পরিপূরক ফসল,పరిపూరకరమైన పంట
জটিল,క్లిష్టమైన
উপাদান,భాగం
গঠন,కూర్పు
কম্পোস্ট,కంపోస్ట్
চক্রবৃদ্ধিহারে সুদ,చక్రవడ్డీ
গণনা,గణన
কম্পিউটার,కంప్యూటర్
একাগ্রতা,ఏకాగ్రత
কন্ডিশনার,కండీషనర్
আচরণ,ప్రవర్తన
কনফিগারেশন,ఆకృతీకరణ
অনুসার,అనుగుణ్యత
বিভ্রান্তিকর,గందరగోళం
সংমিশ্রণ,సంయోగం
সংযোগকারী,కనెక్టివ్
সংরক্ষণ,పరిరక్షణ
একত্রীকরণের,ఏకీకరణ
উপাদান,భాగాలు
গ্রাহক,వినియోగదారు
খরচ,వినియోగం
দূষণ,కాలుష్యం
কনট্যুর রোপণ,ఆకృతి నాటడం
কনট্যুর,ఆకృతి
চুক্তি চাষ,కాంట్రాక్ట్ వ్యవసాయం
নিয়ন্ত্রিত স্টোরেজ,నియంత్రిత నిల్వ
সমবায় ব্যাংক,సహకార బ్యాంక్
সহযোগী,సహకారం
কপিস,కాపిస్
Corm,కార్మ్
করোলা,కొరోల్లా
কর্টেক্স,కార్టెక్స్
ব্যয়,ధర
কোটিলেডন (বীজ),కోడిలిడాన్
ক্রেডিট সোসাইটি,క్రెడిట్ సొసైటీ
ক্রেডিট,క్రెడిట్
পাওনাদার,రుణదాత
ক্রেস্ট,క్రెస్ట్
ক্রিঙ্কল,ముడతలు
সংকট,సంక్షోభం
মানদণ্ড,ప్రమాణం
সমালোচনা,క్లిష్టమైన
শস্য বীমা,పంట భీమా
শস্য loan ণ,పంట రుణం
ফসল,పంట
ক্রপিং অঞ্চল,పంట ప్రాంతం
ক্রস-ইনমপ্যাটেবল,క్రాస్ ఇన్ఫాంపిబుల్
মুকুট (উদ্ভিদ),క్రౌన్ (మొక్క)
ক্রম্ব,ముక్క
ক্রাস্ট,క్రస్ట్
ক্রিপ্টোগাম,క్రిప్టోమ్
কুল (ফল),మెడ (పండ్లు)
কাল্ম,కుల్మ్
চাষকারী,సాగు
চাষ,సాగు
কৃষক,సాగు
সংস্কৃতি,సంస్కృతి
নিরাময়,క్యూరింగ్
কার্লিং,కర్లింగ్
মুদ্রা,కరెన్సీ
কিউটিকাল,క్యూటికల్
কাটা,కట్టింగ్
সিস্ট,తిత్తి
সাইটোক্রোম,సైటోక్రోమ్
সাইটোগ্যামি,సైటోగామి
সাইটোজেনেসিস,సైటోజెనిసిస్
সাইটোজেনেটিক্স,సైటోజెనెటిక్స్
সাইটোকাইনেসিস,సైటోకినిసిస్
সাইটোলজি,సైటోలజీ
সাইটোলাইসিস,సైటోలిసిస్
সাইটোমির,సైటోమీర్
সাইটোপ্লাজম,సైటోప్లాజమ్
বাঁধাকপি,క్యాబేజీ
ক্যাকটাস,కాక్టస్
ক্যালেন্ডুলা,కలేన్ద్యులా
ক্যানারি ঘাস (ফালারিস),ఫలారిస్
ক্যানা,Canna
ক্যাপারি,కాపారిస్
ক্যাপসিকাম,క్యాప్సికం
ক্যারামবোলা,కారాంబోలా
ক্যারপা,కారాపా
এলাচ,ఏలకులు
কার্নেশন,కార్నేషన్
গাজর,కారెట్
হিজলি বাদাম,జీడి పప్పు
ক্যাসিয়া,కాసియా
ক্যাস্টর,కాస్టర్
ফুলকপি,కాలీఫ్లవర్
সেলারি,సెలెరీ
চ্যাম্প্যাক,ఛాంపాక్
চেনোপোডিয়াম,చెనోపోడియం
চেরি টমেটো,చెర్రీ టమొూటా
চেরি,చెర్రీ
"ছোলা, গ্রাম","చిక్పా, గ్రామ్"
মরিচ,మిరపకాయలు
চীন টারপেনটাইন গাছ,చైనా టర్పెంటైన్ చెట్టు
কুকুর কুকুর,చౌ చౌ
ক্রিস্যান্থেমাম,క్రిసాన్తిమం
"চুফা, পৃথিবী বাদাম","చుఫా, ఎర్త్ బాదం"
সিচরি,సికోరీ
দারুচিনি,దాల్చిన చెక్క
সিট্রন,సిట్రాన్
সিট্রোনেলা ঘাস,సిట్రోనెల్లా గడ్డి
জেসমিন আরোহণ,క్లైంబింగ్ జాస్మిన్
লবঙ্গ,లవంగం
ক্লাস্টার বিন,క్లస్టర్ బీన్
কোকো,కోకో
নারকেল,కొబ్బరి
কফি,కాఫీ
কোলিয়াস,కోలియస్
কলোকাসিয়া,కోలోకాసియా
"কলোকিন্থ, তিক্ত আপেল","కోలోసిన్త్, చేదు ఆపిల్"
সাধারণ পার্সেলেন,సాధారణ పర్స్లేన్
ধনে,కొత్తిమీర
সুতি,పత్తి
কাউপিয়া,కౌపీయా
কিউব,క్యూబ్బ్
শসা,దోసకాయ
Cucubits,కుకుర్బిట్స్
জিরা,జీలకర్ర
কারি পাতা,కరివేపాకు ఆకు
আতা,సీతాఫలం
ক্যাপসুল বোরার,క్యాప్సూల్ బోరర్
ক্যাটারপিলার,గొంగళి పురుగు
সাইট্রাস সাইক্ল্লা,సిట్రస్ సైలా
ক্রিকেট,క్రికెట్
কাক,కాకి
কাটা কৃমি,కట్ పురుగు
দুগ্ধ,పాల
ডেয়ারিং,పాల
বাঁধ,ఆనకట్ట
দিন-নিরপেক্ষ,రోజు-తటస్థ
ফুলের পরে দিন,పుష్పించే రోజుల తరువాత
পুরো পুষ্প পরে দিন,పూర్తి బ్లూమ్ తర్వాత రోజులు
ডিব্লোসোমিং,డెబ్లోసింగ్
ডিক্যালসিফিকেশন,డీకాల్సిఫికేషన్
ডিক্যান্ট,డికాంట్
ক্ষয়,క్షయం
পাতলা,ఆకురాల్చే
দশমিক,దశాంశం
স্বল্পতা,లోపం
ডিফলোকুলেশন (মাটি),మట్టి
Defloration,డెఫ్లోరేషన్
ডিফোলিয়েশন,డీఫోలియేషన్
বন নিধন,అటవీ నిర్మూలన
অবক্ষয়,క్షీణత
অবক্ষয়,క్షీణత
ডিগ্রি দিন,డిగ్రీ రోజులు
ডিগ্রি,డిగ్రీ
ডিহেসেন্স,డీహిస్సెన్స్
ডিহুলিং,డెహల్లింగ్
ডিহুসিং,డెహస్కింగ్
পানিশূন্যতা,నిర్జలీకరణం
ডিহাইড্রেটর,డీహైడ్రేటర్
চাহিদা,డిమాండ్
অবনতি,డీనాటరేషన్
অস্বীকার,తిరస్కరణ
আমানত,డిపాజిట్
জবানবন্দি,నిక్షేపణ
অবমূল্যায়ন বিচ্ছিন্নকরণ,తరుగుదల డీసాలినైజేషన్
বিশৃঙ্খলা,డీసికేషన్
নকশা,రూపకల్పన
ডেসিসেটর,డెస్సికేటర్
গন্তব্য,డెస్టొనింగ్
Desuckering,డెస్కరింగ్
Desynapsis,డెసినాప్సిస్
ডেটাসেল,డిటాసెల్
ডিটাসেলিং,డిటాసెలింగ్
নির্ধারক,నిర్ణయాధికారి
অবমূল্যায়ন,విలువ తగ్గింపు
দেভেজেটেশন,డివెగెటేషన్
বিচ্যুতি,విచలనం
ডায়াড,డైడ్
রোগ নির্ণয়,రోగ నిర్ధారణ
Dichogamy,డైకోగామి
দ্বৈতত্ত্ব,డైకోటోమి
ডিকোটাইলডন (বীজ),విత్తనం
ফিরে মারা (রোগ),డై బ్యాక్ (వ్యాధి)
বিচ্ছুরণ,విస్తరణ
হজমতা,డైజెస్టిబిలిటీ
ডিহাইব্রিড,డైహైబ్రిడ్
ডাইক (ডাইক),ఒక రకానికి చెందిన వ్యక్తి
পাতলা,పలుచన
ডাইওসিয়াস,డైయోసియస్
ডিপ্লোড,డిప్లాయిడ్
ডিপ্লোড,డిప్లాయిడ్
ডিপ্লোনেমা,డిప్లొనెమా
অসন্তুষ্টি,విడదీయడం
ডিস্কিং,డిస్కింగ్
ছাড়,డిస్కౌంట్
নির্বীজন,క్రిమిసంహారక
বিচ্ছুরণ,చెదరగొట్టడం
প্রচার,వ్యాప్తి
বৈচিত্রতা,వైవిధ్యీకరణ
বিবিধ কৃষিকাজ,వైవిధ్యభరితమైన వ్యవసాయం
ডিএনএ মই,DNA నిచ్చెన
ডিএনএ রিসেপ্টর,DNA రిసెప్టర్
ডকেজ,డాకేజ్
প্রভাবশালী,ఆధిపత్యం
সুপ্ততা,నిద్రాణస్థితి
ডোজ,మోతాదు
ডাবল সিগময়েড বক্ররেখা,డబుల్ సిగ్మోయిడ్ కర్వ్
খসড়া (খসড়া),ముసాయిదా (ముసాయిదా)
ড্রেন,హరించడం
নিকাশী,పారుదల
অঙ্কন,డ్రా
ভিজে যাওয়া,డ్రించింగ్
ড্রেসিং (বীজ),డ్రెస్సింగ్ (విత్తనం)
ড্রিল (এন।),డ్రిల్ (ఎన్.)
ড্রিলিং (এজি। ইঞ্জিন),డ్రిల్లింగ్ (ఎగ్. ఇంజిగ్)
ড্রিলিং (কৃষি),వ్యవసాయ శాస్త్రం
ড্রিপ সেচ,బిందు సేద్యం
শুকনো কৃষিকাজ,డ్రైలాండ్ వ్యవసాయం
ধুলো,దుమ్ము
ডাস্টার,డస్టర్
ধুলাবালি,దుమ్ము
বামন,మరగుజ్జు
বামন পিরামিড,మరగుజ్జు పిరమిడ్
বামন,మరగుజ్జు
ডেইজি,డైసీ
তারিখ,తేదీలు
ডে জেসমিন,రోజు జాస్మిన్
ডিল,మెంతులు
দিননাথ ঘাস,దిననాథ్ గడ్డి
ডড্ডার,డాడర్
"ডুব ঘাস, বারমুডা ঘাস","డూబ్ గడ్డి, బెర్ముడా గడ్డి"
ড্রুস,డ్రూస్
শুকনো আদা,పొడి అల్లం
ডিফোলিয়েটিং বিটল,బీటిల్‌ను డీఫోలైట్ చేస్తుంది
ড্রোন,డ్రోన్
হাঁস,బాతు
