Tamil,Hindi
உறிஞ்சுதல் மண்டலம்,अवशोषण-परिक्षेत्र
உறிஞ்சுதல் மின்னோட்டம்,अवशोषण-धारा
உறிஞ்சுதல் வளைவு*,अवशोषण वक्र*
உறிஞ்சுதல் முறிவு,अवशोषण भंग
உறிஞ்சுதல் மைய,अवशोषण कोर
உறிஞ்சுதல் காரணி,अवशोषण गुणक
உறிஞ்சுதல் வடிகட்டி,अवशोषण फिल्टर
உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*,अवशोषण ज्वाला प्रकाशमिति*
உறிஞ்சும் ஹைக்ரோமீட்டர்,अवशोषण आर्द्रतामापी
உறிஞ்சுதல் அடுக்கு,अवशोषण घातांक
உறிஞ்சுதல் விளிம்பு,अवशोषण सीमांत
உறிஞ்சுதல் வரி,अवशोषण रेखा
உறிஞ்சுதல் இழப்பு,अवशोषणजन्य हानि
உறிஞ்சுதல் பண்பேற்றம்,अवशोषण माडुलन
ஒளி உறிஞ்சுதல்,प्रकाश अवशोषण
கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்,विकिरण ऊर्जा का अवशोषण
உறிஞ்சுதல் உச்சம்,अवशोषण शिखर
உறிஞ்சுதல் ஒளி அளவீடு,अवशोषण प्रकाशमिति
உறிஞ்சுதல் விகிதம்,अवशोषण अनुपात
உறிஞ்சுதல் வரம்பு*,अवशोषण श्रेणी*
உறிஞ்சும் நிறமாலை ஒளி அளவீடு*,अवशोषण स्पेक्ट्रम प्रकाशमिति*
உறிஞ்சுதல் ஸ்பெக்ட்ரம்*,अवशोषण स्पेक्ट्रम*
"உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்","अवशोषण नली, अवशोषण नाल"
உறிஞ்சும் ஹைக்ரோமீட்டர்,अवशोषण तरगमापी
உறிஞ்சக்கூடிய*,अवशोषी*
உறிஞ்சும் ஆவியாக்கி,अवशोषी क्षीणकारी
உறிஞ்சுதல் சட்டம்*,अवशोषण नियम*
உறிஞ்சுதல் ஊடகம்,अवशोषण माध्यम
"உறிஞ்சும் திறன், உறிஞ்சுதல்*","अवशोषण क्षमता, अवशोषकता*"
உறிஞ்சுதல்*,अवशोषकता*
ஸ்டூடியோ அலங்காரம்,स्टूडिओ सज्जा
பன்மடங்கு விகிதம்,बाहुल्य अनुपात
கைவிடு,ऐबवोल्ट
பற்றி,ऐबवाट
முடுக்கி,त्वरित करना
முடுக்கம்-நிறுத்த தூரம்,त्वरण-विराम दूरी
விரைந்தார்,त्वरित
விரைவான நேர விளைவு சோதனை,त्वरित कालप्रभावन परीक्षण
விரைவான ஓட்டம்,त्वरित प्रवाह
விரைவான வேகம்,त्वरित गति
விரைவான உடல்,त्वरित निकाय
முடுக்கி எடை,त्वरक तुला
முடுக்கி மின்முனை*,त्वरक इलैक्ट्रोड*
முடுக்கி நேரம்*,त्वरक काल*
முடுக்கி கட்டம்,त्वरक प्रावस्था
முடுக்கி விகிதம்,त्वरक दर
முடுக்கி மின்னழுத்தம்*,त्वरक वोल्टता*
முடுக்கம்,त्वरण
துரிதப்படுத்தப்பட்ட எரிப்பு,त्वरणिक अपदहन
முடுக்கம் குணகம்,त्वरण गुणांक
முடுக்கம் கூறு,त्वरण घटक
புவியீர்ப்பு காரணமாக முடுக்கம்,गुरूत्वीय त्वरण
முடுக்கம் காரணி,त्वरण गुणक
துரிதப்படுத்தப்பட்ட கட்டணம்,त्वरणिक प्रतिभरण
ஈர்ப்பு முடுக்கம்,गुरूत्व त्वरण
முடுக்கம் சாத்தியம்,त्वरण विभव
முடுக்கம் சட்டம்,त्वरण-नियम
முடுக்கம் செயல்முறை,त्वरण-प्रक्रम
முடுக்கம் மண்டலம்,त्वरण प्रेदश
முடுக்கம் முறை,त्वरण प्रविधी
"முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை","त्वरण सहिष्णुता, त्वरण सहनसीमा"
முடுக்கம் திசையன்,त्वरण-सदिश
முடுக்கம்-மின்னழுத்தம்,त्वरण-वोल्टता
முடுக்கம் அலை,त्वरण तरंग
முடுக்கி,त्वरक
"முடுக்கி, முடுக்கி*","त्वरित्र, त्वरक*"
முடுக்கி சமன்பாடு,त्वरक समीकरण
முடுக்கி*,त्वरणलेखी*
முடுக்கமானி,त्वरणमापी
முடுக்கமானி பொருத்தம்,त्वरणमापीय सुमेलन
முன் அழுத்தம் கொடுப்பவர்,प्राक्प्रबलक
சரியான எழுத்துக்கள்,मान्य वर्ण
ஏற்றுக்கொள்ளும் கோணம்,स्वीकरण-कोण
ஏற்றுக்கொள்ளும் விவரக்குறிப்பு,स्वीकरण-विनिर्देश
ஏற்றுக்கொள்ளக்கூடிய சோதனை,स्वीकारी परीक्षण
"ஏற்பவர்*, ஏற்பவர்","ग्राही*, स्वीकारी"
ஏற்பி அணு,ग्राही परमाणु
ஏற்பி பிணைப்பு,ग्राही आबंध
பெறுதல் சுற்று,ग्राही परिपथ
ஏற்பி நிலை,ग्राही स्तर
நன்கொடையாளர் மூலக்கூறு,आदाता अणु
ஏற்பி சொத்து,ग्राही गुणधर्म
ஏற்பி சொத்து நிலை,ग्राही गुणधर्म तल
முடுக்கி குழாய்,त्वरक नली
"அணுகல், காத்திருப்பு, அணுகல்","अभिगम, प्रतीक्षा, अभिगम्यता"
புஜை அணுகவும்,अभिगम भुज
அணுகல் அமைப்பு,अभिगम-तंत्र
அணுகல் நேரம்,अभिगम काल
அணுகல்,अभिगम्यता
"கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்","अतिरिक्त, सहायक, गौण (वि, ), उपसाधन"
கூடுதல் கட்டுப்பாடுகள்,अतिरिक्त प्रतिबन्ध
தற்செயல்,संयोगी संपात
தற்செயலான திருத்தம்,संयोगी संपात-संशोधन
தற்செயலான உயிர் உருவாக்கம்,आकस्मिक द्विजनन
தற்செயலான திசைதிருப்பல்,आकस्मिक द्विअपवर्तन
பார்வையாளர் பிழை,आगन्तुक त्रुटि
"திடீர் நிறுத்தம், திடீர் கவ்வி","आकस्मिक रोक, आकस्मिक जकड़"
தற்செயலான பரிமாற்றம்,आकस्मिक संचारण
சீரற்ற மாறுபாடு,आकस्मिक विचरण
சரிசெய்தல்,समंजन
அமைந்துள்ளது,प्रतिस्थित
திரட்டப்பட்ட பிழை,संचित त्रुटि
"திரட்சி, குவிப்பு","संचय, संचयन"
ஆற்றல் சேமிப்பு,ऊर्जा संचय
திரட்டி*,संचायक*
துல்லியம்,यथार्थता
யதார்த்தம்,यथार्थ
உண்மையான கருவி கவனிப்பு,यथार्थ उपकरण प्रेक्षण
துல்லியமான வரம்பு குறிப்பான்,यथार्थ परास चिह्नक
துல்லியமான ஸ்கேனிங்,यथार्थ क्रमवीक्षण
பயிற்சி,अभ्यसन
முடுக்கி செல்*,त्वरक कोष्ठ*
நிறமற்ற லென்ஸ்*,अवर्णक लेन्स*
நிறமற்ற*,अवर्णक*
நிறமற்ற பகுப்பாய்வி,अवर्णक विश्लेषक
அதிர்வெண் நடுநிலை ஆண்டெனா,आवृत्ति निरपेक्ष ऐन्टेना
நிறமற்ற வடிவம்,अवर्णक आकृति
நிறமற்ற விளிம்பு,अवर्णक फ्रिंज
நிறமற்ற லென்ஸ்*,अवर्णक लेन्स*
நிறமற்ற புள்ளி பாதை,अवर्णक बिन्दु पथ
நிறமற்ற லென்ஸ்,अवर्णक अभिदृश्य लेन्स
வண்ணப் பட்டகம்,अवर्णक प्रिज़्म
வண்ணமயமான தொலைநோக்கி,अवर्णक दूरदर्शक
நிறமற்ற தன்மை*,अवर्णकता*
நிறமாற்றம்*,अवर्णीकरण*
நிறமற்ற தன்மை*,अवर्णकता*
"மீள், பயனற்ற, பயனற்ற","एक्लास्टिक, अनपवर्तनिक, अवपवर्तनी"
"ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்","एकॉर्न नली, बंजु नली"
மினியேச்சர் வால்வு,लघु वाल्व
அகோஃபோனி,एकूफ़ोनी
ஒலியியல்,ध्वानिक
ஒலி உறிஞ்சுதல்,ध्वानिक अवशोषकता
ஒலியியல் குறைப்பு குணகம்,ध्वानिक क्षीणन गुणांक
ஒலிக் குறைப்பு,ध्वानिक क्षीणनांक
ஒலி திருடன் அலாரம்,ध्वानिक चोर अलार्म
ஒலியியல் கொள்ளளவு,ध्वानिक धारिता
கேட்கும் மையம்,श्रवण-केन्द्र
ஒலியியல் விளக்கம்,ध्वानिक स्पष्टकारी
ஒலி உறை,ध्वानिक छदपट्ट
ஒலி பதில்,ध्वानिक अनुवृत्ति
ஒலியியல் கூறு,ध्वानिक घटक
ஒலி கடத்துத்திறன்,ध्वानिक चालकता
ஒலி தணித்தல்,ध्वानिक अवमंदन
ஒலி சிதறல்,ध्वानिक परिक्षेपण
ஒலி ஹேக்கர்,ध्वनि हासक
ஒலி ஆற்றல்*,ध्वानिक ऊर्जा*
ஒலி ஆற்றல் சமன்பாடு,ध्वनिक ऊर्जा समीकरण
ஒலி சமன்பாடு,ध्वानिक समीकरण
ஒலி மறுசீரமைப்பு,ध्वानिक पुनर्निवेश
கிளாட்னி வடிவங்கள்,क्लैडनी आकृतियाँ
ஒலி வடிகட்டி,ध्वानिक फ़िल्टर
ஒலி ஜெனரேட்டர்,ध्वनि जनित्र
ஒலி தட்டு,ध्वानिक ग्रेटिंग
ஒலி மின்மறுப்பு*,ध्वानिक प्रतिबाधा*
ஒலி மந்தநிலை,ध्वानिक जड़त्व
ஒலி தீவிரம்,ध्वानिक तीव्रता
ஒலி குறுக்கீடு மீட்டர்,ध्वानिक व्यतिकरणमापी
ஒலி குறுக்கீடு கண்டறிதல்,ध्वानिक अतिक्रमण संसूचक
ஒலி லென்ஸ்,ध्वानिक लेन्स
ஒலி வரி,ध्वनि लाइन
ஒலி நிறை,ध्वानिक संहति
ஒலி பொருள்,ध्वानिक सामग्री
ஒலியியல் என்பது இலவச பாதை,ध्वानिक माध्य मुक्त पथ
ஒலி முறை,ध्वानिक विधा
ஒலி சத்தம்,ध्वानिक रव
ஒலி ஓம்*,ध्वानिक ओम*
"ஒலியியல் குழு, ஒலி பலகை","ध्वानिक पैनल, ध्वानिक पट्ट"
ஒலி நிலை மாறிலி,ध्वानिक प्रावस्था स्थिरांक
ஒலி ரிசீவர்,ध्वानिक उद्ग्राही
ஒலி அழுத்தம்,ध्वानिक दाब
ஒலியின் சமச்சீர் விதி,ध्वनि का समरूपता नियम
ஒலி பரிமாற்றம்,ध्वानिक संचरणांक
ஒலியியல் பண்புகள்,ध्वानिक गुणधर्म
ஒலி நாற்புறம்,ध्वानिक चतुर्ध्रुवी
ஒலி கதிர்வீச்சு உறுப்பு,ध्वानिक विकिरक अवयव
ஒலி கதிர்வீச்சு,ध्वनिक विकिरण
ஒலி எதிர்ப்பு,ध्वनि-विकिरक
ஒலி ரேடியோமீட்டர்,ध्वानिक-विकिरणमापी
ஒலி அதிர்ச்சி,ध्वानिक प्रतिघात
ஒலி பரஸ்பர தேற்றம்,ध्वानिक पारस्पर्य प्रमेय
ஒலி குறைப்பு காரணி,ध्वानिक अपचयन गुणक
ஒலி பிரதிபலிப்பு குணகம்,ध्वानिक परावर्तन गुणांक
ஒலி ஒளிவிலகல்,ध्वानिक अपवर्तन
ஒலி எதிர்ப்பு,ध्वानिक प्रतिरोध
ஒலி பதில்,ध्वानिक अनुक्रियता
ஒலி சிதறல்,ध्वानिक प्रकीर्णन
கேட்கும் புள்ளி,श्रवण-बिन्दु
ஒலி விறைப்பு,ध्वानिक दुर्नम्यता
ஒலி அமைப்பு,ध्वानिक तंत्र
ஒலி வெப்பமானி,ध्वानिक तापमापी
ஒலி வேகம்,ध्वानिक-वेग
ஒலி அலை,ध्वनि तरंग
ஒலியியல்,ध्वानिक
ஒலி உறிஞ்சுதல் குணகம்,ध्वनि अवशोषण गुणांक
ஒலி உறிஞ்சுதல் கூறு,ध्वनि अवशोषण घटक
ஒலி சுற்று,ध्वानिक परिपथ
ஒலி பதில்,ध्वानिक अनुवृत्ति
ஒலி தாமதக் கோடு,ध्वानिक विलंब लाइन
ஒலி சிதைவு,ध्वानिक विरूपण
ஒலி ஒலியியல்,ध्वानिक और्जिकी
ஒலி வடிகட்டி,ध्वानिक फ़िल्टर
ஒலி மின்மறுப்பு*,ध्वानिक प्रतिबाधा*
ஃபோனோகிராஃப்,ध्वनि-भ्रामिका
ஒலி ஓம்*,ध्वानिक ओम*
ஒலி மாறிலி,ध्वानिक कला नियतांक
ஒலி ஃபோனான்,ध्वानिक फ़ोनान
ஒலி பரிமாற்ற மாறிலி,ध्वानिक संचरण नियतांक
ஒலி மாற்று குணகம்,ध्वनि परिवर्तन गुणांक
ஒலி எதிர்ப்பு,ध्वानिक प्रतिरोध
ஒலி விறைப்பு,ध्वानिक दुर्नम्यता
ஒலி அலகு,ध्वनि-मात्रक
ஒலி எதிர்ப்பு,ध्वनिरूद्ध
ஒலி பக்கக் கோடு,ध्वानिक पार्श्व रेखा
"ஒலியியல், ஒலியியல்","ध्वानिकी, ध्वानिकता"
ஒலி மீட்டர்,ध्वनिमापी
ஒலி அழுத்தம்,ध्वनि दाब
கையகப்படுத்தல் ரேடார்,अर्जन रेडार
ஒளிச்சேர்க்கை கதிர்வீச்சு,प्रकाश रसोक्रिय विकिरण
ஆக்டினியம் உமிழ்வு,ऐक्टिनियम उत्सर्जन
ஆக்டினோ-யுரேனியம்,ऐक्टिनो-यूरेनियम
ஆக்டினோ-யுரேனியம் தொடர்,ऐक्टिनो-यूरेनियम श्रेणी
கதிரியக்க மின்சாரம்,विकिरण-विद्युत्
"ஆக்டினோமீட்டர், ஃபோட்டோமிக்ரோமீட்டர்","ऐक्टिनोमीटर, प्रकाशरसोक्रियामापी"
"செயல், செயல்","क्रिया, कर्म"
செயல் மற்றும் எதிர்வினை,क्रिया और प्रतिक्रिया
செயல் மாறிலி,क्रिया स्थिरांक
செல்வாக்கு மண்டலம்,प्रभाव क्षेत्र
"செயல்படுத்தப்பட்டது, செயல்படுத்தப்பட்டது","सक्रियित, सक्रियकृत"
செயலில் பரவல்,सक्रियित विसरण
"செயல்படுத்தப்பட்ட ஃபைபர், செயல்படுத்தப்பட்ட ஃபைபர்","साक्रियकृत तंतु, सक्रियित तंतु"
செயல்படுத்தும் விளைவு,सक्रियण प्रभाव
செயல்படுத்தும் விளைவு,सक्रियण प्रभाव
செயல்படுத்தும் பகுப்பாய்வு,सक्रियण-विश्लेषण
செயல்பாட்டு மையம்,सक्रियता केन्द्र
செயல்படுத்தும் சோதனையாளர்,सक्रियण-परिक्षत्र
செயல்படுத்தும் ஆற்றல்,सक्रियण ऊर्जा
செயல்படுத்தும் என்ட்ரோபி,सक्रियण ऐन्ट्रॉपी
செயல்படுத்தல் அதிக மின்னழுத்தம்,सक्रियण अधिवोल्टता
செயல்படுத்தும் விகிதம்,सक्रियण दर
"செயல்படுத்துபவர், செயல்படுத்துபவர்","सक्रियकारक, सक्रियक"
செயல்படுத்தும் அணு,सक्रियक परमाणु
முடுக்கி,त्वरक-सक्रियक
செயலில் உறிஞ்சுதல்,सक्रिय अवशोषण
செயலில் வான்வழி,सक्रिय एरियल
கதிர்வீச்சு ஆபத்து மண்டலம்,विकिरण ख़तरा क्षेत्र
செயலில் உள்ள சாதனம்,सक्रिय युक्ति
செயலில் இலக்கு,सक्रिय अभिलक्ष्यन
செயலில் உள்ள ஹைட்ரஜன்*,सक्रिय हाइड्रोजन*
செயலில் கண்ணி,सक्रिय जालक
செயலில் வரி செயலில் வரி,"सक्रिय लाइन, सक्रिय रेखा"
செயலில் வளையம்,सक्रिय पाश
செயலில் உள்ள குறியீடு*,सक्रिय संहति*
செயலில் உள்ள பொருட்கள்,सक्रिय सामग्री
செயலில் உள்ள மூலக்கூறு,सक्रिय अणु
செயலில் கண்ணி,सक्रिय जाल
செயலில் மறுஉருவாக்கம்,सक्रिय पुनरवशोषण
செயலில் உள்ள பகுதி,सक्रिय क्षेत्र
செயலில் கட்டுப்பாடு,सक्रिय नियमन
செயலில் உள்ள செயற்கைக்கோள்,सक्रिय उपग्रह
செயலில் பிளவுபட்ட சூரிய சுடர்,सक्रिय कलंकीय सौर ज्वाला
செயலில் நுண்ணூட்டச்சத்துக்கள்,सक्रिय सूक्ष्मात्रिक पदार्थ
செயலில் கண்காணிப்பு அமைப்பு,सक्रिय अनुवर्तन तंत्र
செயலில் மின்மாற்றி,सक्रिय ट्रांसडयूसर
செயலில் உட்கொள்ளல்,सक्रिय उदग्रहण
செயல்பாட்டு குணகம்*,सक्रियता गुणांक*
செயல்பாட்டுக் குறியீடு,सक्रियता सूचकांक
செயல்பாட்டு விகிதம்,सक्रियता -अनुपात
செயல்பாட்டு திசையன்,सक्रियता सदिश
உண்மையான மானிட்டர்,वास्तविक मानीटर
உண்மையான மன அழுத்தம்,वास्तविक प्रतिबल
தூண்டுதல்,"चालू करना, प्रवृत्त करना"
தொடங்குபவர்,प्रवर्तक
தொடங்குபவர்,प्रवर्तक
தீவிரமானி,सुतीक्ष्णतामापी
கேட்கும் கூர்மை,श्रवण सुतीक्ष्णता
புகைப்படக் கூர்மை மதிப்பு,फोटोतीक्ष्णता मान
குறுங்கோணம்,न्यूनकोण
கிசுகிசுத்தல்,क्षिप्र उद्भासन
கடுமையான முக்கோணம்,न्यूनकोण त्रिभुज
அசைக்ளிக்,अचक्रीय
தேர்வுமுறை பயன்பாடு,अनुकूलन प्रयुक्ति
உகந்த நிலை,अनुकूलित अवस्था
தகவமைப்பு கட்டுப்பாட்டு அமைப்பு,अनुकूली नियंत्रण तंत्र
அடாப்டோமீட்டர்,अनुकूलनमापी
அட்காக் ஆண்டெனா,एडकॉक एन्टेना
மொத்தத்தில்,"योग करना, जोड़ना"
தொகுப்பு நேரம்,संकलन काल
தொகுத்தல்-கழித்தல் நேரம்,संकलन-व्यवकलन काल
சேர்ப்பான்,योजक
"தொகை, கூட்டல், கூட்டுத்தொகை (பதிப்பு), சேர்க்கை (v.)","योग, जोड़, संकलन (सं.), योगात्मक (वि.)"
கூட்டல் மாறிலி,अतिरिक्त स्थिरांक
முடுக்கம்-தொகை விதி,त्वरण-योग नियम
தூரம்-தொகை விதி,दूरी-योग नियम
வேகம்-தொகை விதி,वेग-योग नियम
திசையன்களின் தொகை,सदिशों का योग
சேகரிப்பு எதிர்வினை,संकलन अभिक्रिया
கூடுதல் தளம்,अतिरिक्त अर्धतल
"இணைப்பு தொனி, கூடுதல் தொனி (உயிர்)","संयोजी स्वर, अतिरिक्त टोन (स्वर)"
"சேர்க்கை, சேர்க்கை","योज्य, योगात्मक"
சேர்க்கை அமைப்பு,योज्य प्रणाल
இணைப்பு எழுத்துக்கள்,संयोजी वर्ण
மொத்த எழுத்து செயல்முறை,संकली वर्ण प्रक्रम
கூடுதல் நிரப்பு நிறம்,योज्य पूरक रंग
சேர்க்கை மாறிலி,योज्य स्थिरांक
சேர்க்கை இழுவை,योज्य कर्षण
சேர்க்கை விளைவு,योज्य प्रभाव
சேர்க்கை காரணி,योजित कारक
சேர்க்கை செயல்பாடு,योज्य फलन
சேர்க்கை கலவை,योज्य मिश्रण
சேர்க்கை வேர்,योज्य मूलवर्ण
சேர்க்கை செயல்முறை,योज्य प्रक्रम
சேர்க்கை,"योज्यता, योगशीलता"
சேர்க்கை குவாண்டம் எண்,योज्य क्वांटम संख्या
சேகரிப்பு எதிர்வினை,संकलन अभिक्रिया
சேர்க்கை,योज्यता
அடிட்ரான்,एडीट्रॉन
தெரியும்*,पता*
முகவரி கணக்கீடு,पता अभिकलन
முகவரி,पता-स्थल
முகவரி குறியாக்கம்,पता-कूटवचन
முகவரி வெளிப்பாடு,पता व्यंजक
முகவரித்திறன்,पता-सुगमता
