Hindi,Gujarati
अंतरिक्ष यात्रा इलेक्ट्रॉनिकी,અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ
खगोलमिति,એસ્ટ્રોફિઝિક્સ
अंतरिक्षयात्री,અવકાશયાત્રી
खगोलज्ञ,ખગોળશાસ્ત્રી
खगोलीय,આકાશી
खगोलिकी,ખગોળશાસ્ત્ર
खगोल भौतिकी,એસ્ટ્રોફિઝિક્સ
असममित,અસમપ્રમાણ
अनंतस्पर्शी,એસિમ્પટોટિક
उपगामी,ઉત્તેજક
अतुल्यकालिक,અસુમેળ
"वायुमंडल, परिमंडल","વાતાવરણ, વાતાવરણ"
वायुमंडलीय,વાતાવરણીય
वायु-विद्युत क्षोभ,પવનની અશાંતિ
परमाणु,પરમાણુ
परमाण्वीय,અણુ
परमाणुकता,પરમાણુ
परमाणु संहति,પરમાણુ સમૂહ
परमाणु क्रमांक,અણુ સંખ્યા
"परमाणु-रिऐक्टर, परमाणु पाइल","પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો"
परमाण्विक,અણુ
कणन,કણ
कणित्र,કણ
"क्षीणन, क्षीणता",એટેન્યુએશન
"क्षीणकारी, क्षीणक","હળવું કરવું, હળવું કરવું"
आकर्षण,વશીકરણ
आकर्षण बल,આકર્ષણનું બળ
श्रव्यता,શ્રાવ્યતા
श्रव्य आवृत्ति-प्रवर्धक,ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર
श्रव्य,સાંભળી શકાય તેવું
श्रव्यजनित्र,ઓડિયો જનરેટર
श्रव्यता आलेख,શ્રાવ્ય ગ્રાફ
श्रवण विज्ञान,સુનાવણી વિજ્ઞાન
श्रव्यतामापी,ઓડિયોમીટર
श्रव्य आवृत्ति-दोलक,શ્રાવ્ય આવર્તન ઓસિલેટર
ध्वनि सिग्नल,ધ્વનિ સંકેત
दृश्य-श्रव्य,દ્રશ્ય-શ્રાવ્ય
"ऑडिटोरियम, सभाभवन","ઓડિટોરિયમ, ઓડિટોરિયમ"
ओज़ए प्रभाव,ઓઝેડ અસર
संवर्धन,પ્રમોશન
संवर्धक,વધારનાર
ध्रुवीय ज्योति,ધ્રુવીય જ્યોત
दक्षिण ध्रुवीय ज्योति,દક્ષિણ ધ્રુવીય જ્યોત
उत्तर ध्रुवीय ज्योति,ઉત્તર ધ્રુવીય જ્યોત
स्वचालित सचेतक,આપોઆપ ચેતવણી
स्वतः समांतरित्र,ઓટો પેરેલલાઈઝર
"आत्मचालित, स्वचालित, स्वतः","આપોઆપ, આપોઆપ, આપોઆપ"
"स्वचालन, स्वचालित यंत्र","ઓટોમેશન, ઓટોમેશન"
"सहायक, सहकारी, अतिरिक्त","સહાયક, સહકારી, વધારાનું"
"अवधाव, ऐवेलांश","અવડાવ, હિમપ્રપાત"
"औसत, माध्य","સરેરાશ, સરેરાશ"
परिवर्जन,પરિવાર
अक्षीय,અક્ષીય
अक्ष,ધરી
दिगंश,અઝીમથ
दिगंशीय,અઝીમથ
पश्च,પાછા
"पृष्ठभूमि, पृष्ठभूमिक","પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ"
"पिच्छद, पश्चगमन","પછાત, પછાત"
प्रतिवर्तन,ટર્નઅરાઉન્ડ
पश्चडोल वोल्टता स्पंदक,બેક વોલ્ટેજ પલ્સર
पश्च-पश्च-संबंधन,સંબંધ પછી
पूर्तिकर,વળતર
विरोधी वोल्टता,વિરોધી વોલ્ટેજ
पश्चवर्ती प्रकीर्णन,પશ્ચાદવર્તી સ્કેટરિંગ
अंतराली तरंग,ઇન્ટર્સ્ટિશલ તરંગ
कुचालक,ઇન્સ્યુલેટર
पैराशूट सहित कूद पड़ना,પેરાશૂટ જમ્પ
तपन,ગરમી
"तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष","સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન"
संतोलक,બેલેન્સર
संतुलन,સંતુલન
गोलात चुबक,ગ્લોબ્યુલ
"प्राक्षेपिक, प्राक्षेपिकीय","બેલિસ્ટિક, બેલિસ્ટિક"
"प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर","પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર"
प्रक्षेपास्त्र,મિસાઇલ
"प्राक्षेपिकी, अस्त्र विज्ञान","બેલિસ્ટિક્સ, હથિયાર"
प्रक्षेप,પ્રક્ષેપણ
मुक्त प्रक्षेप पथ,મફત માર્ગ
"बैलून, गुब्बारा","બલૂન, બલૂન"
बामर-असातत्य,બાલ્મર બંધ
"पट्ट, पट्टी, बैंड .दल","બેન્ડ, બેન્ડ, બેન્ડ"
धमाका,વિસ્ફોટ
"व्यूह, पुंज, किनारा, बैंक, तट","એરે, બીમ, કિનારો, બેંક, કિનારો"
"स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा","કૉલમ, બાર, કોબ, બ્લોક, બાર, સળિયા, બાર, 8. દિવાલ, 9. રેખા, 10. ધાર, 1 બ્લોક, 1, બાર, 1, રેખા, 1, પરીક્ષણ રેખા"
बारडीन सिद्धांत,બાર્ડીન સિદ્ધાંત
बार्कहाउज़एन प्रभाव,barkhausen અસર
बार्लो चक्र,બાર્લો ચક્ર
दंड चुबंक,બાર ચુંબક
बार्न,કોઠાર
वायुदाब-आलेख,હવાનું દબાણ ગ્રાફ
"वायुदाबलेखी, बैरोग्राफ","બેરોગ્રાફ, બેરોગ્રાફ"
वायुदाबमापी,બેરોમીટર
वायुदाबमिति,વાતાવરણ નુ દબાણ
"कर्षमंडल, बैरोमंडल","કોસ્મોસ, બેરોમોસ્ફિયર"
दंड लोलक,લોલક લોલક
"रोध, रोधिका, नाभिकीय रोधिका","અવરોધ, પરમાણુ, પરમાણુ અવરોધ"
रोधिका स्तर,અવરોધ સ્તર
बरिऑन,બેરિયન
गुरुमंडल,ગુરુમંડળ
आधार बैंड,આધાર બેન્ડ
"आधारीय, मूल, क्षारीय","મૂળભૂત, મૂળભૂત, આલ્કલાઇન"
आधारक,પાયો
"गणन, दल रचना","ગણતરી, ટીમ રચના"
"कुंड, कुंडिका, ऊष्मक, तापन-पात्र, बाथ","કુંડ, કુંડ, હીટર, હીટિંગ પોટ, સ્નાન"
बैटरी,બેટરી
"व्यूह खंड, कक्ष, खाड़ई","એરે સેગમેન્ટ, ચેમ્બર, ખાડી"
प्रदर्श,પ્રદર્શન
कीबन,કિબાન
"मणिका, बीड","મણિકા, બીડ"
"दंड, बीम, किरण पुंज, तुर","બીમ, બીમ, બીમ, ટ્રમ્પ"
"दिक्मान, दिक्कोण","ડિકમેન, ડિકોન"
"डोल, विस्पंद","ડોલ, વિસ્પંડ"
बैकेरल प्रभाव,બેકરેલ અસર
"बेलजार, घंटाकार ढकना",ઘંટડી બરણી
धौंकनी,બેલો
घंटाकार,ઘંટડી ઘડિયાળ
"वेदिका, बेंच","વેદિકા, બેંચ"
"मोड, बंक (सं.), मोड़ना (क्रि.)","મોડ, બંક (સં.), વળાંક (v.)"
बंकन,બેંકન
"मुड़आ, बंकित","વળેલું, વળેલું"
बर्नूली-समीकरण,બર્નોલી-સમીકરણ
बेसल-फलन,મૂળભૂત કાર્ય
श्रेष्ठतम आसंजन,શ્રેષ્ઠ સંલગ્નતા
बीटा (भ्),બીટા (b)
बीटाट्रॉन,betatron
बेथे निदर्श,bethe મોડેલ
बिवाट्रॉन,બાયવેટ્રોન
B-H वक्र,BH વળાંક
द्विकोणीय,દ્વિકોણીય
"अभिनति, बायस","પૂર્વગ્રહ, પૂર્વગ્રહ"
द्वि-अक्षीय,દ્વિ-અક્ષીય
बाइक्रोमेट सेल,બાઈક્રોમેટ કોષ
अभयावतल,અભ્યવતલ
द्विशंकु ऐन्टेना,ડબલ એન્ટેના
उभयोत्तल,બાયકોન્વેક્સ
"द्वि-क्रिस्टल, द्विक क्रिस्टल","દ્વિ-સ્ફટિક, દ્વિ-સ્ફટિક"
द्विदिशी माइक्रोफोन,દ્વિદિશ માઇક્રોફોન
द्वि-उपादानीय निदर्श,દ્વિપદી મોડેલ
द्विसूत्री,એકલિંગાશ્રયી
द्विपार्श्विक,દ્વિપક્ષીય
द्विरैखिक,દ્વિરેખીય
द्वि-अणुक,બાયમોલેક્યુલર
"द्वि-चर, द्वि-आधारी, द्वयी","દ્વિ-ચલ, દ્વિ-આધાર, દ્વિ"
"द्वि-आधारी कोड, द्वि-आधारी कूट","બાઈનરી કોડ, બાઈનરી કોડ"
युग्मतारा,રમત સ્ટાર
द्वि-आधारी पद्धति,દ્વિસંગી પદ્ધતિ
"द्विकर्णी, द्विपथी",બે બાજુવાળા
बंधन,બોન્ડ
"द्विनेत्री, बाइनाक्युलर","બાયનોક્યુલર, બાયનોક્યુલર"
द्विनोड,દ્વિસંગી
द्विपद बंटन,દ્વિપદી વિતરણ
"द्विकेन्द्रीय, द्विकेन्द्रकी, द्विन्यूक्लीय","દ્વિકેન્દ્રીય, દ્વિકેન્દ્રીય, દ્વિસંગી"
जैव-गतिकी,બાયોડાયનેમિક્સ
जैव इलेक्ट्रानिकी,બાયો ઇલેક્ટ્રોનિક્સ
जीव-भौतिकीविज्ञ,બાયોફિઝિસ્ટ
जीव-भौतिकी,બાયોફિઝિક્સ
जैविक उपग्रह,જૈવિક ઉપગ્રહ
"चलचित्रदर्शी, बायोस्कोप","સિનેમેટોગ્રાફર, બાયોસ્કોપ"
बायो-सावर्ट नियम,બાયો-સાવર્ટ નિયમ
द्विप्रावस्थिक धारा,બાયફેસિક વર્તમાન
द्विध्रुवीय,દ્વિધ્રુવ
"द्विकप्रिज्म, बाइप्रिज्म","બાયપ્રિઝમ, બાયપ્રિઝમ"
"द्विस्फटिक, बाइक्वार्ट्ज","biquartz, biquartz"
द्विस्थितिक अभिलक्षण,બાયફાસિક પાત્ર
द्विस्थितिक बहुकंपित्र,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
"द्वयंक* (द्विआधारी अंक), बरमी, अणी, टूक","દ્વાયાંક* (દ્વિસંગી અંક), બર્મીઝ, અની, ટુક"
"काला, कृष्ण","કાળો, કૃષ્ણ"
कृष्णिका,કાળું શરીર
अदृश्य प्रकाश,અદ્રશ્ય પ્રકાશ
"तिमिरायन, रेडियो तिमिरायन",તિમિરાયન રેડિયો તિમિરાયન
लोपन स्पंद,ઇજેક્શન પલ્સ
अंतक बायस,પૂર્વગ્રહ સમાપ્ત કરો
कृष्ण विकिरण,કાળા કિરણોત્સર્ગ
"असंपूर्त, रिक्त","અપૂર્ણ, ખાલી"
समाच्छादन,આવરણ
लोपन,રદબાતલ
"स्फोटन, वात्या, झोंका","વિસ્ફોટ, વિસ્ફોટ, ગસ્ટ"
"साविका, ब्लीडर, सावी","savika, bleeder, savi"
"प्रच्छन्न, अंध","વેશપલટો, અંધ"
ब्लॉख प्रमेय,બ્લોચનું પ્રમેય
"अवरोध, अवरोधन, अवरोधी","અવરોધ, અવરોધ, અવરોધ"
"आघात, ब्लो, धमन","ફટકો, ફટકો, ફટકો"
ब्लू प्रिंट,બ્લુ પ્રિન્ટ
अस्पष्टता-वृत्त,અસ્પષ્ટતા વર્તુળ
अस्पष्ट,અસ્પષ્ટ
"गोलक, गोला, लटकन","બોલ, ગોળા, પેન્ડન્ટ"
"पिंड, वस्तु","શરીર, પદાર્થ"
कायिक धारिता,શારીરિક ક્ષમતા
अंत:केन्द्रित,કેન્દ્રિત
"पिंड-विकर्ण, अन्त:-विकर्ण","શરીર-કર્ણ, અંત-કર્ણ"
"बोगी, अज्ञात संसूचन (रडार)","બોગી, અજાણી શોધ (રડાર)"
बोर प्रभाव,બોર અસર
बोर मैग्नेटॉन,બોર મેગ્નેટોન
"क्वथित्र, बॉयलर","બોઈલર, બોઈલર"
"क्वथन, उबालना","ઉકળતા, ઉકળતા"
बोल्ट्समान समीकरण,બોલ્ટ્સમેન સમીકરણ
बमबार इलेक्ट्रॉन,બોમ્બર ઇલેક્ટ્રોન
"अभिघातक ऊर्जा, बमकारी ऊर्जा","આઘાતજનક ઊર્જા, બોમ્બિંગ ઊર્જા"
बंधक,ગીરો
"आबंधक, आबंधी, आबन्धन","બંધાયેલ, બંધાયેલ, બંધાયેલ"
अभिवर्धक,વધારનાર
बोरॉन,બોરોન
बोस-कण,બોસ-પાર્ટીકલ
बोसॉन,બોસોન
"झंप, उच्छलन","આંચકો, કૂદકો"
परिबद्ध,બંધાયેલ
"परिसीमा, सीमा (सं.), सीमांत (वि.)","મર્યાદા, મર્યાદા (ઇડી.), સીમાંત (વિ.)"
बद्ध,બંધાયેલ
"धनु, गज़",ધનુરાશિ યાર્ડ
नौकाग्र तरंग,સઢવાળી તરંગ
बॉयल ताप,બોઈલર હીટિંગ
बॉयल-नियम,બોયલનો કાયદો
बॉयल ताप,બોઈલર હીટિંગ
ब्रेकेट-श्रेणी,કૌંસ-વર્ગ
बॅग नियम,બેગ નિયમ
गुंफित तार,ગૂંથેલા વાયર
ब्रेक कक्षा,બ્રેક વર્ગ
ब्रामा संपीडक,બ્રામા કોમ્પ્રેસર
शाखन,શાખાઓ
"ब्रेवे लैटिस, ब्रेवे जालक","બહાદુર જાળી, બહાદુર જાળી"
"पीतल से झालना, पीतल का टाँका लगाना",બ્રાસ બ્રેઝિંગ
विच्छेद,વિચ્છેદ
विच्छेद संपर्कक,બ્રેક કનેક્ટર
"भंजन डायोड, जेनर डायोड","ફ્રેક્ચર ડાયોડ, ઝેનર ડાયોડ"
विभंजन,અસ્થિભંગ
"प्रजनक रिऐक्टर, ब्रीडर परमाणु भट्टी, प्रजनक भट्टी","બ્રીડર રિએક્ટર, બ્રીડર ન્યુક્લિયર ફર્નેસ, બ્રીડર ફર્નેસ"
प्रजनन,પ્રજનન
"अवमंदक विकिरण, ब्रैस्ट्रालुंग","રેટાડન્ટ રેડિયેશન, બ્રાસ્ટ્રલંગ"
ब्रूस्टर-कोण,બ્રુસ્ટર-એંગલ
ब्रूस्टर फ्रिज़,બ્રુસ્ટર ફ્રિજ
सेतु,પુલ
सेतु-बंधन,બ્રિજ બોન્ડ
"दीप्त, द्युतिमान, चमकीला","તેજસ્વી, તેજસ્વી, ચમકદાર"
प्रदीपक,રોશની કરનાર
प्रभास,તેજ
"द्युति, प्रभा","દ્યુતિ, પ્રભા"
ब्रिलुवां क्षेत्र,બ્રિલુવાન વિસ્તાર
