Hindi,Odiya
आसन्नता आव्यूह,ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |
" संलग्न, निकटवर्ती , आसन्न",ସଂଲଗ୍ନ
आसन्न कोण,ସଂଲଗ୍ନ କୋଣ
आसन्न शीर्ष,ସଂଲଗ୍ନ ଭର୍ଟେକ୍ସ |
सहबद्‌ध करना,ସଂଲଗ୍ନ
"संलग्न संलग्नीत,",ସଂଲଗ୍ନ
सहखंडज सारणिक,ନିର୍ଣ୍ଣୟକାରୀ
संलग्न अवकल समीकरण,ଭିନ୍ନ ଭିନ୍ନ ସମୀକରଣ
संलग्न समीकरण,ସମୀକରଣ
सहखंडज आव्यूह,ମ୍ୟାଟ୍ରିକ୍ସ ଯୋଡନ୍ତୁ |
आव्यूह सहखंडज,ମାଟ୍ରିକ୍ସର ଯୋଗ
सहखंडज आव्यूह,ମ୍ୟାଟ୍ରିକ୍ସ ଆଡୁଗେଟ୍ କରନ୍ତୁ |
ग्राह्य निर्णय फलन,ଗ୍ରହଣୀୟ ନିଷ୍ପତ୍ତି କାର୍ଯ୍ୟ
ग्राह्य परिकल्पना,ଗ୍ରହଣୀୟ ଅନୁମାନ
वायुगतिक बल,ଏରୋଡାଇନାମିକ୍ ଫୋର୍ସ |
वायु गतिकी,ଏରୋଡାଇନାମିକ୍ସ |
सजातीय ज्यामिति,ଆଫାଇନ୍ ଜ୍ୟାମିତି |
सजातीय प्रतिचित्रण,ଆଫାଇନ୍ ମ୍ୟାପିଙ୍ଗ୍ |
सजातीय रूपांतरण,ଆଫାଇନ୍ ଟ୍ରାନ୍ସଫର୍ମେସନ୍ |
समुच्चयी चर,ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |
" बीजगणित, ऐलजेब्रा , बीजावली , बीजक्रिया",ବୀଜ ବିବେଚନା
"बीजतः संवृत, बीजतः",ବୀଜ ବର୍ଣ୍ଣିତ ଭାବରେ ବନ୍ଦ |
बीजीय समीकरण,ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |
बीजीय व्यंजक,ବୀଜ ବର୍ଣ୍ଣନା
बीजीय समघात,ବୀଜ ବର୍ଣ୍ଣିତ ଫର୍ମ |
बीजीय फलन,ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ
बीजीय ज्यामिति,ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |
बीजीय बहुकता,ବୀଜ ବର୍ଣ୍ଣିତ ଗୁଣ |
बीजीय निकाय,ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |
सर्व-पूर्णांक समस्या,ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |
"नियतन समस्या वाटपप्रश्न,",ବଣ୍ଟନ ସମସ୍ୟା
अक्षरात्मक संकेत पद्‌धति,ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |
अक्षरात्मक संप्रतीक,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
एकांतर कोण,ବିକଳ୍ପ କୋଣ
"एकांतर समघात प्रत्यावर्ती रूप,",ବିକଳ୍ପ ଫର୍ମ |
एकांतर समूह,ବିକଳ୍ପ ଗୋଷ୍ଠୀ
एकांतर आव्यूह,ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |
एकांतर श्रेणी,ବିକଳ୍ପ କ୍ରମ |
वैकल्पिक परिकल्पना,ବିକଳ୍ପ ଅନୁମାନ
वैकल्पिक इष्टमत,ବିକଳ୍ପ ଅପ୍ଟିମା |
वैकल्पिक परिणाम,ବିକଳ୍ପ ଫଳାଫଳ |
अनुरूप-अंकीय परिवर्तक,ଆନାଗଲ୍-ଟୁ-ଡିଜିଟାଲ୍ କନଭର୍ଟର |
"अनुरूप कम्प्यूटर,",ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
विश्लेषण,ବିଶ୍ଳେଷଣ |
सहप्रसरण-विश्लेषण,କୋଭାରିଆନ୍ସର ବିଶ୍ଳେଷଣ |
गणन-आंकड़ों का विश्लेषण,ଗଣନା ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
प्रसरण-विश्लेषण,ଭିନ୍ନତାର ବିଶ୍ଳେଷଣ |
विश्लेषिक ज्यामिति,ଆନାଲିଟିକ୍ ଜ୍ୟାମିତି |
विश्लेषिक फलन,ଆନାଲିଟିକ୍ କାର୍ଯ୍ୟ
कोण,କୋଣ
स्पर्श-कोण,ଯୋଗାଯୋଗ କୋଣ
विक्षेप-कोण,ବିଘ୍ନର କୋଣ |
अवनमन-कोण,ଉଦାସୀନତାର କୋଣ
विचलन-कोण,ବିଘ୍ନର କୋଣ |
विवर्तन-कोण,ବିଭାଜନର କୋଣ |
उन्नयन-कोण,ଉଚ୍ଚତାର କୋଣ
आपतन-कोण,ଘଟଣାର କୋଣ
प्रक्षेप-कोण,ପ୍ରୋଜେକ୍ଟର କୋଣ
परावर्तन-कोण,ପ୍ରତିଫଳନ କୋଣ
अपवर्तन-कोण,ପ୍ରତିଫଳନ କୋଣ
घूर्णन-कोण,ଘୂର୍ଣ୍ଣନ କୋଣ
पूर्ण परावर्तन-कोण,ସମୁଦାୟ ପ୍ରତିଫଳନର କୋଣ |
कोणीय त्वरण,କୋଣାର୍କ ତ୍ୱରଣ |
कोणीय गति,କୋଣାର୍କ ଗତି |
कोणीय चाल,କୋଣାର୍କ ଗତି
कोणीय वेग,କୋଣାର୍କ ବେଗ |
वलयिका,annulus
उत्तर,ଉତ୍ତର ଦିଅ
प्रति-अवकलज,ଆଣ୍ଟି-ଡେରିଭେଟିଭ୍ |
प्रतिसममित फलन,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
"आच्छाद्य , अनु प्रयोज्य, लागू",ପ୍ରଯୁଜ୍ୟ |
"अनुप्रयोग उपयोजन,",ପ୍ରୟୋଗ
अनुप्रयुक्त गतिशील प्रोग्रामन,ପ୍ରୟୋଗ ହୋଇଥିବା ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
अनुप्रयुक्त ज्यामिति,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
अनुप्रयुक्त गणित,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
अनुप्रयुक्त सांख्यिकी,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
"सन्निकटतः, लगभग",ପାଖାପାଖି
सन्निकटतः संतत फलन,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
"स्थूल विधि, सन्निकट विधि",ଆନୁମାନିକ ପଦ୍ଧତି |
सन्निकट हल,ଆନୁମାନିକ ସମାଧାନ
सन्निकटन-समस्या,ଆନୁମାନିକ ସମସ୍ୟା
सन्निकटन-गुणधर्म,ଆନୁମାନିକ ସମ୍ପତ୍ତି
अभिक्षमता-परीक्षावली,ଦକ୍ଷତା ପରୀକ୍ଷା ବ୍ୟାଟେରୀ |
आरगाँ आरेख,ଅର୍ଗାନ୍ ଚିତ୍ର |
स्वेच्छगहीतृ,ମନଇଚ୍ଛା ମନୋନୀତ |
"स्वेच्छ, यादृच्छिक",ଇଚ୍ଛାଧୀନ |
स्वेच्छ अचर,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
स्वेच्छ अवयव,ଇଚ୍ଛାଧୀନ ଉପାଦାନ |
स्वेच्छ बिन्दु,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
आर्किमीडी नियम,ଆର୍କେମିଡିଆନ୍ ନିୟମ |
आर्किमीडीज़ का नियम,ଆର୍କିମିଡିସ୍ ନୀତି |
"चाप-दैर्घ्य, चाप-लम्बाई",ଆର୍କ ଲମ୍ବ |
वत्तृ चाप,ବୃତ୍ତର ଆର୍କ |
प्रतिलोम ज्या बंटन,ଆର୍କ ସାଇନ ବଣ୍ଟନ |
प्रतिलोम ज्या रूपांतरण,ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ
" क्षेत्र , क्षेत्रफल",କ୍ଷେତ୍ର
क्षेत्रीय विन्यास,ଆରେଲ୍ ଟେକ୍ସଚର୍ |
सम्मिश्र संख्या का कोणांक,ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି
समांतर माध्य,ଗାଣିତିକ ଅର୍ଥ |
अंकीय संक्रिया,ଗାଣିତିକ କାର୍ଯ୍ୟ
अंकीय एकक,ଗାଣିତିକ ଏକକ
"विन्यास, व्यवस्था",ବ୍ୟବସ୍ଥା
"व्यूह , सरणी",ଆରେ
कृत्रिम उपग्रह,କୃତ୍ରିମ ଉପଗ୍ରହ |
कृत्रिम चर,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
आरोहण करना,ଆରୋହଣ
आरोही,ଆରୋହଣ
परिमाण का आरोही क्रम,ତୀବ୍ରତାର କ୍ରମ
आरोही श्रेणी,ଆରୋହଣ କ୍ରମ |
कोडांतरक भाषा,ଏକତ୍ରକାରୀ ଭାଷା |
"नियतन समस्या नियतन प्रश्न,",ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା
साहचर्य नियम,ସହଯୋଗୀ ନିୟମ |
संकारकों का साहचर्य नियम,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
साहचर्य-संक्रिया,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
सहचारिता,ସହଯୋଗୀତା |
कल्पित माध्य,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
कल्पित प्रायिकता बंटन,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
" कल्पना , गृहीत,",ଅନୁମାନ
ज्योतिष,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,",ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର
खगोलज्ञ*,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
खगोलीय घड़ी,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
खगोलिकी,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
असममित वक्र,ଅସୀମିତ ବକ୍ର
असममिति,ଅସୀମତା |
अनंतस्पर्शी,asymptote
उपगामी,ଅସ୍ମିପଟୋଟିକ୍ |
उपगामी दक्ष आकलक,ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |
उपगामी अनभिनत आकलक,ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |
उपगामी आचरण,ଅସ୍ମିତିକ ଆଚରଣ |
उपगामी बंटन-फलन,ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
उपगामी प्रसार,ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |
वायु मंडलीय दाब,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
"यदृच्छया,",ଅନିୟମିତତାରେ |
गुण*,ଗୁଣ
गुण-प्रतिचयन-क्रियाविधि,ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା
संवर्धित आव्यूह,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
स्वसहसंबंध गुणांक,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
स्वसहसंबंध फलन,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
स्वसहप्रसरण,ଅଟୋକୋଭାରିଆନ୍ସ |
स्वचालित अभिकलित्र,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
स्वसमाश्रयण,ଆତ୍ମସମ୍ମାନ
सहायक समीकरण,ସହାୟକ ସମୀକରଣ
माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର)
" स्वयंसिद्‌ध , अभिगृहीत",axiom
अभिगहीती दृष्टिकोण,ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |
प्रायिकता अभिगृहीत,ସମ୍ଭାବ୍ୟତାର axiom |
अक्ष,ଅକ୍ଷ
भुजाक्ष,ଅବସିସା ର ଅକ୍ଷ |
भू-अक्ष,ପୃଥିବୀର ଅକ୍ଷ
परिक्रमण-अक्ष,ବିପ୍ଳବର ଅକ୍ଷ
घूर्णन अक्ष,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
प्रचक्रण-अक्ष,ସ୍ପିନ୍ ର ଅକ୍ଷ |
पश्च-प्रतिस्थापन,ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ
पश्चांतर,ପଛୁଆ ପାର୍ଥକ୍ୟ |
पश्च अंतर्वेशन-सूत्र,ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |
"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना",ସନ୍ତୁଳନ
संतुलित अभिकल्पना,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
तुलन-पत्र,ତୂଳନା ପତ୍ର
प्रक्षेपास्त्र,ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |
"प्राक्षेपिकी, अस्त्र विज्ञान",ବାଲିଷ୍ଟିକ୍
" स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार",ଦଣ୍ଡିକା
"आधार , क्षारक , अधम , मूल , बेस",ଆଧାର
आधार कोण,ମୂଳ କୋଣ
"लघुगणक का आधार, लॉगरिथ्म का आधार",ଲୋଗାରିଦମର ଆଧାର |
"आधारी, मूल,",ମ basic ଳିକ
आधारी सुसंगत हल,ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |
आधारी हल,ମ basic ଳିକ ସମାଧାନ |
आधारी चर,ମ basic ଳିକ ଭେରିଏବଲ୍ |
आधारक,ଆଧାର
आधार अवयव,ଆଧାର ଉପାଦାନ |
आधारी आव्यूह,ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |
सदिश समष्टि का आधार,ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
उपसमष्टि का आधार,ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |
बेज़-आकल,ବାଏସିଆନ୍ ଆକଳନ |
बेज़-नियम,ବାଇସ୍ ନିୟମ |
बेज़-प्रमेय,ବାଇସ୍ ଥିଓରେମ୍ |
बर्नूली-बंटन,ବର୍ନୁଲି ବଣ୍ଟନ |
बर्नूली संख्या,ବର୍ନୁଲି ସଂଖ୍ୟା |
बर्नूली प्रायिकता-फलन,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
बर्नूली-समीकरण,ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |
बेरी फलन,ବେରୀ କାର୍ଯ୍ୟ
श्रेष्ठतम आसंजन,ସର୍ବୋତ୍ତମ ଫିଟ୍ |
श्रेष्ठतम आसंजन रेखा,ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |
सर्वोत्तम हल,ସର୍ବୋତ୍ତମ ସମାଧାନ |
सर्वोत्तम युक्तियाँ,ସର୍ବୋତ୍ତମ ରଣନୀତି |
बीटा बंटन,ବିଟା ବଣ୍ଟନ |
"अभिनति, बायस",ପକ୍ଷପାତ
अभिनत आकल,ପକ୍ଷପାତ ଅନୁମାନ |
द्विप्रसंवादी समीकरण,ବିହାରମୋନିକ୍ ସମୀକରଣ |
एकैकी आच्छादन,bijection
एकैकी आच्छादी प्रतिचित्र,ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର
एकैकी आच्छादी प्रतिचित्रण,ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |
द्विएकघाती समघात,ବିଲିନାର୍ ଫର୍ମ |
द्विरैखिक फलन,ବିଲିନାର୍ ଫଙ୍କସନ୍
द्विरैखिक हर्मिटीय समघात,ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |
"द्वि-चर, द्वि-आधारी, द्वयी",ବାଇନାରୀ
"द्वि-आधारी कोड, द्विआधारी कूट",ବାଇନାରୀ କୋଡ୍ |
"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव",ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
द्वि-आधारी कूटलेखन,ବାଇନାରୀ କୋଡିଂ |
द्वि-आधारी अभिकलित्र,ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |
द्वि-आधारी अंक,ବାଇନାରୀ ଅଙ୍କ
द्विआधारी संक्रिया,ବାଇନାରୀ ଅପରେସନ୍ |
द्विआधारी पद्‌धति,ବାଇନାରୀ ସିଷ୍ଟମ୍ |
द्विआधारी चर,ବାଇନାରୀ ଭେରିଏବଲ୍ |
द्विपद गुणांक,ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |
द्विपद बंटन,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
द्विपद समीकरण,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
द्विपद प्रसरण,ଦ୍ୱିପାକ୍ଷିକ ବିସ୍ତାର |
द्विपद व्यंजक,ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |
द्विपद यादृच्छिक चर,ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
द्विपद-प्रमेय,ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |
"अर्धन, द्विभाजन",ବିଭାଜନ
"समद्विभाजन विधि, अर्धीकरण विधि",ବିଭାଜନ ପଦ୍ଧତି |
"अर्धक, द्विभाजक",bisector
"द्विपंक्तिक, द्विश्रेणिक",ଦ୍ୱିପାକ୍ଷିକ |
"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक",ବିଟ୍
द्विचर द्विपद-बंटन द्विचल,ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
द्विचर सहसंबंध गुणांक,ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |
द्विचर बंटन,ବିଭାରିଏଟ୍ ବଣ୍ଟନ |
द्विचर प्रसामान्य-बंटन,ସାଧାରଣ ବଣ୍ଟନ
द्विसदिश,ବିଭେକ୍ଟର୍ |
बोल्ट्मान समीकरण,ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |
बूलीय बीजावली*,ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |
बोस-आइन्स्टाइन सांख्यिकी,ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |
परिसीमा प्रतिबन्ध,ସୀମା ଅବସ୍ଥା
परिसीमा स्तर,ସୀମା ସ୍ତର |
परिसीमा रेखा,ସୀମା ରେଖା |
परिसीमा मान,ସୀମା ମୂଲ୍ୟ
परिसीमा मान समस्या,ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |
"परिबद्‌ध फलन परिबद्‌ध फल,",ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ
"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,",ସୀମିତ ମାଟ୍ରିକ୍ସ |
"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,",ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |
"परिबद्‌ध समच्चय परिबद्‌ध संच,",ସୀମାବଦ୍ଧ ସେଟ୍ |
ब्राउनी गति,ବ୍ରାଉନିଆନ୍ ଗତି |
परिकलन करना,ଗଣନା କର
परिकलन,ଗଣନା
"परिकलन-यंत्र, परिकलित्र",ଗଣନା ଯନ୍ତ୍ର
परिकलन*,ଗଣନା
परिकलनात्मक क्रिया विधि,ଗଣନା ପ୍ରଣାଳୀ
" परिकलित्र , परिकलक",କାଲକୁଲେଟର
"कलन, कैलकुलस",ଗଣନା
विचरण-कलन,ପରିବର୍ତ୍ତନର ଗଣନା
कैलोरी,କ୍ୟାଲୋରୀ
निरसन नियम,ବାତିଲ ନିୟମ
विहित समीकरण,କାନୋନିକାଲ୍ ସମୀକରଣ |
विहित रूप,କାନୋନିକାଲ୍ ଫର୍ମ |
"विहित मैट्रिक्स, के नानिकल मैट्रिक्स",କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
कैन्टर समुच्चय,କ୍ୟାଣ୍ଟର ସେଟ୍ |
कैन्टर त्रिआधारी समुच्चय,କ୍ୟାଣ୍ଟରର ଟର୍ନାରୀ ସେଟ୍ |
परिबंधित परिवहन समस्या,କ୍ଷମତା ସମ୍ପନ୍ନ ପରିବହନ ସମସ୍ୟା |
क्षमता,କ୍ଷମତା
केशिका-बल,କ୍ୟାପିଲାରୀ ଫୋର୍ସ |
"गणन संख्या, कार्डिनल संख्या",କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା
कार्तीय अक्ष,କାର୍ଟେସିଆନ୍ କୁମ୍ଭ |
कार्तीय निर्देशांक,କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |
कार्तीय गुणन,କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
समुच्चयों का कार्तीय गुणन,ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
"केस अध्ययन, वस्तुस्थिति अध्ययन",କେସ୍ ଷ୍ଟଡି |
विपत्तिपूर्ण उच्चावचन,ବିପର୍ଯ୍ୟସ୍ତ ପରିବର୍ତ୍ତନ
कैटिनरी,କ୍ୟାଟେନାରୀ |
कौशी बंटन,କାଚି ବଣ୍ଟନ |
कौशी सूत्र,କାଚି ସୂତ୍ର |
कौशी-गूर्सा-प्रमेय,କାଚି ଗୁରସାଟ ଥିଓରେମ୍ |
कौशी-रीमान-प्रतिबंध,କାଚି ରିମାନ୍ ଅବସ୍ଥା |
कौशी अनुक्रम,କାଚି କ୍ରମ |
कौशी समाकल,କାଚି ଇଣ୍ଟିଗ୍ରାଲ୍ |
कौशी मुख्य-मान,କାଚି ମୁଖ୍ୟ ମୂଲ୍ୟ |
कौशी अवशेष प्रमेय,କାଚି ଅବଶିଷ୍ଟ ଥିଓରେମ୍ |
कैले-हैमिल्टन-प्रमेय,କେଲେ ହାମିଲଟନ୍ ଥିଓରେମ୍ |
"खपिंड, खगोलीय पिंड",ସ୍ୱର୍ଗୀୟ ଶରୀର |
खगोलीय माप,ସ୍ୱର୍ଗୀୟ ମାପ
खगोलीय यांत्रिकी,ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ
खगोलीय पिंड,ସ୍ୱର୍ଗୀୟ ବସ୍ତୁ |
कोशिका बारंबारता,କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |
"गणना , जनगणना",ଜନଗଣନା
शततमक,ସେଣ୍ଟିଲ୍ |
सेन्टीमीटर,ସେଣ୍ଟିମିଟର |
सेन्टीमीटर-ग्राम-सेकंड पद्‌धति,ସେଣ୍ଟିମିଟର ଗ୍ରାମ୍ ଦ୍ୱିତୀୟ ସିଷ୍ଟମ୍ |
"केन्द्रीय , सकेन्द्र",କେନ୍ଦ୍ରୀୟ |
केन्द्रीय अक्ष,କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ
केन्द्रीय अंतर,କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ |
केन्द्रीय अंतर सूत्र,କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସୂତ୍ର |
केन्द्रीय अंतर सारणी,କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସାରଣୀ |
केन्द्रीय सीमा प्रमेय,କେନ୍ଦ୍ରୀୟ ସୀମା ଥିଓରେମ୍ |
केन्द्रीय आघूर्ण,କେନ୍ଦ୍ରୀୟ ମୁହୂର୍ତ୍ତ |
