Gujarati,Malayalam
સંભાવનાઓનો ઉમેરો,സാധ്യതകളുടെ കൂട്ടിച്ചേർക്കൽ
વેક્ટરનો ઉમેરો,വെക്റ്ററുകളുടെ കൂട്ടിച്ചേർക്കൽ
વધારાનું પ્રમેય,കൂട്ടിച്ചേർക്കൽ സിദ്ധാന്തം
ઉમેરણ જૂથ,സങ്കലന ഗ്രൂപ്പ്
ઉમેરણ વ્યસ્ત,വിപരീത വിപരീതം
ઉમેરણ મિલકત,അഡിറ്റീവ് പ്രോപ്പർട്ടി
ઉમેરણ,അഡിറ്റിവിറ്റി
સંલગ્નતા મેટ્રિક્સ,തൊട്ടടുത്തുള്ള മാട്രിക്സ്
અડીને,തൊട്ടടുത്തുള്ള
અડીને આવેલા ખૂણા,അടുത്തുള്ള കോണുകൾ
અડીને શિરોબિંદુ,തൊട്ടടുത്തുള്ള ശീർഷകം
સંલગ્ન,ചേരുക
સંલગ્ન,തൊട്ടടുത്തുള്ള
સંલગ્ન નિર્ણાયક,അനുബന്ധ ഡിറ്റർമിനന്റ്
સંલગ્ન વિભેદક સમીકરણ,അനുബന്ധ ഡിഫറൻഷ്യൽ സമവാക്യം
સંલગ્ન સમીકરણ,അനുബന്ധ സമവാക്യം
સંલગ્ન મેટ્રિક્સ,അനുബന്ധ മാട്രിക്സ്
મેટ્રિક્સનો સંલગ્ન ભાગ,മാട്രിക്സിന്റെ അനുബന്ധം
એડજ્યુગેટ મેટ્રિક્સ,അഡ്ജുഗേറ്റ് മാട്രിക്സ്
સ્વીકાર્ય નિર્ણય કાર્ય,സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം
સ્વીકાર્ય પૂર્વધારણા,അനുവദനീയമായ അനുമാനം
એરોડાયનેમિક બળ,എയറോഡൈനാമിക് ശക്തി
એરોડાયનેમિક્સ,എയറോഡൈനാമിക്സ്
સંલગ્ન ભૂમિતિ,അഫൈൻ ജ്യാമിതി
affine મેપિંગ,അഫൈൻ മാപ്പിംഗ്
સંલગ્ન રૂપાંતર,അഫൈൻ പരിവർത്തനം
એકંદર ચલો,അഗ്രഗേറ്റിംഗ് വേരിയബിളുകൾ
બીજગણિત,ബീജഗണിതം
બીજગણિતીય રીતે બંધ,ബീജഗണിതപരമായി അടച്ചിരിക്കുന്നു
બીજગણિતીય સમીકરણ,ബീജഗണിത സമവാക്യം
બીજગણિતીય અભિવ્યક્તિ,ബീജഗണിത പദപ്രയോഗം
બીજગણિત સ્વરૂપ,ബീജഗണിത രൂപം
બીજગણિત કાર્ય,ബീജഗണിത പ്രവർത്തനം
બીજગણિત ભૂમિતિ,ബീജഗണിത ജ്യാമിതി
બીજગણિત ગુણાકાર,ബീജഗണിത ഗുണിതം
બીજગણિત સિસ્ટમ,ബീജഗണിത വ്യവസ്ഥ
તમામ પૂર્ણાંક સમસ્યા,എല്ലാ പൂർണ്ണസംഖ്യാ പ്രശ്നം
ફાળવણી સમસ્યા,വിഹിതം പ്രശ്നം
આલ્ફાબેટીકલ નોટેશન,അക്ഷരമാലാ ക്രമം
આલ્ફાબેટીક અક્ષર,അക്ഷരമാലാക്രമം
વૈકલ્પિક કોણ,ഇതര കോൺ
વૈકલ્પિક સ્વરૂપ,ഒന്നിടവിട്ട രൂപം
વૈકલ્પિક જૂથ,ഇതര ഗ്രൂപ്പ്
વૈકલ્પિક મેટ્રિક્સ,ഒന്നിടവിട്ട മാട്രിക്സ്
વૈકલ્પિક શ્રેણી,ഒന്നിടവിട്ട പരമ്പര
વૈકલ્પિક પૂર્વધારણા,ഇതര സിദ്ധാന്തം
વૈકલ્પિક ઓપ્ટિમા,ഇതര ഒപ്റ്റിമ
વૈકલ્પિક પરિણામ,ഇതര ഫലം
એનાલોગ-ટુ-ડિજિટલ કન્વર્ટર,അനലോഗ്-ടു-ഡിജിറ്റൽ കൺവെർട്ടർ
એનાલોગ કમ્પ્યુટર,അനലോഗ് കമ്പ്യൂട്ടർ
વિશ્લેષણ,വിശകലനം
સહપ્રવૃત્તિનું વિશ્લેષણ,സഹവർത്തിത്വത്തിന്റെ വിശകലനം
ગણતરી માહિતીનું વિશ્લેષણ,എണ്ണൽ ഡാറ്റയുടെ വിശകലനം
વિચલનનું વિશ્લેષણ,വ്യതിയാനത്തിന്റെ വിശകലനം
વિશ્લેષણાત્મક ભૂમિતિ,അനലിറ്റിക് ജ്യാമിതി
વિશ્લેષણાત્મક કાર્ય,വിശകലന പ്രവർത്തനം
કોણ,കോൺ
સંપર્ક કોણ,കോൺടാക്റ്റ് കോൺ
વિચલન કોણ,വ്യതിചലനത്തിന്റെ കോൺ
હતાશાનો કોણ,വിഷാദത്തിന്റെ ആംഗിൾ
વિચલન કોણ,വ്യതിയാനത്തിന്റെ കോൺ
વિવર્તન કોણ,ഡിഫ്രാക്ഷൻ കോൺ
એલિવેશન કોણ,എലവേഷൻ കോൺ
ઘટના કોણ,സംഭവത്തിന്റെ കോൺ
પ્રક્ષેપણ કોણ,പ്രൊജക്ഷൻ കോൺ
પ્રતિબિંબ કોણ,പ്രതിഫലനത്തിന്റെ കോൺ
રીફ્રેક્શન કોણ,അപവർത്തന കോൺ
પરિભ્રમણ કોણ,ഭ്രമണകോണ്
કુલ પ્રતિબિંબ કોણ,മൊത്തം പ്രതിഫലനത്തിന്റെ കോൺ
કોણીય પ્રવેગક,കോണീയ ത്വരണം
કોણીય ગતિ,കോണീയ ചലനം
કોણીય ઝડપ,കോണീയ വേഗത
કોણીય વેગ,കോണീയ പ്രവേഗം
વલય,വാർഷികം
જવાબ,ഉത്തരം
વિરોધી વ્યુત્પન્ન,ആന്റി-ഡെറിവേറ്റീവ്
એન્ટિસપ્રમાણ કાર્ય,ആന്റിസിമെട്രിക് പ്രവർത്തനം
લાગુ,ബാധകമാണ്
અરજી,അപേക്ഷ
લાગુ ડાયનેમિક પ્રોગ્રામિંગ,പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
લાગુ ભૂમિતિ,പ്രയോഗിച്ച ജ്യാമിതി
લાગુ ગણિત,പ്രയോഗിച്ച ഗണിതശാസ്ത്രം
લાગુ આંકડા,പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ
લગભગ,ഏകദേശം
લગભગ સતત કાર્ય,ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം
અંદાજિત પદ્ધતિ,ഏകദേശ രീതി
અંદાજિત ઉકેલ,ഏകദേശ പരിഹാരം
અંદાજની સમસ્યા,ഏകദേശ പ്രശ്നം
અંદાજિત મિલકત,ഏകദേശ സ്വത്ത്
યોગ્યતા પરીક્ષણ બેટરી,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ് ബാറ്ററി
આર્ગાન્ડ ડાયાગ્રામ,അർഗൻഡ് ഡയഗ്രം
મનસ્વી રીતે પસંદ કરેલ,ഏകപക്ഷീയമായി തിരഞ്ഞെടുത്തു
મનસ્વી,ഏകപക്ഷീയമായ
મનસ્વી સતત,ഏകപക്ഷീയമായ സ്ഥിരാങ്കം
મનસ્વી તત્વ,ഏകപക്ഷീയമായ ഘടകം
મનસ્વી બિંદુ,ഏകപക്ഷീയമായ പോയിന്റ്
આર્કેમીડિયન કાયદો,ആർക്കെമീഡിയൻ നിയമം
આર્કિમિડીઝ સિદ્ધાંત,ആർക്കിമിഡീസ് തത്വം
ચાપ લંબાઈ,ആർക്ക് നീളം
વર્તુળની ચાપ,വൃത്താകൃതിയിലുള്ള കമാനം
આર્ક સાઈન વિતરણ,ആർക്ക് സൈൻ വിതരണം
આર્ક સાઈન ટ્રાન્સફોર્મેશન,ആർക്ക് സൈൻ പരിവർത്തനം
વિસ્તાર,പ്രദേശം
ક્ષેત્રીય રચના,ഏരിയൽ ടെക്സ്ചർ
જટિલ સંખ્યાની દલીલ,സങ്കീർണ്ണ സംഖ്യയുടെ വാദം
અંકગણિત સરેરાશ,ഗണിത അർത്ഥം
અંકગણિત કામગીરી,ഗണിത പ്രവർത്തനം
અંકગણિત એકમ,ഗണിത യൂണിറ്റ്
વ્યવસ્થા,ക്രമീകരണം
એરે,അറേ
કૃત્રિમ ઉપગ્રહ,കൃത്രിമ ഉപഗ്രഹം
કૃત્રિમ ચલ,കൃത്രിമ വേരിയബിൾ
ચડવું,കയറുക
ચડતા,ആരോഹണം
તીવ્રતાનો ચડતો ક્રમ,മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം
ચડતી શ્રેણી,ആരോഹണ പരമ്പര
એસેમ્બલર ભાષા,അസംബ്ലർ ഭാഷ
સોંપણીની સમસ્યા,അസൈൻമെന്റ് പ്രശ്നം
સહયોગી કાયદો,സഹകാരി നിയമം
ઓપરેટરોનો સહયોગી કાયદો,ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം
સહયોગી કામગીરી,അനുബന്ധ പ്രവർത്തനം
સહયોગ,സഹവാസം
ધાર્યું સરેરાશ,അർത്ഥമാക്കുന്നത്
અનુમાનિત સંભાવના વિતરણ,പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു
ધારણા,അനുമാനം
જ્યોતિષ,ജ്യോതിഷം
એસ્ટ્રોનોટિકલ એન્જિનિયર,ബഹിരാകാശ എഞ്ചിനീയർ
ખગોળશાસ્ત્રી,ജ്യോതിശാസ്ത്രജ്ഞൻ
ખગોળશાસ્ત્રીય ઘડિયાળ,ജ്യോതിശാസ്ത്ര ഘടികാരം
ખગોળશાસ્ત્ર,ജ്യോതിശാസ്ത്രം
અસમપ્રમાણ વળાંક,അസമമായ വക്രം
અસમપ્રમાણતા,അസമമിതി
એસિમ્પ્ટોટ,ലക്ഷണം
એસિમ્પટોટિક,അസിംപ്റ്റോട്ടിക്
એસિમ્પટોટિકલી કાર્યક્ષમ અંદાજકાર,അസിംപ്റ്റിക്കലി കാര്യക്ഷമമായ എസ്റ്റിമേറ്റർ
એસિમ્પટોટિકલી નિષ્પક્ષ અંદાજકર્તા,അസ്‌മിപ്റ്റിക്കലി പക്ഷപാതമില്ലാത്ത എസ്റ്റിമേറ്റർ
એસિમ્પ્ટોટિક વર્તન,അസിംപ്റ്റോട്ടിക് സ്വഭാവം
એસિમ્પ્ટોટિક વિતરણ કાર્ય,അസിംപ്റ്റോട്ടിക് ഡിസ്ട്രിബ്യൂഷൻ ഫംഗ്ഷൻ
એસિમ્પ્ટોટિક વિસ્તરણ,അസിംപ്റ്റോട്ടിക് വികാസം
વાતાવરણ નુ દબાણ,അന്തരീക്ഷമർദ്ദം
રેન્ડમ પર,മാറി മാറി
લક્ષણ,ആട്രിബ്യൂട്ട്
વિશેષતા નમૂના પ્રક્રિયા,ആട്രിബ്യൂട്ടുകൾ സാമ്പിൾ നടപടിക്രമം
સંવર્ધિત મેટ્રિક્સ,വർദ്ധിപ്പിച്ച മാട്രിക്സ്
સ્વતઃસંબંધ ગુણાંક,ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്
સ્વતઃસંબંધ કાર્ય,ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ
ઓટોકોવરિઅન્સ,ഓട്ടോകോവേരിയൻസ്
સ્વચાલિત કમ્પ્યુટર,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ
ઓટો રીગ્રેશન,സ്വയം റിഗ്രഷൻ
સહાયક સમીકરણ,സഹായ സമവാക്യം
સરેરાશ સેમ્પલ નંબર કર્વ (ASN કર્વ),ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (ASN കർവ്)
સ્વયંસિદ્ધ,സിദ്ധാന്തം
સ્વયંસિદ્ધ અભિગમ,അച്ചുതണ്ട് സമീപനം
સંભાવનાનું સ્વયંસિદ્ધ,സംഭാവ്യതയുടെ സിദ്ധാന്തം
ધરી,അച്ചുതണ്ട്
abscissa ની અક્ષ,അബ്സിസ്സയുടെ അച്ചുതണ്ട്
પૃથ્વીની ધરી,ഭൂമിയുടെ അച്ചുതണ്ട്
ક્રાંતિની ધરી,വിപ്ലവത്തിന്റെ അച്ചുതണ്ട്
પરિભ્રમણની અક્ષ,ഭ്രമണത്തിന്റെ അച്ചുതണ്ട്
સ્પિનની ધરી,സ്പിന്നിന്റെ അച്ചുതണ്ട്
બેક-અવેજી,തിരികെ-പകരം
પછાત તફાવત,പിന്നാക്ക വ്യത്യാസം
બેકવર્ડ-ઇન્ટરપોલેશન ફોર્મ્યુલા,ബാക്ക്വാർഡ്-ഇന്റർപോളേഷൻ ഫോർമുല
સંતુલન,ബാലൻസ്
સંતુલિત ડિઝાઇન,സമതുലിതമായ ഡിസൈൻ
સરવૈયા,ബാലൻസ് ഷീറ്റ്
બેલિસ્ટિક મિસાઇલ,ബാലിസ്റ്റിക് മിസൈൽ
બેલિસ્ટિક્સ,ബാലിസ്റ്റിക്സ്
બાર,ബാർ
પાયો,അടിസ്ഥാനം
આધાર કોણ,അടിസ്ഥാന കോൺ
લઘુગણકનો આધાર,ലോഗരിതം അടിസ്ഥാനം
પાયાની,അടിസ്ഥാന
મૂળભૂત શક્ય ઉકેલ,അടിസ്ഥാന പ്രായോഗിക പരിഹാരം
મૂળભૂત ઉકેલ,അടിസ്ഥാന പരിഹാരം
મૂળભૂત ચલ,അടിസ്ഥാന വേരിയബിൾ
આધાર,അടിസ്ഥാനം
આધાર તત્વ,അടിസ്ഥാന ഘടകം
આધાર મેટ્રિક્સ,അടിസ്ഥാന മാട്രിക്സ്
વેક્ટર સ્પેસનો આધાર,ഒരു വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം
સબસ્પેસનો આધાર,ഉപസ്ഥലത്തിന്റെ അടിസ്ഥാനം
બેયસિયન અંદાજ,ബയേസിയൻ എസ്റ്റിമേറ്റ്
બેયસનો કાયદો,ബയേസിന്റെ നിയമം
બેયસનું પ્રમેય,ബയേസിന്റെ സിദ്ധാന്തം
બર્નૌલી વિતરણ,ബെർണൂലി വിതരണം
બર્નોલી નંબર,ബെർണൂലി നമ്പർ
બર્નૌલી સંભાવના કાર્ય,ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
બર્નૌલીનું સમીકરણ,ബെർണൂലിയുടെ സമവാക്യം
બેરી કાર્ય,ബെറി പ്രവർത്തനം
શ્રેષ્ઠ ગોઠવણ,ഏറ്റവും അനുയോജ്യം
શ્રેષ્ઠ - ફિટ લાઇન,ഏറ്റവും അനുയോജ്യമായ ലൈൻ
શ્રેષ્ઠ ઉકેલ,മികച്ച പരിഹാരം
શ્રેષ્ઠ વ્યૂહરચના,മികച്ച തന്ത്രങ്ങൾ
બીટા વિતરણ,ബീറ്റ വിതരണം
પૂર્વગ્રહ,പക്ഷപാതം
પક્ષપાતી અંદાજ,പക്ഷപാതപരമായ കണക്ക്
બિહાર્મોનિક સમીકરણ,ബൈഹാർമോണിക് സമവാക്യം
બાયજેક્શન,ബിജക്ഷൻ
દ્વિભાષી નકશો,ബിജക്റ്റീവ് മാപ്പ്
બાયજેક્ટિવ મેપિંગ,ബിജക്റ്റീവ് മാപ്പിംഗ്
દ્વિરેખીય સ્વરૂપ,ബിലീനിയർ രൂപം
દ્વિરેખીય કાર્ય,ബിലീനിയർ ഫംഗ്ഷൻ
દ્વિરેખીય હર્મિટિયન સ્વરૂપ,ബിലീനിയർ ഹെർമിഷ്യൻ രൂപം
દ્વિસંગી,ബൈനറി
દ્વિસંગી કોડ,ബൈനറി കോഡ്
દ્વિસંગી કોડેડ દશાંશ,ബൈനറി കോഡ് ചെയ്ത ദശാംശം
દ્વિસંગી કોડિંગ,ബൈനറി കോഡിംഗ്
દ્વિસંગી કમ્પ્યુટર,ബൈനറി കമ്പ്യൂട്ടർ
દ્વિસંગી અંક,ബൈനറി അക്കം
દ્વિસંગી કામગીરી,ബൈനറി പ്രവർത്തനം
દ્વિસંગી સિસ્ટમ,ബൈനറി സിസ്റ്റം
દ્વિસંગી ચલ,ബൈനറി വേരിയബിൾ
દ્વિપદી ગુણાંક,ദ്വിപദ ഗുണകം
દ્વિપદી વિતરણ,ദ്വിപദ വിതരണം
દ્વિપદી સમીકરણ,ദ്വിപദ സമവാക്യം
દ્વિપદી વિસ્તરણ,ദ്വിപദ വിപുലീകരണം
દ્વિપદી અભિવ્યક્તિ,ദ്വിപദ പദപ്രയോഗം
દ્વિપદી રેન્ડમ ચલ,ബൈനോമിയൽ റാൻഡം വേരിയബിൾ
દ્વિપદી પ્રમેય,ദ്വിപദ സിദ്ധാന്തം
દ્વિભાગ,വിഭജനം
દ્વિભાજન પદ્ધતિ,വിഭജന രീതി
દ્વિભાજક,ദ്വിഭാഗം
બાયસીરીયલ,ബൈസീരിയൽ
બીટ,ബിറ്റ്
દ્વિપક્ષીય દ્વિપદી વિતરણ,ദ്വിപദ ദ്വിപദ വിതരണം
બાયવેરિયેટ સહસંબંધ ગુણાંક,ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം
દ્વિવિધ વિતરણ,ദ്വിവിധ വിതരണം
બાયવેરિયેટ સામાન્ય વિતરણ,ദ്വിവത്കൃത സാധാരണ വിതരണം
બાઇવેક્ટર,ബിവെക്ടർ
બોલ્ટ્ઝમેન સમીકરણ,ബോൾട്ട്സ്മാൻ സമവാക്യം
બુલિયન બીજગણિત,ബൂളിയൻ ബീജഗണിതം
બોઝ - આઈન્સ્ટાઈન આંકડા,ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ
સીમાની સ્થિતિ,അതിർത്തി അവസ്ഥ
સીમા સ્તર,അതിർത്തി പാളി
સીમા રેખા,അതിർത്തി രേഖ
સીમા મૂલ્ય,അതിർത്തി മൂല്യം
સીમા મૂલ્યની સમસ્યા,അതിർത്തി മൂല്യ പ്രശ്നം
બંધાયેલ કાર્ય,പരിമിതമായ പ്രവർത്തനം
બાઉન્ડેડ મેટ્રિક્સ,ബൗണ്ടഡ് മാട്രിക്സ്
સીમિત પ્રદેશ,അതിർത്തി പ്രദേശം
બાઉન્ડેડ સેટ,ബൗണ്ടഡ് സെറ്റ്
બ્રાઉનિયન ગતિ,ബ്രൗൺ ചലനം
ગણત્રી,കണക്കാക്കുക
ગણતરી,കണക്കുകൂട്ടുന്നു
ગણતરી મશીન,കണക്കുകൂട്ടൽ യന്ത്രം
ગણતરી,കണക്കുകൂട്ടല്
ગણતરીની પ્રક્રિયા,കണക്കുകൂട്ടൽ നടപടിക്രമം
કેલ્ક્યુલેટર,കാൽക്കുലേറ്റർ
કલન,കാൽക്കുലസ്
વિવિધતાની ગણતરી,വ്യതിയാനത്തിന്റെ കണക്കുകൂട്ടൽ
કેલરી,കലോറി
રદ કરવાનો કાયદો,റദ്ദാക്കൽ നിയമം
પ્રામાણિક સમીકરણ,കാനോനിക്കൽ സമവാക്യം
પ્રમાણભૂત સ્વરૂપ,കാനോനിക്കൽ രൂപം
પ્રમાણભૂત મેટ્રિક્સ,കാനോനിക്കൽ മാട്രിക്സ്
કેન્ટર સેટ,കാന്റർ സെറ്റ്
કેન્ટોરનો તૃતીય સમૂહ,കാന്ററിന്റെ ത്രിതല സെറ്റ്
ક્ષમતાયુક્ત પરિવહન સમસ્યા,ശേഷിയുള്ള ഗതാഗത പ്രശ്നം
ક્ષમતા,ശേഷി
રુધિરકેશિકા બળ,കാപ്പിലറി ബലം
મુખ્ય નંબર,കാർഡിനൽ നമ്പർ
કાર્ટેશિયન અક્ષો,കാർട്ടീഷ്യൻ അക്ഷങ്ങൾ
કાર્ટેશિયન કોઓર્ડિનેટ્સ,കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ
કાર્ટેશિયન ઉત્પાદન,കാർട്ടീഷ്യൻ ഉൽപ്പന്നം
સેટનું કાર્ટેશિયન ઉત્પાદન,സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഉൽപ്പന്നം
કેસ સ્ટડી,കേസ് പഠനം
આપત્તિજનક વધઘટ,വിനാശകരമായ ഏറ്റക്കുറച്ചിലുകൾ
કેટેનરી,കാറ്റനറി
કોચી વિતરણ,കോച്ചി വിതരണം
કોચી સૂત્ર,കൗച്ചി ഫോർമുല
કોચી ગૌરસત પ્રમેય,Cauchy Goursat സിദ്ധാന്തം
Cauchy Riemann શરતો,കൗച്ചി റീമാൻ വ്യവസ്ഥകൾ
કોચી ક્રમ,Cauchy ക്രമം
કોચી અભિન્ન,കൗച്ചി ഇന്റഗ്രൽ
કોચી મુખ્ય મૂલ્ય,Cauchy പ്രധാന മൂല്യം
કોચી અવશેષ પ્રમેય,കൗച്ചി അവശിഷ്ട സിദ്ധാന്തം
કેલી હેમિલ્ટન પ્રમેય,കെയ്‌ലി ഹാമിൽട്ടൺ സിദ്ധാന്തം
અવકાશી પદાર્થ,ആകാശ ശരീരം
અવકાશી માપ,ആകാശത്തിന്റെ അളവ്
અવકાશી મિકેનિક્સ,ആകാശ മെക്കാനിക്സ്
અવકાશી પદાર્થ,ആകാശ വസ്തു
સેલ આવર્તન,സെൽ ആവൃത്തി
વસ્તી ગણતરી,കാനേഷുമാരി
સેન્ટાઇલ,സെന്റൽ
સેન્ટીમીટર,സെന്റീമീറ്റർ
સેન્ટીમીટર ગ્રામ સેકન્ડ સિસ્ટમ,സെന്റീമീറ്റർ ഗ്രാം സെക്കന്റ് സിസ്റ്റം
કેન્દ્રીય,കേന്ദ്ര
કેન્દ્રીય અક્ષ,കേന്ദ്ര അക്ഷം
કેન્દ્રીય તફાવત,കേന്ദ്ര വ്യത്യാസം
કેન્દ્રીય તફાવત સૂત્ર,കേന്ദ്ര വ്യത്യാസ ഫോർമുല
કેન્દ્રીય તફાવત કોષ્ટક,കേന്ദ്ര വ്യത്യാസ പട്ടിക
કેન્દ્રીય મર્યાદા પ્રમેય,കേന്ദ്ര പരിധി സിദ്ധാന്തം
કેન્દ્રીય ક્ષણ,കേന്ദ്ര നിമിഷം
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു)
કેન્દ્રીય વલણ,കേന്ദ്ര പ്രവണത
કેન્દ્ર,കേന്ദ്രം
ગુરુત્વાકર્ષણ કેન્દ્ર,ഗുരുത്വാകർഷണ കേന്ദ്രം
જૂથનું કેન્દ્ર,ഗ്രൂപ്പിന്റെ കേന്ദ്രം
સમૂહનું કેન્દ્ર,പിണ്ഡത്തിന്റെ കേന്ദ്രം
સમપ્રમાણતાનું કેન્દ્ર,സമമിതിയുടെ കേന്ദ്രം
કેન્દ્રત્યાગી બળ,അപകേന്ദ്ര ബലം
કેન્દ્રબિંદુ બળ,അപകേന്ദ്രബലം
કેન્દ્રીય,കേന്ദ്രീകൃത
નિશ્ચિતતા,ഉറപ്പ്
સીજીએસ સિસ્ટમ,cgs സിസ്റ്റം
સીજીએસ એકમ,cgs യൂണിറ്റ്
ભિન્નતાનો સાંકળ નિયમ,വ്യത്യാസത്തിന്റെ ശൃംഖല
તક કારણો,സാധ്യത കാരണങ്ങൾ
તક ચાલ,അവസര നീക്കങ്ങൾ
અક્ષોનું પરિવર્તન,അച്ചുതണ്ടുകളുടെ മാറ്റം
આધાર ફેરફાર,അടിസ്ഥാന മാറ്റം
ઓર્ડરમાં ફેરફાર,ക്രമം മാറ്റം
લાક્ષણિક ગુણાંક,സ്വഭാവ ഗുണകം
નિર્ણાયક,ഡിറ്റർമിനന്റ്
લાક્ષણિક સમીકરણ,സ്വഭാവ സമവാക്യം
લાક્ષણિક કાર્ય,സ്വഭാവ സവിശേഷത
લઘુગણકની લાક્ષણિકતા,ലോഗരിതത്തിന്റെ സ്വഭാവം
લાક્ષણિક બહુપદી,സ്വഭാവ ബഹുപദം
લાક્ષણિક મૂલ્ય,സ്വഭാവ മൂല്യം
લાક્ષણિક વેક્ટર,സ്വഭാവ വെക്റ്റർ
અક્ષર સમૂહ,പ്രതീക സെറ്റ്
ચાર્ટ,ചാർട്ട്
ચી-સ્ક્વેર વિતરણ,ചി-സ്ക്വയർ വിതരണം
ચી-સ્ક્વેર ફોર્મ્યુલા,ചി-സ്ക്വയർ ഫോർമുല
ચી-સ્ક્વેર ટેસ્ટ,ചി-സ്ക്വയർ ടെസ്റ്റ്
તાર,കോർഡ്
તાર-દ્વિભાજન પદ્ધતિ,chord-bisection രീതി
સાઇફર સંદેશ (=કોડેડ સંદેશ),സൈഫർ സന്ദേശം (=കോഡ് ചെയ്ത സന്ദേശം)
સાઇફર (શૂન્ય),സൈഫർ (പൂജ്യം)
વર્તુળ,വൃത്തം
કન્વર્જન્સનું વર્તુળ,ഒത്തുചേരൽ വൃത്തം
સર્કિટ મેટ્રિક્સ,സർക്യൂട്ട് മാട്രിക്സ്
પરિપત્ર,വൃത്താകൃതിയിലുള്ള
પરિપત્ર એસિમ્પ્ટોટ,വൃത്താകൃതിയിലുള്ള ലക്ഷണം
ગોળાકાર હેલિક્સ,വൃത്താകൃതിയിലുള്ള ഹെലിക്സ്
પરિપત્ર ગતિ,വൃത്താകൃതിയിലുള്ള ചലനം
