Tamil,Bengali
அல்லீல கெமிக்கல்ஸ்,অ্যালিলোকেমিক্যালস
அல்லீலோமார்ப்,Allelomorph
அலெலோபதி,অ্যালোলোপ্যাথি
சந்து பயிர்,অলি ক্রপিং
ஒதுக்கீடு,বরাদ্দ
Allocamy,অ্যালোগ্যামি
அலோமெட்ரி,অ্যালোমেট্রি
அலோபோலிப்ளோயிட்,অ্যালোপলিপ্লয়েড
அலோசினாப்சிஸ் (அலோசின்டெசிஸ்),Allosynapsis (allosyndesis)
மாற்று தாங்கி,বিকল্প ভারবহন
மாற்று நில பயன்பாடு,বিকল্প জমি ব্যবহার
சுற்றுப்புறம்,পরিবেষ্টিত
அமெலியோரண்ட்,অ্যামেলিয়োর্যান্ট
அமிடோசிஸ்,অ্যামিটোসিস
வெடிமருந்து,গোলাবারুদ
அம்மோனிகேஃபிகேஷன்,অ্যামোনিফিকেশন
அம்மோனியர்,অ্যামোনিফায়ার
அமார்,অ্যামর্ফ
ஆம்பிமிக்ஸிஸ்,অ্যাম্ফিমিক্সিস
ஆம்போடெரிக்,এমফোটেরিক
அனபோலிசம்,অ্যানাবোলিজম
காற்றில்லா,অ্যানেরোব
அனூப்ளோயிட்,অ্যানিউপ্লয়েড
கோண நடவு,কোণ রোপণ
கால்நடை வளர்ப்பு,পশুপালন
விலங்கு மறுப்பு,প্রাণী প্রত্যাখ্যান
ஆற்றல் உயிரின,অ্যানিমেট শক্তি
அனிசோப்ளோயிட்,অ্যানিসোপ্লয়েড
ஆண்டு ஆலை,বার্ষিক উদ্ভিদ
ஆண்டு,বার্ষিক
ஆன்டெஸிஸ்,অ্যান্থেসিস
ஆந்த்ராக்ஸ்,অ্যানথ্রাক্স
மானுடவியல் காரணி,অ্যানথ্রোপোজেনিক ফ্যাক্টর
ஆண்டிபியோசிஸ்,অ্যান্টিবায়োসিস
நுண்ணுயிர்க்கொல்லி,অ্যান্টিবায়োটিক
மாற்று,প্রতিষেধক
ஆக்ஸிஜனேற்றிகள்,অ্যান্টিঅক্সিডেন্টস
ஆன்டிடாக்சின்,অ্যান্টিটক্সিন
ANNULUS,অ্যানুলাস
அஃபிட்,এফিড
அபிகல் மொட்டு,অ্যাপিকাল কুঁড়ি
நுனி ஆதிக்கம்,অ্যাপিকাল আধিপত্য
Apulcalure (தேனீ வைத்திருத்தல்),এপিক্যালচার (মৌমাছি পালন)
Apomixis,অ্যাপোমিক্সিস
அப்போப்டொசிஸ்,অ্যাপোপটোসিস
இணைப்பு,সংযোজন
பசி,ক্ষুধার্ত
பயன்படுத்தப்பட்டது,প্রয়োগ
நீர்வாழ் களை,জলজ আগাছা
ஆர்போரியல்,আরবোরিয়াল
ஆர்பரைசேஷன்,আর্বোরাইজেশন
தொல்பொருள்-பொட்டானியல் பதிவுகள்,আর্কিও-বোটানিকাল রেকর্ডস
பகுதி புள்ளிவிவரங்கள்,অঞ্চল পরিসংখ্যান
பகுதி,অঞ্চল
வறண்ட சுற்றுச்சூழல் அமைப்பு,শুকনো বাস্তুতন্ত্র
Aril,আরিল
நறுமணம்,সুগন্ধ
நறுமண ஆலை,সুগন্ধযুক্ত উদ্ভিদ
நறுமண அரிசி,সুগন্ধযুক্ত চাল
அம்பு,তীর
அசெப்ஸிஸ்,Asepsis
அசெப்டிக்,অ্যাসেপটিক
ஓரினச்சேர்க்கை பரப்புதல்,অ্যাসেক্সুয়াল প্রচার
மதிப்பீடு,অ্যাস
சொத்துக்கள்,সম্পদ
ஒருங்கிணைப்பு,সংমিশ্রণ
தொடர்பு,সংঘ
ஆஸ்ட்ரிஜென்ட்,জ্যোতিষী
அசினாப்சிஸ்,অ্যাসিনাপসিস
அடாவிசம்,Atavism
அணுசக்தி,Atomizer
அட்ராபி,অ্যাট্রোফি
தன்னியக்க,অটোগামি
ஆட்டோலிசிஸ்,অটোলাইসিস
ஆட்டோஆக்ஸிஜனேற்றம்,অটোক্সিডেশন
ஆட்டோபோலிப்ளோயிட்,অটোপলিপ্লয়েড
ஆக்சின்கள்,অক্সিনস
Awn (முறுக்கு),এডাব্লুএন (ব্রিজল)
பாதம் கொட்டை,বাদাম
கற்றாழை,অ্যালো
அமராந்தஸ்,অমরান্থাস
அம்மி,আম্মি
அஞ்சன் புல்,অঞ্জান ঘাস
அந்தூரியம்,অ্যান্থুরিয়াম
"அன்லா, இந்திய நெல்லிக்காய்","অোনলা, ভারতীয় গুজবেরি"
ஆப்பிள்,অ্যাপল
பாதாமி,এপ্রিকট
ஆர்பியன் மல்லிகை,আরবিয়ান জেসমিন
அரேகா நட்டு,সুপারি বাদাম
அர்ஜுன்,অর্জুন
Asfoetida,Asfoetida
சாம்பல் பூசணிக்காய்,অ্যাশ লাউ
அசோகா மரம்,অশোক গাছ
ஆஷ்த்மா களை (யூபோர்பியா),আশ্থমা আগাছা (ইউফোর্বিয়া)
அஸ்பாரகஸ்,অ্যাস্পারাগাস
வெண்ணெய்,অ্যাভোকাডো
அல்பால்ஃபா (லூசர்ன்),আলফালফা (লুসার্ন)
எறும்புகள்,পিঁপড়া
அஃபிட்ஸ்,এফিডস
இராணுவ புழு,সেনা কৃমি
விவசாய பொருளாதார நிபுணர்,কৃষি অর্থনীতিবিদ
வேளாண் நீட்டிப்பு,কৃষি এক্সটেনশনিস্ট
விவசாய விஞ்ஞானி,কৃষি বিজ্ঞানী
விவசாய பொறியாளர்,কৃষি প্রকৌশলী
வேளாண் நிபுணர்,অ্যাগ্রোবায়োলজিস্ট
வேளாண் விஞ்ஞானி,কৃষিবিদ
வேளாண் இயற்பியல்,অ্যাগ্রোফিজিসট
விலங்கு வளர்ப்பாளர்,প্রাণী ব্রিডার
பேசிலஸ் வைரஸ்,ব্যাসিলাস ভাইরাস
பேசிலஸ்,ব্যাসিলাস
பாக்டீரியா,ব্যাকটিরিয়া
பாக்டீரியோடாக்சின்,ব্যাকটিরিওক্সিন
கரும்பு சக்கை,ব্যাগাস
இருப்புநிலை,ব্যালেন্স শীট
சீரான கருத்தரித்தல்,ভারসাম্যহীন নিষেক
பார் வரைபடம்,বার ডায়াগ্রাম
பட்டை,বাকল
காற்றழுத்தமானி,ব্যারোমিটার
தரிசு,বন্ধ্যা
அடித்தளம்,বেস
பேசின்,বেসিন
பாசிபெட்டல்,বেসিপেটাল
பாஸ்கிஸ்டெர்னம்,বেসস্টারনাম
விரிகுடா பருவமழை,উপসাগর
தாங்கும் ஆலை,বিয়ারিং প্ল্যান্ট
படுக்கை,বিছানা
படுக்கை,বেডার
படுக்கை,বিছানাপত্র
பீட் மோலாஸ்கள்,বীট গুড়
பெல்லோஸ்,বেলো
பெல்ட்,বেল্ট
நன்மை-செலவு பகுப்பாய்வு,বেনিফিট-ব্যয় বিশ্লেষণ
சார்புடைய (மாதிரி),পক্ষপাতদুষ্ট (নমুনা)
இருபது ஆண்டு,দ্বিবার্ষিক
இரும,দ্বিপদী
உயிரி கையேடு,বায়োএজেন্ট
பயோக்ளைமேட்,বায়োক্লিমেট
பயோஎனெர்ஜி,বায়োনারজি
பயோனமிக்ஸ்,বায়োনমিক্স
உயிரியக்கவியல்,বায়োরিয়্যাক্টর
உயிர்க்கோளம்,বায়োস্ফিয়ার
உயிரியல்,বায়োটিক
உயிரியல் வகை,বায়োটাইপ
இருபால்,উভকামী
பிளான்சிங்,ব্লাঞ্চিং
குண்டு வெடிப்பு,বিস্ফোরণ
கலவை,মিশ্রণ
ப்ளைட்,ব্লাইট
கொப்புளம்,ফোস্কা
நீல புரட்சி,নীল বিপ্লব
கீழே வெப்ப அறை,নীচে তাপ চেম্বার
கீழே வெப்ப நுட்பம்,নীচে তাপ কৌশল
பிரான்,ব্রান
கிளைகள்,শাখা
கிளை,শাখা
இனம்,প্রজনন
இனப்பெருக்க,প্রজনন
கரைந்து,Brimming
அடைகாக்கும்,ব্রুড
வளரும்,উদীয়মান
பட்ஜெட்,বাজেট
இடையக,বাফার
விளக்கை,বাল্ব
பன்ட்,বুট
துணை தயாரிப்பு,উপজাত
பாபுல் அகாசியா,বাবুল অ্যাকাসিয়া
குழந்தை சோளம்,শিশুর ভূট্টা
பேல்,বেল
பெயில்,বেল
பால்சம்,বালসাম
மூங்கில்,বাঁশ
வாழை,কলা
ஆலமரம்,বটগাছ
பார்லி,বার্লি
பார்ன்யார்ட் மில்லட்,বার্নইয়ার্ড মিললেট
துளசி,পুদিনা
பாஸ்டர்ட் சிடார்,জারজ সিডার
பாஸ்டர்ட் மைரோபாலன்,জারজ মাইরোবালান
ப au ஹினியா,বাউহিনিয়া
பே பெர்ரி,বে বেরি
பீன்,বিন
பீட்,বীট
பெல்லடோனா,বেলাদোনা
பெர்,বের
பெர்சீம்,বার্সিম
பெட்டல்,সুপারি
பிலிம்பி,বিলিম্বি
பாகற்காய்,বিটার লাউ
கருப்பு கிராம்,কালো গ্রাম
கருப்பு நைட்ஷேட்,কালো নাইটশেড
Bougainvillea,বোগেনভিলিয়া
பாட்டில் தூரிகை,বোতল ব্রাশ
சுரைக்காய்,বোতল লাউ
பெட்டி மரம்,বক্স ট্রি
ரொட்டி பழம்,রুটি ফল
பிரைடல் க்ரீப்பர்,ব্রাইডাল লতা
பிரிஞ்சல்,ব্রিনজাল
பிராட் பீன்,ব্রড শিম
ப்ரோக்கோலி,ব্রোকলি
பிரஸ்ஸலின் முளை,ব্রাসেলের স্প্রাউট
பக்வீட்,বাকউইট
பியூட்டியா,বুটিয়া
பாண்டிகூட்,ব্যান্ডিকুট
தாங்க,ভাল্লুক
வண்டு,বিটল
கொப்புளம் வண்டு,ফোস্কা বিটল
நீல காளை,নীল ষাঁড়
போல் புழு,বোল কৃমি
பட்டாம்பூச்சி,প্রজাপতি
பாக்டீரியாலஜிஸ்ட்,ব্যাকটিরিওলজিস্ট
உயிர் வேதியியலாளர்,বায়োকেমিস্ট
உயிரியலாளர்,জীববিজ্ঞানী
பயோடெக்னாலஜிஸ்ட்,বায়োটেকনোলজিস্ট
தாவரவியலாளர்,উদ্ভিদবিদ
சி ஈரப்பதம் சிறப்பியல்பு வளைவு,সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা
கேக்,কেক
கணக்கீட்டு,ক্যালারিয়াস
கணக்கீடு,ক্যালিফিকেশন
பாஸ்பேட் கணக்கீடு,ফসফেটের ক্যালকিনেশন
காலோசிட்டி,Calost
கால்சஸ்,কলাস
கலிக்ஸ்,ক্যালিক্স
கலிக்ஸ்-எண்ட்,ক্যালিক্স-এন্ড
காம்பியம்,ক্যাম্বিয়াম
புற்றுநோய்,ক্যান্সার
கேனிங்,ক্যানিং
விதானம்,ক্যানোপি
மூலதனம்,মূলধন
கேப்ரிஃபிகேஷன்,ক্যাপরিফিকেশন
காப்ஸ்யூல்,ক্যাপসুল
கார்பனேற்றப்பட்ட,কার্বনেটেড
கார்பனாக்கல்,কার্বনাইজেশন
கார்பல்,কার্পেল
கார்பஸ்,কার্পাস
வார்ப்பு,ঢালাই
வினையூக்கம்,ক্যাটাবোলিজম
வினையூக்கம்,ক্যাটালাইসিস
கம்பளிப்பூச்சி,শুঁয়াপোকা
சி-டி.என்.ஏ நூலகம்,সি-ডিএনএ লাইব্রেরি
உச்சவரம்பு,সিলিং
செல்,সেল
மத்திய தலைவர் அமைப்பு,কেন্দ্রীয় নেতা ব্যবস্থা
மையமாக,কেন্দ্রিক
மையவிலக்கு,সেন্ট্রিফিউগেশন
மையவிலக்கு,সেন্ট্রিফিউজ
சென்ட்ரியோல்,সেন্ট্রিওল
சென்ட்ரோஜெனிக்,সেন্ট্রোজেনিক
சென்ட்ரெஸ்ஜெனஸ்,সেন্ট্রোজেনাস
செர்கஸ்,সার্কাস
தானியங்கள்,সিরিয়াল
சான்றிதழ்,শংসাপত্র
சான்றளிக்கப்பட்ட விதை,প্রত্যয়িত বীজ
சஃப்,চ্যাফ
சலாசா,চালাজা
வேதியியல்,কেমোট্রপিজম
சியாஸ்மா,চিয়াসমা
குளிர்ச்சியான நேரம்,শীতল সময়
குளிர்ச்சியான காயம்,শীতল আঘাত
சிமேரா,চিমেরা
குளோராந்தி,ক্লোরান্টি
குளோரோபில்,ক্লোরোফিল
குளோரோசிஸ்,ক্লোরোসিস
குளோரோலஜி,ক্লোরোলজি
குரோமாடிட்,ক্রোমাটিড
குரோமாடின்,ক্রোমাটিন
குரோமடோகிராபி,ক্রোমাটোগ্রাফি
குரோமாடோலிசிஸ்,ক্রোমাটোলাইসিস
குரோமோசென்ட்ரே,ক্রোমোসেন্ট্রে
குரோமோஜெனெஸிஸ்,ক্রোমোজেনেসিস
குரோமோபுரோட்டீன்,ক্রোমোপ্রোটিন
குரோமோசோம்,ক্রোমোজোম
நாள்பட்ட,দীর্ঘস্থায়ী
சிட்ரேஞ்ச்,সিট্রঞ্জ
கிளாடோட்,ক্লেডোড
வகைப்பாடு,শ্রেণিবদ্ধকরণ
களிமண்,ক্লে
சுத்தம்,পরিষ্কার
கிளீஸ்டோகாமி,ক্লিস্টোগ্যামি
க்ளைமாக்டெரிக் பழம்,ক্লাইম্যাক্টেরিক ফল
காலநிலை,জলবায়ু
காலநிலைவியல்,জলবায়ু
கிளிப்பர்,ক্লিপার
துணி,ক্লোড
குளோன்,ক্লোন
மேகம்,মেঘ
கொத்து,ক্লাম্প
கொத்து,ক্লাস্টার
கரடுமுரடான,মোটা
கோட்டை (விதை),কোট (বীজ)
COCOON,কোকুন
கோஎன்சைம்,কোএনজাইম
ஒத்திசைவு,সংহতি
Coir,কয়ার
கோல்ரோஹிசா,কোলোররিজা
காலர்,কলার
கூழ் (மண்),কলয়েড (মাটি)
கொலுமெல்லா,কলিউমেলা
நெடுவரிசை,কলাম
துவக்கவாதம்,কমেন্সালিজম
வணிக வங்கி,বাণিজ্যিক ব্যাংক
பொருள்,পণ্য
சமூக,সম্প্রদায়
சுருக்கம் (மண்ணின்),সংযোগ (মাটির)
பொருந்தக்கூடிய தன்மை,সামঞ্জস্যতা
பொருந்தக்கூடிய தன்மை,সামঞ্জস্যতা
இழப்பீடு,ক্ষতিপূরণ
போட்டி தொடர்பு,প্রতিযোগিতামূলক মিথস্ক্রিয়া
நிரப்பு பயிர்,পরিপূরক ফসল
சிக்கலான,জটিল
கூறு,উপাদান
கலவை,গঠন
உரம்,কম্পোস্ট
கூட்டு வட்டி,চক্রবৃদ্ধিহারে সুদ
கணக்கீடு,গণনা
கணினி,কম্পিউটার
செறிவு,একাগ্রতা
கண்டிஷனர்,কন্ডিশনার
நடத்தை,আচরণ
உள்ளமைவு,কনফিগারেশন
ஏற்ப,অনুসার
குழப்பம்,বিভ্রান্তিকর
இணைவு,সংমিশ্রণ
இணைப்பு,সংযোগকারী
பாதுகாப்பு,সংরক্ষণ
ஒருங்கிணைப்பு,একত্রীকরণের
தொகுதிகள்,উপাদান
நுகர்வோர்,গ্রাহক
நுகர்வு,খরচ
மாசுபாடு,দূষণ
விளிம்பு நடவு,কনট্যুর রোপণ
விளிம்பு,কনট্যুর
ஒப்பந்த விவசாயம்,চুক্তি চাষ
கட்டுப்படுத்தப்பட்ட சேமிப்பு,নিয়ন্ত্রিত স্টোরেজ
கூட்டுறவு வங்கி,সমবায় ব্যাংক
கூட்டுறவு,সহযোগী
காப்பிஸ்,কপিস
கோர்ம்,Corm
கொரோலா,করোলা
கோர்டெக்ஸ்,কর্টেক্স
செலவு,ব্যয়
கோட்டிலிடன் (விதை),কোটিলেডন (বীজ)
கடன் சங்கம்,ক্রেডিট সোসাইটি
கடன்,ক্রেডিট
கடன் வழங்குபவர்,পাওনাদার
முகடு,ক্রেস্ট
நொறுக்குதல்,ক্রিঙ্কল
நெருக்கடி,সংকট
அளவுகோல்,মানদণ্ড
விமர்சன,সমালোচনা
பயிர் காப்பீடு,শস্য বীমা
பயிர் கடன்,শস্য loan ণ
பயிர்,ফসল
பயிர் பகுதி,ক্রপিং অঞ্চল
குறுக்கு இணக்கமானது,ক্রস-ইনমপ্যাটেবল
கிரீடம் (ஆலை),মুকুট (উদ্ভিদ)
நொறுக்கு,ক্রম্ব
மேல் ஓடு,ক্রাস্ট
கிரிப்டோகாம்,ক্রিপ্টোগাম
குல் (பழங்கள்),কুল (ফল)
அடிம்,কাল্ম
சாகுபடி,চাষকারী
சாகுபடி,চাষ
பயிரிடுபவர்,কৃষক
கலாச்சாரம்,সংস্কৃতি
குணப்படுத்துதல்,নিরাময়
கர்லிங்,কার্লিং
நாணய,মুদ্রা
வெட்டு,কিউটিকাল
கட்டிங்,কাটা
நீர்க்கட்டி,সিস্ট
சைட்டோக்ரோம்,সাইটোক্রোম
சைட்டோகாமி,সাইটোগ্যামি
சைட்டோஜெனெஸிஸ்,সাইটোজেনেসিস
சைட்டோஜெனெடிக்ஸ்,সাইটোজেনেটিক্স
சைட்டோகினேசிஸ்,সাইটোকাইনেসিস
சைட்டாலஜி,সাইটোলজি
சைட்டோலிசிஸ்,সাইটোলাইসিস
சைட்டோமியர்,সাইটোমির
சைட்டோபிளாசம்,সাইটোপ্লাজম
முட்டைக்கோஸ்,বাঁধাকপি
கற்றாழை,ক্যাকটাস
காலெண்டுலா,ক্যালেন্ডুলা
கேனரி புல் (ஃபாலரிஸ்),ক্যানারি ঘাস (ফালারিস)
கன்னா,ক্যানা
கபாரிஸ்,ক্যাপারি
கேப்சிகம்,ক্যাপসিকাম
காரம்போலா,ক্যারামবোলা
கராபா,ক্যারপা
ஏலக்காய்,এলাচ
கார்னேஷன்,কার্নেশন
கேரட்,গাজর
முந்திரிப்பருப்பு,হিজলি বাদাম
காசியா,ক্যাসিয়া
ஆமணக்கு,ক্যাস্টর
காலிஃபிளவர்,ফুলকপি
செலரி,সেলারি
SAMPAC,চ্যাম্প্যাক
செனோபடியம்,চেনোপোডিয়াম
செர்ரி தக்காளி,চেরি টমেটো
செர்ரி,চেরি
"சுண்டல், கிராம்","ছোলা, গ্রাম"
மிளகாய்,মরিচ
சீனா டர்பெண்டைன் மரம்,চীন টারপেনটাইন গাছ
சவ் சவ்,কুকুর কুকুর
கிரிஸான்தமம்,ক্রিস্যান্থেমাম
"சூஃபா, பூமி பாதாம்","চুফা, পৃথিবী বাদাম"
சிகோரி,সিচরি
இலவங்கப்பட்டை,দারুচিনি
சிட்ரான்,সিট্রন
சிட்ரோனெல்லா புல்,সিট্রোনেলা ঘাস
மல்லிகை ஏறும்,জেসমিন আরোহণ
கிராம்பு,লবঙ্গ
கிளஸ்டர் பீன்,ক্লাস্টার বিন
கோகோ,কোকো
தேங்காய்,নারকেল
கொட்டைவடி நீர்,কফি
கோலியஸ்,কোলিয়াস
கொலோகாசியா,কলোকাসিয়া
"கொலோசிந்த், கசப்பான ஆப்பிள்","কলোকিন্থ, তিক্ত আপেল"
பொதுவான பர்ஸ்லேன்,সাধারণ পার্সেলেন
கொத்தமல்லி,ধনে
பருத்தி,সুতি
கவ்பியா,কাউপিয়া
கியூப்,কিউব
வெள்ளரி,শসা
கிகர்பிட்ஸ்,Cucubits
சீரகம்,জিরা
கறி இலை,কারি পাতা
கஸ்டார்ட் ஆப்பிள்,আতা
காப்ஸ்யூல் துளைப்பான்,ক্যাপসুল বোরার
கம்பளிப்பூச்சி,ক্যাটারপিলার
சிட்ரஸ் சைலா,সাইট্রাস সাইক্ল্লা
மட்டைப்பந்து,ক্রিকেট
காகம்,কাক
புழு வெட்டு,কাটা কৃমি
பால்,দুগ্ধ
பால்,ডেয়ারিং
அணை,বাঁধ
நாள்-நடுநிலை,দিন-নিরপেক্ষ
பூக்கும் சில நாட்கள்,ফুলের পরে দিন
முழு பூக்கும் சில நாட்கள்,পুরো পুষ্প পরে দিন
டிப்ளஸமிங்,ডিব্লোসোমিং
Decalcification,ডিক্যালসিফিকেশন
Decant,ডিক্যান্ট
சிதைவு,ক্ষয়
இலையுதிர்,পাতলা
தசம,দশমিক
குறைபாடு,স্বল্পতা
மண் (மண்),ডিফলোকুলেশন (মাটি)
அழிவு,Defloration
நீக்குதல்,ডিফোলিয়েশন
காடழிப்பு,বন নিধন
சிதைவு,অবক্ষয়
சீரழிவு,অবক্ষয়
பட்டம் நாட்கள்,ডিগ্রি দিন
பட்டம்,ডিগ্রি
விலகல்,ডিহেসেন্স
Dehulling,ডিহুলিং
நீக்குதல்,ডিহুসিং
நீரிழப்பு,পানিশূন্যতা
ஹைட்ரேட்டர்,ডিহাইড্রেটর
தேவை,চাহিদা
குறைப்பு,অবনতি
மறுப்பு,অস্বীকার
வைப்பு,আমানত
படிவு,জবানবন্দি
தேய்மானம் அழிவு,অবমূল্যায়ন বিচ্ছিন্নকরণ
வறட்சி,বিশৃঙ্খলা
வடிவமைப்பு,নকশা
டெசிகேட்டர்,ডেসিসেটর
அழித்தல்,গন্তব্য
Decuckering,Desuckering
தேசனாப்சிஸ்,Desynapsis
டிடாஸல்,ডেটাসেল
டிடாசெலிங்,ডিটাসেলিং
தீர்மானிக்கும்,নির্ধারক
மதிப்புக் குறைப்பு,অবমূল্যায়ন
Devegetation,দেভেজেটেশন
விலகல்,বিচ্যুতি
டயட்,ডায়াড
நோயறிதல்,রোগ নির্ণয়
டைக்கோகாமி,Dichogamy
இருவகை,দ্বৈতত্ত্ব
டைகோடைலெடன் (விதை),ডিকোটাইলডন (বীজ)
திரும்பவும் (நோய்),ফিরে মারা (রোগ)
பரவல்,বিচ্ছুরণ
செரிமானம்,হজমতা
Dihibrid,ডিহাইব্রিড
டைக் (டைக்),ডাইক (ডাইক)
நீர்த்த,পাতলা
Dioecious,ডাইওসিয়াস
டிப்ளாய்டு,ডিপ্লোড
டிப்ளாய்டு,ডিপ্লোড
டிப்ளோனெமா,ডিপ্লোনেমা
நீக்குதல்,অসন্তুষ্টি
டிஸ்கிங்,ডিস্কিং
தள்ளுபடி,ছাড়
கிருமிநாசினி,নির্বীজন
சிதறல்,বিচ্ছুরণ
பரப்புதல்,প্রচার
பல்வகைப்படுத்தல்,বৈচিত্রতা
பன்முகப்படுத்தப்பட்ட விவசாயம்,বিবিধ কৃষিকাজ
டி.என்.ஏ ஏணி,ডিএনএ মই
டி.என்.ஏ ஏற்பி,ডিএনএ রিসেপ্টর
கப்பல்துறை,ডকেজ
ஆதிக்கம் செலுத்தும்,প্রভাবশালী
செயலற்ற தன்மை,সুপ্ততা
டோஸ்,ডোজ
இரட்டை சிக்மாய்டு வளைவு,ডাবল সিগময়েড বক্ররেখা
வரைவு (வரைவு),খসড়া (খসড়া)
வடிகால்,ড্রেন
வடிகால்,নিকাশী
வரை,অঙ্কন
நனைத்தல்,ভিজে যাওয়া
ஆடை (விதை),ড্রেসিং (বীজ)
துரப்பணம் (n.),ড্রিল (এন।)
துளையிடுதல் (Ag. Engg),ড্রিলিং (এজি। ইঞ্জিন)
துளையிடுதல் (வேளாண்),ড্রিলিং (কৃষি)
சொட்டு நீர் பாசனம்,ড্রিপ সেচ
உலர் நில விவசாயம்,শুকনো কৃষিকাজ
தூசி,ধুলো
டஸ்டர்,ডাস্টার
தூசி,ধুলাবালি
குள்ள,বামন
குள்ள பிரமிடு,বামন পিরামিড
குள்ள,বামন
டெய்ஸி,ডেইজি
தேதிகள்,তারিখ
நாள் மல்லிகை,ডে জেসমিন
வெந்தயம்,ডিল
தினநாத் புல்,দিননাথ ঘাস
டோடர்,ডড্ডার
"டூப் புல், பெர்முடா புல்","ডুব ঘাস, বারমুডা ঘাস"
ட்ரூஸ்,ড্রুস
உலர் இஞ்சி,শুকনো আদা
வண்டு,ডিফোলিয়েটিং বিটল
ட்ரோன்,ড্রোন
வாத்து,হাঁস
சூழலியல்,বাস্তুশাস্ত্র
எக்கோனோமெட்ரிக்ஸ்,একনোমেট্রিক্স
