Hindi,Bengali
"असंलग्न, सहसा, खड़ा, विच्छिन्न, खंडित","সংযুক্ত, সাধারণত, দাঁড়ানো, বিচ্ছিন্ন, খণ্ডিত"
सहसा जंप,প্রায়ই লাফ দেয়
भुज*,হাত*
लुप्त परावर्तन,হারিয়ে যাওয়া প্রতিফলন
लुप्त स्पैक्ट्रम,অনুপস্থিত বর্ণালী
"निरपेक्ष, परम, अचर, परिशुद्ध","পরম, পরম, ধ্রুবক, নিখুঁত"
निरपेक्ष त्वरण,পরম ত্বরণ
निरपेक्ष यथार्थता,পরম বাস্তবতা
निरपेक्ष पता,পরম ঠিকানা
भूसापेक्ष तुंगतामापी,ভূ-আপেক্ষিক উচ্চতা মিটার
भूसापेक्ष तुंगता,ভূতাত্ত্বিক উচ্চতা
निरपेक्ष ऐम्पियर,পরম অ্যাম্পিয়ার
परम क्वथनांक,পরম ফুটন্ত বিন্দু
निरपेक्ष तेजमापीय दीप्ति,পরম আলোকসজ্জা
निरपेक्ष धारिता,পরম ক্ষমতা
निरपेक्ष ऊँचाई,পরম উচ্চতা
निरपेक्ष वर्णाक,পরম রঙ্গক
"निरपेक्ष विन्यास, असंदिग्ध विन्यास","পরম কনফিগারেশন, দ্ব্যর্থহীন কনফিগারেশন"
निरपेक्ष कूलॉम,পরম কুলম্ব
पूर्ण अंधकार,সম্পূর্ণ অন্ধকার
निरपेक्ष कालनिर्धारण,পরম সময়সূচী
निरपेक्ष घनत्व*,পরম ঘনত্ব*
निरपेक्ष अपवहन,পরম নিষ্কাশন
निरपेक्ष इ.एम.यू. (विद्युत् चुबंकीय मात्रक),পরম ইএমইউ (ইলেক্ট্রোম্যাগনেটিক ইউনিট)
निरपेक्ष इ.एस.यू. (स्थिर विद्युत् मात्रक),পরম ESU (স্থির শক্তি ইউনিট)
निरपेक्ष दक्षता,পরম দক্ষতা
निरपेक्ष विद्युतमापी,পরম ইলেক্ট্রোমিটার
"निरपेक्ष बारंबारता, निरपेक्ष आवृत्ति",পরম ফ্রিকোয়েন্সি পরম ফ্রিকোয়েন্সি
निरपेक्ष आर्द्रता,পরম আর্দ্রতা
निरपेक्ष आपतन,পরম ঘটনা
निरपेक्ष अपवर्तनांक,পরম প্রতিসরাঙ্ক সূচক
निरपेक्ष अस्‍थायित्व,পরম অস্থিরতা
निरपेक्ष अस्‍थायित्व,পরম অস্থিরতা
"निरपेक्ष तीव्रता, निरपेक्ष उग्रता","পরম তীব্রতা, পরম তীব্রতা"
शैथिल्य की निरपेक्ष सीमा,অ্যাথেনিয়ার পরম সীমা
निरपेक्ष ज्योतिर्मयता देहली,পরম আলোকসজ্জা সিল
निरपेक्ष ज्योति वक्र,পরম হালকা বক্ররেখা
निरपेक्ष कांतिमान,পরম মাত্রা
निरपेक्ष दाबांतरमापी,পরম ব্যারোমিটার
परम उच्चिष्ठ,সর্বোচ্চ সর্বোচ্চ
निरपेक्ष चरम सीमांक,পরম চরম
परम निम्निष्ठ,পরম সর্বনিম্ন
निरपेक्ष संवेग,পরম গতিবেগ
निरपेक्ष गति,পরম গতি
निरपेक्ष संगीत,পরম সঙ্গীত
निरपेक्ष प्रेक्षण,পরম পর্যবেক্ষণ
निरपेक्ष ओम,পরম ওম
निरपेक्ष दिगविन्यास,পরম অভিযোজন
निरपेक्ष विद्युत्-शीलता,পরম বৈদ্যুতিক ঋণাত্মকতা
निरपेक्ष तारत्व,পরম মাধ্যাকর্ষণ
निरपेक्ष दाब,পরম চাপ
निरपेक्ष गुणधर्म,পরম সম্পত্তি
निरपेक्ष अदिश,পরম স্কেলার
ताप का परम मापक्रम*,তাপমাত্রার পরম স্কেল*
"निरपेक्ष युगपत्ता, निरपेक्ष समकालिकता","পরম সমলয়, পরম সমলয়"
निरपेक्ष प्रतिबल,পরম চাপ
निरपेक्ष सममिति,পরম প্রতিসাম্য
निरपेक्ष गति-निकाय,পরম গতি শরীর
निरपेक्ष मात्रक पद्धति,পরম ইউনিট সিস্টেম
परम ताप,পরম তাপমাত্রা
निरपेक्ष काल,পরম সময়
निरपेक्ष मात्रक,পরম একক
निरपेक्ष मान,পরম মান
पूर्णाक अभिकलित्र,পূর্ণসংখ্যা ক্যালকুলেটর
निरपेक्ष वेग,পরম বেগ
निरपेक्ष श्यानता,পরম সান্দ্রতা
निरपेक्ष भार,পরম ওজন
परम शून्य*,পরম শূন্য*
शून्य का निरपेक्ष भाजक,শূন্যের পরম ভাজক
अवशोषण करना,শোষণ করা
अवशोषणांक*,শোষণ সূচক*
अवशोषित ऊर्जा,শোষিত শক্তি
"अवशोषक, अवशोषी","শোষক, শোষক"
अवशोषी माध्यम*,শোষক মাধ্যম*
अवशोषण सामर्थ्य,শোষণ ক্ষমতা
अवशोषणांश,শোষণ
अवशोषणमापी*,শোষণ যন্ত্র*
अवशोषणामिति*,শোষণমিতি*
अवशोषण,শোষণ
अवशोषण - बैन्ड*,শোষণ - ব্যান্ড*
अवशोषण परिपथ,শোষণ সার্কিট
अवशोषण-गुणांक,শোষণ গুণাঙ্ক
अवशोषण-स्तम्भ,শোষণ কলাম
अवशोषण-स्थिरांक,শোষণ ধ্রুবক
अवशोषण सांतत्यक,শোষণ ধারাবাহিকতা
अवशोषण-परिक्षेत्र,শোষণ অঞ্চল
अवशोषण-धारा,শোষণ বর্তমান
अवशोषण वक्र*,শোষণ বক্ররেখা*
अवशोषण भंग,শোষণ ফ্র্যাকচার
अवशोषण कोर,শোষণ কোর
अवशोषण गुणक,শোষণ ফ্যাক্টর
अवशोषण फिल्टर,শোষণ ফিল্টার
अवशोषण ज्वाला प्रकाशमिति*,শোষণ শিখা ফটোমেট্রি*
अवशोषण आर्द्रतामापी,শোষণ হাইগ্রোমিটার
अवशोषण घातांक,শোষণ সূচক
अवशोषण सीमांत,শোষণ প্রান্তিক
अवशोषण रेखा,শোষণ লাইন
अवशोषणजन्य हानि,শোষণ ক্ষতি
अवशोषण माडुलन,শোষণ মড্যুলেশন
प्रकाश अवशोषण,আলো শোষণ
विकिरण ऊर्जा का अवशोषण,বিকিরণ শক্তি শোষণ
अवशोषण शिखर,শোষণ শিখর
अवशोषण प्रकाशमिति,শোষণ ফটোমেট্রি
अवशोषण अनुपात,শোষণ অনুপাত
अवशोषण श्रेणी*,শোষণ পরিসীমা*
अवशोषण स्पेक्ट्रम प्रकाशमिति*,শোষণ স্পেকট্রাম ফটোমেট্রি*
अवशोषण स्पेक्ट्रम*,শোষণ বর্ণালী*
"अवशोषण नली, अवशोषण नाल","শোষণ নল, শোষণ নল"
अवशोषण तरगमापी,শোষণ হাইগ্রোমিটার
अवशोषी*,শোষক*
अवशोषी क्षीणकारी,শোষক বাষ্পীভবনকারী
अवशोषण नियम*,শোষণ আইন*
अवशोषण माध्यम,শোষণ মাধ্যম
"अवशोषण क्षमता, अवशोषकता*","শোষণ ক্ষমতা, শোষণ*"
अवशोषकता*,শোষণ*
स्टूडिओ सज्जा,স্টুডিও সজ্জা
बाहुल्य अनुपात,বহুগুণ অনুপাত
ऐबवोल्ट,বিভ্রান্তি
ऐबवाट,সম্পর্কিত
त्वरित करना,ত্বরান্বিত করা
त्वरण-विराम दूरी,ত্বরণ-স্টপ দূরত্ব
त्वरित,তাড়াতাড়ি
त्वरित कालप्रभावन परीक्षण,দ্রুত সময়ের প্রভাব পরীক্ষা
त्वरित प्रवाह,দ্রুত প্রবাহ
त्वरित गति,দ্রুত গতি
त्वरित निकाय,দ্রুত শরীর
त्वरक तुला,এক্সিলারেটর ওজনকারী
त्वरक इलैक्ट्रोड*,এক্সিলারেটর ইলেক্ট্রোড*
त्वरक काल*,এক্সিলারেটরের সময়*
त्वरक प्रावस्था,এক্সিলারেটর ফেজ
त्वरक दर,অ্যাক্সিলারেটর হার
त्वरक वोल्टता*,এক্সিলারেটর ভোল্টেজ*
त्वरण,ত্বরণ
त्वरणिक अपदहन,ত্বরিত জ্বলন
त्वरण गुणांक,ত্বরণ সহগ
त्वरण घटक,ত্বরণ উপাদান
गुरूत्वीय त्वरण,মাধ্যাকর্ষণ বলের প্রভাবে গতি বৃদ্ধি
त्वरण गुणक,ত্বরণ ফ্যাক্টর
त्वरणिक प्रतिभरण,ত্বরিত চার্জ
गुरूत्व त्वरण,অভিকর্ষের ত্বরণ
त्वरण विभव,ত্বরণ সম্ভাবনা
त्वरण-नियम,ত্বরণ আইন
त्वरण-प्रक्रम,ত্বরণ প্রক্রিয়া
त्वरण प्रेदश,ত্বরণ অঞ্চল
त्वरण प्रविधी,ত্বরণ পদ্ধতি
"त्वरण सहिष्णुता, त्वरण सहनसीमा","ত্বরণ সহনশীলতা, ত্বরণ সহনশীলতা"
त्वरण-सदिश,ত্বরণ ভেক্টর
त्वरण-वोल्टता,ত্বরণ-ভোল্টেজ
त्वरण तरंग,ত্বরণ তরঙ্গ
त्वरक,এক্সিলারেটর
"त्वरित्र, त्वरक*","ত্বরণ, ত্বরণক*"
त्वरक समीकरण,অ্যাক্সিলারেটর সমীকরণ
त्वरणलेखी*,এক্সিলারেটর*
त्वरणमापी,অ্যাক্সিলোমিটার
त्वरणमापीय सुमेलन,অ্যাক্সিলোমিটার মিল
प्राक्प्रबलक,prestresser
मान्य वर्ण,বৈধ অক্ষর
स्वीकरण-कोण,গ্রহণযোগ্যতা কোণ
स्वीकरण-विनिर्देश,গ্রহণযোগ্যতা স্পেসিফিকেশন
स्वीकारी परीक्षण,গ্রহণযোগ্য পরীক্ষা
"ग्राही*, स्वीकारी","গ্রহণকারী*, গ্রহণকারী"
ग्राही परमाणु,রিসেপ্টর পরমাণু
ग्राही आबंध,রিসেপ্টর বন্ড
ग्राही परिपथ,রিসিভার সার্কিট
ग्राही स्तर,রিসেপ্টর স্তর
आदाता अणु,দাতা অণু
ग्राही गुणधर्म,রিসেপ্টর সম্পত্তি
ग्राही गुणधर्म तल,রিসেপ্টর সম্পত্তি স্তর
त्वरक नली,অ্যাক্সিলারেটর পায়ের পাতার মোজাবিশেষ
"अभिगम, प्रतीक्षा, अभिगम्यता","অ্যাক্সেস, অপেক্ষা, অ্যাক্সেস"
अभिगम भुज,ভুজ অ্যাক্সেস করুন
अभिगम-तंत्र,অ্যাক্সেস সিস্টেম
अभिगम काल,প্রবেশাধিকার সময়
अभिगम्यता,অ্যাক্সেসযোগ্যতা
"अतिरिक्त, सहायक, गौण (वि, ), उपसाधन","অতিরিক্ত, সহায়ক, আনুষঙ্গিক (v, ), আনুষাঙ্গিক"
अतिरिक्त प्रतिबन्ध,অতিরিক্ত সীমাবদ্ধতা
संयोगी संपात,কাকতালীয়
संयोगी संपात-संशोधन,আকস্মিক সংশোধন
आकस्मिक द्विजनन,দুর্ঘটনাজনিত বায়োজেনেসিস
आकस्मिक द्विअपवर्तन,আকস্মিক ডাইভারশন
आगन्तुक त्रुटि,ভিজিটর ত্রুটি
"आकस्मिक रोक, आकस्मिक जकड़","হঠাৎ বন্ধ, হঠাৎ বাতা"
आकस्मिक संचारण,দুর্ঘটনাজনিত সংক্রমণ
आकस्मिक विचरण,এলোমেলো পার্থক্য
समंजन,সমন্বয়
प्रतिस्थित,অবস্থিত
संचित त्रुटि,সঞ্চিত ত্রুটি
"संचय, संचयन","accumulation, accumulation"
ऊर्जा संचय,শক্তি সঞ্চয়
संचायक*,সঞ্চয়ক*
यथार्थता,সঠিকতা
यथार्थ,বাস্তবতা
यथार्थ उपकरण प्रेक्षण,বাস্তব যন্ত্র পর্যবেক্ষণ
यथार्थ परास चिह्नक,সঠিক পরিসীমা চিহ্নিতকারী
यथार्थ क्रमवीक्षण,নির্ভুলতা স্ক্যানিং
अभ्यसन,অনুশীলন করা
त्वरक कोष्ठ*,এক্সিলারেটর সেল*
अवर्णक लेन्स*,অ্যাক্রোমেটিক লেন্স*
अवर्णक*,অ্যাক্রোমেটিক*
अवर्णक विश्लेषक,অ্যাক্রোম্যাটিক বিশ্লেষক
आवृत्ति निरपेक्ष ऐन्टेना,ফ্রিকোয়েন্সি নিরপেক্ষ অ্যান্টেনা
अवर्णक आकृति,অ্যাক্রোমেটিক আকৃতি
अवर्णक फ्रिंज,অ্যাক্রোম্যাটিক ফ্রিঞ্জ
अवर्णक लेन्स*,অ্যাক্রোমেটিক লেন্স*
अवर्णक बिन्दु पथ,অ্যাক্রোম্যাটিক পয়েন্ট পাথ
अवर्णक अभिदृश्य लेन्स,অ্যাক্রোম্যাটিক লেন্স
अवर्णक प्रिज़्म,অ্যাক্রোমেটিক প্রিজম
अवर्णक दूरदर्शक,অ্যাক্রোম্যাটিক টেলিস্কোপ
अवर्णकता*,বর্ণহীনতা*
अवर्णीकरण*,অ্যাক্রোমাটাইজেশন*
अवर्णकता*,বর্ণহীনতা*
"एक्लास्टिक, अनपवर्तनिक, अवपवर्तनी","স্থিতিস্থাপক, অবাধ্য, অবাধ্য"
"एकॉर्न नली, बंजु नली","আকর্ণ হোস, বানজু হোস"
लघु वाल्व,ক্ষুদ্রাকৃতির ভালভ
एकूफ़ोनी,ইকোফোনি
ध्वानिक,শাব্দিক
ध्वानिक अवशोषकता,শাব্দ শোষণ
ध्वानिक क्षीणन गुणांक,অ্যাকোস্টিক অ্যাটেন্যুয়েশন সহগ
ध्वानिक क्षीणनांक,অ্যাকোস্টিক অ্যাটেন্যুয়েশন
ध्वानिक चोर अलार्म,শাব্দ চোর অ্যালার্ম
ध्वानिक धारिता,অ্যাকোস্টিক ক্যাপাসিট্যান্স
श्रवण-केन्द्र,শ্রবণ কেন্দ্র
ध्वानिक स्पष्टकारी,শাব্দ ব্যাখ্যা
ध्वानिक छदपट्ट,শাব্দ আবরণ
ध्वानिक अनुवृत्ति,শাব্দ প্রতিক্রিয়া
ध्वानिक घटक,শাব্দিক উপাদান
ध्वानिक चालकता,শাব্দ পরিবাহিতা
ध्वानिक अवमंदन,শাব্দ স্যাঁতসেঁতে
ध्वानिक परिक्षेपण,শাব্দ বিচ্ছুরণ
ध्वनि हासक,শব্দ হ্যাকার
ध्वानिक ऊर्जा*,শাব্দ শক্তি*
ध्वनिक ऊर्जा समीकरण,শাব্দ শক্তি সমীকরণ
ध्वानिक समीकरण,শাব্দিক সমীকরণ
ध्वानिक पुनर्निवेश,শাব্দ পুনঃস্থাপন
क्लैडनी आकृतियाँ,ক্ল্যাডনি আকার
ध्वानिक फ़िल्टर,শাব্দ ফিল্টার
ध्वनि जनित्र,শব্দ জেনারেটর
ध्वानिक ग्रेटिंग,শাব্দ ঝাঁঝরি
ध्वानिक प्रतिबाधा*,শব্দের সংরোধ*
ध्वानिक जड़त्व,শাব্দিক জড়তা
ध्वानिक तीव्रता,শাব্দ তীব্রতা
ध्वानिक व्यतिकरणमापी,শাব্দ হস্তক্ষেপ মিটার
ध्वानिक अतिक्रमण संसूचक,শাব্দ হস্তক্ষেপ আবিষ্কারক
ध्वानिक लेन्स,শাব্দ লেন্স
ध्वनि लाइन,শব্দ লাইন
ध्वानिक संहति,শাব্দ ভর
ध्वानिक सामग्री,শাব্দ উপাদান
ध्वानिक माध्य मुक्त पथ,অ্যাকোস্টিক মানে মুক্ত পথ
ध्वानिक विधा,শাব্দ মোড
ध्वानिक रव,শাব্দিক শব্দ
ध्वानिक ओम*,শাব্দিক ওহম*
"ध्वानिक पैनल, ध्वानिक पट्ट","অ্যাকোস্টিক প্যানেল, অ্যাকোস্টিক বোর্ড"
ध्वानिक प्रावस्था स्थिरांक,শাব্দ ফেজ ধ্রুবক
ध्वानिक उद्ग्राही,শাব্দ রিসিভার
ध्वानिक दाब,শাব্দ চাপ
ध्वनि का समरूपता नियम,শব্দের প্রতিসাম্য নিয়ম
ध्वानिक संचरणांक,শাব্দ সংক্রমণ
ध्वानिक गुणधर्म,শাব্দ বৈশিষ্ট্য
ध्वानिक चतुर्ध्रुवी,শাব্দ চতুর্ভুজ
ध्वानिक विकिरक अवयव,শাব্দ বিকিরণ উপাদান
ध्वनिक विकिरण,শাব্দ বিকিরণ
ध्वनि-विकिरक,শব্দরোধী
ध्वानिक-विकिरणमापी,অ্যাকোস্টিক রেডিওমিটার
ध्वानिक प्रतिघात,শাব্দ প্রতিক্রিয়া
ध्वानिक पारस्पर्य प्रमेय,অ্যাকোস্টিক পারস্পরিক তত্ত্ব
ध्वानिक अपचयन गुणक,শাব্দ হ্রাস ফ্যাক্টর
ध्वानिक परावर्तन गुणांक,শাব্দ প্রতিফলন সহগ
ध्वानिक अपवर्तन,শাব্দ প্রতিসরণ
ध्वानिक प्रतिरोध,শাব্দ প্রতিরোধের
ध्वानिक अनुक्रियता,শাব্দ প্রতিক্রিয়া
ध्वानिक प्रकीर्णन,শাব্দ বিচ্ছুরণ
श्रवण-बिन्दु,শ্রবণ বিন্দু
ध्वानिक दुर्नम्यता,শাব্দিক অনমনীয়তা
ध्वानिक तंत्र,শাব্দ ব্যবস্থা
ध्वानिक तापमापी,শাব্দ থার্মোমিটার
ध्वानिक-वेग,শাব্দ বেগ
ध्वनि तरंग,শব্দ - তরঙ্গ
ध्वानिक,শাব্দিক
ध्वनि अवशोषण गुणांक,শব্দ শোষণ সহগ
ध्वनि अवशोषण घटक,শব্দ শোষণ উপাদান
ध्वानिक परिपथ,শাব্দ সার্কিট
ध्वानिक अनुवृत्ति,শাব্দ প্রতিক্রিয়া
ध्वानिक विलंब लाइन,শাব্দ বিলম্ব লাইন
ध्वानिक विरूपण,শাব্দ বিকৃতি
ध्वानिक और्जिकी,শাব্দিক ধ্বনিবিদ্যা
ध्वानिक फ़िल्टर,শাব্দ ফিল্টার
ध्वानिक प्रतिबाधा*,শব্দের সংরোধ*
ध्वनि-भ्रामिका,ফোনোগ্রাফ
ध्वानिक ओम*,শাব্দিক ওহম*
ध्वानिक कला नियतांक,শাব্দিক ধ্রুবক
ध्वानिक फ़ोनान,শাব্দিক ফোনন
ध्वानिक संचरण नियतांक,শাব্দ সংক্রমণ ধ্রুবক
ध्वनि परिवर्तन गुणांक,শব্দ পরিবর্তন সহগ
ध्वानिक प्रतिरोध,শাব্দ প্রতিরোধের
ध्वानिक दुर्नम्यता,শাব্দিক অনমনীয়তা
ध्वनि-मात्रक,শব্দ ইউনিট
ध्वनिरूद्ध,শব্দরোধী
ध्वानिक पार्श्व रेखा,শাব্দ পার্শ্ব লাইন
"ध्वानिकी, ध्वानिकता","ধ্বনিবিদ্যা, ধ্বনিবিদ্যা"
ध्वनिमापी,শব্দ মিটার
ध्वनि दाब,শব্দ চাপ
अर्जन रेडार,অধিগ্রহণ রাডার
प्रकाश रसोक्रिय विकिरण,সালোকসংশ্লেষী বিকিরণ
ऐक्टिनियम उत्सर्जन,অ্যাক্টিনিয়াম নির্গমন
ऐक्टिनो-यूरेनियम,অ্যাক্টিনো-ইউরেনিয়াম
ऐक्टिनो-यूरेनियम श्रेणी,অ্যাক্টিনো-ইউরেনিয়াম সিরিজ
विकिरण-विद्युत्,তেজস্ক্রিয়
"ऐक्टिनोमीटर, प्रकाशरसोक्रियामापी","অ্যাক্টিনোমিটার, ফটোমাইক্রোমিটার"
"क्रिया, कर्म","কর্ম, কাজ"
क्रिया और प्रतिक्रिया,কর্ম এবং প্রতিক্রিয়া
क्रिया स्थिरांक,কর্ম ধ্রুবক
प्रभाव क्षेत्र,প্রভাব গোলক
"सक्रियित, सक्रियकृत","সক্রিয়, সক্রিয়"
सक्रियित विसरण,সক্রিয় বিস্তার
"साक्रियकृत तंतु, सक्रियित तंतु","সক্রিয় ফাইবার, সক্রিয় ফাইবার"
सक्रियण प्रभाव,সক্রিয়করণ প্রভাব
सक्रियण प्रभाव,সক্রিয়করণ প্রভাব
सक्रियण-विश्लेषण,সক্রিয়করণ বিশ্লেষণ
सक्रियता केन्द्र,কার্যকলাপ কেন্দ্র
सक्रियण-परिक्षत्र,সক্রিয়করণ পরীক্ষক
सक्रियण ऊर्जा,অ্যাক্টিভেশন শক্তি
सक्रियण ऐन्ट्रॉपी,সক্রিয়করণ এনট্রপি
सक्रियण अधिवोल्टता,সক্রিয়করণ ওভারভোল্টেজ
सक्रियण दर,সক্রিয়করণ হার
"सक्रियकारक, सक्रियक","সক্রিয়কারী, সক্রিয়কারী"
सक्रियक परमाणु,অ্যাক্টিভেটর পরমাণু
त्वरक-सक्रियक,এক্সিলারেটর
सक्रिय अवशोषण,সক্রিয় শোষণ
सक्रिय एरियल,সক্রিয় বায়বীয়
विकिरण ख़तरा क्षेत्र,বিকিরণ বিপদ অঞ্চল
सक्रिय युक्ति,সক্রিয় ডিভাইস
सक्रिय अभिलक्ष्यन,সক্রিয় টার্গেটিং
सक्रिय हाइड्रोजन*,সক্রিয় হাইড্রোজেন*
सक्रिय जालक,সক্রিয় জাল
"सक्रिय लाइन, सक्रिय रेखा",সক্রিয় লাইন সক্রিয় লাইন
सक्रिय पाश,সক্রিয় লুপ
सक्रिय संहति*,সক্রিয় কোড*
सक्रिय सामग्री,সক্রিয় উপাদান
सक्रिय अणु,সক্রিয় অণু
सक्रिय जाल,সক্রিয় জাল
सक्रिय पुनरवशोषण,সক্রিয় পুনর্শোষণ
सक्रिय क्षेत्र,সক্রিয় এলাকা
सक्रिय नियमन,সক্রিয় নিয়ন্ত্রণ
सक्रिय उपग्रह,সক্রিয় স্যাটেলাইট
सक्रिय कलंकीय सौर ज्वाला,সক্রিয় বিচ্ছিন্ন সৌর শিখা
सक्रिय सूक्ष्मात्रिक पदार्थ,সক্রিয় মাইক্রোনিউট্রিয়েন্ট
सक्रिय अनुवर्तन तंत्र,সক্রিয় ট্র্যাকিং সিস্টেম
सक्रिय ट्रांसडयूसर,সক্রিয় ট্রান্সডুসার
सक्रिय उदग्रहण,সক্রিয় গ্রহণ
सक्रियता गुणांक*,কার্যকলাপ সহগ*
सक्रियता सूचकांक,কার্যকলাপ সূচক
सक्रियता -अनुपात,কার্যকলাপ অনুপাত
सक्रियता सदिश,কার্যকলাপ ভেক্টর
वास्तविक मानीटर,বাস্তব মনিটর
वास्तविक प्रतिबल,প্রকৃত চাপ
"चालू करना, प्रवृत्त करना",ট্রিগার করতে
प्रवर्तक,জন্মদাতা
प्रवर्तक,জন্মদাতা
सुतीक्ष्णतामापी,acuityometer
श्रवण सुतीक्ष्णता,শ্রবণ তীক্ষ্ণতা
फोटोतीक्ष्णता मान,ছবির তীক্ষ্ণতা মান
न्यूनकोण,তীব্র কোণ
क्षिप्र उद्भासन,ফিসফিস
न्यूनकोण त्रिभुज,তীব্র ত্রিভুজ
अचक्रीय,অ্যাসাইক্লিক
अनुकूलन प्रयुक्ति,অপ্টিমাইজেশান অ্যাপ্লিকেশন
अनुकूलित अवस्था,অপ্টিমাইজ করা অবস্থা
अनुकूली नियंत्रण तंत्र,অভিযোজিত নিয়ন্ত্রণ ব্যবস্থা
अनुकूलनमापी,অ্যাডাপ্টোমিটার
एडकॉक एन्टेना,অ্যাডকক অ্যান্টেনা
"योग करना, जोड़ना",যোগফল
संकलन काल,সংকলন সময়
संकलन-व्यवकलन काल,সংকলন-বিয়োগের সময়
योजक,যোগকারী
"योग, जोड़, संकलन (सं.), योगात्मक (वि.)","যোগফল, যোগ, যোগফল (সম্পাদনা), যোজক (v.)"
अतिरिक्त स्थिरांक,যোগ ধ্রুবক
त्वरण-योग नियम,ত্বরণ-সমষ্টি নিয়ম
दूरी-योग नियम,দূরত্ব-সমষ্টি নিয়ম
वेग-योग नियम,বেগ-সমষ্টি নিয়ম
सदिशों का योग,ভেক্টরের সমষ্টি
संकलन अभिक्रिया,সংগ্রহ প্রতিক্রিয়া
अतिरिक्त अर्धतल,অতিরিক্ত মেঝে
"संयोजी स्वर, अतिरिक्त टोन (स्वर)","সংযোজক স্বর, অতিরিক্ত স্বর (স্বর)"
"योज्य, योगात्मक","additive, additive"
योज्य प्रणाल,সংযোজন ব্যবস্থা
संयोजी वर्ण,যৌগিক অক্ষর
संकली वर्ण प्रक्रम,সামগ্রিক অক্ষর প্রক্রিয়া
योज्य पूरक रंग,সংযোজন পরিপূরক রঙ
योज्य स्थिरांक,additive ধ্রুবক
योज्य कर्षण,সংযোজন ট্র্যাকশন
योज्य प्रभाव,সংযোজন প্রভাব
योजित कारक,সংযোজন ফ্যাক্টর
योज्य फलन,সংযোজন ফাংশন
योज्य मिश्रण,সংযোজন মিশ্রণ
योज्य मूलवर्ण,সংযোজক মূল
योज्य प्रक्रम,সংযোজন প্রক্রিয়া
"योज्यता, योगशीलता",যোগযোগ্যতা
योज्य क्वांटम संख्या,সংযোজন কোয়ান্টাম সংখ্যা
संकलन अभिक्रिया,সংগ্রহ প্রতিক্রিয়া
योज्यता,যোগযোগ্যতা
एडीट्रॉन,aditron
पता*,জানি*
पता अभिकलन,ঠিকানা গণনা
पता-स्थल,ঠিকানা
पता-कूटवचन,ঠিকানা এনক্রিপশন
पता व्यंजक,ঠিকানা অভিব্যক্তি
पता-सुगमता,ঠিকানাযোগ্যতা
पता पट्टिका,ঠিকানার অংশ
पता बत्ती,ঠিকানা আলো
पता-आपरिवर्तन,ঠিকানা পরিবর্তন
पतांश,পতনশ
पता पंजी,ঠিকানা রেজিস্টার
पता चयन स्विच,ঠিকানা নির্বাচন সুইচ
पता छाँटाई सारणी,ঠিকানা সাজানোর টেবিল
पताभिगमन,সম্বোধন
ऐड्रेसोग्राफ़,adresograph
पता-प्रणाली,ঠিকানা সিস্টেম
आसंजन,আনুগত্য
आसंजन तनाव,আনুগত্য চাপ
आसंजी ऊर्जा,আঠালো শক্তি
आसंजक अवरोधन,আঠালো ব্লকিং
