Malayalam,Bengali
ബ്രോഡ്കാസ്റ്റ് റിസീവർ,সম্প্রচার গ্রহনকারী যন্ত্র
ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ,ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার
പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ,সম্প্রচার ট্রান্সমিটার
ബൂസ്റ്റർ ആന്റിന,বুস্টার অ্যান্টেনা
ബസ് ആന്റിന,বাস অ্যান্টেনা
ബ്രഷ് നിമജ്ജനം,বুরুশ নিমজ্জন
ബബ്ലിംഗും ഗേറ്റും,বুদবুদ এবং গেট
ബുദ്ബുദു അല്ലെങ്കിൽ ഗേറ്റ്,বুডবুডু বা গেট
ബബ്ലി മെമ്മറി,বুদবুদ স্মৃতি
വോൾട്ടേജ് നഷ്ടപരിഹാരം,ক্ষতিপূরণকারী ভোল্টেজ
ബഫർ,বাফার
ബഫർ ആംപ്ലിഫയർ,বাফার পরিবর্ধক
ബഫർ സർക്യൂട്ട്,বাফার সার্কিট
ബഫർ ഓപ്പറേറ്റർ,বাফার অপারেটর
ബഫർ രജിസ്റ്റർ,বাফার রেজিস্টার
ബൾബ്,বাল্ব
ജനസംഖ്യാ പ്രഭാവം,জনসংখ্যার প্রভাব
മാക്രോ അർദ്ധചാലക ഉപകരണം,ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস
കുല,গুচ্ছ
മുങ്ങിയ കൈമാറ്റം,নিমজ্জিত বিনিময়
മുങ്ങിയ പാളി,নিমজ্জিত স্তর
മുങ്ങിയ കോൺടാക്റ്റ്,নিমজ্জিত যোগাযোগ
സ്ഫോടന ആംപ്ലിഫയർ,বিস্ফোরণ পরিবর্ধক
സ്ഫോടന കവർ,বিস্ফোরণ কভার
സ്ഫോടനം വെടിവയ്പ്പ്,বিস্ফোরণ গুলি
സ്ഫോടനം ഡോർ ആംപ്ലിഫയർ,বিস্ফোরণ দরজা পরিবর্ধক
ബർസ്റ്റ് മോഡ്,বিস্ফোরিত মোড
സ്ഫോടനം സെപ്പറേറ്റർ,বিস্ফোরণ বিভাজক
സ്ഫോടന സിഗ്നൽ,বিস্ফোরণের সংকেত
ബർസ്റ്റ് പിശക് തിരുത്തൽ കോഡ്,বিস্ফোরণ ত্রুটি সংশোধনকারী কোড
മതി,যথেষ্ট
ബസ് ബാർ,বাস বার
ബസ് സംഘടന,বাস সংগঠন
ബസ് സ്റ്റാൻഡേർഡ്,বাস স্ট্যান্ডার্ড
വെറും നൈമിഷികം,শুধু ক্ষণস্থায়ী
വെണ്ണ മൂല്യമുള്ള ഫിൽട്ടർ,মাখন মূল্য ফিল্টার
bnc വയർ,bnc তার
BNC ജോയിന്റർ,বিএনসি জয়েন্টার
വഴിയിൽ,উপায় দ্বারা
ബൈപാസ് കപ്പാസിറ്റർ,বাইপাস ক্যাপাসিটর
ബൈറ്റ്,বাইট
വി ബാൻഡ്,ভি ব্যান্ড
സി ബാൻഡ് ആന്റിന,সি ব্যান্ড অ্যান্টেনা
വയർ,তার
വയർ റൂട്ടിംഗ്,তারের রাউটিং
ടെലിഗ്രാഫ് ടെലിവിഷൻ,টেলিগ্রাফ টেলিভিশন
കാഷെ മെമ്മറി,ক্যাশ মেমরি
സിസിം ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്,সিসিম ফ্রিকোয়েন্সি স্ট্যান্ডার্ড
കാൽക്കുലേറ്റർ,ক্যালকুলেটর
കാലിബ്രേഷൻ,ক্রমাঙ্কন
കോൾ വിലാസം,কল ঠিকানা
കോൾപിറ്റ് ഓസിലേറ്റർ,কলপিট অসিলেটর
ക്യാം കോർഡറുകൾ,ক্যাম কর্ডার
ക്യാമറ,ক্যামেরা
ക്യാമറ ഹോസ്,ক্যামেরার পায়ের পাতার মোজাবিশেষ
കാൻഡല,candela
മെഴുകുതിരി ശക്തി,মোমবাতি শক্তি
കാന്റിലിവർ സ്ട്രെയിൻ ഗേജ്,ক্যান্টিলিভার স্ট্রেন গেজ
പിടിക്കുന്നു,ধারণ
കപ്പാസിറ്റൻസ് രക്തസമ്മർദ്ദം ട്രാൻസ്ഡ്യൂസർ,ক্যাপাসিট্যান্স রক্তচাপ ট্রান্সডুসার
ഹോൾഡിംഗ് ഡിസ്ട്രിബ്യൂട്ടർ,হোল্ডিং ডিস্ট্রিবিউটর
ഉടമ്പടി നിലനിർത്തൽ,চুক্তি ধারণ
കപ്പാസിറ്റൻസ് ഗേജ്,ক্যাপাসিট্যান্স গেজ
പിടിക്കുന്ന കളക്ടർ,সংগ্রাহক হোল্ডিং
കപ്പാസിറ്റൻസ് പ്രതിപ്രവർത്തനം,ক্যাপাসিট্যান্স বিক্রিয়া
"കപ്പാസിറ്റീവ് എനർജി കൺവെർട്ടർ, ട്രാൻസ്ഡ്യൂസർ","ক্যাপাসিটিভ এনার্জি কনভার্টার, ট্রান্সডুসার"
കപ്പാസിറ്റർ,ক্যাপাসিটর
കപ്പാസിറ്റർ ബാങ്ക്,ক্যাপাসিটর ব্যাংক
കപ്പാസിറ്റർ ഫിൽട്ടർ,ক্যাপাসিটর ফিল্টার
കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ,ক্যাপাসিটর ইনপুট ফিল্টার
വിഞ്ച് മോട്ടോർ,উইঞ্চ মোটর
പുള്ളി സെർവോ ബോഡി,পুলি সার্ভো বডি
ചാർക്കി,চরখী
പിടിക്കുക,ক্যাপচার
ക്യാപ്‌ചർ വിഭാഗം,ক্যাপচার ধারা
ക്യാപ്‌ചർ പ്രഭാവം,ক্যাপচার প্রভাব
കാരിയർ ശബ്ദ അനുപാതം,ক্যারিয়ারের শব্দ অনুপাত
കാർ റേഡിയോ,গাড়ির রেডিও
കാർബൺ റെസിസ്റ്റർ,কার্বন প্রতিরোধক
കാർഡ് റീഡർ,কার্ড পাঠক
കാർഡിയോയിഡ് ഡയഗ്രം,কার্ডিওড ডায়াগ্রাম
വണ്ടി,বহন
വണ്ടി മടക്കം,গাড়ি ফেরত
വാഹകൻ,বাহক
കാരിയർ ആശയവിനിമയം,ক্যারিয়ার যোগাযোগ
കാരിയർ ഏകാഗ്രത,ক্যারিয়ারের ঘনত্ব
കാരിയർ ആവൃത്തി,ক্যারিয়ার ফ্রিকোয়েন্সি
കാരിയർ പുനരുൽപാദനം,ক্যারিয়ার প্রজনন
കാരിയർ ലെവൽ,ক্যারিয়ার স্তর
കാരിയർ ജീവിതം,ক্যারিয়ার জীবন
കാരിയർ മൊബിലിറ്റി,ক্যারিয়ারের গতিশীলতা
കാരിയർ ഗുണനം,বাহক গুণন
കാരിയർ ശബ്ദ നില,ক্যারিয়ারের শব্দ স্তর
കാരിയർ ശ്രേണി,ক্যারিয়ার পরিসীমা
കാരിയർ വീണ്ടെടുക്കൽ സർക്യൂട്ട്,ক্যারিয়ার রিকভারি সার্কিট
കാരിയർ വീണ്ടും ചേർക്കൽ,ক্যারিয়ার পুনঃনিবেশ
ചാലക വിസരണം,পরিবাহী বিক্ষিপ্তকরণ
കാരിയർ അടിച്ചമർത്തൽ,ক্যারিয়ার দমন
കാരിയർ കൂട്ടിൽ,বাহক খাঁচা
കാരിയർ വേഗത,ক্যারিয়ার বেগ
കൈ കട്ട്,হাত বিট
പതാക നടത്തി,পতাকা রাখা
