Marathi,Punjabi
एऑन,ਏਯੋਨ
एरेरियम,ਏਰੈਰੀਅਮ
हवाई युद्ध,ਹਵਾਈ ਜੰਗ
एटोलियन लीग,ਏਟੋਲੀਅਨ ਲੀਗ
वय,ਉਮਰ
वृद्धत्व (=वृद्धत्व),ਬੁਢਾਪਾ (=ਬੁਢਾਪਾ)
वृद्धत्व प्रक्रिया,ਬੁਢਾਪੇ ਦੀ ਪ੍ਰਕਿਰਿਆ
अगेलाय,ਅਗੇਲੈ
पराक्रमाचे वय,ਬਹਾਦਰੀ ਦੀ ਉਮਰ
ज्ञानाचे वय,ਗਿਆਨ ਦੀ ਉਮਰ
पेरिकल्सचे वय,ਪੇਰੀਕਲਸ ਦੀ ਉਮਰ
कारण वय,ਕਾਰਨ ਦੀ ਉਮਰ
कृषीवाद,ਖੇਤੀਵਾਦ
कृषी चळवळ,ਖੇਤੀ ਅੰਦੋਲਨ
अल्बिओन,ਐਲਬੀਅਨ
अल्बम,ਐਲਬਮ
अल्डरमन,ਐਲਡਰਮੈਨ
मोहक हात,ਲੁਭਾਉਣੇ ਹਥਿਆਰ
मैत्री,ਦੋਸਤੀ
एम्फेक्टियोनिक परिषद,Amphictyonic ਕੌਂਸਲ
एम्फेक्टियोनिक लीग,ਐਮਫਿਕਟੋਨਿਕ ਲੀਗ
अॅम्फिथिएटर,ਅਖਾੜਾ
अमरी नल गट (मातीचा),ਅਮਰੀ ਨਲ ਸਮੂਹ (ਮਿੱਟੀ ਦੇ ਭਾਂਡਿਆਂ ਦਾ)
अनाक्रोनिझम,ਐਨਾਕ੍ਰੋਨਿਜ਼ਮ
अनाक्रोनिस्टिक,ਐਨਾਕ੍ਰੋਨਿਸਟਿਕ
पूर्वज,ਪੂਰਵਜ
पूर्वजांची पूजा,ਪੂਰਵਜ ਦੀ ਪੂਜਾ
वंशपरंपरा,ਵੰਸ਼
वंशपरंपरा,ਵੰਸ਼
वंशपरंपरा,ਵੰਸ਼
वंशपरंपरा,ਵੰਸ਼
प्राचीन राजवट,ਪ੍ਰਾਚੀਨ ਸ਼ਾਸਨ
प्राचीन,ਪ੍ਰਾਚੀਨ
प्राचीन बालगीत,ਪ੍ਰਾਚੀਨ ਗੀਤ
प्राचीन श्रद्धा,ਪ੍ਰਾਚੀਨ ਵਿਸ਼ਵਾਸ
प्राचीन प्रथा,ਪ੍ਰਾਚੀਨ ਰਿਵਾਜ
प्राचीन इतिहास,ਪ੍ਰਾਚੀਨ ਇਤਿਹਾਸ
प्राचीन स्मारके,ਪ੍ਰਾਚੀਨ ਸਮਾਰਕ
किस्सा,ਕਿੱਸਾ
अँजेलोट,ਐਂਜਲੋਟ
एंजलस,ਐਂਜਲਸ
अँजेविन (=अंजेविन),ਐਂਜੇਵਿਨ (=ਅੰਜੇਵਿਨ)
कोन,ਕੋਣ
अँग्लिकन,ਐਂਗਲੀਕਨ
अँग्लिकन कम्युनियन,ਐਂਗਲੀਕਨ ਕਮਿਊਨੀਅਨ
अँग्लिकनवाद,ਐਂਗਲੀਕਨਵਾਦ
अँग्लो-फोब,ਐਂਗਲੋ-ਫੋਬ
अँग्लो-फोबिया,ਐਂਗਲੋ-ਫੋਬੀਆ
अँग्लो-सॅक्सन,ਐਂਗਲੋ-ਸੈਕਸਨ
अँग्लो-सॅक्सोनवाद,ਐਂਗਲੋ-ਸੈਕਸੋਨਿਜ਼ਮ
अॅनालिस्ट,ਐਨਾਲਿਸਟ
इतिहास,ਇਤਿਹਾਸ
संलग्नीकरण,ਅਨੇਕਸ਼ਨ
अँटी-बेलम,ਐਂਟੀ-ਬੇਲਮ
पूर्वीची तारीख,ਪਿਛਲੀ ਤਾਰੀਖ
कारकुनविरोधी,ਵਿਰੋਧੀ ਮੌਲਵੀਵਾਦ
कारकुनी विरोधी कायदा,ਕਲੈਰੀਕਲ ਵਿਰੋਧੀ ਕਾਨੂੰਨ
पुरातन वास्तू,ਪੁਰਾਤਨਤਾ
विरोधी भाडे,ਵਿਰੋਧੀ ਕਿਰਾਇਆ
विरोधी भाडे,ਵਿਰੋਧੀ ਕਿਰਾਇਆ
सेमिटिझम विरोधी,ਵਿਰੋਧੀ ਸਾਮੀਵਾਦ
अँझॅक,ਐਨਜ਼ੈਕ
अपेला,ਅਪੇਲਾ
अरालू,ਅਰਲੂ
आर्च बिशप,ਆਰਕ ਬਿਸ਼ਪ
आर्च डची,ਆਰਕ ਡਚੀ
आर्च ड्यूक,ਆਰਕ ਡਿਊਕ
आर्काइफ (=अभिलेख संग्रह),ਪੁਰਾਲੇਖ (=ਪੁਰਾਲੇਖ ਸੰਗ੍ਰਹਿ)
आर्किपिस्कोपेट,ਆਰਚੀਪੀਸਕੋਪੇਟ
अभिजात वर्ग,ਕੁਲੀਨ
कुलीन,ਰਈਸ
खानदानी स्नोबरी,ਕੁਲੀਨ ਸਨੋਬਰੀ
अॅरिस्टोटेलियन,ਅਰਿਸਟੋਟਲੀਅਨ
आरमार,ਆਰਮਾਡਾ
आरमार (=स्पॅनिश आरमार),ਆਰਮਾਡਾ (= ਸਪੇਨੀ ਆਰਮਾਡਾ)
आर्मोरिस्ट (= आर्मरिस्ट),ਸ਼ਸਤਰਧਾਰਕ (=ਸ਼ਸਤਰਧਾਰਕ)
चिलखत (= चिलखत),ਸ਼ਸਤ੍ਰ (= ਸ਼ਸਤ੍ਰ)
आर्मरिस्ट,ਸ਼ਸਤਰਧਾਰਕ
आर्यन,ਆਰੀਅਨ
आर्यन,ਆਰੀਅਨ
अस्करी,ਅਸਕਰੀ
नियुक्त करा,ਅਸਾਈਨੈਟ
Assize,ਅਸਾਈਜ਼
Assize,ਅਸਾਈਜ਼
Assize,ਅਸਾਈਜ਼
शस्त्रास्त्र कायद्याची मदत,ਅਸਲਾ ਐਕਟ ਦੀ ਸਹਾਇਤਾ
डॅरेन प्रेझेंटमेंटची मदत,ਡੈਰੇਨ ਪ੍ਰੈਜ਼ੈਂਟਮੈਂਟ ਦੀ ਸਹਾਇਤਾ
मॉर्ट &#39;डी&#39; पूर्वजांची मदत,ਮੋਰਟ &#39;ਡੀ&#39; ਪੂਰਵਜ ਦੀ ਸਹਾਇਤਾ
कादंबरी Disseisin च्या Assize,ਨਾਵਲ ਡੀਸੀਸਿਨ ਦੀ ਸਹਾਇਤਾ
अत्याचार,ਅੱਤਿਆਚਾਰ
हल्ला,ਹਮਲਾ
ऑलिक कौन्सिल,ਔਲਿਕ ਕੌਂਸਲ
देवीची कुर्‍हाड (= देवी कुर्हाड),ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ (= ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ)
अक्ष (=रोम-बर्लिन-टोकियो अक्ष),ਐਕਸਿਸ (=ਰੋਮ-ਬਰਲਿਨ-ਟੋਕੀਓ ਐਕਸਿਸ)
बॅबिलोन,ਬਾਬਲ
बॅबिलोनियन बंदिवास (= बॅबिलोनी कैद),ਬਾਬਲੀ ਗ਼ੁਲਾਮੀ (=ਬੇਬੀਲੋਨ ਦੀ ਗ਼ੁਲਾਮੀ)
बचनाल भक्त,ਬਚਨਲ ਭਗਤ
बचनालिया,ਬਚਨਲਿਆ
बॅचलर,ਕੁਆਰਾ
बगदाद करार,ਬਗਦਾਦ ਸਮਝੌਤਾ
बाल्कन लीग,ਬਾਲਕਨ ਲੀਗ
बाल्कन करार,ਬਾਲਕਨ ਸਮਝੌਤਾ
बाल्कन युद्धे,ਬਾਲਕਨ ਯੁੱਧ
बाल्टिक करार,ਬਾਲਟਿਕ ਸਮਝੌਤਾ
डाकू,ਡਾਕੂ
बांडुंग परिषद,ਬੈਂਡੁੰਗ ਕਾਨਫਰੰਸ
हद्दपार,ਦੇਸ਼ ਨਿਕਾਲੇ
बॅनर,ਬੈਨਰ
रानटी,ਵਹਿਸ਼ੀ
बार्बिकन,ਬਾਰਬੀਕਨ
बारडोली सत्याग्रह,ਬਾਰਡੋਲੀ ਸੱਤਿਆਗ੍ਰਹਿ
धान्याचे कोठार बर्नर्स,ਬਾਰਨ ਬਰਨਰ
जहागीरदार,ਬੈਰਨ
बॅरोनेज,ਬੈਰੋਨੇਜ
Barones majores,ਬੈਰੋਨਸ ਮੇਜਰਸ
बॅरोन्स अल्पवयीन,ਬੈਰੋਨਸ ਨਾਬਾਲਗ
जहागीरदार,ਬੈਰੋਨੇਸ
बॅरोनेट,ਬੈਰੋਨੇਟ
बॅरोनेटेज,ਬੈਰੋਨੇਟੇਜ
बॅरोनेटेज,ਬੈਰੋਨੇਟੇਜ
बॅरोनेटसी,ਬੈਰੋਨੇਟਸੀ
बॅरोनी,ਬੈਰੋਨੀ
बॅराकून,ਬੈਰਾਕੂਨ
बॅराकून,ਬੈਰਾਕੂਨ
बॅरिकेड (= बॅरिकेडो),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
बॅरिकेड (= बॅरिकेडो),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
बॅरिकेड (= बॅरिकेडो),ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ)
बेस कॅम्प,ਬੇਸ ਕੈਂਪ
बॅसिलिका,ਬੇਸਿਲਿਕਾ
बॅसिलिका,ਬੇਸਿਲਿਕਾ
बॅस्टिला,ਬਸਤੀਲਾ
बॅस्टिल,ਬੈਸਟਿਲ
बॅस्टिल,ਬੈਸਟਿਲ
बॅटरी,ਬੈਟਰੀ
लढाई,ਲੜਾਈ
Batlle-array,ਬੈਟਲੇ-ਐਰੇ
लढाई रडणे,ਲੜਾਈ ਦਾ ਰੋਣਾ
लढाई दिन,ਲੜਾਈ ਦੀਨ
युद्धक्षेत्र,ਲੜਾਈ ਦਾ ਮੈਦਾਨ
लढाई भजन,ਲੜਾਈ ਦਾ ਭਜਨ
स्पर्सची लढाई,ਸਪਰਸ ਦੀ ਲੜਾਈ
स्टँडर्डची लढाई,ਸਟੈਂਡਰਡ ਦੀ ਲੜਾਈ
युद्धनौका,ਬੈਟਲਸ਼ਿਪ
युद्धनौका-शक्ती,ਬੈਟਲਸ਼ਿਪ-ਤਾਕਤ
Bayeux टेपेस्ट्री,Bayeux tapestry
बीकन,ਬੀਕਨ
बीकन टॉवर,ਬੀਕਨ ਟਾਵਰ
बीव्हर,ਬੀਵਰ
बीव्हर,ਬੀਵਰ
समुद्राचे भिकारी,ਸਮੁੰਦਰ ਦੇ ਭਿਖਾਰੀ
बेलिकोज,ਬੇਲੀਕੋਜ਼
बेलिकोज,ਬੇਲੀਕੋਸ
बेलिकोज,ਬੇਲੀਕੋਜ਼
बेलिकोसिटी,ਬੇਲੀਕੋਸਿਟੀ
बेलोना,ਬੇਲੋਨਾ
फायदा,ਲਾਭ
धर्मगुरूंचा लाभ,ਪਾਦਰੀਆਂ ਦਾ ਲਾਭ
बेनेलक्स,ਬੇਨੇਲਕਸ
बर्लिन डिक्री,ਬਰਲਿਨ ਫ਼ਰਮਾਨ
बेसरकर,ਬੇਸਰਕਰ
बेझंट (=बेझंट),ਬੇਸੰਤ (=ਬੇਜ਼ੰਤ)
बेथेल,ਬੈਥਲ
बिब्लिओलेटर,ਬਾਈਬਲੀਓਲੇਟਰ
ग्रंथदिंडी,ਬਿਬਲਿਓਲਾਟਰੀ
मोठा बर्था,ਵੱਡੀ ਬਰਥਾ
धर्मांध,ਬਿਗੌਟ
बिलेटिंग,ਬਿਲੀਟਿੰਗ
अटेंडरचे बिल,ਅਟੈਂਡਰ ਦਾ ਬਿੱਲ
अधिकारांचे विधेयक,ਅਧਿਕਾਰਾਂ ਦਾ ਬਿੱਲ
चरित्रकार,ਜੀਵਨੀਕਾਰ
जन्मकथा,ਜਨਮ ਕਹਾਣੀਆਂ
बिव्होक,ਬਿਵੁਆਕ
बिव्होक,ਬਿਵੁਆਕ
बिव्होक,ਬਿਵੁਆਕ
बिझोनिया,ਬਿਜੋਨੀਆ
काळा पक्षी,ਕਾਲਾ ਪੰਛੀ
काळा झेंडा,ਕਾਲਾ ਝੰਡਾ
कृष्ण विवर,ਕਾਲਾ ਮੋਰੀ
कृष्ण विवर,ਕਾਲਾ ਮੋਰੀ
काळा पाय (= खरुज),ਕਾਲੀ ਲੱਤ (= ਖੁਰਕ)
काळा शर्ट,ਕਾਲੀ ਕਮੀਜ਼
ब्लेझोन,ਬਲੇਜ਼ਨ
ब्लेझोन,ਬਲੇਜ਼ਨ
झगमगाट,ਧਮਾਕੇਦਾਰ
झगमगाट,ਧਮਾਕੇਦਾਰ
ब्लिट्झक्रीग,ਬਲਿਟਜ਼ਕਰੀਗ
रक्तहीन क्रांती (=वैभवशाली क्रांती),ਖੂਨ ਰਹਿਤ ਇਨਕਲਾਬ (= ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ)
ब्लडवाईट,ਬਲੱਡਵਾਈਟ
ब्लडी मेरी,ਖੂਨੀ ਮੈਰੀ
निळा,ਨੀਲਾ
निळे रक्त,ਨੀਲਾ ਖੂਨ
निळे पुस्तक,ਨੀਲੀ ਕਿਤਾਬ
निळी फीत,ਨੀਲਾ ਰਿਬਨ
निळी फीत,ਨੀਲਾ ਰਿਬਨ
ब्लूज (=रॉयल हॉर्स गार्ड),ਬਲੂਜ਼ (=ਰਾਇਲ ਹਾਰਸ ਗਾਰਡ)
निळा शर्ट,ਨੀਲੀ ਕਮੀਜ਼
ब्लू वॉटर स्कूल,ਬਲੂ ਵਾਟਰ ਸਕੂਲ
नियंत्रण मंडळ,ਕੰਟਰੋਲ ਬੋਰਡ
शरीर चिलखत,ਸਰੀਰ ਦੇ ਬਸਤ੍ਰ
बोअर,ਬੋਅਰ
लूट,ਲੁੱਟ
बरो,ਬੋਰੋ
बुलेउटेरियन,ਬੁਲੇਉਟੇਰੀਅਨ
बोरबॉन,ਬੋਰਬਨ
बॉक्सर बंडखोरी,ਮੁੱਕੇਬਾਜ਼ ਬਗਾਵਤ
ब्रेस,ਬ੍ਰੇਸ
ब्रासर्ड,ਬ੍ਰਾਸਾਰਡ
ब्रासर्ड,ਬ੍ਰਾਸਾਰਡ
ब्रेड वसाहती,ਰੋਟੀ ਦੀਆਂ ਬਸਤੀਆਂ
ब्रेस्ट प्लेट,ਛਾਤੀ ਪਲੇਟ
स्तनाचे काम,ਛਾਤੀ ਦਾ ਕੰਮ
ब्रेटवाल्डा,ਬਰੇਟਵਾਲਡਾ
ब्रिगेंड,ਬ੍ਰਿਗੈਂਡ
दलाल,ਬ੍ਰਿਗੇਂਡੇਜ
ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स,ਬ੍ਰਿਟਿਸ਼ ਕਾਮਨਵੈਲਥ ਆਫ ਨੇਸ਼ਨਜ਼
तपकिरी शर्ट (=नाझी),ਭੂਰੇ ਰੰਗ ਦੀਆਂ ਕਮੀਜ਼ਾਂ (=ਨਾਜ਼ੀਆਂ)
ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन),ਬ੍ਰਸੇਲਜ਼ ਸੰਧੀ (ਪੈਕਟ) ਸੰਗਠਨ (= ਪੱਛਮੀ ਯੂਰਪੀਅਨ ਯੂਨੀਅਨ)
बफ,ਮੱਝ
बफ,ਮੱਝ
बफ-कोट,ਮੱਝ-ਕੋਟ
बफ्स,ਮੱਝਾਂ
बुले (=परिषद),ਬੁਲੇ (=ਕੌਂਸਲ)
बर्गेज,ਬਰਗੇਜ
बर्जेस,ਬਰਗੇਸ
बायझँटाईन,ਬਿਜ਼ੰਤੀਨੀ
बायझँटाईन चर्च,ਬਿਜ਼ੰਤੀਨੀ ਚਰਚ
बायझँटाईन साम्राज्य,ਬਿਜ਼ੰਤੀਨੀ ਸਾਮਰਾਜ
बायझँटाईन युग,ਬਿਜ਼ੰਤੀਨੀ ਯੁੱਗ
बायझँटाईन इतिहासकार,ਬਿਜ਼ੰਤੀਨੀ ਇਤਿਹਾਸਕਾਰ
कॅबल,ਕਾਬਲ
सीझरवाद,ਕੈਸਰਵਾਦ
खलिफा,ਖਲੀਫਾ
कॅलिग्राफर,ਕੈਲੀਗ੍ਰਾਫਰ
कॅलिग्राफिस्ट,ਕੈਲੀਗ੍ਰਾਫਿਸਟ
कॅलिग्राफी,ਕੈਲੀਗ੍ਰਾਫੀ
कॅल्ट्रॉप,ਕੈਲਟ੍ਰੋਪ
सौहार्द,ਦੋਸਤੀ
कॅमरिला,ਕੈਮਰਿਲਾ
कॅमरिला,ਕੈਮਰਿਲਾ
कॅमेलॅकम,ਕੈਮਲੌਕਮ
क्लृप्ती,ਕੈਮੋਫਲੇਜ
मोहीम,ਮੁਹਿੰਮ
शिबिराचे अनुयायी,ਕੈਂਪ ਫਾਲੋਅਰ
कॅम्पो सॅंटो,ਕੈਂਪੋ ਸੈਂਟੋ
कॅम्पस मार्टियस,ਕੈਂਪਸ ਮਾਰਟੀਅਸ
कॅनेफोरा,ਕੈਨੇਫੋਰਾ
कॅंग्यू,ਕੈਂਗੂ
तोफखाना,ਕੈਨੋਨੇਡ
तोफ चारा,ਤੋਪ ਚਾਰਾ
कॅनन,ਕੈਨਨ
कॅनन कायदा,ਕੈਨਨ ਕਾਨੂੰਨ
कॅनोपस डिक्री,ਕੈਨੋਪਸ ਫ਼ਰਮਾਨ
कण्टिंग शस्त्र,ਕੈਂਟਿੰਗ ਹਥਿਆਰ
बंदिवान,ਬੰਦੀ
कॅप्टर,ਕੈਪਟਰ
कार्डिनल,ਕਾਰਡੀਨਲ
कार्ल,ਕਾਰਲ
कॅरोलिंगियन राजवंश,ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼
कार्थुशियन पंथ,ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ
कार्टोसा,ਕਾਰਟੋਸਾ
कॅस्टेलियन,ਕੈਸਟਲੀਅਨ
कॅस्टेलियन,ਕੈਸਟਲੀਅਨ
जाती व्यवस्था,ਜਾਤ ਪ੍ਰਣਾਲੀ
वाडा,ਕਿਲ੍ਹਾ
वाडा,ਕਿਲ੍ਹਾ
वाड्याचे शहर,ਕੈਸਲ ਸ਼ਹਿਰ
कास्त्रा,ਕਾਸਟਰਾ
कास्त्रा,ਕਾਸਟਰਾ
कॅथेड्रा,ਕੈਥੇਡਰਾ
कॅथेड्रल,ਗਿਰਜਾਘਰ
केटो स्ट्रीट कट,ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼
कौडिल्लो,ਕਾਉਡੀਲੋ
घोडेस्वार,ਕੈਵਲੀਅਰ
घोडेस्वार,ਕੈਵਲੀਅਰ
घोडदळ संसद,ਕੈਵਲੀਅਰ ਸੰਸਦ
अदुल्लमची गुहा,ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ
गुहा चित्रकला,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
गुहा चित्रकला,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
सेंटमवीर,ਸੇਂਟਮਵੀਰ
सेंच्युरियन,ਸੈਂਚੁਰੀਅਨ
शतक,ਸਦੀ
साखळी चिलखत (=साखळी मेल),ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ)
चंत्री,ਛੰਤਰੀ
चंत्री,ਛੰਤਰੀ
चॅप बुक,ਚੈਪ ਕਿਤਾਬ
धर्मगुरू,ਪਾਦਰੀ
धडा,ਅਧਿਆਇ
अपघातांचा अध्याय,ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ
चार्ज करा,ਚਾਰਜ
चार्ज डी अफेयर्स,ਚਾਰਜ ਡੀ
चार्ज विभाजन,ਚਾਰਜ ਵਿਭਾਜਨ
चार्जर,ਚਾਰਜਰ
रथ,ਰੱਥ
सारथी,ਰੱਥ
सारथी,ਰੱਥ
सारथी,ਰੱਥ
धर्मादाय स्वयंपाकघर,ਚੈਰਿਟੀ ਰਸੋਈ
सनद,ਚਾਰਟਰ
चार्टिस्ट चळवळ (=चार्टिझम),ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ)
चार्टोफिलेशियम,ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ
Chateau,Chateau
चेक पोस्ट,ਚੈੱਕ ਪੋਸਟ
रासायनिक युद्ध,ਰਸਾਇਣਕ ਯੁੱਧ
चेस्टर,ਚੈਸਟਰ
प्रमुख,ਮੁੱਖ
सरदार,ਸਰਦਾਰ
सरदार,ਸਰਦਾਰ
सरदार,ਸਰਦਾਰ
शिफॉन,ਸ਼ਿਫੋਨ
शौर्य,ਸ਼ਿਸ਼ਟਾਚਾਰ
निवडलेले लोक,ਚੁਣੇ ਹੋਏ ਲੋਕ
ख्रिसमोग्राफीन,ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ
ख्रिस्ती धर्म,ਈਸਾਈ-ਜਗਤ
ख्रिश्चन युग,ਈਸਾਈ ਯੁੱਗ
ख्रिश्चन समाजवाद,ਈਸਾਈ ਸਮਾਜਵਾਦ
क्रॉनिकल,ਇਤਹਾਸ
क्रॉनिकलर,ਇਤਿਹਾਸਕਾਰ
Chryse Chersonese,Chryse Chersonese
सिमेलियम,ਸਿਮਲੀਅਮ
Cinquecento शैली,Cinquecento ਸ਼ੈਲੀ
परिक्रमा,ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ
सिस्टर्सियन साधू,ਸਿਸਟਰਸੀਅਨ ਭਿਕਸ਼ੂ
किल्ला,ਕਿਲਾ
उद्धरण,ਹਵਾਲਾ
उद्धरण,ਹਵਾਲਾ
सविनय कायदेभंग,ਸਿਵਲ ਅਣਆਗਿਆਕਾਰੀ
नागरी युद्ध,ਸਿਵਲ ਯੁੱਧ
सिव्हिस रोमनस,ਸਿਵਿਸ ਰੋਮਨਸ
शास्त्रीय वय,ਕਲਾਸੀਕਲ ਉਮਰ
Clepht (=klepht),ਕਲੀਫ਼ਟ (=ਕਲੇਫ਼ਟ)
कारकुनीवाद,ਕਲਰਕਵਾਦ
लिपिक,ਕਲਰਚ
क्लुनियाक हालचाली,ਕਲੀਨਿਕ ਅੰਦੋਲਨ
कोट चिलखत,ਕੋਟ ਸ਼ਸਤ੍ਰ
अंगरखा,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
अंगरखा,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
अंगरखा,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
मेलचा कोट,ਡਾਕ ਦਾ ਕੋਟ
पलटण,ਸਮੂਹ
कॉमिटिया,ਕੋਮੀਟੀਆ
Comitia Centuriata,Comitia Centuriata
Comitia Curiata,Comitia Curiata
कमिटीया ट्रिबुटा,ਕੋਮੀਟੀਆ ਟ੍ਰਿਬੂਟਾ
स्मारक कमान,ਯਾਦਗਾਰੀ arch
स्मारक नाणे,ਯਾਦਗਾਰੀ ਸਿੱਕਾ
स्मारक शिक्का,ਯਾਦਗਾਰੀ ਮੋਹਰ
सामान्य फील्ड,ਆਮ ਖੇਤਰ
Communard,Communard
कॉन्कॉर्डॅट,ਕਨਕੋਰਡੈਟ
कॉन्कॉर्डॅट,ਕਨਕੋਰਡੈਟ
कॉन्डोटिएरे,ਕੰਡੋਟੀਏਰ
पुष्टीकरण कार्टारम,ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ
संघर्ष,ਟਕਰਾਅ
मंडळी,ਮੰਡਲੀ
जिंकणारे राज्य,ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ
जिंकणारा,ਜੇਤੂ
जिंकणारा,ਵਿਜੇਤਾ
कॉन्सिलियम,ਕੌਸਿਲਿਅਮ
कंसिस्टरी,ਕੰਸਿਸਟਰੀ
षडयंत्र,ਸਾਜ਼ਿਸ਼
षडयंत्र,ਸਾਜ਼ਿਸ਼
वाणिज्य दूतावास,ਕੌਂਸਲੇਟ
सल्लामसलत पुस्तक,ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ
खंडीय प्रणाली,ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ
अधिवेशन संसद,ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ
कॉपरहेड्स (=पीस डेमोक्रॅट्स),ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ)
कॉपीहोल्ड,ਕਾਪੀਹੋਲਡ
कोर्डनिंग,ਘੇਰਾਬੰਦੀ
कोरोना,ਕਰੋਨਾ
राज्याभिषेक,ਤਾਜਪੋਸ਼ੀ
राज्याभिषेक दगड,ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ
कॉर्पस,ਕਾਰਪਸ
Corsair,Corsair
Corsair,Corsair
कॉर्सेट (=कॉर्सलेट),ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ)
कोर्टेस,ਕੋਰਟੇਸ
कोटर (=कोटीर),ਕੋਟਰ (=ਕੋਟੀਅਰ)
कोटर (= cottier),ਕੋਟਰ (=ਕੋਟੀਅਰ)
काउंट पॅलेटिनेट,ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ
देशाचे घर,ਦੇਸ਼ ਦਾ ਘਰ
परगणा,ਕਾਉਂਟੀ
काउंटी बरो,ਕਾਉਂਟੀ ਬੋਰੋ
काउंटी न्यायालये,ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ
काउंटी पॅलाटिन,ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ
कोर्ट,ਅਦਾਲਤ
कोर्ट,ਅਦਾਲਤ
