Hindi,Marathi
बिटकाल त्रुटि,बिटकल त्रुटी
अंध पेटी,आंधळा बॉक्स
समाच्छादी स्पंद,घनरूप नाडी
स्रावक,सचिव
स्रावी प्रतिरोधक,सेक्रेटरी इनहिबिटर
अंधगति,अंधत्व
खंड आरेख,खंड आकृती
अवरूद्ध प्रतिबाधा,अवरोधित करणे
खंडक स्थानांतरण,तुकडा हस्तांतरण
अवरोधन,इंटरसेप्ट
अवरोधी संधारित्र,रेझिस्टर कॅपेसिटर
अवरोधी संधारित्र,रेझिस्टर कॅपेसिटर
अवरोधी दोलक,रेझिस्टर ऑसिलेटर
अवरोधी दोलक,ब्लॉकिंग ऑसिलेटर
अवरोधी वोल्टता,रेझिस्टर व्होल्टेज
ब्लोवर,ब्लोअर
बोडे आरेख,bode आकृती
वोल्ट्जमान संबंध,voltzmann संबंध
वोल्ट्जमान स्थिंराक,voltzmann स्थिरांक
बंध,बंध
आबद्ध विकृति प्रमापी,बाउंड स्ट्रेन गेज
स्वोत्थानी प्रवर्धक,स्वयं-समर्थक अॅम्प्लिफायर
बूलीय बीजगणित,बुलियन बीजगणित
बूलीय समीकरण,बुलियन समीकरण
"बूट स्ट्रैपन, स्वोत्थान",बूट Strapon
बूथ्स आल्गोरिदम,बूथचे अल्गोरिदम
बूटस्ट्रैप प्रसर्प परिपथ,बूटस्ट्रॅप प्रिझम सर्किट
बॉसकर्ट्स नियम,bosscutts नियम
बोस-चौधरी होकिनहाम (बी.सी.एच) कोड,बोस-चौधरी हॉकेनहॅम (BCH) कोड
"झंप, उछाल","उडी, उडी"
परिबद्ध इलेक्ट्रॉन,बद्ध इलेक्ट्रॉन
ब्रैग परावर्तक,ब्रॅग रिफ्लेक्टर
गुंफित तार,गुंफलेली तार
शाखा,शाखा
शाखन,शाखा
प्रयोग पट्ट,प्रयोग मंडळ
भंजन क्षेत्र,ब्रेक झोन
भंजन वोल्टता,ब्रेकिंग व्होल्टेज
भंजन डायोड,ब्रेकडाउन डायोड
भंजन संनिर्धारण,फ्रॅक्चर फिक्सेशन
भंजन वोल्टता,ब्रेकिंग व्होल्टेज
सेतु,पूल
सेतु दिष्टकारी,ब्रिज रेक्टिफायर
विस्तृत बैंड,रुंद बँड
प्रसारण बैंड,ब्रॉडकास्ट बँड
निरक्षीय व्यूह,सूक्ष्म अॅरे
प्रसारण,प्रसारण
प्रसारण ऐन्टेना,ब्रॉडकास्ट अँटेना
प्रसारण ग्राही,ब्रॉडकास्ट रिसीव्हर
आवृत्ति प्रसारण अभिग्राही,वारंवारता प्रसारण प्राप्तकर्ता
प्रसारण प्रेषित्र,प्रसारण ट्रान्समीटर
बूस्टर ऐन्टेना,बूस्टर अँटेना
बूस ऐन्टेना,बस अँटेना
ब्रश विसर्जन,ब्रश विसर्जन
बुदबूदु AND गेट,बुडबुडे आणि गेट
बुदबूदु OR गेट,बुडबुडू किंवा गेट
बुदबूदु स्मृति,बबल स्मृती
प्रतिकारी वोल्टता,भरपाई व्होल्टेज
बफर,बफर
बफर प्रवर्धक,बफर अॅम्प्लीफायर
बफर परिपथ,बफर सर्किट
बफर परिचालक,बफर ऑपरेटर
बफर पंजी,बफर रजिस्टर
बल्व,बल्ब
समष्टि प्रभाव,लोकसंख्या प्रभाव
समष्टि अर्धचालक युक्ति,मॅक्रो सेमीकंडक्टर उपकरण
गुच्छक,घड
निमज्जित विनिमय,बुडलेली एक्सचेंज
निमज्जित परत,बुडलेला थर
निमज्जित संपर्क,बुडलेला संपर्क
प्रस्फोट प्रवर्धक,स्फोट अॅम्प्लीफायर
प्रस्फोटी समाच्छादी,स्फोट कव्हर
प्रस्फोट फायरन,स्फोट गोळीबार
प्रस्फोटी द्वार प्रवर्धक,स्फोट दरवाजा अॅम्प्लीफायर
प्रस्फोटी विधा,बर्स्ट मोड
प्रस्फोटी पृथक्कारक,स्फोट विभाजक
प्रस्फोटी संकेत,स्फोट सिग्नल
प्रस्फोट त्रुटि संशोधक कोड,स्फोट त्रुटी सुधारक कोड
बस,पुरेसा
बस बार,बस बार
बस संगठन,बस संघटना
बस मानक,बस मानक
बस क्षणिक,फक्त क्षणिक
बटर वर्थ फिल्टर,बटर वर्थ फिल्टर
बीएनसी तार,bnc वायर
बीएनसी जोड़क,BNC जॉइंटर
"उपपथ, उपमार्ग",च्या कडे
उपमार्गी संधारित्र,बायपास कॅपेसिटर
बाइट,बाइट
V बैंड,व्ही बँड
C बैंड ऐन्टेना,सी बँड अँटेना
तार,तार
तार मार्ग निर्धारण,वायर राउटिंग
तार टेलिविजन,टेलिग्राफ दूरदर्शन
कैश स्मृति,कॅशे मेमरी
सिसिमय आवृत्ति मानक,Sisim वारंवारता मानक
परिकलित्र,कॅल्क्युलेटर
अंशशोधन,कॅलिब्रेशन
कॉल ऐड्रेस,कॉल पत्ता
कॉलपिट दोलित्र,कॉलपिट ऑसिलेटर
कैम कोर्डर,कॅम कॉर्डर
कैमरा,कॅमेरा
कैमरा नली,कॅमेरा नळी
केंडेला,candela
कैंडल शक्ति,मेणबत्ती शक्ती
कैन्टीलिवर विकृति प्रमापी,कॅन्टिलिव्हर स्ट्रेन गेज
धारिता,धारण
धारिता रक्तचाप ट्रान्सड्यूसर,कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर
धारिता वितरक,होल्डिंग वितरक
संधि धारिता,करार धारण
धारिता मापी,कॅपेसिटन्स गेज
धारिता उद्ग्राही,धारण कलेक्टर
धारिता प्रतिघात,capacitance reactance
"संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर","कॅपेसिटिव्ह एनर्जी कन्व्हर्टर, ट्रान्सड्यूसर"
संधारित्र,कॅपेसिटर
संधारित्र बैंक,कॅपेसिटर बँक
संधारित्र फिल्टर,कॅपेसिटर फिल्टर
संधारित्र निवेश फिल्टर,कॅपेसिटर इनपुट फिल्टर
चर्खी मोटर,विंच मोटर
चर्खी सर्वो निकाय,पुली सर्वो बॉडी
चर्खी,चरखी
प्रग्रहण,पकडणे
प्रग्रहण परिच्छेद,कॅप्चर कलम
प्रग्रहण प्रभाव,कॅप्चर प्रभाव
वाहक रव अनुपात,वाहक आवाज प्रमाण
कार रेडियो,कार रेडिओ
कार्बन प्रतिरोधक,कार्बन प्रतिरोधक
कार्ड वाचक,कार्ड रीडर
कार्डिऑड आरेख,कार्डिओइड आकृती
कैरेज,गाडी
कैरेज वापसी,कॅरेज रिटर्न
वाहक,वाहक
वाहक संचार,वाहक संप्रेषण
वाहक संकेंद्रण,वाहक एकाग्रता
वाहक आवृत्ति,वाहक वारंवारता
वाहक जनन,वाहक पुनरुत्पादन
वाहक स्तर,वाहक पातळी
वाहक आयुकाल,वाहक जीवन
वाहक गतिशीलता,वाहक गतिशीलता
वाहक गुणन,वाहक गुणाकार
वाहक रव स्तर,वाहक आवाज पातळी
वाहक परास,वाहक श्रेणी
वाहक पुनर्प्राप्ति परिपथ,वाहक पुनर्प्राप्ती सर्किट
वाहक पुनर्निवेशन,वाहक पुनर्निवेशण
वाहकीय प्रकीर्णन,प्रवाहकीय विखुरणे
वाहक संदमन,वाहक दडपशाही
वाहक पिंजरन,वाहक पिंजरा
वाहक वेग,वाहक वेग
हस्तगत बिट,हाताचा तुकडा
हस्तगत ध्वज,ध्वज धरला
"हस्तगत रजिस्टर, हस्तगत पंजी","ताबा नोंदवही, ताबा नोंदवही"
सुवाह्य जनित्र,पोर्टेबल जनरेटर
कार्सन-नियम,कार्सन कायदा
कार्ट्रिज फ्यूज,काडतूस फ्यूज
कार्ट्रिज टेप,काडतूस टेप
कैरी फोस्टर सेतु,कॅरी फॉस्टर ब्रिज
सोपानी प्रवर्धक,स्टेप अॅम्प्लीफायर
सोपानन,श्रेणीकरण
कैसकेड प्रवर्धक,कॅस्केड अॅम्प्लीफायर
"कैसकोड प्रवर्धक, सोपानी प्रवर्धक","Cascode अॅम्प्लीफायर, स्टेप अॅम्प्लीफायर"
कैसेट,कॅसेट
उत्प्रेरण,प्रलोभन
प्रग्राही कोटर,कॅप्टिव्ह कोटर
कैथोड,कॅथोड
कैथोड अनुगामी,कॅथोड ट्रेलिंग
कैथोड अनुगामी प्रवर्धक,कॅथोड ट्रेलिंग अॅम्प्लिफायर
कैथोड संदीप्ति,कॅथोड ल्युमिनन्स
कैथोड सामग्री,कॅथोड साहित्य
कैथोड किरण दोलनदर्शी,कॅथोड किरण ऑसिलोस्कोप
कैथोड किरण नलिका,कॅथोड रे ट्यूब
कैथोड कण क्षेपण,कॅथोड कण जमा करणे
कैथोड संदीप्ति,कॅथोड ल्युमिनन्स
कौयर फिल्टर,कॉयर फिल्टर
कावेर फिल्टर,kaver फिल्टर
कोटर,कोटोर
कोटरीय विकिरण,एंट्रल रेडिएशन
कोटर अनुनादी,कोटर रेझोनेटर
फेट आवेश युग्मित युक्ति(सी सी डी),फॅट चार्ज कपल्ड डिव्हाइस (सीसीडी)
सी.डी.रोम,सीडी रोम
सी. डी. रोम ड्राइव,सीडी रोम ड्राइव्ह
सेल (बैटरी),सेल (बॅटरी)
केंद्रीय संसाधन तत्व,केंद्रीय संसाधन घटक
केंद्रीय संसाधन इकाई,केंद्रीय संसाधन युनिट
केंद्रीय संसाधित्र,केंद्रीय प्रोसेसर
मध्यमान,अर्थ
मध्य आवृत्ति,मध्यम वारंवारता
मध्य निष्कासी ट्रांसफॉर्मर,मध्यम एक्झॉस्ट ट्रान्सफॉर्मर
"सिरेमिक, मृत्तिका","सिरेमिक, चिकणमाती"
सिरेमिक पूरक,सिरेमिक फिलर
सिरेमिक फिल्टर,सिरेमिक फिल्टर
सिरेमिक पदार्थ,सिरेमिक साहित्य
सिरेमिक अनुनादी,सिरेमिक रेझोनेटर
सिरेमिक ध्वनि उद्ग्राही,सिरेमिक ध्वनी रिसीव्हर
सेरेन्कोव गणित्र,सेरेनकोव्ह कॅल्क्युलेटर
सरमेट,सरमत
कैल्कोजेनाइड,chalcogenide
कैल्कोपाइराइट,कॅल्कोपायराइट
"चैनल, वाहिका","चॅनेल, चॅनेल"
चैनल बैंड विस्तार,चॅनेल बँड विस्तार
चैनल कोडित्र,चॅनेल कोडर
चैनल आवृत्ति,चॅनेल वारंवारता
चैनल वरित्र,चॅनेल वर्ण
चैनल पृथक्करण,चॅनेल वेगळे करणे
चैनल सिद्धांत,चॅनेल सिद्धांत
वर्ण जनित्र,वर्ण जनरेटर
संप्रतीक पहचान,वर्ण ओळख
अभिलाक्षणिक प्रतिबाधा,वैशिष्ट्यपूर्ण प्रतिबाधा
आवेश वाहक,चार्ज वाहक
आवेश नियंत्रक प्राचल,चार्ज कंट्रोल पॅरामीटर
आवेश युग्मित युक्ति,जोडलेले उपकरण चार्ज करा
आवेश युग्मित यादृच्छिक अभिगम स्मृति,चार्ज कपल्ड यादृच्छिक प्रवेश मेमरी
आवेश घनत्व,चार्ज घनता
आवेश अंतःक्षेपण युक्ति,चार्ज इंजेक्शन डिव्हाइस
आवेश हानि,शुल्क तोटा
आवेश पंपन,चार्ज पंपिंग
आवेश संवेदी प्रवर्धक,चार्ज सेन्सिंग अॅम्प्लिफायर
आवेश संचयन,चार्ज स्टोरेज
आवेशित कण,चार्ज केलेले कण
आवेशक,उत्कट
ढाँचा,फ्रेम
रोबिशेव फिल्टर,robyshev फिल्टर
जाँच योग,बेरीज तपासा
जाँच आवृत्ति,वारंवारता तपासा
रासायनिक आबंध,रासायनिक बंध
रासायनिक वाष्प निक्षेपण,रासायनिक बाष्प जमा करणे
चाइल्ड लॉक सुविधा,चाइल्ड लॉक सुविधा
चाइल्ड का नियम,मुलाचा कायदा
चिप,चिप
चिप सक्रियन,चिप सक्रिय करणे
चोक,गुदमरणे
अन्तरायिक,अधूनमधून
अन्तरायिक प्रवर्धक,मधूनमधून अॅम्प्लिफायर
अन्तरायिक प्रवर्धक,मधूनमधून अॅम्प्लिफायर
अन्तरायिक विधा,मधूनमधून मोड
क्रोमा प्रवर्धक,क्रोमा अॅम्प्लीफायर
वर्णकता आरेख,व्यक्तिचित्रण आकृती
वर्णकत्व,रंगद्रव्य
वृत्त आरेख,वर्तुळ आकृती
परिपथ,सर्किट
परिपथ विश्लेषण,सर्किट विश्लेषण
परिपथ विच्छेदक,सर्किट ब्रेकर
परिपथ आरेख,सर्किट आकृती
परिपथ संकेतन,सर्किट नोटेशन
परिपथ स्विचन,सर्किट स्विचिंग
वृत्ताकार तरंग पथ,गोलाकार लहरी मार्ग
परिसंचारक स्मृति,प्रसारित स्मृती
बंधन परिपथ,बाँडिंग सर्किट
क्लैप दोलित्र,क्लॅप ऑसिलेटर
वर्ग ए प्रवर्धक,वर्ग ए एम्पलीफायर
वर्ग A] B] C] D प्रचालन,वर्ग A] B] C] D ऑपरेशन्स
वर्ग B प्रवर्धक,वर्ग बी एम्पलीफायर
वर्ग C प्रवर्धक,क्लास सी अॅम्प्लिफायर
वर्ग D प्रवर्धक,वर्ग डी अॅम्प्लीफायर
S वर्ग निकाय,एस वर्ग शरीर
"निष्कासन, निर्मल","निष्कासन, स्वच्छ"
कर्तन,कातरणे
कर्तन परिपथ,कातरणे सर्किट
कालद,कॅलड
कालद आवृत्ति,घड्याळ वारंवारता
कालद स्पंद जनित्र,घड्याळ पल्स जनरेटर
कादल RS फ्लिप फ्लॉप,कदल आरएस फ्लिप फ्लॉप
संवृत परिपथ टेलिविजन,बंद सर्किट दूरदर्शन
संवृत पाश प्रचालन,बंद लूप ऑपरेशन
संवृत पाश लब्धि,बंद लूप लाभ
पूरक धात्वाक्साइड अर्धचालक,पूरक मेटॅलिक सेमीकंडक्टर
CMOS युक्ति,CMOS डिव्हाइस
सी.एम.आर.आर. (उभयनिष्ठ विधा निराकरण अनुपात),CMRR (कॉमन मोड न्यूट्रलायझेशन रेशो)
CO2लेजर,CO2 लेसर
समाक्ष केबल,समाक्षीय केबल
समाक्षीय कोटर,कोएक्सियल कोटर
समाक्ष संबंधक,समाक्षीय कनेक्टर
"समाक्ष संबंधक, समाक्ष अनुयोजक","समाक्षीय कनेक्टर, समाक्षीय कनेक्टर"
समाक्षीय लाइन,समाक्षीय रेषा
समाक्षीय रेखा,समाक्षीय रेषा
समाक्षीय तरंग पथक,समाक्षीय लहरी मार्ग
कोड परिवर्तन,कोड बदल
कोड परिवर्तक,कोड चेंजर
"कोडेक, कोडर-विकोडर","कोडेक, कोडर-डीकोडर"
स्टीरियो कोडन,स्टिरिओ कोडिंग
युग्मन गुणांक,कपलिंग गुणांक
निग्रह बल,प्रतिबंधक शक्ती
संसक्त प्रकाश,सुसंगत प्रकाश
कुंडली,कुंडली
कुंडली वेष्टन मशीन,कॉइल वाइंडिंग मशीन
संपाती परिपथ,योगायोग सर्किट
तप्त कैथोड नली,गरम कॅथोड ट्यूब
शीत झलाई बिंदु,कोल्ड वेल्डिंग पॉइंट
"संग्राही, संग्राहक","कलेक्टर, कलेक्टर"
संग्राही धारा,प्रवाह गोळा करणे
संग्राही क्षय,संग्राहक क्षय
संग्राही दक्षता,कलेक्टर कार्यक्षमता
समांतरकारी लेंस,समांतर लेन्स
वर्ण आलेखन,वर्ण मसुदा
रंग प्रस्फोट,रंग फुटणे
"रंग संकेत, वर्ण कोड","रंग कोड, वर्ण कोड"
रंग विभेदक सिग्नल,रंग भिन्नता सिग्नल
रंग मारक,उतारा
रंगीन मॉनीटर,रंग मॉनिटर
वर्ण पुनरूत्पादन (पुनर्उत्पादन),वर्ण पुनरुत्पादन
वर्ण संतृप्तता,रंग संपृक्तता
रंगीन उपवाहक आवृत्ति,रंगीत वाहक वारंवारता
वर्णतुल्यकाली सिग्नल,अॅक्रोमॅटिक सिग्नल
रंगीन टेलिविजन,रंगीत दूरदर्शन
रंगीन टेलीविजन निकाय,रंगीत टेलिव्हिजन बॉडी
"कॉलम स्पीकर, स्तम्भाकार ध्वनि निक्षेपक","स्तंभ स्पीकर, स्तंभीय आवाज ठेवणारा"
"कौम्ब फिल्टर, कंघीनुमा फिल्टर","कंघी फिल्टर, कंघी फिल्टर"
संयोजन परिपथ,कनेक्शन सर्किट
संयोजी तर्क,संयोजन तर्कशास्त्र
समादेश,आज्ञा
