Marathi,Kannada
फाइल जोडा,ಕಡತವನ್ನು ಸೇರಿಸು
ऑपरेशन जोडा,ಕಾರ್ಯಾಚರಣೆಯನ್ನು ಸೇರಿಸಿ
जोडणारा,ಸೇರಿಸುವವನು
पत्ता,ವಿಳಾಸ
पत्ता बस,ವಿಳಾಸ ಬಸ್
पत्ता फाइल,ವಿಳಾಸ ಫೈಲ್
पत्त्याचे स्वरूप,ವಿಳಾಸ ಸ್ವರೂಪ
पत्ता जनरेटर,ವಿಳಾಸ ಜನರೇಟರ್
पत्ता ओळ,ವಿಳಾಸ ಸಾಲು
पत्ता मॅपिंग,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
पत्ता सूचक,ವಿಳಾಸ ಪಾಯಿಂಟರ್
पत्ता नोंदवही,ವಿಳಾಸ ನೋಂದಣಿ
पत्ता ठराव,ವಿಳಾಸ ನಿರ್ಣಯ
पत्ता अनुवाद,ವಿಳಾಸ ಅನುವಾದ
संबोधित मेमरी,ಸ್ಮರಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ
संबोधित करणे,ಉದ್ದೇಶಿಸಿ
पर्याप्तता निकष,ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡಗಳು
संलग्न,ಪಕ್ಕದ
प्रशासन,ಆಡಳಿತ
प्रशासक,ನಿರ್ವಾಹಕ
adobe acrobat,ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್
अडोब फोटोशाॅप,ಅಡೋಬ್ ಫೋಟೋಶಾಪ್
अॅडव्हान्स बिझनेस अॅप्लिकेशन प्रोग्रामिंग (ABAP),ಅಡ್ವಾನ್ಸ್ ಬಿಸಿನೆಸ್ ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ (ABAP)
प्रगत डेटा,ಸುಧಾರಿತ ಡೇಟಾ
प्रगत माहिती प्रणाली,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
प्रगत तंत्रज्ञान (AT),ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT)
एजंट,ಏಜೆಂಟ್
एकत्रीकरण,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
एअरबोर्न संगणक प्रणाली,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
aldus पृष्ठ निर्माता,ಅಲ್ಡಸ್ ಪೇಜ್ ಮೇಕರ್
इशारा बॉक्स,ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ
अल्गोल,ಆಲ್ಗೋಲ್
अल्गोरिदम,ಅಲ್ಗಾರಿದಮ್
अल्गोरिदम विश्लेषण,ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ
अल्गोरिदम कार्यक्षमता,ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ
उर्फ,ಅಲಿಯಾಸ್
संरेखन,ಜೋಡಣೆ
वाटप,ಹಂಚಿಕೆ
वर्णमाला,ವರ್ಣಮಾಲೆಯ
अल्फान्यूमेरिक,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
अल्फान्यूमेरिक की बोर्ड,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀ ಬೋರ್ಡ್
अल्फा-चाचणी,ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ
अल्फा आवृत्ती,ಆಲ್ಫಾ-ಆವೃತ್ತಿ
alt की,ಆಲ್ಟ್ ಕೀ
altavista,ಅಲ್ಟಾವಿಸ್ತಾ
अस्पष्टता,ಅಸ್ಪಷ್ಟತೆ
अस्पष्ट व्याकरण,ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ
अमेरिकन राष्ट्रीय मानक संस्था (ANSI),ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI)
अमेरिकन स्टँडर्ड कोड फॉर इन्फॉर्मेशन इंटरचेंज (ASCII),ಮಾಹಿತಿ ವಿನಿಮಯಕ್ಕಾಗಿ ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್ (ASCII)
अॅनालॉग,ಅನಲಾಗ್
अॅनालॉग संगणक,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
अॅनालॉग डिव्हाइस,ಅನಲಾಗ್ ಸಾಧನ
अॅनालॉग मॉडेम,ಅನಲಾಗ್ ಮೋಡೆಮ್
अॅनालॉग ते डिजिटल कनव्हर्टर (ADC),ಅನಲಾಗ್ ಟು ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ (ADC)
आणि,ಮತ್ತು
आणि सर्किट,ಮತ್ತು ಸರ್ಕ್ಯೂಟ್
आणि गेट,ಮತ್ತು ಗೇಟ್
आणि ऑपरेशन नाही (अपवर्जन),ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ)
अॅनिमेशन,ಅನಿಮೇಷನ್
भाष्य,ಟಿಪ್ಪಣಿ
विसंगती,ಅಸಂಗತತೆ
पूर्ववर्ती,ಪೂರ್ವಭಾವಿ
आगाऊ पेजिंग,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
विरोधी सममित,ವಿರೋಧಿ ಸಮ್ಮಿತೀಯ
अँटीव्हायरस प्रोग्राम,ಆಂಟಿವೈರಸ್ ಪ್ರೋಗ್ರಾಂ
ऍपलेट,ಆಪ್ಲೆಟ್
अनुप्रयोग विकासक,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
अनुप्रयोग प्रोग्रामिंग,ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API),ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)
अनुप्रयोग सॉफ्टवेअर,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್
उपयोजक भाषा,ಅನ್ವಯಿಕ ಭಾಷೆ
अंदाजे सिद्धांत,ಅಂದಾಜು ಸಿದ್ಧಾಂತ
आर्किटेक्चर,ವಾಸ್ತುಶಿಲ್ಪ
क्षेत्र हस्तांतरण,ಪ್ರದೇಶ ವರ್ಗಾವಣೆ
युक्तिवाद,ವಾದ
अंकगणित आणि तर्कशास्त्र एकक,ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ
अंकगणित तपासणी,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
अंकगणित स्थिरांक,ಅಂಕಗಣಿತ ಸ್ಥಿರ
अंकगणित डेटा,ಅಂಕಗಣಿತದ ಡೇಟಾ
अंकगणित सूचना,ಅಂಕಗಣಿತದ ಸೂಚನೆ
अंकगणित आणि तर्कशास्त्र एकक (ALU),ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ (ALU)
अर्पानेट,ಅರ್ಪಾನೆಟ್
रचना,ಶ್ರೇಣಿ
अॅरे कॅशे,ರಚನೆಯ ಸಂಗ್ರಹ
अॅरे संगणक,ಅರೇ ಕಂಪ್ಯೂಟರ್
अॅरे घटक,ರಚನೆಯ ಅಂಶ
अॅरे नाव,ರಚನೆಯ ಹೆಸರು
अॅरे प्रोसेसर,ರಚನೆಯ ಪ್ರೊಸೆಸರ್
बाण दर्शक बटणे,ಬಾಣದ ಕೀಲಿಗಳು
उच्चार,ಉಚ್ಚಾರಣೆ
उच्चार बिंदू,ಉಚ್ಚಾರಣಾ ಬಿಂದು
कृत्रिम कॉम्पॅक्शन,ಕೃತಕ ಸಂಕೋಚನ
कृत्रिम नियंत्रण,ಕೃತಕ ನಿಯಂತ್ರಣ
कृत्रिम बुद्धिमत्ता,ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ
चढणारा,ಆರೋಹಣ
चढत्या क्रमवारी,ಆರೋಹಣ ರೀತಿಯ
ASCII बेटिकल ऑर्डर,ASCII ಬೆಟಿಕಲ್ ಆರ್ಡರ್
ASCII नियंत्रण वर्ण,ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ
ASCII फाइल,ASCII ಫೈಲ್
ASCII फॉन्ट,ASCII ಫಾಂಟ್
ASCII हस्तांतरण,ASCII ವರ್ಗಾವಣೆ
प्रसर गुणोत्तर,ಆಕಾರ ಅನುಪಾತ
एएसपीआय,ASPI
ASR टाइमर,ASR ಟೈಮರ್
एकत्र करणे,ಜೋಡಿಸು
असेंबलर,ಅಸೆಂಬ್ಲರ್
विधानसभा,ಸಭೆ
विधानसभा भाषा,ಅಸೆಂಬ್ಲಿ ಭಾಷೆ
प्रतिपादन,ಪ್ರತಿಪಾದನೆ
असाइनमेंट,ನಿಯೋಜನೆ
संघटना,ಸಂಘ
सहयोगी पत्ता,ಸಹಾಯಕ ವಿಳಾಸ
सहयोगी स्मृती,ಸಹಾಯಕ ಸ್ಮರಣೆ
asteric,ಆಸ್ಟರಿಕ್
असममित,ಅಸಮ್ಮಿತ
असिंक्रोनस,ಅಸಮಕಾಲಿಕ
असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL),ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL)
असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM),ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM)
असिंक्रोनस हस्तांतरण,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
एसिंक्रोनस ट्रान्सफर मोड (एटीएम),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
अणू,ಪರಮಾಣು
संलग्न दस्तऐवज,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
संलग्न फाइल,ಲಗತ್ತಿಸಲಾದ ಕಡತ
संलग्नक,ಬಾಂಧವ್ಯ
विशेषता,ಗುಣಲಕ್ಷಣ
ऑडिओ,ಆಡಿಯೋ
ऑडिट प्रोग्रामिंग,ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
तपासणीचे सूत्र,ಆಡಿಟ್ ಟ್ರಯಲ್
वाढ,ವರ್ಧನೆ
प्रमाणीकरण प्रोटोकॉल,ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
ऑथरिंग सिस्टम,ಲೇಖಕ ವ್ಯವಸ್ಥೆ
अधिकृतता,ಅಧಿಕಾರ
स्वयं गोषवारा,ಸ್ವಯಂ ಅಮೂರ್ತ
ऑटोबूटिंग,ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ
ऑटोकॅड,ಆಟೋಕ್ಯಾಡ್
ऑटोलॉग चालू,ಸ್ವಯಂ ಲಾಗ್ ಆನ್
स्वयंचलित,ಸ್ವಯಂಚಾಲಿತ
ऑटोमेटा सिद्धांत,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
स्वयंचलित संगणन,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್
स्वयंचलित डेटा प्रक्रिया,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
स्वयंचलित त्रुटी सुधारणा,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
स्वयंचलित कार्य,ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ
स्वयंचलित अनुक्रमणिका,ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ
स्वयंचलित लायब्ररी कॉल,ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ
स्वयंचलित प्रोग्रामिंग,ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
स्वयंचलित पुनर्प्राप्ती कार्यक्रम,ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ
स्वयंचलित दिनचर्या,ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ
स्वयंचलित प्रणाली पुनर्प्राप्ती,ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ
स्वयंचलित टेलर मशीन (एटीएम),ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM)
ऑटोमेशन,ಯಾಂತ್ರೀಕೃತಗೊಂಡ
ऑटो प्ले,ಸ್ವಚಾಲಿತ
स्वयं जतन करा,ಸ್ವಯಂ ಉಳಿಸಿ
सहाय्यक,ಸಹಾಯಕ
सहाय्यक मेमरी,ಸಹಾಯಕ ಸ್ಮರಣೆ
सहायक स्टोरेज,ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ
उपलब्ध यादी,ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ
उपलब्ध वेळ,ಲಭ್ಯವಿರುವ ಸಮಯ
सरासरी,ಸರಾಸರಿ
awk (भाषा),awk (ಭಾಷೆ)
बॅकएंड,ಬ್ಯಾಕೆಂಡ್
बॅकएंड प्रोसेसर,ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್
बॅकफेस काढणे,ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ
पार्श्वभूमी प्रक्रिया,ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ
बॅकिंग स्टोअर,ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ
बॅकपॅचिंग,ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್
बॅकस्पेस,ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್
बॅकट्रॅकिंग,ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್
बॅकअप,ಬ್ಯಾಕ್ ಅಪ್
बॅकअप मेमरी,ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ
मागास त्रुटी पुनर्प्राप्ती,ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ
ताळेबंद,ಆಯವ್ಯಯ ಪಟ್ಟಿ
बँड,ಬ್ಯಾಂಡ್
बँड रुंदी,ಬ್ಯಾಂಡ್ ಅಗಲ
बँकरचा अल्गोरिदम,ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್
बार कोड,ಬಾರ್ ಕೋಡ್
बार कोड स्कॅनर,ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್
बार आलेख,ಬಾರ್ ಗ್ರಾಫ್
मूळ पत्ता,ಮೂಲ ವಿಳಾಸ
बेस बँड,ಬೇಸ್ ಬ್ಯಾಂಡ್
आधार क्रमांक,ಮೂಲ ಸಂಖ್ಯೆ
बेस टेबल,ಬೇಸ್ ಟೇಬಲ್
बेसिक,ಬೇಸಿಕ್
मूलभूत नियंत्रण,ಮೂಲ ನಿಯಂತ್ರಣ
मूलभूत इनपुट,ಮೂಲ ಇನ್ಪುಟ್
मूलभूत सूचना,ಮೂಲ ಸೂಚನೆ
मूलभूत आउटपुट,ಮೂಲ ಔಟ್ಪುಟ್
मूलभूत पायरी,ಮೂಲ ಹಂತ
तुकडी,ಬ್ಯಾಚ್
बॅच फाइल,ಬ್ಯಾಚ್ ಫೈಲ್
बॅच स्थिती,ಬ್ಯಾಚ್ ಸ್ಥಾನ
बॅच प्रक्रिया,ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ
बॅच सिस्टम,ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ
बॉड,ಬಾಡ್
बॉड दर,ಬೌಡ್ ದರ
तुळई,ಕಿರಣ
बेंचमार्क,ಮಾನದಂಡ
द्विदिश संप्रेषण,ದ್ವಿಮುಖ ಸಂವಹನ
द्विदिश दुवा,ದ್ವಿಮುಖ ಲಿಂಕ್
बायनरी कोड,ಬೈನರಿ ಕೋಡ್
बायनरी अंक,ದ್ವಿಮಾನ ಅಂಕಿ
बायनरी इनपुट आउटपुट सिस्टम (BIOS),ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS)
बायनरी संख्या,ಬೈನರಿ ಸಂಖ್ಯೆ
बायनरी ऑपरेटर,ಬೈನರಿ ಆಪರೇಟರ್
बायनरी संबंध,ದ್ವಿಮಾನ ಸಂಬಂಧ
बायनरी शोध,ಬೈನರಿ ಹುಡುಕಾಟ
बायनरी सर्च ट्री (BST),ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST)
बायनरी हस्तांतरण,ಬೈನರಿ ವರ್ಗಾವಣೆ
बायनरी झाड,ಅವಳಿ ಮರ
द्विध्रुवीय मेमरी,ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ
जन्म मृत्यू मॉडेल,ಜನನ ಮರಣ ಮಾದರಿ
जन्म मृत्यू प्रक्रिया,ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ
बिट,ಸ್ವಲ್ಪ
थोडा दोष,ಸ್ವಲ್ಪ ತಪ್ಪು
बिट नकाशा,ಬಿಟ್ ನಕ್ಷೆ
बिट मॅप पिक्सेल (BMP),ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP)
बिट मॅट्रिक्स,ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
बिट नमुना,ಬಿಟ್ ಮಾದರಿ
बिट स्थिती,ಬಿಟ್ ಸ್ಥಾನ
बिट दर,ಬಿಟ್ ದರ
ब्लॅक बॉक्स चाचणी,ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ
लुकलुकणे,ಮಿಟುಕಿಸುವುದು
ब्लॉक,ಬ್ಲಾಕ್
ब्लॉक कॅशे,ಬ್ಲಾಕ್ ಸಂಗ್ರಹ
ब्लॉक चेक,ಬ್ಲಾಕ್ ಚೆಕ್
ब्लॉक कॉपी,ಬ್ಲಾಕ್ ನಕಲು
ब्लॉक आकृती,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
ब्लॉकिंग नेटवर्क,ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್
बोर्ड,ಬೋರ್ಡ್
पुस्तक चिन्ह,ಪುಸ್ತಕ ಗುರುತು
बुलियन बीजगणित,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
बुलियन संबंध,ಬೂಲಿಯನ್ ಸಂಬಂಧ
बूट विभाजन,ಬೂಟ್ ವಿಭಾಗ
बूट strapping,ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್
बूट-स्ट्रॅप लोडर,ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್
पूल,ಸೇತುವೆ
ब्रॉडबँड नेटवर्किंग,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್
प्रसारण,ಪ್ರಸಾರ
रेडिओ प्रसारित करा,ರೇಡಿಯೋ ಪ್ರಸಾರ
ब्राउझ करा,ಬ್ರೌಸ್
ब्राउझर,ಬ್ರೌಸರ್
बी-वृक्ष,ಬಿ-ಟ್ರೀ
बबल मेमरी,ಬಬಲ್ ಮೆಮೊರಿ
बबल क्रमवारी,ಬಬಲ್ ರೀತಿಯ
बादली,ಬಕೆಟ್
मित्र प्रणाली,ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ
बजेट प्रभावी नियंत्रण,ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ
बफर,ಬಫರ್
किडा,ದೋಷ
बस,ಬಸ್
बाइट,ಬೈಟ್
बाइट कोड,ಬೈಟ್ ಕೋಡ್
c,ಸಿ
C++,C++
कॅशे,ಸಂಗ್ರಹ
कॅशे बफर,ಸಂಗ್ರಹ ಬಫರ್
कॅशे मेमरी,ಸಂಗ್ರಹ ಮೆಮೊರಿ
गणना,ಲೆಕ್ಕಾಚಾರ
कॅल्क्युलेटर,ಕ್ಯಾಲ್ಕುಲೇಟರ್
कॅल्क्युलेटर चिप,ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್
कॉल,ಕರೆ
नावाने कॉल करा,ಹೆಸರಿನಿಂದ ಕರೆ ಮಾಡಿ
संदर्भानुसार कॉल करा,ಉಲ್ಲೇಖದ ಮೂಲಕ ಕರೆ ಮಾಡಿ
मूल्यानुसार कॉल करा,ಮೌಲ್ಯದಿಂದ ಕರೆ ಮಾಡಿ
व्हेरिएबल्सद्वारे कॉल करा,ವೇರಿಯಬಲ್ ಮೂಲಕ ಕರೆ ಮಾಡಿ
कॉल गेट,ಕರೆ ಗೇಟ್
रद्द करा,ರದ್ದುಮಾಡು
रद्द करा बटण,ರದ್ದು ಬಟನ್
प्रामाणिक,ಅಂಗೀಕೃತ
प्रामाणिक स्वरूप,ಅಂಗೀಕೃತ ರೂಪ
क्षमता,ಸಾಮರ್ಥ್ಯ
क्षमता यादी,ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ
क्षमता,ಸಾಮರ್ಥ್ಯ
कॅप्स लॉक की,ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ
कार्ड,ಕಾರ್ಡ್
कार्ड रीडर,ಕಾರ್ಡ್ ರೀಡರ್
मुख्यत्वे,ಕಾರ್ಡಿನಲಿಟಿ
वाहक,ವಾಹಕ
वाहक बँड,ವಾಹಕ ಬ್ಯಾಂಡ್
वाहक लोड,ವಾಹಕ ಲೋಡ್
वाहक सिग्नल,ವಾಹಕ ಸಂಕೇತ
वाहक लहर,ವಾಹಕ ತರಂಗ
वाहून नेणे,ಒಯ್ಯುತ್ತಾರೆ
कॅरी अंक,ಅಂಕೆ ಸಾಗಿಸಿ
ध्वज घेऊन जा,ಧ್ವಜವನ್ನು ಒಯ್ಯುತ್ತಾರೆ
काडतूस डिस्क,ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್
कॅस्केड,ಕ್ಯಾಸ್ಕೇಡ್
केस,ಪ್ರಕರಣ
कॅथोड रे ट्यूब (सीआरटी),ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT)
कॅथोड रे ट्यूब (सीआरटी),ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT)
CD ROM डिस्क ड्राइव्ह,ಸಿಡಿ ರಾಮ್ ಡಿಸ್ಕ್ ಡ್ರೈವ್
सेल,ಜೀವಕೋಶ
सेल अॅनिमेशन,ಸೆಲ್ ಅನಿಮೇಷನ್
भ्रमणध्वनी,ಸೆಲ್ಯುಲಾರ್ ಫೋನ್
केंद्रीय स्मृती,ಕೇಂದ್ರ ಸ್ಮರಣೆ
सेंट्रल प्रोसेसिंग युनिट (CPU),ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU)
केंद्रीकृत प्रणाली,ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ
प्रमाणित टेप,ಪ್ರಮಾಣೀಕೃತ ಟೇಪ್
साखळी,ಸರಪಳಿ
साखळी डेटा,ಸರಣಿ ಡೇಟಾ
साखळी दुवा,ಸರಪಳಿಯ ಕೊಂಡಿ
चेनिंग,ಚೈನ್ನಿಂಗ್
चॅनल,ಚಾನಲ್
चॅनेल व्यस्त टोन,ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್
