Punjabi,Bengali
ਬੈੱਡ ਰੌਕ,বিছানা শিলা
ਬੈੱਡ ਰੂਮ,শয়নকক্ষ
ਮੋਮ,মোম
ਘੰਟੀ ਬਾਕਸ,বেল বক্স
ਘੰਟੀ ਵਾਲੀ ਬਾਲਟੀ,বেলিং বালতি
ਬੇਲੋਫ੍ਰਾਮ,বেলোফ্রাম
ਬੈਂਚਡ ਫਾਊਂਡੇਸ਼ਨ,বেঞ্চড ফাউন্ডেশন
ਬੈਂਚਿੰਗ,বেঞ্চিং
ਬੇਂਚਮਾਰਕ,মাপকাঠি
ਲਾਭ ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,বেনিফিট খরচ বিশ্লেষণ
ਬਰਮ,বারম
Bevelled ਬੰਦ,বেভেলড ক্লোজার
"ਬੀ-ਹੋਰੀਜ਼ਨ,&quot;ਬੀ-","বি-দিগন্ত,&quot;বি-"
ਬਾਇਟ,বিয়াট
ਬਿੰਦਰ,বাইন্ডার
ਬਾਈਡਿੰਗ ਸਮੱਗਰੀ,বাঁধাই উপাদান
ਬਾਇਓਟ ਦਾ ਸਿਧਾਂਤ,বায়োটের তত্ত্ব
ਬਿਟੂਮਨ,বিটুমেন
ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ,কালো তুলার মাটি
ਕਾਲੀ ਧਰਤੀ,কালো পৃথিবী
ਕਾਲੀ ਮੈਦਾਨ ਵਾਲੀ ਮਿੱਟੀ,কালো টার্ফ মাটি
ਬਲੇਡ,ব্লেড
ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ ਸੀਮਿੰਟ,ব্লাস্ট ফার্নেস স্ল্যাগ সিমেন্ট
ਬਲਾਕੀ ਬਣਤਰ,অবরুদ্ধ কাঠামো
ਬੋਗੀ ਪ੍ਰਤੀਰੋਧ,বগি প্রতিরোধ
ਬੋਗ-ਲੋਹੇ ਦਾ ਧਾਤ,বগ-লোহা আকরিক
ਬਾਂਡ,বন্ধন
ਬੰਧੂਆ ਮੈਂਬਰ,বন্ডেড সদস্য
ਬੰਧੂਆ ਪੋਸਟ ਤਣਾਅ,বন্ধন পোস্ট উত্তেজনা
ਬੰਧਨ ਪੱਥਰ,বন্ড পাথর
ਬੰਨ੍ਹ ਪਾਣੀ,আবদ্ধ জল
ਬਾਕਸ ਗਟਰ,বক্স নর্দমা
ਬ੍ਰੇਸ,বন্ধনী
ਇੱਟ-ਤੇ-ਕਿਨਾਰੇ,ইট-অন-এজ
ਲਗਾਮ,লাগাম
ਚਮਕ,উজ্জ্বলতা
ਭੂਰੀ ਮਿੱਟੀ,বাদামী মাটি
ਬਿਲਡਿੰਗ,বিল্ডিং
ਬਿਲਡਿੰਗ ਸਰਵੇਅਰ,বিল্ডিং সার্ভেয়ার
ਬਫਰ,বাফার
ਬਫਰ ਕਰਵ,বাফার বক্ররেখা
ਬਫਰਿੰਗ,বাফারিং
ਬਫਰਿੰਗ ਸਮਰੱਥਾ,বাফার ক্ষমতা
ਬੰਦਰ,বান্দর
ਬਟਰਸ,বাট্রেস
ਸੀ-ਹੋਰੀਜ਼ਨ,সি-দিগন্ত
ਕੇਬਲ,তারের
ਕੇਬਲ ਮੋਲਡਿੰਗ,তারের ছাঁচনির্মাণ
ਕੇਬਲਿੰਗ,ক্যাবলিং
ਕੈਬਿਨ,কেবিন
ਕੈਬਿਨ ਹੁੱਕ,কেবিন হুক
ਕੈਬਨਿਟ,মন্ত্রিসভা
ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ,ক্যাবল্টের পদত্যাগ
ਕੈਫੇਟੇਰੀਆ,ক্যাফেটারিয়া
ਪਿੰਜਰਾ,খাঁচা
ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ,খাঁচা নির্মাণ
ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ,কেইনের সূত্র
ਕੈਸਨ,কাইসন
ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ,ক্যাসন রোগ
ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ,ক্যাসন ফাউন্ডেশন
ਕੈਸਨ ਢੇਰ,Caisson pile
ਕੈਲੇਰੀਅਸ ਇੱਟ,চুনযুক্ত ইট
ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ,চুনযুক্ত কাদামাটি
ਛਾਲੇਦਾਰ ਛਾਲੇ,চুনযুক্ত ভূত্বক
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,ক্যালসিফিকেশন
ਕੈਲਸੀਨੇਸ਼ਨ,ক্যালসিনেশন
ਕੈਲਸੀਨ,ক্যালসিন
ਕੈਲਸਾਈਟ,ক্যালসাইট
ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ,ক্যালসিয়াম-অ্যালুমিনেট সিমেন্ট
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ,ক্যালসিয়াম-সিলিকেট ইট
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ,ক্যালসিয়াম-সিলিকেট হাইড্রেট
ਕੈਲੀਚੇ,ক্যালিছে
ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ,ক্যালিফোর্নিয়া ভারবহন অনুপাত
ਕੈਲੀਪਰ,ক্যালিপার
ਕੈਲੋਰੀਮੀਟਰ,ক্যালোরিমিটার
ਕੈਮਬਰ,ক্যাম্বার
ਨਹਿਰ,খাল
ਕੈਨੋਪੀ,ক্যানোপি
Cantilever ਪੈਰ,ক্যান্টিলিভার ফুটিং
ਕੈਪ,ক্যাপ
ਸਮਰੱਥਾ,ক্ষমতা
ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ,আইল ট্র্যাকের ক্ষমতা
ਕੈਪ ਕੇਬਲ,ক্যাপ তারের
ਕੈਪੀਲੇਰਿਟੀ,কৈশিকতা
ਕੇਸ਼ਿਕਾ ਬਰੇਕ,কৈশিক বিরতি
ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ,কৈশিক প্রবাহ
ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ,কৈশিক আর্দ্রতা বা কৈশিক জল
ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ,কৈশিক ছিদ্র স্থান
ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ,কৈশিক ছিদ্র
ਕੇਸ਼ੀਲ ਸਪੇਸ,কৈশিক স্থান
ਵੇਗ ਕੈਪਚਰ ਕਰੋ,ক্যাপচার বেগ
ਕਾਰਬਨੇਸ਼ਨ,কার্বনেশন
ਕਾਰਬਨ ਕਾਲਾ,কার্বন কালো
ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ,কাস্টবল অবাধ্য
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ,কাস্ট-ইন-প্লেস বা কাস্ট-ইন-সিটু
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ,কাস্ট-ইন-প্লেস গাদা
ਕੈਸਟਰ,ক্যাস্টর
ਪੱਥਰ ਸੁੱਟੋ,ঢালাই পাথর
ਉਤਪ੍ਰੇਰਕ,প্রভাবক
ਕੈਟੇਨਾ,ক্যাটেনা
ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ,বিড়ালের মুখ
ਬਿੱਲੀ ਦਾ ਸਿਰ,বিড়ালের মাথা
ਕੈਸ਼ਨ,ক্যাটান
ਬਿੱਲੀ ਵਾਕ,বিড়াল হাঁটা
Cavitation ਨੁਕਸਾਨ,গহ্বরের ক্ষতি
ਸੇਲੀਟ,সেলাইট
ਸੈਲੂਲਰ ਕੰਕਰੀਟ,সেলুলার কংক্রিট
ਸੈਲੂਲਰ ਉਸਾਰੀ,সেলুলার নির্মাণ
ਸੀਮਿੰਟ,সিমেন্ট
"ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ","সিমেন্ট, বিটুমিনাস"
"ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ","সিমেন্ট, উচ্চ শক্তি"
"ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ","সিমেন্ট, জলবাহী"
"ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ","সিমেন্ট, কম তাপ"
"ਸੀਮਿੰਟ, ਚਿਣਾਈ","সিমেন্ট, রাজমিস্ত্রি"
"ਸੀਮਿੰਟ, ਕੁਦਰਤੀ","সিমেন্ট, প্রাকৃতিক"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ","সিমেন্ট, পোর্টল্যান্ড"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ","সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ","সিমেন্ট, পোর্টল্যান্ড পোজোলান"
"ਸੀਮਿੰਟ, ਸਲੈਗ","সিমেন্ট, স্ল্যাগ"
"ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ","সিমেন্ট, সালফেট প্রতিরোধী"
"ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ","সিমেন্ট, সুপার সালফেটেড"
"ਸੀਮਿੰਟ, ਚਿੱਟਾ","সিমেন্ট, সাদা"
ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ,সিমেন্ট-সমষ্টি অনুপাত
ਸੀਮਿੰਟ ਸਮੱਗਰੀ,সিমেন্ট সামগ্রী
ਸੀਮਿੰਟ ਜੈੱਲ,সিমেন্ট জেল
ਸੀਮਿੰਟ ਬੰਦੂਕ,সিমেন্টের বন্দুক
ਸੀਮਿੰਟ ਭੱਠਾ,সিমেন্টের ভাটা
ਸੀਮਿੰਟ ਪੇਂਟ,সিমেন্ট পেইন্ট
ਸੀਮਿੰਟ ਪਲਾਸਟਰ,সিমেন্ট প্লাস্টার
ਸੀਮਿੰਟ ਚੱਟਾਨ,সিমেন্ট শিলা
ਸੀਮਿੰਟ ਸਲਰੀ,সিমেন্ট স্লারি
ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼,সিমেন্ট স্টোরেজ
ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,সিমেন্টেশন প্রক্রিয়া
ਸੈਂਟਰਿੰਗ,কেন্দ্রীভূত করা
ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ,সেন্টারিং এবং শাটারিং
ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ,কেন্দ্রীয় মিশ্র কংক্রিট
ਕੇਂਦਰੀ ਮਿਕਸਰ,কেন্দ্রীয় মিশুক
ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ,কেন্দ্রাতিগ পাখা
ਚਾਕ,চক
ਚੈਂਫਰ,চেম্ফার
ਚੈਂਫਰ ਪੱਟੀ,চেম্ফার ফালা
ਚੈਨਲ ਬੀਮ,চ্যানেল বিম
ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ,চরিত্রগত লোড
ਗੁਣ ਸ਼ਕਤੀ,চারিত্রিক শক্তি
ਚਾਰਜ ਬੰਦ,বন্ধ চার্জ
ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ,চার্জিং
ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ,চেক করা হচ্ছে
ਰਸਾਇਣਕ ਬੰਧਨ,রাসায়নিক বন্ধন
ਚੇਰਨੋਜ਼ਮ,চেরনোজেম
ਚੈਸਟਨਟ ਮਿੱਟੀ,চেস্টনাট মাটি
ਚਿਮਨੀ ਗਟਰ,চিমনি নর্দমা
ਚਿੱਪ ਬੋਰਡ,চিপ বোর্ড
ਚਿੱਪਿੰਗ,চিপিং
ਚਿਪਸ,চিপস
ਚੂਤ,চুট
ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ),শ্রেণী (কংক্রিটের)
ਮਿੱਟੀ,কাদামাটি
ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ,কাদামাটি বিষয়বস্তু
ਮਿੱਟੀ ਦਾ ਪੈਨ,মাটির প্যান
ਸਫਾਈ,পরিস্কার করা
ਸਾਫ਼ ਕਰੋ,পরিষ্কার কর
ਕਲੀਟ,ক্লিট
ਕਲਿੰਕਰ,ক্লিঙ্কার
ਕਲਿਪ,ক্লিপ
ਜੰਮਣਾ,জমাট বাঁধা
ਮੋਟਾ ਕੁੱਲ,মোটা সমষ্টি
ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ,মোটা দানাদার মাটি
ਕੋਟ,কোট
ਕੋਫਰ ਡੈਮ,কফার বাঁধ
ਤਾਲਮੇਲ,সংহতি
ਕੋਲਾਇਡ,কলয়েড
ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ,কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত
ਕੋਲੋਇਡਲ ਸਿਸਟਮ,কলয়েডাল সিস্টেম
ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ,কোলুভিয়াল মাটি
ਕਾਲਮ,কলাম
ਕੰਬਡ ਮੁਕੰਮਲ,কম্বড ফিনিস
ਸੰਯੁਕਤ ਪੈਰ,সম্মিলিত পাদদেশ
ਸੰਯੁਕਤ ਪਾਣੀ,মিলিত জল
ਸਾਂਝਾ ਕਮਰਾ,বৈঠকখানা
ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ,সমাপনী সনদ
ਕੰਪੋਨੈਂਟ ਵਰਗ,উপাদান বর্গক্ষেত্র
ਕੰਕਰੀਟ,কংক্রিট
ਕੰਕਰੀਸ਼ਨ,কংক্রিশন
ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ,একত্রিত হার/সমতল হার
ਗੰਦਗੀ,দূষক
ਐਲਕੋਵ ਪਕਾਉਣਾ,আলকোভ রান্না করা
ਮੁਕਾਬਲਾ ਕਰਨਾ,মোকাবিলা করা
ਕੋਰਬੇਲ,করবেল
ਕਾਰਨੀਸ,কার্নিস
ਕਪਲਰ,কাপলার
"ਕਪਲਰ, ਡਬਲ","যুগল, দ্বিগুণ"
"ਕਪਲਰ, ਪੁਟਲੌਗ","কাপলার, পুটলগ"
"ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ","কাপলার, সুইভেল"
ਕੋਰਸ,কোর্স
ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ,র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা
ਕਵਰ ਕੀਤਾ ਖੇਤਰ,ঢাকা এলাকা
ਕ੍ਰੀਪ,হামাগুড়ি
ਕ੍ਰੀਪ ਗੁਣਾਂਕ,ক্রীপ সহগ
ਕਰੋਟੋਵਾਈਨ,ক্রোটোভাইন
ਕਾਂ ਦੇ ਪੈਰ,কাকের পা
ਟੁਕੜਾ ਬਣਤਰ,চূর্ণবিচূর্ণ গঠন
ਕਰਬ,প্রতিবন্ধক
ਵਰਤਮਾਨ,কারেন্ট
ਕਰਵ ਪ੍ਰਤੀਰੋਧ,বক্ররেখা প্রতিরোধের
ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ,স্যাঁতসেঁতে প্রুফ কোর্স
ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ,সমাপ্তির তারিখ
ਡੈੱਡ ਲੋਡ,মৃত লোড
ਮਰੇ ਹੋਏ ਪਾਣੀ,মরা জল
ਡੈਸੀਬਲ,ডেসিবেল
Deflocculation,ডিফ্লোকুলেশন
ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ,বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী
ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ,সমষ্টির ডিগ্রি
ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ,বিচ্ছুরণ ডিগ্রী
ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ,স্যাচুরেশন ডিগ্রী
ਘਣਤਾ,ঘনত্ব
ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ,মরুভূমির ফুটপাথ
ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ,মরুভূমির মাটি
ਵੇਰਵੇ,বিস্তারিত
ਵਿਕਾਸ ਦੀ ਮਿਆਦ,উন্নয়নের সময়কাল
ਡੀ-ਹੋਰੀਜ਼ਨ,ডি-দিগন্ত
ਵਿਕਰਣ ਬੰਧਨ,তির্যক বন্ধন
ਚਿੱਤਰ,ডায়াগ্রাম
ਡਿਜੀਟਲ ਡੌਕ,ডিজিটাল ডক
ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ,পার্থক্য জলের হার
ਪਤਲਾ ਹਵਾਦਾਰੀ,পাতলা বায়ুচলাচল
ਡਾਇਲੁਵੀਅਮ,ডিলুভিয়াম
ਭੋਜਨ ਕਕਸ਼,খাবার কক্ষ
ਦਿਸ਼ਾ ਪੈਗ,দিকনির্দেশনা পেগ
ਫੈਲਾਅ,বিচ্ছুরণ
ਡਿਸਟੈਂਪਰ,ডিস্টেম্পার
ਡੌਕ,ডক
ਦਰਵਾਜ਼ਾ,দরজা
ਡੋਰਮਰ,ডর্মার
ਡੋਰਮਰ ਜਾਂਚ,ডর্মার চেক
ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ,ডাবল ফ্লেমিশ বন্ড
ਡਬਲ ਪਰਤ,ডবল লেয়ার
ਡੌਲ,দোয়েল
ਡਰਾਇੰਗ ਬੋਰਡ,অঙ্কন বোর্ড
ਡਰਾਇੰਗ ਰੂਮ,বৈঠকখানা
ਵਹਿਣਾ,প্রবাহ
ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ,শুকনো বাল্বের তাপমাত্রা
ਸੁੱਕੀ ਡੌਕ,শুকনো ডক
ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ,শুকনো রাবার রাজমিস্ত্রি
ਡੱਚ ਬਾਂਡ,ডাচ বন্ড
ਬੌਣੀ ਕੰਧ,বামন প্রাচীর
ਨਿਵਾਸ ਯੂਨਿਟ,বাস ইউনিট
ਈਵ,ইভ
ਈਵਸ ਗਟਰ,ইভস নর্দমা
ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ,অর্থনৈতিক সম্ভাব্যতা
ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,এক্টোডাইনামরফিক মাটি
ਐਡੀ,এডি
ਪ੍ਰਭਾਵੀ ਆਕਾਰ,কার্যকরী আকার
ਪ੍ਰਫੁੱਲਤ,প্রস্ফুটিত
ਪ੍ਰਵਾਹ,বর্জ্য
ਉਚਾਈ,উচ্চতা
ਐਲੂਵੀਏਸ਼ਨ,ইলুভিয়েশন
ਐਲੂਵਿਅਮ,এলুভিয়াম
ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ,এন্ডোডাইনামরফিক মাটি
ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ,ইঞ্জিনিয়ারিং সম্ভাব্যতা
ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ,ইংরেজি বন্ড
ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ,ইংরেজি বাগান প্রাচীর বন্ধন
"EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;","EPM (প্রতি মিলিয়নের সমতুল্য),&quot;"
ਬਰਾਬਰ ਭਾਰ,সমান ওজন
ਅਰਗ,অর্গ
ਵਟਾਂਦਰੇਯੋਗ,বিনিময়যোগ্য
ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ,বিনিময়যোগ্য অম্লতা
ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP),বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP)
ਈ.ਐੱਸ.ਪੀ.,ই এস পি
ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ,এক্সচেঞ্জ অ্যাসিডিটি
ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ,এক্সচেঞ্জ কমপ্লেক্স
ਨਿਕਾਸ,নিষ্কাশন
ਪ੍ਰਗਟ ਮੁਕੰਮਲ,উন্মুক্ত ফিনিস
ਆਈ,আই
ਅੱਖ ਦਾ ਭਾਂਡਾ,ভুরু
ਸਾਹਮਣਾ ਕਰਨਾ,সম্মুখ
ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,বন্ড সম্মুখীন
ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ,নিরাপত্তার ফ্যাক্টর
ਗਿਰਾਵਟ,পতন
ਫੇਸੀਆ,ফেসিয়া
ਫੇਸੀਆ ਬੋਰਡ,ফেসিয়া বোর্ড
ਨੁਕਸ,দোষ
ਖੇਤ ਦੀ ਨਮੀ,মাঠের আর্দ্রতা
ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ,চূড়ান্ত আর্দ্রতা সমতুল্য
