Punjabi,Malayalam
ਗਣਨਾ ਡੇਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,എണ്ണൽ ഡാറ്റയുടെ വിശകലനം
ਵਿਭਿੰਨਤਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,വ്യതിയാനത്തിന്റെ വിശകലനം
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,അനലിറ്റിക് ജ്യാമിതി
ਵਿਸ਼ਲੇਸ਼ਣ ਫੰਕਸ਼ਨ,വിശകലന പ്രവർത്തനം
ਕੋਣ,കോൺ
ਸੰਪਰਕ ਦਾ ਕੋਣ,കോൺടാക്റ്റ് കോൺ
ਭਟਕਣ ਦਾ ਕੋਣ,വ്യതിചലനത്തിന്റെ കോൺ
ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ,വിഷാദത്തിന്റെ ആംഗിൾ
ਭਟਕਣ ਦਾ ਕੋਣ,വ്യതിയാനത്തിന്റെ കോൺ
ਵਿਭਿੰਨਤਾ ਦਾ ਕੋਣ,ഡിഫ്രാക്ഷൻ കോൺ
ਉਚਾਈ ਦਾ ਕੋਣ,എലവേഷൻ കോൺ
ਘਟਨਾ ਦਾ ਕੋਣ,സംഭവത്തിന്റെ കോൺ
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,പ്രൊജക്ഷൻ കോൺ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,പ്രതിഫലനത്തിന്റെ കോൺ
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,അപവർത്തന കോൺ
ਰੋਟੇਸ਼ਨ ਦਾ ਕੋਣ,ഭ്രമണകോണ്
ਕੁੱਲ ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,മൊത്തം പ്രതിഫലനത്തിന്റെ കോൺ
ਕੋਣੀ ਪ੍ਰਵੇਗ,കോണീയ ത്വരണം
ਕੋਣੀ ਗਤੀ,കോണീയ ചലനം
ਕੋਣੀ ਗਤੀ,കോണീയ വേഗത
ਕੋਣੀ ਵੇਗ,കോണീയ പ്രവേഗം
ਐਨੁਲਸ,വാർഷികം
ਜਵਾਬ,ഉത്തരം
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,ആന്റി-ഡെറിവേറ്റീവ്
ਵਿਰੋਧੀ ਸਮਰੂਪ ਫੰਕਸ਼ਨ,ആന്റിസിമെട്രിക് പ്രവർത്തനം
ਲਾਗੂ ਹੈ,ബാധകമാണ്
ਐਪਲੀਕੇਸ਼ਨ,അപേക്ഷ
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,പ്രയോഗിച്ച ജ്യാമിതി
ਲਾਗੂ ਗਣਿਤ,പ്രയോഗിച്ച ഗണിതശാസ്ത്രം
ਲਾਗੂ ਅੰਕੜੇ,പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ
ਲਗਭਗ,ഏകദേശം
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം
ਅੰਦਾਜ਼ਨ ਢੰਗ,ഏകദേശ രീതി
ਅੰਦਾਜ਼ਨ ਹੱਲ,ഏകദേശ പരിഹാരം
ਲਗਭਗ ਸਮੱਸਿਆ,ഏകദേശ പ്രശ്നം
ਲਗਭਗ ਸੰਪਤੀ,ഏകദേശ സ്വത്ത്
ਯੋਗਤਾ ਟੈਸਟ ਬੈਟਰੀ,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ് ബാറ്ററി
Argand ਚਿੱਤਰ,അർഗൻഡ് ഡയഗ്രം
ਆਪਹੁਦਰੇ ਢੰਗ ਨਾਲ ਚੁਣਿਆ ਗਿਆ ਹੈ,ഏകപക്ഷീയമായി തിരഞ്ഞെടുത്തു
ਮਨਮਾਨੀ,ഏകപക്ഷീയമായ
ਆਪਹੁਦਰੇ ਸਥਿਰ,ഏകപക്ഷീയമായ സ്ഥിരാങ്കം
ਆਪਹੁਦਰੇ ਤੱਤ,ഏകപക്ഷീയമായ ഘടകം
ਮਨਮਾਨੀ ਬਿੰਦੂ,ഏകപക്ഷീയമായ പോയിന്റ്
ਆਰਕੀਮੀਡੀਅਨ ਕਾਨੂੰਨ,ആർക്കെമീഡിയൻ നിയമം
ਆਰਕੀਮੀਡੀਜ਼ ਸਿਧਾਂਤ,ആർക്കിമിഡീസ് തത്വം
ਚਾਪ ਦੀ ਲੰਬਾਈ,ആർക്ക് നീളം
ਚੱਕਰ ਦਾ ਚਾਪ,വൃത്താകൃതിയിലുള്ള കമാനം
ਚਾਪ ਸਾਇਨ ਵੰਡ,ആർക്ക് സൈൻ വിതരണം
ਚਾਪ ਸਾਇਨ ਪਰਿਵਰਤਨ,ആർക്ക് സൈൻ പരിവർത്തനം
ਖੇਤਰ,പ്രദേശം
ਖੇਤਰੀ ਬਣਤਰ,ഏരിയൽ ടെക്സ്ചർ
ਕੰਪਲੈਕਸ ਨੰਬਰ ਦੀ ਦਲੀਲ,സങ്കീർണ്ണ സംഖ്യയുടെ വാദം
ਗਣਿਤ ਦਾ ਮਤਲਬ,ഗണിത അർത്ഥം
ਗਣਿਤ ਦੀ ਕਾਰਵਾਈ,ഗണിത പ്രവർത്തനം
ਗਣਿਤ ਦੀ ਇਕਾਈ,ഗണിത യൂണിറ്റ്
ਪ੍ਰਬੰਧ,ക്രമീകരണം
ਐਰੇ,അറേ
ਨਕਲੀ ਸੈਟੇਲਾਈਟ,കൃത്രിമ ഉപഗ്രഹം
ਨਕਲੀ ਵੇਰੀਏਬਲ,കൃത്രിമ വേരിയബിൾ
ਚੜ੍ਹਨਾ,കയറുക
ਵੱਧਦੇ ਹੋਏ,ആരോഹണം
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം
ਚੜ੍ਹਦੀ ਲੜੀ,ആരോഹണ പരമ്പര
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,അസംബ്ലർ ഭാഷ
ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ,അസൈൻമെന്റ് പ്രശ്നം
ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,സഹകാരി നിയമം
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,അനുബന്ധ പ്രവർത്തനം
ਸੰਗਤ,സഹവാസം
ਮਤਲਬ ਮੰਨਿਆ,അർത്ഥമാക്കുന്നത്
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു
ਧਾਰਨਾ,അനുമാനം
ਜੋਤਿਸ਼,ജ്യോതിഷം
ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ,ബഹിരാകാശ എഞ്ചിനീയർ
ਖਗੋਲ ਵਿਗਿਆਨੀ,ജ്യോതിശാസ്ത്രജ്ഞൻ
ਖਗੋਲੀ ਘੜੀ,ജ്യോതിശാസ്ത്ര ഘടികാരം
ਖਗੋਲ ਵਿਗਿਆਨ,ജ്യോതിശാസ്ത്രം
ਅਸਮਿਤ ਵਕਰ,അസമമായ വക്രം
ਅਸਮਿਤੀ,അസമമിതി
asymptote,ലക്ഷണം
asymptotic,അസിംപ്റ്റോട്ടിക്
asymptotically ਕੁਸ਼ਲ ਅਨੁਮਾਨਕ,അസിംപ്റ്റിക്കലി കാര്യക്ഷമമായ എസ്റ്റിമേറ്റർ
asymptotically ਨਿਰਪੱਖ ਅਨੁਮਾਨਕ,അസ്‌മിപ്റ്റിക്കലി പക്ഷപാതമില്ലാത്ത എസ്റ്റിമേറ്റർ
asymptotic ਵਿਵਹਾਰ,അസിംപ്റ്റോട്ടിക് സ്വഭാവം
asymptotic ਵੰਡ ਫੰਕਸ਼ਨ,അസിംപ്റ്റോട്ടിക് ഡിസ്ട്രിബ്യൂഷൻ ഫംഗ്ഷൻ
asymptotic ਵਿਸਥਾਰ,അസിംപ്റ്റോട്ടിക് വികാസം
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,അന്തരീക്ഷമർദ്ദം
ਬੇਤਰਤੀਬੇ &#39;ਤੇ,മാറി മാറി
ਵਿਸ਼ੇਸ਼ਤਾ,ആട്രിബ്യൂട്ട്
ਗੁਣ ਨਮੂਨਾ ਪ੍ਰਕਿਰਿਆ,ആട്രിബ്യൂട്ടുകൾ സാമ്പിൾ നടപടിക്രമം
ਵਧੀ ਹੋਈ ਮੈਟਰਿਕਸ,വർദ്ധിപ്പിച്ച മാട്രിക്സ്
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്
ਸਵੈ-ਸਬੰਧੀ ਫੰਕਸ਼ਨ,ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ
autocovariance,ഓട്ടോകോവേരിയൻസ്
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ
ਆਟੋਰਿਗਰੇਸ਼ਨ,സ്വയം റിഗ്രഷൻ
ਸਹਾਇਕ ਸਮੀਕਰਨ,സഹായ സമവാക്യം
ਔਸਤ ਨਮੂਨਾ ਨੰਬਰ ਵਕਰ (ASN ਕਰਵ),ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (ASN കർവ്)
axiom,സിദ്ധാന്തം
ਸਵੈ-ਜੀਵਨੀ ਪਹੁੰਚ,അച്ചുതണ്ട് സമീപനം
ਸੰਭਾਵਨਾ ਦਾ axiom,സംഭാവ്യതയുടെ സിദ്ധാന്തം
ਧੁਰਾ,അച്ചുതണ്ട്
abscissa ਦਾ ਧੁਰਾ,അബ്സിസ്സയുടെ അച്ചുതണ്ട്
ਧਰਤੀ ਦੀ ਧੁਰੀ,ഭൂമിയുടെ അച്ചുതണ്ട്
ਇਨਕਲਾਬ ਦੀ ਧੁਰੀ,വിപ്ലവത്തിന്റെ അച്ചുതണ്ട്
ਰੋਟੇਸ਼ਨ ਦਾ ਧੁਰਾ,ഭ്രമണത്തിന്റെ അച്ചുതണ്ട്
ਸਪਿਨ ਦਾ ਧੁਰਾ,സ്പിന്നിന്റെ അച്ചുതണ്ട്
ਵਾਪਸ-ਸਥਾਪਨਾ,തിരികെ-പകരം
ਪਿਛਲਾ ਫਰਕ,പിന്നാക്ക വ്യത്യാസം
ਬੈਕਵਰਡ-ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ,ബാക്ക്വാർഡ്-ഇന്റർപോളേഷൻ ഫോർമുല
ਸੰਤੁਲਨ,ബാലൻസ്
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,സമതുലിതമായ ഡിസൈൻ
ਸੰਤੁਲਨ ਸ਼ੀਟ,ബാലൻസ് ഷീറ്റ്
ਬੈਲਿਸਟਿਕ ਮਿਜ਼ਾਈਲ,ബാലിസ്റ്റിക് മിസൈൽ
ਬੈਲਿਸਟਿਕਸ,ബാലിസ്റ്റിക്സ്
ਪੱਟੀ,ബാർ
ਅਧਾਰ,അടിസ്ഥാനം
ਅਧਾਰ ਕੋਣ,അടിസ്ഥാന കോൺ
ਲਘੂਗਣਕ ਦਾ ਅਧਾਰ,ലോഗരിതം അടിസ്ഥാനം
ਬੁਨਿਆਦੀ,അടിസ്ഥാന
ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ,അടിസ്ഥാന പ്രായോഗിക പരിഹാരം
ਬੁਨਿਆਦੀ ਹੱਲ,അടിസ്ഥാന പരിഹാരം
ਬੁਨਿਆਦੀ ਵੇਰੀਏਬਲ,അടിസ്ഥാന വേരിയബിൾ
ਆਧਾਰ,അടിസ്ഥാനം
ਆਧਾਰ ਤੱਤ,അടിസ്ഥാന ഘടകം
ਆਧਾਰ ਮੈਟਰਿਕਸ,അടിസ്ഥാന മാട്രിക്സ്
ਇੱਕ ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,ഒരു വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം
ਸਬਸਪੇਸ ਦਾ ਆਧਾਰ,ഉപസ്ഥലത്തിന്റെ അടിസ്ഥാനം
ਬੇਸੀਅਨ ਅੰਦਾਜ਼ਾ,ബയേസിയൻ എസ്റ്റിമേറ്റ്
ਬੇਸ ਦਾ ਕਾਨੂੰਨ,ബയേസിന്റെ നിയമം
ਬੇਅਸ ਦਾ ਸਿਧਾਂਤ,ബയേസിന്റെ സിദ്ധാന്തം
ਬਰਨੌਲੀ ਵੰਡ,ബെർണൂലി വിതരണം
ਬਰਨੌਲੀ ਨੰਬਰ,ബെർണൂലി നമ്പർ
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
ਬਰਨੌਲੀ ਦਾ ਸਮੀਕਰਨ,ബെർണൂലിയുടെ സമവാക്യം
ਬੇਰੀ ਫੰਕਸ਼ਨ,ബെറി പ്രവർത്തനം
ਵਧੀਆ ਫਿੱਟ,ഏറ്റവും അനുയോജ്യം
ਵਧੀਆ - ਫਿੱਟ ਲਾਈਨ,ഏറ്റവും അനുയോജ്യമായ ലൈൻ
ਵਧੀਆ ਹੱਲ,മികച്ച പരിഹാരം
ਵਧੀਆ ਰਣਨੀਤੀਆਂ,മികച്ച തന്ത്രങ്ങൾ
ਬੀਟਾ ਵੰਡ,ബീറ്റ വിതരണം
ਪੱਖਪਾਤ,പക്ഷപാതം
ਪੱਖਪਾਤੀ ਅਨੁਮਾਨ,പക്ഷപാതപരമായ കണക്ക്
biharmonic ਸਮੀਕਰਨ,ബൈഹാർമോണിക് സമവാക്യം
ਦੋਭਾਗ,ബിജക്ഷൻ
ਦੋ-ਪੱਖੀ ਨਕਸ਼ਾ,ബിജക്റ്റീവ് മാപ്പ്
ਦੋ-ਪੱਖੀ ਮੈਪਿੰਗ,ബിജക്റ്റീവ് മാപ്പിംഗ്
ਦੋ-ਲੀਨੀਅਰ ਫਾਰਮ,ബിലീനിയർ രൂപം
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,ബിലീനിയർ ഫംഗ്ഷൻ
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਰੂਪ,ബിലീനിയർ ഹെർമിഷ്യൻ രൂപം
ਬਾਈਨਰੀ,ബൈനറി
ਬਾਈਨਰੀ ਕੋਡ,ബൈനറി കോഡ്
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,ബൈനറി കോഡ് ചെയ്ത ദശാംശം
ਬਾਈਨਰੀ ਕੋਡਿੰਗ,ബൈനറി കോഡിംഗ്
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,ബൈനറി കമ്പ്യൂട്ടർ
ਬਾਈਨਰੀ ਅੰਕ,ബൈനറി അക്കം
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,ബൈനറി പ്രവർത്തനം
ਬਾਈਨਰੀ ਸਿਸਟਮ,ബൈനറി സിസ്റ്റം
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,ബൈനറി വേരിയബിൾ
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,ദ്വിപദ ഗുണകം
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,ദ്വിപദ വിതരണം
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,ദ്വിപദ സമവാക്യം
ਬਾਇਨੋਮੀਅਲ ਵਿਸਤਾਰ,ദ്വിപദ വിപുലീകരണം
ਦੋਨੋਮੀ ਸਮੀਕਰਨ,ദ്വിപദ പദപ്രയോഗം
ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,ബൈനോമിയൽ റാൻഡം വേരിയബിൾ
ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ,ദ്വിപദ സിദ്ധാന്തം
ਦੋਭਾਗ,വിഭജനം
ਦੋਭਾਗ ਵਿਧੀ,വിഭജന രീതി
ਬਾਈਸੈਕਟਰ,ദ്വിഭാഗം
biserial,ബൈസീരിയൽ
ਬਿੱਟ,ബിറ്റ്
bivariate binomial distribution,ദ്വിപദ ദ്വിപദ വിതരണം
ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ,ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം
ਦੋ-ਪੱਖੀ ਵੰਡ,ദ്വിവിധ വിതരണം
ਬਾਇਵਰੀਏਟ ਸਧਾਰਣ ਵੰਡ,ദ്വിവത്കൃത സാധാരണ വിതരണം
bivector,ബിവെക്ടർ
ਬੋਲਟਜ਼ਮੈਨ ਸਮੀਕਰਨ,ബോൾട്ട്സ്മാൻ സമവാക്യം
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,ബൂളിയൻ ബീജഗണിതം
ਬੋਸ - ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ,ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ
ਸੀਮਾ ਸਥਿਤੀ,അതിർത്തി അവസ്ഥ
ਸੀਮਾ ਪਰਤ,അതിർത്തി പാളി
ਸੀਮਾ ਰੇਖਾ,അതിർത്തി രേഖ
ਸੀਮਾ ਮੁੱਲ,അതിർത്തി മൂല്യം
ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ,അതിർത്തി മൂല്യ പ്രശ്നം
ਸੀਮਾਬੱਧ ਫੰਕਸ਼ਨ,പരിമിതമായ പ്രവർത്തനം
ਸੀਮਾਬੱਧ ਮੈਟ੍ਰਿਕਸ,ബൗണ്ടഡ് മാട്രിക്സ്
ਸੀਮਾਬੱਧ ਖੇਤਰ,അതിർത്തി പ്രദേശം
ਸੀਮਾਬੱਧ ਸੈੱਟ,ബൗണ്ടഡ് സെറ്റ്
ਬ੍ਰਾਊਨੀਅਨ ਮੋਸ਼ਨ,ബ്രൗൺ ചലനം
ਗਣਨਾ ਕਰੋ,കണക്കാക്കുക
ਗਣਨਾ,കണക്കുകൂട്ടുന്നു
ਗਣਨਾ ਮਸ਼ੀਨ,കണക്കുകൂട്ടൽ യന്ത്രം
ਗਣਨਾ,കണക്കുകൂട്ടല്
