Bengali,Gujarati
antilamda কণা,એન્ટિલામડા કણ
এলিলেপ্টন,એલેપ્ટન
ডায়ম্যাগনেটিক,ડાયમેગ્નેટિક
প্রতিপদার্থ,એન્ટિમેટર
ক্ষেপণাস্ত্র বিরোধী,વિરોધી મિસાઇલ
অ্যান্টিনিউট্রন,એન્ટિન્યુટ્રોન
স্পন্দনশীল,ધબકતું
অ্যান্টিনিউক্লিয়ন,એન્ટિન્યુક્લિયોન
প্রতিকণা,એન્ટિપાર્ટિકલ
অ্যান্টিপ্রোটন,એન્ટિપ્રોટોન
প্রতিফলক,પ્રતિબિંબ વિરોધી
প্রতিসম,અસમપ્રમાણ
অ পুনরাবৃত্ত,નોન રિકરિંગ
anachronism,અનાક્રોનિઝમ
ছিদ্রযুক্ত স্ক্যানিং ডিস্ক,છિદ્રિત સ્કેનિંગ ડિસ્ક
দ্বারক,દ્વારક
"শীর্ষ, শীর্ষ, সামনে","ટોચ, ટોચ, આગળ"
"সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর","સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર"
উদাসীন লেইস,ઉદાસીન ફીત
অ করুণ,બિન-દયનીય
অ-অক্ষমতা,બિન-વિકલાંગતા
খুব অ্যাক্রোমেটিক,ખૂબ વર્ણહીન
"land-high, apogee","જમીન-ઊંચી, apogee"
"nonpolar, circumpolar","બિનધ્રુવીય, ગોળાકાર"
parapolarity,પેરાપોલરીટી
যন্ত্র,ઉપકરણ
"ভার্চুয়াল, ভিজ্যুয়াল","વર્ચ્યુઅલ, વિઝ્યુઅલ"
দৃশ্যমান সূর্য,દૃશ્યમાન સૂર્ય
চাক্ষুষ সময়,દ્રશ્ય સમય
উদ্ভূত চেহারা,ઉભરતો દેખાવ
আবেদন,અરજી
প্রযোজ্যতা,લાગુ પડવાની ક્ષમતા
প্রয়োগ করা,લાગુ
পর্যবেক্ষণযোগ্য,અવલોકનક્ષમ
পন্থা,અભિગમ
"কাছাকাছি, প্রায়","નજીક, આશરે"
অনুমান,અંદાજ
বাষ্পের চাপ,બાષ્પ દબાણ
স্বেচ্ছায়,સ્વૈચ્છિક
"চাপ চুল্লি, চাপ চুল্লি","આર્ક ફર્નેસ, આર્ક ફર્નેસ"
আর্কিমিডিসের আইন,આર્કિમિડીઝનો કાયદો
স্থাপত্য শাব্দবিদ্যা,આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર
চাপ বাতি,ચાપ દીવો
আর্ক-স্পেকট্রাম,આર્ક-સ્પેક્ટ્રમ
"এলাকা, এলাকা","વિસ્તાર, વિસ્તાર"
"আঞ্চলিক, আঞ্চলিক","પ્રાદેશિક, પ્રાદેશિક"
"হাত, বাহু, শাখা","હાથ, હાથ, શાખા"
অপেশাদার,કલાપ્રેમી
"অ্যারে, অ্যারে","એરે, એરે"
রিসিভার,રીસીવર
উচ্চারণ স্বচ্ছতা,ઉચ્ચાર સ્પષ્ટતા
সিন্থেটিক,કૃત્રિમ
কৃত্রিম রূপান্তর,કૃત્રિમ ટ્રાન્સમ્યુટેશન
আরোহী,ચડતા
আরোহণ,ચઢાણ
আরোহণ,ચડવું
আগলি,અગોલી
সমষ্টি,એકત્રીકરણ
এর সেট,નો સમૂહ
"সমাবেশ, সমাবেশ","એસેમ્બલીંગ, એસેમ્બલીંગ"
"একত্রিত করা, একত্রিত করা, একত্রিত করা","એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ"
নির্ভুল অনুমান,ચોકસાઇ અંદાજ
নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন,ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ
"সম্পর্কিত, সহযোগী, সংঘবদ্ধ","સંબંધિત, સહયોગી, જોડાણ"
স্বরধ্বনি,સ્વર અવાજ
স্বয়ংক্রিয় মাল্টিভাইব্রেটর,સ્વચાલિત મલ્ટિવાઇબ્રેટર
অ্যাস্থেনিক,અસ્થેનિક
"পরিহার, দৃষ্টিভঙ্গি","ત્યાગ, અસ્પષ્ટતા"
মহাকাশ ভ্রমণ ইলেকট্রনিক্স,અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ
জ্যোতির্পদার্থবিদ্যা,એસ્ટ્રોફિઝિક્સ
মহাকাশচারী,અવકાશયાત્રી
জ্যোতির্বিজ্ঞানী,ખગોળશાસ્ત્રી
স্বর্গীয়,આકાશી
জ্যোতির্বিদ্যা,ખગોળશાસ્ત્ર
জ্যোতির্পদার্থবিদ্যা,એસ્ટ્રોફિઝિક્સ
অপ্রতিসম,અસમપ્રમાણ
অ্যাসিম্পোটিক,એસિમ્પટોટિક
উত্তেজক,ઉત્તેજક
অ্যাসিঙ্ক্রোনাস,અસુમેળ
"বায়ুমণ্ডল, বায়ুমণ্ডল","વાતાવરણ, વાતાવરણ"
বায়ুমণ্ডলীয়,વાતાવરણીય
বায়ু অশান্তি,પવનની અશાંતિ
পারমাণবিক,પરમાણુ
পারমাণবিক,અણુ
পারমাণবিকতা,પરમાણુ
পারমাণবিক ভর,પરમાણુ સમૂહ
পারমাণবিক সংখ্যা,અણુ સંખ્યા
"পারমাণবিক চুল্লি, পারমাণবিক গাদা","પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો"
পারমাণবিক,અણુ
কণা,કણ
কণা,કણ
ক্ষয়,એટેન્યુએશન
"attenuating, attenuating","હળવું કરવું, હળવું કરવું"
কবজ,વશીકરણ
আকর্ষণ শক্তি,આકર્ષણનું બળ
শ্রবণযোগ্যতা,શ્રાવ્યતા
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર
শ্রবণযোগ্য,સાંભળી શકાય તેવું
অডিও জেনারেটর,ઓડિયો જનરેટર
শ্রবণযোগ্যতা গ্রাফ,શ્રાવ્ય ગ્રાફ
শ্রবণ বিজ্ঞান,સુનાવણી વિજ્ઞાન
অডিওমিটার,ઓડિયોમીટર
শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর,શ્રાવ્ય આવર્તન ઓસિલેટર
শব্দ সংকেত,ધ્વનિ સંકેત
অডিও-ভিজ্যুয়াল,દ્રશ્ય-શ્રાવ્ય
"অডিটোরিয়াম, অডিটোরিয়াম","ઓડિટોરિયમ, ઓડિટોરિયમ"
ওজেড ইফেক্ট,ઓઝેડ અસર
পদোন্নতি,પ્રમોશન
বর্ধক,વધારનાર
মেরু শিখা,ધ્રુવીય જ્યોત
দক্ষিণ মেরু শিখা,દક્ષિણ ધ્રુવીય જ્યોત
উত্তর মেরু শিখা,ઉત્તર ધ્રુવીય જ્યોત
স্বয়ংক্রিয় সতর্কতা,આપોઆપ ચેતવણી
স্বয়ংক্রিয় সমান্তরালকারী,ઓટો પેરેલલાઈઝર
"স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়","આપોઆપ, આપોઆપ, આપોઆપ"
"অটোমেশন, অটোমেশন","ઓટોમેશન, ઓટોમેશન"
"সহকারী, সমবায়, অতিরিক্ত","સહાયક, સહકારી, વધારાનું"
"অবদাভা, তুষারপাত","અવડાવ, હિમપ્રપાત"
"মানে, মানে","સરેરાશ, સરેરાશ"
পরিবার,પરિવાર
অক্ষীয়,અક્ષીય
অক্ষ,ધરી
আজিমুথ,અઝીમથ
আজিমুথ,અઝીમથ
পেছনে,પાછા
"পটভূমি, পটভূমি","પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ"
"পশ্চাৎপদ, পশ্চাৎপদ","પછાત, પછાત"
পরিবর্তন,ટર્નઅરાઉન્ડ
ব্যাক ভোল্টেজ পালসার,બેક વોલ્ટેજ પલ્સર
সম্পর্ক পরবর্তী,સંબંધ પછી
প্রতিদান,વળતર
বিরোধী ভোল্টেজ,વિરોધી વોલ્ટેજ
পোস্টেরিয়র স্ক্যাটারিং,પશ્ચાદવર્તી સ્કેટરિંગ
অন্তর্বর্তী তরঙ্গ,ઇન્ટર્સ્ટિશલ તરંગ
অন্তরক,ઇન્સ્યુલેટર
প্যারাশুট জাম্প,પેરાશૂટ જમ્પ
গরম করার,ગરમી
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য","સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન"
ব্যালেন্সার,બેલેન્સર
ভারসাম্য,સંતુલન
গ্লাবুল,ગ્લોબ્યુલ
"ব্যালিস্টিক, ব্যালিস্টিক","બેલિસ્ટિક, બેલિસ્ટિક"
"প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার","પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર"
মিসাইল,મિસાઇલ
"ব্যালিস্টিক, অস্ত্র","બેલિસ્ટિક્સ, હથિયાર"
অভিক্ষেপ,પ્રક્ષેપણ
বিনামূল্যে পথচলা,મફત માર્ગ
"বেলুন, বেলুন","બલૂન, બલૂન"
balmer discontinuity,બાલ્મર બંધ
"ব্যান্ড, ব্যান্ড, ব্যান্ড","બેન્ડ, બેન્ડ, બેન્ડ"
বিস্ফোরণ,વિસ્ફોટ
"অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল","એરે, બીમ, કિનારો, બેંક, કિનારો"
"কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন","કૉલમ, બાર, કોબ, બ્લોક, બાર, સળિયા, બાર, 8. દિવાલ, 9. રેખા, 10. ધાર, 1 બ્લોક, 1, બાર, 1, રેખા, 1, પરીક્ષણ રેખા"
বারদিন নীতি,બાર્ડીન સિદ્ધાંત
বারখাউসেন প্রভাব,barkhausen અસર
বারলো চক্র,બાર્લો ચક્ર
বার চুম্বক,બાર ચુંબક
শস্যাগার,કોઠાર
বায়ু চাপ গ্রাফ,હવાનું દબાણ ગ્રાફ
"barograph, barograph","બેરોગ્રાફ, બેરોગ્રાફ"
ব্যারোমিটার,બેરોમીટર
বায়ুমণ্ডলীয় চাপ,વાતાવરણ નુ દબાણ
"cosmos, baromosphere","કોસ્મોસ, બેરોમોસ્ફિયર"
পেন্ডুলাম,લોલક લોલક
"বাধা, পারমাণবিক, পারমাণবিক বাধা","અવરોધ, પરમાણુ, પરમાણુ અવરોધ"
বাধা স্তর,અવરોધ સ્તર
বেরিয়ন,બેરિયન
গুরুমন্ডল,ગુરુમંડળ
বেস ব্যান্ড,આધાર બેન્ડ
"মৌলিক, মৌলিক, ক্ষারীয়","મૂળભૂત, મૂળભૂત, આલ્કલાઇન"
ভিত্তি,પાયો
"গণনা, দল গঠন","ગણતરી, ટીમ રચના"
"কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান","કુંડ, કુંડ, હીટર, હીટિંગ પોટ, સ્નાન"
ব্যাটারি,બેટરી
"অ্যারে সেগমেন্ট, চেম্বার, উপসাগর","એરે સેગમેન્ટ, ચેમ્બર, ખાડી"
প্রদর্শনী,પ્રદર્શન
কিবন,કિબાન
"মানিকা, বিড","મણિકા, બીડ"
"মরীচি, মরীচি, মরীচি, ট্রাম্প","બીમ, બીમ, બીમ, ટ્રમ્પ"
"ডিকম্যান, ডিকন","ડિકમેન, ડિકોન"
"dole, vispand","ડોલ, વિસ્પંડ"
বেকারেল প্রভাব,બેકરેલ અસર
বেল জার,ઘંટડી બરણી
বেল,બેલો
বেল ঘড়ি,ઘંટડી ઘડિયાળ
"বেদিকা, বেঞ্চ","વેદિકા, બેંચ"
"মোড, বাঙ্ক (সম্পাদনা), বাঁক (v.)","મોડ, બંક (સં.), વળાંક (v.)"
ব্যাংকান,બેંકન
"bent, bent","વળેલું, વળેલું"
বার্নোলি-সমীকরণ,બર્નોલી-સમીકરણ
বেসাল-ফাংশন,મૂળભૂત કાર્ય
সেরা আনুগত্য,શ્રેષ્ઠ સંલગ્નતા
বিটা (খ),બીટા (b)
betatron,betatron
মডেল,bethe મોડેલ
বিভাট্রন,બાયવેટ્રોન
বিএইচ বক্ররেখা,BH વળાંક
দ্বিভুজাকার,દ્વિકોણીય
"পক্ষপাত, পক্ষপাত","પૂર્વગ્રહ, પૂર્વગ્રહ"
দ্বি-অক্ষীয়,દ્વિ-અક્ષીય
বিক্রোমেট কোষ,બાઈક્રોમેટ કોષ
অভিবতাল,અભ્યવતલ
ডবল অ্যান্টেনা,ડબલ એન્ટેના
দ্বিকনভেক্স,બાયકોન્વેક્સ
"দ্বি-স্ফটিক, দ্বৈত-স্ফটিক","દ્વિ-સ્ફટિક, દ્વિ-સ્ફટિક"
দ্বিমুখী মাইক্রোফোন,દ્વિદિશ માઇક્રોફોન
দ্বিপদী মডেল,દ્વિપદી મોડેલ
ডিপ্লয়েড,એકલિંગાશ્રયી
দ্বিপাক্ষিক,દ્વિપક્ષીય
দ্বিরেখার,દ્વિરેખીય
বাইমোলিকুলার,બાયમોલેક્યુલર
"দ্বি-পরিবর্তনশীল, দ্বি-বেস, দ্বৈত","દ્વિ-ચલ, દ્વિ-આધાર, દ્વિ"
"বাইনারি কোড, বাইনারি কোড","બાઈનરી કોડ, બાઈનરી કોડ"
খেলা তারকা,રમત સ્ટાર
বাইনারি পদ্ধতি,દ્વિસંગી પદ્ધતિ
দ্বিপার্শ্ব,બે બાજુવાળા
বন্ধন,બોન્ડ
"বাইনোকুলার, বাইনোকুলার","બાયનોક્યુલર, બાયનોક્યુલર"
বাইনারি,દ્વિસંગી
দ্বিপদ ডিস্ট্রিবিউশন,દ્વિપદી વિતરણ
"দ্বিকেন্দ্রিক, দ্বিকেন্দ্রিক, দ্বিমুখী","દ્વિકેન્દ્રીય, દ્વિકેન્દ્રીય, દ્વિસંગી"
বায়োডাইনামিকস,બાયોડાયનેમિક્સ
জৈব ইলেকট্রনিক্স,બાયો ઇલેક્ટ્રોનિક્સ
জীবপদার্থবিদ,બાયોફિઝિસ્ટ
জীবপদার্থবিদ্যা,બાયોફિઝિક્સ
জৈবিক উপগ্রহ,જૈવિક ઉપગ્રહ
"সিনেমাটোগ্রাফার, বায়োস্কোপ","સિનેમેટોગ્રાફર, બાયોસ્કોપ"
বায়ো-সাভার্ট নিয়ম,બાયો-સાવર્ટ નિયમ
biphasic বর্তমান,બાયફેસિક વર્તમાન
ডাইপোল,દ્વિધ્રુવ
"biprism, biprism","બાયપ્રિઝમ, બાયપ્રિઝમ"
"biquartz, biquartz","biquartz, biquartz"
biphasic চরিত্র,બાયફાસિક પાત્ર
দুই-পর্যায়ের মাল্টিভাইব্রেটর,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
"দ্বোয়াঙ্ক* (বাইনারী সংখ্যা), বার্মিজ, আনি, টুক","દ્વાયાંક* (દ્વિસંગી અંક), બર્મીઝ, અની, ટુક"
"কালো, কৃষ্ণ","કાળો, કૃષ્ણ"
কালো শরীর,કાળું શરીર
অদৃশ্য আলো,અદ્રશ્ય પ્રકાશ
timirayan রেডিও timirayan,તિમિરાયન રેડિયો તિમિરાયન
ইজেকশন পালস,ઇજેક્શન પલ્સ
পক্ষপাত শেষ,પૂર્વગ્રહ સમાપ્ત કરો
কালো বিকিরণ,કાળા કિરણોત્સર્ગ
"অসম্পূর্ণ, ফাঁকা","અપૂર્ણ, ખાલી"
আবরণ,આવરણ
বাতিল,રદબાતલ
"বিস্ফোরণ, বিস্ফোরণ, দমকা","વિસ્ફોટ, વિસ્ફોટ, ગસ્ટ"
"savika, bleeder, savi","savika, bleeder, savi"
"ছদ্মবেশী, অন্ধ","વેશપલટો, અંધ"
ব্লোচের উপপাদ্য,બ્લોચનું પ્રમેય
"ব্লক, ব্লক, ব্লক","અવરોધ, અવરોધ, અવરોધ"
"ঘা, ঘা, ঘা","ફટકો, ફટકો, ફટકો"
নীল প্রিন্ট,બ્લુ પ્રિન્ટ
অস্পষ্টতা বৃত্ত,અસ્પષ્ટતા વર્તુળ
অস্পষ্ট,અસ્પષ્ટ
"বল, গোলক, দুল","બોલ, ગોળા, પેન્ડન્ટ"
"শরীর, বস্তু","શરીર, પદાર્થ"
শারীরিক ক্ষমতা,શારીરિક ક્ષમતા
কেন্দ্রীভূত,કેન્દ્રિત
"দেহ-তির্যক, শেষ-তির্যক","શરીર-કર્ણ, અંત-કર્ણ"
"বগি, অজানা সনাক্তকরণ (রাডার)","બોગી, અજાણી શોધ (રડાર)"
বোর প্রভাব,બોર અસર
বোর ম্যাগনেটন,બોર મેગ્નેટોન
"বয়লার, বয়লার","બોઈલર, બોઈલર"
"ফুটন্ত, ফুটন্ত","ઉકળતા, ઉકળતા"
বোল্টসম্যান সমীকরণ,બોલ્ટ્સમેન સમીકરણ
বোমারু ইলেকট্রন,બોમ્બર ઇલેક્ટ્રોન
"আঘাতমূলক শক্তি, বোমা শক্তি","આઘાતજનક ઊર્જા, બોમ્બિંગ ઊર્જા"
বন্ধক,ગીરો
"bonded, bonded, bonded","બંધાયેલ, બંધાયેલ, બંધાયેલ"
বর্ধক,વધારનાર
বোরন,બોરોન
বোস-কণা,બોસ-પાર્ટીકલ
বোসন,બોસોન
"লাফ, লাফ","આંચકો, કૂદકો"
আবদ্ধ,બંધાયેલ
"সীমা, সীমা (সম্পাদনা), প্রান্তিক (v.)","મર્યાદા, મર્યાદા (ઇડી.), સીમાંત (વિ.)"
আবদ্ধ,બંધાયેલ
ধনু গজ,ધનુરાશિ યાર્ડ
পালতোলা তরঙ্গ,સઢવાળી તરંગ
বয়লার গরম করা,બોઈલર હીટિંગ
বয়েলের আইন,બોયલનો કાયદો
বয়লার গরম করা,બોઈલર હીટિંગ
বন্ধনী-শ্রেণী,કૌંસ-વર્ગ
