Odiya,English
ସ୍ୱୀକାର କରନ୍ତୁ ବର୍ଣ୍ଣ,Acknowledge character
ଆକାଶବାଣୀ କପତର୍ |,Acoustic coupler
ଆକାଶବାଣୀ କଣ୍ଟା |,Acoustic coupling
ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |,Acoustic delay line
ଆକାଶବାଣୀ ସ୍ମୃତି,Acoustic memory
ଆକାଶବାଣୀ ମୋଡେମ୍ |,Acoustic modem
ଆକାଶବାଣୀ ସଙ୍କେତ |,Acoustic signal
ଆକାଶବାଣୀ ସଂରକ୍ଷଣ |,Acoustic storage
ଆକ୍ରୋନିମ୍ |,Acronym
କାର୍ଯ୍ୟ,Action
କ୍ରିୟା ଚକ୍ର,Action cycle
କ୍ରିୟା ରେଖା,Action line
କ୍ରିୟା ବାର୍ତ୍ତା,Action message
କାର୍ଯ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,Action specification
ସକ୍ରିୟକରଣ,Activation
ସକ୍ରିୟ,Active
ସକ୍ରିୟ ଫାଇଲ,Active file
ସକ୍ରିୟ ରେଖା,Active line
ସକ୍ରିୟ ଲିଙ୍କ୍ |,Active link
ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |,Active master file
ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |,Active master item
ସକ୍ରିୟ ଉପଗ୍ରହ |,Active satellite
ସକ୍ରିୟ ଷ୍ଟେସନ,Active station
ସକ୍ରିୟ ସଂରକ୍ଷଣ,Active storage
କାର୍ଯ୍ୟକଳାପ,Activity
କାର୍ଯ୍ୟକଳାପ ସ୍ତର,Activity level
କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ,Activity loading
କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ,Activity ratio
ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା),Actual address (=absolute address)
ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍),Actual code (=absolute code)
ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |,Actual data transfer rate
ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |,Actual decimal point
ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ),Actual instruction (=effective instruction)
ପ୍ରକୃତ ଚାବି |,Actual key
ପ୍ରକୃତ ସମୟ,Actual time
ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ,Actual work time
କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ,Actuating signal
ଅନୁକେତ,Adaptability
ଆଡାପ୍ଟର,Adapter
ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |,Adaptive channel allocation
ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,Adaptive integration
ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |,Adaptive transversal equalizer
ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |,Added entry
ଯୋଡି,Addend
ଆଡର୍,Adder
ଆଡର୍ ସବଟ୍ରାକ୍ଟର |,Adder subtracter
ଫାଇଲ୍ ଯୋଡନ୍ତୁ,Add file
ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର),Additional character (= special character)
ଯୋଗ ରେକର୍ଡ |,Addition recorder
ଯୋଗ ଉପକରଣ,Addition table
ଯୋଗୀ ଗୁଣ,Additive attribute
ମୋଡ୍ ଯୋଡନ୍ତୁ,Add mode
ଅପରେସନ୍ ଯୋଡନ୍ତୁ |,Add operation
ଠିକଣା,Address
ଠିକଣା ମାପ ମାପ |,Addressability measure
ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |,Addressable horizontal position
ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |,Addressable point
ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |,Addressable position
ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |,Addressable register
ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ,Addressable storage
ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |,Addressable vertical position
ଠିକଣା ବସ୍,Address bus
ଠିକଣା କୋଡ୍,Address code
ଠିକଣା ତୁଳସୀତି,Address comparator
ଠିକଣା ଗଣନା,Address computation
ସ୍ଥିର ଠିକଣା,Address constant
ଠିକଣା କନଭର୍ସନ୍ |,Address conversion
ଠିକଣା ତଥ୍ୟ,Address data
ଠିକଣା ମେମୋରୀ |,Addressed memory
ଠିକଣା ପ୍ରଭାବଶାଳୀ |,Address effective
ଠିକଣା କ୍ଷେତ୍ର,Address field
ଠିକଣା ଫର୍ମାଟ୍,Address format
ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |,Address free program
ଠିକଣା,Addressing
"ଠିକଣା
 ବର୍ଣ୍ଣ","Addressing
 Character"
ବାଧା ଠିକଣା,Addressing interrupt
ଲୁପ୍ ଠିକଣା,Addressing loop
ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା,Addressing virtual memory
ଠିକଣା ଅନ୍ତରାପଳୀ,Address interlacing
ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |,Addressless instruction format
ଠିକଣା ରେଖା,Address line
ଠିକଣା ମ୍ୟାପିଙ୍ଗ,Address mapping
ଠିକଣା ଚିହ୍ନ,Address mark
ଠିକଣା ପରିବର୍ତ୍ତନ,Address modification
ଠିକଣା ଅଂଶ,Address part
ଠିକଣା ସୂଚକ,Address pointer
ଠିକଣା ରେଜିଷ୍ଟର |,Address register
ଠିକଣା ସଙ୍କେତ,Address signal
ଠିକଣା ଆକାର,Address size
ଠିକଣା ସ୍ଥାନ,Address space
ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |,Address space identifier
ଠିକଣା ଷ୍ଟପ୍,Address stop
ଠିକଣା ଚିହ୍ନ,Address trace
ଠିକଣା ଟ୍ରାକ୍,Address track
ଠିକଣା ଅନୁବାଦ,Address translation
ଠିକଣା ଅନୁବାଦକ,Address translator
ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |,Add-subtract time
ସମୟ ଯୋଡନ୍ତୁ |,Add time
ସଂଲଗ୍ନ,Adjacency
ସଂଲଗ୍ନ structure ାଞ୍ଚା |,Adjacency structure
ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |,Adjacent channel
ସଂଲଗ୍ନ ଡୋମେନ୍ |,Adjacent domain
ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |,Adjacent matrix
ସଂଲଗ୍ନ ନୋଡ୍ |,Adjacent node
ସଂଲଗ୍ନ ସୁବିରା |,Adjacent subarea
Adjone (ସିଷ୍ଟମ୍),Adjoint (system)
ଆଡଜଷ୍ଟ କରନ୍ତୁ |,Adjust
ନିୟନ୍ତ୍ରିତ ପରିମାଣ,Adjustable extent
ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |,Adjust text mode
ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,Administrative data processing
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,Administrative operation
ପ୍ରଶାସନିକ ଅପରେଟର |,Administrative operator
ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |,Administrative operator station
ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |,Administrative support system
ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |,Advanced communication service
ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |,Advanced information system
ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |,Advanced optical character reader
ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |,Advanced scientific computer
ବାୟୁ,Aerial
ସମୁଦାୟ,Aggregate
ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |,Aggregate expression
ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |,Aiming circle
ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ),Aiming field (= aiming symbol)
ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ,Aiming symbol
ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,Airborne computer system
ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |,Algebraic eigenvalue problem
"ବ el ୍ଜନିକ୍ |
 ଏକୀକରଣ","Algebraic
 Integration"
ବଗିଳିନିକ୍ ଭାଷା |,Algebraic language
ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |,Algebraic manipulation
Algebric ମନିପୁଲେସନ୍ ଭାଷା |,Algebraic manipulation language
ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |,Algebraic oriented language
ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |,Algebraic shift
ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |,Algebraic sign convention
ଆଲଗୋଲ୍ |,Algol
ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |,Algol feature
Algol ପ୍ରୋଗ୍ରାମିଂ |,Algol Programming
ଆଲଗୋରିଦମ,Algorithm
ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |,Algorithm associative language
ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |,Algorithm classification
ଆଲଗୋରିଦମ ଜଟିଳତା |,Algorithm complexity
ଆଲଗୋରିଦମ ଗଣନା |,Algorithm computability
ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |,Algorithmic analysis
ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |,Algorithmic approach
ଆଲଗୋରିଥମିକ୍ ଭାଷା |,Algorithmic language
ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |,Algorithmic routine
ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |,Algorithmic theory
ଛଦ୍ମନାମ,Alias
ଛଦ୍ମନାମ,Aliasing
ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ),Alias name (= alternative name)
ପରିଚାଳିତ,Alignment
ବଣ୍ଟନ କରନ୍ତୁ |,Allocate
ଆବଣ୍ଟନ ସଂରଚନା |,Allocation structure
ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |,All-purpose computer
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,Alphabetic character
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |,Alphabetic character set
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |,Alphabetic character subset
ବର୍ଣ୍ଣମାଳା କୋଡ୍,Alphabetic code
ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |,Alphabetic shift
ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |,Alphabetic string
ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ,Alphabetic word
ବର୍ଣ୍ଣମାଳା,Alphabetization
ଆଲଫେମେଟ୍ରିକ୍ସ,Alphageometrics
ଆଲଫାମ୍,Alphameric
ଆଲଫାମାସିକ୍ |,Alphamosaic
ବର୍ଣ୍ଣମାଳା,Alphanumeric
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |,Alphanumerical keyboard device
ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |,Alphanumeric character set
ବର୍ଣ୍ଣମାଳା କୋଡ୍,Alphanumeric code
ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |,Alphanumeric coded character set
ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |,Alphanumeric data
ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |,Alphanumeric display device
ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |,Alphanumeric edited character
ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର,Alphanumeric field
ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ,Alphanumeric instruction
ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |,Alphanumeric keyboard
ବର୍ଣ୍ଣମାଳା ପ୍ରକାର |,Alphanumeric sort
ବର୍ଣ୍ଣମାଳା ଷ୍ଟୋରେଜ୍ |,Alphanumeric storage
ବିକୃତ ସ୍ମୃତି,Alterable memory
ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |,Alteration switch
ପରିବର୍ତ୍ତନ,Altering
ପରିବର୍ତ୍ତନ ମୋଡ୍,Alter mode
ଅନ୍ୟ ପୁନରୁଦ୍ଧାର,Alternate recovery
ବିକଳ୍ପ ମାର୍ଗ,Alternate route
ଅନ୍ୟ ଧାତାଳ,Alternate routing
ବିକଳ୍ପ ଟ୍ରାକ୍,Alternate track
ବିକଳ୍ପ (= କିମ୍ବା ଅପରେସନ୍),Alternation (= OR operation)
ବିକଳ୍ପ ଗୁଣ,Alternative attribute
ବିକଳ୍ପ ଅସ୍ୱୀକାର (= ନୁହେଁ-ଏବଂ ଅପରେସନ୍),Alternative denial (= NOT-AND operation)
ଅସ୍ପଷ୍ଟତା ତ୍ରୁଟି |,Ambiguity error
ଅସ୍ପଷ୍ଟ ରେଫରେନ୍ସ |,Ambiguous reference
ଆନାଗଲଗ୍ |,Analog
ଆନାଗଲ୍ ଆଡର୍ |,Analog adder
ଆନାଗଲ୍ ଚ୍ୟାନେଲ୍ |,Analog channel
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,Analog computer
ଆନାଗଲ୍ କନଭର୍ଟର |,Analog converter
ଆନାଗଲ୍ ଡାଟା |,Analog data
ଆନାଗଲ୍ ଡିଭାଇଡର୍ |,Analog divider
ଆନାଗଲ୍ ସୁବିଧା ଟର୍ମିନାଲ୍ |,Analog facility terminal
"ଆନାଗଲ୍ ଫଙ୍କସନ୍ |
 ଜେନେରେଟର","Analog function
 Generator"
ଆନାଗଲ୍ ଏକୀକରଣ |,Analog integration
ଆନାଗଲ୍ ମଲ୍ଟିୱାର୍ଡ |,Analog multiplier
ଆନାଗଲ୍ ପ୍ରୋଗ୍ରାମିଂ |,Analog programming
ଆନାଗଲ୍ ସ୍କେଲିଂ |,Analog scaling
ଆନାଗଲ୍ ସିଗନାଲ୍ |,Analog signal
ଆନାଗଲ୍ ସିମୁଲେସନ୍,Analog simulation
ଆନାଗଲ୍ ସୁଇଚ୍ |,Analog switch
ଆନାଗୋଲଗ୍ ସିଷ୍ଟମ୍ |,Analog system
"ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 Convercer","Analog to digital
 Converter"
"ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 ଏନକୋଡର୍ |","Analog to digital
 Encoder"
ଆନାଗଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |,Analog transmission
ଆନାଗଲ୍ ପ୍ରକାର |,Analog type
ବିଶ୍ଳେଷଣ କ୍ଷେତ୍ର,Analysis block
ବିଶ୍ଳେଷଣ ମୋଡ୍ |,Analysis mode
ଆନାଲିଟିକାଲ୍ ଇଞ୍ଜିନ୍ |,Analytical engine
ପ ancest ତୃକ କାର୍ଯ୍ୟ |,Ancestral task
ଆନୁଷଙ୍ଗିକ ଉପକରଣ |,Ancillary equipment
ଏବଂ,AND
ଏବଂ ସର୍କିଟ |,AND circuit
ଏବଂ ଉପାଦାନ |,AND element
ଏବଂ ଫାଟକ,AND gate
ଏବଂ ମାସ୍କିଂ |,AND masking
ଏବଂ ଅପରେସନ୍ ନୁହେଁ (= ବହିଷ୍କାର |,AND NOT operation (=exclusion
ଏବଂ ଅପରେସନ୍ |,AND operation
ଆନେକ୍ସ ମେମୋରୀ |,Annex memory
ଟିପ୍ପଣୀ,Annotation
ଆନୁଷରାତ,Annunciator
ଉତ୍ତର ଦିଅ,Answer back
ବିଳମ୍ବର ଉତ୍ତର ଦିଅ |,Answer delay
ସମୟର ଉତ୍ତର ଦେବା,Answering time
ଉତ୍ତର ପ୍ରଦୀପ,Answer lamp
ଉତ୍ତର ତାଲିକା,Answer list
କେବଳ ଉତ୍ତର ଦିଅ,Answer only
ପ୍ରତୀକ୍ଷା ମୋଡ୍ |,Anticipation mode
ଆଣ୍ଟିସାଇପେଟୋରୀ ବଫର୍ |,Anticipatory buffering
ଆଣ୍ଟିସାଇପେଟୋରୀ ବହନ,Anticipatory carry
ଆଣ୍ଟିସାଇପେଟୋରୀ ପେଜିଂ |,Anticipatory paging
ଆଣ୍ଟିକୋସିସିସିସିସିସିସିଡିସନ୍ ଅପରେସନ୍ |,Anticoincidence operation
ଆଣ୍ଟିକିନସିଡିସିଡିସେଡିସିଡି ଉପାଦାନ |,Anticoincident element
Ampegoiedent ଆଣ୍ଟେନା |,Aperiodic antenna
ଆପେଚର କାର୍ଡ |,Aperture card
ଆପେଚର କୋଡ୍ |,Aperture code
ଆପେଚର ସମୟ |,Aperture time
ଅନୁକ୍ରମଣିକା,Appendage
ଅନୁକ୍ରମଣିକା କାର୍ଯ୍ୟ |,Appendage task
ପ୍ରୟୋଗ ବିକାଶକାରୀ |,Application developer
ପ୍ରୟୋଗ ସ୍ତର,Application layer
ପ୍ରୟୋଗୀ ଆଧାରିତ ଭାଷା |,Application oriented language
ପ୍ରୟୋଗ ପ୍ୟାକେଜ୍,Application package
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମ,Application program
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ |,Application programming
ପ୍ରୟୋଗ ଆବଶ୍ୟକ ଭାଷା |,Application required language
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,Application software
ଆପ୍ଲିକ୍,Applique
ଆନୁମାନିକ ସିଦ୍ଧାନ୍ତ |,Approximation theory
ଇଚ୍ଛାଧୀନ ପ୍ରବେଶ |,Arbitrary access
ଇଚ୍ଛାଧୀନ କ୍ରମ କମ୍ପ୍ୟୁଟର |,Arbitrary sequence computer
ଆର୍ବିଟ୍ରେସନ୍,Arbitration
ସ୍ଥାପତ୍ୟ,Architecture
ଅଭିପାକ୍ଷେତ୍ର,Archiving
ଏରିୟା କୋଡ,Area code
କ୍ଷେତ୍ର ସନ୍ଧାନ,Area search
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର,Area transfer
କ୍ଷେତ୍ର ଭେରିଏବଲ୍,Area variable
ଯୁକ୍ତି,Argument
ଯୁକ୍ତି ଠିକଣା,Argument address
ଯୁକ୍ତି ତାଲିକା,Argument list
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,Arithmetical instruction
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |,Arithmetic and logic unit
ଗାଣିତିକ ଆସାଇନମେଣ୍ଟ ଷ୍ଟେଟମେଣ୍ଟ୍ |,Arithmetic assignment statement
ଗାଣିତିକ ଯାଞ୍ଚ |,Arithmetic check
ଗାଣିତିକ ସ୍ଥିର |,Arithmetic constant
ଗାଣିତିକ ରୂପାନ୍ତର,Arithmetic conversion
ଗାଣିତିକ ତଥ୍ୟ |,Arithmetic data
ଗାଣିତିକ ବ୍ୟତିକ୍ରମ |,Arithmetic exception
ଗାଣିତିକ ଅଭିବ୍ୟକ୍ତି |,Arithmetic expression
ଗାଣିତିକ ଫିକ୍ସଡ୍ ପଏଣ୍ଟ |,Arithmetic fixed point
ଗାଣିତିକ ହାଇରାର୍କି |,Arithmetic hierarchy
ବେଷ୍ଟମେଟିକ୍ ଯଦି ଷ୍ଟେଟମେଣ୍ଟ୍ |,Arithmetic IF statement
ଗାଣିତିକ ତର୍କ,Arithmetic logic
ଗାଣିତିକ ତର୍କ ଏକକ |,Arithmetic logic unit
ଗାଣିତିକ ଅପରେସନ୍ |,Arithmetic operation
ଗାଣିତିକ ଅପରେଟର |,Arithmetic operator
ଗାଣିତିକ ଓଭରଫ୍ଲୋ |,Arithmetic overflow
ଗାଣିତିକ ଚିତ୍ର ତଥ୍ୟ |,Arithmetic picture data
ଗାଣିତିକ ପ୍ରଚାର,Arithmetic precedence
ଗାଣିତିକ ପ୍ରାଥମିକ |,Arithmetic primary
ଗାଣିତିକ ରେଜିଷ୍ଟର |,Arithmetic register
ଗାଣିତିକ ସମ୍ପର୍କ |,Arithmetic relation
ଗାଣିତିକ ସ୍କାନ୍ |,Arithmetic scan
ଗାଣିତିକ ବିଭାଗ |,Arithmetic section
ଗାଣିତିକ ଶିଫ୍ଟ |,Arithmetic shift
ଗାଣିତିକ ସ୍ଥାନାନ୍ତରିତ |,Arithmetic shifting
ଗ୍ୟଟିଥେଟିକ୍ ଷ୍ଟେଟମେଣ୍ଟ,Arithmetic statement
ଗାଣିତିକ ଶବ୍ଦ,Arithmetic term
ଆରିଥମେଟିକ୍ ଅଣ୍ଡରଫ୍ଲୋ |,Arithmetic underflow
ଗାଣିତିକ ଏକକ |,Arithmetic unit
ଆରେ,Array
ଆରେ ବନ୍ଧା,Array bound
ଆରେ କମ୍ପ୍ୟୁଟର |,Array computer
ଆରେ ଡାଇମେସନ୍ |,Array dimension
ଆରେ ଉପାଦାନ,Array element
ଆରେ ଏକ୍ସପ୍ରେସନ୍ |,Array expression
ଆରେ ନାମ,Array name
ସଂରଚନାଗୁଡ଼ିକର ଆରେ |,Array of structures
ଆରେ ମୁଦ୍ରଣ,Array printing
ଆରେ ପ୍ରକ୍ରିୟାକରଣ |,Array processing
ଆରେ ପ୍ରୋସେସର୍ |,Array processor
ଆର୍ଟିକ୍ୟୁଲେସନ୍ ପଏଣ୍ଟ |,Articulation point
କୃତ୍ରିମ ଜ୍ଞାନ,Artificial cognition
କୃତ୍ରିମ ବୁଦ୍ଧି,Artificial intelligence
କୃତ୍ରିମ ଭାଷା |,Artificial language
କୃତ୍ରିମ ଭେରିଏବଲ୍ |,Artificial variable
କଳା ପ୍ରୟୋଗ ଡାଟା ବ୍ୟାଙ୍କ |,Arts application data bank
କଳା ପ୍ରୟୋଗ ସଂଗୀତ |,Arts application music
କଳା ପ୍ରୟୋଗ ନମୁନା ପି generation ଼ି |,Arts application pattern generation
କୁବିଙ୍ଗ୍ସ,Ascender
ଆରୋହଣ ସର୍ଟ |,Ascending sort
ଆଷ୍ଟିଲ୍ |,ASCIL
ASCII ନିୟନ୍ତ୍ରଣ ବର୍ଣ୍ଣ |,ASCII control character
ASCII କି ବୋର୍ଡ |,ASCII key board
ସର୍ବୋଚ୍ଚ,Aspect
ଦିଗ ଏବଂ,Aspect and
ଏକତ୍ର ହୁଅ,Assemble
ଏକତ୍ରିତ ଉତ୍ପତ୍ତି |,Assembled origin
ସମୟ ସମାପ୍ତ କରନ୍ତୁ |,Assemble duration
ଏକତ୍ରିତ |,Assembler
ଏକତ୍ରିତ ନିର୍ଦ୍ଦେଶନାମା |,Assembler directive
