Malayalam,English
1. കാർഷിക തൊഴിലാളികൾ 2. കാർഷിക തൊഴിലാളികൾ,agricultural labour
കാർഷിക വിപണനം,agricultural marketing
കാർഷിക സാങ്കേതികവിദ്യ,agricultural technology
1. കൃഷി 2. കൃഷി 3. അഗ്രികൾച്ചറൽ സയൻസ്,agriculture
കാർഷിക വനവൽക്കരണം,agrisilviculture
കാർഷിക ജൈവവൈവിധ്യം,agrobiodiversity
കാർഷിക ജൈവ വൈകല്യങ്ങൾ,agrobiological defects
കാർഷിക ജീവശാസ്ത്രം,agrobiology
കാർഷിക-കാലാവസ്ഥാ വൈവിധ്യം,agroclimatic diversity
കാർഷിക കാലാവസ്ഥാ മേഖല സൃഷ്ടിക്കൽ,agroclimatic zoning
അഗ്രോഫോറസ്ട്രി,agroforestry
കാർഷിക ശാസ്ത്രം,agrology
അഗ്രോണമിക്,agronomy
കാർഷിക ഇടയൻ,agropastoral
വിള സംസ്കരണം,agroprocessing
പുല്ല് ശാസ്ത്രം,agrostology
വിള തരം,agrotype
എപ്പിഫൈറ്റ്,air plant
aikiochi മണ്ണ്,akiochi soil
വർണ്ണാന്ധത,albinism
ആൽഫിസോൾ,alfisols
ആൽഗകൾ,algae
ആൽഗ രോഗം,algal disease
ആൽക്കലി വെള്ളം,alkali water
ആൽക്കലൈൻ,alkaline
ബദൽ,allele
അല്ലെലോ രസതന്ത്രം,allelochemicals
അല്ലീൽ,allelomorph
അല്ലെലോപ്പതി,allelopathy
വേത്തി വിള,alley cropping
പൂർത്തീകരണം,allocarpy
ബീജസങ്കലനം,allogamy
1. ആപേക്ഷികത 2. അലോമെട്രി,allometry
മൾട്ടിപ്ലോയിഡി,allopolyploid
1. പാരാസിഗോസിറ്റി,allosynapsis (allosyndesis)
1. ഇതര വർഷത്തെ പ്രവർത്തനം 2. ഇതര പ്രവർത്തനം,alternate bearing
ബദൽ ഭൂമി ഉപയോഗം,alternate land use
പരിസ്ഥിതി,ambient
പരിഷ്കർത്താവ്,ameliorant
മൈറ്റോസിസ്,amitosis
ആമീനൻ,amminization
അമോണിയൻ,ammonification
അമ്നിഫെറസ്,ammonifier
1. ഫലപ്രദമല്ലാത്ത രൂപം 2. അരൂപി,amorph
ഉഭയജീവി മിശ്രിതം,amphimixis
ആംഫോട്ടെറിക്,amphoteric
സ്റ്റോക്ക്പൈലിംഗ്,anabolism
1. അനറോബിക് 2. അനറോബിക് ഓർഗാനിസംസ്,anaerobe
ഹാപ്ലോയിഡ്,aneuploid
കോണീയ നടീൽ,angle planting
മൃഗസംരക്ഷണം,animal husbandry
മൃഗ വിസർജ്ജനം,animal refuse
ജീവനുള്ള ഊർജ്ജം,animate energy
അസാധാരണമായ,anisoploid
ഒരു വർഷം പഴക്കമുള്ള ചെടി,annual plant
വാർഷിക,annual
1. പരമാനന്ദം 2. പ്രഭ,anthesis
ആന്ത്രാക്സ്,anthrax
നരവംശ ഘടകങ്ങൾ,anthropogenic factor
അതിജീവനം,antibiosis
1. ആന്റിബയോട്ടിക് 2. ആന്റിബയോട്ടിക്,antibiotic
വെറുപ്പുളവാക്കുന്ന,antidote
ആന്റിഓക്‌സിഡന്റ്,antioxidants
ആന്റിടോക്സിൻ,antitoxin
മോതിര വിരൽ,anulus
1. മുഞ്ഞ 2. മാഹു 3. ചേപ,aphid
മുകളിലെ മുകുളം,apical bud
പീക്ക് ഫലപ്രാപ്തി,apical dominance
തേനീച്ച വളർത്തൽ,apiculture (bee keeping)
അലൈംഗികത,apomixis
അപ്പോപ്റ്റോസിസ്,apoptosis
അനുബന്ധങ്ങൾ,appendage
വിശപ്പ്,appetizer
അപേക്ഷിച്ചു,applied
ജല കള,aquatic weed
1. മരം 2. വൃക്ഷ നിവാസി,arboreal
ശാഖകൾ,arborization
പ്രോട്ടോബോട്ടാണിക്കൽ റെക്കോർഡുകൾ,archaeo-botanical records
സോൺ നമ്പർ,area statistics
1. ഏരിയ 2. ഏരിയ,area
വരണ്ട ആവാസവ്യവസ്ഥ,arid ecosystem
കോട്ടിലിഡൺ,aril
സൗരഭ്,aroma
ആരോമാറ്റിക് പ്ലാന്റ്,aromatic plant
സുഗന്ധമുള്ള അരി,aromatic rice
ഇക്ഷു പുഷ്പൻ,arrowing
അസെപ്റ്റിക്,asepsis
1. അസെപ്റ്റിക് 2. അസെപ്റ്റിക്,aseptic
അലൈംഗിക പുനരുൽപാദനം,asexual propagation
വലിപ്പം,assay
ആസ്തി,assets
1. സ്വാംശീകരണം 2. സ്വാംശീകരണം,assimilation
1. അസോസിയേഷൻ 2. അസോസിയേഷൻ,association
1. കോളം 2. ആസ്ട്രിംഗ്സി,astringent
ഹെറ്ററോസൈഗോസിറ്റി,asynapsis
1. പൂർവ്വികൻ 2. അടവിസം,atavism
കണം,atomizer
1. സ്ഥിരീകരണം 2. വൈകല്യം,atrophy
സ്വയം ജോടിയാക്കൽ,autogamy
ഓട്ടോലിസിസ്,autolysis
1. സ്വതസിദ്ധമായ ഓക്സീകരണം 2. സ്വതസിദ്ധമായ ഓക്സീകരണം,autooxidation
സ്വയം മൾട്ടിപ്ലക്സ്,autopolyploid
ഓക്സിൻ,auxins
1. ഷൂക്ക് 2. പൂവൻ,awn (bristle)
ശിക്ഷാ വൈറസ്,baccilovirus
1. ബാസിലസ് 2. ബാസിലസ്,bacillus
1. ബാക്ടീരിയ 2. ബാക്ടീരിയ,bacteria
ബാക്ടീരിയൽ വിഷം,bacteriotoxin
ബാഗാസ്,bagasse
ബാലൻസ് ഷീറ്റ്,balance sheet
സമീകൃത വളം ഉപയോഗം,balanced fertilization
ബാർ ഗ്രാഫ്,bar diagram
കുര,bark
1. ബാരോമീറ്റർ 2. ബാരോമീറ്റർ,barometer
1. ബസർ 2. നിഷ്ക്രിയം 3. വന്ധ്യം,barren
1. അടിസ്ഥാനം 2. അടിസ്ഥാനം 3. കുപാങ്,base
1. താല 2. തടം,basin
തലബിസാരി,basipetal
1. ബാസിസ്റ്റെർനം 2. റൂട്ട് ഹോൾഡർ,basisternum
ഗൾഫ് മൺസൂൺ,bay monsoon
ഫലം പ്ലാന്റ്,bearing plant
കിടക്ക,bed
കിടക്ക പ്ലാന്റ്,bedder
കിടക്കവിരി,bedding
ബീറ്റ്റൂട്ട് മോളാസസ്,beet molasses
തുരുത്തി,bellows
1. സ്ട്രിപ്പ് 2. ഭൂപ്രദേശം,belt
ലാഭ-ചെലവ് വിശകലനം,benefit-cost analysis
അഭിലാഷം (സാമ്പിൾ),biased (sampling)
ദ്വിവത്സര സസ്യങ്ങൾ,biennial
ദ്വിപദം,binomial
ബയോഫാക്ടർ,bioagent
ജൈവ കാലാവസ്ഥ,bioclimate
ജൈവ ഊർജ്ജം,bioenergy
ജന്തു പരിസ്ഥിതി,bionomics
1. ബയോ പ്രോസസർ 2. ബയോ റിയാക്ടർ,bio-reactor
ജൈവമണ്ഡലം,biosphere
ബയോട്ടിക്,biotic
ജന്തുജാലങ്ങൾ,biotype
ദിവിലിംഗി,bisexual
ധവാലൻ,blanching
1. പ്രധ്വാസൻ (രോഗം) 2. ഗസ്റ്റ് രോഗം,blast
മിശ്രണം,blend
1. അംഗ്മാരി (രോഗം) 2. ബ്ലൈറ്റ് (രോഗം),blight
1. ബ്ലിസ്റ്റർ 2. ബ്ലിസ്റ്റർ 3. എറപ്ഷൻ 4. ബ്ലിസ്റ്റർ,blister
നീല വിപ്ലവം,blue revolution
പ്ലാനർ ഹീറ്റിംഗ് ചേമ്പർ,bottom heat chamber
പ്ലാനർ തപീകരണ സാങ്കേതികവിദ്യ,bottom heat technique
തവിട്,bran
ശാഖകൾ,branching
1. തടി 2. ഉപശാഖ,branchlet
ഇനം,breed
പുനരുൽപാദനം,breeding
ആദ്യകാല മുളയ്ക്കൽ ചികിത്സ,brimming
1. കുട്ടി 2. മുട്ട 3. ഭ്രൂണം,brood
വളർന്നുവരുന്ന,budding
ബജറ്റ്,budget
1.ആംഫോട്ടറിക് 2. ബഫർ,buffer
മധുരക്കിഴങ്ങ്,bulb
ബണ്ട് (രോഗം),bunt
1. ഉപോൽപ്പന്നം 2. ഉപോൽപ്പന്നം,by-product
c ഈർപ്പം സ്പെസിഫിക്കേഷൻ കർവ്,c moisture characteristic curve
എണ്ണ പിണ്ണാക്ക്,cake
1. നാരങ്ങ 2. കാൽസ്യം,calcarious
calcion,calcification
ഫോസ്ഫേറ്റ് നീക്കം,calcination of phosphate
1. കിനാറ്റ 2. കാലാറ്റ,callosity
1.കല്ലസ് 2. കിരണം,callus
1. വിദളങ്ങൾ 2. കാളിക്സ്,calyx
പുറത്തെ അവസാനം,calyx-end
എധ,cambium
കാൻസർ (ബാക്ടീരിയ രോഗം),canker
കാനിംഗ്,canning
ആകാശം,canopy
ധനകാര്യം,capital
പരാഗണം (അത്തിപ്പഴം),caprification
1. കാപ്സ്യൂൾ 2. ക്യാപ്സ്യൂൾ 3. ക്യാപ്സ്യൂൾ,capsule
കാർബണൈസ്ഡ്,carbonated
കാർബണൻ,carbonization
കാർപേസ്,carpel
വള,carpus
1. കാസ്റ്റിംഗ് (ഇരുമ്പ്) 2. ക്ഷിപ്തി (പ്രാണി),casting
കാറ്റബോളിസം,catabolism
പ്രേരണ,catalysis
1. കാറ്റർപില്ലർ 2. കാറ്റർപില്ലർ,caterpillar
സി ഡി. എൻ. എ. സമാഹാരം,C-DNA Library
പരിധി,ceiling
1. സെൽ 2. സെൽ,cell
സെൻട്രൽ ഫ്രണ്ട് സിസ്റ്റം,central leader system
1. പോയിന്റ് 2. ഫോക്കസ്,centric
അപകേന്ദ്രീകരണം,centrifugation
സെൻട്രിഫ്യൂജ്,centrifuge
നക്ഷത്ര കേന്ദ്രം,centriole
എപ്പിജെനെറ്റിക്,centrogenic
കേന്ദ്രരാജ,centrogenous
തറി,cercus
1. ധാന്യം 2. സീരിയൽ,cereal
1. സർട്ടിഫിക്കേഷൻ 2. സർട്ടിഫിക്കേഷൻ,certification
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,certified seed
1. വൈക്കോൽ 2. കുട്ടി 3. ശലക് സഹപത്ര,chaff
1. നിഭാഗ് 2. കൈലജ,chalaza
കൈമോഗ്രഫി,chemotropism
1. കിയാസ്മ 2. തിരക്കിലാണ്,chiasma
supercooling മണിക്കൂർ,chilling hours
മഞ്ഞ് കേടുപാടുകൾ,chilling injury
1. വിചിരോതകി 2. ചിമേര,chimera
പച്ച കഞ്ഞി,chloranthy
1. ഇലകൾ 2. പച്ച,chlorophyll
സയനോസിസ്,chlorosis
ജൈവ വിതരണ ശാസ്ത്രം,chorology
1. ക്രോമാറ്റിഡുകൾ 2. പകുതി ക്രോമസോമുകൾ,chromatid
ക്രോമാറ്റിൻ,chromatin
ക്രോമാറ്റോഗ്രാഫി,chromatography
ക്രോമാറ്റിലേഷൻ,chromatolysis
ഏട്രിയൽ പോയിന്റ്,chromocentre
ക്രോമാറ്റോജെനിസിസ്,chromogenesis
1. ക്രോമോപ്രോട്ടീൻ 2. പിഗ്മെന്റ് പ്രോട്ടീൻ,chromoprotein
1. ക്രോമസോമുകൾ 2. ക്രോമസോമുകൾ,chromosome
1. വിട്ടുമാറാത്ത 2. വിട്ടുമാറാത്ത 3. വിട്ടുമാറാത്ത 4. കാലഹരണപ്പെട്ട,chronic
സിട്രേഞ്ച്,citrange
ശരത്കാല ഉത്സവം,cladode
വർഗ്ഗീകരണം,classification
1. കളിമണ്ണ് 2. കളിമണ്ണ്,clay
1. വൃത്തിയാക്കൽ 2. സ്‌ക്രബ്ബിംഗ് 3. വൃത്തിയാക്കൽ 4. ശുദ്ധീകരണം,cleaning
സ്ഥിരമായ പരാഗണം,cleistogamy
ക്രൂസിഫറസ് ഫലം,climacteric fruit
കാലാവസ്ഥ,climate
കാലാവസ്ഥാ ശാസ്ത്രം,climatology
കത്രിക,clipper
പിണ്ഡം (കളിമണ്ണ്),clod
ക്ലോൺ,clone
1.മേഘങ്ങൾ 2.മേഘങ്ങൾ,cloud
കൂട്ടം,clump
കുല,cluster
1. പരുക്കൻ 2. പരുക്കൻ 3. അസംസ്കൃതം 4. പരുക്കൻ,coarse
1. കവർ 2. ലെതറെറ്റ്,coat (seed)
കോയ,cocoon
1. കോഎൻസൈം 2. കോ-എൻസൈം,coenzyme
കെട്ടുറപ്പ്,cohesion
1. നാരുകൾ (ചണം ചണം) 2. കോക്കനട്ട് കോഴ്സ്,coir
മുളങ്കൂർ ചോല,coleorrhiza
,collar 1. स्तंभमूलसंधि 2. कॉलर 3. ग्रीवा
കൊളോയിഡ് (മണ്ണ്),colloid (soil)
1.നിര 2.കൊലുമെല്ല,columella
1. പെനാൽറ്റി 2. കോളം 3. കോളം,column
കൂട്ടായ്മ,commensalism
കൊമേഴ്സ്യൽ ബാങ്ക്,commercial bank
1. ചരക്ക് 2. ചരക്ക്,commodity
സമൂഹം,community
സങ്കോചം (മണ്ണിന്റെ),compaction (of soil)
1. അനുയോജ്യത 2. അനുയോജ്യത,compatibility
അനുയോജ്യത,compatibility
1. നഷ്ടപരിഹാരം 2. നഷ്ടപരിഹാരം,compensation
മത്സരപരമായ ഇടപെടൽ,competitive interaction
സപ്ലിമെന്റ് വിള,complementary crop
1. സംയുക്തം 2. സങ്കീർണ്ണമായ,complex
ഘടകഭാഗം,component
രചന,composition
കമ്പോസ്റ്റ്,compost
കൂട്ടുപലിശ,compound interest
കണക്കുകൂട്ടൽ,computation
1. കമ്പ്യൂട്ടർ 2. കമ്പ്യൂട്ടർ,computer
1. ഏകാഗ്രത 2. ഏകാഗ്രത,concentration
1. ഒപ്റ്റിമൈസർ 2. റിവൈറ്റലൈസർ,conditioner
ചാലകത,conductance
1. കോൺഫിഗറേഷൻ 2. കോൺഫിഗറേഷൻ,configuration
1. അനുരൂപത 2. കോൺഫിഗറേഷൻ 3. അനുരൂപത,conformity
1. സംയോജനം 2. ഹൈബ്രിഡൈസേഷൻ,confounding
സംയോജനം,conjugation
1. അഡിറ്റീവ് 2. കണക്റ്റീവ്,connective
സംരക്ഷണം,conservation
ഏകീകരണം,consolidation
1. ചേരുവ 2. ചേരുവകൾ,constituents
ഉപഭോക്താവ്,consumer
ഉപഭോഗം,consumption
മലിനീകരണം,contamination
കോണ്ടൂർ നടീൽ,contour planting
കോണ്ടൂർ ലൈൻ,contour
1. കരാർ കൃഷി 2. കരാർ കൃഷി 3. കരാർ കൃഷി,contract farming
നിയന്ത്രിത അന്തരീക്ഷ സംഭരണം,controlled storage
സഹകരണ ബാങ്ക്,co-operative bank
സഹകരണ സംഘം അംഗം,cooperator
ഗുൽമാവാൻ,coppice
സമചതുര,corm
1. ദൽപുഞ്ച് 2. കൊറോള,corolla
1. കോർട്ടെക്സ് 2. കോർട്ടക്സ്,cortex
ചെലവ്,cost
കോട്ടിലിഡൺ,cotyledon (seed)
ക്രെഡിറ്റ് കമ്മിറ്റി,credit society
1. കടം കൊടുക്കൽ 2. ക്രെഡിറ്റ്,credit
1. കടം കൊടുക്കുന്നയാൾ 2. കടം കൊടുക്കുന്നയാൾ,creditor
1. ശിഖരം 2. ശീർഷകം 3. ശിഖരം,crest
പിൻവലിക്കൽ,crinkle
പ്രശ്നം,crisis
പരീക്ഷ,criterion
വിമർശനാത്മകം,critical
വിള ഇൻഷുറൻസ്,crop insurance
വിള വായ്പ,crop loan
1. വിള 2. വിള,crop
കൃഷി പ്രദേശം,cropping area
ക്രോസ് പൊരുത്തമില്ലാത്ത,cross-incompatible
1. കിരീടം 2. പിനാക്കിൾ (സസ്യം),crown (plant)
മൃദുവായ കണങ്ങൾ,crumb
പുറംതോട്,crust
1. ക്രിപ്‌റ്റോഗാം 2. നോൺ-ഫ്ലോറിഫോം,cryptogam
അരിവാൾ (പഴം),cull (fruits)
പേന,culm
കൃഷി ഇനം,cultivar
1. ട്രാക്ഷൻ 2. കൃഷി 3. കൃഷി,cultivation
1. കർഷകൻ 2. കൃഷിക്കാരൻ,cultivator
1. കൃഷി 2. കൃഷി 3. വളർത്തൽ,culture
1.വിഭവം 2.തയ്യാറെടുപ്പ്,curing
1.കുന്തളൻ 2.കുഞ്ചോൻ,curling
ഭാവം,currency
1. പുറംതൊലി 2. പുറംതൊലി,cuticle
1. പേന 2. മുറിക്കൽ 3. മുറിക്കൽ 4. മുറിക്കൽ 5. മുറിക്കൽ,cutting
1. വിര കോർപ്പസ് 2. സിസ്റ്റ് 3. സിസ്റ്റ് 4. വികലമായ മുഴ 5. നിയോപ്ലാസം,cyst
സൈറ്റോക്രോം,cytochrome
സെൽ കപ്ലിംഗ്,cytogamy
കോശ പുനരുൽപാദനം,cytogenesis
സെൽ ജനിതകശാസ്ത്രം,cytogenetics
സൈറ്റോപ്ലാസ്മിക് ഡിവിഷൻ,cytokinesis
സെൽ ബയോളജി,cytology
സെൽ ലിസിസ്,cytolysis
1. സൈറ്റോമിയർ 2. സെൽ സെഗ്മെന്റേഷൻ,cytomere
സൈറ്റോപ്ലാസം,cytoplasm
1. ഡയറി 2. ഡയറി,dairy
ക്ഷീര വ്യവസായം,dairying
1. ഡാം 2. ബ്രീഡർ,dam
ദിവസം സമ്പൂർണ്ണ പ്ലാന്റ്,day-neutral
പൂവിടുമ്പോൾ ദിവസം,days after flowering
മുഴുവൻ പൂവിടുമ്പോൾ ഒരു ദിവസം,days after full bloom
കാര്യക്ഷമതയില്ലായ്മ,deblossoming
ഡീകാൽസിഫിക്കേഷൻ,decalcification
1. ഡിസ്ലോഡ്ജ് 2. ഡിസ്ലോഡ്ജ്,decant
ക്ഷയം,decay
ഇലപൊഴിയും,deciduous
1. ദശാംശം 2. ദശാംശം,decimal
അപകർഷത,deficiency
അനുരൻ (മണ്ണ്),deflocculation (soil)
വിപുഷ്പൻ,defloration
ബില്ലിംഗ്,defoliation
വനനശീകരണം,deforestation
അപമാനം,degeneration
തരംതാഴ്ത്തൽ,degradation
ഭാഗം ദിവസം,degree days
1. അളവ് 2. ഭാഗം,degree
അപചയം,dehiscence
തൊണ്ട നീക്കം,dehulling
തൊണ്ട നീക്കം,dehusking
നിർജ്ജലീകരണം,dehydration
ജലരഹിതമായ,dehydrator
ആവശ്യം,demand
1. ഡീനാറ്ററേഷൻ 2. ഗുണനം,denaturation
അപകീർത്തിപ്പെടുത്തൽ,denudation
1. നിക്ഷേപം (മണ്ണ്) 2. നിക്ഷേപം (സാമ്പത്തികശാസ്ത്രം),deposit
നിക്ഷേപം,deposition
1. മൂല്യത്തകർച്ച 2. മൂല്യത്തകർച്ച,depreciation
ഉപ്പുനീക്കം,desalinization
1. വെള്ളം ഉണക്കൽ 2. നിർജ്ജലീകരണം,desiccation
1. ഡിസൈൻ 2. ഡിസൈൻ,design
വരണ്ട,dessicator
കേർണൽ നീക്കം,destoning
ഡി-ഇന്റർകലേഷൻ,desuckering
സംയോജനം,desynapsis
1. ആൺ മഞ്ജരി വേർതിരിച്ചെടുക്കൽ (ചോളം) 2. ബല്ലാർ വേർതിരിച്ചെടുക്കൽ,detassel
ബല്ലാർ അല്ലെങ്കിൽ കുന്ദൻ മുറിക്കൽ,detasseling
നിർണ്ണയിക്കുന്നയാൾ,determinant
മൂല്യച്യുതി,devaluation
സസ്യഭക്ഷണം,devegetation
വ്യതിയാനം,deviation
ഇരട്ടി,diad
രോഗനിർണയം,diagnosis
വ്യത്യസ്ത പക്വത,dichogamy
വിഭജനം,dichotomy
1. ഡൈക്കോട്ടിലിഡൺ 2. ഡൈക്കോട്ടിലിഡൺ (വിത്ത്),dicotyledon (seed)
പുറം രോഗം,die back (disease)
1. ഡിഫ്യൂഷൻ 2. ഡിഫ്യൂഷൻ,diffusion
ദഹനക്ഷമത,digestibility
ഡൈഹൈബ്രിഡ്,dihybrid
1. ഡാം 2. ഡ്രെയിൻ 3. കുടുംബം,dike (dyke)
തുച്ഛമായ,dilute
1. ഏകഭാര്യ 2. ഏകഭാര്യ,dioecious
ഡിപ്ലോയിഡ്,diploid
1. ഡിപ്ലോയിഡ് 2. ഡിപ്ലോയിഡ്,diploid
ദ്വിധ്രുവം,diplonema
1. വേർതിരിച്ചെടുക്കൽ 2. ബഡ് നീക്കം,disbudding
1. പ്ലോ പ്ലോവിംഗ് 2. സ്പിന്നിംഗ്,discing
കിഴിവ്,discount
അണുനശീകരണം,disinfection
1. ഡിസ്പർഷൻ 2. ചിതറിക്കൽ,dispersion
1.ചിതറിക്കൽ 2.വ്യതിയാനം,dissemination
വൈവിധ്യവൽക്കരണം,diversification
വൈവിധ്യമാർന്ന കൃഷി,diversified farming
ഡിഎൻഎ ഘട്ടം,DNA Ladder
ഡിഎൻഎ റിസീവർ,DNA receptor
ഡോക്ക് വാടകയ്ക്ക്,dockage
ഫലപ്രദമായ,dominant
സുഷുപ്തി,dormancy
1. അളവ് 2. അളവ് 3. അളവ്,dose
ഇരട്ട സിഗ്മോയിഡ് കർവ്,douole sigmoid curve
1. കാറ്റ് 2. നീട്ടുക,draft (draught)
1. എക്‌സ്‌ഹോസ്റ്റ് ഡ്രെയിൻ 2. മലിനജലം,drain
ഡ്രെയിനേജ്,drainage
ട്രാക്ഷൻ,draw
1. മരുന്ന് കൊടുക്കുക 2. നനയ്ക്കുക,drenching
സൗന്ദര്യവർദ്ധക വസ്തുക്കൾ (വിത്തുകൾ),dressing (seed)
1. ആഗർ 2. ആഴം കുറഞ്ഞ തകരാർ 3. ഡ്രിൽ 4. ആഗർ,drill (n.)
1. ദ്വാരം 2. ഡ്രിൽ 3. ഡ്രിൽ,drilling (ag. engg)
1. ഡ്രില്ലിംഗ് 2. ഡ്രിൽ ഉപയോഗിച്ച് വിതയ്ക്കൽ 3. ഡ്രിൽ ഉപയോഗിച്ച് ഒഴിക്കുക,drilling (agronomy)
ഡ്രിപ്പ് ഇറിഗേഷൻ,drip irrigation
ഉണങ്ങിയ കൃഷി,dryland farming
1.പൊടി 2.ബുക്നെ,dust
1. ഡസ്റ്റർ 2. സ്കാറ്ററർ,duster
തളിക്കാൻ,dusting
1. വാമനൻ 2. വാമനൻ,dwarf
വാമന പിരമിഡ്,dwarf pyramid
വാമിനി ഭവൻ,dwarfing
പരിസ്ഥിതി ശാസ്ത്രം,ecology
ഇക്കണോമെട്രിക്സ്,econometrics
സാമ്പത്തിക കാര്യക്ഷമത,economic efficiency
സാഹചര്യ തരം,ecotype
അധിക-സ്ട്രാറ്റിഫൈഡ്,ectotrophic
മൃദുവായ,edaphic
മണ്ണ് ശാസ്ത്രം,edaphology
1. ബ്രിഡ്ജിംഗ് 2. എഡ്ജിംഗ് 3. സ്ട്രാൻഡ് ക്ലോഷർ,edging
ഭക്ഷണ ഭാഗം,edible part
ഡിമാൻഡിന്റെ ഇലാസ്തികത,elasticity of demand
ഉത്പാദന ഇലാസ്തികത,elasticity of production
വൈദ്യുതവിശ്ലേഷണം,electrolysis
ഇലക്ട്രോഫോറെസിസ്,electrophoresis
ആവിയായി,eluviation
1. ശിരഛേദം 2. വന്ധ്യംകരണം 3. ശിരഛേദം 4. വന്ധ്യംകരണം,emasculator
1. വീർ ബാൻഡി 2. സ്ട്രോബണ്ടി,embanking
ഭ്രൂണം,embryo
1. ഭ്രൂണശാസ്ത്രം 2. ഭൗതികശാസ്ത്രം,embryology
1. പുറത്തുകടക്കുക 2. പുറത്തുകടക്കുക,emergence
എമൽസിഫയർ,emulsifier
അന്തർജനകമായ,endogenous
ഇൻട്രാ പോയിന്റ് ഡിവിഷൻ,endomitosis
ഇൻട്രാ-പാരാസിറ്റിക്,endoparasite
എൻഡോസ്പേം,endosperm
എന്റർപ്രൈസ്,enterprise
കീടശാസ്ത്രം,entomology
പരിസ്ഥിതി,environment
1. എൻസൈം 2. എൻസൈം,enzyme
ക്ലസ്റ്റർ ഗ്രാഫ്റ്റിംഗ്,epicotyl grafting
1. എപ്പിഫൈറ്റ് 2. എപ്പിഫൈറ്റ്,epiphyte
ഇക്വിറ്റി,equity
ഉന്മൂലനം,eradication
അവശ്യ പോഷകങ്ങൾ,essential nutrients
1. അളവ് 2. ജമ്പ് 3. വിലയിരുത്തൽ,estimation
സൂക്ഷ്മത,etiolation
സുജനിക്,eugenic
മൂല്യനിർണ്ണയം,evaluation
സ്റ്റീം ഗേജ്,evaporimeter
ബാഷ്പീകരണ പ്രചോദനം,evapo-transpiration
ശാശ്വത വിപ്ലവം,evergreen revolution
1. നിത്യഹരിതം 2. നിത്യഹരിതം,evergreen
വികസനം,evolution
വിച്ഛേദിക്കുക,excise
