Punjabi,Odiya
ਐਕਟਿਨ ਵਰਗੇ ਪ੍ਰੋਟੀਨ,ଆକ୍ଟିନ୍-ପ୍ରୋଟିନ୍ |
ਐਕਟਿਨੀਮੋਰਿਕ,ଆକ୍ଟିନୋମୋରଫିକ୍ଫିକ୍ |
ਐਕਟਿਨੋਮਾਈਸਾਈਟਸ,ଆକ୍ଟିନୋମିସେସିସ୍ |
ਕਾਰਵਾਈ ਸੰਭਾਵਨਾ,କାର୍ଯ୍ୟ ସମ୍ଭାବନା
ਸਰਗਰਮ ਸਲੱਜ,ସକ୍ରିୟ ସ୍ଲେଜ୍ |
ਸਰਗਰਮ ਸਲੈਮ ਫਾਸਟ,ସକ୍ରିୟ ସ୍ଲେଜ୍ ଫ୍ଲୋକ |
ਐਕਟੀਵੇਸ਼ਨ Energy ਰਜਾ,ସକ୍ରିୟ ଶକ୍ତି
ਐਕਟਿਵ ਸਮਾਈ,ସକ୍ରିୟ ଶୋଷଣ
ਕਿਰਿਆਸ਼ੀਲ ਛੋਟ,ସକ୍ରିୟ ପ୍ରତିରୋଧକତା |
ਸਰਗਰਮ ਰੇਡੀਏਸ਼ਨ,ସକ୍ରିୟ ବିକିରଣ |
ਐਕਟਿਵ ਸਾਈਟ,ସକ୍ରିୟ ସାଇଟ୍
ਐਕਟੀਵੇਟ,କାର୍ଯ୍ୟକର୍ତ୍ତା
ਅਮੀਮਿਨੇਟ,ଆକ୍ରମିନେଟ୍ |
ਐਡਮਜ਼ੀਆ,ଆଡାମାସିଆ |
ਅਨੁਕੂਲਤਾ,ଅନୁକେତ
ਅਨੁਕੂਲਤਾ,ଆଡାପ୍ଟେସନ୍
ਚਾਨਣ ਸ਼ਾਸਨ ਲਈ ਅਨੁਕੂਲਤਾ,ହାଲୁକା ଶାସନ ପାଇଁ ଆଡାପ୍ଟେସନ୍ |
ਪਾਣੀ ਦੀ ਘਾਟ ਲਈ ਅਨੁਕੂਲਤਾ,ଜଳ ଅଭାବରୁ ଆଡାପ୍ଟେସନ୍ |
ਅਨੁਕੂਲ ਗੁਣ,ଆଡାପ୍ଟିଭ୍ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ |
ਅਨੁਕੂਲ ਛੋਟ,ଆଡାପ୍ଟିଭ୍ ଇନମୁନିଟି |
ਅਨੁਕੂਲ ਰੇਡੀਏਸ਼ਨ,ଆଡାପ୍ଟିଭ୍ ବିକିରଣ |
ਅਨੁਕੂਲ ਗੁਣ,ଆଡାପ୍ଟିଭ୍ ଗୁଣ |
ਏਕੈਕਸੀਅਲ ਸਤਹ,ଆଡକ୍ସିଆଲ୍ ଭୂପୃଷ୍ଠ |
ਨਸ਼ਾ ਕਰਨ ਵਾਲੀ ਵਿਕਾਰ,ନିଶା ବ୍ୟାଧି |
ਐਡੀਨੇਨ,ଆଡେନିନ୍
ਐਡੇਨੋਕਾਰਸਪੋਰਟ੍ਰੋਪਿਨ,ଆଡେନୋକର୍ଟିକୋଟ୍ରୋପିନ୍ |
ਐਡੀਨੋਹਾਇਪਿਸਿਸ,Adenehiopophisisisis
ਅਡੇਨੋਸਿਨ ਡਿਇਆਪਸਫੇਟ,ଆଡେନୋଜିନ୍ ଡିଫୋସେଫେଟ୍ |
ਐਡੀਨੋਸਾਈਨ ਡਿਮੇਨਬੇਸ,ଆଡେନୁସିନ୍ ତ୍ୟାଗ କର |
ਐਡੀਨੋਸਾਈਨ ਮੋਨੋਫੋਸਫੇਟ,ଆଡେନୁସିନ୍ ମୋନୋଫୋସଫେଟ୍ |
ਐਡੀਨੋਸਾਈਨ ਟ੍ਰਾਈਫੋਸਫੇਟ (ਏਟੀਪੀ),ଆଡେନୁସିନ୍ ଟ୍ରିପ୍ଫେଟ୍ (ATP)
ਐਡੀਨੇਲਲੇਟ ਸਾਈਕਲੇਜ,ଆଡେନିଲେଟ୍ ସାଇକ୍ଲାଜିନ୍ |
ਚਿਪਕਣ ਵਾਲੀ ਤਾਕਤ,ଆଡେସିଭ୍ ଫୋର୍ସ |
ਐਡਪੋਜ਼,ଆଡିପେଟ୍ କରନ୍ତୁ |
Adipocyte (ਚਰਬੀ ਸੈੱਲ),Adipocyte (ଫ୍ୟାଟ୍ ସେଲ୍)
ਐਡਪੋਜ਼ ਟਿਸ਼ੂ,ସିସ୍ୟୁଜ୍ ଟିସୁ |
ਐਡਨੇਟ,ଆଡନେଟ୍ |
ਨਾਲ ਲੱਗਦੀ ਕਮਿ Community ਨਿਟੀ,ସଂଲଗ୍ନ ସମ୍ପ୍ରଦାୟର |
ਐਡਰੀਨਲ,ଆଡ୍ରେନାଲ୍
ਐਡਰੇਨਲ ਗਲੈਂਡ,ଆଡ୍ରେନାଲ୍ ଗ୍ରନ୍ଥି |
ਐਡਰੇਨੋਕੋਟਰੋਪਿਕ ਹਾਰਮੋਨ (ਐਕਟਿਹ),ଆଡ୍ରେନିକୋ ବୋଟ୍ରୋପିକ୍ ହରମୋନ୍ (ACTH)
ਐਡਰੇਨੋਕਰੋਪੋਰਟਿਕੋਟਰੋਪਿਕ ਰੀਲੀਜ਼ ਹਾਰਮੋਨ (ACTRH),ଆଡ୍ରେନାକର୍ଟିକୋଟ୍ରପିକ୍ ରିଲିଜ୍ ହରମୋନ୍ (ACTRH)
ਐਡੋਰਬੈਂਟ,ଆଡସରବେଣ୍ଟ
ਇਸ਼ਤਿਹਾਰ,ଆଡେର୍ସନ୍
ਐਡਵਾਂਸਡ ਕੋਰਡੇਟ,ଉନ୍ନତ ମୂଲ୍ୟ |
ਲਾਭਦਾਇਕ ਪਰਿਵਰਤਨ,ଲାଭଦାୟକ ଗଣିତ |
ਸਾਹਸੀ,ଦୁ vent ସାହସିକ କାର୍ଯ୍ୟ |
ਸਾਹਸੀ ਜੜ,ଖରାପ ମୂଳ
ਗਲਤ ਪ੍ਰਭਾਵ,ପ୍ରତିକୂଳ ପ୍ରଭାବ
ਏ.ਡੀ.ਡੀ.,AED ଗୁଡିକ
ਸਭਿਆਚਾਰ ਦੀ ਹਵਾਬਾਜ਼ੀ,ସଂସ୍କୃତିର ଆରେସନ୍
Énerchyma,ଆତଙ୍କିତାମା |
ਏਰੀਅਲ,ବାୟୁ
ਏਰੀਅਲ ਰੂਟ,ବାୟୁଏଟ୍ ମୂଳ |
ਏਰੀਅਲ ਸ਼ੂਟ,ଏରିଲ୍ ସୁଟ୍ |
ਐਰੋਬਿਕ ਸਾਹ,ଏରୋବିକ୍ ଶ୍ iration ଗଡା |
ਐਰੋਬਿਕ ਸਾਹ,ଏରୋବିକ୍ ଶ୍ iration ଗଡା |
ਸੁਹਜ,ସ est ନ୍ଦର୍ଯ୍ୟ
ਖਰਾਸ਼,ବାୟେ
ਖਰਾਸ਼,ବାୟେ
ਪਿਆਰ,ବିଶଙ୍ଗ
ਪੱਕਾ ਐਫੀਲੀਅਸ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,ଆଫିନିଟି କ୍ରୋମାଟୋଗ୍ରାଫି |
ਦੁਖੀ ਅੰਗ,ଅଙ୍ଗପ୍ରତ୍ୟଙ୍ଗ ଅଙ୍ଗ |
ਕਥਾ,ଆଗ ଶତ୍ରୁମାନଙ୍କର
ਅਗਿਆਤ,ଆଗାମୋପର୍ମୀ |
ਅਗਰ,ଅଗର
ਅਗਿਆਤ,ଆଗ୍ରୋଜ୍
ਅਗਾਅਰਜ਼ ਜੈੱਲ ਐਲੀਟ੍ਰੋਫੋਨਸਿਸ,ଆଗାରୋସ୍ ଗେଲ୍ ଇଟ୍ରୋଫୋରସ୍ |
ਅਗਿਆਤ ਪੋਲੀਮਰ ਜੈੱਲ,ଆର୍ଗ୍ରୋଜ ପଲିମର ଜେଲ୍ |
ਅਤਿ,ଆଗିଷ୍ଟ
ਅਗਾਵ,ଆଗେଭ୍
ਉਮਰ ਵੰਡ,ବୟସ ବଣ୍ଟନ |
ਉਮਰ ਪਿਰਾਮਿਡ,ବୟସ ପିରାମିଡ୍ |
Agglutate,Agglutination
ਸਮੁੱਚੀ,ସମୁଦାୟ
Follicle ਦਾ ਸਮੁੱਚਾ,ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |
Follicle ਦਾ ਸਮੁੱਚਾ,ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |
ਇਕੱਤਰਤਾ,ମିଳନ
ਹਮਲਾਵਰਤਾ,ଆକ୍ରମଣାତ୍ମକତା
ਐਗਰੀਏਟਰ ਸਿਸਟਮ,Agiitor ତନ୍ତ୍ର
ਅਗਨੀਥਾ,ଆଗନାଥା
ਅਗਾਤੀ,ଆଗାଉଟି
ਅਗਰੰਡੀ ਕਲਰੋਲੋਪਲਾਸਟ,ଆଗ୍ରାନାଲ କ୍ଲୋରୋପ୍ଲାଷ୍ଟ |
ਅਗਰੂ,ଆଗ୍ରାନୁଲାର୍
ਅਗਰਾਨੂਲੋਸਾਈਟ,ଆଗ୍ରାନୁଲୋସେଟେଟ୍ |
ਖੇਤੀ ਬਾੜੀ,କୃଷି
ਐਗਰੋਫੋਰੈਸਟਰੀ,Agroftry
ਐਗਰੋਬੈਟਰਿਅਮ ਵਿਚੋਲਗੀ,Agrobacterium ମଧ୍ୟସ୍ଥି |
ਐਗਰੋਬੈਟਰਿਅਮ ਟੋਮਫੈਕੈਨਜ਼,Agrobacterium tumfacienss |
ਐਗਰੋ ਕੈਮੀਕਲ,ଆଗ୍ରୋକେମିକାଲ୍ |
ਐਗਰੋ ਕੈਮੀਕਲ,ଆଗ୍ରୋକେମିକାଲ୍ |
ਅਗਰੋਕਲਾਈਮੈਟਿਕ ਜ਼ੋਨ,Agrovillatatic ଜୋନ୍ |
ਖੇਤੀਬਾਜੀ ਗੁਣ,କ agnownom ଣସି ଗୁଣଗତ ଗୁଣ |
ਖੇਤੀਬਾੜੀ,କିରେନୋନୋମ୍ବନ
ਏਡਜ਼,ଏଡଡ୍ସ
ਏਅਰ ਬਲੈਡਰ,ଏୟାର ବ୍ଲାଡର |
ੲੇ. ਸੀ,ଶିତତାପ ନିୟନ୍ତ୍ରଣକାରି
ਹਵਾ ਦਾ ਰਾਹ,ବାୟୁ ପାସ୍ |
ਹਵਾ ਪ੍ਰਦੂਸ਼ਣ,ବାୟୁ ପ୍ରଦୂଷଣ
ਏਅਰ ਸੈਕ,ଏୟାର ଥଳି
ਏਅਰ ਵੈਕਲੂਓਲ,ବାୟୁ ଶୂନ୍ୟ
ਹਵਾ-ਸਾਹ,ବାୟୁ ନିଶ୍ୱାସ ନେବା |
ਅਲੇਨ,ଅଲିନ୍ |
ਅਲੇਰੀ ਮਾਸਪੇਸ਼ੀ,ଆଲେରୀ ମାଂସପେଶୀ |
ਅਲਾਸਕਨ ਬ੍ਰਾ .ਨ ਰਿੱਛ,ଆଲାସ୍କାନ୍ ବ୍ରାଉନ୍ ଭାଲୁ |
ਐਲਬਿਨੋ,ଆଲବିନୋ |
ਆਲਬੂਗੋ,ଆଲବୁଗୋ |
ਐਲਬਮਿਨ,ଆଲବମିନ |
ਐਲਬਿੰਜੀਨ ਬੀਜ,ଆଲବମିନସ୍ ବିହନ |
ਐਲਬਿ → ਮਿਨੂਰੀਆ,ଆଲବୁମିନିରିଆ |
ਐਲਬਟਨਮ,ଆଲବର୍ନମ୍
ਐਲਸੀਏਸੀ,ଆଲେଡା
Aldeyhede,ଆଲଡେହେଡି
ਅੈਲਡੋਸਟਰੋਨ ਸਿਸਟਮ,ଆଲଡୋଷ୍ଟେରନ୍ ସିଷ୍ଟମ୍ |
ਅਲੇਸਟਰੋਨ,ଆଲଡୋଷ୍ଟେରୋନ୍ |
ਅਲੇਪੁਰਨ ਪਰਤ,ଆଲେରୋନ୍ ସ୍ତର |
ਐਲੇਰੋਪਲਾਸਟ,ଆଲେରୋପ୍ଲେଷ୍ଟ |
ਅਲਫਾਫਾ,Alfalfa
ਐਲਗਲ ਖਿੜ,ଆଲଗାଲ୍ ଫୁଲ |
ਅਲੀਗਿਨ,ଅପଗନ୍
ਪਰਦੇਸੀ ਡੀਐਨਏ,ଏଲିଏନ୍ ଡିଏନ୍
ਪਰਦੇਸੀ ਪ੍ਰਜਾਤੀ,ଏଲିଏନ୍ ପ୍ରଜାତି |
ਅਲਾਈਨਮੈਂਟ,ପରିଚାଳିତ
ਅਲਾਈਨਮੈਂਟ,ପରିଚାଳିତ
ਅਲੀਮੈਂਟਰੀ ਨਹਿਰ,ଆଲିମେଣ୍ଟେରି କେନାଲ୍ |
ਅਲੀਮੈਂਟਰੀ ਸਿਸਟਮ,ଆଲିମେଣ୍ଟାରୀ ସିଷ୍ଟମ୍ |
ਐਲਿਸਮੇਸਸੀ,ଆଲି ବ୍ୟଞ୍ଜସେମେସେସ୍ |
ਐਲਕਾਲਾਇਡ,ଆଲକାଲାଇଡ୍ |
ਐਲਕਲੀਨ,କ୍ଷାରିକ |
ਅਲਕਾਪਟਨੂਰੀਆ,ଅଲକାପଟୋନେର୍ଜିଆ
ਅੱਲੈਂਟੋਇਸ,ଆଲାନ୍ସିଟ୍
ਐਲੀ ਬਾਰੰਬਾਰਤਾ,ଆଲେଲେ ଫ୍ରିକ୍ୱେନ୍ସି |
ਐਲੀਲ,ଆହେଲେ |
ਅਲੇਲਬਿਕ ਜੋੜੀ,ଆଲୋଲେମୋମିକ୍ ଯୋଡି |
ਐਲਰਗੇਨ,ଆଲ୍ରେଜେନ |
ਐਲੀਗੇਟਰ,ଆଲିଗେଟର୍ |
ਐਲੀਅਮ ਸੀ.ਪੀ.ਏ.,ଅସ୍ତ୍ରଶିୟ୍ ସେପୁ
ਆਲੋਗਮ,ଆଲଗଲାମି |
ਅਲਾਗ੍ਰਾਫਟ,ଆଲିଗ୍ରାଫ୍ଟ |
ਅਲੋਪੈਟ੍ਰਿਕ ਜਾਦੂਈ,ଆଲପ୍ପାଟ୍ରିକ୍ ଯଥାର୍ଥ |
ਐਲੋਪੋਲਾਈਵਲਾਈਡ,ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |
ਐਲੋਸਟਰਿਕ ਪ੍ਰਭਾਵ,ଆଲିସ୍ମିକ ପ୍ରଭାବ
ਐਲੋਸਟ੍ਰਿਕ ਪਾਚਕ,ଆଲିଶୋରଙ୍କ ଏନଜାଇମ୍ |
ਐਲੋਸਟਰਿਕ ਇਨਿਹਿਬਟਰ,ଆଲିସ୍ଟର ଇନହିବିଟର୍ |
ਐਲੋਸਟ੍ਰਿਕ ਮੈਨੂਲੇਸ਼ਨ,ଆଲିସ୍ମିକ ମୋଡୁଲେସନ୍ |
ਐਲੋਸਟ੍ਰਿਕ ਸਾਈਟ,ଆଲିସର୍ଏଣ୍ଟିକ୍ ସାଇଟ୍ |
ਐਲੋਸਟਰਿਕ ਰੋਕ,ଆଲିସ୍ଟର ପ୍ରତିବନ୍ଧକ |
Allotetraplaidd,Allototreplid
ਐਲਾਨਸ,Alnus
ਐਲੋ,ଆଲୋ
ਐਕਸੋਨ ਦੇ ਨਾਲ,ଆକ୍ସନ୍ ସହିତ |
ਅਲਫ਼ਾ-ਐਂਟੀਟ੍ਰਿਪਸਿਨ,ଆଲଫା-ଆଣ୍ଟିକ୍ରିପ୍ସିନ୍ |
ਅਲਫ਼ਾ-ਲੈਕਟਲਬੁਮਿਨ,ଆଲଫା-ଲାକ୍ଟାଲବ୍ୟୁମିନ୍ |
ਐਲਪਾਈਨ ਦੀ ਸਥਿਤੀ,ଆଲପାଇନ୍ ଜଳବାୟୁ ଅବସ୍ଥା |
ਅਲਪਾਈਨ ਮੈਡੋ,ଆଲପାଇନ୍ ମଟର |
ਅਲਪਾਈਨ ਜ਼ੋਨ,ଆଲପାଇନ୍ ଜୋନ୍
ਅਲਸਟੋਨੀਆ,ଆଲଷ୍ଟୋନିଆ
ਅਲਟਰਨੇਰੀਆ,ସର୍ବୋଚ୍ଚame
ਵਿਕਲਪਿਕ,ବିକଳ୍ପ
ਪੀੜ੍ਹੀ ਦੀ ਤਬਦੀਲੀ,ପି generation ଼ିର ବିକଳ୍ପ
ਉਚਾਈ ਬਿਮਾਰੀ,ଉଚ୍ଚତା ରୋଗ
ਉਚਾਈ,ଉଚ୍ଚତା
ਐਲਵੋਲਰ ਡੈਕਟ,ଆଲଭୋଲାର୍ ନଳୀ |
ਅਲਾਈਨ,Aytes
ਅਲਜ਼ਾਈਮਰ ਰੋਗ,ଅଲଜାଇମର ରୋଗ |
ਅਮੈਕਰਾਈਨ ਸੈੱਲ,ଆମାକରାଇନ୍ ସେଲ୍ |
ਅਮਰੰਥੈਸੇ,ଅମରନ୍ତାସିଦା |
ਅਮੈਸ਼ਨਥਸ,ଅମରାନ୍ତିନ |
ਅੰਬੀਨਟ ਓਮੋਟਿਕ ਗਾੜ੍ਹਾਪਣ,ପରିବେଶ ଓସମାଟିକ୍ ଏକାଗ୍ରତା |
ਅਮੈਸਟੋਮਾ,ଅମ୍ବିଷ୍ଟୋମା |
ਐਮੀਡ,ବନ୍ଧୁତ୍ୱ
ਅਮੀਨੋ ਐਸਿਡ,ଆମିନୋ ଏସିଡ୍ |
ਅਮੀਨੋ ਐਸਿਡ ਸਵੀਕਾਰਟਰ,ଆମିନୋ ଏସିଡ୍ ଗ୍ରହଣକାରୀ |
ਅਮੀਨੋਸਾੱਲ ਟੀ ਆਰ ਐਨ ਏ ਸਿੰਥੇਟੇਸ,AminoicaL t rna syntHetase |
ਅਮੀਨੋਕੁਲੇਸ਼ਨ,ଆମିନୋଫାଇସନ୍ |
ਅਮਿਤੋਸਿਸ,ଅମିତୋସାଇସ୍ |
ਅਮੋਨੀਆ,ଆମୋନିଆ
ਅਨੁਮੋਧ,ଆମୋନିଫିକେଟ୍
ਅਮੋਨੋਟੇਲਿਜ਼ਮ,ଆମାମୋଟେଲ୍ଜିମ୍ |
ਅਮਨੀਓਸੈਂਟੀਸਿਸ,ଆମନିଓସେଣ୍ଟେସିସ୍ |
ਅਮਨੀਓਸੈਂਟੀਸਿਸ ਤਕਨੀਕ,ଆମନିଓସେଣ୍ଟେଟିସ୍ କ techni ଶଳ |
ਅਮਨੀਓਸਾਈਟ,ଆମନିଓକେଟ୍ |
ਅਮਨੀਅਨ,ଆମନିଅନ୍
ਅਮਨੀਓਟਿਕ ਤਰਲ,ଆମନିଓଟିକ୍ ଫ୍ଲୁଇଡ୍ |
ਐਮਨੀਓਟਿਕ ਝਿੱਲੀ,ଆମନିଓଟିକ୍ ମେମ୍ବ୍ରେନ୍ |
ਅਮਨੀਓਟਿਕਯੂ,ଆମନିଓଟିକ୍ ଥଳି |
ਅਮੋਬਾ,ଆମୋବା
ਅਮੀਓਬੋਸਾਈਟ,ଆମୋବାଇଟିଟ୍ |
ਅਮੀਬੋਇਡ,ଆମୋବିଏଡ୍
ਅਮੀਬੋਇਡ ਲਿੰਫੋਸਾਈਟ,ଆମୋବିଏଡ୍ ଲିମ୍ଫୋସିଟିଟ୍ |
ਅਮੀਬੋਇਡ ਅੰਦੋਲਨ,ଆମୋବିଏଡ୍ ଆନ୍ଦୋଳନ |
ਅਮੋਰੈਫਸ,ଆମୋରଫସ୍ |
ਦੀ ਰਕਮ,ପରିମାଣ
ਅਮੀਫੇਟਾਮਾਈਨ,ଆମ୍ଫେଟାମାଇନ୍ |
ਅਮਫੀਬੀਆ,ଆମ୍ଫିବିଆ
ਐਫੀਬੀਅਨ,ଆମ୍ଫିବିଆନ୍
ਐਫੀਬੀਅਨ,ଆମ୍ଫିବିଆନ୍
Amphioxus,ଆମ୍ଫାଇଓକ୍ସସ୍ |
Amphioxus Lannolotus,ଆମ୍ଫାଇଓକ୍ସସ୍ ଲାନସୋପାଟସ୍ |
ਐਮਫੀਪਾਥਿਕ,ଆମ୍ଫିସିଚିକ୍ |
ਐਮਫੀਪਾਥਿਕ ਲਿਪਿਡ,ଆମ୍ଫିପିଟିକ୍ ଲିପିଡ୍ |
ਅਮਫੀਸਾਰਕਾ,ଆମ୍ଫାଇସାର୍କା |
ਐਂਪੀਸਿਲਿਨ,Ampicilillin
Ampulla,ଅମପୁଲାଲା |
ਐਮਪੁੱਲੇਰੀ ਗਲੈਂਡ,ଆମପୁଲାରୀ ଗ୍ରନ୍ଥି |
ਅਮੀਗਡਲ,ଆମିଜିଡାଲ୍ |
ਅਮੀਗਡੇਲ,ଆମିଗଡାଲେ |
ਅਮੀਗਡਲਿਨ,ଆମିଗାଡାଲିନ୍ |
ਐਮੀਲੇਸ,ଆମିଲେଜ୍
ਅਮੋਲੋਪਲਾਸਸਟ,ଆମିଏଲପ୍ଲାଷ୍ଟ |
ਅਨਬਾਨਾ,ଅବାନା
ਅਨਬਾਸ,ଅରବା
ਐਨਾਬੋਲਿਕ ਮਾਰਗਾਂ,ଆନାବୋଲିକ୍ ପଥ |
ਐਨਾਬੋਲਿਜ਼ਮ,ଆନାବୋଲିଜିମ୍ |
ਅਨਾਕਾਰਿਆਸੀ,ଆନାଚାର୍ଡସିଆନା |
ਅਨੀਮੀਆ,ରକ୍ତଦାତା
ਅਨੀਰੋਬ,ଆନାରୋବେ |
ਅਨੈਰੋਬਿਕ ਬਾਲਣ,ଆନାରୋବିକ୍ ଇନ୍ଧନ |
ਅਨੈਰੋਬਿਕ ਸਾਹ,ଆନାରକୋବର ଶ୍ iration ାସକ୍ରିୟା |
ਅਨੈਰੋਬਿਕ ਸਲੈਗ ਡਿਜਸਟਰ,ଆନାରୋବିକ୍ ରୋକ୍ଲିଜ୍ ଡିଜିଟର୍ |
ਅਨੀਰੋਬਿਕ,ଆନାରକୋବର |
ਅਨਾਮਾ,ଆନିମା
ਗੁਦਾ,ଆନାଲ୍
ਗੁਦਾ,ଆନାଲ୍
ਗੁਦਾ ਅਪਰਚਰ,ଆନାଲ୍ ଆପେଚର |
ਗੁਦਾ ਕਰਬੇਲੀ,ଆନାଲ୍ ccor
ਗੁਦਾ ਲੂਪ,ଆନାଲ୍ ଲୁପ୍ |
