Gujarati,Punjabi
વૈકલ્પિક જમીનનો ઉપયોગ,ਵਿਕਲਪੀ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ
ઠેકડેલું,ਅੰਬੀਨਟ
ઉદ્ધત,ਅਮਜੀਗਤ
ક્ષુત્વ,ਅਮਿਤੋਸਿਸ
મરણોત્તર,ਅਮਿਨਾਜਾਈਜ਼
ચંદ્ર,ਅਨੁਮੋਧ
એમોનિફાયર,ਅਮੋਨੀਫਾਇਰ
આતુર,ਅਮੋਰਫ
Amાળ,ਐਮਫੀਮਿਕਸਿਸ
અતિશય,ਐਮਫੋਟੇਰਿਕ
અનોખા,ਐਨਾਬੋਲਿਜ਼ਮ
એનોરોબ,ਅਨੀਰੋਬ
Anડતું,ਅਨੀਉਟਲੋਇਡ
અંકિત -વાવેતર,ਕੋਣ ਲਾਉਣਾ
પશુપાલન,ਪਸ਼ੂ ਪਾਲਣ
પશુ ઇનકાર,ਪਸ਼ੂਆਂ ਤੋਂ ਇਨਕਾਰ ਕਰੋ
સજીવ,Energy ਰਜਾ ਐਨੀਮੇਟ ਕਰੋ
શિરદર્શક,ਅਨੀਸੋਪਲੋਇਡ
વાર્ષિક પ્લાન્ટ,ਸਾਲਾਨਾ ਪੌਦਾ
વાર્ષિક,ਸਾਲਾਨਾ
કળશ,ਐਥੇਸਮਿਸ
એક જાતની નશરીય,ਐਂਥ੍ਰੈਕਸ
માનવ -પરિબળ,ਐਂਥ੍ਰੋਪੋਜਾਈਜਿਕ ਫੈਕਟਰ
એન્ટિબાઈસિસ,ਐਂਟੀਬਾਇਸਿਸ
એન્ટિબાઇટર,ਐਂਟੀਬਾਇਓਟਿਕ
મારોશત,ਐਂਟੀਡੋਟਾ
એન્ટી ox કિસડન્ટો,ਐਂਟੀਆਕਸੀਡੈਂਟਸ
પુષ્પ,Antitoxin
હડંગું,ਐਨਾਬੁਲਸ
Apષધ,Aphid
ક budદડી,Apical ਮੁਕੁਲ
મડાગાંઠ,ਏਪਿਕਲ ਦਬਦਬਾ
માપી (મધમાખી રાખવી),Apsiculturuet (ਮਧੂ ਮੱਖੀ ਰੱਖਣ)
અનુવાદ,ਅਪੋਮਿਕਸ
એપોપ્ટોસિસ,ਅਪੋਪੋਟੋਸਿਸ
સંલગ્ન,ਅੰਤਿਕਾ
મોહક,ਭੁੱਖ
લાગુ કરવું,ਲਾਗੂ ਕੀਤਾ
જળચર નીંદણ,ਐਕੁਆਟਿਕ ਬੂਟੀ
વૃક્ષને લગતું,ਅਰਬੋਰੀਅਲ
હવાઇકરણ,ਅਰਬਰਾਈਜ਼ੇਸ਼ਨ
સર્વસામાન્ય રેકોર્ડ,ਏ ਆਰਚਿਓ-ਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ
ક્ષેત્ર આંકડા,ਖੇਤਰ ਦੇ ਅੰਕੜੇ
વિસ્તાર,ਖੇਤਰ
શુષ્ક ઇકોસિસ્ટમ,ਐੱਫ.ਡੀ.ਆਈ.
અણીદાર,ਅਰਿਲ
સુગંધ,ਖੁਸ਼ਬੂ
સુગંધિત છોડ,ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ
સુગંધિત ચોખા,ਖੁਸ਼ਬੂਦਾਰ ਚਾਵਲ
તંગર,ਐਰੋਇੰਗ
મહાપમાવર,Espesisis
ખસી,Sseptic
અજાતીય પ્રચાર,ਅਸਪਸ਼ਟ ਪ੍ਰਸਾਰ
પરાકાષ્ઠા,ਅਨੀ
અસ્ક્યામત,ਸੰਪਤੀ
આત્મસાત,ਸਹਿਯੋਗ
મંડળ,ਐਸੋਸੀਏਸ਼ਨ
આહલાદક,ਤੂਫਾਨੀ
અસમપ્રાપ્ત,ਅਸਟੀਪਿਸਿਸ
તૃષ્ણા,ਅਟਵੀਵਾਦ
અણમા,ਐਟੋਮਾਈਜ਼ਰ
કૃશતા,ਸ਼ੋਸ਼ਣ
સ્વતસ્તરી,ਆਟੋਗ੍ਰਾਮ
સ્વચાલનતા,ਆਟੋਲਿਸਸਿਸ
સ્વચાલિત થાંભલા,ਆਟੋਮਿਡੇਸ਼ਨ
સ્વોલપ્લોઇડ,ਆਟੋਪਲਿਪਲਾਈਡ
Uxક્સિન્સ,Auxins
AWN (બરછટ),ਅੱਲ (ਬ੍ਰਿਸਟਲ)
બદામ,ਬਦਾਮ
કુંવાર,ਐਲੋ
અમરાન્થસ,ਅਮੈਸ਼ਨਥਸ
ક amંગું,ਅਮਮੀ
અંજાન ઘાસ,ਅੰਜਨ ਘਾਹ
ગૂંજ,ਐਂਥਿਰੀਅਮ
"ઓનલા, ભારતીય ગૂસબેરી","ਅੋਂਲਾ, ਇੰਡੀਅਨ ਕਰੌਦਾ"
સફરજન,ਸੇਬ
દુર્દ્રાવી,ਖੜਮਾਨੀ
જાસ્મિન,ਅਰਬੀਅਨ ਜੈਸਮੀਨ
અરેકા અખરોટ,ਅਰੇਕਾ ਗਿਰੀਦਾਰ
ખલાસી,ਅਰਜੁਨ
અફેટીડા,ਓਡੋਏਟਿਡਾ
રાખ,ਸੁਆਹ
અશોક વૃક્ષ,ਅਸ਼ੋਕ ਦਾ ਰੁੱਖ
એશ્થમા નીંદણ (યુફોર્બિયા),ਅਸ਼ਥਮਾ ਬੂਟੀ (ਯੂਫੋਰਬੀਆ)
શતાવરીનો શતાાયણ,ਐਸਪੈਰਾਗਸ
એવોકાડો,ਆਵਾਕੈਡੋ
અલ્ફાલ્ફા (લ્યુસર્ન),ਅਲਫਾਲਫਾ (LUSEREN)
કીડી,ਕੀੜੀਆਂ
એફિડ,ਐਫੀਡਜ਼
સૈન્યમાં,ਆਰਮੀ ਕੀੜੀ
કૃષિ -અર્થશાસ્ત્રી,ਖੇਤੀਬਾੜੀ ਅਰਥਵਾਦੀ
કૃષિ વિસ્તરણવાદી,ਖੇਤੀਬਾੜੀ ਵਿਸਤ੍ਰਿਤ
કૃષિ -વિજ્ scientાન,ਖੇਤੀਬਾੜੀ ਵਿਗਿਆਨੀ
ખેતી ઈજનેર,ਖੇਤੀਬਾੜੀ ਇੰਜੀਨੀਅਰ
કેરોગવિજ્ologistાન,ਅਗਾਹੀਵੌਇਲੋਜਿਸਟ
કૃષિવિજ્istાની,ਖੇਤੀਬਾਮੀ
કૃષિવિજ્stાન,ਅਸ਼ੋਲੀ
પશુ સંવર્ધક,ਜਾਨਵਰ ਬ੍ਰੀਡਰ
બેસિલસ વાયરસ,ਬੇਸਿਲਸ ਵਾਇਰਸ
દંભ,ਬੈਸੀਲਸ
જીવાત,ਬੈਕਟੀਰੀਆ
કોઇ,ਬੈਕਟੀਰੋਅਟੌਕਸਿਨ
મસાલા,ਬੈਗਸ
સરવૈયા,ਸੰਤੁਲਨ ਸ਼ੀਟ
શેતરાન,ਸੰਤੁਲਿਤ ਖਾਦ
આકૃતિ,ਬਾਰ ਡਾਇਗਰਾਮ
ભડકો,ਸੱਕ
બાહુદ માળખાં,ਬੈਰੋਮੀਟਰ
ઉજ્જડ,ਬੰਜਰ
પાયો,ਅਧਾਰ
ઉજવણી,ਬੇਸਿਨ
બીક,ਬਾਸਿਪਟਲ
દરિયાકાંઠે,ਬਾਸੈਸਟਰਨੀਮ
ચોમાસા,ਬੇ ਮਾਨਸੂਨ
પધ્ધદનો છોડ,ਬੇਅਰਿੰਗ ਪੌਦਾ
પથારી,ਬਿਸਤਰੇ
ઘાને,ਬੇਡਰ
નાળ,ਬਿਸਤਰੇ
બીટ દાળ,ਬੀਟ ਗੁੜ
ધૂન,ਝੁਕੋ
બેલ્ટ,ਬੈਲਟ
લાભ આપતી કિંમતે વિશ્લેષણ,ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
પક્ષપાતી (નમૂના),ਪੱਖਪਾਤੀ (ਸੈਂਲਿੰਗ)
દ્વિવાર્ષિક,ਬਨੀਅਲ
દ્વિપદી,ਬਿਨੀਮਾਇਲ
જૈવિક,ਬਾਇਓਜੈਂਟ
જૈવ,ਬਾਇਓਸੈਲਮੇਟ
બાયનર્જી,ਬਾਇਓਨੇਰਜੀ
જીવવિજ્icsાન,ਬਯਨੋਮਿਕਸ
બાયરોએક્ટર,ਬਾਇਓਰੇਟਰ
જીવશોષ,ਬਾਇਓਸਪੇਅਰ
જૈવિક,ਬਾਇਓਟਿਕ
જંતુઓ,ਬਾਇਓਟਾਈਪ
દ્વિલિંગી,ਲਿੰਗੀ
નિસ્તેજ,ਬਲੈਂਚਿੰਗ
વિનોદ,ਧਮਾਕਾ
મિશ્રણ,ਮਿਸ਼ਰਣ
વાંક કા blવો,ਝੁਲਸਣ
ફટકો,ਛਾਲੇ
ક્રાંતિ,ਨੀਲਾ ਇਨਕਲਾਬ
તળિયે ગરમીનો ઓરડો,ਤਲ ਗਰਮੀ ਚੈਂਬਰ
તળિય ગરમીની તકનીક,ਤਲ ਹੀਟ ਤਕਨੀਕ
ક brંગું,ਬ੍ਰੈਨ
શાખા,ਸ਼ਾਖਾ
શાખા -શાખા -શાખ્ય,ਬ੍ਰੀਚਲੇਟ
ઉછેર,ਨਸਲ
ઉછેર,ਪ੍ਰਜਨਨ
કોઇ,ਝਗੜਾ
ક brંગું,ਬਰੂਦ
જાંબુડી,ਉਭਰਦਾ
અંદાજપત્ર,ਬਜਟ
બફર,ਬਫਰ
ગોળાકાર,ਬੱਲਬ
સંલગ્ન,ਬੈਂਟ
પેટા-પેદાશ,ਉਪ-ਉਤਪਾਦ
બબુલ બાવળ,ਬਾਬੂਬਦ ਬੱਬੀ
બાળક મકાઈ,ਬੇਬੀ ਮੱਕੀ
બેલ,ਬਾਲ
બાલ,ਬਿਲ
બાલસમ,ਬਾਲਸਮ
વાંસ,ਬਾਂਸ
કરડ,ਕੇਲਾ
વડ નું વૃક્ષ,ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ
જવ,ਜੌ
બાર્નેયાર્ડ બાજરી,ਬਾਰਨੀਅਰ ਬਾਜਰੇ
એક જાતનો છોડ,ਤੁਲਸੀ
બેસ્ટાર્ડ દેવદાર,ਬਾਸਟਰਡ ਸੀਡਰ
બેસ્ટર્ડ માયરોબાલન,ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ
બૌહિનીયા,Bauhinia
ખાડી,ਬੇ ਬੇਰੀ
બીન,ਬੀਨ
સલાદ,ਚੁਕੰਦਰ
બાલ્ટડોન્ના,ਬੇਲਾਡੋਨਾ
બેવકૂફ,ਬੇਰ
ઠપકો આપવો,ਸੋਰਸਮ
સોપારી,ਸੁਪਾਰੀ
બિલોમ્બી,ਬਿਲੀਮਬੀ
કડવી દારૂ,ਕੌੜਾ ਬੈਰ
કાળો ગ્રામ,ਕਾਲਾ ਗ੍ਰਾਮ
કાળી નાઈટશેડ,ਕਾਲੀ ਨਾਈਟਸੈਡ
બોગૈનવિલે,ਬੌਗੇਨਵਿਲੇਸਾ
બોટ,ਬੋਤਲ ਬੁਰਸ਼
બોટલ ગોળા,ਬੋਤਲ ਬਘਿਆੜ
બ boxટ -ઝાડ,ਬਾਕਸ ਲੜੀ
બ્રેડ ફળો,ਬਰੈੱਡ ਫਲਾਂ
લગ્ન સમારંભ,ਵਿਆਹ ਦੀ ਨਿੰਬੂ
શોરબકોર,ਬ੍ਰਿੰਜਲ
વ્યાપક બીન,ਬ੍ਰੌਡ ਬੀਨ
કોતરણી,ਬ੍ਰੋ CC ਓਲਿ
બ્રસેલ્સ sprout,ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ
બિયાં સાથેનો દાણો,ਬੱਕਵੈਟ
Butોરિયા,ਬੁਟੀਆ
એક જાતની નાની ભડકી,ਬੈਂਡਿਕੋਟ
સહન કરવું,ਰਿੱਛ
ભમરો,ਬੀਟਲ
ફોલ્લો ભમરો,ਛਾਲੇ ਬੀਟਲ
વાદળી બળદ,ਨੀਲਾ ਬੁੱਲ
Bણપત્ર,ਬੁਲ ਕੀੜਾ
બ butterટરફ્લાય,ਬਟਰਫਲਾਈ
જીવાણુવિજ્ologistાની,ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ
જૈવ રસાયણાકાર,ਬਾਇਓਕੈਮਿਸਟ
જીવવિજ્ologistાન,ਜੀਵ ਵਿਗਿਆਨੀ
જીવવિજ્ologistાની,ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ
વનસ્પતિશાસ્ત્ર,ਬੋਟੈਨਿਸਟ
સી ભેજ લાક્ષણિકતા વળાંક,ਸੀ ਨਮੀ ਦੇ ਗੁਣ
કેક,ਕੇਕ
ગુણવાળું,ਕੈਲਕਿਸ
ચુન્યાસ,ਕੈਲਸੀਫਿਕੇਸ਼ਨ
ફોસ્ફેટનું ગણતરી,ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ
ઉશ્કેરાટ,ਕਲੇਸ਼
ક callલસ,ਕਾਲਸ
Calાળ,ਕੈਲੀਕਸ
ક calલિક્સનો અંત,ਕੈਲੀਕਸ-ਐਂਡ
કણસ,ਕੈਮਬੀਅਮ
ક canંગું,ਕੈਨਕਰ
ડબ્બા,ਕੈਨਿੰਗ
છત્ર,ਕੈਨੋਪੀ
પાટનગર,ਪੂੰਜੀ
કરચલીકરણ,ਕੈਪਟੇਸ਼ਨ
ક capંગલ,ਕੈਪਸੂਲ
કાર્બન,ਕਾਰਬੋਨੇਟਡ
કાર્બનલાઇઝેશન,ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ
કળ,ਕਾਰਪਲ
કળશ,ਕਾਰਪਸ
કિલ્લો,ਕਾਸਟਿੰਗ
વિસર્જન,ਕੈਟਾਬੋਲਿਜ਼ਮ
ઉદ્દીપન,ਉਤਪ੍ਰੇਸਿਆ
ઈયળ,ਕੇਟਰਪਿਲਰ
સી-ડી.એન.એ.,ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ
છત,ਛੱਤ
ઓરડું,ਸੈੱਲ
કેન્દ્રીય નેતા પદ્ધતિ,ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ
કેન્દ્ર બનાવવી,ਕੇਂਦਰਿਤ
કેન્દ્રો,ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ
કેન્દ્ર,ਸੈਂਟਰਿਫਿ ize ਜ
કેન્દ્ર,ਸੈਂਟਰਿਓਲ
કેન્દ્રોવાળું,CentRogenic
કેન્દ્રો,ਸੈਂਟੀਗਨੌਜ਼
કરકસર,ਚੱਕਰ
ધારણ,ਅਨਾਜ
પ્રમાણપત્ર,ਸਰਟੀਫਿਕੇਸ਼ਨ
પ્રમાણિત બીજ,ਪ੍ਰਮਾਣਿਤ ਬੀਜ
કણ,ਤੂਫਾਨ
ચલાઝા,ਚਮਜ਼ਾ
વાદળવિજ્ismાન,ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ
જાંબુડિયા રંગ,ਚਿਆਸਮਾ
ઠંડક કલાકો,ਚਿਲਿੰਗ ਘੰਟੇ
ઠંડક ઇજા,ਸੱਟ ਲੱਗ ਰਹੀ ਸੱਟ
તંગ,Chimera
કળ,ਚਲੋਟਰੈਠੀ
હરિતદ્રવ્ય,ਕਲੋਰੋਫਿਲ
હરિતદ્રવ્ય,ਕਲੋਰੋਸਿਸ
હરિતદ્રવ્ય,ਕਲੋਰੋਲੋਜੀ
ક્રોમેટિડ,Chrimindidd
ક્રોમટિન,ਕ੍ਰੋਮੈਟਿਨ
ક્રોમશલિઓ,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
ક્રોધિતતા,ਕ੍ਰੋਮੈਟੋਲਸਿਸ
ક્રોમોસેન્ટ્રી,ਕ੍ਰੋਮੋਸੀਸਟਰ
ક્રોમતત્વ,ਕ੍ਰੋਮੋਜੇਨੇਸਿਸ
રંગભૂમિ,ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ
રંગબેરંગી,ਕ੍ਰੋਮੋਸੋਮ
કાયમી,ਦੀਰਘ
સિત્તર,ਸਾਇੰਗ
કવડો,ਕਲੇਡਡ
વર્ગીકરણ,ਵਰਗੀਕਰਣ
માટી,ਮਿੱਟੀ
સફાઈ,ਸਫਾਈ
રોટી,ਕਲੇਰਿਸਟਾਗਮੀ
ઘાતકી ફળ,ਜਲਦਬਾਜ਼ੀ ਦਾ ਫਲ
વાતાવરણ,ਮੌਸਮ
આબોહવાવિજ્ologyાન,ਜਲਵਾਯੂ
જાડું,ਕਲੀਪਰ
ગાલ,ਕਲੋਡ
ક્લોન,ਕਲੋਨ
વાદળ,ਬੱਦਲ
ઝગડો,ਕਲੰਪ
ઝગડો,ਕਲੱਸਟਰ
બરછટ,ਮੋਟੇ
કોટ (બીજ),ਕੋਟ (ਬੀਜ)
કોપરો,ਕੋਕੂਨ
કોનઝાઇમ,ਸਿੱਕੇ
સુશોભન,ਏਕਤਾ
Coાંકણ,ਕੋਇਰ
કોયડો,ਕੋਲੀੋਰਿਹਿਜ਼ਾ
કોઠાર,ਕਾਲਰ
કોલોઇડ (માટી),ਕੋਲੋਇਡ (ਮਿੱਟੀ)
જાંબુડિયા રંગનું બનેલું,ਕੋਲਮੂਲਾ
કોલમ,ਕਾਲਮ
સંપ્રદાય,ਰਿਮੈਂਸੀਵਾਦ
વેપારી બેંક,ਵਪਾਰਕ ਬੈਂਕ
કોડ્યુ,ਕਮੋਡਿਟੀ
સમુદાય,ਕਮਿ Community ਨਿਟੀ
કોમ્પેક્શન (માટીનું),ਸੰਕੁਚਨ (ਮਿੱਟੀ ਦਾ)
સુસંગતતા,ਅਨੁਕੂਲਤਾ
સુસંગતતા,ਅਨੁਕੂਲਤਾ
વળતર,ਮੁਆਵਜ਼ਾ
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਨਾਲ ਗੱਲਬਾਤ
પૂરક પાક,ਪੂਰਕ ਫਸਲ
સંકુલ,ਗੁੰਝਲਦਾਰ
ઘટક,ਭਾਗ
-નું જોડાણ,ਰਚਨਾ
કંપોસ્ટ,ਖਾਦ
સંયોજન વ્યાજ,ਮਿਸ਼ਰਿਤ ਦਿਲਚਸਪੀ
ગણતરી,ਗਣਨਾ
કોમ્પ્યુટર,ਕੰਪਿ computer ਟਰ
એકાગ્રતા,ਧਿਆਨ ਟਿਕਾਉਣਾ
શરત,ਕੰਡੀਸ਼ਨਰ
વાહકતા,ਚਾਲ-ਚਲਣ
ગોઠવણી,ਕੌਨਫਿਗਰੇਸ਼ਨ
સુસંગતતા,ਅਨੁਕੂਲਤਾ
મૂંઝવણભર્યું,ਉਲਝਣ
જોડાણ,ਸੰਜੋਗ
સંબંધક,ਕੁਨੈਕਟਿਵ
સંરક્ષણ,ਸੰਭਾਲ
એકીકરણ,ਇਕਜੁੱਟ
ઘટ,ਹਲਕੇ
ગ્રાહક,ਖਪਤਕਾਰ
વપરાશ,ਖਪਤ
દૂષણ,ਗੰਦਗੀ
સમોચ્ચ વાવેતર,ਕੋਟੌਰ ਲਾਉਣਾ
સમતૈલી,ਸਮਾਲ
કરાર -ખેતી,ਇਕਰਾਰਨਾਮਾ ਖੇਤੀ
નિયંત્રિત સંગ્રહ,ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ
સહકારી બેંક,ਸਹਿਕਾਰਤਾ ਵਾਲਾ ਬੈਂਕ
ભૌતિક,ਸਹਿਕਾਰਤਾ
ક copંગું,ਕਾੱਪੀਸ
કોતર,ਕੋਰਮ
કોથળી,ਕੋਰੋਲਾ
કોતરણી,ਕੋਰਟੇਕਸ
ખર્ચ,ਲਾਗਤ
કોટિલેડોન (બીજ),ਕੋਟੀਲਡਨ (ਬੀਜ)
ધિરાણ મંડળી,ਕਰੈਡਿਟ ਸੁਸਾਇਟੀ
જમા,ਕ੍ਰੈਡਿਟ
લેણદાર,ਲੈਣਦਾਰ
ખરબચડું,ਕਰੈਸਟ
કરચલી,Crinkle
સંકટ,ਸੰਕਟ
માપદંડ,ਮਾਪਦੰਡ
વિવેકી,ਆਲੋਚਨਾਤਮਕ
પાક વીમો,ਫਸਲੀ ਬੀਮਾ
પાક -લોન,ਫਸਲ ਲੋਨ
પાક,ਫਸਲ
પાક વિસ્તાર,ਕਰੂਪਿੰਗ ਖੇਤਰ
વળગાડ,ਕਰਾਸ-ਅਨੁਕੂਲ
તાજ (છોડ),ਤਾਜ (ਪੌਦਾ)
ભડકો,ਟੁਕੜਾ
બંદર,ਛਾਲੇ
ગુપ્ત,ਕ੍ਰਿਪਟੌਗਮ
કુલ (ફળો),ਕੂਲ (ਫਲ)
ક culંગું,ਕੂਲਮ
ખેડૂત,ਕਾਸ਼ਤਕਾਰ
ખેતી,ਕਾਸ਼ਤ
ખેડૂત,ਕਾਸ਼ਤਕਾਰ
સંસ્કાર,ਸਭਿਆਚਾਰ
ઉપચાર,ਕਰਿੰਗ
કરચલી,ਕਰਲਿੰਗ
ચલણ,ਮੁਦਰਾ
પહાડીચણો,ਕਟੀਲ
કાપવા,ਕੱਟਣਾ
કોતરણી,ਗੱਠ
કોયડો,Cytochromo
ચિત્ત્રમણિકા,ਸਾਈਨੋਗਮੀ
ચક્રાક્રમ,Cytegeenesis
સાયટોજેનેટિક્સ,ਸਾਇਟਾਈਜਨੇਟਿਕ
ચિત્તભ્રમ,ਸਾਇਟੋਕਿਨੇਸਿਸ
મનોહરવિજ્ cyાન,ਸਾਇਟੋਲੋਜੀ
કોયતરો,ਸਾਈਂਟਾਈਸਿਸ
