Gujarati,Odiya
સંલગ્ન ચેનલ દખલ,ସଂଲଗ୍ନ ଚ୍ୟାନେଲର ହସ୍ତକ୍ଷେପ |
સંલગ્ન ચેનલ પસંદગી,ସଂଲଗ୍ନ ଚ୍ୟାନେଲ ଚୟନ
સંલગ્ન આવર્તન,ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି |
સંલગ્ન આવર્તન ચેનલ,ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |
અડીને ચિત્ર વાહક,ସଂଲଗ୍ନ ଚିତ୍ର ବାହକ |
અડીને ધ્વનિ વાહક,ସଂଲଗ୍ନ ସାଉଣ୍ଡ ବାହକ |
સંલગ્ન મથક,ସଂଲଗ୍ନ ଷ୍ଟେସନ |
ગોઠવણપાત્ર,ନିୟନ୍ତ୍ରିତ
ગોઠવણપાત્ર કન્ડેન્સર,ନିୟନ୍ତ୍ରିତ କଣ୍ଡେନ୍ସର୍ |
ગોઠવણ,ଚାପକୁ ସଜାଡିବା |
સમાયોજન,ରେଞ୍ଚ ଆଡଜଷ୍ଟ କରିବା |
સમાયોજન,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
વહીવટકર્તા,ପ୍ରଶାସକ
અદ્યતન ટેકનોલોજી,ଉନ୍ନତ ଟେକ୍ନୋଲୋଜି |
હવાઈ,ବାୟୁ
હવાઈ ​​એરે,ଏରିଲ୍ ଆରେ |
હવાઈ ​​બૂસ્ટર,ଏରିଲ୍ ବୁଷ୍ଟର୍ |
હવાઈ ​​પ્રવાહ,ଏରିଲ୍ କରେଣ୍ଟ୍ |
હવાઈ ​​કમાણી સ્વીચ,ଏରିଲ୍ ମାଟିଙ୍ଗ୍ ସୁଇଚ୍ |
હવાઈ ​​કાર્યક્ષમતા,ଏରିଲ୍ ଦକ୍ଷତା |
હવાઈ ​​અવરોધ,ଏରିଲ୍ ଇନପେଟେନ୍ସ |
હવાઈ ​​લિટક્શન,ଏରିଲ୍ ଇଣ୍ଡିକାନ୍ସ |
હવાઈ ​​ઇન્સ્યુલેટર,ଏରିଆଲ୍ ଇନସୁଲେଟର |
હવાઈ ​​લોડિંગ કોઇલ,ଏରିଆଲ୍ ଲୋଡିଂ କୋଇଲ୍ |
હવાઈ ​​ફોટોગ્રાફી,ଏରିଲ୍ ଫଟୋଗ୍ରାଫି |
હવાઈ ​​શક્તિ,ଏରିଲ୍ ଶକ୍ତି |
હવાઈ ​​કિરણોત્સર્ગ,ଏରିଆଲ୍ ବିକିରଣର ଲାଭ |
હવાઈ ​​પ્રતિક્રિયા,ଏରିୟାଲ୍ ପ୍ରତିକ୍ରିୟା |
વાયુમિશ્રણશાસ્ત્ર,ଏରୋଡାଇନାମିକ୍ସ
સંસ્થા,ସଂସ୍ଥା
હવાઈ ​​સંકોચન,ବାୟୁ କମ୍ପ୍ରେସାକ୍ର
હવાઈ ​​કન્ડેન્સર,ବାୟୁ କଣ୍ଡନସର୍ |
હવાઈ ​​ઠંડુ,ବାୟୁ ଥଣ୍ଡା
હવાઈ ​​બાંધેલી કોથળી,ବାୟୁ କୋଡ୍ କୋଇଲ୍ |
વાતાનુકૂલન,Accometication
અલ્બેડો,ଆଲବେଡୋ |
અલ્ગોરિધમનો,ଆଲଗୋରିଦମ
પરવાના,ଛଦ୍ମନାମ
સંલગ્ન,ମିଶ୍ରଣ
ગોઠવણી,ପରିଚାଳିତ
બધા તરંગ હવાઈ,ସମସ୍ତ ତରଙ୍ଗ ବାୟୁ |
ફાળવણી,ଆବଣ୍ଟନ
વર્ણાનુક્રમ,ବର୍ଣ୍ଣାନୁକ୍ରମିକ
મૂર્તિમંત,ବର୍ଣ୍ଣମାଳା
વર્ણ -અક્ષર,ବର୍ଣ୍ଣମାଳା ଚରିତ୍ର |
વર્ણ -મૂર્તિમંત માહિતી,ବର୍ଣ୍ଣମାଳା ସୂଚନା
વૈકલ્પિક વર્તમાન (એ.સી.),ବିକଳ୍ପ ସାମ୍ପ୍ରତିକ (AC.)
એકાંતરણ,ବିକଳ୍ପ
પરાકારી,Atternator
Altંચાઈ,ଉଚ୍ଚତା
અનુગામી alt ંચાઇ,ଆପୋଜି ର ଉଚ୍ଚତା |
પેરગીની alt ંચાઇ,PERIGEE ର ଉଚ୍ଚତା |
કલાપ્રેમી રેડિયો સંચાર,ଆମୋଦିତ ରେଡିଓ ଯୋଗାଯୋଗ |
વાતાવરણ,ଅଭିଳାଷୀ |
આજુબાજુના માઇક્રોફોન,ଆମ୍ବିଏନ୍ସ ମାଇକ୍ରୋଫୋନ୍ |
આસપાસની શરત,ପରିବେଶ ସର୍ତ୍ତ
આસપાસની આજુબાજુની પ્રકાશ,ପରିବେଶ ଆଲୋକ |
આજુબાજુનો અવાજ,ଆମ୍ବିକ୍ ଶବ୍ଦ
આસપાસનું તાપમાન,ପରିବେଶ ତାପମାତ୍ରା |
અમેરિકન માનક સંહિતા,ଆମେରିକୀୟ ମାନକ କୋଡ୍ |
ષડયંત્ર,ଆମ୍ପେର୍
Amાંદું મીટર,ଆମ୍ପେର୍ ମିଟର |
વિસ્તૃત કરવું તે,ବୃଦ୍ଧି
વિસ્તૃત પરિબળ,Amplfication ଫ୍ୟାକ୍ଟର୍ |
પ્રવેધક,ଏମ୍ପ୍ଲିଫାୟର୍
વિપુલ લાભ,ଏମ୍ପ୍ଲିଫାୟର୍ ଲାଭ |
એમ્પ્લીફાયર અવાજ,ଏମ୍ପ୍ଲିଫାୟର୍ ଶବ୍ଦ |
વિસ્તૃત સાધનસામગ્રી,ଯନ୍ତ୍ରପାତି ଯନ୍ତ୍ରପାତି |
ક્લીસ્ટ્રોનને વિસ્તૃત કરવું,କାଲିଷ୍ଟ୍ରନ୍
વિસ્તૃત એકમ,Amplifying ୟୁନିଟ୍ |
કંપનવિસ્તાર,ପ୍ରଶସ୍ତତା
કંપનવિસ્તારની વિકૃતિ,ପ୍ରସଙ୍ଗଯୁକ୍ତ ବିକୃତି |
કંપનવિસ્તાર,ପ୍ରୟୋଗ ହୋଇଥିବା ଭ୍ରମଣ |
કંપનવિસ્તાર પરિબળ,ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |
મર્યાદિત મર્યાદા,ପ୍ରଶସ୍ତତା ସୀମା
કંપનવિસ્તાર -મોડ્યુલેટેડ,ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |
કંપનલી -મોડ્યુલેશન,ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |
એનાલોગ (એનાલોગ),ଆନାଗଲ୍ (ଆନାଗଲ୍)
એનાશ,ଆନାଗଲ୍ ସର୍କିଟ୍ |
એનાલોગ કમ્પ્યુટર,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ,ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |
મનોલોગ પ્રતિનિધિત્વ,ଆନାଗଲ୍ ଉପସ୍ଥାପନା |
એનાલોગ સંકેત,ଆନାଗଲ୍ ସିଗନାଲ୍ |
ડિજિટલથી એનાલોગ,ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
ડિજિટલ કન્વર્ટર માટે એનાલોગ,ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |
એટાલી -વિડિઓ,ଆନାଗଲ୍ ଭିଡିଓ |
સમાન,ଅନୁରୂପ
સાદ્રશ્ય,ଆନାଲୋଜି
વિશ્લેષણ,ବିଶ୍ଳେଷଣ |
આંકડા,ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
વિશ્લેષણાત્મક ઘનતા,ଆନାଲିଟିକାଲ୍ ଘନତା |
વિશ્લેષણ કરવું,ବିଶ୍ଳେଷଣ କର |
વિશ્લેષક,ଆନିପ୍ରିଣ୍ଟେଜର |
સૌધિતિક સાધનસામગ્રી,ଅର୍କିଲିଡିଆ ଉପକରଣ |
અને દરવાજો,ଏବଂ ଫାଟକ
ખાત્ય ખૂણા,କଲିମିର କୋଣ |
ધ્રુવીકરણ ખૂણા,ପୋଲାରାଇଜେସନ୍ କୋଣ |
પરિભ્રમણ,ଘୂର୍ଣ୍ଣନର କୋଣ |
એંગસ્ટ્રોમ (Å),Agtstom (å)
કોણીય,କୋଣାର୍କ
કોતરણી પ્રવેગક,କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |
કોતરણી સમન્વય,କୋଣାର୍କ ସମବେଦନା |
કોતરણી,କୋଣାର୍କ ବିବେକ |
કોમણ -ફેલાવો,କୋଣାର୍କ ବିପରୀତ |
કોણીય વિસ્થાપન,କୋଣାର୍କ ବିସ୍ଥାପନ |
કોણીય ભૂલ,କୋଣାର୍କ ତ୍ରୁଟି |
કોણીય આવર્તન,କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |
કોતરણી ગતિ,କୋଣାର୍କ ଗତି |
કોણીય ગતિ,କୋଣାର୍କ ଗତି
કોતરણી વેગ,କୋଣାର୍କ ବେଗ |
પ્રસન્નતા,ଆନିମେସନ୍
એનોડ,Anode
એનોડ બ batteryણ,Anodod ବ୍ୟାଟେରୀ |
એનોડ લાક્ષણિકતા,Andod ବ istic ଶିଷ୍ଟ୍ୟ |
એનોડ સર્કિટ,ଆନୋଡ ସର୍କିଟ୍ |
એનોડ વિઘટન,ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ
એનોડ કાર્યક્ષમતા,ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |
એનોડ ઇનપુટ પાવર,ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |
એનોડ મોડ્યુલેશન,ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |
એન્ટેના,ଆଣ୍ଟେନା |
એન્ટેના બીમવિડ્થ,ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |
એન્ટેના,ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |
એન્ટેના ચેન્જઓવર સ્વીચ,ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |
કોઇ,ଆଣ୍ଟେନା କୋଇଲ୍ |
એન્ટેના રૂપરેખાંકન,ଆଣ୍ଟେନା ବିନ୍ୟାସ
એન્ટેના કપડા,ଆଣ୍ଟେନା କପଟର୍ |
એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ,ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |
એન્ટેના પ્રવાહ,ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |
એન્ટેના નિર્દેશન લાભ,ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |
એન્ટેના ડુપ્લેક્સર,ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |
એન્ટેના અસરકારક ક્ષેત્ર,ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |
વૈશ્વિક કાર્યક્ષમતા,ଆଣ୍ଟେନା ଦକ୍ଷତା |
એન્ટેના ફીડ,ଆଣ୍ଟେନା ଫିଡ୍ |
એન્ટેના પગની છાપ,ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |
એન્ટેના લાભ,ଆଣ୍ଟେନା ଲାଭ
એન્ટેના height ંચાઇ,ଆଣ୍ଟେନା ଉଚ୍ଚତା |
એન્ટેના અવરોધ,ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |
એન્ટેના,ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |
એન્ટેનાનો દાખલો,ଆଣ୍ଟେନା ପାଟର୍ନ |
એન્ટેના નાવિક,ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |
એન્ટેના ધ્રુવીકરણ,ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |
એન્ટેના શક્તિ,ଆଣ୍ଟେନା ଶକ୍ତି |
એન્ટેના વીજળી લાભ,ଆଣ୍ଟେନା ପାୱାର ଲାଭ |
એન્ટેના રેડિયેશન પ્રતિકાર,ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |
એન્ટેના પ્રતિક્રિયા,ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |
એન્ટેના પરાવર્તક,ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |
એન્ટેના પ્રતિકાર,ଆଣ୍ଟେନା ପ୍ରତିରୋଧ
એન્ટેના પડઘો આવર્તન,ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |
એન્ટેના અંતર,ଆଣ୍ଟେନା ବ୍ୟବଧାନ |
એન્ટેના સ્વિચિંગ રૂમ,ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |
એન્ટેના ટ્યુનિંગ કોઇલ,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |
એન્ટેના ટ્યુનિંગ ઝૂંપડી,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |
છિદ્ર,ଆପେଚର
પ્રાણઘાતક,ଆପୋଲେଜ୍
અજેતા રોકેટ,ଆପୋଲେ ରକେଟ୍ |
ઉપકરણ,ଉପକରଣ
સ્પષ્ટ,ସ୍ପଷ୍ଟ
સાદડી,ଆପଲେଟ୍
નિયમ,ପ୍ରୟୋଗ
આશરે,ଆନୁମାନିକ
જળસ,ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |
ચાપ,ଆର୍କ
સ્થાપત્ય,ସ୍ଥାପତ୍ୟ
ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર,ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |
દફ્તર,ଅଭିଲେଖାଗାର
અંકગણિત કોડિંગ,ଗାଣିତିକ କୋଡିଂ |
હાથ,ଅର୍ଗର
આર્મચર વિન્ડિંગ,ଅରତା ପବନ
કળ,ଆରେ
કરચલો,ଆରେଷ୍ଟ୍ରର୍
સ્પષ્ટીકરણ,ଆର୍ଟଲେସନ୍
આર્ટિફેક્ટ (= આર્ટિફેક્ટ),କଳାକୃତି (= କଳାକୃତି)
ચડતું,ଆରୋହଣ
પાસા ગુણોત્તર,ଆନୁମାନିକ ଅନୁପାତ
ભેગા કરનાર,ଏକତ୍ରିତ |
નિશ્ચય,ଧାରଣା
સોંપણી,ଆସାଇନମେଣ୍ଟ
નાબૂદ,ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |
અસમપ્રમાણ,ଅସମାନଗତ
અસુમેળવાળું,ଅସନ୍ତୁଳିତ
વાતાવરણ,ବାୟୁମଣ୍ଡଳ
વાતાવરણીય નુકસાન,ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |
વાતાવરણીય અવાજ,ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |
વાતાવરણ નુ દબાણ,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
વાતાવરણીય પ્રચાર,ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |
વાતાવરણીય તરંગ,ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |
વાતાવરણીય,ବାୟୁମଣ୍ଡଳ
અણુ,ପରମାଣୁ
અણુનું માળખું,ପରମାଣୁ ଗଠନ
જોડાણ,ସଂଲଗ୍ନ
વ્યવહાલ,ସାଧନ
અંતરચળી,ଆଟେନେସନ୍ କ୍ଷତି |
ધ્વનિ તરંગો,ଶବ୍ଦ ତରଙ୍ଗର ଆଭିମୁଖ୍ୟ |
હલકાઈ કરનાર,ଆଟେଟୋଲେଟର୍ |
વિકેન્દ્ર,ଆଟେନୁଏଟର୍-ପ୍ୟାଡ୍ |
શ્રદ્ધાળુ થ્રેશોલ્ડ,ପରିମାପ ସୀମା
શ્રાવ્ય,ମୂଳଦୁଆ
શ્રાવ્ય આવર્તન,ଶରଣଯୋଗର ଫ୍ରିକ୍ୱେନ୍ସି |
શિરદર્શક સ્વર,ଶ୍ରବଣୀୟ ସ୍ୱର
શિરદર્શક,ଶ୍ରୋଚନା-ସ୍ପେକ୍ଟ୍ରମ୍ |
શ્રોતા,ଦର୍ଶକ |
Audડિસ,ଅଡିଓ
Audio ડિઓ એમ્પ્લીફાયર,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
Audio ડિઓ વિશ્લેષક,ଅଡିଓ ଆନାଲିଜର |
Audio ડિઓ બ્રોડકાસ્ટિંગ,ଅଡିଓ ପ୍ରସାରଣକାରୀ |
Audષધિસનું aution ડિઓબલ,ଅଡିଓ କେବୁଲ୍ |
શાસ્ત્ર,ଅଡିଓ ଶୃଙ୍ଖଳା
કડકા,ଅଡିଓ କୋଡେକ
Audતુ),ଅଡିଓ ସଙ୍କୋଚନ |
કોમ્પ્રેસર,ଅଡିଓ ସଙ୍କୋଚନ |
Audio ડિઓ કન્સોલ,ଅଡିଓ କୋନସୋଲ |
Audio ડિઓની વિકૃતિ,ଅଡିଓ ବିକୃତ |
Dynamડિસ,ଅଡିଓ ଗତିଶୀଳ ପରିସର |
Audio ડિઓ ફાઇલ ફોર્મેટ,ଅଡିଓ ଫାଇଲ୍ ଫର୍ମାଟ୍ |
Audio ડિઓ ફ્રેમ ફોર્મેટ,ଅଡିଓ ଫ୍ରେମ୍ ଫର୍ମାଟ୍ |
Audio ડિઓ આવર્તન એમ્પ્લીફાયર,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
Audio ડિઓ આવર્તન જનરેટર,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଜେନେରେଟର |
Audio ડિઓ આવર્તન શ્રેણી,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ରେଞ୍ଜ |
Audio ડિઓ આવર્તન પ્રતિસાદ,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |
સત્તાધિકારી,ଅଡିଓ ସୀମା
Audષધિ,ଅଡିଓ ରେଖା |
Audડિસર,ଅଡିଓ ମିକ୍ସର୍ |
Audio ડિઓ મોડ્યુલેશન,ଅଡିଓ ମୋଣ୍ଟୁଲେସନ୍ |
ઓડિસ -ઓસિલેટર,ଅଡିଓ ଓସକ୍ଲଟର |
Audio ડિઓ આઉટપાત,ଅଡିଓ ଆଉଟପୁଟ୍
Auth ડિઓ સત્તાની સત્તા,ଅଡିଓ ଶକ୍ତି |
કવિતા,ଅଡିଓ ଗୁଣ
શ્રદ્ધા,ଅଡିଓ ସଙ୍କେତ
Audio ડિઓ સિગ્નલ પ્રક્રિયા,ଅଡିଓ ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |
Audio ડિઓ સ્પેક્ટ્રમ,ଅଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍
Audio ડિઓ સંગ્રહ,ଅଡିଓ ଷ୍ଟୋରେଜ୍ |
Audડિસ,ଅଡିଓ ସବ୍-କ୍ୟାରିଅର୍ |
ઈડનીસ પરિશ્રમ,ଅଡିଓ ଟ୍ରାନ୍ସଫର୍ମର |
Audio ડિઓ ટ્રાન્સમીટર,ଅଡିଓ ଟ୍ରାନ୍ସମିଟର |
Audio ડિઓ/વિડિઓ કમ્પ્રેશન,ଅଡିଓ / ଭିଡିଓ ସଙ୍କୋଚନ |
Audડ-આવર્તન ઓસિલેટર,ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ଓସକ୍ଲୁଟର |
પુનરાવર્તન સંકેત,ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନାଲ୍ |
કવિતા,ଅଡିଓମେଟ୍ରି |
વિઝ્યુઅલી સહાય,ଅଡିଓ-ଭିଜୁଆଲ୍ ସାହାଯ୍ୟ |
ઉપદેશની ધારણા,ଅଡିଟୋରୀ ଧାରଣା |
પ્રમાણીકરણ,ପ୍ରାମାଣିକିକରଣ
અધિકૃત વાહક આવર્તન,ପ୍ରାଧିକୃତ ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |
ઓટો કેડ,ଅଟୋ କ୍ୟାଡ୍
સ્વત -નિદાન,ଅଟୋ ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |
સ્વચાલિત,ସ୍ୱୟଂଚାଳିତ |
સ્વચાલિત નિયંત્રણ,ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ |
સ્વચાલિત તપાસ,ସ୍ୱୟଂଚାଳିତ ଚିହ୍ନଟ |
સ્વચાલિત સાધનો,ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ରପାତି |
સ્વચાલિત આવર્તન નિયંત્રણ,ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |
સ્વચાલિત મર્યાદા,ସ୍ୱୟଂଚାଳିତ ସୀମା |
સ્વચાલિત યંત્ર,ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ର
આપમેળે phાંકણું નિયંત્રણ,ସ୍ୱୟଂଚାଳିତ ଫାସା ନିୟନ୍ତ୍ରଣ |
સ્વચાલિત ચિત્ર પ્રસારણ,ସ୍ୱୟଂଚାଳିତ ଚିତ୍ର ଟ୍ରାନ୍ସମିସନ୍ |
સ્વચાલિત પ્લેબેક,ସ୍ୱୟଂଚାଳିତ ପ୍ଲେକ୍ |
સ્વચાલિત વીજળી નિયંત્રણ,ସ୍ୱୟଂଚାଳିତ ଶକ୍ତି ନିୟନ୍ତ୍ରଣ |
સ્વચાલિત કાર્યક્રમ,ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |
સ્વચાલિત રેકોર્ડિંગ,ସ୍ୱୟଂଚାଳିତ ରେକର୍ଡିଂ |
