Tamil,English
இணைந்த சமன்பாடு,adjoint equation
இணை அணி,adjoint matrix
மேட்ரிக்ஸின் இணைப்பு,adjoint of matrix
adjugate matrix,adjugate matrix
ஏற்றுக்கொள்ளக்கூடிய முடிவு செயல்பாடு,admissible decision function
ஏற்றுக்கொள்ளக்கூடிய கருதுகோள்,admissible hypothesis
காற்றியக்க விசை,aerodynamic force
காற்றியக்கவியல்,aerodynamics
இணைப்பு வடிவியல்,affine geometry
இணைப்பு மேப்பிங்,affine mapping
இணைப்பு மாற்றம்,affine transformation
ஒருங்கிணைக்கும் மாறிகள்,aggregating variables
இயற்கணிதம்,algebra
இயற்கணிதப்படி மூடப்பட்டது,algebraically closed
இயற்கணித சமன்பாடு,algebraic equation
இயற்கணித வெளிப்பாடு,algebraic expression
இயற்கணித வடிவம்,algebraic form
இயற்கணித செயல்பாடு,algebraic function
இயற்கணித வடிவியல்,algebraic geometry
இயற்கணிதப் பெருக்கம்,algebraic multiplicity
இயற்கணித அமைப்பு,algebraic system
அனைத்து முழு எண் பிரச்சனை,all-integer problem
ஒதுக்கீடு பிரச்சனை,allocation problem
அகரவரிசைக் குறியீடு,alphabetical notation
அகரவரிசை எழுத்து,alphabetic character
மாற்று கோணம்,alternate angle
மாற்று வடிவம்,alternating form
மாற்று குழு,alternating group
மாற்று அணி,alternating matrix
மாற்று தொடர்,alternating series
மாற்று கருதுகோள்,alternative hypothesis
மாற்று ஆப்டிமா,alternative optima
மாற்று விளைவு,alternative outcome
அனலாக்-டு-டிஜிட்டல் மாற்றி,analog-to-digital converter
அனலாக் கணினி,analogue computer
பகுப்பாய்வு,analysis
இணையான பகுப்பாய்வு,analysis of covariance
கணக்கியல் தரவு பகுப்பாய்வு,analysis of enumeration data
மாறுபாட்டின் பகுப்பாய்வு,analysis of variance
பகுப்பாய்வு வடிவியல்,analytic geometry
பகுப்பாய்வு செயல்பாடு,analytic function
கோணம்,angle
தொடர்பு கோணம்,angle of contact
விலகல் கோணம்,angle of deflection
மனச்சோர்வின் கோணம்,angle of depression
விலகல் கோணம்,angle of deviation
விலகல் கோணம்,angle of diffraction
உயரத்தின் கோணம்,angle of elevation
நிகழ்வு கோணம்,angle of incidence
திட்ட கோணம்,angle of projection
பிரதிபலிப்பு கோணம்,angle of reflection
ஒளிவிலகல் கோணம்,angle of refraction
சுழற்சி கோணம்,angle of rotation
மொத்த பிரதிபலிப்பு கோணம்,angle of total reflection
கோண முடுக்கம்,angular acceleration
கோண இயக்கம்,angular motion
கோண வேகம்,angular speed
கோண வேகம்,angular velocity
வளையம்,annulus
பதில்,answer
எதிர்ப்பு வழித்தோன்றல்,anti – derivative
சமச்சீரற்ற செயல்பாடு,antisymmetric function
பொருந்தும்,applicable
விண்ணப்பம்,application
பயன்பாட்டு டைனமிக் நிரலாக்கம்,applied dynamic programming
பயன்படுத்தப்படும் வடிவியல்,applied geometry
பயன்பாட்டு கணிதம்,applied mathematics
பயன்பாட்டு புள்ளிவிவரங்கள்,applied statistics
தோராயமாக,approximately
தோராயமாக தொடர்ச்சியான செயல்பாடு,approximately continuous function
தோராயமான முறை,approximate method
தோராயமான தீர்வு,approximate solution
தோராயமான பிரச்சனை,approximation problem
தோராயமான சொத்து,approximation property
திறன் சோதனை பேட்டரி,aptitude test battery
அர்காண்ட் வரைபடம்,Argand diagram
தன்னிச்சையாக தேர்வு,arbitrarily chosen
தன்னிச்சையான,arbitrary
தன்னிச்சையான மாறிலி,arbitrary constant
தன்னிச்சையான உறுப்பு,arbitrary element
தன்னிச்சையான புள்ளி,arbitrary point
ஆர்க்கிமிடியன் சட்டம்,Archemedean law
ஆர்க்கிமிடிஸ் கொள்கை,Archimedes principle
வில்லின் நீளம்,arc length
வட்ட வில்,arc of circle
ஆர்க் சைன் விநியோகம்,arc sine distribution
ஆர்க் சைன் மாற்றம்,arc sine transformation
பகுதி,area
பகுதி அமைப்பு,areal texture
கலப்பு எண்ணின் வாதம்,argument of complex number
எண்கணித சராசரி,arithmetic mean
எண்கணித செயல்பாடு,arithmetic operation
எண்கணித அலகு,arithmetic unit
ஏற்பாடு,arrangement
வரிசை,array
செயற்கை செயற்கைக்கோள்,artificial satellite
செயற்கை மாறி,artificial variable
ஏறும்,ascend
ஏறும்,ascending
அளவின் ஏறுவரிசை,ascending order of magnitude
ஏறுவரிசை தொடர்,ascending series
அசெம்பிளர் மொழி,assembler language
பணி நியமன பிரச்சனை,assignment problem
துணை சட்டம்,associative law
ஆபரேட்டர்களின் துணை சட்டம்,associative law of operators
துணை செயல்பாடு,associative operation
கூட்டுறவு,associativity
சராசரியாக கருதப்படுகிறது,assumed mean
நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது,assumed probability distribution
அனுமானம்,assumption
ஜோதிடம்,astrology
விண்வெளி பொறியாளர்,astronautical engineer
வானியலாளர்,astronomer
வானியல் கடிகாரம்,astronomical clock
வானியல்,astronomy
சமச்சீரற்ற வளைவு,asymmetrical curve
சமச்சீரற்ற தன்மை,asymmetry
அறிகுறியற்றது,asymptote
அறிகுறியற்ற,asymptotic
அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்,asymptotically efficient estimator
அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்,asymptotically unbiased estimator
அறிகுறியற்ற நடத்தை,asymptotic behavior
அறிகுறியற்ற விநியோக செயல்பாடு,asymptotic distribution function
அறிகுறியற்ற விரிவாக்கம்,asymptotic expansion
வளிமண்டல அழுத்தம்,atmospheric pressure
சீரற்ற முறையில்,at random
பண்பு,attribute
மாதிரி செயல்முறை பண்புகளை,attributes sampling procedure
பெரிதாக்கப்பட்ட அணி,augmented matrix
தன்னியக்க தொடர்பு குணகம்,autocorrelation coefficient
தன்னியக்க தொடர்பு செயல்பாடு,autocorrelation function
தன்னியக்க மாறுபாடு,autocovariance
தானியங்கி கணினி,automatic computer
தன்னியக்க பின்னடைவு,autoregression
துணை சமன்பாடு,auxiliary equation
சராசரி மாதிரி எண் வளைவு (ASN வளைவு),average sample number curve (A.S.N. Curve)
கோட்பாடு,axiom
அச்சு அணுகுமுறை,axiomatic approach
நிகழ்தகவு கோட்பாடு,axiom of probability
அச்சு,axis
abscissa அச்சு,axis of abscissa
பூமியின் அச்சு,axis of earth
புரட்சியின் அச்சு,axis of revolution
சுழற்சியின் அச்சு,axis of rotation
சுழற்சியின் அச்சு,axis of spin
பின்-மாற்று,back-substitution
பின்தங்கிய வேறுபாடு,backward difference
பின்தங்கிய இடைக்கணிப்பு சூத்திரம்,backward-interpolation formula
சமநிலை,balance
சீரான வடிவமைப்பு,balanced design
இருப்புநிலை,balance sheet
பாலிஸ்டிக் ஏவுகணை,ballistic missile
பாலிஸ்டிக்ஸ்,ballistics
மதுக்கூடம்,bar
அடித்தளம்,base
அடிப்படை கோணம்,base angle
மடக்கையின் அடிப்படை,base of logarithm
அடிப்படை,basic
அடிப்படை சாத்தியமான தீர்வு,basic feasible solution
அடிப்படை தீர்வு,basic solution
அடிப்படை மாறி,basic variable
அடிப்படையில்,basis
அடிப்படை உறுப்பு,basis element
அடிப்படை அணி,basis matrix
ஒரு திசையன் இடத்தின் அடிப்படை,basis of a vector space
துணைவெளியின் அடிப்படை,basis of subspace
பேய்சியன் மதிப்பீடு,Bayesian estimate
பேய்ஸ் சட்டம்,Bayes' law
பேய்ஸ் தேற்றம்,Bayes' theorem
பெர்னோலி விநியோகம்,Bernoulli distribution
பெர்னோலி எண்,Bernoulli number
பெர்னோலி நிகழ்தகவு செயல்பாடு,Bernoulli probability function
பெர்னோலியின் சமன்பாடு,Bernoulli's equation
பெர்ரி செயல்பாடு,Berry function
சிறந்த பொருத்தம்,best fit
சிறந்த பொருத்தம் வரி,best - fit line
சிறந்த தீர்வு,best solution
சிறந்த உத்திகள்,best strategies
பீட்டா விநியோகம்,beta distribution
சார்பு,bias
பாரபட்சமான மதிப்பீடு,biased estimate
பைஹார்மோனிக் சமன்பாடு,biharmonic equation
பிஜேக்ஷன்,bijection
இருமுனை வரைபடம்,bijective map
பைஜெக்டிவ் மேப்பிங்,bijective mapping
இருகோடி வடிவம்,bilinear form
இருமுனை செயல்பாடு,bilinear function
இருமுனை ஹெர்மிடியன் வடிவம்,bilinear Hermitian form
பைனரி,binary
பைனரி குறியீடு,binary code
பைனரி குறியிடப்பட்ட தசம,binary coded decimal
பைனரி குறியீட்டு முறை,binary coding
பைனரி கணினி,binary computer
பைனரி இலக்கம்,binary digit
பைனரி செயல்பாடு,binary operation
பைனரி அமைப்பு,binary system
பைனரி மாறி,binary variable
ஈருறுப்புக் குணகம்,binomial coefficient
இருவகைப் பரவல்,binomial distribution
ஈருறுப்புச் சமன்பாடு,binomial equation
ஈருறுப்பு விரிவாக்கம்,binomial expansion
ஈருறுப்பு வெளிப்பாடு,binomial expression
ஈருறுப்பு சீரற்ற மாறி,binomial random variable
ஈருறுப்பு தேற்றம்,binomial theorem
இரு பிரிவு,bisection
பிரித்தல் முறை,bisection method
இருவகை,bisector
இருமுறை,biserial
பிட்,bit
இருவகை இருவகைப் பரவல்,bivariate binomial distribution
இருவகை தொடர்பு குணகம்,bivariate correlation coefficient
இருவகை விநியோகம்,bivariate distribution
இருவகை சாதாரண விநியோகம்,bivariate normal distribution
பைவெக்டர்,bivector
போல்ட்ஸ்மேன் சமன்பாடு,Boltzmann equation
பூலியன் இயற்கணிதம்,Boolean algebra
போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்,Bose - Einstein statistics
எல்லை நிலை,boundary condition
எல்லை அடுக்கு,boundary layer
எல்லைக் கோடு,boundary line
எல்லை மதிப்பு,boundary value
எல்லை மதிப்பு பிரச்சனை,boundary value problem
வரையறுக்கப்பட்ட செயல்பாடு,bounded function
கட்டுப்பட்ட அணி,bounded matrix
எல்லைக்குட்பட்ட பகுதி,bounded region
வரையறுக்கப்பட்ட தொகுப்பு,bounded set
பிரவுனிய இயக்கம்,Brownian motion
கணக்கிட,calculate
கணக்கிடுகிறது,calculating
கணக்கிடும் இயந்திரம்,calculating machine
கணக்கீடு,calculation
கணக்கீட்டு செயல்முறை,calculational procedure
கால்குலேட்டர்,calculator
கால்குலஸ்,calculus
மாறுபாட்டின் கணக்கீடு,calculus of variation
கலோரி,calorie
ரத்து சட்டம்,cancellation law
நியமன சமன்பாடு,canonical equation
நியமன வடிவம்,canonical form
நியமன அணி,canonical matrix
கேன்டர் செட்,Cantor set
கேண்டரின் மும்முனைத் தொகுப்பு,Cantor's ternary set
திறன் கொண்ட போக்குவரத்து பிரச்சனை,capacitated transportation problem
திறன்,capacity
தந்துகி விசை,capillary force
கார்டினல் எண்,cardinal number
கார்ட்டீசியன் அச்சுகள்,Cartesian axes
கார்ட்டீசியன் ஆயத்தொகுப்புகள்,Cartesian coordinates
கார்ட்டீசியன் தயாரிப்பு,Cartesian product
தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு,Cartesian product of sets
வழக்கு ஆய்வு,case study
பேரழிவு ஏற்ற இறக்கம்,catastrophic fluctuation
கேடனரி,Catenary
காச்சி விநியோகம்,Cauchy distribution
கௌச்சி சூத்திரம்,Cauchy formula
Cauchy Goursat தேற்றம்,Cauchy Goursat theorem
Cauchy Rimann நிபந்தனைகள்,Cauchy Riemann conditions
கௌச்சி வரிசை,Cauchy sequence
Cauchy ஒருங்கிணைந்த,Cauchy integral
Cauchy முதன்மை மதிப்பு,Cauchy principal value
கௌச்சி எச்ச தேற்றம்,Cauchy residue theorem
கெய்லி ஹாமில்டன் தேற்றம்,Cayley Hamilton theorem
வானுலக,celestial body
வான அளவீடு,celestial measurement
வான இயக்கவியல்,celestial mechanics
வான பொருள்,celestial object
செல் அலைவரிசை,cell frequency
மக்கள் தொகை கணக்கெடுப்பு,census
சென்டைல்,centile
சென்டிமீட்டர்,centimeter
சென்டிமீட்டர் கிராம் இரண்டாவது அமைப்பு,centimeter gram second system
மத்திய,central
மைய அச்சு,central axis
மைய வேறுபாடு,central difference
மைய வேறுபாடு சூத்திரம்,central difference formula
மைய வேறுபாடு அட்டவணை,central difference table
மத்திய வரம்பு தேற்றம்,central limit theorem
மைய தருணம்,central moment
மத்திய செயலாக்க அலகு (CPU),central processing unit (C.P.U)
மைய போக்கு,central tendency
மையம்,centre
ஈர்ப்பு மையம்,centre of gravity
குழுவின் மையம்,centre of group
வெகுஜன மையம்,centre of mass
சமச்சீர் மையம்,centre of symmetry
மையவிலக்கு விசை,centrifugal force
மையவிலக்கு விசை,centripetal force
மையப்பகுதி,centroid
உறுதி,certainty
cgs அமைப்பு,c.g.s. system
cgs அலகு,c.g.s. unit
வேறுபாட்டின் சங்கிலி விதி,chain rule of differentiation
வாய்ப்பு காரணங்கள்,chance causes
வாய்ப்பு நகர்கிறது,chance moves
அச்சுகளின் மாற்றம்,change of axes
அடிப்படை மாற்றம்,change of basis
ஒழுங்கு மாற்றம்,change of order
பண்பு குணகம்,characteristic coefficient
தீர்மானிக்கும்,determinant
சிறப்பியல்பு சமன்பாடு,characteristic equation
பண்பு செயல்பாடு,characteristic function
மடக்கையின் சிறப்பியல்பு,characteristic of logarithm
பண்பு பல்லுறுப்புக்கோவை,characteristic polynomial
பண்பு மதிப்பு,characteristic value
பண்பு திசையன்,characteristic vector
எழுத்துத் தொகுப்பு,character set
விளக்கப்படம்,chart
சி-சதுர விநியோகம்,chi-square distribution
சி-சதுர சூத்திரம்,chi-square formula
சி-சதுர சோதனை,chi-square test
நாண்,chord
நாண்-பிரித்தல் முறை,chord-bisection method
மறைக்குறியீடு செய்தி (=குறியிடப்பட்ட செய்தி),cipher message (=coded message)
மறைக்குறியீடு (பூஜ்ஜியம்),cipher (zero)
வட்டம்,circle
ஒன்றிணைந்த வட்டம்,circle of convergence
சுற்று அணி,circuit matrix
வட்ட,circular
வட்ட அறிகுறி,circular asymptote
வட்ட சுருளி,circular helix
வட்ட இயக்கம்,circular motion
சுற்று மையம்,circumcentre
வட்ட வட்டம்,circumcircle
சுற்றம்,circumscribe
சுற்றத்தார்,circumscribed
சுற்றப்பட்ட வட்டம்,circumscribed circle
கிளாசிக்கல் கழித்தல் நுட்பம்,classical deductive technique
கிளாசிக்கல் இயக்கவியல்,classical dynamics
கிளாசிக்கல் தேர்வுமுறை,classical optimization
பாரம்பரிய அழிவு பிரச்சனை,classical ruin problem
கிளாசிக்கல் புள்ளியியல் இயக்கவியல்,classical statistical mechanics
பிழைகளின் வகைப்பாடு,classification of errors
வகுப்பு இடைவெளி,class interval
வகுப்பு இடைவெளி அலகு,class-interval unit
வகுப்பு வரம்பு,class limit
கடிகாரகடிகாரச்சுற்று,clockwise
குளோபன் (= மூடிய மற்றும் திறந்த),clopen (= closed and open)
மூடப்பட்டது,closed
மூடிய குவிந்த மேலோடு,closed convex hull
மூடிய கன சதுரம்,closed cube
மூடிய வளைவு,closed curve
மூடப்பட்ட டொமைன்,closed domain
மூடிய உருவம்,closed figure
மூடிய இடைவெளி,closed interval
மூடப்பட்ட பகுதி,closed region
மூடிய தொகுப்பு,closed set
மூடிய மேற்பரப்பு,closed surface
மூடல்,closure
மூடல் ஆபரேட்டர்,closure operator
மூடல் புள்ளி (= தொடர்பு புள்ளி),closure point (= contact point)
மூடல் நிலைப்பாடு,closure postulate
மூடல் தொகுப்பு,closure set
கொத்து புள்ளி,cluster point
கொத்து மாதிரி,cluster sampling
கொத்து தொகுப்பு,cluster set
கோஆக்சியல் வட்டங்கள்,coaxial circles
கோஆக்சியல் பரவளையங்கள்,coaxial parabolas
கோஆக்சியல் விமானங்கள்,coaxial planes
கோஆக்சியல் முக்கோணங்கள்,coaxial triangles
கோப் - டக்ளஸ் செயல்பாடு,Cobb - Douglas function
குறியீட்டு முறை,coding
தரவு குறியீட்டு முறை,coding of data
இணை டொமைன்,co-domain
குணகம் அணி,coefficient matrix
தொடர்பு குணகம்,coefficient of correlation
நிர்ணய குணகம்,coefficient of determination
நெகிழ்ச்சி குணகம்,coefficient of elasticity
விரிவாக்க குணகம்,coefficient of expansion
உராய்வு குணகம்,coefficient of friction
நேரியல் விரிவாக்கத்தின் குணகம்,coefficient of linear expansion
பின்னடைவின் குணகம்,coefficient of regression
மேற்பரப்பு பதற்றத்தின் குணகம்,coefficient of surface tension
மாறுபாட்டின் குணகம்,coefficient of variation
இணைக்காரன்,cofactor
நாணயம் வீசுதல் (நாணயத்தை வீசுதல்),coin throw (coin toss)
மாதிரி சேகரிப்பு,collection of sample
கோலினியர்,collinear
ஒற்றுமை,collinearity
நெடுவரிசை,column
நெடுவரிசை சமநிலை,column equivalence
நெடுவரிசைக்கு சமமானது,column equivalent
நெடுவரிசைக்கு சமமான அணி,column equivalent matrix
நிரல் அணி,column matrix
நெடுவரிசை தரவரிசை,column rank
நெடுவரிசை குறைக்கப்பட்ட echolon matrix,column reduced echolon matrix
நெடுவரிசை திசையன்,column vector
நெடுவரிசையில்,columnwise
ஒருங்கிணைந்த சமன்பாடு,combined equation
பொதுவான கோணம்,common angle
பொதுவான அச்சு,common axis
பொதுவான அடிப்படை,common base
பொதுவான வகுக்கும்,common denominator
பொதுவான வேறுபாடு,common difference
பொதுவான காரணி,common factor
பொதுவான மடக்கை,common logarithm
பொதுவான பல,common multiple
பொதுவான விகிதம்,common ratio
பொதுவான பிரிவு,common section
பொதுவான பக்கம்,common side
பொதுவான தொடுகோடு,common tangent
பொதுவான சொல்,common term
பரிமாற்ற சட்டம்,commutative law
பரிமாற்ற சொத்து,commutative property
பரிமாற்ற விதி,commutative rule
கூட்டல் பரிமாற்ற சட்டம்,commutative law of addition
பெருக்கல் பரிமாற்ற விதி,commutative law of multiplication
பரிமாற்ற செயல்பாடு,commutative operation
பரிமாற்றி குழு,commutator group
மெட்ரிக்குகளின் பரிமாற்றம்,commuting of matrices
சிறிய தொகுப்பு,compact set
ஒப்பீடு,comparability
வழிமுறைகளின் ஒப்பீடு,comparision of means
சதவீத ஒப்பீடு,comparision of percentage
ஒப்பீட்டு சோதனை,comparision test
பொருந்தக்கூடிய சமன்பாடு,compatibility equation
போட்டி விளையாட்டு,competitive game
போட்டி நிலைமை,competitive situation
போட்டி உத்தி,competitive strategy
தொகுப்பி,compiler
நிரப்பு,complementary
நிரப்பு கோணம்,complementary angle
நிரப்பு நிகழ்வு பூரக் கட்டனா,complementary event पूरक घटना
நிரப்பு காரணி,complementary factor
நிரப்பு செயல்பாடு,complementary function
நிரப்பு அரை இடம்,complementary half space
நிரப்பு இடைவெளி,complementary interval
நிரப்பு தொகுப்பு,complementary set
நிரப்புதல்,complementation
ஒரு தொகுப்பின் நிரப்பு,complement of a set
முழுமையான மக்கள் தொகை கணக்கெடுப்பு,complete census
முழுமையான தொடர்பு அணி,complete correlation matrix
முழுமையான மெட்ரிக் வெளி,complete metric space
முழுமையான ஆர்த்தோநார்மல் தொகுப்பு,complete orthonormal set
முழு நாற்கர,complete quadrangle
முழுமையான பங்கு,complete quotient
மொத்த தொகுப்பு,complete set
முழுமையான தீர்வு,complete solution
முற்றிலும் சீரற்ற வடிவமைப்பு,completely randomised design
சிக்கலான வாதம்,complex argument
சிக்கலான இணைப்பு,complex conjugate
சிக்கலான வேறுபாடு,complex differentiation
சிக்கலான செயல்பாடு,complex function
சிக்கலான ஒருங்கிணைப்பு,complex integration
சிக்கலான மெட்ரிக்குகள்,complex matrices
சிக்கலான எண்,complex number
சிக்கலான எண் புலம்,complex number field
சிக்கலான ஆர்த்தோகனல் அணி,complex orthogonal matrix
சிக்கலான விமானம்,complex plane
சிக்கலான அளவு,complex quantity
சிக்கலான பரஸ்பர,complex reciprocal
சிக்கலான விளைவாக,complex resultant
சிக்கலான இடம்,complex space
சிக்கலான மதிப்புள்ள செயல்பாடு,complex valued function
சிக்கலான மாறி,complex variable
கூட்டு மற்றும் டிவிண்டெண்டோ,componendo and divindendo
கூறு,component
கூறு பகுப்பாய்வு,component analysis
மாறுபாட்டின் கூறு,component of variance
திசையன் கூறு,component of vector
கூட்டு செயல்பாடு,composite function
கூட்டு கருதுகோள்,composite hypothesis
கூட்டு எண்,composite number
கூட்டுத் தொடர்,composite series
திசையன்களின் கலவை,composition of vectors
கூட்டு கோணம்,compound angle
கூட்டுப் பிரிவு,compound division
கலவை பின்னம்,compound fraction
கூட்டு வட்டி,compound interest
கூட்டு நிகழ்தகவு,compound probability
சுருக்கக்கூடிய ஓட்டம்,compressible flow
சுருக்கம்,compression
கணக்கீடு,computation
கணக்கீட்டு சூத்திரம்,computational formula
கணக்கிடப்பட்ட மதிப்பு,computed value
கணினி,computer
கணினி அல்காரிதம்,computer algorithm
கணினி நிரல்,computer programme
கணனி செய்நிரலாக்கம்,computer programming
கணினி உருவகப்படுத்துதல்,computer simulation
கம்ப்யூட்டிங்,computing
குழிவான செயல்பாடு,concave function
குழிவான பலகோணம்,concave polygon
குழிவான நிரலாக்கம்,concave programming
மைய வட்டங்கள்,concentric circles
செறிவான வளைவுகள்,concentric curves
கான்கிரீட் வடிவம்,concrete form
வரிகளின் ஒத்திசைவு,concurrency of lines
ஒரே நேரத்தில்,concurrent
ஒரே நேரத்தில் சக்திகள்,concurrent forces
நிபந்தனை அடர்த்தி செயல்பாடு,conditional density function
நிபந்தனை விநியோகம்,conditional distribution
நிபந்தனை எதிர்பார்ப்பு,conditional expectation
நிபந்தனை சராசரி,conditional mean
நிபந்தனை நிகழ்தகவு,conditional probability
கோலினரிட்டி நிலை,condition of collinearity
நிலைத்தன்மையின் நிலை,condition of consistency
ஒருங்கிணைப்பு நிலை,condition of integrability
தொடுநிலையின் நிலை,condition of tangency
கூம்பு,cone
நம்பக இடைவெளியை,confidence interval
நம்பிக்கை இடைவெளி மதிப்பீடு,confidence interval estimate
நம்பிக்கை வரம்புகள்,confidence limits
நம்பிக்கை மண்டலம்,confidence region
மோதல் சூழ்நிலை,conflict situation
confocal conics,confocal conics
கன்ஃபோகல் நீள்வட்டங்கள்,confocal ellipses
கன்ஃபோகல் வடிவியல்,confocal geometry
கன்ஃபோகல் ஹைபர்போலா,confocal hyperbolae
கன்ஃபோகல் ஹைப்பர்போலாய்டுகள்,confocal hyperboloids
கன்ஃபோகல் பரவளையம்,confocal parabola
confocal paraboloidal cordinates,confocal paraboloidal cordinates
இணக்கமான,conformal
முறையான மேப்பிங்,conformal mapping
ஒற்றுமை,congruence
வட்டங்களின் ஒற்றுமை,congruence of circles
ஒத்த,congruent
ஒத்த மெட்ரிக்குகள்,congruent matrices
கூம்பு,conic
கூம்பு விரக்தி,conical frustum
கூம்பு சுருளி,conical helix
கூம்பு பிரிவு,conical section
கூம்புகள்,conics
கூம்பு பிரிவு,conic section
இணை,conjugate
இணைந்த கோணங்கள்,conjugate angles
இணைந்த அச்சு,conjugate axis
சிக்கலான எண்களை இணைக்கவும்,conjugate complex numbers
இணைந்த திசைகள்,conjugate directions
இணைந்த செயல்பாடுகள்,conjugate functions
அணி இணை,conjugate of matrix
இணை வரிசைமாற்றம்,conjugate permutation
இணைந்த இடமாற்றம்,conjugate transpose
இணைதல்,conjuction
தொடர்ச்சியாக,consecutive
தொடர்ச்சியான எண்கள்,consecutive numbers
ஆற்றல் சேமிப்பு,conservation of energy
வெகுஜன பாதுகாப்பு,conservation of mass
பழமைவாத,conservative
நிலைத்தன்மையும்,consistency
நிலைத்தன்மை நிலை,consistency condition
நிலையான மதிப்பீடு,consistent estimate
நிலையான மதிப்பீட்டாளர்,consistent estimator
நிலையான புள்ளிவிவரம்,consistent statistic
சீரான அமைப்பு,consistent system
கன்சல்,consol
நிலையான,constant
நிலையான முடுக்கம்,constant acceleration
நிலையான செயல்பாடு,constant function
ஈர்ப்பு நிலையானது,constant of gravity
ஒருங்கிணைப்பின் நிலையானது,constant of integration
விகிதாச்சாரத்தின் மாறிலி,constant of proportionality
நிலையான அளவுரு,constant parameter
நிலையான பல்லுறுப்புக்கோவை,constant polynomial
நிலையான விகிதம்,constant proportion
நிலையான வேகம்,constant speed
நிலையான கால,constant term
நிலையான வேகம்,constant velocity
அமைப்புச் சமன்பாடு,constitutive equation
கட்டுப்பாடு,constraint
கட்டமைக்க,construct
கட்டுமானம்,construction
நுகர்வோர் விருப்பம்,consumer preference
நுகர்வு செயல்பாடு,consumption function
தொடர்பு கோணம்,contact angle
தொடர்பு புள்ளி,contact point
இதில் இருக்கிறது,contained in
தற்செயல் அட்டவணை,contingency table
தொடர்ச்சியான இயக்கவியல்,continuum mechanics
தொடர்ந்த பின்னம்,continued fraction
தொடர்ந்த தயாரிப்பு,continued product
தொடர்ச்சி,continuity
செயல்பாட்டின் தொடர்ச்சி,continuity of function
தொடர்ச்சி சோதனை,continuity test
தொடர்ச்சியான,continuous
தொடர்ச்சியான வழித்தோன்றல்,continuous derivative
தொடர்ச்சியான விநியோகம்,continuous distribution
மேலே இருந்து தொடர்ந்து,continuous from above
தொடர்ச்சியான செயல்பாடு,continuous function
தொடர்ந்து வேறுபடக்கூடியது,continuously differentiable
தொடர்ச்சியான வரைபடம்,continuous map
தொடர்ச்சியான மேப்பிங்,continuous mapping
தொடர்ச்சியான நிகழ்தகவு அடர்த்தி செயல்பாடு,continuous probability density function
தொடர்ச்சியான நிகழ்தகவு விநியோகம்,continuous probability distribution
தொடர்ச்சியான சீரற்ற மாறி,continuous random variable
தொடர்ச்சியான மாதிரி இடம்,continuous sample space
தொடர்ச்சியான மாறி,continuous variable
தொடர்ச்சியான அலை,continuous wave
தொடர்ச்சி,continuum
