Marathi,Hindi
ध्वनीविषयक क्षीणन स्थिर,ध्वानिक                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            क्षीणनांक
ध्वनिकी ओलसर,ध्वानिक अवमंदन
ध्वनिक विलंब रेखा,ध्वानिक विलंब लाइन
ध्वनिक विकृती,ध्वानिक विरूपण
ध्वनिक नलिका,ध्वनि-वाहिनी
ध्वनिक ऊर्जा,ध्वानिक ऊर्जा
ध्वनिक अभिप्राय,ध्वानिक पुनर्निवेश
ध्वनिक फिल्टर,"ध्वानिक फिल्टर, ध्वानिक  निस्यंदक"
ध्वनीविषयक प्रतिबाधा,ध्वानिक प्रतिबाधा
ध्वनीविषयक प्रसार स्थिर,ध्वानिक संचरण नियतांक
ध्वनिक प्रतिकार,ध्वानिक प्रतिरोध
ध्वनिकरित्या इन्सुलेटेड,ध्वानिकतः रुद्ध
ध्वनिकी,"ध्वानिकी, ध्वनि विज्ञान"
संपादन,"अधिग्रहण, अर्जन, उपार्जन"
परिवर्णी शब्द,संक्षिप्त रूप
कृती क्षेत्र,कार्य क्षेत्र
सक्रिय फिलामेंट,"सक्रियकृत तंतु, सक्रियित तंतु"
सक्रिय,सक्रिय
सक्रिय क्षेत्र,सक्रिय क्षेत्र
सक्रिय विंडो,सक्रिय विंडो
अनुकूलता,अनुकूलनीयता
अ‍ॅडॉप्टर (अ‍ॅडॉप्टर),"अनुकूलक, अनुकूलित्र"
अ‍ॅडॉप्टिव्ह डिफरेंशनल पल्स कोड मॉड्यूलेशन,अनुकूली विभेदी स्पंद कोड मॉडुलन
अॅड्रेस बुक,"पता पुस्तिका, एड्रेस बुक"
अ‍ॅड्रेस बस,"पता बस, एड्रेस बस"
पत्ता ठराव,"पता विभेदन, एड्रेस विभेदन"
लगतच चॅनेल हस्तक्षेप,"आसन्न सरणी व्यतिकरण, आसन्न चैनल व्यतिकरण"
लगतच चॅनेल निवड,"आसन्न चैनल वरण-क्षमता, आसन्न चैनल चयनात्मकता"
समीप वारंवारता,आसन्न आवृत्ति
समीप फ्रिक्वेन्सी चॅनेल,आसन्न आवृत्ति चैनल
लगतचे चित्र वाहक,"आसन्न चित्र वाहक, संलग्न वीडियो वाहक"
समीप ध्वनी वाहक,आसन्न ध्वनि वाहक
समीप स्टेशन,"निकटवतब स्टेशन, निकटवतब केंद्र"
समायोज्य,समायोज्य
समायोज्य कंडेन्सर,समायोज्य संधारित्र
दबाव समायोजित करणे,समायोज्य दाब
पाना समायोजित करणे,समायोजी रिंच
समायोजन,समायोजन
प्रशासक,"प्रशासक, नियंत्रक"
आधुनिक तंत्रज्ञान,उन्नत प्रौद्योगिकी
हवाई,"एरियल (ऐन्टेना), आकाशी, वायव, हवाई"
एरियल अ‍ॅरे,एरियल व्यूह
एरियल बूस्टर,"एरियल वर्धक, ऐन्टेना वर्धक"
एरियल करंट,ऐन्टेना धारा
एरियल अर्थिंग स्विच,ऐन्टेना भूसंपर्कक स्विच
हवाई कार्यक्षमता,ऐन्टेना दक्षता
हवाई प्रतिबाधा,ऐन्टेना प्रतिबाधा
एरियल इंडक्टन्स,ऐन्टेना प्रेरकत्व
एरियल इन्सुलेटर,ऐन्टेना विद्तरोधी
एरियल लोडिंग कॉइल,ऐन्टेना भारण कुंडली
एरियल फोटोग्राफी,आकाषी फोटोग्राफी
हवाई शक्ती,ऐन्टेना षक्ति
एरियल रेडिएशन रीस्टन्स,आकाशी विकिरण प्रतिरोध
हवाई प्रतिक्रिया,ऐन्टेना प्रतिघात
एरोडायनामिक्स,वायुगतिकी
एजन्सी,"एजेंसी, अभिकरण"
एअर कॉम्प्रेसर,वायु संपीडक
एअर कंडेन्सर,वायु संधारित्र
वातानुकूलित,वायुशीतित
एअर कोर्ड कॉइल,वायु क्रोडित कुंडली
वातानुकुलीत,वातानुकूलन
अल्बेडो,ऐल्बीडो
अल्गोरिदम,"कलन विधि, एल्गोरिथ्म"
अलियासिंग,एलियासिंग
संरेखित,संरेखण
संरेखन,संरेखण
सर्व वेव्ह एरियल,सर्व तरंग एरियल
वाटप,नियतन
वर्णमाला,"वर्णक्रमीय, वर्णक्रमिक"
अल्फान्यूमेरिक,अक्षरांकीय
अल्फान्यूमेरिक वर्ण,अक्षरांकीय संप्रतीक
अल्फान्यूमेरिक माहिती,अक्षरांकीय सूचना
वैकल्पिक चालू (ए.सी.),प्रत्यावतब धारा (ए सी)
वैकल्पिक,प्रत्यावर्तन
अल्टरनेटर,"प्रत्यावर्तक, प्रत्यावर्तित्र"
समुद्रसपाटीपासूनची उंची,"तुंगता, उन्नतांश, शीर्षलंब"
अपोजीची उंची,अपभू-तुंगता
पेरिगीची उंची,उपभू-तुंगता
हौशी रेडिओ संप्रेषण,अव्यावसायिक रेडियो संचार
वातावरण,परिवेश
वातावरण मायक्रोफोन,परिवेश माइक्रोफोन
वातावरणीय स्थिती,परिवेशी दशा
वातावरणीय प्रकाश,परिवेश प्रकाश व्यवस्था
सभोवतालचा आवाज,परिवेशी रव
वातावरणीय तापमान,"परिवेशी ताप, परिवेश ताप"
अमेरिकन मानक कोड,अमरीकी मानक कोड
अँपियर,ऐम्पियर
अ‍ॅम्पेअर मीटर,ऐम्पियर मापी
प्रवर्धन,प्रवर्धन
प्रवर्धन घटक,प्रवर्धन गुणक
एम्पलीफायर,प्रवर्धक
एम्पलीफायर गेन,प्रवर्धक लब्धि
एम्पलीफायर आवाज,प्रवर्धक रव
एम्प्लिफाइंग उपकरणे,प्रवर्धन उपस्कर
क्लीस्ट्रॉनचे विस्तार,प्रवर्धन क्लाइस्ट्रॉन
एम्प्लिफाइंग युनिट,प्रवर्धन एकक
मोठेपणा,"आयाम, कोणांक"
मोठेपणा विकृती,आयाम विरूपण
मोठेपणा सहन,आयाम प्रसार
मोठेपणा घटक,आयाम गुणक
मोठेपणा मर्यादा,आयाम सीमक
मोठेपणा मॉड्यूलेटेड,आयाम मॉडुलित
मोठेपणा मॉड्यूलेशन,आयाम मॉडुलन
एनालॉग (अ‍ॅनालॉग),"अनुरूप, एनालॉग"
एनालॉग सर्किट,अनुरूप परिपथ
एनालॉग संगणक,अनुरूप कंप्यूटर
एनालॉग रेडिओ फ्रिक्वेन्सी चॅनेल,अनुरूप रेडियो आवृत्ति चैनल
एनालॉग प्रतिनिधित्व,अनुरूप निरूपण
एनालॉग सिग्नल,"अनुरूप संकेत, अनुरूप सिगनल"
डिजिटल टू डिजिटल,अनुरूप से अंकीय
डिजिटल कन्व्हर्टर टू एनालॉग,अनुरूप-अंकीय परिवर्तक
एनालॉग व्हिडिओ,अनुरूप वीडियो
समान,"अनुरूप, स–श"
समानता,अनुरूपता
विश्लेषण,विष्लेषण
डेटाचे विश्लेषण,आंकड़ा विष्लेषण
विश्लेषणात्मक घनता,विष्लेषी घनत्व
विश्लेषण,विष्लेषण करना
विश्लेषक,विष्लेषक
उपकरणे,सहायक उपस्कर
आणि गेट,"ऐन्ड गेट, तथा द्वार, AND गेट"
कोलिमेशनचा कोन,समांतरण कोण
ध्रुवीकरणाचा कोन,धुवण कोण
रोटेशनचा कोन,घूर्णन कोण
अँगस्ट्रॉम (Å),ऐंग्स्ट्रम(Å)
कोनीय,"कोणीय, d¨f.kd"
कोनीय प्रवेग,d¨.kh; त्वरण
कोनीय समन्वय,कोणीय निर्देशांक
कोनीय विक्षेपण,कोणीय विक्षेपण
कोनीय फैलाव,कोणीय परिक्षेपण
कोनीय विस्थापन,कोणीय विस्थापन
कोनीय त्रुटी,कोणीय त्रुटि
कोनीय वारंवारता,कोणीय आवृत्ति
कोनीय गती,कोणीय संवेग
कोनीय गती,कोणीय गति
कोनीय गती,कोणीय वेग
अ‍ॅनिमेशन,"ऐनीमेशन, सजीवन"
एनोड,ऐनोड
एनोड बॅटरी,ऐनोड बैटरी
एनोड वैशिष्ट्य,ऐनोड अभिलक्षण
एनोड सर्किट,ऐनोड परिपथ
एनोड अपव्यय,ऐनोड क्षय
एनोड कार्यक्षमता,ऐनोड दक्षता
एनोड इनपुट पॉवर,ऐनोड निवेश षक्ति
एनोड मॉड्यूलेशन,ऐनोड मॉडुलन
अँटेना,ऐन्टेना
अँटेना बीमविड्थ,ऐन्टेना किरणपुंज चौड़ाई
अँटेना बूस्टर,ऐन्टेना वर्धक
अँटेना चेंजओव्हर स्विच,ऐन्टेना परिवर्तन स्विच
अँटेना कॉइल,ऐन्टेना कुंडली
अँटेना कॉन्फिगरेशन,"ऐन्टेना विन्यास, ऐन्टेना संरूपण"
अँटेना कपलर,ऐन्टेना युग्मक
अँटेना क्रॉस ध्रुवीय नमुना,ऐन्टेना अनुप्रस्थ धुवीय प्रतिरूप
अँटेना करंट,ऐन्टेना धारा
अँटेना डायरेक्टिव्हिटी गेन,ऐन्टेना दैशिकता लब्धि
अँटेना डुप्लेक्सर,ऐन्टेना द्वैध संकेतक
अँटेना प्रभावी क्षेत्र,ऐन्टेना प्रभावी क्षेत्र
अँटेना कार्यक्षमता,ऐन्टेना दक्षता
अँटेना फीड,ऐन्टेना प्रभरण
अँटेना फूट प्रिंट,ऐन्टेना व्याप्ति
अँटेना गेन,ऐन्टेना लब्धि
अँटेना उंची,ऐन्टेना ऊंचाई
अँटेना प्रतिबाधा,ऐन्टेना प्रतिबाधा
अँटेना इंडक्टन्स,ऐन्टेना प्रेरकत्व
अँटेना पॅटर्न,ऐन्टेना प्रतिरूप
अँटेना प्लेक्सर,"ऐन्टेना द्विसंकेतक, ऐन्टेना द्वियुग्मक"
अँटेना ध्रुवीकरण,ऐन्टेना धुवण
अँटेना पॉवर,ऐन्टेना षक्ति
अँटेना पॉवर गेन,ऐन्टेना षक्ति लब्धि
अँटेना रेडिएशन प्रतिरोध,ऐन्टेना विकिरण प्रतिरोध
अँटेना रिएक्टन्स,ऐन्टेना प्रतिघात
अँटेना परावर्तक,ऐन्टेना परावर्तक
अँटेना प्रतिकार,ऐन्टेना प्रतिरोध
अँटेना रेझोनंट वारंवारता,ऐन्टेना अनुनादी आवृत्ति
अँटेना स्पेसिंग,ऐन्टेना अंतरालन
अँटेना स्विचिंग रूम,ऐन्टेना स्विचन कक्ष
अँटेना ट्यूनिंग कॉइल,ऐन्टेना समस्वरक कुंडली
अँटेना ट्यूनिंग झोपडी,ऐन्टेना समस्वरक कुटीर
छिद्र,द्वारक
अपोजी,"भूमि उच्च, अपभू"
अपोजी रॉकेट,अपभू राकेट
उपकरणे,उपकरण
उघड,आभासी
Let पलेट,ऐपलेट (जावा में प्रोग्राम)
अर्ज,"अनुप्रयोग, आवेदन"
अंदाजे,"आसन्न, लगभग, सन्निकट"
जलीय द्रावण,जलीय घोल
कंस,"चाप, आर्क"
आर्किटेक्चर,"संरचना, स्थापत्यकला, वास्तुकला"
ध्वनी रेकॉर्डिंगचे संग्रहण हस्तांतरण,पुरालेखीय ध्वनि-अभिलेखन अंतरण
संग्रहण,अभिलेखागार; पुरालेख
अंकगणित कोडिंग,अंकगणितीय कोडन
आर्मेचर,आर्मेचर
आर्मेचर विंडिंग,"आर्मेचर कुंडलन, आर्मेचर कुंडली"
रचना,"व्यूह, सरणी"
अरेस्टर,"प्रग्राही, निरोधक"
बोलता,सुस्पष्ट उच्चारण
कलाकृती (= कलाकृती),शिल्पतथ्य; छविदोष
चढत्या,आरोहण
प्रसर गुणोत्तर,अभिमुखता अनुपात
असेंबलर,समायोजक
प्रतिपादन,निष्चयन
असाइनमेंट,"समनुदेशन, नियत कार्य"
असाइनमेंट चॅनेल,नियतन चैनल
असममित,असममित
एसिन्क्रोनस,अतुल्यकालिक
वातावरण,वायुमंडल
वातावरणीय नुकसान,वायुमंडलीय हानि
वातावरणीय आवाज,वायुमंडलीय रव
वातावरणीय दबाव,वायुमंडलीय दाब
वातावरणीय प्रसार,वायुमंडलीय संचरण
वातावरणीय रेडिओ-वेव्ह,वायुमंडलीय रेडियो तरंग
वातावरण,वायु-वैद्युत् क्षोभ
अणू,परमाणु
अणु रचना,परमाणु संरचना
संलग्नक,संलग्नक
क्षीणन,क्षीणन
क्षमतेचे नुकसान,क्षीणन हानि
ध्वनी लहरींचे लक्ष वेधणे,ध्वनि तरंग क्षीणन
अ‍ॅटेन्युएटर,क्षीणकारी
अ‍ॅटेन्युएटर-पॅड,क्षीणकारी पैड
ऑडिबिलिटी थ्रेशोल्ड,श्रव्यता देहली
ऐकण्यायोग्य,श्रव्य
ऐकण्यायोग्य वारंवारता,श्रव्य आवृत्ति
ऐकण्यायोग्य टोन,श्रव्य स्वरक
ऐकण्यायोग्य-स्पेक्ट्रम,श्रव्य स्पेक्ट्रम
प्रेक्षक,"श्रोतागण, दर्शकगण, श्रोता समुदाय"
ऑडिओ,"श्रव्य, ऑडियो"
ऑडिओ एम्पलीफायर,श्रव्य प्रवर्धक
ऑडिओ विश्लेषक,श्रव्य विष्लेषक
ऑडिओ प्रसारण,श्रव्य प्रसारण
ऑडिओ केबल,"श्रव्य केबल, ऑडियो केबल"
ऑडिओ साखळी,श्रव्य  शृंखला
ऑडिओ कोडेक,"श्रव्य कोडेक, श्रव्य कोडक-विकोडक"
ऑडिओ कॉम्प्रेशन,श्रव्य संपीडन
ऑडिओ कॉम्प्रेसर,श्रव्य संपीडक
ऑडिओ कन्सोल,श्रव्य कंसोल
ऑडिओ विकृती,श्रव्य विरूपण
ऑडिओ डायनॅमिक श्रेणी,"श्रव्य गतिक सीमा, श्रव्य गतिक परास"
ऑडिओ फाइल स्वरूप,श्रव्य संचिका आरूप
ऑडिओ फ्रेम स्वरूप,श्रव्य फ्रेम आरूप
ऑडिओ फ्रिक्वेन्सी एम्पलीफायर,श्रव्य आवृत्ति प्रवर्धक
ऑडिओ फ्रिक्वेन्सी जनरेटर,श्रव्य आवृत्ति जनित्र
ऑडिओ वारंवारता श्रेणी,श्रव्य आवृत्ति परास
ऑडिओ वारंवारता प्रतिसाद,श्रव्य आवृत्ति अनुक्रिया
ऑडिओ लिमिटर,श्रव्य सीमक
ऑडिओ लाइन,श्रव्य लाइन
ऑडिओ मिक्सर,श्रव्य मिश्रक
ऑडिओ मॉड्यूलेशन,श्रव्य मॉडुलन
ऑडिओ ऑसीलेटर,"श्रव्य दोलक, श्रव्य दोलित्र"
ऑडिओ आउटपुट,श्रव्य निर्गत
ऑडिओ पॉवर,श्रव्य षक्ति
ऑडिओ गुणवत्ता,श्रव्य गुणवत्ता
ऑडिओ सिग्नल,"श्रव्य संकेत, ध्वनि संकेत, ध्वनि सिगनल"
ऑडिओ सिग्नल प्रक्रिया,श्रव्य संकेत प्रक्रमण
ऑडिओ स्पेक्ट्रम,"श्रव्य स्पेक्ट्रम, ध्वनि स्पेक्ट्रम"
ऑडिओ स्टोरेज,श्रव्य भंडारण
ऑडिओ सब-कॅरियर,श्रव्य (आवृत्ति) उपवाहक
ऑडिओ ट्रान्सफॉर्मर,श्रव्य रूपांतरक
ऑडिओ ट्रान्समीटर,श्रव्य प्रेषित्र
ऑडिओ/व्हिडिओ कॉम्प्रेशन,–श्य/श्रव्य संपीडन
ऑडिओ-फ्रिक्वेन्सी ऑसीलेटर,श्रव्य आवृत्ति दोलक
ऑडिओ-फ्रिक्वेन्सी सिग्नल,"श्रव्य आवृत्ति संकेत, श्रव्य आवृत्ति सिगनल"
ऑडिओमेट्री,श्रव्यमिति
ऑडिओ-व्हिज्युअल मदत,–ष्य-श्रव्य साधन
श्रवणविषयक समज,श्रवण बोध
प्रमाणीकरण,"अधिप्रमाणन, प्रमाणीकरण"
अधिकृत वाहक वारंवारता,"प्राधिकृत वाहक आवृति, अधिकृत वाहक आवृत्ति"
ऑटो कॅड,"ऑटो कैड, ऑटो CAD"
ऑटो डायग्नोस्टिक्स,स्वतः नैदानिकी
स्वयंचलित,"स्वचल, स्वचालित, स्वतः, स्व"
स्वयंचलित नियंत्रण,स्वतः नियंत्रण
स्वयंचलित शोध,स्वतः संसूचन
स्वयंचलित उपकरणे,स्वचालित उपस्कर
स्वयंचलित वारंवारता नियंत्रण,स्वतःआवृत्ति नियंत्रण
स्वयंचलित मर्यादा,स्वचालित सीमक
स्वयंचलित मशीन,स्वचालित मशीन
स्वयंचलित Phasae नियंत्रण,स्वतः कला नियंत्रण
स्वयंचलित चित्र संप्रेषण,स्वतः चित्र प्रेषण
स्वयंचलित प्लेबॅक,"स्व प्रतिश्रवण, स्व प्रति–श्यण"
स्वयंचलित उर्जा नियंत्रण,स्वतः षक्ति नियंत्रण
स्वयंचलित प्रोग्रामिंग,"स्वतःप्रोग्रामन, स्वतः क्रमादेशन"
स्वयंचलित रेकॉर्डिंग,स्वतः अभिलेखन
स्वयंचलित रीसेट,स्वतः पुनः स्थापन
स्वयंचलित शटर,स्वचालित कपाट
स्वयंचलित प्रणाली,स्वचल तंत्र
स्वयंचलित टेलिफोन,स्वचालित टेलीफोन
स्वयंचलित तापमान नियंत्रण,स्वतः ताप-नियंत्रण
स्वयंचलित व्होल्टेज नियामक,स्वतः वोल्टता नियामक
स्वयंचलित व्हॉल्यूम कॉम्प्रेसर,स्वतः प्रबलता संपीडक
स्वयंचलित व्हॉल्यूम नियंत्रण,स्वतः प्रबलता नियंत्रक
स्वयंचलित व्हॉल्यूम विस्तारक,स्वतः प्रबलता विस्तारक
ऑटोमेशन,स्वचालन
ऑटोमेशन नियंत्रण,"स्वचालन नियंत्रण, स्वतः नियंत्रण, स्वनियंत्रण"
ऑटोमेशन फ्रिक्वेन्सी कंट्रोलर,स्वतः आवृत्ति नियंत्रक
सहाय्यक,सहायक
सहाय्यक ऑडिओ बस,सहायक श्रव्य बस
उपलब्ध शक्ती,उपलब्ध षक्ति
हिमस्खलन ब्रेकडाउन,"ऐवेलांशी भंग, अवधाव भंग"
सरासरी जीवन,"औसत आयु, औसत जीवन"
सरासरी दबाव,औसत दाब
सरासरी वेग,औसत चाल
फिरकीची अक्ष,प्रचक्रण-अक्ष
अजीमुथ,दिगंश
अजीमुथ कोन,दिगंश कोण
अजीमुथ त्रुटी,दिगंश त्रुटि
मागे प्रकाश,"पृष्ठ प्रकाश, पश्च प्रकाश"
बॅक प्रोजेक्शन,पश्च प्रक्षेपण
बॅक व्होल्टेज (= रिव्हर्स व्होल्टेज),विरोधी वोल्टता
बॅकफायर (आर्क बॅक),विपरीत आर्क
पार्श्वभूमी प्रकाश,पृष्ठभूमि प्रकाश
पार्श्वभूमी आवाज,पृष्ठभूमि रव
पार्श्वभूमी प्रोजेक्शन,पृष्ठभूमि प्रक्षेपण
बॅकअप,"बैक-अप, पूर्तिकर, प्रतिपोषक"
बफल,"गतिरोधक, व्यारोध, बाधिका"
बेकिंग,भर्जन
संतुलित ऑडिओ,संतुलित श्रव्य
संतुलित ऑडिओ लाइन,संतुलित श्रव्य लाइन
संतुलित ट्रान्समिशन लाइन,संतुलित संचरण लाइन
संतुलन,संतुलन
गिट्टी,स्थिरक
गिट्टी फॅक्टर,स्थिरण कारक
बालुन,बलून
बँड,"बैंड, पट्टी"
बँड पास फिल्टर,"बैंड पारक फिल्टर, बैंड पारक निस्यंदक"
बँड निवडकर्ता,बैंड वरक
बँड स्प्लिटिंग,बैंड विपाटन
बँड स्टॉप फिल्टर,"बैंड वर्जक फिल्टर, बैंड वर्जक निस्यंदक"
बँड स्विच,बैंड स्विच
बँड ट्यूनिंग,"पट्टी समस्वरण, बैंड ट्यूनिंग"
बँडविड्थ,"बैंड विस्तार, बैंडविड्थ, बैंड चौड़ाई"
बार,"बार, दंड"
बार कोड,बार कोड
बार डेटा,"बार डाटा, बार आंकड़ा"
बेअर बँड,खुली पट्टी
बेअर दिवा,अनावृत लैम्प
धान्याचे कोठार,बार्न द्वार
बेस बँड,आधार बैंड
बेस बँड सिग्नल,आधार बैंड संकेत
बेस बँड सिस्टम,आधार बैंड तंत्र
बेस ब्राउझर,आधार विचरक
बेस कलेक्टर जंक्शन,आधार संग्राही संधि
बेस इन्सुलेटर,आधार विद्युत्रोधी
बास,"मन्द्रस्वर, बास"
बास भरपाई,मन्द्रस्वर क्षतिपूर्ति
बास लाऊडस्पीकर (वूफर),मन्द्रस्वर लाउडस्पीकर
बॅच स्कॅनिंग,समूह क्रमवीक्षण
बॅटरी चार्जिंग,बैटरी आवेशन
तुळई,किरण पुंज
बीट,विस्पंद
बीट फ्रिक्वेन्सी ऑसीलेटर,विस्पंद आवृत्ति दोलित्र
बेल,बेल
पूर्वाग्रह,"अभिनति, बायस"
बायस सर्किट,"बायस परिपथ, अभिनति परिपथ"
पूर्वाग्रह वारंवारता,"अभिनति आवृत्ति, बायस-आवृत्ति"
बायस व्होल्टेज,बायस वोल्टता
पुढील दिशेने पक्षपाती,"अग्रबायसित, अग्राभिनत"
द्वि-दिशात्मक मायक्रोफोन,उभयमुखी माइक्रोफोन
बिलबोर्ड,"बिलबोर्ड, विज्ञापन फलक"
बिलबोर्ड अर्ज,बिलबोर्ड अनुप्रयोग
द्वि-धातूचा घटक,द्विधात्विक अवयव
बायनरी,द्विआधारी
बायनरी कोडित दशांश,द्विआधारी कोडित दशमलव
बायनरी अंक (बिट),द्विआधारी अंक (बिट)
बायनरी नंबर,द्विआधारी संख्या
बिनौरल सुनावणी,द्विकणब श्रवण
दुर्बिणी,"द्विनेत्री, बाइनॉक्युलर"
बायोमेट्रिक,"जैवमितीय, जैवमितिक"
द्विध्रुवीय ट्रान्झिस्टर,द्विधुवी ट्रांजिस्टर
बिट वाटप,बिट नियतन
बिट रेट,बिट दर
काळा आणि पांढरा टीव्ही,श्वेत-श्याम टेलीविजन
रिक्त,"रिक्त, शून्य, विलोप"
ब्लँकिंग मध्यांतर,विलोपन अंतराल
ब्लँकिंग लेव्हल,विलोपन स्तर
ब्लेडर रेझिस्टन्स,स्रावी प्रतिरोध
ब्लिम्पेड कॅमेरा,ध्वनिरूद्ध कैमरा
आंधळे चकाकी,"अंधक चौंध, चकाचौंध"
डोळे मिचकावणे,टिमटिमाना
डोळे मिचकावणे,टिमटिमाना
ब्लॉक कोड,ब्लॉक कोड
ब्लॉक आकृती,ब्लॉक आरेख
ब्लॉक इंटरलीव्ह,ब्लॉक अंतरापत्र
कॅपेसिटर अवरोधित करणे,अवरोधक संधारित्र
ऑसीलेटर अवरोधित करणे,अवरोधक दोलित्र
ब्लूम,प्रफुल्लन
ब्लो दिवा,ब्लो लैम्प
ब्लो पाईप,फूंकनी
ब्लोअर,"धौंकनी, ब्लोअर"
ब्लूटूथ,ब्लूटूथ
बॉडी कॅपेसिटन्स,कायिक धारिता
बुकमार्क,"बुक मार्क, पृष्ठ स्मृति"
बुलियन बीजगणित,बूलीय बीजगणित
भरभराट,"बूम, तीव्रवृद्धि"
चालना,"बढ़ाना; वर्धन, उछाल"
बूस्टर,वर्धक
बूस्टर लाइट,वर्धक प्रकाश
चालना,वर्धन
बूटिंग,बूटकरण
बूटस्ट्रॅप,बूटस्ट्रैप
तळाशी प्रकाश,तलीय प्रकाश
बाउन्स लाइट,"उच्छलन प्रकाश, प्रस्कन्द प्रकाश"
यंत्रातील बिघाड,"भंग, भंजन"
व्होल्टेज खाली करा,भंजन वोल्टता
पूल घटक,सेतु अवयव
ब्रिज रेक्टिफायर,सेतुबद्ध दिष्टकारी
ब्रिज केलेले ‘टी’ अ‍ॅटेन्युएटर,सेतुबद्ध ‘T’ क्षीणकारी
ब्रिज केलेली रचना,सेतुबद्ध संरचना
ब्रिजिंग,सेतुबंधन
ब्रिजिंग एम्पलीफायर,सेतुबंधन प्रवर्धक
ब्रिजिंग लॉस,सेतुबंधन हानि
चमक,"द्युति, दीप्ति"
ब्राइटनेस कंट्रोल,"द्युति नियंत्रण, दीप्ति नियंत्रण"
ठिसूळ,भंगुर
ठिसूळ पदार्थ,भंगुर पदार्थ
ब्रॉडबँड,विस्तृत बैंड
ब्रॉडबँड एम्पलीफायर,विस्तृत बैंड प्रवर्धक
ब्रॉडबँड आयएसडीएन,"विस्तृत बैंड आई एस डी एन, विस्तृत बैंड ISDN"
ब्रॉडबँड सिस्टम,विस्तृत बैंड तंत्र
प्रसारण आणि संप्रेषण तंत्रज्ञान,प्रसारण एवं संचार प्रौद्योगिकी
प्रसारण कव्हरेज,प्रसारण व्याप्ति
ब्रॉडकास्ट रिसीव्हर,प्रसारण अभिग्राही
प्रसारण सेवा नियोजन,प्रसारण सेवा योजना
ब्रॉडकास्ट ट्रान्समीटर,प्रसारण प्रेषित्र
प्रसारक,प्रसारणकर्ता
प्रसारण,प्रसारण
प्रसारण स्टेशन,प्रसारण केंद्र
तुटलेली,खंडित
ब्राउझर,"विचरक, ब्राउजर"
ब्राउझिंग,विचरण
बबल,"बुदबुद, बुलबुला"
बफर,बफर
बफर एम्पलीफायर,बफर प्रवर्धक
बफर ट्यूब,बफर नलिका
किडा,"दोष, बग"
अंगभूत अँटेना,अंतर्निर्मित ऐन्टेना
बर्नर,"बर्नर, ज्वालक"
बर्निंग,ज्वलन
स्फोट त्रुटी,प्रस्फोट त्रुटि
स्फोट अंतर्भूत नाडी,प्रस्फोट निवेशन स्पंद
स्फोट टप्पा,प्रस्फोट प्रावस्था
बस,बस
व्यवसाय बुद्धिमत्ता,"व्यापार बोध, व्यापार बुद्धि"
बजर,बज़र
पास द्वारे,उपमार्ग
पास करून,"उपमार्गन, उपपथन, उपनिकासन"
बायपास कंडेन्सर,उपमार्ग संधारित्र
सी,उभयनिष्ठ
सी+प्रोग्रामिंग भाषा,C+प्रोग्रामन भाषा
कपाट,"कैबिनेट, पेटिका"
केबल,केबल
