Bengali,Hindi
অ্যাডাপ্টার,अनुकूलित्र
অভিযোজিত চ্যানেল বরাদ্দ,अनुकूली प्रणाल नियतन
অভিযোজিত সংহতকরণ,अनुकूली समाकलन
অভিযোজিত ট্রান্সভার্সাল ইকুয়ালাইজার,अनुकूली अनुप्रस्थ तुल्यकारक
যুক্ত এন্ট্রি,योजित प्रविष्ट
সংযোজন,योज्य
সংযোজন,योजक
অ্যাডার সাবট্র্যাক্টর,योजक व्यवकलक
ফাইল যুক্ত কর,योजी संचिका
অতিরিক্ত চরিত্র (= বিশেষ চরিত্র),विशिष्ट संप्रतीक
সংযোজন রেকর্ডার,योग अभिलेख
সংযোজন টেবিল,योग सारणी
সংযোজন বৈশিষ্ট্য,योज्य गुण
মোড যুক্ত করুন,योग विधा
অপারেশন যুক্ত করুন,योग संक्रिया
ঠিকানা,पता
ঠিকানা পরিমাপ,पतायोग्यता माप
ঠিকানাযোগ্য অনুভূমিক অবস্থান,पतायोग्य क्षौतिज स्थिति
ঠিকানাযোগ্য পয়েন্ট,पतायोग्य बिन्दु
ঠিকানাযোগ্য অবস্থান,पतायोग्य स्थिति
ঠিকানাযোগ্য নিবন্ধ,पतायोग्य पंजी
ঠিকানাযোগ্য স্টোরেজ,पतायोग्य भंडारण
ঠিকানাযোগ্য উল্লম্ব অবস্থান,पतायोग्य ऊर्ध्वाधर स्थिति
ঠিকানা বাস,पता बस
ঠিকানা কোড,पता कूट
ঠিকানা তুলনামূলক,पता तुलनित्र
ঠিকানা গণনা,पता अभिकलन
ধ্রুবক ঠিকানা,पता अचर
ঠিকানা রূপান্তর,पता रूपांतरण
ঠিকানা ডেটা,पता आँकड़े
সম্বোধন স্মৃতি,पतायुक्त स्मृति
ঠিকানা কার্যকর,प्रभावी पता
ঠিকানা ক্ষেত্র,पता क्षेत्र
ঠিকানা ফর্ম্যাট,पता संरूप
ঠিকানা বিনামূল্যে প্রোগ্রাম,पता निरपेक्ष क्रमादेश
সম্বোধন,पताभिगमन
"সম্বোধন
 চরিত্র",पताभिगमन संप्रतीक
বাধা সম্বোধন,पताभिगमन अंतरायन
লুপ সম্বোধন,पताभिगमन पाश
ভার্চুয়াল মেমরি সম্বোধন,पताभिगमन आभासी स्मृति
ঠিকানা ইন্টারল্যাকিং,पता अंतर्ग्रथन
ঠিকানাহীন নির্দেশাবলী ফর্ম্যাট,पतारहित अनुदेश संरुप
ঠিকানা লাইন,पता लाइन
ঠিকানা ম্যাপিং,पता प्रतिचित्रण
ঠিকানা চিহ্ন,पता चिह्न
ঠিকানা পরিবর্তন,पता आपरिवर्तन
ঠিকানা অংশ,पता भाग
ঠিকানা পয়েন্টার,पता संकेतक
ঠিকানা রেজিস্টার,पता पंजी
ঠিকানা সংকেত,पता संकेत
ঠিকানা আকার,पता आमाप
ঠিকানা স্থান,पता स्थान
ঠিকানা স্পেস আইডেন্টিফায়ার,पता स्थान अभिज्ञापक
ঠিকানা স্টপ,पता विराम
ঠিকানা ট্রেস,पता अनुरेख
ঠিকানা ট্র্যাক,पता मार्ग
ঠিকানা অনুবাদ,पता अनुवाद
ঠিকানা অনুবাদক,पता अनुवादक
বিয়োগের সময় যোগ করুন,संकलन व्यवकलन काल
সময় যোগ করুন,संकलन काल
সংলগ্নতা,संलग्नता
সংলগ্ন কাঠামো,संलग्नता संरचना
সংলগ্ন চ্যানেল,संलग्न प्रणाल
সংলগ্ন ডোমেন,संलग्न प्रांत
সংলগ্ন ম্যাট্রিক্স,सहखंडज मैट्रिक्स
সংলগ্ন নোড,संलग्न आसंधि
সংলগ্ন সুবেরিয়া,संलग्न उपक्षेत्र
স্থগিত (সিস্টেম),संलग्न (तंत्र)
সামঞ্জস্য করুন,समायोजन
সামঞ্জস্যযোগ্য মাত্রা,समायोज्य विस्तार
পাঠ্য মোড সামঞ্জস্য করুন,समायोज्य पाठ्यांश विधा
প্রশাসনিক ডেটা প্রসেসিং,प्रशासनिक आँकड़ा संसाधन
প্রশাসনিক অপারেশন,प्रशासनिक प्रचालन
প্রশাসনিক অপারেটর,प्रशासनिक प्रचालक
প্রশাসনিক অপারেটর স্টেশন,प्रशासनिक प्रचालन केन्द्र
প্রশাসনিক সহায়তা সিস্টেম,प्रशासन सहाय तंत्र
উন্নত যোগাযোগ পরিষেবা,उन्नत संचार सेवा
উন্নত তথ্য সিস্টেম,उन्नत सूचना तंत्र
উন্নত অপটিক্যাল চরিত্র পাঠক,उन्नत प्रकाशिक संप्रतीक पठित्र
উন্নত বৈজ্ঞানিক কম্পিউটার,उन्नत वैज्ञानिक अभिकलित्र
এরিয়াল,एरियल
সমষ্টি,पुंज
সামগ্রিক অভিব্যক্তি,पुंज व्यंजक
লক্ষ্য বৃত্ত,संधानित्र
লক্ষ্য ক্ষেত্র (= লক্ষ্য প্রতীক),संधान प्रतीक
লক্ষ্য প্রতীক,संधान प्रतीक
বায়ুবাহিত কম্পিউটার সিস্টেম,वायुवाहित अभिकलित्र तंत्र
বীজগণিত ইগেনভ্যালু সমস্যা,बीजीय आइगनमान समस्या
"বীজগণিত
 মিশ্রণ",बीजीय समाकलन
বীজগণিত ভাষা,"बीजीय भाषा, बीज भाषा"
বীজগণিত হেরফের,बीजीय प्रकलन
বীজগণিত ম্যানিপুলেশন ভাষা,बीजीय प्रकलन भाषा
বীজগণিতমুখী ভাষা,बीजोन्मुखी भाषा
বীজগণিত শিফট,बीजीय विस्थापन
বীজগণিত সাইন কনভেনশন,बीजीय चिह्न परिपाटी
অ্যালগল,ऐल्गॉल
অ্যালগল বৈশিষ্ট্য,ऐल्गॉल लक्षण
অ্যালগল প্রোগ্রামিং,ऐल्गॉल क्रमादेशन
অ্যালগরিদম,"कलन विधि, एल्गोरिथ्म"
অ্যালগরিদম সহযোগী ভাষা,कलन विधि साहचर्य भाषा
অ্যালগরিদম শ্রেণিবিন্যাস,कलन विधि वर्गीकरण
অ্যালগরিদম জটিলতা,कलन विधि जटिलता
অ্যালগরিদম গণনাযোগ্যতা,कलन विधि अभिकलनीयता
অ্যালগরিদমিক বিশ্লেষণ,कलन विधि विश्लेषण
অ্যালগরিদমিক পদ্ধতির,कलनविधीय उपगमन
অ্যালগরিদমিক ভাষা,कलनविधीय भाषा
অ্যালগরিদমিক রুটিন,कलनविधीय नेमका
অ্যালগরিদমিক তত্ত্ব,कलनविधीय सिद्धांत
ওরফে,अपर
এলিয়াসিং,उपघटन
ওরফে নাম (= বিকল্প নাম),"अपर नाम, उर्फ नाम"
প্রান্তিককরণ,सरेखण
বরাদ্দ,नियतन
বরাদ্দ কাঠামো,नियतन संरचना
সমস্ত উদ্দেশ্যমূলক কম্পিউটার,सर्वोद्देशीय अभिकलित्र
বর্ণমালা চরিত্র,अक्षरात्मक संप्रतीक
বর্ণমালা চরিত্র সেট,अक्षरात्मक संप्रतीक समुच्चय
বর্ণমালা চরিত্রের সাবসেট,अक्षरात्मक संप्रतीक उपसमुच्चय
বর্ণমালা কোড,अक्षरात्मक कूट
বর্ণমালা শিফট,अक्षरात्मक विस्थापन
বর্ণমালা স্ট্রিং,अक्षरात्मक रज्जु
বর্ণমালা শব্দ,अक्षरात्मक शब्द
বর্ণমালা,वर्णानुक्रमण
আলফেজোমেট্রিক্স,अक्षरात्मक ज्यामितिकी
বর্ণমালা,अक्षरांकीय
আলফামোসাইক,अल्फामोजेक
বর্ণমালা,अक्षरांकीय
আলফানুমারিকাল কীবোর্ড ডিভাইস,अक्षरांकीय कुंजीपटल युक्ति
আলফানিউমেরিক চরিত্র সেট,अक्षरांकीय संप्रतीक समुच्चय
আলফানিউমেরিক কোড,अक्षरांकीय कूट
আলফানিউমেরিক কোডেড চরিত্র সেট,अक्षरांकीय कूटलिखित संप्रतीक समुच्चय
আলফানিউমেরিক ডেটা,अक्षरांकीय आँकड़े
আলফানিউমেরিক ডিসপ্লে ডিভাইস,अक्षरांकीय प्रदर्श युक्ति
আলফানিউমেরিক সম্পাদিত চরিত্র,अक्षरांकीय संपादित संप्रतीक
আলফানিউমেরিক ফিল্ড,अक्षरांकीय क्षेत्र
বর্ণমালা নির্দেশ,अक्षरांकीय अनुदेश
আলফানিউমেরিক কীবোর্ড,अक्षरांकीय कुंजी पटल
আলফানিউমেরিক বাছাই,अक्षरांकीय शाटन
আলফানিউমেরিক স্টোরেজ,अक्षरांकीय भंडारण
পরিবর্তনযোগ্য মেমরি,परिवर्तनीय स्मृति
পরিবর্তন সুইচ,परिवर्तन स्विच
পরিবর্তন,परिवर्तन
পরিবর্তন মোড,परिवर्तन विधा
বিকল্প পুনরুদ্ধার,वैकल्पिक पुनःप्राप्ति
বিকল্প রুট,वैकल्पिक मार्ग
বিকল্প রাউটিং,वैकल्पिक मार्गचयन
বিকল্প ট্র্যাক,वैकल्पिक मार्ग
বিকল্প (= বা অপারেশন),अथवा' संक्रिया
বিকল্প বৈশিষ্ট্য,वैकल्पिक गुण
বিকল্প অস্বীকার (= না-অপারেশন),तथा पूरक' संक्रिया
অস্পষ্টতা ত্রুটি,संदिग्धता त्रुटि
অস্পষ্ট রেফারেন্স,संदिग्धता संर्दभ
অ্যানালগ,अनुरूप
অ্যানালগ অ্যাডার,अनुरूप योजक
অ্যানালগ চ্যানেল,अनुरूप प्रणाल
অ্যানালগ কম্পিউটার,अनुरूप अभिकलित्र
অ্যানালগ রূপান্তরকারী,अनुरूप परिवर्तक
অ্যানালগ ডেটা,अनुरूप आँकड़े
অ্যানালগ বিভাজক,अनुरूप विभाजनी
অ্যানালগ সুবিধা টার্মিনাল,अनुरूप सुविधा टर्मिनल
"অ্যানালগ ফাংশন
 জেনারেটর",अनुरूप फलन जनक
অ্যানালগ ইন্টিগ্রেশন,अनुरूप समाकलन
অ্যানালগ গুণক,अनुरूप गुणक
অ্যানালগ প্রোগ্রামিং,अनुरूप क्रमादेशन
অ্যানালগ স্কেলিং,अनुरूप मापन
এনালগ সংকেত,अनुरूप संकेत
অ্যানালগ সিমুলেশন,अनुरूप अनुकार
অ্যানালগ সুইচ,अनुरूप स्विच
অ্যানালগ সিস্টেম,अनुरूप तंत्र
"ডিজিটাল অ্যানালগ
 রূপান্তরকারী",अनुरूप अंकीय परिवर्तक
"ডিজিটাল অ্যানালগ
 এনকোডার",अनुरूप अंकीयकूटलेखक
অ্যানালগ সংক্রমণ,अनुरूप संचरण
অ্যানালগ প্রকার,अनुरूप प्रकार
বিশ্লেষণ ব্লক,विश्लेषण खंड़क
বিশ্লেষণ মোড,विश्लेषण विधा
বিশ্লেষণাত্মক ইঞ্জিন,वैश्लेषिक इंजन
পৈতৃক কাজ,पूर्वज कार्य
আনুষঙ্গিক সরঞ্জাম,सहायक उपकरण
এবং,तथा'
এবং সার্কিট,तथा' परिपथ
এবং উপাদান,तथा' अवयव
এবং গেট,तथा' द्वार
এবং মাস্কিং,तथा' प्रच्छादन
এবং অপারেশন নয় (= বর্জন,अपवर्जन
এবং অপারেশন,तथा' संक्रिया
সংযুক্তি স্মৃতি,चयक स्मृति
টীকা,टिप्पण
ঘোষণা,आख्यापित्र
উত্তর পাঠাও,तुरत उत्तर
উত্তর দেরি,उत्तर विलंब
উত্তর সময়,उत्तर काल
উত্তর প্রদীপ,उत्तर बत्ती
উত্তর তালিকা,उत्तर सूची
শুধুমাত্র উত্তর,केवल उत्तर
প্রত্যাশা মোড,प्रत्याशा विधा
প্রত্যাশিত বাফারিং,प्रत्याशामूलक चयकन
প্রত্যাশিত বহন,प्रत्याशामूलक हासिल
প্রত্যাশিত পেজিং,प्रत्याशामूलक पृष्ठन
অ্যান্টিকোয়েনসেন্স অপারেশন,प्रतिसंपाती संक्रिया
অ্যান্টিকোইনসেন্টেন্ট উপাদান,प्रतिसंपाती अवयव
অ্যাপেরিওডিক অ্যান্টেনা,अनावर्ती ऐन्टेना
অ্যাপারচার কার্ড,द्वारक पत्रक
অ্যাপারচার কোড,द्वारक कूट
অ্যাপারচার সময়,द्वारक काल
সংযোজন,अनुबंध
অ্যাপেন্ডেজ টাস্ক,अनुबंध कार्य
অ্যাপ্লিকেশন ডেভেলপার,अनुप्रयोग विकासक
আবেদন স্তর,अनुप्रयोग स्तर
অ্যাপ্লিকেশন ভিত্তিক ভাষা,अनुप्रयोग मूलक भाषा
অ্যাপ্লিকেশন প্যাকেজ,अनुप्रयोग (क्रमादेश) संकुल
এপ্লিকেশন প্রোগ্রাম,अनुप्रयोग क्रमादेश
অ্যাপ্লিকেশন প্রোগ্রামিং,अनुप्रयोग क्रमादेशन
অ্যাপ্লিকেশন প্রয়োজনীয় ভাষা,अनुप्रयोग अपेक्षित भाषा
অ্যাপ্লিকেশন সফ্টওয়্যার,अनुप्रयोग प्रक्रिया सामग्री
অ্যাপ্লিক,अधिरोपण
আনুমানিক তত্ত্ব,सन्निकटन सिद्धांत
স্বেচ্ছাসেবী অ্যাক্সেস,स्वेच्छ अभिगम
স্বেচ্ছাসেবী সিকোয়েন্স কম্পিউটার,स्वेच्छ अनुक्रम अभिकलित्र
সালিশ,मध्यस्थ
আর্কিটেকচার,"वास्तुकला, स्थापत्यकला"
সংরক্ষণাগার,पुराभंडारण
এরিয়া কোড,क्षेत्र कूट
অঞ্চল অনুসন্ধান,क्षेत्र खोज
অঞ্চল স্থানান্তর,क्षेत्र स्थानांतरण
অঞ্চল পরিবর্তনশীল,क्षेत्र चर
যুক্তি,स्वतंत्र चर
যুক্তি ঠিকানা,स्वतंत्र चर पता
যুক্তি তালিকা,स्वतंत्र चर सूची
গাণিতিক নির্দেশ,अंकगणितीय अनुदेश
গাণিতিক এবং যুক্তি ইউনিট,अंक गणितीय एंव तर्क एकक
গাণিতিক অ্যাসাইনমেন্ট বিবৃতি,अंकगणितीय नियतन कथन
গাণিতিক চেক,अंकगणितीय जाँच
পাটিগণিত ধ্রুবক,अंकगणितीय अचर
গাণিতিক রূপান্তর,अंकगणितीय रूपांतर
গাণিতিক ডেটা,अंकगणितीय आँकड़े
পাটিগণিত ব্যতিক্রম,अंकगणितीय अपवाद
গাণিতিক অভিব্যক্তি,अंकगणितीय व्यंजक
গাণিতিক স্থির পয়েন্ট,अंकगणितीय नियत बिन्दु
পাটিগণিত শ্রেণিবিন্যাস,अंकगणितीय पदानुक्रम
বিবৃতি যদি গাণিতিক,अंकगणितीय 'यदि' कथन
গাণিতিক যুক্তি,अंकगणितीय तर्क
গাণিতিক যুক্তি ইউনিট,अंकगणितीय तर्क एकक
পাটিগণিত অপারেশন,अंकगणितीय संक्रिया
পাটিগণিত অপারেটর,अंकगणितीय संकारक
পাটিগণিত ওভারফ্লো,अंकगणितीय अधिप्रवाह
গাণিতিক ছবির ডেটা,अंकगणितीय चित्र आँकड़े
গাণিতিক অগ্রাধিকার,अंकगणितीय पूर्वता
গাণিতিক প্রাথমিক,अंकगणितीय प्राथमिक अवयव
গাণিতিক নিবন্ধ,अंकगणितीय पंजी
গাণিতিক সম্পর্ক,अंकगणितीय संबंध
গাণিতিক স্ক্যান,अंकगणितीय क्रमवीक्षण
গাণিতিক বিভাগ,अंकीय अनुभाग
গাণিতিক শিফট,अंकगणितीय विस्थापन
গাণিতিক স্থানান্তর,अंकगणितीय विस्थापन
পাটিগণিত বিবৃতি,अंकगणितीय कथन
গাণিতিক শব্দ,अंकगणितीय पद
পাটিগণিত আন্ডারফ্লো,अंकगणितीय अधोप्रवाह
গাণিতিক ইউনিট,अंकीय एकक
অ্যারে,सरणी
অ্যারে বাউন্ড,सरणी परिबंध
অ্যারে কম্পিউটার,सरणी अभिकलित्र
অ্যারে মাত্রা,सरणी विमा
অ্যারে উপাদান,सरणी अवयव
অ্যারে এক্সপ্রেশন,सरणी व्यंजक
অ্যারের নাম,सरणी नाम
কাঠামোর অ্যারে,संरचना सरणी
অ্যারে প্রিন্টিং,सरणी मुद्रण
অ্যারে প্রসেসিং,सरणी संसाधन
অ্যারে প্রসেসর,सरणी संसाधित्र
বক্তৃতা পয়েন্ট,संधि बिन्दु
কৃত্রিম জ্ঞান,कृत्रिम बोध
কৃত্রিম বুদ্ধিমত্তা,कृत्रिम बुद्धि
কৃত্রিম ভাষা,कृत्रिम भाषा
কৃত্রিম পরিবর্তনশীল,कृत्रिम चर
আর্টস অ্যাপ্লিকেশন ডেটা ব্যাংক,कला अनुप्रयोग आकड़ा बैंक
আর্টস অ্যাপ্লিকেশন সংগীত,कला अनुप्रयोग संगीत
আর্টস অ্যাপ্লিকেশন প্যাটার্ন জেনারেশন,कला अनुप्रयोग प्रतिरूप जनन
আরোহী,आरोहक
আরোহী বাছাই,आरोही छँटाई
Ascil,आस्की
ASCII নিয়ন্ত্রণ চরিত্র,आस्की नियंत्रण संप्रतीक
ASCII কী বোর্ড,आस्की कुंजी पटल
দিক,अभिमुखता
দিক এবং,अभिमुखता पत्रक
একত্রিত করা,कोड़ांतरण
একত্রিত উত্স,कोड़ांतरित उद्गम
সময়কাল একত্রিত করুন,कोडांतरण अवधि
এসেম্বলার,कोडांतरक
এসেম্বলার ডাইরেক্টিভ,कोडांतरक निर्देश
এসেম্বলার সুবিধা,कोडांतरक सुविधा
এসেম্বলার ভাষা,कोडांतरण भाषा
একত্রিত,कोडांतरण
সমাবেশ পর্ব,कोडांतरण प्रावस्था
সময় একত্রিত,कोडांतरण काल
সমাবেশ,कोडांतरण
এসেম্বলি,कोडांतरण भाषा
অ্যাসেম্বলি ল্যাঙ্গুয়েজ প্রোগ্রামিং,कोडांतरण भाषा क्रमादेशन
সমাবেশ ভাষা সফ্টওয়্যার নমনীয়তা,कोडांतरण भाषा प्रक्रियासामग्री नम्यता
সমাবেশ তালিকা,कोडांतरण सूचीकरण
সমাবেশ পর্ব,कोडांतरण प्रावस्था
সমাবেশ রুটিন,कोडांतरण नेमका
সমাবেশ সময়,कोडांतरण काल
সমাবেশ ইউনিট,कोडांतरण एकक
অ্যাসাইনমেন্ট ইনডেক্সিং,नियतन सूचीकरण
অ্যাসাইনমেন্ট অপারেশন,नियतन संक्रिया
নিয়োগ বিবৃতি,नियतन कथन
সহযোগী ঠিকানা,साहचर्य पता
সহযোগী অ্যারে রেজিস্টার,साहचर्य सरणी पंजी
সহযোগী কী,साहचर्य कुंजी
সহযোগী ভাষা,साहचर्य भाषा
সহযোগী স্মৃতি,साहचर्य स्मृति
সহযোগী স্টোরেজ,साहचर्य भंडारण
দশমিক বিন্দু ধরে নেওয়া,कल्पित दशमलव बिन्दु
অসমমিত ডিভাইস,असममित युक्ति
অসমমিত আই/ও,असममित नि/नि.
অ্যাসিঙ্ক্রোনাস,अतुल्यकालिक; अतुल्यकाली
অ্যাসিঙ্ক্রোনাস কম্পিউটার,अतुल्यकालिक अभिकलित्र
অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সফার,अतुल्यकालिक आँकड़ा अंतरण
অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সমিশন,अतुल्यकालिक आँकड़ा प्रेषण
অ্যাসিঙ্ক্রোনাস ডিভাইস,अतुल्यकालिक युक्ति
অ্যাসিঙ্ক্রোনাস অপারেশন,"अतुल्यकाली प्रचालन, अतुल्यकाली संक्रिया"
অ্যাসিঙ্ক্রোনাস সিগন্যালিং,अतुल्यकालिक संकेतन
অ্যাসিঙ্ক্রোনাস সময় বিভাগ মাল্টিপ্লেক্সিং,अतुल्यकालिक समय विभाजन बहुसंकेतन
অ্যাসিঙ্ক্রোনাস ট্রান্সমিশন,अतुल्यकालिक संचरण
অ্যাসিঙ্ক্রোনাস ওয়ার্কিং,अतुल्यकालिक निष्पादन
সংযুক্ত প্রক্রিয়াজাতকরণ,संलग्न संसाधन
সংযুক্ত প্রসেসর,संलग्न संसाधित्र
সংযুক্ত সমর্থন প্রসেসর,संलग्न आलंब संसाधित्र
অপারেশন উপস্থিত,उपस्थितसापेक्ष प्रचालन
ট্রেল প্রিন্টারে অংশ নিয়েছেন,उपस्थिति लीक मुद्रित्र
মনোযোগ বাধা,ध्यान अंतरायन
মনোযোগ কী,ध्यान कुंजी
মনোযোগ,क्षीणन
অবিচ্ছিন্ন ধ্রুবক,क्षीणनांक
মনোযোগ বিকৃতি,क्षीणन विरूपण
মনোযোগ সমতুল্য,क्षीणन तुल्यकारक
অ্যাটেনুয়েটর,क्षीणकारी
বৈশিষ্ট্য,गुण
শ্রাবণ অ্যালার্ম,श्रव्य सचेतक
অডিও ক্যাসেট,श्रव्य कैसट
অডিও তদন্ত,श्रव्य जाँच
অডিও লাইন,श्रव्य लाइन
অডিও প্রতিক্রিয়া,श्रव्य अनुक्रिया
অডিও প্রতিক্রিয়া বার্তা,श्रव्य अनुक्रिया संदेश
অডিও প্রতিক্রিয়া ইউনিট,श्रव्य अनुक्रिया एकक
অডিওটেপ স্টোরেজ ইউনিট,श्रव्य टेप भंडारण एकक
অডিও টেলিযোগাযোগ লাইন,श्रव्य दूरसंचार लाइन
অডিও টার্মিনাল,श्रव्य अंतक
অডিট কমান্ড ভাষা,लेखापरीक्षा समादेश भाषा
অডিট প্রোগ্রামিং,लेखापरीक्षा क्रमादेशन
নিরীক্ষা পথ,लेखा सत्यापन
অগেন্ড,योजक
অগমেন্ট,संवर्थ
অগমেন্টার,संवर्धक
লেখক,संलेखक
অনুমোদন,संलेखन
অনুমোদন ব্যবস্থা,संलेखन प्रणाली
কর্তৃপক্ষ,प्राधिकार
অনুমোদন কোড,प्राधिकरण कूट
অনুমোদিত গ্রন্থাগার,प्राधिकृत क्रमादेश संग्रह
অনুমোদিত প্রোগ্রাম,प्राधिकृत क्रमादेश
অনুমোদিত প্রোগ্রাম সুবিধা,प्राधिकृत क्रमादेश सुविधा
অটো অ্যাবস্ট্রাক্ট,स्व-साराहरण
স্বয়ংক্রিয় উত্তর,स्वतः उत्तरित्र
অটো বুটিং,स्वतः उत्थानी
অটো বাইপাস,स्व उपमार्ग
অটো কল (= স্বয়ংক্রিয় কলিং),स्वतः आह्वान
অটো কোডার,स्वकूटलेखक
স্বয়ংক্রিয় কল,स्वतः डायलन
অটোফ্লো,स्वतः प्रवाह
অটো সূচক,स्वतः सूचक
অটো ইনডেক্সড অ্যাড্রেসিং,स्वतः सूचकित पताभिगमन
অটোমেটা,स्वचल प्ररूप
অটোমেটা তত্ত্ব,स्वचल प्ररूप सिद्धांत
অটোমেটা টাইপ,स्वचल प्ररूप प्रकार
স্বয়ংক্রিয় গ্রন্থপঞ্জি,कंप्यूटरित ग्रंथ सूची
স্বয়ংক্রিয় ডেটা মিডিয়াম,कंप्यूटरित आँकड़ा माध्यम
স্বয়ংক্রিয় অভিধান,कंप्यूटरित कोश
