Tamil,Gujarati
பலூன்,બલૂન
வாழை பலா,બનાના જેક
வாழை பிளக்,બનાના પ્લગ
"பட்டை, கட்டு","બેન્ડ, પાટો"
இசைக்குழு இயக்கி,બેન્ડ ડ્રાઈવર
இசைக்குழு ஆற்றல்,બેન્ડ ઊર્જા
பட்டை இடைவெளியை,બેન્ડ ગેપ
பேட்பார்க் பெருக்கி,બેડપાર્ક એમ્પ્લીફાયર
பேண்ட் பாஸ் வடிகட்டி,બેન્ડ પાસ ફિલ્ટર
பாட் ரேட் ஜெனரேட்டர்,બાઉડ રેટ જનરેટર
பட்டை பரவல்,banddispersion
இசைக்குழு மின்தடை,બેન્ડ રેઝિસ્ટર
பேண்ட் பிரேக்கர் வடிகட்டி,બેન્ડ બ્રેકર ફિલ્ટર
இசைக்குழு விரிவாக்கம்,બેન્ડ વિસ્તરણ
பேண்ட் ரிமூவர் வடிகட்டி,બેન્ડ રીમુવર ફિલ્ટર
பேண்ட் விரிவாக்கம் விலகல் பெருக்கி,બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક
பேண்ட் நீட்டிப்பு தூரம் பெருக்கி,બેન્ડ એક્સ્ટેંશન અંતર ગુણક
"பீம் மின்தேக்கி, வங்கி மின்தேக்கி","બીમ કેપેસિટર, બેંક કેપેસિટર"
"குரைக்கும் குறியீடு, குரைக்கும் குறியீடு","બાર્કર કોડ, બાર્કર કોડ"
barravaugen அளவுகோல்,barravaugen માપદંડ
பார்ப்பனர்,બેરેટર
தடை,અવરોધ
இன்சுலேடிங் மின்தேக்கி,ઇન્સ્યુલેટીંગ કેપેસિટર
தடை ஆற்றல்,અવરોધ ઊર્જા
மின்தடை மின்னழுத்தம்,રેઝિસ્ટર વોલ્ટેજ
பார்ட்லெட் ஜன்னல்,બાર્ટલેટ વિન્ડો
"அடிப்படை, அடிப்படை","આધાર, આધાર"
அடிப்படை இசைக்குழு,આધાર બેન્ડ
அடிப்படை இசைக்குழு பரிமாற்றம்,બેઝ બેન્ડ ટ્રાન્સમિશન
அடிப்படை கட்டணம்,બેઝ ચાર્જ
அடிப்படை மின்னோட்டம்,આધાર પ્રવાહ
அடிப்படை தற்போதைய ஆதாரம்,આધાર વર્તમાન સ્ત્રોત
அடிப்படை வெட்டுதல்,આધાર ઉતારવું
ஆதார் மதன்,આધાર મદન
அடிப்படை உமிழ்ப்பான் ஊட்டம்,આધાર ઉત્સર્જક ફીડ
அடிப்படை உமிழ்ப்பான் சந்திப்பு,આધાર ઉત્સર્જક જંકશન
அடிப்படை ஊசி,બેઝ ઈન્જેક્શન
தரை வரி,જમીન રેખા
அடிப்படை எதிர்ப்பு,આધાર પ્રતિકાર
அடிப்படை ஆதாரம்,આધાર સ્ત્રોત
அடிப்படை விரிவாக்க எதிர்ப்பு,આધાર વિસ્તરણ પ્રતિકાર
அடிப்படை விரிவாக்க எதிர்ப்பு,આધાર વિસ્તરણ પ્રતિકાર
அடிப்படை தடிமன்,આધાર જાડાઈ
அடிப்படை அணுகல்,બેઝ એક્સેસ
"அடிப்படை அகல பண்பேற்றம், அடிப்படை விரிவாக்க மாடுலேஷன்","આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન"
அடிப்படை சேகரிப்பாளர் ஒப்பந்தம்,આધાર કલેક્ટર સંધિ
வாசனை,ગંધ
பாஸ் அதிர்வெண்,બાસ આવર્તન
மின்கலம்,બેટરી
பாட்,બાઉડ
பாட் விகிதம்,બાઉડ દર
பாட் ரேட் ஜெனரேட்டர்,બાઉડ રેટ જનરેટર
போடோ குறியீடு,બોડો કોડ
"சமிக்ஞை, கலங்கரை விளக்கம்","સંકેત, દીવાદાંડી"
"மாணிக்கா, பீட்","મણિકા, બીડ"
பித்து மின்தேக்கி,મેનિક કેપેસિટર
மணிகர்தாபி எதிர்ப்பாளர்கள்,મણિકર્તાપિ પ્રતિરોધકો
"பீம் ஆண்டெனா, பீம் ஆண்டெனா","બીમ એન્ટેના, બીમ એન્ટેના"
பீம் டிடெக்டர்,બીમ ડિટેક્ટર
பீம் சக்தி குழாய்,બીમ પાવર નળી
பீம் மாறுதல் முனைகள்,બીમ સ્વિચિંગ નોઝલ
கற்றை விரிவாக்கம்,બીમ વિસ્તરણ
துடிப்பு அதிர்வெண்,હરાવ્યું આવર્તન
துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்,બીટ-ફ્રિકવન્સી ઓસિલેટર
துடிப்பு ஆஸிலேட்டர்,પલ્સ ઓસિલેટર
மணி,બેલ
வளைக்கும் இழப்பு,બેન્ડિંગ નુકશાન
பெசல் வடிகட்டி,બેસેલ ફિલ્ટર
பீட்டா,બેટા
b-h வளைவு,b-h વળાંક
"சார்பு, சார்பு","પૂર્વગ્રહ, પૂર્વગ્રહ"
சார்பு மின்னோட்டம்,પૂર્વગ્રહ વર્તમાન
சார்பு எதிர்ப்பு,પૂર્વગ્રહ પ્રતિકાર
இரட்டை ஆண்டெனா,ડબલ એન્ટેના
இருதரப்பு சுமை மின்னோட்டம்,દ્વિપક્ષીય લોડ વર્તમાન
இருதரப்பு ஆண்டெனா,દ્વિદિશ એન્ટેના
இருதரப்பு ஒளி உமிழும் டையோடு,દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ
இருதரப்பு தைரிஸ்டர்,દ્વિપક્ષીય થાઇરિસ્ટર
இரு FET தொழில்நுட்பம்,bi FET ટેકનોલોજી
இரு புள்ளி மின்மாற்றி,બાય પોઇન્ટ ટ્રાન્સફોર્મર
இரட்டை இணைவு,ડબલ ફ્યુઝન
இருதரப்பு சுற்று,દ્વિપક્ષીય સર્કિટ
பைனரி,દ્વિસંગી
பைனரி தொகை,દ્વિસંગી રકમ
பைனரி சுற்று,દ્વિસંગી સર્કિટ
பைனரி குறியிடப்பட்ட தசம,દ્વિસંગી કોડેડ દશાંશ
பைனரி குறியிடப்பட்ட தசம அமைப்பு,દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ
பைனரி இருமுனை மின்தேக்கி,દ્વિસંગી દ્વિધ્રુવ કેપેસિટર
பைனரி கால்குலேட்டர்,દ્વિસંગી કેલ્ક્યુલેટર
பைனரி கால்குலேட்டர்,દ્વિસંગી કેલ્ક્યુલેટર
பைனரி குறிவிலக்கி,દ્વિસંગી ડીકોડર
பைனரி ஏணி,દ્વિસંગી નિસરણી
பைனரி பாத்தோமீட்டர்,બાઈનરી પેથોમીટર
இருமை நிலை,દ્વિસંગી સ્થિતિ
பைனரி-தசம குறிவிலக்கி,દ્વિસંગી-દશાંશ ડીકોડર
பைனரி சுமை,બાઈનરી લોડ
பைனரி வார்த்தைகள்,દ્વિસંગી શબ્દો
இருமுனை,દ્વિધ્રુવી
இருமுனை மின்தேக்கி,બાયપોલર કેપેસિટર
இருமுனை சாதனம்,દ્વિધ્રુવી ઉપકરણ
இருமுனை மூல,દ્વિધ્રુવી સ્ત્રોત
இருமுனை டிரான்சிஸ்டர்,બાયપોલર ટ્રાંઝિસ્ટર
இருமுனை சந்திப்பு டிரான்சிஸ்டர்,બાયપોલર જંકશન ટ્રાંઝિસ્ટર
இருபடி வடிகட்டி,ચતુર્ભુજ ફિલ્ટર
இரட்டை நிலை,ડબલ સ્થિતિ
இரண்டு-நிலை மல்டிவைபிரேட்டர்,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
இருதரப்பு ரிலே,દ્વિપક્ષીય રિલે
இரண்டு கட்ட நிலை,બે તબક્કાની સ્થિતિ
இரண்டு நிலை தூண்டுதல்,બે-સ્થિતિ ટ્રિગર
பிட் பிழை,બીટ ભૂલ
பிட் பிழை விகிதம்,બીટ ભૂલ દર
பிட் பிழை,બીટ ભૂલ
பிட்கல் பிழை,બિટકલ ભૂલ
குருட்டு பெட்டி,અંધ બોક્સ
அமுக்கப்பட்ட துடிப்பு,કન્ડેન્સ્ડ પલ્સ
சுரப்பவர்,સચિવ
சுரக்கும் தடுப்பான்,સ્ત્રાવ અવરોધક
குருட்டுத்தன்மை,અંધત્વ
பிரிவு வரைபடம்,સેગમેન્ટ ડાયાગ્રામ
தடுப்பு மின்தடை,અવરોધક અવરોધ
துண்டு பரிமாற்றம்,ટુકડો ટ્રાન્સફર
இடைமறிக்கவும்,ઇન્ટરસેપ્ટ
மின்தடை மின்தேக்கி,રેઝિસ્ટર કેપેસિટર
தடுப்பான் மின்தேக்கி,રેઝિસ્ટર કેપેસિટર
தடுக்கும் ஆஸிலேட்டர்,રેઝિસ્ટર ઓસિલેટર
மின்தடை ஆஸிலேட்டர்,અવરોધિત ઓસિલેટર
மின்தடை மின்னழுத்தம்,રેઝિસ્ટર વોલ્ટેજ
ஊதுபவர்,બ્લોઅર
போட் வரைபடம்,બોડ ડાયાગ્રામ
வோல்ட்ஸ்மேன் உறவு,વોલ્ટ્ઝમેન સંબંધ
வோல்ட்ஸ்மேன் மாறிலி,વોલ્ટ્ઝમેન સતત
பத்திரம்,બોન્ડ
பிணைக்கப்பட்ட திரிபு அளவு,બંધાયેલ તાણ ગેજ
சுயமாக இயக்கப்படும் பெருக்கி,સ્વ-સહાયક એમ્પ્લીફાયર
பூலியன் இயற்கணிதம்,બુલિયન બીજગણિત
பூலியன் சமன்பாடு,બુલિયન સમીકરણ
துவக்க ஸ்ட்ராபன்,બુટ Strapon
பூத்தின் அல்காரிதம்,બૂથનું અલ્ગોરિધમ
பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று,બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ
bosscutts ஆட்சி,bosscutts નિયમ
போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு,બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ
"குதி, குதி","કૂદકો, કૂદકો"
பிணைக்கப்பட்ட எலக்ட்ரான்,બંધાયેલ ઇલેક્ટ્રોન
ப்ராக் பிரதிபலிப்பான்,બ્રેગ રિફ્લેક્ટર
பின்னிப் பிணைந்த கம்பி,ગૂંથેલા વાયર
கிளை,શાખા
கிளைகள்,શાખાઓ
பரிசோதனை குழு,પ્રયોગ બોર્ડ
எலும்பு முறிவு மண்டலம்,બ્રેક ઝોન
உடைக்கும் மின்னழுத்தம்,બ્રેકિંગ વોલ્ટેજ
முறிவு டையோடு,બ્રેકડાઉન ડાયોડ
எலும்பு முறிவு சரிசெய்தல்,અસ્થિભંગ ફિક્સેશન
உடைக்கும் மின்னழுத்தம்,બ્રેકિંગ વોલ્ટેજ
பாலம்,પુલ
பாலம் திருத்தி,પુલ સુધારક
பரந்த இசைக்குழு,વિશાળ બેન્ડ
ஒலிபரப்பு இசைக்குழு,બ્રોડકાસ્ટ બેન્ડ
நிழலிடா வரிசை,અપાર્થિવ એરે
ஒளிபரப்பு,પ્રસારણ
ஒளிபரப்பு ஆண்டெனா,બ્રોડકાસ્ટ એન્ટેના
ஒளிபரப்பு ரிசீவர்,બ્રોડકાસ્ટ રીસીવર
அதிர்வெண் ஒளிபரப்பு பெறுதல்,ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર
ஒளிபரப்பு டிரான்ஸ்மிட்டர்,બ્રોડકાસ્ટ ટ્રાન્સમીટર
பூஸ்டர் ஆண்டெனா,બૂસ્ટર એન્ટેના
பஸ் ஆண்டெனா,બસ એન્ટેના
தூரிகை மூழ்குதல்,બ્રશ નિમજ્જન
குமிழ் மற்றும் வாயில்,પરપોટા અને દરવાજો
புட்புடு அல்லது கேட்,બુડબુડુ અથવા ગેટ
குமிழி நினைவகம்,બબલી મેમરી
மின்னழுத்தத்தை ஈடுசெய்யும்,વળતર આપતું વોલ્ટેજ
தாங்கல்,બફર
தாங்கல் பெருக்கி,બફર એમ્પ્લીફાયર
தாங்கல் சுற்று,બફર સર્કિટ
தாங்கல் ஆபரேட்டர்,બફર ઓપરેટર
தாங்கல் பதிவு,બફર રજીસ્ટર
பல்பு,બલ્બ
மக்கள் தொகை விளைவு,વસ્તી અસર
மேக்ரோ குறைக்கடத்தி சாதனம்,મેક્રો સેમિકન્ડક્ટર ઉપકરણ
கொத்து,ટોળું
மூழ்கிய பரிமாற்றம்,ડૂબી ગયેલ વિનિમય
மூழ்கிய அடுக்கு,ડૂબી ગયેલ સ્તર
மூழ்கிய தொடர்பு,ડૂબી ગયેલો સંપર્ક
வெடிப்பு பெருக்கி,બ્લાસ્ટ એમ્પ્લીફાયર
குண்டு வெடிப்பு கவர்,બ્લાસ્ટ કવર
குண்டு வெடிப்பு,બ્લાસ્ટ ફાયરિંગ
வெடிப்பு கதவு பெருக்கி,વિસ્ફોટ ડોર એમ્પ્લીફાયર
வெடிப்பு முறை,વિસ્ફોટ મોડ
வெடிப்பு பிரிப்பான்,વિસ્ફોટ વિભાજક
வெடிப்பு சமிக்ஞை,વિસ્ફોટ સંકેત
வெடிப்பு பிழை திருத்தி குறியீடு,વિસ્ફોટ ભૂલ સુધારનાર કોડ
போதும்,પૂરતૂ
பஸ் பார்,બસ બાર
பேருந்து அமைப்பு,બસ સંસ્થા
பேருந்து தரநிலை,બસ ધોરણ
வெறும் கணம்,માત્ર ક્ષણિક
வெண்ணெய் மதிப்பு வடிகட்டி,માખણ વર્થ ફિલ્ટર
bnc கம்பி,bnc વાયર
BNC இணைப்பாளர்,BNC જોઈન્ટર
வழியில்,બાય-વે
பைபாஸ் மின்தேக்கி,બાયપાસ કેપેસિટર
பைட்,બાઈટ
வி இசைக்குழு,વી બેન્ડ
சி பேண்ட் ஆண்டெனா,સી બેન્ડ એન્ટેના
கம்பி,વાયર
கம்பி வழித்தடம்,વાયર રૂટીંગ
தந்தி தொலைக்காட்சி,ટેલિગ્રાફ ટેલિવિઝન
கேச் நினைவகம்,કેશ મેમરી
சிசிம் அதிர்வெண் தரநிலை,સિસિમ ફ્રીક્વન્સી સ્ટાન્ડર્ડ
கால்குலேட்டர்,કેલ્ક્યુલેટર
அளவுத்திருத்தம்,માપાંકન
அழைப்பு முகவரி,કૉલ સરનામું
கால்பிட் ஆஸிலேட்டர்,કૉલપિટ ઓસિલેટર
கேம் கார்டர்கள்,કેમ કોર્ડર
புகைப்பட கருவி,કેમેરા
கேமரா குழாய்,કેમેરા નળી
குத்துவிளக்கு,candela
மெழுகுவர்த்தி சக்தி,મીણબત્તીની શક્તિ
கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்,કેન્ટીલીવર તાણ ગેજ
வைத்திருக்கும்,હોલ્ડિંગ
கொள்ளளவு இரத்த அழுத்த மின்மாற்றி,કેપેસીટન્સ બ્લડ પ્રેશર ટ્રાન્સડ્યુસર
வைத்திருக்கும் விநியோகஸ்தர்,હોલ્ડિંગ ડિસ્ટ્રીબ્યુટર
ஒப்பந்தம் வைத்தல்,સંધિ હોલ્ડિંગ
கொள்ளளவு அளவீடு,કેપેસિટેન્સ ગેજ
வைத்திருக்கும் சேகரிப்பான்,હોલ્ડિંગ કલેક્ટર
கொள்ளளவு எதிர்வினை,ક્ષમતા પ્રતિક્રિયા
"கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி","કેપેસિટીવ એનર્જી કન્વર્ટર, ટ્રાન્સડ્યુસર"
மின்தேக்கி,કેપેસિટર
மின்தேக்கி வங்கி,કેપેસિટર બેંક
மின்தேக்கி வடிகட்டி,કેપેસિટર ફિલ્ટર
மின்தேக்கி உள்ளீடு வடிகட்டி,કેપેસિટર ઇનપુટ ફિલ્ટર
வின்ச் மோட்டார்,વિંચ મોટર
புல்லி சர்வோ உடல்,પુલી સર્વો બોડી
சார்க்கி,ચરખી
பிடிப்பு,કેપ્ચર
பிடிப்பு பிரிவு,કેપ્ચર કલમ
பிடிப்பு விளைவு,કેપ્ચર અસર
கேரியர் இரைச்சல் விகிதம்,વાહક અવાજ ગુણોત્તર
கார் வானொலி,કાર રેડિયો
கார்பன் மின்தடை,કાર્બન રેઝિસ્ટર
கார்டு ரீடர்,કાર્ડ રીડર
இதய வரைபடம்,કાર્ડિયોઇડ ડાયાગ્રામ
வண்டி,વાહન
வண்டி திரும்புதல்,વાહન વળતર
கேரியர்,વાહક
கேரியர் தொடர்பு,વાહક સંચાર
கேரியர் செறிவு,વાહક એકાગ્રતા
கேரியர் அதிர்வெண்,વાહક આવર્તન
கேரியர் இனப்பெருக்கம்,વાહક પ્રજનન
கேரியர் நிலை,વાહક સ્તર
கேரியர் வாழ்க்கை,વાહક જીવન
கேரியர் இயக்கம்,વાહક ગતિશીલતા
கேரியர் பெருக்கல்,વાહક ગુણાકાર
கேரியர் இரைச்சல் நிலை,વાહક અવાજ સ્તર
கேரியர் வரம்பு,વાહક શ્રેણી
கேரியர் மீட்பு சுற்று,વાહક પુનઃપ્રાપ્તિ સર્કિટ
கேரியர் மறுசெருகல்,વાહક પુનઃનિર્માણ
கடத்தும் சிதறல்,વાહક છૂટાછવાયા
கேரியர் அடக்குமுறை,વાહક દમન
கேரியர் கூண்டு,વાહક પાંજરું
கேரியர் வேகம்,વાહક વેગ
கை பிட்,હેન્ડ બીટ
கொடி நடைபெற்றது,ધ્વજ રાખવામાં આવ્યો
"உடைமைப் பதிவு, உடைமைப் பதிவு","કબજાની નોંધણી, કબજાની નોંધણી"
சிறிய ஜெனரேட்டர்,પોર્ટેબલ જનરેટર
கார்சன் சட்டம்,કાર્સનનો કાયદો
கெட்டி உருகி,કારતૂસ ફ્યુઝ
கெட்டி நாடா,કારતૂસ ટેપ
கேரி ஃபாஸ்டர் பாலம்,કેરી ફોસ્ટર બ્રિજ
படி பெருக்கி,સ્ટેપ એમ્પ્લીફાયર
தரம்,ગ્રેડેશન
அடுக்கு பெருக்கி,કાસ્કેડ એમ્પ્લીફાયર
"கேஸ்கோட் பெருக்கி, படி பெருக்கி","કાસ્કોડ એમ્પ્લીફાયર, સ્ટેપ એમ્પ્લીફાયર"
கேசட்,કેસેટ
தூண்டுதல்,પ્રેરિત
சிறைப்பிடிக்கப்பட்ட பூச்சு,કેપ્ટિવ કોટર
கேத்தோடு,કેથોડ
கேத்தோடு பின்வாங்கல்,કેથોડ પાછળનું
காதோட் டிரெயிலிங் பெருக்கி,કેથોડ ટ્રેલિંગ એમ્પ્લીફાયર
கேத்தோடு ஒளிர்வு,કેથોડ લ્યુમિનન્સ
கேத்தோடு பொருள்,કેથોડ સામગ્રી
கேத்தோடு கதிர் அலைக்காட்டி,કેથોડ રે ઓસિલોસ્કોપ
கேத்தோடு கதிர் குழாய்,કેથોડ રે ટ્યુબ
கேத்தோடு துகள் படிவு,કેથોડ કણો જુબાની
கேத்தோடு ஒளிர்வு,કેથોડ લ્યુમિનન્સ
தேங்காய் வடிகட்டி,કોયર ફિલ્ટર
கேவர் வடிகட்டி,કેવર ફિલ્ટર
கோட்டார்,કોટર
ஆன்ட்ரல் கதிர்வீச்சு,એન્ટ્રાલ રેડિયેશન
cotter resonator,કોટર રેઝોનેટર
கொழுப்பு சார்ஜ் இணைக்கப்பட்ட சாதனம் (CCD),ફેટ ચાર્જ કપલ્ડ ડિવાઇસ (CCD)
சிடிரோம்,સીડી રોમ
சிடி ரோம் டிரைவ்,સીડી રોમ ડ્રાઇવ
செல் (பேட்டரி),સેલ (બેટરી)
மைய வள உறுப்பு,કેન્દ્રીય સંસાધન તત્વ
மத்திய வள அலகு,કેન્દ્રીય સંસાધન એકમ
மத்திய செயலி,કેન્દ્રીય પ્રોસેસર
அர்த்தம்,સરેરાશ સ્કેલ
நடு அதிர்வெண்,મધ્ય આવર્તન
நடுத்தர வெளியேற்ற மின்மாற்றி,મધ્યમ એક્ઝોસ્ટ ટ્રાન્સફોર્મર
"பீங்கான், களிமண்","સિરામિક, માટી"
பீங்கான் நிரப்பு,સિરામિક ફિલર
பீங்கான் வடிகட்டி,સિરામિક ફિલ્ટર
பீங்கான் பொருள்,સિરામિક સામગ્રી
செராமிக் ரெசனேட்டர்,સિરામિક રેઝોનેટર
பீங்கான் ஒலி பெறுதல்,સિરામિક સાઉન્ડ રીસીવર
செரென்கோவ் கால்குலேட்டர்,સેરેનકોવ કેલ્ક્યુલેટર
சர்மத்,સરમત
சால்கோஜெனைடு,chalcogenide
கால்கோபைரைட்,કેલ્કોપીરાઈટ
"சேனல், சேனல்","ચેનલ, ચેનલ"
சேனல் பேண்ட் விரிவாக்கம்,ચેનલ બેન્ડ વિસ્તરણ
சேனல் குறியாக்கி,ચેનલ કોડર
சேனல் அதிர்வெண்,ચેનલ આવર્તન
சேனல் பாத்திரம்,ચેનલ પાત્ર
சேனல் பிரிப்பு,ચેનલ અલગ
சேனல் கோட்பாடு,ચેનલ સિદ્ધાંત
எழுத்து ஜெனரேட்டர்,અક્ષર જનરેટર
பாத்திரம் அங்கீகாரம்,પાત્રની ઓળખ
பண்பு மின்மறுப்பு,લાક્ષણિક અવબાધ
