English,Malayalam
Angle of flexure,വഴക്കത്തിന്റെ ആംഗിൾ
Angle of Inclination,ആംഗിൾ ഓഫ് ഇൻക്ലിനേഷൻ
Angle of obliquity,ചരിഞ്ഞ ആംഗിൾ
Angle of Relief,ആംഗിൾ ഓഫ് റിലീഫ്
Angle of Thread,ത്രെഡിന്റെ ആംഗിൾ
Angle of Twist,ആംഗിൾ ഓഫ് ട്വിസ്റ്റ്
Angle of upset,അസ്വസ്ഥതയുടെ ആംഗിൾ
Angle Valve,ആംഗിൾ വാൽവ്
Angular acceleration,കോണീയ ത്വരണം
Angular Advance,കോണീയ അഡ്വാൻസ്
Angular cutter,കോണീയ കട്ടർ
Annular seating,വളയത്തിലുള്ള ഇരിപ്പിടം
Annular valve,വാർഷിക വാൽവ്
Annular wheel,വളയ ചക്രം
Anti-friction Bearing,ആന്റി-ഫ്രക്ഷൻ ബെയറിംഗ്
Anti-friction Metal,ഘർഷണ വിരുദ്ധ ലോഹം
Anti-friction Roller,ആന്റി-ഫ്രക്ഷൻ റോളർ
Antiphase,ആന്റിഫേസ്
Anti-resonance,ആന്റി റെസൊണൻസ്
Anti-static beiting,ആന്റി-സ്റ്റാറ്റിക് ബീറ്റിംഗ്
Anvil,അൻവിൽ
Aperiodic,അപീരിയോഡിക്
Arboring,ആർബോറിംഗ്
Archimedes Principle,ആർക്കിമിഡീസ് തത്വം
Arch of approach,സമീപനത്തിന്റെ കമാനം
Arc of contact,കോൺടാക്റ്റ് ആർക്ക്
Arc of recess,ഇടവേളയുടെ ആർക്ക്
Arc thickness,ആർക്ക് കനം
Assembly shop,അസംബ്ലി കട
Automatic Centre punch,ഓട്ടോമാറ്റിക് സെന്റർ പഞ്ച്
Axial flow,അച്ചുതണ്ട് ഒഴുക്ക്
Axial flow turbine,ആക്സിയൽ ഫ്ലോ ടർബൈൻ
Axial thrust,അച്ചുതണ്ട് ത്രസ്റ്റ്
backlash,തിരിച്ചടി
back rest,തിരികെ വിശ്രമം
Balance Piston,ബാലൻസ് പിസ്റ്റൺ
Ballistics,ബാലിസ്റ്റിക്സ്
Basic Size,അടിസ്ഥാന വലിപ്പം
Bearing housing,ചുമക്കുന്ന ഭവനം
Battery ignition system,ബാറ്ററി ഇഗ്നിഷൻ സിസ്റ്റം
Bevel gear,ബെവൽ ഗിയർ
Bevel gearing,ബെവൽ ഗിയറിംഗ്
Bevel wheel,ബെവൽ വീൽ
Black-smithy,ബ്ലാക്ക്-സ്മിത്തി
Bolt,ബോൾട്
Bolt cutter,ബോൾട്ട് കട്ടർ
Borehole pump,ബോർഹോൾ പമ്പ്
Boring,വിരസത
boring head,വിരസമായ തല
Boring tool holder,ബോറടിപ്പിക്കുന്ന ടൂൾ ഹോൾഡർ
Bottom clearance (Ingears),താഴെയുള്ള ക്ലിയറൻസ് (ഇഞ്ചിയേഴ്സ്)
Brake power,ബ്രേക്ക് പവർ
Breast wheel,ബ്രെസ്റ്റ് വീൽ
Broach,ബ്രോച്ച്
"breach, pull","ലംഘനം, വലിക്കുക"
"broach, push","ബ്രോച്ച്, തള്ളുക"
Broaching,ബ്രോച്ചിംഗ്
Broaching machine,ബ്രോച്ചിംഗ് മെഷീൻ
Brushing,ബ്രഷിംഗ്
Buff,ബഫ്
Buffing,ബഫിംഗ്
Buffing machine,ബഫിംഗ് മെഷീൻ
Buoyancy,ബൂയൻസി
By products,ഉൽപ്പന്നങ്ങൾ വഴി
Calipers,കാലിപ്പറുകൾ
"Calipers, gear teeth","കാലിപ്പറുകൾ, ഗിയർ പല്ലുകൾ"
"Callipers, Hermaphorodite","കാലിപ്പേഴ്സ്, ഹെർമഫോറോഡൈറ്റ്"
"Calipers, inside","കാലിപ്പറുകൾ, അകത്ത്"
Cam,കാമറ
Cam chuck,കാം ചക്ക്
"Cam, cylinder","ക്യാം, സിലിണ്ടർ"
"Cam, edge or radial","കാം, എഡ്ജ് അല്ലെങ്കിൽ റേഡിയൽ"
"Cam, flat","കാം, ഫ്ലാറ്റ്"
Cam follower,ക്യാം ഫോളോവർ
Cam shaft,ക്യാം ഷാഫ്റ്റ്
Carpentry shop,മരപ്പണി കട
Carriage spring,വണ്ടി സ്പ്രിംഗ്
Casing,കേസിംഗ്
Cavitation,കാവിറ്റേഷൻ
Cavities,അറകൾ
"Centre, bull","കേന്ദ്രം, കാള"
Centre Cross,സെന്റർ ക്രോസ്
"Centre, dead","സെന്റർ, മരിച്ചു"
Centre distance (Gear),മധ്യ ദൂരം (ഗിയർ)
Centre gauge,സെന്റർ ഗേജ്
"Centre, live","കേന്ദ്രം, തത്സമയം"
Centre of Buoyancy,ബൂയൻസി കേന്ദ്രം
Centre of Pressure,സമ്മർദ്ദ കേന്ദ്രം
Centre punch,സെന്റർ പഞ്ച്
Centrifugal clutch,അപകേന്ദ്ര ക്ലച്ച്
Centrifugal head,അപകേന്ദ്ര തല
Centrifugal pump,സെൻട്രിഫ്യൂഗൽ പമ്പ്
Chaser,ചേസർ
Chasing,പിന്തുടരുന്നു
Chasing dial,ചേസിംഗ് ഡയൽ
Chip,ചിപ്പ്
Chip breaker,ചിപ്പ് ബ്രേക്കർ
Chipping,ചിപ്പിംഗ്
Chisel,ഉളി
"Chisel, cape","ഉളി, കേപ്പ്"
"Chisel, cold","ഉളി, തണുപ്പ്"
"Chisel, round","ഉളി, വൃത്താകൃതി"
Chuck,ചക്ക്
"Chuck, collet","ചക്ക്, കോളെറ്റ്"
"Chuck, cup","ചക്ക്, കപ്പ്"
"Chuck, draw","ചക്ക്, വരയ്ക്കുക"
Chuck driver,ചക്ക് ഡ്രൈവർ
"Chuck, driving","ചക്ക്, ഡ്രൈവിംഗ്"
Chuck electromagnetic,ചക്ക് വൈദ്യുതകാന്തിക
"Chuck, expanding","ചക്ക്, വികസിക്കുന്നു"
"Chuck, four jaw Independent","ചക്ക്, നാല് താടിയെല്ലുകൾ സ്വതന്ത്രമാണ്"
"Chuck, oval","ചക്ക്, ഓവൽ"
"Chuck, permanent magnetic","ചക്ക്, സ്ഥിര കാന്തിക"
"Chuck, self centering","ചക്ക്, സ്വയം കേന്ദ്രീകരിക്കുന്നു"
"Chuck, vacuum","ചക്ക്, വാക്വം"
Chucking,ചക്കിംഗ്
Chucking machine,ചക്കിംഗ് മെഷീൻ
Circular Pitch,വൃത്താകൃതിയിലുള്ള പിച്ച്
Climb cutting or climb milling,കട്ടിംഗിൽ കയറുക അല്ലെങ്കിൽ മില്ലിങ് കയറുക
Clamp,പട്ട
Clutch,ക്ലച്ച്
"Clutch, Cone","ക്ലച്ച്, കോൺ"
"Clutch, disc","ക്ലച്ച്, ഡിസ്ക്"
"Clutch, dog","ക്ലച്ച്, നായ"
"Clutch, fluid","ക്ലച്ച്, ദ്രാവകം"
"Clutch, jaw","ക്ലച്ച്, താടിയെല്ല്"
"Clutch, magnetic","ക്ലച്ച്, കാന്തിക"
"Clutch, mercury","ക്ലച്ച്, മെർക്കുറി"
"Clutch, split ring","ക്ലച്ച്, സ്പ്ലിറ്റ് റിംഗ്"
Coefficient of Contraction (fluid),സങ്കോചത്തിന്റെ ഗുണകം (ദ്രാവകം)
Coefficient of discharge,ഡിസ്ചാർജിന്റെ ഗുണകം
Coefficient of Performance (Refrigerator),പ്രകടന ഗുണകം (റഫ്രിജറേറ്റർ)
Coefficient of Velocity,വേഗതയുടെ ഗുണകം
Cochesion,കോച്ചെഷൻ
Cold forging,തണുത്ത കെട്ടിച്ചമയ്ക്കൽ
Common Drive method,പൊതുവായ ഡ്രൈവ് രീതി
Compressibility,കംപ്രസിബിലിറ്റി
Coolant,കൂളന്റ്
Copying carriage,വണ്ടി പകർത്തുന്നു
Copying machine,പകർത്തൽ യന്ത്രം
Cotter,കോട്ടർ
Cotter pin,കോട്ടർ പിൻ
Counter bore,കൗണ്ടർ ബോർ
Counter boring,കൗണ്ടർ ബോറിംഗ്
Counter current Condenser,കൗണ്ടർ കറന്റ് കണ്ടൻസർ
Countershaft,കൗണ്ടർഷാഫ്റ്റ്
Counter sunk,കൗണ്ടർ മുങ്ങി
Counter sinking,കൗണ്ടർ മുങ്ങുന്നു
Crane,ക്രെയിൻ
"Crane, balance","ക്രെയിൻ, ബാലൻസ്"
"Crane, Cantilever","ക്രെയിൻ, കാന്റിലിവർ"
"Crame, derricing jib","ക്രേം, ഡെറിസിംഗ് ജിബ്"
"Crane, floating","ക്രെയിൻ, ഫ്ലോട്ടിംഗ്"
"Crane, Gantry","ക്രെയിൻ, ഗാൻട്രി"
"Crane, Goliath","ക്രെയിൻ, ഗോലിയാത്ത്"
"Crane, Hercules","ക്രെയിൻ, ഹെർക്കുലീസ്"
"Crane, horizontal","ക്രെയിൻ, തിരശ്ചീനമായി"
"Crane, hydraulic","ക്രെയിൻ, ഹൈഡ്രോളിക്"
"Crane, jib","ക്രെയിൻ, ജിബ്"
"Crane, level buffing","ക്രെയിൻ, ലെവൽ ബഫിംഗ്"
"Crane, overhead travelling","ക്രെയിൻ, മുകളിലൂടെയുള്ള യാത്ര"
"Crane, platform","ക്രെയിൻ, പ്ലാറ്റ്ഫോം"
"Crane, portal jib","ക്രെയിൻ, പോർട്ടൽ ജിബ്"
"Crane, post","ക്രെയിൻ, പോസ്റ്റ്"
"Crane, rope","ക്രെയിൻ, കയർ"
"Crane, steam","ക്രെയിൻ, നീരാവി"
"Crane, Titan","ക്രെയിൻ, ടൈറ്റൻ"
"Crane, Tower","ക്രെയിൻ, ടവർ"
"Crane, Travelling Jib","ക്രെയിൻ, ട്രാവലിംഗ് ജിബ്"
"Crane, vertical","ക്രെയിൻ, ലംബമായ"
"Crane, well","ക്രെയിൻ, നന്നായി"
Crest-Sill,ക്രെസ്റ്റ്-സിൽ
Crossed Belt Drive,ക്രോസ്ഡ് ബെൽറ്റ് ഡ്രൈവ്
Cross Rail,ക്രോസ് റെയിൽ
Crowbar,ക്രോബാർ
Cup wheel,കപ്പ് ചക്രം
Curling tool,കേളിംഗ് ഉപകരണം
Cutting angle,കട്ടിംഗ് ആംഗിൾ
Datum head,ഡാറ്റ തല
Datum level,ഡാറ്റ ലെവൽ
Dead axle,ചത്ത ആക്സിൽ
"Dead Centre, inner (Top dead Centre)","ഡെഡ് സെന്റർ, ഇൻറർ (ടോപ്പ് ഡെഡ് സെന്റർ)"
"dead Centre, outer","ചത്ത കേന്ദ്രം, പുറം"
Dead weight safety valve,ഡെഡ് വെയ്റ്റ് സുരക്ഷാ വാൽവ്
Dedendum,ഡെഡെൻഡം
Degree of Superheat,സൂപ്പർഹീറ്റിന്റെ ഡിഗ്രി
Delivery head,ഡെലിവറി ഹെഡ്
Dial feed,ഫീഡ് ഡയൽ ചെയ്യുക
Diametral Pitch,ഡയമെട്രൽ പിച്ച്
Diagram factor,ഡയഗ്രം ഘടകം
Die,മരിക്കുക
"Die, air bend","ഡൈ, എയർ ബെൻഡ്"
"Die, blanking","മരിക്കുക, ശൂന്യമാക്കുക"
"Die, blasted:","മരിക്കുക, പൊട്ടിത്തെറിക്കുക:"
"Die, bolt","മരിക്കുക, ബോൾട്ട്"
"Die, buldging","മരിക്കുക, ബൾഡിംഗ്"
"Die, coining","മരിക്കുക, നാണയം"
"Die, cupping","മരിക്കുക, കപ്പിംഗ്"
"Die, curling","ഡൈ, കേളിംഗ്"
"Die, heading","മരിക്കുക, തലയിടുക"
"Die, index","ഡൈ, സൂചിക"
"Die, magnetic","മരിക്കുക, കാന്തിക"
"Die, perforating","ഡൈ, സുഷിരം"
"Die, progressive","മരിക്കുക, പുരോഗമനപരം"
"Die, reducing","മരിക്കുക, കുറയ്ക്കുക"
"Die, riveting","മരിക്കുക, വിറയ്ക്കുക"
Die Shearing,ഡൈ ഷിയറിംഗ്
Die sinking section,ഡൈ സിങ്കിംഗ് വിഭാഗം
"Die, threading","ഡൈ, ത്രെഡിംഗ്"
Die-casting,ഡൈ-കാസ്റ്റിംഗ്
Die chaser,ഡൈ ചേസർ
Die head or holder,തലയോ ഹോൾഡറോ മരിക്കുക
Discharge,ഡിസ്ചാർജ്
Dismantling section,പൊളിക്കുന്ന വിഭാഗം
Dividing head (Indexing head),വിഭജിക്കുന്ന തല (സൂചിക തല)
Double acting,ഇരട്ട അഭിനയം
Double ended grinder,ഡബിൾ എൻഡ് ഗ്രൈൻഡർ
Double helical gear,ഇരട്ട ഹെലിക്കൽ ഗിയർ
Double suction,ഇരട്ട സക്ഷൻ
Draught tube,ഡ്രാഫ്റ്റ് ട്യൂബ്
Drift,ഡ്രിഫ്റ്റ്
Drift hole,ഡ്രിഫ്റ്റ് ദ്വാരം
Drill,ഡ്രിൽ
"Drill, Centre","ഡ്രിൽ, സെന്റർ"
Drill drift,ഡ്രിൽ ഡ്രിഫ്റ്റ്
Drilling,ഡ്രില്ലിംഗ്
"Drilling m, c, bench","ഡ്രില്ലിംഗ് m, c, ബെഞ്ച്"
"Drilling m, c, gang","ഡ്രില്ലിംഗ് m, c, gang"
"Drilling m, c, Portable","ഡ്രില്ലിംഗ് m, c, പോർട്ടബിൾ"
"Drilling, up-side-down","ഡ്രെയിലിംഗ്, മുകളിലേക്കും താഴേക്കും"
Drowned orifice,മുങ്ങിയ ദ്വാരം
Dry bulb temp.(dbt),ഡ്രൈ ബൾബ് താപനില.(dbt)
Dryness fraction,വരണ്ട അംശം
Dry sand mould,ഉണങ്ങിയ മണൽ പൂപ്പൽ
Dry sump system,ഡ്രൈ സംപ് സംവിധാനം
Dynamometer,ഡൈനാമോമീറ്റർ
Eccentric Bolt,എക്സെൻട്രിക് ബോൾട്ട്
Eccentric Box,എക്സെൻട്രിക് ബോക്സ്
Eccentric Circle,എക്സെൻട്രിക് സർക്കിൾ
Eccentric Gear,എക്സെൻട്രിക് ഗിയർ
Eccentricity,ഉത്കേന്ദ്രത
Eccentric key,എക്സെൻട്രിക് കീ
Eccentric Rod,എക്സെൻട്രിക് വടി
Eccentric Sheave,എക്സെൻട്രിക് ഷീവ്
Eccentric strap,എക്സെൻട്രിക് സ്ട്രാപ്പ്
Eccentric-throw,എക്സെൻട്രിക്-ത്രോ
Economizer,ഇക്കണോമൈസർ
Effective head,ഫലപ്രദമായ തല
Effective section,ഫലപ്രദമായ വിഭാഗം
Ejector,എജക്റ്റർ
Ejector condenser,എജക്റ്റർ കണ്ടൻസർ
Elastic Fluid,ഇലാസ്റ്റിക് ദ്രാവകം
Elasticity,ഇലാസ്തികത
Elastic limit,ഇലാസ്റ്റിക് പരിധി
Elastic strain,ഇലാസ്റ്റിക് സ്ട്രെയിൻ
Elastic strength,ഇലാസ്റ്റിക് ശക്തി
Elbow,കൈമുട്ട്
Elbow connector,എൽബോ കണക്റ്റർ
Elbow spring,എൽബോ സ്പ്രിംഗ്
Electro-Brassing,ഇലക്ട്രോ-ബ്രാസിംഗ്
Electro-Calorimetry,ഇലക്ട്രോ-കലോറിമെട്രി
Electroplating shop,ഇലക്ട്രോപ്ലേറ്റിംഗ് ഷോപ്പ്
Elevator,എലിവേറ്റർ
Elliptical Gear,എലിപ്റ്റിക്കൽ ഗിയർ
Elliptic spring,എലിപ്റ്റിക് സ്പ്രിംഗ്
Embossing,എംബോസിംഗ്
Emergency Brake,എമർജൻസി ബ്രേക്ക്
Emery,എമറി
Emery Buff,എമറി ബഫ്
Emery Grinder,എമറി ഗ്രൈൻഡർ
Emery Paper,എമറി പേപ്പർ
Emery Paste,എമറി പേസ്റ്റ്
Emery wheel,എമറി വീൽ
Enamelling,ഇനാമെല്ലിംഗ്
Endless Belt,അനന്തമായ ബെൽറ്റ്
Endless Chain,അനന്തമായ ചെയിൻ
Endless Rope,അനന്തമായ കയർ
Endless saw Band saw,അനന്തമായ കണ്ടു ബാൻഡ് സോ
End Measurement,എൻഡ് മെഷർമെന്റ്
End mill,എൻഡ് മിൽ
End Thrust Axial Thrust,എൻഡ് ത്രസ്റ്റ് ആക്സിയൽ ത്രസ്റ്റ്
Endurance-limit,സഹിഷ്ണുത-പരിധി
Energy of Rotation,ഭ്രമണത്തിന്റെ ഊർജ്ജം
Engine Indicator,എഞ്ചിൻ സൂചകം
Engine Pit,എഞ്ചിൻ കുഴി
Engraving,കൊത്തുപണി
Engraving Machine,കൊത്തുപണി മെഷീൻ
Entropy,എൻട്രോപ്പി
Epicyclic Gear Trian,എപ്പിസൈക്ലിക് ഗിയർ ട്രയാൻ
Epicycloid,എപിസൈക്ലോയ്ഡ്
Equation of Continuity,തുടർച്ചയുടെ സമവാക്യം
Erecting section,വിഭാഗം സ്ഥാപിക്കുന്നു
Erection,ഉദ്ധാരണം
Erg,ഉദാ
Erosion,മണ്ണൊലിപ്പ്
Escape velocity,എസ്കേപ്പ് വേഗത
Escape wheel,എസ്കേപ്പ് വീൽ
Etching,കൊത്തുപണി
Evaporation,ആവിയായി
Evaporative Condenser,ബാഷ്പീകരണ കണ്ടൻസർ
Exhaust,എക്സോസ്റ്റ്
Exhaust Fan,എക്‌സ്‌ഹോസ്റ്റ് ഫാൻ
Exhaust Iniection,എക്‌സ്‌ഹോസ്റ്റ് ഇനിക്ഷൻ
Exhaustlap inside lap,മടിയിൽ എക്‌സ്‌ഹോസ്റ്റ്ലാപ്പ്
Exhaust pipe,എക്സോസ്റ്റ് പൈപ്പ്
Exhaust Port,എക്‌സ്‌ഹോസ്റ്റ് പോർട്ട്
Exhaust steam,നീരാവി പുറന്തള്ളുക
Exhaust stroke,എക്‌സ്‌ഹോസ്റ്റ് സ്ട്രോക്ക്
Exhaust valve,എക്സോസ്റ്റ് വാൽവ്
Expansion-curve,വികാസം-വക്രം
Expansion joint,വിപുലീകരണ ജോയിന്റ്
Expansion valve,വിപുലീകരണ വാൽവ്
External combustion  Engine,ബാഹ്യ ജ്വലന എഞ്ചിൻ
External work of vaporization,ബാഷ്പീകരണത്തിന്റെ ബാഹ്യ ജോലി
Extraction of Metals,ലോഹങ്ങളുടെ വേർതിരിച്ചെടുക്കൽ
Extrusion,എക്സ്ട്രൂഷൻ
Eye,കണ്ണ്
Eye Bar,ഐ ബാർ
Evye-bolt,എവി-ബോൾട്ട്
Face,മുഖം
Face Cutter,ഫേസ് കട്ടർ
Face lathe,മുഖം ലാത്ത്
Face Mark,മുഖമുദ്ര
"Face plate, (Face Chuck)","ഫെയ്സ് പ്ലേറ്റ്, (ഫേസ് ചക്ക്)"
"Face plate, indexing","ഫെയ്സ് പ്ലേറ്റ്, സൂചിക"
Face width,മുഖത്തിന്റെ വീതി
Facing,അഭിമുഖീകരിക്കുന്നു
Facing machine,ഫേസിംഗ് മെഷീൻ
Facing sand,മണലിന് അഭിമുഖമായി
Facing Tool,ഫേസിംഗ് ടൂൾ
Failure,പരാജയം
Fall and Tackle,വീഴുകയും നേരിടുകയും ചെയ്യുക
False Face,തെറ്റായ മുഖം
Fang Bolt,ഫാങ് ബോൾട്ട്
Fast and loose Pulley,വേഗത്തിലും അയഞ്ഞ പുള്ളി
Fast eoupling,വേഗത്തിലുള്ള ഊപ്പിംഗ്
Fastenings,ഫാസ്റ്റണിംഗുകൾ
Fast head,വേഗതയേറിയ തല
Fast Head stock,ഫാസ്റ്റ് ഹെഡ് സ്റ്റോക്ക്
Fast Pulley,ഫാസ്റ്റ് പുള്ളി
"Fatigue limit, Fatigue strength","ക്ഷീണം പരിധി, ക്ഷീണം ശക്തി"
Fatigue-testing Machine,ക്ഷീണം പരിശോധിക്കുന്ന യന്ത്രം
Faying Face or surface,ഫേയിംഗ് മുഖം അല്ലെങ്കിൽ ഉപരിതലം
Feathering Paddle,തൂവൽ തുഴയൽ
Feed,ഫീഡ്
Feed check valve,ഫീഡ് ചെക്ക് വാൽവ്
Feed cutter,ഫീഡ് കട്ടർ
Feeder,ഫീഡർ
Feed gear,ഫീഡ് ഗിയർ
Feed fingers,വിരലുകൾ മേയിക്കുക
Feed Mechanism,ഫീഡ് മെക്കാനിസം
"Feed, radial","തീറ്റ, റേഡിയൽ"
Feed Rod or lead screw,ഫീഡ് വടി അല്ലെങ്കിൽ ലീഡ് സ്ക്രൂ
Feed screw,ഫീഡ് സ്ക്രൂ
Feed spindle or shaft,ഫീഡ് സ്പിൻഡിൽ അല്ലെങ്കിൽ ഷാഫ്റ്റ്
Feed Water,വെള്ളം കൊടുക്ക്
Feed water Filter,ഫീഡ് വാട്ടർ ഫിൽട്ടർ
Feed water Heater,ഫീഡ് വാട്ടർ ഹീറ്റർ
Feed Water Valve or Cock,ഫീഡ് വാട്ടർ വാൽവ് അല്ലെങ്കിൽ കോഴി
Feeler,ഫീലർ
"Felt, Paper","തോന്നി, പേപ്പർ"
Felt wheel,ചക്രം അനുഭവപ്പെട്ടു
Female,സ്ത്രീ
Female thread,സ്ത്രീ ത്രെഡ്
Fence,വേലി
Fencing-In,ഫെൻസിങ്-ഇൻ
Fender,ഫെൻഡർ
Ferro Manganese,ഫെറോ മാംഗനീസ്
Ferrule,ഫെറൂൾ
Fettle,ഫെറ്റിൽ
File,ഫയൽ
File Card,ഫയൽ കാർഡ്
"Fite, Crossing","ഫിറ്റ്, ക്രോസിംഗ്"
"File, hard","ഫയൽ, കഠിനം"
"File, Needle","ഫയൽ, സൂചി"
"File, rotary","ഫയൽ, റോട്ടറി"
"Filing, draw","ഫയലിംഗ്, വരയ്ക്കുക"
Filing Machine,ഫയലിംഗ് മെഷീൻ
Filiet,ഫിലിയറ്റ്
Fin,ഫിൻ
Fin,ഫിൻ
Fire bar,ഫയർ ബാർ
Fire clay,തീ കളിമണ്ണ്
Fire Door,അഗ്നി വാതിൽ
Fire tube boiler,ഫയർ ട്യൂബ് ബോയിലർ
Fit,അനുയോജ്യം
"Fit, clearance","ഫിറ്റ്, ക്ലിയറൻസ്"
"Fit, compound","അനുയോജ്യം, സംയുക്തം"
"Fit, force","അനുയോജ്യം, ബലം"
"Fit, free","അനുയോജ്യം, സൗജന്യം"
"fit, interference","അനുയോജ്യം, ഇടപെടൽ"
"fit, loose","അനുയോജ്യം, അയഞ്ഞ"
"fit, medium","അനുയോജ്യം, ഇടത്തരം"
"fit, tight (slight negative fit)","അനുയോജ്യം, ഇറുകിയ (ചെറിയ നെഗറ്റീവ് ഫിറ്റ്)"
Fitting shop,ഫിറ്റിംഗ് ഷോപ്പ്
"Fit, Transition","ഫിറ്റ്, ട്രാൻസിഷൻ"
"fit, wringing (zero to negative allowance)","അനുയോജ്യം, പിണക്കം (പൂജ്യം മുതൽ നെഗറ്റീവ് അലവൻസ്)"
Fixture,ഫിക്സ്ചർ
Flame cutting,ജ്വാല മുറിക്കൽ
Flame hardening,ജ്വാല കാഠിന്യം
Flange,ഫ്ലേഞ്ച്
Flank,പാർശ്വഭാഗം
Flash,ഫ്ലാഷ്
Flash Point,ഫ്ലാഷ് പോയിന്റ്
Flask,ഫ്ലാസ്ക്
"Flask, snap","ഫ്ലാസ്ക്, സ്നാപ്പ്"
Flat forging,ഫ്ലാറ്റ് ഫോർജിംഗ്
Flatter,മുഖസ്തുതി
Flinger,ഫ്ലിംഗർ
Floor moulding,ഫ്ലോർ മോൾഡിംഗ്
Flue,ഫ്ലൂ
Fluid,ദ്രാവകം
Fluid Mechanics,ഫ്ലൂയിഡ് മെക്കാനിക്സ്
Fluid Pressure,ദ്രാവക മർദ്ദം
Fluted reamer,ഫ്ലൂട്ടഡ് റീമർ
Flux,ഫ്ലക്സ്
Follow board,ബോർഡ് പിന്തുടരുക
follower rest,അനുയായി വിശ്രമം
Foot valve,കാൽ വാൽവ്
