English,Bengali
amphoteric ion,উভচর আয়ন
amplification,পরিবর্ধন
amplifier,পরিবর্ধক
amplitude,"কোণ, মাত্রা"
a. m. u. (atomic mass unit),ক এম.উ. (পারমাণবিক ভর একক)
analog (=analogue),উপযুক্ত
analogy,সাদৃশ্য
analyser,বিশ্লেষক
analysis,বিশ্লেষণ
analytical,বিশ্লেষণাত্মক
anastigmatic,অ-বিন্দু
anastigmatism,অস্বাভাবিক
AND gate,এবং দরজা
anechoic,অ শাব্দিক
anelasticity,অস্বাভাবিক স্থিতিস্থাপকতা
aneroid,নির্জল
angle,কোণ
Angstrom unit,অ্যাংস্ট্রম ইউনিট
angular,কৌণিক
angular vernier,প্রটেক্টর ভার্নিয়ার
anharmonic,বিতর্কিত
anharmonicity,অসম্মান
anhysteresis,অ্যাক্রোম্যাটিক চুম্বকীয়করণ
anhysteretic,শিথিল
anion,anion
anisodimensional,অপ্রতিসম
anisotropic,আইসোট্রপিক
anisotropy,আইসোট্রপিজম
annihilation,মুছে ফেলা
annunciator,বর্ণনাকারী
anode,অ্যানোড
anodize,anodization
anomalous,অসামঞ্জস্যপূর্ণ
anoptic system,অপটিক্যাল সিস্টেম
antenna,অ্যান্টেনা
antibaryon,antiberion
antibinding property,বিরোধী বন্ধন সম্পত্তি
anitibonding,পাল্টা বন্ড
antiferroelectricity,বিপরীত শক্তি
antiferromagnetic,ডায়ম্যাগনেটিক
antiferromagnetics,ডায়ম্যাগনেটিক উপাদান
antifoggant,প্রদাহ বিরোধী
antigravity,বিরোধী মাধ্যাকর্ষণ
anti-lambda particle,antilamda কণা
anti-lepton,এলিলেপ্টন
antimagnetic,ডায়ম্যাগনেটিক
antimatter,প্রতিপদার্থ
antimissile,ক্ষেপণাস্ত্র বিরোধী
antineutron,অ্যান্টিনিউট্রন
antinode,স্পন্দনশীল
antinucleon,অ্যান্টিনিউক্লিয়ন
antiparticle,প্রতিকণা
antiproton,অ্যান্টিপ্রোটন
antireflection,প্রতিফলক
antisymmetric,প্রতিসম
aperiodical,অ পুনরাবৃত্ত
aperiodicity,anachronism
apertural disc,ছিদ্রযুক্ত স্ক্যানিং ডিস্ক
aperture,দ্বারক
apex,"শীর্ষ, শীর্ষ, সামনে"
aphelion,"সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর"
aplanat,উদাসীন লেইস
aplanatic,অ করুণ
aplanatism,অ-অক্ষমতা
apochromatic,খুব অ্যাক্রোমেটিক
apogee,"land-high, apogee"
apolar,"nonpolar, circumpolar"
apolarity,parapolarity
apparatus,যন্ত্র
apparent,"ভার্চুয়াল, ভিজ্যুয়াল"
apparent sun,দৃশ্যমান সূর্য
apparent time,চাক্ষুষ সময়
appearance,উদ্ভূত চেহারা
appliance,আবেদন
applicability,প্রযোজ্যতা
applied,প্রয়োগ করা
appreciable,পর্যবেক্ষণযোগ্য
approach,পন্থা
approximate,"কাছাকাছি, প্রায়"
approximation,অনুমান
aqueous tension,বাষ্পের চাপ
arbitrary,স্বেচ্ছায়
arc furnace,"চাপ চুল্লি, চাপ চুল্লি"
Archimedes principle,আর্কিমিডিসের আইন
architectural acoustics,স্থাপত্য শাব্দবিদ্যা
arc lamp,চাপ বাতি
arc spectrum,আর্ক-স্পেকট্রাম
area,"এলাকা, এলাকা"
areal,"আঞ্চলিক, আঞ্চলিক"
arm,"হাত, বাহু, শাখা"
armature,অপেশাদার
array,"অ্যারে, অ্যারে"
arrester,রিসিভার
articulation,উচ্চারণ স্বচ্ছতা
artificial,সিন্থেটিক
artificial transmutation,কৃত্রিম রূপান্তর
ascending,আরোহী
ascension of the star,আরোহণ
ascent,আরোহণ
aspheric,আগলি
aspherizing,সমষ্টি
assemblage,এর সেট
assemble,"সমাবেশ, সমাবেশ"
assembly (=assemblage),"একত্রিত করা, একত্রিত করা, একত্রিত করা"
assessment of accuracy,নির্ভুল অনুমান
assigned assignment (of quantum numbers),নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন
associated,"সম্পর্কিত, সহযোগী, সংঘবদ্ধ"
assonance,স্বরধ্বনি
astable multivibrator (=free running multivibrator),স্বয়ংক্রিয় মাল্টিভাইব্রেটর
astatic,অ্যাস্থেনিক
astigmatism,"পরিহার, দৃষ্টিভঙ্গি"
astrionics,মহাকাশ ভ্রমণ ইলেকট্রনিক্স
astrometry,জ্যোতির্পদার্থবিদ্যা
astronaut,মহাকাশচারী
astronomer,জ্যোতির্বিজ্ঞানী
astronomical,স্বর্গীয়
astronomy,জ্যোতির্বিদ্যা
astrophysics,জ্যোতির্পদার্থবিদ্যা
asymmetrical,অপ্রতিসম
asymptote,অ্যাসিম্পোটিক
asymptotic,উত্তেজক
asynchronous,অ্যাসিঙ্ক্রোনাস
atmosphere,"বায়ুমণ্ডল, বায়ুমণ্ডল"
atmospheric,বায়ুমণ্ডলীয়
atmospherics,বায়ু অশান্তি
atom,পারমাণবিক
atomic,পারমাণবিক
atomicity,পারমাণবিকতা
atomic mass,পারমাণবিক ভর
atomic number,পারমাণবিক সংখ্যা
atomic reactor (=atomic pile),"পারমাণবিক চুল্লি, পারমাণবিক গাদা"
atomistic,পারমাণবিক
atomization,কণা
atomizer,কণা
attenuation,ক্ষয়
attenuator,"attenuating, attenuating"
attraction,কবজ
attractive forces,আকর্ষণ শক্তি
audibility,শ্রবণযোগ্যতা
audio-amplifier,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
audio,শ্রবণযোগ্য
audio generator,অডিও জেনারেটর
audiogram,শ্রবণযোগ্যতা গ্রাফ
audiology,শ্রবণ বিজ্ঞান
audiometer,অডিওমিটার
audio oscillator,শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর
audio signal,শব্দ সংকেত
audiovisual,অডিও-ভিজ্যুয়াল
auditorium,"অডিটোরিয়াম, অডিটোরিয়াম"
Auger effect,ওজেড ইফেক্ট
augmentation,পদোন্নতি
augmentor,বর্ধক
aurora,মেরু শিখা
aurora australis,দক্ষিণ মেরু শিখা
aurora borealis,উত্তর মেরু শিখা
autoalarm,স্বয়ংক্রিয় সতর্কতা
autocollimator,স্বয়ংক্রিয় সমান্তরালকারী
automatic,"স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়"
automation,"অটোমেশন, অটোমেশন"
auxiliary,"সহকারী, সমবায়, অতিরিক্ত"
avalanche,"অবদাভা, তুষারপাত"
average,"মানে, মানে"
avoidance,পরিবার
axial,অক্ষীয়
axis,অক্ষ
azimuth,আজিমুথ
azimuthal,আজিমুথ
back,পেছনে
background,"পটভূমি, পটভূমি"
backlash,"পশ্চাৎপদ, পশ্চাৎপদ"
backout,পরিবর্তন
back swing voltage pulser,ব্যাক ভোল্টেজ পালসার
back to back connection,সম্পর্ক পরবর্তী
back up,প্রতিদান
back voltage (Freverse voltage),বিরোধী ভোল্টেজ
backward scattering,পোস্টেরিয়র স্ক্যাটারিং
back wave (=spacing wave),অন্তর্বর্তী তরঙ্গ
bad conductor,অন্তরক
bail out,প্যারাশুট জাম্প
bakeout,গরম করার
balance,"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
balancer,ব্যালেন্সার
balancing,ভারসাম্য
ball ended magnet,গ্লাবুল
ballistic,"ব্যালিস্টিক, ব্যালিস্টিক"
ballistic galvanometer,"প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার"
ballistic missile,মিসাইল
ballistics,"ব্যালিস্টিক, অস্ত্র"
ballistic throw,অভিক্ষেপ
ballistic trajectory,বিনামূল্যে পথচলা
balloon,"বেলুন, বেলুন"
Balmer discontinuity,balmer discontinuity
band,"ব্যান্ড, ব্যান্ড, ব্যান্ড"
bang,বিস্ফোরণ
bank,"অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল"
bar,"কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন"
Bardeen theory,বারদিন নীতি
Barkhausen effect,বারখাউসেন প্রভাব
Barlow's wheel,বারলো চক্র
bar magnet,বার চুম্বক
barn,শস্যাগার
barogram,বায়ু চাপ গ্রাফ
barograph,"barograph, barograph"
barometer,ব্যারোমিটার
barometry,বায়ুমণ্ডলীয় চাপ
barosphere,"cosmos, baromosphere"
bar pendulum,পেন্ডুলাম
barrier,"বাধা, পারমাণবিক, পারমাণবিক বাধা"
barrier layer (rectifier)=blocking layer -depletion layer =space charge layer,বাধা স্তর
baryon,বেরিয়ন
barysphere,গুরুমন্ডল
base band,বেস ব্যান্ড
basic,"মৌলিক, মৌলিক, ক্ষারীয়"
basis,ভিত্তি
batching,"গণনা, দল গঠন"
bath,"কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান"
battery,ব্যাটারি
bay,"অ্যারে সেগমেন্ট, চেম্বার, উপসাগর"
B-display,প্রদর্শনী
beacon,কিবন
bead,"মানিকা, বিড"
beam,"মরীচি, মরীচি, মরীচি, ট্রাম্প"
bearing,"ডিকম্যান, ডিকন"
beat,"dole, vispand"
Becqueral effect,বেকারেল প্রভাব
bell jar,বেল জার
bellow,বেল
bell shaped,বেল ঘড়ি
bench,"বেদিকা, বেঞ্চ"
bend,"মোড, বাঙ্ক (সম্পাদনা), বাঁক (v.)"
bending,ব্যাংকান
bent,"bent, bent"
Bernoulli's equation,বার্নোলি-সমীকরণ
Bessel function,বেসাল-ফাংশন
best fit,সেরা আনুগত্য
beta (भ्),বিটা (খ)
betatron,betatron
Bethe's model,মডেল
bevatron,বিভাট্রন
B-H curve,বিএইচ বক্ররেখা
biangular,দ্বিভুজাকার
bias,"পক্ষপাত, পক্ষপাত"
biaxial,দ্বি-অক্ষীয়
bichromate cell,বিক্রোমেট কোষ
biconcave,অভিবতাল
biconical aerial,ডবল অ্যান্টেনা
biconvex,দ্বিকনভেক্স
bicrystal,"দ্বি-স্ফটিক, দ্বৈত-স্ফটিক"
bidirectional microphone,দ্বিমুখী মাইক্রোফোন
bifactor model,দ্বিপদী মডেল
bifilar,ডিপ্লয়েড
bilateral,দ্বিপাক্ষিক
bilinear,দ্বিরেখার
bimolecular,বাইমোলিকুলার
binary,"দ্বি-পরিবর্তনশীল, দ্বি-বেস, দ্বৈত"
binary code,"বাইনারি কোড, বাইনারি কোড"
binary star,খেলা তারকা
binary system,বাইনারি পদ্ধতি
binaural,দ্বিপার্শ্ব
binding,বন্ধন
binocular,"বাইনোকুলার, বাইনোকুলার"
binode,বাইনারি
binomial distribution,দ্বিপদ ডিস্ট্রিবিউশন
binuclear,"দ্বিকেন্দ্রিক, দ্বিকেন্দ্রিক, দ্বিমুখী"
biodynamics,বায়োডাইনামিকস
bioelectronics,জৈব ইলেকট্রনিক্স
biophysicist,জীবপদার্থবিদ
biophysics,জীবপদার্থবিদ্যা
biosatellite,জৈবিক উপগ্রহ
bioscope,"সিনেমাটোগ্রাফার, বায়োস্কোপ"
Biot-Savart'law,বায়ো-সাভার্ট নিয়ম
biphase current,biphasic বর্তমান
bipolar,ডাইপোল
biprism,"biprism, biprism"
biquartz,"biquartz, biquartz"
bistable characteristics,biphasic চরিত্র
bistable multivibrator,দুই-পর্যায়ের মাল্টিভাইব্রেটর
bit,"দ্বোয়াঙ্ক* (বাইনারী সংখ্যা), বার্মিজ, আনি, টুক"
black,"কালো, কৃষ্ণ"
black body,কালো শরীর
black light,অদৃশ্য আলো
black out,timirayan রেডিও timirayan
black out pulse (=blanking pulse),ইজেকশন পালস
black out voltage (=cut of bias),পক্ষপাত শেষ
black radiation,কালো বিকিরণ
blank,"অসম্পূর্ণ, ফাঁকা"
blanketing,আবরণ
blanking,বাতিল
blast,"বিস্ফোরণ, বিস্ফোরণ, দমকা"
bleeder,"savika, bleeder, savi"
blind,"ছদ্মবেশী, অন্ধ"
Bloch theorem,ব্লোচের উপপাদ্য
blocking,"ব্লক, ব্লক, ব্লক"
blow,"ঘা, ঘা, ঘা"
blue print,নীল প্রিন্ট
blur circle,অস্পষ্টতা বৃত্ত
blurred,অস্পষ্ট
bob,"বল, গোলক, দুল"
body,"শরীর, বস্তু"
body capacitance,শারীরিক ক্ষমতা
body centred,কেন্দ্রীভূত
body diagonal,"দেহ-তির্যক, শেষ-তির্যক"
bogie,"বগি, অজানা সনাক্তকরণ (রাডার)"
Bohr effect,বোর প্রভাব
Bohr magneton,বোর ম্যাগনেটন
boiler,"বয়লার, বয়লার"
boiling,"ফুটন্ত, ফুটন্ত"
Boltzmann equation,বোল্টসম্যান সমীকরণ
bombarding electron,বোমারু ইলেকট্রন
bombarding energy,"আঘাতমূলক শক্তি, বোমা শক্তি"
bond,বন্ধক
bonding,"bonded, bonded, bonded"
booster,বর্ধক
boron,বোরন
Bose particle,বোস-কণা
boson,বোসন
bounce,"লাফ, লাফ"
bound,আবদ্ধ
boundary,"সীমা, সীমা (সম্পাদনা), প্রান্তিক (v.)"
bound,আবদ্ধ
bow,ধনু গজ
bow wave,পালতোলা তরঙ্গ
Boyle point,বয়লার গরম করা
Boyle's law,বয়েলের আইন
Boyle' temperature,বয়লার গরম করা
Bracket series,বন্ধনী-শ্রেণী
Bragg law,ব্যাগ নিয়ম
braided wire,জড়িত তার
braking orbit,ব্রেক ক্লাস
Bramah press,ব্রামা কম্প্রেসার
branching,শাখা
Bravais lattice,"সাহসী জালি, সাহসী জালি"
braze,ব্রাস ব্রেজিং
break,বিচ্ছেদ
break contact,সংযোগকারী বিরতি
breakdown diode,"ফ্র্যাকচার ডায়োড, জেনার ডায়োড"
breaking,ফ্র্যাকচার
breeder reactor,"ব্রিডার রিঅ্যাক্টর, ব্রিডার নিউক্লিয়ার ফার্নেস, ব্রিডার ফার্নেস"
breeding,প্রজনন
bremsstrahlung,"retardant বিকিরণ, brastralung"
Brewster angle,brewster-কোণ
Brewster fringe,ব্রুস্টার ফ্রিজ
bridge,সেতু
bridging,সেতু বন্ধন
bright,"উজ্জ্বল, উজ্জ্বল, ঝলমলে"
brightening,আলোক
bright,তেজ
brightness,"দ্যুতি, প্রভা"
Brillouin zone,ব্রিলুওয়ান এলাকা
British Standard Candle,ব্রিটিশ স্ট্যান্ডার্ড মোমবাতি
brittle,ভঙ্গুর
brittleness,ভঙ্গুরতা
broadcasting,সম্প্রচার
broad,বিশদ
broadside,বিপরীতমুখী
Broglie formula,ব্রগলি সূত্র
broken,খণ্ডিত
Brownian motion,ব্রাউনি গতি
brush,"কুচি, বুরুশ, কুর্চ, গুলম"
bubble,"বুদবুদ, বুদবুদ (সম্পাদনা), গর্জন (v.)"
bubbling,উদ্দীপনা
bucking,পাল্টা ব্যবস্থা
buckling,সংকোচন
buffer,"amp-প্রতিরোধ, বাফার"
building acoustics,ধ্বনিবিদ্যা
build up,বর্ধন
bulb,বাল্ব
bulging,আবির্ভূত
bulk,"আয়তন, বাল্ক, ভর, ভর, আয়তন"
bulk modulus,ভলিউম স্থিতিস্থাপকতা সহগ
bulk property,জনসংখ্যা সম্পত্তি
bulk temperature,সর্বোচ্চ তাপমাত্রা
bump (in a curve),স্ফীতি
bunch,"গুচ্ছ, গুচ্ছ (n.), to be clustered (ver.)"
buncher,গুচ্ছ
Bunsen cell,বুনসেন সেল
buoy,উচ্ছ্বাস
buoyancy,"buoyancy, booyancy"
Burger's circuit,বার্গার সার্কিট
burglar alarm,চোরের ঘণ্টা
burner,"বার্নার, ইগনিটার"
burn out,সম্পূর্ণ ইগনিশন
burst,"বিস্ফোরণ, বিস্ফোরণ, ফাটল"
busy line,লাইন ব্যস্ত
busy tone,ব্যস্ত টোন
buzzer,গুঞ্জন
bypass,বাইপাস
bypassing,সার্কিট
cable,"সমুদ্রের তার, তার"
cadmium,ক্যাডমিয়াম
caesium cell,সিজিয়াম-কোষ
cage dipole,পাঞ্জর ডাইপোল
cage effect,পাঞ্জার প্রভাব
calculate,হিসাব করতে
calculator,ক্যালকুলেটর
calendar,ক্যালেন্ডার
calibrate,"ক্রমাঙ্কন, ক্রমাঙ্কন, সংশোধন"
calibration factor,"ক্রমাঙ্কন গুণক, ক্রমাঙ্কন গুণক"
callipers,ক্যালিপার
call-meter,"কল ক্যালকুলেটর, টক ক্যালকুলেটর"
caloric,"তাপ (v.), ক্যালোরি (ed.)"
calorimeter,"ক্যালোরিমিটার, ক্যালোরিমিটার"
calorimetry,"ক্যালোরিমেট্রি, ক্যালোরিমিট্রি"
camera,ক্যামেরা
canal rays,"কুল্যা কিরণ, খাল কিরণ"
candela,candela
candle,"মোমবাতি, মোমবাতি"
canonical,ক্যানোনিকাল
cantilever,ক্যান্টিলিভার
cap,"টুপি, চাদর (সম্পাদনা), ইন্টারলেসিং (v.)"
capacitance,ধারণ
capacitor,ক্যাপাসিটর
capillarity,"capillarity, capillarity"
capillary,"কৈশিক, কৈশিক"
capillary force,কৈশিক বল
capsule,"ক্যাপসুল, ক্যাপসুল, ক্যাপসুল"
capture,ক্যাপচার
carbon 14 dating,কার্বন 14 সময়সূচী
cardinals,"মৌলিক বিন্দু, কার্ডিনাল সংখ্যা, গণনা সংখ্যা"
Carnot's theorem,কার্নোর উপপাদ্য
carrier,বাহক
Cartesian axes,কার্টেসিয়ান অক্ষ
cartridge,কার্তুজ
cascade,"সোপানি (ভি.), সোপানিপাত (সম্পাদনা)"
catalysed,অনুপ্রাণিত
catastrophe,"বিপর্যয়, বিপর্যয়"
catching diode,লিমিটার ডায়োড
cathetometer,"অর্থোমিটার, ক্যাথেটোমিটার"
cathetron,ক্যাথেট্রন
cathode,ক্যাথোড
cation,cation
caustic surface,বিমিং পৃষ্ঠা
cavity,কোটর
ceiling,"প্রান্তিক, আবরণ, ছেদ, সর্বোচ্চ সংখ্যা, আবরণ"
celestial,স্বর্গীয়
cell constant,কোষ ধ্রুবক
cemented lens,সিমেন্ট লেন্স
centering,ফোকাস
centigrade,সেন্টিগ্রেড
centimeter,সেন্টিমিটার
centimeter gram second system,সেন্টিমিটার-গ্রাম-সেকেন্ড পদ্ধতি
central,"কেন্দ্রীয়, কেন্দ্রীয়"
central processing unit (C.P.U),কেন্দ্রীয় সম্পদ ইউনিট
centre,কেন্দ্র
centre of collineation,প্রান্তিককরণ কেন্দ্র
centric ray,মধ্য রশ্মি
centripetal,কেন্দ্রমুখী
centroid,নিউক্লিয়াস
ceramic,সিরামিক
c.g.s. system,গ. ছোলা। থেকে। পদ্ধতি
chain decay,সিরিয়াল ক্ষয়
chamber,"ঘর, ঘর, ঘর"
chance,"সুযোগ, সুযোগ, সুযোগ"
changing,পরিবর্তনশীল
channel,"চ্যানেল, চ্যানেল, চ্যানেল, জলপথ"
channelling,"চ্যানেলাইজেশন, চ্যানেলাইজেশন"
chaos,"বিশৃঙ্খলা, বিশৃঙ্খলা"
character,"চরিত্র, চরিত্র, চরিত্র"
characteristic,"চরিত্রগত, চরিত্রগত, চরিত্রগত, সমগ্র, চরিত্রগত"
charge,"চার্জ, চার্জ, চার্জ, চার্জ"
charger,চার্জার
charging,পূরণ
Charles' law,চার্লস আইন
chart,"চার্ট, চার্ট"
chasing,ফলো-আপ
chasis,"ফাঁড়ি, চ্যাসিস"
check,"পরীক্ষা, পরীক্ষা"
chemical,রাসায়নিক
chemi-luminescence,কেমিলুমিনেসেন্স
chip,"শেভিং, চিপস, চিপস"
chi-square test,শ্রেণীবিহীন পরীক্ষা
choke,"দম বন্ধ করা (খুঁটি), দম বন্ধ করা"
chopper amplifier,বিরতিহীন পরিবর্ধক
choral music,গ্রুপ সঙ্গীত
chromatic,রঙিন
chromaticity,পিগমেন্টেশন
chromaticness,পিগমেন্টেশন
chromastism,পিগমেন্টেশন
chromatograph,ক্রোমাটোগ্রাম
chromometer,"কালারমিটার, ক্রোমোমিটার"
chromophore,ক্রোমোফোর
chromosphere,"ক্রোমোস্ফিয়ার, ক্রোমোস্ফিয়ার"
chronograph,"chronograph, chronograph, chronograph"
chronometer,ক্রোনোমিটার
cinema,"চলচ্চিত্র, চলচ্চিত্র"
cinematography,সিনেমাটোগ্রাফি
cipher (zero),"শূন্য, সাইফার"
circle in (=iris in),পুনরাবৃত্তি
circuit,সার্কিট
circuitry,সার্কিটরি
circular,"বৃত্তাকার, বৃত্তাকার"
circulating,প্রচলন
circulation,"circulation, circulation"
circulator,সংবহনকারী
circumferential,পরিধিমূলক
circumuclear electron,পারমাণবিক ইলেকট্রন
circumterrestrial satellite,পরিভু স্যাটেলাইট
citizen's band,বেসামরিক ফ্রিকোয়েন্সি ব্যান্ড
cladding,"পোশাক, দখল"
clamping,বন্ধন
Clapeyron equation,ক্লেপেয়ারন সমীকরণ
classical,"ক্লাসিক, ক্লাসিক, ক্লাসিক"
clearance,"ব্যবধান, অপসারণ (বিশেষণ)"
cleavage,খাঁজ
climate,জলবায়ু
climb,মাউন্ট
clinical thermometer,"পাইরোমিটার, মেডিকেল থার্মোমিটার"
clock voltage,ঘড়ির ভোল্টেজ
clockwise,ঘড়ির কাঁটার দিকে
closed circuit,বন্ধ সার্কিট
closed circuit television (=piped television),ক্লোজড সার্কিট টেলিভিশন
close packed,"tightly packed, tightly packed"
close packed structure,ভাল প্যাকেজ গঠন
closest approach,নিকটতম পন্থা
closest packed,সর্বশেষ বস্তাবন্দী
close-up (=close-up view),ঘনিষ্ঠ দৃশ্য
cloud,"মেঘ, মেঘ, ঝাপসা, দাগ"
cluster,গুচ্ছ
coarse,"মোটা, মোটা, অশোধিত, নিম্নমানের, অপরিশোধিত"
coarsely crystalline,ম্যাক্রো স্ফটিক
coast,"উপকূল, টার্গেট হাউস (রাডার)"
coat,"আবরণ, আবরণ, আবরণ, আবরণ"
coating,"আবরণ, আবরণ, আবরণ"
coaxial,শান্ত করা
code,"কোড, সাইন, কোড, কোড, কোড"
coded,কোডেড
coding pulse,কোডিং পালস
coefficient,গুণাঙ্ক
coercive,সংযম
coercivity,সাসপেন্স
coherence,"affiliation, affiliation"
coherent,"affiliated, attached"
cohesion,সংহতি
cohesional,সানসানজি
coil,রাশিফল
coiled,কুণ্ডলীকৃত
coiling,"coiling, coil building, coiling"
coincidence,সমান
cold,ঠান্ডা
cold emission,নিম্ন তাপমাত্রা নির্গমন
cold neutron,সাবথার্মাল নিউট্রন
collapsible state,ধ্বংস
collateral,"জামানত, শাখা, শাখা"
collator,"সমন্বয়কারী, সমন্বয়কারী, সংগ্রাহক"
collection,সংগ্রহ
collective,"সমষ্টিগত, জনসংখ্যা"
