Odiya,Gujarati
ଆନାକ୍ରୋନିଷ୍ଟିକ୍ |,એનાક્રોનિસ્ટિક
ପୂର୍ବପୁରୁଷ,પૂર્વજ
ପୂର୍ବପୁରୁଷ ପୂଜା |,પૂર્વજની પૂજા
ପିତୃପୁରୁଷ,વંશ
ପିତୃପୁରୁଷ,વંશ
ପିତୃପୁରୁଷ,વંશ
ପିତୃପୁରୁଷ,વંશ
ପ୍ରାଚୀନ ଶାସନ,પ્રાચીન શાસન
ପ୍ରାଚୀନ,પ્રાચીન
ପ୍ରାଚୀନ ବାଲାଡ୍ |,પ્રાચીન લોકગીત
ପ୍ରାଚୀନ ବିଶ୍ୱାସ,પ્રાચીન માન્યતા
ପ୍ରାଚୀନ ପ୍ରଥା,પ્રાચીન રિવાજ
ପ୍ରାଚୀନ ଇତିହାସ,પ્રાચીન ઇતિહાસ
ପ୍ରାଚୀନ ସ୍ମାରକୀ,પ્રાચીન સ્મારકો
ଉପନ୍ୟାସ,ટુચકો
ଆଞ୍ଜେଲଟ୍ |,એન્જેલોટ
ଆଞ୍ଜେଲସ୍ |,એન્જલસ
ଆଞ୍ଜେଭିନ୍ (= ଆଞ୍ଜେଭିନ୍),એન્જેવિન (=એન્જેવિન)
କୋଣ,ખૂણો
ଅଙ୍ଗଲିକାନ୍ |,એંગ્લિકન
ଅଙ୍ଗଲିକାନ୍ ଯୋଗାଯୋଗ |,એંગ્લિકન કોમ્યુનિયન
ଅଙ୍ଗଲିକାନିଜିମ୍ |,અંગ્રેજવાદ
ଆଙ୍ଗ୍ଲୋ-ଫୋବେ |,એંગ્લો-ફોબ
ଆଙ୍ଗ୍ଲୋ-ଫୋବିୟା |,એંગ્લો-ફોબિયા
ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସନ୍ |,એંગ્લો-સેક્સન
ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସୋନିଜିମ୍ |,એંગ્લો-સેક્સોનિઝમ
ଆନ୍ନାଲିଷ୍ଟ |,એનાલિસ્ટ
ବାର୍ଷିକ,ઇતિહાસ
ସଂଲଗ୍ନ,જોડાણ
ଆଣ୍ଟେ-ବେଲମ୍ |,એન્ટિ-બેલમ
ଆଣ୍ଟେ ତାରିଖ |,તારીખ પહેલાં
ଧର୍ମ-ବିରୋଧୀ,ક્લેરિકલિઝમ વિરોધી
ଧର୍ମ-ବିରୋଧୀ ନିୟମ,કારકુની વિરોધી કાયદો
ପ୍ରାଚୀନତା,પ્રાચીનકાળ
ଆଣ୍ଟି-ଭଡା,વિરોધી ભાડા
ଆଣ୍ଟି-ଭଡା,વિરોધી ભાડા
ବିରୋଧୀ ଦଳ,વિરોધી સેમિટિઝમ
ଅଞ୍ଜାକ |,એન્ઝેક
ଆପେଲା |,અપેલા
ଅରୁଲୁ |,અરાલુ
ଆର୍ ବିଶପ୍ |,આર્ક બિશપ
ଆର୍ ଡୁଚି |,કમાન ડચી
ଆର୍ ଡ୍ୟୁକ୍ |,આર્ક ડ્યુક
ଆର୍କିଫ୍ (= ଅଭିଲେଖାଗାର ସଂଗ୍ରହ),આર્કાઇફ (=આર્કાઇવલ સંગ્રહ)
ଆର୍କିପିସ୍କୋପେଟ୍ |,આર્કિપીસ્કોપેટ
ଆଭିମୁଖ୍ୟ,કુલીન વર્ગ
ଆରିଷ୍ଟୋକ୍ରାଟ୍ |,કુલીન
ଆରିଷ୍ଟୋକ୍ରାଟ୍ ସ୍ନୋବେରୀ |,કુલીન સ્નોબરી
ଆରିଷ୍ଟୋଟେଲିଆନ୍ |,એરિસ્ટોટેલિયન
ଆର୍ମଡା |,આર્માડા
ଆର୍ମଡା (= ସ୍ପାନିସ୍ ଆର୍ମଡା),આર્મડા (=ધ સ્પેનિશ આર્મડા)
ବାହୁବଳୀ (= ବାହୁବଳୀ),આર્મોરિસ્ટ (=આર્મરિસ્ટ)
ବାହୁବଳୀ (= ବାହୁବଳୀ),બખ્તર (=બખ્તર)
ବାହୁବଳୀ |,આર્મરિસ્ટ
ଆର୍ଯ୍ୟନ୍,આર્યન
ଆର୍ଯ୍ୟନ୍,આર્યન
ଆସ୍କାରି |,અસ્કરી
ନ୍ୟସ୍ତ କରନ୍ତୁ |,સોંપણી
Assize,સહાય કરો
Assize,સહાય કરો
Assize,સહાય કરો
ଆର୍ମସ୍ ଆକ୍ଟର ଆସାଇଜ୍ |,આર્મ્સ એક્ટની સહાય
ଡାରେନ୍ ପ୍ରେଜେଣ୍ଟେସନ୍ ର ଆସାଇଜ୍ |,ડેરેન પ્રેઝન્ટમેન્ટની સહાય
ମର୍ଟ &#39;ଡି&#39; ପୂର୍ବପୁରୁଷଙ୍କ ଅନୁଧ୍ୟାନ |,મોર્ટ &#39;ડી&#39; પૂર્વજની સહાય
ନୋଭେଲ୍ ଡିସାଇସିନ୍ ର ଆସାଇଜ୍ |,નવલકથા ડીસીસીનની સહાય
ଅତ୍ୟାଚାର,અત્યાચાર
ଆକ୍ରମଣ,હુમલો
ଆୟୁଲିକ୍ ପରିଷଦ |,ઓલિક કાઉન્સિલ
ଗେଡିର କୁରା (ି (= ଗେଡି କୁରା) ି),દેવીની કુહાડી (=દેવીની કુહાડી)
ଆକ୍ସିସ୍ (= ରୋମ୍-ବର୍ଲିନ୍-ଟୋକିଓ ଆକ୍ସିସ୍),એક્સિસ (=ધ રોમ-બર્લિન-ટોક્યો એક્સિસ)
ବାବିଲ,બેબીલોન
ବାବିଲର ବନ୍ଦୀତା (= ବାବିଲୋନ ବନ୍ଦୀ),બેબીલોનીયન કેદ (=બેબીલોનીશ કેદ)
ବ୍ୟାଚାନାଲ ଭକ୍ତ,બચનલ ભક્ત
ବ୍ୟାଚାନାଲିଆ |,બચ્ચનલિયા
ଅବିବାହିତ,સ્નાતક
ବାଗଦାଦ ଚୁକ୍ତି |,બગદાદ કરાર
ବାଲକାନ୍ ଲିଗ୍ |,બાલ્કન લીગ
ବାଲକାନ୍ ଚୁକ୍ତି |,બાલ્કન કરાર
ବାଲକାନ ଯୁଦ୍ଧ |,બાલ્કન યુદ્ધો
ବାଲ୍ଟିକ୍ ଚୁକ୍ତି |,બાલ્ટિક સંધિ
ବୃନ୍ଦାବନ,ડાકુ
ବୃନ୍ଦାବନ ସମ୍ମିଳନୀ |,બાંડુંગ કોન્ફરન્સ
ବହିଷ୍କାର |,દેશનિકાલ
ବ୍ୟାନର |,બેનર
ବର୍ବର,અસંસ્કારી
ବାର୍ବିକାନ୍ |,બાર્બીકન
ବାର୍ଡୋଲି ସତ୍ୟଗ୍ରାହ |,બારડોલી સત્યાગ્રહ
ବାର୍ ବର୍ନର୍ସ |,બાર્ન બર્નર્સ
ବରୁଣ |,બેરોન
ବରୁଣ,બેરોનેજ
ବାରୋନସ୍ ମେଜୋରସ୍ |,બેરોન્સ મેજર
ବାରୋନସ୍ ମାଇନୋରସ୍ |,બેરોન્સ સગીર
ବରୁଣେସ୍ |,બેરોનેસ
ବରୁଣେଟ୍ |,બેરોનેટ
ବରୁଣେଟେଜ୍ |,બેરોનેટેજ
ବରୁଣେଟେଜ୍ |,બેરોનેટેજ
ବାରୋନେଟସି |,બેરોનેટસી
ବାରୋନି |,બેરોની
ବାରାକୁନ୍ |,બેરાકૂન
ବାରାକୁନ୍ |,બેરાકૂન
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),બેરિકેડ (=બેરિકેડ)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),બેરિકેડ (=બેરિકેડ)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),બેરિકેડ (=બેરિકેડ)
ବେସ୍ କ୍ୟାମ୍ପ୍ |,મુખ્ય છાવણી
ବେସିଲିକା |,બેસિલિકા
ବେସିଲିକା |,બેસિલિકા
ବସ୍ତିଲା |,બેસ્ટિલા
ବସ୍ତିଲ୍ |,બેસ્ટિલ
ବସ୍ତିଲ୍ |,બેસ્ટિલ
ବ୍ୟାଟେରୀ,બેટરી
ଯୁଦ୍ଧ,યુદ્ધ
ବଟଲ୍-ଆରେ |,Batlle-એરે
ଯୁଦ୍ଧ କାନ୍ଦ |,યુદ્ધ ક્રાય
ଯୁଦ୍ଧ ଡିନ |,યુદ્ધ દિન
ଯୁଦ୍ଧ କ୍ଷେତ୍ର |,યુદ્ધ ક્ષેત્ર
ଯୁଦ୍ଧ ଭଜନ,યુદ્ધ સ્તોત્ર
ସ୍ପର୍ସର ଯୁଦ୍ଧ |,સ્પર્સનું યુદ્ધ
ମାନାଙ୍କ ଯୁଦ୍ଧ |,ધોરણનું યુદ્ધ
ଯୁଦ୍ଧ ଜାହାଜ |,યુદ્ધજહાજ
ଯୁଦ୍ଧ-ଶକ୍ତି |,યુદ્ધજહાજ-શક્તિ
ବାୟକ୍ସ ଟେପେଷ୍ଟ୍ରି |,Bayeux ટેપેસ્ટ્રી
ବିକନ୍ |,બીકન
ବିକନ୍ ଟାୱାର୍ |,બીકન ટાવર
ବିଭର୍ |,બીવર
ବିଭର୍ |,બીવર
ସମୁଦ୍ରର ଭିକାରୀ |,સમુદ્રના ભિખારીઓ
ବେଲିକୋଜ୍ |,બેલીકોઝ
ବେଲିକୋଜ୍ |,બેલીકોઝ
ବେଲିକୋଜ୍ |,બેલીકોઝ
ବେଲିକୋସିଟି |,બેલીકોસીટી
ବେଲୋନା |,બેલોના
ଉପକାର,લાભ
ପାଦ୍ରୀମାନଙ୍କର ଲାଭ,ધર્મગુરુઓનો લાભ
ବେନେଲକ୍ସ |,બેનેલક્સ
ବର୍ଲିନ୍ ଆଦେଶ |,બર્લિન હુકમનામું
ବର୍ସରକର |,બેર્સકર
ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ),બેસન્ટ (=બેઝન્ટ)
ବ Bethel ଥେଲ୍ |,બેથેલ
Bibliolater,ગ્રંથસૂચિ
ଗ୍ରନ୍ଥସମୂହ,ગ્રંથસૂચિ
ବିଗ୍ ବର୍ଥା |,મોટા બર્થા
ବିଗଟ୍ |,ધર્માંધ
ବିଲିଂ,બિલેટિંગ
ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |,અટેન્ડરનું બિલ
ଅଧିକାର ବିଲ୍ |,અધિકારોનું વિયેધક
ଜୀବନୀ,જીવનચરિત્રકાર
ଜନ୍ମ କାହାଣୀ |,જન્મ કથાઓ
ବିଭିଆକ୍ |,બિવૉક
ବିଭିଆକ୍ |,બિવૉક
ବିଭିଆକ୍ |,બિવૉક
ବିଜୋନିଆ |,બિઝોનિયા
କଳା ପକ୍ଷୀ,બ્લેક બર્ડિંગ
କଳା ପତାକା,કાળો ઝંડો
ବ୍ଲାକ୍ ହୋଲ୍ |,બ્લેક હોલ
ବ୍ଲାକ୍ ହୋଲ୍ |,બ્લેક હોલ
କଳା ଗୋଡ (= ସ୍କାବ),કાળો પગ (= સ્કેબ)
କଳା ସାର୍ଟ |,કાળો શર્ટ
ବ୍ଲାଜନ୍,બ્લેઝોન
ବ୍ଲାଜନ୍,બ્લેઝોન
ବ୍ଲାଜୋନ୍ରି |,બ્લેઝોનરી
ବ୍ଲାଜୋନ୍ରି |,બ્લેઝોનરી
ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |,બ્લિટ્ઝક્રેગ
ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ),લોહી વગરની ક્રાંતિ (= ભવ્ય ક્રાંતિ)
ରକ୍ତଚାପ,બ્લડવાઈટ
ରକ୍ତାକ୍ତ ମରିୟମ |,બ્લડી મેરી
ନୀଳ,વાદળી
ନୀଳ ରକ୍ତ,વાદળી રક્ત
ନୀଳ ପୁସ୍ତକ |,વાદળી પુસ્તક
ନୀଳ ରିବନ୍ |,વાદળી રિબન
ନୀଳ ରିବନ୍ |,વાદળી રિબન
ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ),બ્લૂઝ (= રોયલ હોર્સ ગાર્ડ્સ)
ନୀଳ ସାର୍ଟ |,વાદળી શર્ટ
ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |,બ્લુ વોટર સ્કૂલ
ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |,બોર્ડ ઓફ કંટ્રોલ
ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |,શારીરિક બખ્તર
ବୋଇର୍,બોઅર
ବୁଟି,લૂંટ
ବୋରୱୋ |,બરો
ବୁଲୁଟେରିଅନ୍ |,બુલ્યુટેરિયન
ବୋର୍ବନ୍ |,બોર્બોન
ବକ୍ସର ବିଦ୍ରୋହ |,બોક્સર બળવો
ବନ୍ଧନୀ,તાણવું
ପିତ୍ତଳ |,બ્રાસર્ડ
ପିତ୍ତଳ |,બ્રાસર્ડ
ରୁଟି କଲୋନୀ |,બ્રેડ વસાહતો
ସ୍ତନ ପ୍ଲେଟ୍ |,સ્તન પ્લેટ
ସ୍ତନ କାମ,સ્તન કામ
ବ୍ରେଟୱାଲଡା |,બ્રેટવાલ્ડા
ବ୍ରିଗାଣ୍ଡ୍ |,બ્રિગન્ડ
ବ୍ରିଗେଣ୍ଡେଜ୍,બ્રિગેન્ડેજ
ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |,બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ
ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି),બ્રાઉન શર્ટ્સ (=નાઝીઓ)
ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍),બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન)
ବଫ୍ |,બફ
ବଫ୍ |,બફ
ବଫ୍-କୋଟ୍ |,બફ-કોટ
ବଫସ୍ |,બફ્સ
ବୁଲେ (= ପରିଷଦ),બુલે (= કાઉન્સિલ)
ବନ୍ଧକ,બર્ગેજ
ବରଗଡ |,બર્જેસ
ବାଇଜାଣ୍ଟାଇନ,બાયઝેન્ટાઇન
ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ,બાયઝેન્ટાઇન ચર્ચ
ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |,બાયઝેન્ટાઇન સામ્રાજ્ય
ବାଇଜାଣ୍ଟାଇନ ଯୁଗ,બાયઝેન્ટાઇન યુગ
ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |,બાયઝેન્ટાઇન ઇતિહાસકારો
କ୍ୟାବଲ୍ |,કેબલ
କେଜରିଜିମ୍ |,સીઝરિઝમ
ଖଲିଫ୍ |,ખલીફા
କଲିଗ୍ରାଫର୍ |,સુલેખનકાર
କଲିଗ୍ରାଫିଷ୍ଟ |,સુલેખનકાર
କାଲିଗ୍ରାଫି |,સુલેખન
କାଲ୍ଟ୍ରପ୍ |,કેલ્ટ્રોપ
କାମାଡେରି |,મિત્રતા
କାମାରିଲା |,કેમેરિલા
କାମାରିଲା |,કેમેરિલા
କାମେଲାକମ୍ |,કેમલૌકમ
କାମୁଫ୍ଲେଜ୍ |,છદ્માવરણ
ଅଭିଯାନ |,ઝુંબેશ
କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |,શિબિર અનુયાયી
କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |,કેમ્પો સાન્ટો
କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍,કેમ્પસ માર્શિયસ
କାନେଫୋରା |,કેનેફોરા
କଙ୍ଗୁ,કેંગ્યુ
କାନନେଡ୍ |,તોપ
ତୋପ ଖାଇବା |,તોપ ઘાસચારો
କାନନ୍ |,કેનન
କାନନ୍ ନିୟମ |,કેનન કાયદો
କାନୋପସ୍ ଆଦେଶ |,કેનોપસ હુકમનામું
ବାହୁବଳୀ,શસ્ત્ર
ବନ୍ଦୀ,બંદીવાન
କ୍ୟାପ୍ଟର,કેપ્ટર
କାର୍ଡିନାଲ୍ |,કાર્ડિનલ
କାର୍ଲ |,કાર્લ
କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |,કેરોલિંગિયન રાજવંશ
କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |,કાર્થુસિયન સંપ્રદાય
କାର୍ଟୋସା |,કાર્ટોસા
କାଷ୍ଟେଲିଆନ୍ |,કેસ્ટેલિયન
କାଷ୍ଟେଲିଆନ୍ |,કેસ્ટેલિયન
ଜାତି ପ୍ରଣାଳୀ |,જાતિ વ્યવસ્થા
ଦୁର୍ଗ,કિલ્લો
ଦୁର୍ଗ,કિલ્લો
ଦୁର୍ଗ ସହର,કેસલ ટાઉન
କାଷ୍ଟ୍ରା |,કાસ્ટ્રા
କାଷ୍ଟ୍ରା |,કાસ્ટ્રા
କ୍ୟାଥେଡ୍ରା |,કેથેડ્રા
କ୍ୟାଥେଡ୍ରାଲ୍ |,કેથેડ્રલ
କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |,કેટો સ્ટ્રીટ કાવતરું
କାଉଡିଲୋ |,કૌડીલો
କାଭାଲିଅର୍ |,ઘોડેસવાર
କାଭାଲିଅର୍ |,ઘોડેસવાર
କାଭାଲିଅର୍ ସଂସଦ |,ઘોડેસવાર સંસદ
ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |,અદુલ્લામની ગુફા
ଗୁମ୍ଫା ଚିତ୍ର,ગુફા પેઇન્ટિંગ
ଗୁମ୍ଫା ଚିତ୍ର,ગુફા પેઇન્ટિંગ
Centumvir,સેન્ટુમવીર
ସେଞ୍ଚୁରିଅନ୍ |,સેન્ચ્યુરિયન
ଶତାବ୍ଦୀ,સદી
ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍),સાંકળ બખ્તર (= સાંકળ મેલ)
ଚାନ୍ଟ୍ରି |,ચેન્ટ્રી
ଚାନ୍ଟ୍ରି |,ચેન્ટ્રી
ଅଧ୍ୟାୟ ପୁସ୍ତକ,ચેપ પુસ્તક
ଚାପଲେନ୍ |,ધર્મગુરુ
ଅଧ୍ୟାୟ,પ્રકરણ
ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |,અકસ્માતોનો પ્રકરણ
ଚାର୍ଜ,ચાર્જ
ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |,ચાર્જ ડી અફેર્સ
ଚାର୍ଜ ବିଭାଜନ |,ચાર્જ વિદાય
ଚାର୍ଜର,ચાર્જર
ରଥ,રથ
ରଥ,સારથિ
ରଥ,સારથિ
ରଥ,સારથિ
ଚାରିଟି ରୋଷେଇ ଘର |,ચેરિટી રસોડું
ଚାର୍ଟର୍,ચાર્ટર
ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍),ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ)
ଚାର୍ଟୋଫିଲାସିୟମ୍ |,ચાર્ટોફિલેસિયમ
Chateau |,ચટેઉ
ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |,ચેક પોસ્ટ
ରାସାୟନିକ ଯୁଦ୍ଧ |,રાસાયણિક યુદ્ધ
ଚେଷ୍ଟର୍ |,ચેસ્ટર
ମୁଖ୍ୟ,મુખ્ય
ମୁଖିଆ,સરદાર
ମୁଖିଆ,સરદાર
ମୁଖିଆ,સરદાર
ଚିଫନ୍ |,શિફૉન
ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |,શૌર્ય
ମନୋନୀତ ଲୋକ,પસંદ કરેલા લોકો
କ୍ରିସମୋଗ୍ରାଫିନ୍ |,ક્રિસ્મોગ્રાફિયન
ଖ୍ରୀଷ୍ଟଧର୍ମ,ખ્રિસ્તી ધર્મ
ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |,ખ્રિસ્તી યુગ
ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |,ખ્રિસ્તી સમાજવાદ
ଇତିହାସ,ક્રોનિકલ
କ୍ରୋନିକଲର୍,ક્રોનિકર
କ୍ରିସ୍ ଚେରସୋନିସ୍ |,Chryse Chersonese
ସିମେଲିୟମ୍ |,સિમેલિયમ
ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |,Cinquecento પ્રકાર
ସର୍କୁନାଭିଗେସନ୍ |,પરિક્રમા
ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |,સિસ્ટરસિયન સાધુ
ସୀତା,રાજગઢ
ଉଦ୍ଧୃତ,અવતરણ
ଉଦ୍ଧୃତ,અવતરણ
ନାଗରିକ ଅବମାନନା |,સામાજિક અસહકાર
ଗୃହଯୁଦ୍ଧ |,નાગરિક યુદ્ધ
ସିଭିସ୍ ରୋମାନସ୍ |,સિવિસ રોમનસ
ଶାସ୍ତ୍ରୀୟ ବୟସ |,શાસ્ત્રીય વય
କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ),Clepht (=klepht)
ଧର୍ମ ଧର୍ମ,કારકુનવાદ
କ୍ଲାରଚ,કારકુન
କ୍ଲୁନିୟକ୍ ଗତିବିଧି |,ક્લુનિયાક ચળવળ
କୋଟ ବାହୁ,કોટ બખ્તર
କୋଟ୍,શસ્ત્રોનો કોટ
କୋଟ୍,શસ્ત્રોનો કોટ
କୋଟ୍,શસ્ત્રોનો કોટ
କୋଟ୍ ମେଲ୍ |,ટપાલનો કોટ
କୋହର୍ଟ |,સમૂહ
Comitia,કોમીટીયા
Comitia Centuriata,કોમિટિયા સેન્ટુરિયાટા
Comitia Curiata,કોમિટિયા કુરિયાટા
Comitia Tributa,કોમિટિયા ટ્રિબ્યુટા
ସ୍ମରଣୀୟ ଆର୍,સ્મારક કમાન
ସ୍ମରଣୀୟ ମୁଦ୍ରା,સ્મારક સિક્કો
ସ୍ମରଣୀୟ ସିଲ୍ |,સ્મારક સીલ
ସାଧାରଣ କ୍ଷେତ୍ର |,સામાન્ય ક્ષેત્ર
କମ୍ୟୁନାର୍ଡ |,કોમ્યુનાર્ડ
କନକର୍ଡେଟ୍ |,કોનકોર્ડેટ
କନକର୍ଡେଟ୍ |,કોનકોર્ડેટ
କଣ୍ଡୋଟିଅର୍ |,કોન્ડોટિયર
ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |,પુષ્ટિકરણ Cartarum
ଦ୍ୱନ୍ଦ୍ୱ |,સંઘર્ષ
ମଣ୍ଡଳୀ,મંડળ
ରାଜ୍ୟ ଜିତିବା |,વિજયી રાજ્ય
ଜୟ,વિજેતા
କନକ୍ୟୁଷ୍ଟାଡର୍ |,વિજેતા
କନସିଲିୟମ୍ |,કોન્સિલિયમ
ସ୍ଥିର,કન્સિસ્ટરી
ଷଡଯନ୍ତ୍ର,કાવતરું
ଷଡଯନ୍ତ୍ର,કાવતરું
କନସୁଲେଟ୍ |,કોન્સ્યુલેટ
କନସୁଲେସନ୍ ବୁକ୍ |,કન્સ્યુલેશન બુક
କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |,કોન્ટિનેંટલ સિસ્ટમ
ସମ୍ମିଳନୀ ସଂସଦ |,સંમેલન સંસદ
କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ),કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ)
କପିହୋଲ୍ଡ |,કોપીહોલ્ડ
କର୍ଡୋନିଂ |,કોર્ડનિંગ
କରୋନା |,કોરોના
କରୋନେସନ୍ |,રાજ્યાભિષેક
କରୋନେସନ୍ ପଥର |,રાજ્યાભિષેક પથ્થર
କର୍ପସ୍,કોર્પસ
