Malayalam,Bengali
കാർഷിക ജൈവവൈവിധ്യം,কৃষি জীববৈচিত্র্য
കാർഷിക ജൈവ വൈകല്യങ്ങൾ,কৃষি জৈব ত্রুটি
കാർഷിക ജീവശാസ്ത്രം,কৃষি জীববিজ্ঞান
കാർഷിക-കാലാവസ്ഥാ വൈവിധ്യം,কৃষি-জলবায়ু বৈচিত্র্য
കാർഷിക കാലാവസ്ഥാ മേഖല സൃഷ്ടിക്കൽ,কৃষি জলবায়ু অঞ্চল সৃষ্টি
അഗ്രോഫോറസ്ട്രി,কৃষি বনবিদ্যা
കാർഷിക ശാസ്ത്രം,কৃষিবিদ্যা
അഗ്രോണമിക്,কৃষিবিজ্ঞান
കാർഷിക ഇടയൻ,কৃষি যাজক
വിള സംസ്കരണം,ফসল প্রক্রিয়াকরণ
പുല്ല് ശാസ്ത്രം,ঘাস বিজ্ঞান
വിള തരം,ফসলের ধরন
എപ്പിഫൈറ്റ്,এপিফাইট
aikiochi മണ്ണ്,aikiochi মাটি
വർണ്ണാന്ധത,বর্ণান্ধতা
ആൽഫിസോൾ,আলফিসল
ആൽഗകൾ,শৈবাল
ആൽഗ രോഗം,শেওলা রোগ
ആൽക്കലി വെള്ളം,ক্ষার জল
ആൽക്കലൈൻ,ক্ষারীয়
ബദൽ,বিকল্প
അല്ലെലോ രസതന്ത്രം,অ্যালেলো রসায়ন
അല്ലീൽ,অ্যালিল
അല്ലെലോപ്പതി,অ্যালিলোপ্যাথি
വേത്തി വിള,ভেথি ফসল
പൂർത്തീകരണം,পরিপূর্ণতা
ബീജസങ്കലനം,নিষিক্তকরণ
1. ആപേക്ഷികത 2. അലോമെട്രി,1. আপেক্ষিকতা 2. অ্যালোমেট্রি
മൾട്ടിപ്ലോയിഡി,multiploidy
1. പാരാസിഗോസിറ്റി,1. প্যারাজিগোসিটি
1. ഇതര വർഷത്തെ പ്രവർത്തനം 2. ഇതര പ്രവർത്തനം,1. বিকল্প বছরের ফাংশন 2. বিকল্প ফাংশন
ബദൽ ഭൂമി ഉപയോഗം,বিকল্প ভূমি ব্যবহার
പരിസ്ഥിതി,পরিবেশ
പരിഷ്കർത്താവ്,সংস্কারক
മൈറ്റോസിസ്,মাইটোসিস
ആമീനൻ,আমীনান
അമോണിയൻ,ammonion
അമ്നിഫെറസ്,amniferous
1. ഫലപ്രദമല്ലാത്ത രൂപം 2. അരൂപി,1. অকার্যকর রূপ 2. অরূপী
ഉഭയജീവി മിശ്രിതം,উভচর মিশ্রণ
ആംഫോട്ടെറിക്,amphoteric
സ്റ്റോക്ക്പൈലിംഗ്,মজুদ
1. അനറോബിക് 2. അനറോബിക് ഓർഗാനിസംസ്,1. অ্যানেরোবিক 2. অ্যানেরোবিক জীব
ഹാപ്ലോയിഡ്,হ্যাপ্লয়েড
കോണീയ നടീൽ,কৌণিক রোপণ
മൃഗസംരക്ഷണം,পশুপালন
മൃഗ വിസർജ്ജനം,প্রাণীর মলমূত্র
ജീവനുള്ള ഊർജ്ജം,জীবন্ত শক্তি
അസാധാരണമായ,অস্বাভাবিক
ഒരു വർഷം പഴക്കമുള്ള ചെടി,এক বছর বয়সী উদ্ভিদ
വാർഷിക,বার্ষিক
1. പരമാനന്ദം 2. പ്രഭ,1. পরমানন্দ 2. উচ্ছ্বাস
ആന്ത്രാക്സ്,অ্যানথ্রাক্স
നരവംശ ഘടകങ്ങൾ,নৃতাত্ত্বিক কারণ
അതിജീവനം,বেঁচে থাকা
1. ആന്റിബയോട്ടിക് 2. ആന്റിബയോട്ടിക്,1. অ্যান্টিবায়োটিক 2. অ্যান্টিবায়োটিক
വെറുപ്പുളവാക്കുന്ന,বিকর্ষণকারী
ആന്റിഓക്‌സിഡന്റ്,অ্যান্টিঅক্সিডেন্ট
ആന്റിടോക്സിൻ,অ্যান্টিটক্সিন
മോതിര വിരൽ,অনামিকা আঙুল
1. മുഞ്ഞ 2. മാഹു 3. ചേപ,1. এফিড 2. মাহু 3. চেপা
മുകളിലെ മുകുളം,শীর্ষ কুঁড়ি
പീക്ക് ഫലപ്രാപ്തി,সর্বোচ্চ কার্যকারিতা
തേനീച്ച വളർത്തൽ,মৌমাছি পালন
അലൈംഗികത,অযৌনতা
അപ്പോപ്റ്റോസിസ്,apoptosis
അനുബന്ധങ്ങൾ,পরিশিষ্ট
വിശപ്പ്,ক্ষুধার্ত
അപേക്ഷിച്ചു,প্রয়োগ করা
ജല കള,জলজ আগাছা
1. മരം 2. വൃക്ഷ നിവാസി,1. গাছ 2. গাছের বাসিন্দা
ശാഖകൾ,শাখা
പ്രോട്ടോബോട്ടാണിക്കൽ റെക്കോർഡുകൾ,প্রোটোবোটানিকাল রেকর্ড
സോൺ നമ്പർ,জোন নম্বর
1. ഏരിയ 2. ഏരിയ,1. এলাকা 2. এলাকা
വരണ്ട ആവാസവ്യവസ്ഥ,শুষ্ক বাস্তুতন্ত্র
കോട്ടിലിഡൺ,cotyledon
സൗരഭ്,সৌরভ
ആരോമാറ്റിക് പ്ലാന്റ്,সুগন্ধি উদ্ভিদ
സുഗന്ധമുള്ള അരി,সুগন্ধি চাল
ഇക്ഷു പുഷ്പൻ,ইক্ষু পুষ্পন
അസെപ്റ്റിക്,অ্যাসেপটিক
1. അസെപ്റ്റിക് 2. അസെപ്റ്റിക്,1. অ্যাসেপটিক 2. অ্যাসেপটিক
അലൈംഗിക പുനരുൽപാദനം,অস্ত্রোপচার
വലിപ്പം,আকার
ആസ്തി,সম্পদ
1. സ്വാംശീകരണം 2. സ്വാംശീകരണം,1. আত্তীকরণ 2. আত্তীকরণ
1. അസോസിയേഷൻ 2. അസോസിയേഷൻ,1. সমিতি 2. সমিতি
1. കോളം 2. ആസ്ട്രിംഗ്സി,1. কলাম 2. কৃপণতা
ഹെറ്ററോസൈഗോസിറ്റി,হেটেরোজাইগোসিটি
1. പൂർവ്വികൻ 2. അടവിസം,1. পূর্বপুরুষ 2. অ্যাটাভিজম
കണം,কণা
1. സ്ഥിരീകരണം 2. വൈകല്യം,1. অনিশ্চয়তা 2. দুর্বলতা
സ്വയം ജോടിയാക്കൽ,স্ব জোড়া
ഓട്ടോലിസിസ്,অটোলাইসিস
1. സ്വതസിദ്ധമായ ഓക്സീകരണം 2. സ്വതസിദ്ധമായ ഓക്സീകരണം,1. স্বতঃস্ফূর্ত জারণ 2. স্বতঃস্ফূর্ত জারণ
സ്വയം മൾട്ടിപ്ലക്സ്,স্বয়ং মাল্টিপ্লেক্সড
ഓക്സിൻ,অক্সিন
1. ഷൂക്ക് 2. പൂവൻ,1. কাঁপানো 2. টোড
ശിക്ഷാ വൈറസ്,পেনাল ভাইরাস
1. ബാസിലസ് 2. ബാസിലസ്,1. ব্যাসিলাস 2. ব্যাসিলাস
1. ബാക്ടീരിയ 2. ബാക്ടീരിയ,1. ব্যাকটেরিয়া 2. ব্যাকটেরিয়া
ബാക്ടീരിയൽ വിഷം,ব্যাকটেরিয়াল টক্সিন
ബാഗാസ്,ব্যাগাস
ബാലൻസ് ഷീറ്റ്,ব্যালেন্স শীট
സമീകൃത വളം ഉപയോഗം,সুষম সার ব্যবহার
ബാർ ഗ്രാഫ്,বার গ্রাফ
കുര,বাকল
1. ബാരോമീറ്റർ 2. ബാരോമീറ്റർ,1. ব্যারোমিটার 2. ব্যারোমিটার
1. ബസർ 2. നിഷ്ക്രിയം 3. വന്ധ്യം,1. গুঞ্জন 2. অদৃশ্য 3. অনুর্বর
1. അടിസ്ഥാനം 2. അടിസ്ഥാനം 3. കുപാങ്,1. বেস 2. বেস 3. কাপং
1. താല 2. തടം,1. টালা 2. বেসিন
തലബിസാരി,তালাবিসারি
1. ബാസിസ്റ്റെർനം 2. റൂട്ട് ഹോൾഡർ,1. বেসিস্টেরনাম 2. রুট ধারক
ഗൾഫ് മൺസൂൺ,উপসাগরীয় বর্ষা
ഫലം പ്ലാന്റ്,ফলের উদ্ভিদ
കിടക്ക,বিছানা
കിടക്ക പ്ലാന്റ്,বিছানা উদ্ভিদ
കിടക്കവിരി,বিছানাপত্র
ബീറ്റ്റൂട്ട് മോളാസസ്,বীট গুড়
തുരുത്തി,বেল
1. സ്ട്രിപ്പ് 2. ഭൂപ്രദേശം,1. স্ট্রিপ 2. ভূখণ্ড
ലാഭ-ചെലവ് വിശകലനം,লাভ-খরচ বিশ্লেষণ
അഭിലാഷം (സാമ്പിൾ),উচ্চাকাঙ্ক্ষী (স্যাম্পলিং)
ദ്വിവത്സര സസ്യങ്ങൾ,দ্বিবার্ষিক গাছপালা
ദ്വിപദം,দ্বিপদ
ബയോഫാക്ടർ,বায়োফ্যাক্টর
ജൈവ കാലാവസ്ഥ,জৈবিক জলবায়ু
ജൈവ ഊർജ്ജം,জৈব শক্তি
ജന്തു പരിസ്ഥിതി,প্রাণীজগতের বাস্তুসংস্থান
1. ബയോ പ്രോസസർ 2. ബയോ റിയാക്ടർ,1. বায়ো-প্রসেসর 2. বায়ো-চুল্লি
ജൈവമണ്ഡലം,জীবজগৎ
ബയോട്ടിക്,জৈবিক
ജന്തുജാലങ്ങൾ,প্রাণীজগত
ദിവിലിംഗി,ডিভিলিঙ্গি
ധവാലൻ,ধওলান
1. പ്രധ്വാസൻ (രോഗം) 2. ഗസ്റ്റ് രോഗം,1. প্রধবাসন (রোগ) 2. দমকা রোগ
മിശ്രണം,মিশ্রন
1. അംഗ്മാരി (രോഗം) 2. ബ്ലൈറ്റ് (രോഗം),1. আংমারী (রোগ) 2. ব্লাইট (রোগ)
1. ബ്ലിസ്റ്റർ 2. ബ്ലിസ്റ്റർ 3. എറപ്ഷൻ 4. ബ്ലിസ്റ്റർ,1. ফোস্কা 2. ফোস্কা 3. বিস্ফোরণ 4. ফোস্কা
നീല വിപ്ലവം,নীল বিপ্লব
പ്ലാനർ ഹീറ്റിംഗ് ചേമ്പർ,প্ল্যানার হিটিং চেম্বার
പ്ലാനർ തപീകരണ സാങ്കേതികവിദ്യ,প্ল্যানার হিটিং প্রযুক্তি
തവിട്,তুষ
ശാഖകൾ,শাখা
1. തടി 2. ഉപശാഖ,1. ডালপালা 2. উপশাখা
ഇനം,বংশবৃদ্ধি
പുനരുൽപാദനം,প্রজনন
ആദ്യകാല മുളയ്ക്കൽ ചികിത്സ,প্রাথমিক অঙ্কুর চিকিত্সা
1. കുട്ടി 2. മുട്ട 3. ഭ്രൂണം,1. বাচ্চা 2. ডিম 3. ভ্রূণ
വളർന്നുവരുന്ന,উদীয়মান
ബജറ്റ്,বাজেট
1.ആംഫോട്ടറിക് 2. ബഫർ,1.অ্যাম্ফোটেরিক 2. বাফার
മധുരക്കിഴങ്ങ്,মিষ্টি আলু
ബണ്ട് (രോഗം),বান্ট (রোগ)
1. ഉപോൽപ്പന്നം 2. ഉപോൽപ്പന്നം,1. উপজাত 2. উপজাত
c ഈർപ്പം സ്പെസിഫിക്കേഷൻ കർവ്,c আর্দ্রতা স্পেসিফিকেশন বক্ররেখা
എണ്ണ പിണ്ണാക്ക്,তেল পিষ্টক
1. നാരങ്ങ 2. കാൽസ്യം,1. চুন 2. ক্যালসিয়াম
calcion,ক্যালসিয়ন
ഫോസ്ഫേറ്റ് നീക്കം,ফসফেট অপসারণ
1. കിനാറ്റ 2. കാലാറ്റ,1. কিনাটা 2. কালটা
1.കല്ലസ് 2. കിരണം,1.ক্যালাস 2. রশ্মি
1. വിദളങ്ങൾ 2. കാളിക്സ്,1. সেপালস 2. ক্যালিক্স
പുറത്തെ അവസാനം,বহির্মুখী শেষ
എധ,এধা
കാൻസർ (ബാക്ടീരിയ രോഗം),ক্যানকার (ব্যাকটেরিয়াজনিত রোগ)
കാനിംഗ്,ক্যানিং
ആകാശം,আকাশ
ധനകാര്യം,অর্থায়ন
പരാഗണം (അത്തിപ്പഴം),পরাগায়ন (ডুমুরের)
1. കാപ്സ്യൂൾ 2. ക്യാപ്സ്യൂൾ 3. ക്യാപ്സ്യൂൾ,1. ক্যাপসুল 2. ক্যাপসুল 3. ক্যাপসুল
കാർബണൈസ്ഡ്,কার্বনাইজড
കാർബണൻ,কার্বনান
കാർപേസ്,ক্যারাপেস
വള,ব্রেসলেট
1. കാസ്റ്റിംഗ് (ഇരുമ്പ്) 2. ക്ഷിപ്തി (പ്രാണി),1. ঢালাই (লোহা) 2. ক্ষিপ্তি (পোকা)
കാറ്റബോളിസം,catabolism
പ്രേരണ,প্ররোচনা
1. കാറ്റർപില്ലർ 2. കാറ്റർപില്ലർ,1. শুঁয়োপোকা 2. শুঁয়োপোকা
സി ഡി. എൻ. എ. സമാഹാരം,গ d. এন. ক সংগ্রহ
പരിധി,পরিসীমা
1. സെൽ 2. സെൽ,1. কোষ 2. কোষ
സെൻട്രൽ ഫ്രണ്ട് സിസ്റ്റം,কেন্দ্রীয় ফ্রন্ট সিস্টেম
1. പോയിന്റ് 2. ഫോക്കസ്,1. পয়েন্ট 2. ফোকাস
അപകേന്ദ്രീകരണം,কেন্দ্রীকরণ
സെൻട്രിഫ്യൂജ്,সেন্ট্রিফিউজ
നക്ഷത്ര കേന്ദ്രം,তারকা কেন্দ্র
എപ്പിജെനെറ്റിക്,এপিজেনেটিক
കേന്ദ്രരാജ,কেন্দ্রজা
തറി,তাঁত
1. ധാന്യം 2. സീരിയൽ,1. সিরিয়াল 2. সিরিয়াল
1. സർട്ടിഫിക്കേഷൻ 2. സർട്ടിഫിക്കേഷൻ,1. সার্টিফিকেশন 2. সার্টিফিকেশন
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,প্রত্যয়িত বীজ
1. വൈക്കോൽ 2. കുട്ടി 3. ശലക് സഹപത്ര,1. খড় 2. কুট্টি 3. শলক সহপাত্র
1. നിഭാഗ് 2. കൈലജ,1. নিভাগ 2. কৈলাজা
കൈമോഗ്രഫി,কাইমোগ্রাফি
1. കിയാസ്മ 2. തിരക്കിലാണ്,1. কিয়াজমা 2. ব্যস্ত
supercooling മണിക്കൂർ,সুপার কুলিং ঘন্টা
മഞ്ഞ് കേടുപാടുകൾ,তুষারপাত ক্ষতি
1. വിചിരോതകി 2. ചിമേര,1. ভিচিরোটাকি 2. কাইমেরা
പച്ച കഞ്ഞി,সবুজ porridge
1. ഇലകൾ 2. പച്ച,1. পাতা 2. সবুজ
സയനോസിസ്,সায়ানোসিস
ജൈവ വിതരണ ശാസ്ത്രം,জৈবিক বিতরণ বিজ্ঞান
1. ക്രോമാറ്റിഡുകൾ 2. പകുതി ക്രോമസോമുകൾ,1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম
ക്രോമാറ്റിൻ,ক্রোমাটিন
ക്രോമാറ്റോഗ്രാഫി,ক্রোমাটোগ্রাফি
ക്രോമാറ്റിലേഷൻ,ক্রোমাটিনলেশন
ഏട്രിയൽ പോയിന്റ്,অলিন্দ বিন্দু
ക്രോമാറ്റോജെനിസിസ്,ক্রোমাটোজেনেসিস
1. ക്രോമോപ്രോട്ടീൻ 2. പിഗ്മെന്റ് പ്രോട്ടീൻ,1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন
1. ക്രോമസോമുകൾ 2. ക്രോമസോമുകൾ,1. ক্রোমোজোম 2. ক্রোমোজোম
1. വിട്ടുമാറാത്ത 2. വിട്ടുമാറാത്ത 3. വിട്ടുമാറാത്ത 4. കാലഹരണപ്പെട്ട,1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত
സിട്രേഞ്ച്,citrange
ശരത്കാല ഉത്സവം,শরৎ উৎসব
വർഗ്ഗീകരണം,শ্রেণীবিভাগ
1. കളിമണ്ണ് 2. കളിമണ്ണ്,1. কাদামাটি 2. কাদামাটি
1. വൃത്തിയാക്കൽ 2. സ്‌ക്രബ്ബിംഗ് 3. വൃത്തിയാക്കൽ 4. ശുദ്ധീകരണം,1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন
സ്ഥിരമായ പരാഗണം,অবিরাম পরাগায়ন
ക്രൂസിഫറസ് ഫലം,ক্রুসিফেরাস ফল
കാലാവസ്ഥ,জলবায়ু
കാലാവസ്ഥാ ശാസ്ത്രം,জলবায়ুবিদ্যা
കത്രിക,শিয়ার
പിണ്ഡം (കളിമണ്ണ്),পিণ্ড (কাদামাটি)
ക്ലോൺ,ক্লোন
1.മേഘങ്ങൾ 2.മേഘങ്ങൾ,1.মেঘ 2.মেঘ
കൂട്ടം,clump
കുല,গুচ্ছ
1. പരുക്കൻ 2. പരുക്കൻ 3. അസംസ്കൃതം 4. പരുക്കൻ,1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ
1. കവർ 2. ലെതറെറ്റ്,1. কভার 2. লেদারেট
കോയ,কোয়া
1. കോഎൻസൈം 2. കോ-എൻസൈം,1. কোএনজাইম 2. কো-এনজাইম
കെട്ടുറപ്പ്,সংহতি
1. നാരുകൾ (ചണം ചണം) 2. കോക്കനട്ട് കോഴ്സ്,1. ফাইবার (পাট পাট) 2. নারকেল মোটা
മുളങ്കൂർ ചോല,মুলাঙ্কুর চোলা
,
കൊളോയിഡ് (മണ്ണ്),কলয়েড (মাটি)
1.നിര 2.കൊലുമെല്ല,1.কলাম 2.columella
1. പെനാൽറ്റി 2. കോളം 3. കോളം,1. শাস্তি 2. কলাম 3. কলাম
കൂട്ടായ്മ,যোগাযোগ
കൊമേഴ്സ്യൽ ബാങ്ക്,বাণিজ্যিক ব্যাংক
1. ചരക്ക് 2. ചരക്ക്,1. পণ্য 2. পণ্যদ্রব্য
സമൂഹം,সম্প্রদায়
സങ്കോചം (മണ്ണിന്റെ),কম্প্যাকশন (মাটির)
1. അനുയോജ്യത 2. അനുയോജ്യത,1. সামঞ্জস্যতা 2. সামঞ্জস্য
അനുയോജ്യത,সামঞ্জস্য
1. നഷ്ടപരിഹാരം 2. നഷ്ടപരിഹാരം,1. ক্ষতিপূরণ 2. ক্ষতিপূরণ
മത്സരപരമായ ഇടപെടൽ,প্রতিযোগিতামূলক মিথস্ক্রিয়া
സപ്ലിമെന്റ് വിള,সম্পূরক ফসল
1. സംയുക്തം 2. സങ്കീർണ്ണമായ,1. যৌগিক 2. জটিল
ഘടകഭാഗം,গঠনকারী
രചന,গঠন
കമ്പോസ്റ്റ്,কম্পোস্ট
കൂട്ടുപലിശ,চক্রবৃদ্ধিহারে সুদ
കണക്കുകൂട്ടൽ,গণনা
1. കമ്പ്യൂട്ടർ 2. കമ്പ്യൂട്ടർ,1. কম্পিউটার 2. কম্পিউটার
1. ഏകാഗ്രത 2. ഏകാഗ്രത,1. একাগ্রতা 2. একাগ্রতা
1. ഒപ്റ്റിമൈസർ 2. റിവൈറ്റലൈസർ,1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী
ചാലകത,পরিবাহিতা
1. കോൺഫിഗറേഷൻ 2. കോൺഫിഗറേഷൻ,1. কনফিগারেশন 2. কনফিগারেশন
1. അനുരൂപത 2. കോൺഫിഗറേഷൻ 3. അനുരൂപത,1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য
1. സംയോജനം 2. ഹൈബ്രിഡൈസേഷൻ,1. ইন্টিগ্রেশন 2. হাইব্রিডাইজেশন
സംയോജനം,সংযোজন
1. അഡിറ്റീവ് 2. കണക്റ്റീവ്,1. সংযোজক 2. সংযোগকারী
സംരക്ഷണം,সুরক্ষা
ഏകീകരണം,একত্রীকরণের
1. ചേരുവ 2. ചേരുവകൾ,1. উপাদান 2. উপাদান
ഉപഭോക്താവ്,ভোক্তা
ഉപഭോഗം,খরচ
മലിനീകരണം,দূষণ
കോണ്ടൂർ നടീൽ,কনট্যুর রোপণ
കോണ്ടൂർ ലൈൻ,কনট্যুর লাইন
1. കരാർ കൃഷി 2. കരാർ കൃഷി 3. കരാർ കൃഷി,1. কন্ট্রাক্ট ফার্মিং 2. কন্ট্রাক্ট ফার্মিং 3. কন্ট্রাক্ট ফার্মিং
നിയന്ത്രിത അന്തരീക്ഷ സംഭരണം,নিয়ন্ত্রিত বায়ুমণ্ডলীয় স্টোরেজ
സഹകരണ ബാങ്ക്,সমবায় ব্যাংক
സഹകരണ സംഘം അംഗം,সমবায় সমিতির সদস্য
ഗുൽമാവാൻ,গুলমাভান
സമചതുര,cubed
1. ദൽപുഞ്ച് 2. കൊറോള,1. ডালপুঞ্জ 2. করোলা
1. കോർട്ടെക്സ് 2. കോർട്ടക്സ്,1. কর্টেক্স 2. কর্টেক্স
ചെലവ്,খরচ
കോട്ടിലിഡൺ,cotyledon
ക്രെഡിറ്റ് കമ്മിറ്റി,ক্রেডিট কমিটি
1. കടം കൊടുക്കൽ 2. ക്രെഡിറ്റ്,1. ঋণ 2. ক্রেডিট
1. കടം കൊടുക്കുന്നയാൾ 2. കടം കൊടുക്കുന്നയാൾ,1. ঋণদাতা 2. পাওনাদার
1. ശിഖരം 2. ശീർഷകം 3. ശിഖരം,1. ক্রেস্ট 2. শীর্ষবিন্দু 3. স্পায়ার
പിൻവലിക്കൽ,প্রত্যাহার
പ്രശ്നം,সমস্যা
പരീക്ഷ,পরীক্ষা
വിമർശനാത്മകം,সমালোচনামূলক
വിള ഇൻഷുറൻസ്,শস্য বীমা
വിള വായ്പ,ফসল ঋণ
1. വിള 2. വിള,1. ফসল 2. ফসল
കൃഷി പ്രദേശം,চাষ এলাকা
ക്രോസ് പൊരുത്തമില്ലാത്ത,ক্রস বেমানান
1. കിരീടം 2. പിനാക്കിൾ (സസ്യം),1. মুকুট 2. চূড়া (উদ্ভিদ)
മൃദുവായ കണങ്ങൾ,নরম কণা
പുറംതോട്,ভূত্বক
1. ക്രിപ്‌റ്റോഗാം 2. നോൺ-ഫ്ലോറിഫോം,1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম
അരിവാൾ (പഴം),ছাঁটাই (ফল)
പേന,কলম
കൃഷി ഇനം,চাষের বৈচিত্র্য
1. ട്രാക്ഷൻ 2. കൃഷി 3. കൃഷി,1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ
1. കർഷകൻ 2. കൃഷിക്കാരൻ,1. কৃষক 2. চাষী
1. കൃഷി 2. കൃഷി 3. വളർത്തൽ,1. চাষ 2. চাষ 3. লালনপালন
1.വിഭവം 2.തയ്യാറെടുപ്പ്,1.সম্পদ 2.প্রস্তুতি
1.കുന്തളൻ 2.കുഞ്ചോൻ,1.কুন্তালন 2.কুঞ্চন
ഭാവം,ভঙ্গি
1. പുറംതൊലി 2. പുറംതൊലി,1. এপিডার্মিস 2. কিউটিকল
