Malayalam,Odiya
പ്രതീകം അംഗീകരിക്കുക,ସ୍ୱୀକାର କରନ୍ତୁ ବର୍ଣ୍ଣ
അക്കോസ്റ്റിക് കപ്ലർ,ଆକାଶବାଣୀ କପତର୍ |
അക്കോസ്റ്റിക് കപ്ലിംഗ്,ଆକାଶବାଣୀ କଣ୍ଟା |
അക്ക ou സ്റ്റിക് കാലതാമസം,ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |
അക്കോസ്റ്റിക് മെമ്മറി,ଆକାଶବାଣୀ ସ୍ମୃତି
അക്കോസ്റ്റിക് മോഡം,ଆକାଶବାଣୀ ମୋଡେମ୍ |
അക്കോസ്റ്റിക് സിഗ്നൽ,ଆକାଶବାଣୀ ସଙ୍କେତ |
അക്ക ou സ്റ്റിക് സ്റ്റോറേജ്,ଆକାଶବାଣୀ ସଂରକ୍ଷଣ |
സംക്ഷേപം,ଆକ୍ରୋନିମ୍ |
പവര്ത്തി,କାର୍ଯ୍ୟ
പ്രവർത്തന ചക്രം,କ୍ରିୟା ଚକ୍ର
ആക്ഷൻ ലൈൻ,କ୍ରିୟା ରେଖା
ആക്ഷൻ സന്ദേശം,କ୍ରିୟା ବାର୍ତ୍ତା
പ്രവർത്തന സവിശേഷത,କାର୍ଯ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
സജീവമാക്കല്,ସକ୍ରିୟକରଣ
സജീവമായ,ସକ୍ରିୟ
സജീവ ഫയൽ,ସକ୍ରିୟ ଫାଇଲ
സജീവ ലൈൻ,ସକ୍ରିୟ ରେଖା
സജീവ ലിങ്ക്,ସକ୍ରିୟ ଲିଙ୍କ୍ |
സജീവ മാസ്റ്റർ ഫയൽ,ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |
സജീവ മാസ്റ്റർ ഇനം,ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |
സജീവ ഉപഗ്രഹം,ସକ୍ରିୟ ଉପଗ୍ରହ |
സജീവ സ്റ്റേഷൻ,ସକ୍ରିୟ ଷ୍ଟେସନ
സജീവ സംഭരണം,ସକ୍ରିୟ ସଂରକ୍ଷଣ
പ്രവർത്തനം,କାର୍ଯ୍ୟକଳାପ
പ്രവർത്തന നില,କାର୍ଯ୍ୟକଳାପ ସ୍ତର
പ്രവർത്തന ലോഡിംഗ്,କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ
പ്രവർത്തന അനുപാതം,କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ
യഥാർത്ഥ വിലാസം (= കേവല വിലാസം),ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା)
യഥാർത്ഥ കോഡ് (= കേവല കോഡ്),ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍)
യഥാർത്ഥ ഡാറ്റ കൈമാറ്റ നിരക്ക്,ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |
യഥാർത്ഥ ദശാംശസ്ഥാനം,ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |
യഥാർത്ഥ നിർദ്ദേശം (= ഫലപ്രദമായ നിർദ്ദേശം),ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ)
യഥാർത്ഥ കീ,ପ୍ରକୃତ ଚାବି |
യഥാർത്ഥ സമയം,ପ୍ରକୃତ ସମୟ
യഥാർത്ഥ ജോലി സമയം,ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ
ആരംഭിക്കുന്ന സിഗ്നൽ,କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ
പൊരുത്തപ്പെടലി,ଅନୁକେତ
അഡാപ്റ്റർ,ଆଡାପ୍ଟର
അഡാപ്റ്റീവ് ചാനൽ അനുവദിക്കൽ,ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |
അഡാപ്റ്റീവ് ഇന്റഗ്രേഷൻ,ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |
അഡാപ്റ്റീവ് ട്രാൻസ്വേഴ്സ് ഇക്വൈസർ,ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |
എൻട്രി ചേർത്തു,ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |
കൂട്ടിച്ചേര്ക്കുക,ଯୋଡି
ആംഗം,ଆଡର୍
എ ഷട്രക്റ്റർ,ଆଡର୍ ସବଟ୍ରାକ୍ଟର |
ഫയൽ ചേർക്കുക,ଫାଇଲ୍ ଯୋଡନ୍ତୁ
അധിക പ്രതീകം (= പ്രത്യേക പ്രതീകം),ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର)
ബഹുമതി,ଯୋଗ ରେକର୍ଡ |
കൂട്ടിച്ചേർക്കലാ പട്ടിക,ଯୋଗ ଉପକରଣ
അഡിറ്റീവ് ആട്രിബ്യൂട്ട്,ଯୋଗୀ ଗୁଣ
മോഡ് ചേർക്കുക,ମୋଡ୍ ଯୋଡନ୍ତୁ
പ്രവർത്തനം ചേർക്കുക,ଅପରେସନ୍ ଯୋଡନ୍ତୁ |
അഭിസംബോധന ചെയ്യുക,ଠିକଣା
വിലാസ നടപടി,ଠିକଣା ମାପ ମାପ |
അഭിസംബോധന ചെയ്യാവുന്ന തിരശ്ചീന സ്ഥാനം,ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |
വിലാസ പോയിന്റ്,ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |
അഭിസംബോധന ചെയ്യാവുന്ന സ്ഥാനം,ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |
വിലാസ രജിസ്റ്റർ,ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |
വിലാസ സംഭരണം,ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ
അഭിസംബോധന ചെയ്യാവുന്ന ലംബ സ്ഥാനം,ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |
വിലാസ ബസ്,ଠିକଣା ବସ୍
വിലാസ കോഡ്,ଠିକଣା କୋଡ୍
വിലാസ താരതമ്യക്കാരൻ,ଠିକଣା ତୁଳସୀତି
വിലാസ കണക്കുകൂട്ടൽ,ଠିକଣା ଗଣନା
വിലാസ സ്ഥിരത,ସ୍ଥିର ଠିକଣା
വിലാസ പരിവർത്തനം,ଠିକଣା କନଭର୍ସନ୍ |
വിലാസ ഡാറ്റ,ଠିକଣା ତଥ୍ୟ
മെമ്മറി അഭിസംബോധന ചെയ്തു,ଠିକଣା ମେମୋରୀ |
വിലാസ ഫലപ്രദമാണ്,ଠିକଣା ପ୍ରଭାବଶାଳୀ |
വിലാസ ഫീൽഡ്,ଠିକଣା କ୍ଷେତ୍ର
വിലാസ ഫോർമാറ്റ്,ଠିକଣା ଫର୍ମାଟ୍
വിലാസ സ contry ജന്യ പ്രോഗ്രാം,ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |
അഭിസംബോധന,ଠିକଣା
"അഭിസംബോധന
 കഥാപാതം","ଠିକଣା
 ବର୍ଣ୍ଣ"
അഭിസംബോധന ഇന്ററപ്റ്റ്,ବାଧା ଠିକଣା
വിലാസം ലൂപ്പ്,ଲୁପ୍ ଠିକଣା
വെർച്വൽ മെമ്മറി അഭിസംബോധന ചെയ്യുന്നു,ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା
വിലാസം ഇന്റർലേസിംഗ്,ଠିକଣା ଅନ୍ତରାପଳୀ
വിലാസരഹിതമായ നിർദ്ദേശങ്ങൾ ഫോർമാറ്റ്,ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |
വിലാസ ലൈൻ,ଠିକଣା ରେଖା
വിലാസ മാപ്പിംഗ്,ଠିକଣା ମ୍ୟାପିଙ୍ଗ
വിലാസ അടയാളം,ଠିକଣା ଚିହ୍ନ
വിലാസ പരിഷ്ക്കരണം,ଠିକଣା ପରିବର୍ତ୍ତନ
വിലാസ ഭാഗം,ଠିକଣା ଅଂଶ
വിലാസം പോയിന്റർ,ଠିକଣା ସୂଚକ
വിലാസ രജിസ്റ്റർ,ଠିକଣା ରେଜିଷ୍ଟର |
വിലാസ സിഗ്നൽ,ଠିକଣା ସଙ୍କେତ
വിലാസ വലുപ്പം,ଠିକଣା ଆକାର
വിലാസ ഇടം,ଠିକଣା ସ୍ଥାନ
വിലാസ ബഹിരാകാശ ഐഡന്റിഫയർ,ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |
വിലാസ സ്റ്റോപ്പ്,ଠିକଣା ଷ୍ଟପ୍
വിലാസ ട്രെയ്സ്,ଠିକଣା ଚିହ୍ନ
വിലാസ ട്രാക്ക്,ଠିକଣା ଟ୍ରାକ୍
വിവർത്തനം വിവർത്തനം ചെയ്യുക,ଠିକଣା ଅନୁବାଦ
വിലാസ പരിഭാഷകന്,ଠିକଣା ଅନୁବାଦକ
ചേർക്കുക-കുറയ്ക്കുക സമയം,ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |
സമയം ചേർക്കുക,ସମୟ ଯୋଡନ୍ତୁ |
വാര്ത്താവകം,ସଂଲଗ୍ନ
അഡ്ജഞ്ചൻസിൻസ് ഘടന,ସଂଲଗ୍ନ structure ାଞ୍ଚା |
തൊട്ടടുത്തുള്ള ചാനൽ,ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |
അടുത്തുള്ള ഡൊമെയ്ൻ,ସଂଲଗ୍ନ ଡୋମେନ୍ |
തൊട്ടടുത്തുള്ള മാട്രിക്സ്,ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |
തൊട്ടടുത്തുള്ള നോഡ്,ସଂଲଗ୍ନ ନୋଡ୍ |
തൊട്ടടുത്തുള്ള സുബരിയ,ସଂଲଗ୍ନ ସୁବିରା |
കസ്റ്റേഴ്സ് (സിസ്റ്റം),Adjone (ସିଷ୍ଟମ୍)
കമപ്പെടുത്തുക,ଆଡଜଷ୍ଟ କରନ୍ତୁ |
ക്രമീകരിക്കാവുന്ന പരിധി,ନିୟନ୍ତ୍ରିତ ପରିମାଣ
ടെക്സ്റ്റ് മോഡ് ക്രമീകരിക്കുക,ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |
അഡ്മിനിസ്ട്രേറ്റീവ് ഡാറ്റ പ്രോസസ്സിംഗ്,ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം,ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ
അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ,ପ୍ରଶାସନିକ ଅପରେଟର |
അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ സ്റ്റേഷൻ,ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |
അഡ്മിനിസ്ട്രേറ്റീവ് സപ്പോർട്ട് സിസ്റ്റം,ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |
നൂതന ആശയവിനിമയ സേവനം,ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |
വിപുലമായ വിവര സിസ്റ്റം,ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |
വിപുലമായ ഒപ്റ്റിക്കൽ പ്രതീക റീഡർ,ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |
വിപുലമായ ശാസ്ത്ര കമ്പ്യൂട്ടർ,ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |
ഏരിയൽ,ବାୟୁ
ആകെത്തുകയായുള്ള,ସମୁଦାୟ
മൊത്തം എക്സ്പ്രഷൻ,ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |
ലക്ഷ്യമിടുന്നു,ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |
ലക്ഷ്യമിടുന്ന ഫീൽഡ് (= ലക്ഷ്യമിടുന്നത്),ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ)
എഡിയൽ ചിഹ്നം,ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ
എയർബോൺ കമ്പ്യൂട്ടർ സിസ്റ്റം,ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
ബീജഗണിത ഐജൻവാലു പ്രശ്നം,ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |
"ബീജഗണിത
 സംയോജനം","ବ el ୍ଜନିକ୍ |
 ଏକୀକରଣ"
ബീജഗണിത ഭാഷ,ବଗିଳିନିକ୍ ଭାଷା |
ബീജഗണിത കൃത്രിമത്വം,ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |
ബീജഗണിത കൃത്രിമ ഭാഷ,Algebric ମନିପୁଲେସନ୍ ଭାଷା |
ബീജഗണിത ഓറിയന്റഡ് ഭാഷ,ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |
ബീജഗണിത മാറ്റം,ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |
ബീജഗണിത ചിഹ്ന കൺവെൻഷൻ,ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |
അൽഗോൾ,ଆଲଗୋଲ୍ |
അൽഗോൾ സവിശേഷത,ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |
അൽഗോൾ പ്രോഗ്രാമിംഗ്,Algol ପ୍ରୋଗ୍ରାମିଂ |
അൽഗോരിതം,ଆଲଗୋରିଦମ
അൽഗോരിതം അസോസിയേറ്റീവ് ഭാഷ,ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |
അൽഗോരിതം വർഗ്ഗീകരണം,ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |
അൽഗോരിതം സങ്കീർണ്ണത,ଆଲଗୋରିଦମ ଜଟିଳତା |
അൽഗോരിതം കേസബിലിറ്റി,ଆଲଗୋରିଦମ ଗଣନା |
അൽഗോരിത്ത്മിക് വിശകലനം,ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |
അൽഗോരിത്തിസ് സമീപനം,ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |
അൽഗോറിത്ത്മിക് ഭാഷ,ଆଲଗୋରିଥମିକ୍ ଭାଷା |
അൽഗോരിഥമ്മിക് പതിവ്,ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |
അൽഗോരിതംസിക് സിദ്ധാന്തം,ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |
അപരാഭിധാനം,ଛଦ୍ମନାମ
അപരനാത്മകം,ଛଦ୍ମନାମ
അപരനാമം (= ഇതര പേര്),ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ)
വിന്യാപകമായ,ପରିଚାଳିତ
നീക്കിവയ്ക്കുക,ବଣ୍ଟନ କରନ୍ତୁ |
അലോക്കേഷൻ ഘടന,ଆବଣ୍ଟନ ସଂରଚନା |
എല്ലാ ഉദ്ദേശ്യ കമ്പ്യൂട്ടറും,ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |
അക്ഷരമാല പ്രതീകം,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
അക്ഷരമാല പ്രതീക സെറ്റ്,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |
അക്ഷരമാല പ്രതീക സബ്സെറ്റ്,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |
അക്ഷരമാല കോഡ്,ବର୍ଣ୍ଣମାଳା କୋଡ୍
അക്ഷരമാല മാറ്റം,ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |
അക്ഷരമാല സ്ട്രിംഗ്,ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |
അക്ഷരമാല വാക്ക്,ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ
അക്ഷരമാലാളം,ବର୍ଣ୍ଣମାଳା
ആഫറാമോമെട്രിക്സ്,ଆଲଫେମେଟ୍ରିକ୍ସ
ആഫളാചിക്,ଆଲଫାମ୍
ആൽഫമോസയ്ക്ക്,ଆଲଫାମାସିକ୍ |
ആൽഫാന്യൂമെറിക്,ବର୍ଣ୍ଣମାଳା
ആൽഫാന്യൂമെറിക്കൽ കീബോർഡ് ഉപകരണം,ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |
ആൽഫാന്യൂമെറിക് പ്രതീക സെറ്റ്,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |
ആൽഫാന്യൂമെറിക് കോഡ്,ବର୍ଣ୍ଣମାଳା କୋଡ୍
ആൽഫാന്യൂമെറിക് കോഡ്ഡ് പ്രതീക സെറ്റ്,ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |
ആൽഫാന്യൂമെറിക് ഡാറ്റ,ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |
ആൽഫാന്യൂമെറിക് ഡിസ്പ്ലേ ഉപകരണം,ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |
ആൽഫാന്യൂമെറിക് എഡിറ്റുചെയ്ത പ്രതീകം,ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |
ആൽഫാന്യൂമെറിക് ഫീൽഡ്,ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର
ആൽഫാന്യൂമെറിക് നിർദ്ദേശം,ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ
ആൽഫാന്യൂമെറിക് കീബോർഡ്,ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |
ആൽഫാന്യൂമെറിക് തരം,ବର୍ଣ୍ଣମାଳା ପ୍ରକାର |
ആൽഫാന്യൂമെറിക് സംഭരണം,ବର୍ଣ୍ଣମାଳା ଷ୍ଟୋରେଜ୍ |
മാറ്റം വരുത്തുന്നതിന് മെമ്മറി,ବିକୃତ ସ୍ମୃତି
മാറ്റങ്ങൾ സ്വിച്ച്,ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |
മാറ്റം,ପରିବର୍ତ୍ତନ
മാറ്റ മോഡ്,ପରିବର୍ତ୍ତନ ମୋଡ୍
ഇതര വീണ്ടെടുക്കൽ,ଅନ୍ୟ ପୁନରୁଦ୍ଧାର
ഇതര റൂട്ട്,ବିକଳ୍ପ ମାର୍ଗ
ഇതര റൂട്ടിംഗ്,ଅନ୍ୟ ଧାତାଳ
ഇതര ട്രാക്ക്,ବିକଳ୍ପ ଟ୍ରାକ୍
ഇതര (= അല്ലെങ്കിൽ പ്രവർത്തനം),ବିକଳ୍ପ (= କିମ୍ବା ଅପରେସନ୍)
ഇതര ആട്രിബ്യൂട്ട്,ବିକଳ୍ପ ଗୁଣ
"ഇതര നിഷേധം (= അല്ല, പ്രവർത്തനം)",ବିକଳ୍ପ ଅସ୍ୱୀକାର (= ନୁହେଁ-ଏବଂ ଅପରେସନ୍)
അവ്യക്തത പിശക്,ଅସ୍ପଷ୍ଟତା ତ୍ରୁଟି |
അവ്യക്തമായ റഫറൻസ്,ଅସ୍ପଷ୍ଟ ରେଫରେନ୍ସ |
അനാലോഗ്,ଆନାଗଲଗ୍ |
അനലോഗ് അഡെർ,ଆନାଗଲ୍ ଆଡର୍ |
അനലോഗ് ചാനൽ,ଆନାଗଲ୍ ଚ୍ୟାନେଲ୍ |
അനലോഗ് കമ്പ്യൂട്ടർ,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
അനലോഗ് കൺവെർട്ടർ,ଆନାଗଲ୍ କନଭର୍ଟର |
അനലോഗ് ഡാറ്റ,ଆନାଗଲ୍ ଡାଟା |
അനലോഗ് ഡിവൈഡർ,ଆନାଗଲ୍ ଡିଭାଇଡର୍ |
അനലോഗ് ഫെസിലിറ്റി ടെർമിനൽ,ଆନାଗଲ୍ ସୁବିଧା ଟର୍ମିନାଲ୍ |
"അനലോഗ് ഫംഗ്ഷൻ
 വൈദുതോല്പാദനയന്തം","ଆନାଗଲ୍ ଫଙ୍କସନ୍ |
 ଜେନେରେଟର"
അനലോഗ് സംയോജനം,ଆନାଗଲ୍ ଏକୀକରଣ |
അനലോഗ് ഗുണിതം,ଆନାଗଲ୍ ମଲ୍ଟିୱାର୍ଡ |
അനലോഗ് പ്രോഗ്രാമിംഗ്,ଆନାଗଲ୍ ପ୍ରୋଗ୍ରାମିଂ |
അനലോഗ് സ്കെയിലിംഗ്,ଆନାଗଲ୍ ସ୍କେଲିଂ |
അനലോഗ് സിഗ്നൽ,ଆନାଗଲ୍ ସିଗନାଲ୍ |
അനലോഗ് സിമുലേഷൻ,ଆନାଗଲ୍ ସିମୁଲେସନ୍
അനലോഗ് സ്വിച്ച്,ଆନାଗଲ୍ ସୁଇଚ୍ |
അനലോഗ് സിസ്റ്റം,ଆନାଗୋଲଗ୍ ସିଷ୍ଟମ୍ |
"ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
 കൺവെർട്ടർ","ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 Convercer"
"ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
 എൻകോഡർ","ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 ଏନକୋଡର୍ |"
അനലോഗ് ട്രാൻസ്മിഷൻ,ଆନାଗଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |
