Punjabi,Hindi
ਵਿਵਸਥਿਤ,समायोज्य
ਪ੍ਰਵੇਸ਼,प्रवेश्यता
ਸੋਸ਼ਣ,अधिशोषण
ਅੱਗੇ,अग्रगत
ਪ੍ਰਗਤੀਸ਼ੀਲ,प्रगामी
"ਆਕਾਸ਼ੀ, ਹਵਾ (ਵੀ.), ਏਰੀਅਲ (ਐਡੀ.)","आकाशी, वायव (वि.), एरियल (सं.)"
ਐਂਟੀਨਾ ਸਟ੍ਰੀਮ,ऐन्टेना धारा
ਹਵਾਈ ਸਰਵੇਖਣ,आकाशी सर्वेक्षण
ਹਵਾ ਦੀ ਗਤੀ,वायव वेग
ਐਰੋਡਾਇਨਾਮਿਕ ਗੁਣਾਂਕ,वायुगतिक गुणांक
ਐਰੋਡਾਇਨਾਮਿਕ,वायुगतिक
ਐਰੋਡਾਇਨਾਮਿਕਸ,वायुगतिकी
ਏਅਰੋਨੌਟਿਕਲ,वैमानिक
ਐਰੋਨਾਟਿਕਸ,वैमानिकी
ਹਵਾ ਦੀ ਨਬਜ਼,वायुस्पंद
"ਵਾਯੂਮੰਡਲ, ਗੈਸੋਸਫੀਅਰ","वातमंडल, गैसमंडल"
ਫੋਕਸ ਸਿਸਟਮ,अफोकसी तंत्र
ਵਾਪਸ ਇਗਨੀਸ਼ਨ,पश्च ज्वलन
ਵਾਪਸ ਰੋਸ਼ਨੀ,पश्च दीप्ति
ਉਲਝਣ,उत्तरघात
"ਉਮਰ, ਉਮਰ, ਉਮਰ, ਯੁੱਗ (ਐਡੀ.), ਸਮੇਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ (ਵਰਤ.), ਸਮਾਂ, ਸਮੇਂ ਦੁਆਰਾ ਪ੍ਰਭਾਵਿਤ ਹੋਣ ਲਈ","वय, आयु, उम्र, युग (सं.), कालप्रभावित करना (क्रि.), काल, कालप्रभावित होना"
ਸਮਾਂ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ,कालप्रभावित
"ਬੁਢਾਪਾ, ਬੁਢਾਪਾ","कालप्रभावन, जरण"
ਸਮਾਂ ਪ੍ਰਭਾਵ,कालप्रभावन
ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ,कालप्रभावन परीक्षण
ਗੰਭੀਰਤਾ ਰਹਿਤ,गुरुत्वहीन
ਸੁਲ੍ਹਾ,संधान
"ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ","वायुवाहित रेडार, हवाई रेडार"
"ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ","वायुवर्ती लक्ष्य, हवाई लक्ष्य"
ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ,"वायुश्वासी, वायुश्वसित्र"
ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ,वातानुकूलन
ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,वायुक्रोडी ट्रांसफार्मर
ਜਹਾਜ਼,वायुयान
ਅਲਾਈਨਮੈਂਟ,संरेखण
ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ,सरेखण त्रुटि
ਲਾਈਵ ਸਰਕਟ,सजीव परिपथ
ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ,संपूर्ण कांच नलिका
ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ,संपूर्ण धातुनलिका
ਠੀਕ ਕਰਨ ਲਈ,नियत करना
"ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)","मिश्रातु (सं.), मिश्रात्वन (क्रि.)"
ਮਿਸ਼ਰਤਵਨ,मिश्रात्वन
ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ,सर्वव्यापी माध्यम
ਓਮਨੀ ਐਂਟੀਨਾ,सर्वतरंग ऐन्टेना
ਅਲਮੈਨਕ,पंचांग
ਅਲਫ਼ਾ,ऐल्फा
ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ,ऐल्फा-सक्रियता
ਅੱਖਰ ਅੰਕੀ,अक्षरांकीय
ਅਲਫ਼ਾ ਰੇ,ऐल्फा किरण
ਬਦਲੋ,परिवर्तन
"ਬਦਲਵਾਂ, ਬਦਲਵਾਂ","एकांतर, प्रत्यावर्ती"
ਅਲਟਰਨੇਟਰ,प्रत्यावर्तित्र
ਅਲਟੀਮੀਟਰ,तुंगतालेखी
ਅਲਟੀਮੀਟਰ,तुंगतामापी
ਅਲਟਾਈਮੇਟਰੀ,तुंगतामापिकी
"ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ","तुंगता, उंचाई, उन्नतांश, शीर्षलम्ब"
ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU),अंकगणित तर्क एकक (ए एल यू)
amaget ਨਿਯਮ,एमागेट नियम
ਵਾਤਾਵਰਣ,परिवेश
amicron,एमाइक्रोन
ammeter,ऐमीटर
ਐਂਪੀਅਰ,ऐम्पियर
ਐਂਪੀਅਰ-ਲਾਅ,ऐम्पियर-नियम
amphibian ion,उभयावेशी आयन
ਵਾਧਾ,प्रवर्धन
ਐਂਪਲੀਫਾਇਰ,प्रवर्धक
"ਕੋਣ, ਮਾਪ","कोणांक, आयाम"
a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ),ए. एम. यू. (परमाणु संहति मात्रक)
ਅਨੁਕੂਲ,अनुरूप
ਸਮਾਨਤਾ,सादृश्य
ਵਿਸ਼ਲੇਸ਼ਕ,विश्लेषक
ਵਿਸ਼ਲੇਸ਼ਣ,विश्लेषण
ਵਿਸ਼ਲੇਸ਼ਣੀ,विश्लेषीय
ਗੈਰ-ਪੁਆਇੰਟ,अन-अबिन्दुक
ਅਸਧਾਰਨ,अन-अबिंदुकता
ਅਤੇ ਦਰਵਾਜ਼ਾ,तथा द्वार
ਗੈਰ-ਧੁਨੀ,अप्रतिध्वनिक
ਅਸਧਾਰਨ ਲਚਕਤਾ,विषम प्रत्यास्थता
ਨਿਹਾਈਡ੍ਰਸ,निर्द्रव
ਕੋਣ,कोण
ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ,ऐंग्स्ट्रम मात्रक
ਕੋਣੀ,कोणीय
protractor vernier,कोणमापी वर्नियर
ਵਿਵਾਦਪੂਰਨ,अप्रसंवादी
ਬੇਇੱਜ਼ਤੀ,अप्रसवादिता
ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ,अशैथिल्य चुंबकन
ਢਿੱਲੀ,अशिथिलित
anion,ऋणायन
ਅਸਮਿਤ,असमविम
ਆਈਸੋਟ੍ਰੋਪਿਕ,विषमदैशिक
isotropism,विषमदैशिकता
ਮਿਟਾਉਣਾ,विलोपन
ਸਾਜ਼ਿਸ਼ਕਰਤਾ,आख्यापित्र
ਐਨੋਡ,ऐनोड
anodization,ऐनोडीकरण
ਅਸੰਗਤ,अंसगत
ਆਪਟੀਕਲ ਸਿਸਟਮ,प्रकाशयंत्रहीन तंत्र
ਐਂਟੀਨਾ,ऐन्टेना
ਐਂਟੀਬੇਰੀਅਨ,ऐन्टिबेरियॉन
ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ,बंधन विरोधी गुणधर्म
ਵਿਰੋਧੀ ਬਾਂਡ,प्रति-आबंधन
ਉਲਟ ਸ਼ਕਤੀ,प्रतिलोह विद्युत
ਡਾਇਮੈਗਨੈਟਿਕ,प्रतिलोहचुंबकीय
ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ,प्रतिलोहचुबकीय पदार्थ
ਸਾੜ ਵਿਰੋਧੀ,प्रतिकूहाकारक
ਐਂਟੀਗ੍ਰੈਵਿਟੀ,प्रतिगुरुत्व
antilamda ਕਣ,प्रतिलेम्डा कण
ਐਲੇਲੈਪਟਨ,ऐल्टीलेप्टॉन
ਡਾਇਮੈਗਨੈਟਿਕ,प्रतिचुंबकीय
ਐਂਟੀਮੈਟਰ,ऐन्टिद्रव्य
ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ,मिसाइल विरोधी
antineutron,ऐन्टिन्यूट्रॉन
pulsating,प्रस्पंद
antinucleon,प्रतिन्यूक्लिऑन
ਵਿਰੋਧੀ ਕਣ,प्रतिकण
ਐਂਟੀਪ੍ਰੋਟੋਨ,प्रतिप्रोटॉन
ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ,परावर्तनरोधी
ਵਿਰੋਧੀ ਸਮਰੂਪ,प्रतिसममित
ਗੈਰ-ਆਵਰਤੀ,अनावर्ती
anachronism,अनावर्तिता
perforated ਸਕੈਨਿੰਗ ਡਿਸਕ,छिद्रित क्रमवीक्षण डिस्क
ਦੁਆਰਕ,द्वारक
"ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ","शीर्ष, शिखर, अग्रक"
"ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ","सूर्योच्च, रवि उच्च, अपसौर"
ਉਦਾਸੀਨ ਕਿਨਾਰੀ,अविपथी लेस
ਗੈਰ ਤਰਸਯੋਗ,अविपथी
ਗੈਰ-ਅਯੋਗਤਾ,अविपथिता
ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ,अति अवर्णी
"ਜ਼ਮੀਨ-ਉੱਚਾ, apogee","भूमि-उच्च, अपभू"
"ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ","अध्रुवी, परिध्रुवी"
parapolarity,परिध्रुविता
ਡਿਵਾਈਸ,उपकरण
"ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ","आभासी, दृष्ट"
ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ,दृष्ट सूर्य
ਵਿਜ਼ੂਅਲ ਸਮਾਂ,दृष्ट समय
ਉਭਰਦੀ ਦਿੱਖ,"उदभावी, प्रकटन"
ਐਪਲੀਕੇਸ਼ਨ,अनुप्रयुक्ति
ਲਾਗੂ ਹੋਣ,अनुप्रयोज्यता
ਲਾਗੂ ਕੀਤਾ,अनुप्रयुक्त
ਦੇਖਣਯੋਗ,सुप्रेक्ष्य
ਪਹੁੰਚ,उपगमन
"ਨੇੜੇ, ਲਗਭਗ","सन्निकट, लगभग"
ਲਗਭਗ,सन्निकटन
ਭਾਫ਼ ਦਾ ਦਬਾਅ,वाष्प दाब
ਸਵੈ-ਇੱਛਤ,स्वेच्छ
"ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ","आर्क भट्टी, चाप भट्टी"
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,आर्किमीडीज़ का नियम
ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ,स्थापत्य ध्वानिकी
ਚਾਪ ਲੈਂਪ,आर्क लैंप
ਚਾਪ-ਸਪੈਕਟ੍ਰਮ,आर्क-स्पेक्ट्रम
"ਖੇਤਰ, ਖੇਤਰ","क्षेत्र, क्षेत्रफल"
"ਖੇਤਰੀ, ਖੇਤਰੀ","क्षेत्रफलीय, क्षेत्रीय"
"ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ","बाहु, भुजा, शाखिका"
ਸ਼ੁਕੀਨ,आमेचर
"ਐਰੇ, ਐਰੇ","व्यूह, सरणी"
ਪ੍ਰਾਪਤਕਰਤਾ,प्रग्राही
ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ,उच्चारण स्पष्टता
ਸਿੰਥੈਟਿਕ,कृत्रिम
ਨਕਲੀ ਤਬਦੀਲੀ,कृत्रिम तत्वांतरण
ਚੜ੍ਹਦਾ,आरोही
ਚੜ੍ਹਾਈ,तारारोहण
ਚੜ੍ਹਨਾ,आरोहांक
ਅਗੋਲੀ,अगोली
ਏਕੀਕਰਨ,अगोलीकरण
ਦਾ ਸੈੱਟ,समुच्चय
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","समुच्चय करना, समुच्चयन"
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","समुच्चय, समुच्चयन, कोडांतरण"
ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ,परिशुद्धता आकलन
ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण
"ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ","संबंद्ध, सहचारी, संगुणित"
ਸਵਰ ਆਵਾਜ਼,स्वरावृत्ति
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,स्वचलित बहुकंपित्र
ਅਸਥਨਿਕ,अस्थैतिक
"ਪਰਹੇਜ਼, ਅਜੀਬਤਾ","अबिन्दुकता, एस्टिग्मेटिज्म"
ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ,अंतरिक्ष यात्रा इलेक्ट्रॉनिकी
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,खगोलमिति
ਪੁਲਾੜ ਯਾਤਰੀ,अंतरिक्षयात्री
ਖਗੋਲ ਵਿਗਿਆਨੀ,खगोलज्ञ
ਆਕਾਸ਼ੀ,खगोलीय
ਖਗੋਲ ਵਿਗਿਆਨ,खगोलिकी
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,खगोल भौतिकी
ਅਸਮਿਤ,असममित
asymptotic,अनंतस्पर्शी
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,उपगामी
ਅਸਿੰਕ੍ਰੋਨਸ,अतुल्यकालिक
"ਮਾਹੌਲ, ਮਾਹੌਲ","वायुमंडल, परिमंडल"
ਵਾਯੂਮੰਡਲ,वायुमंडलीय
ਹਵਾ ਦੀ ਗੜਬੜ,वायु-विद्युत क्षोभ
ਪ੍ਰਮਾਣੂ,परमाणु
ਪਰਮਾਣੂ,परमाण्वीय
ਪਰਮਾਣੂ,परमाणुकता
ਪ੍ਰਮਾਣੂ ਪੁੰਜ,परमाणु संहति
ਪਰਮਾਣੂ ਨੰਬਰ,परमाणु क्रमांक
"ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ","परमाणु-रिऐक्टर, परमाणु पाइल"
ਪਰਮਾਣੂ,परमाण्विक
ਕਣ,कणन
ਕਣ,कणित्र
ਧਿਆਨ,"क्षीणन, क्षीणता"
"ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ","क्षीणकारी, क्षीणक"
ਸੁਹਜ,आकर्षण
ਖਿੱਚ ਦੀ ਤਾਕਤ,आकर्षण बल
ਸੁਣਨਯੋਗਤਾ,श्रव्यता
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,श्रव्य आवृत्ति-प्रवर्धक
ਸੁਣਨਯੋਗ,श्रव्य
ਆਡੀਓ ਜਨਰੇਟਰ,श्रव्यजनित्र
ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ,श्रव्यता आलेख
ਸੁਣਨ ਵਿਗਿਆਨ,श्रवण विज्ञान
ਆਡੀਓਮੀਟਰ,श्रव्यतामापी
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ ਔਸਿਲੇਟਰ,श्रव्य आवृत्ति-दोलक
ਧੁਨੀ ਸੰਕੇਤ,ध्वनि सिग्नल
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ,दृश्य-श्रव्य
"ਆਡੀਟੋਰੀਅਮ, ਆਡੀਟੋਰੀਅਮ","ऑडिटोरियम, सभाभवन"
OZ ਪ੍ਰਭਾਵ,ओज़ए प्रभाव
ਤਰੱਕੀ,संवर्धन
ਵਧਾਉਣ ਵਾਲਾ,संवर्धक
ਧਰੁਵੀ ਲਾਟ,ध्रुवीय ज्योति
ਦੱਖਣੀ ਧਰੁਵੀ ਲਾਟ,दक्षिण ध्रुवीय ज्योति
ਉੱਤਰੀ ਧਰੁਵੀ ਲਾਟ,उत्तर ध्रुवीय ज्योति
ਆਟੋਮੈਟਿਕ ਚੇਤਾਵਨੀ,स्वचालित सचेतक
ਆਟੋ ਸਮਾਨੰਤਰ,स्वतः समांतरित्र
"ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ","आत्मचालित, स्वचालित, स्वतः"
"ਆਟੋਮੇਸ਼ਨ, ਆਟੋਮੇਸ਼ਨ","स्वचालन, स्वचालित यंत्र"
"ਸਹਾਇਕ, ਸਹਿਕਾਰੀ, ਵਾਧੂ","सहायक, सहकारी, अतिरिक्त"
"ਅਵਦਾਵਾ, ਅਵਦਾਵਾ","अवधाव, ऐवेलांश"
"ਮਤਲਬ, ਮਤਲਬ","औसत, माध्य"
ਪਰਿਵਾਰ,परिवर्जन
ਧੁਰੀ,अक्षीय
ਧੁਰਾ,अक्ष
ਅਜ਼ੀਮਥ,दिगंश
ਅਜ਼ੀਮਥ,दिगंशीय
ਵਾਪਸ,पश्च
"ਪਿਛੋਕੜ, ਪਿਛੋਕੜ","पृष्ठभूमि, पृष्ठभूमिक"
"ਪਿਛਾਂਹ, ਪਿਛੇ","पिच्छद, पश्चगमन"
ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ,प्रतिवर्तन
ਵਾਪਸ ਵੋਲਟੇਜ ਪਲਸਰ,पश्चडोल वोल्टता स्पंदक
ਪੋਸਟ-ਰਿਸ਼ਤਾ,पश्च-पश्च-संबंधन
ਅਦਾਇਗੀ,पूर्तिकर
ਵਿਰੋਧੀ ਵੋਲਟੇਜ,विरोधी वोल्टता
ਪਿਛਲਾ ਖਿੰਡਾ,पश्चवर्ती प्रकीर्णन
ਵਿਚਕਾਰਲੀ ਲਹਿਰ,अंतराली तरंग
ਇੰਸੂਲੇਟਰ,कुचालक
ਪੈਰਾਸ਼ੂਟ ਛਾਲ,पैराशूट सहित कूद पड़ना
ਹੀਟਿੰਗ,तपन
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष"
ਸੰਤੁਲਨ,संतोलक
ਸੰਤੁਲਨ,संतुलन
ਗਲੋਬਿਊਲ,गोलात चुबक
"ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ","प्राक्षेपिक, प्राक्षेपिकीय"
"ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ","प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर"
ਮਿਜ਼ਾਈਲ,प्रक्षेपास्त्र
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","प्राक्षेपिकी, अस्त्र विज्ञान"
ਪ੍ਰੋਜੈਕਸ਼ਨ,प्रक्षेप
ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ,मुक्त प्रक्षेप पथ
"ਗੁਬਾਰਾ, ਗੁਬਾਰਾ","बैलून, गुब्बारा"
balmer ਬੰਦ,बामर-असातत्य
"ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ","पट्ट, पट्टी, बैंड .दल"
ਧਮਾਕਾ,धमाका
"ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ","व्यूह, पुंज, किनारा, बैंक, तट"
"ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ","स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा"
bardeen ਅਸੂਲ,बारडीन सिद्धांत
barkhausen ਪ੍ਰਭਾਵ,बार्कहाउज़एन प्रभाव
ਬਾਰਲੋ ਚੱਕਰ,बार्लो चक्र
ਪੱਟੀ ਚੁੰਬਕ,दंड चुबंक
ਕੋਠੇ,बार्न
ਹਵਾ ਦਾ ਦਬਾਅ ਗ੍ਰਾਫ,वायुदाब-आलेख
"barograph, barograph","वायुदाबलेखी, बैरोग्राफ"
ਬੈਰੋਮੀਟਰ,वायुदाबमापी
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,वायुदाबमिति
"cosmos, baromosphere","कर्षमंडल, बैरोमंडल"
ਪੈਂਡੂਲਮ ਪੈਂਡੂਲਮ,दंड लोलक
"ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ, ਪ੍ਰਮਾਣੂ ਰੁਕਾਵਟ","रोध, रोधिका, नाभिकीय रोधिका"
ਰੁਕਾਵਟ ਦਾ ਪੱਧਰ,रोधिका स्तर
ਬੈਰੀਅਨ,बरिऑन
ਗੁਰੂਮੰਡਲ,गुरुमंडल
ਅਧਾਰ ਬੈਂਡ,आधार बैंड
"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ, ਖਾਰੀ","आधारीय, मूल, क्षारीय"
ਅਧਾਰ,आधारक
"ਗਣਨਾ, ਟੀਮ ਦਾ ਗਠਨ","गणन, दल रचना"
"ਟੋਆ, ਟੋਆ, ਹੀਟਰ, ਗਰਮ ਕਰਨ ਵਾਲਾ ਘੜਾ, ਇਸ਼ਨਾਨ","कुंड, कुंडिका, ऊष्मक, तापन-पात्र, बाथ"
ਬੈਟਰੀ,बैटरी
"ਐਰੇ ਖੰਡ, ਚੈਂਬਰ, ਬੇ","व्यूह खंड, कक्ष, खाड़ई"
ਪ੍ਰਦਰਸ਼ਨੀ,प्रदर्श
ਕਿਬਾਨ,कीबन
"ਮਨਿਕਾ, ਬੀਡ","मणिका, बीड"
