Bengali,English
পঞ্জিকা,almanac
আলফা,alpha
আলফা-ক্রিয়াকলাপ,alpha-activity
আলফানিউমেরিক,alphabetical
আলফা রশ্মি,alpha ray
পরিবর্তন,alteration
"বিকল্প, বিকল্প",alternating
বিকল্প,alternator
altimeter,altigraph
altimeter,altimeter
অলটাইমেট্রি,altimetry
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা",altitude
অ্যারিথমেটিক রিজনিং ইউনিট (ALU),ALU (Arithmatic Logic Unit)
amaget নিয়ম,Amagat law
পরিবেশ,ambient
অ্যামিক্রন,amicron
অ্যামিটার,amméter
অ্যাম্পিয়ার,ampere
অ্যাম্পিয়ার-ল,Ampere's rule
উভচর আয়ন,amphoteric ion
পরিবর্ধন,amplification
পরিবর্ধক,amplifier
"কোণ, মাত্রা",amplitude
ক এম.উ. (পারমাণবিক ভর একক),a. m. u. (atomic mass unit)
উপযুক্ত,analog (=analogue)
সাদৃশ্য,analogy
বিশ্লেষক,analyser
বিশ্লেষণ,analysis
বিশ্লেষণাত্মক,analytical
অ-বিন্দু,anastigmatic
অস্বাভাবিক,anastigmatism
এবং দরজা,AND gate
অ শাব্দিক,anechoic
অস্বাভাবিক স্থিতিস্থাপকতা,anelasticity
নির্জল,aneroid
কোণ,angle
অ্যাংস্ট্রম ইউনিট,Angstrom unit
কৌণিক,angular
প্রটেক্টর ভার্নিয়ার,angular vernier
বিতর্কিত,anharmonic
অসম্মান,anharmonicity
অ্যাক্রোম্যাটিক চুম্বকীয়করণ,anhysteresis
শিথিল,anhysteretic
anion,anion
অপ্রতিসম,anisodimensional
আইসোট্রপিক,anisotropic
আইসোট্রপিজম,anisotropy
মুছে ফেলা,annihilation
বর্ণনাকারী,annunciator
অ্যানোড,anode
anodization,anodize
অসামঞ্জস্যপূর্ণ,anomalous
অপটিক্যাল সিস্টেম,anoptic system
অ্যান্টেনা,antenna
antiberion,antibaryon
বিরোধী বন্ধন সম্পত্তি,antibinding property
পাল্টা বন্ড,anitibonding
বিপরীত শক্তি,antiferroelectricity
ডায়ম্যাগনেটিক,antiferromagnetic
ডায়ম্যাগনেটিক উপাদান,antiferromagnetics
প্রদাহ বিরোধী,antifoggant
বিরোধী মাধ্যাকর্ষণ,antigravity
antilamda কণা,anti-lambda particle
এলিলেপ্টন,anti-lepton
ডায়ম্যাগনেটিক,antimagnetic
প্রতিপদার্থ,antimatter
ক্ষেপণাস্ত্র বিরোধী,antimissile
অ্যান্টিনিউট্রন,antineutron
স্পন্দনশীল,antinode
অ্যান্টিনিউক্লিয়ন,antinucleon
প্রতিকণা,antiparticle
অ্যান্টিপ্রোটন,antiproton
প্রতিফলক,antireflection
প্রতিসম,antisymmetric
অ পুনরাবৃত্ত,aperiodical
anachronism,aperiodicity
ছিদ্রযুক্ত স্ক্যানিং ডিস্ক,apertural disc
দ্বারক,aperture
"শীর্ষ, শীর্ষ, সামনে",apex
"সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর",aphelion
উদাসীন লেইস,aplanat
অ করুণ,aplanatic
অ-অক্ষমতা,aplanatism
খুব অ্যাক্রোমেটিক,apochromatic
"land-high, apogee",apogee
"nonpolar, circumpolar",apolar
parapolarity,apolarity
যন্ত্র,apparatus
"ভার্চুয়াল, ভিজ্যুয়াল",apparent
দৃশ্যমান সূর্য,apparent sun
চাক্ষুষ সময়,apparent time
উদ্ভূত চেহারা,appearance
আবেদন,appliance
প্রযোজ্যতা,applicability
প্রয়োগ করা,applied
পর্যবেক্ষণযোগ্য,appreciable
পন্থা,approach
"কাছাকাছি, প্রায়",approximate
অনুমান,approximation
বাষ্পের চাপ,aqueous tension
স্বেচ্ছায়,arbitrary
"চাপ চুল্লি, চাপ চুল্লি",arc furnace
আর্কিমিডিসের আইন,Archimedes principle
স্থাপত্য শাব্দবিদ্যা,architectural acoustics
চাপ বাতি,arc lamp
আর্ক-স্পেকট্রাম,arc spectrum
"এলাকা, এলাকা",area
"আঞ্চলিক, আঞ্চলিক",areal
"হাত, বাহু, শাখা",arm
অপেশাদার,armature
"অ্যারে, অ্যারে",array
রিসিভার,arrester
উচ্চারণ স্বচ্ছতা,articulation
সিন্থেটিক,artificial
কৃত্রিম রূপান্তর,artificial transmutation
আরোহী,ascending
আরোহণ,ascension of the star
আরোহণ,ascent
আগলি,aspheric
সমষ্টি,aspherizing
এর সেট,assemblage
"সমাবেশ, সমাবেশ",assemble
"একত্রিত করা, একত্রিত করা, একত্রিত করা",assembly (=assemblage)
নির্ভুল অনুমান,assessment of accuracy
নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন,assigned assignment (of quantum numbers)
"সম্পর্কিত, সহযোগী, সংঘবদ্ধ",associated
স্বরধ্বনি,assonance
স্বয়ংক্রিয় মাল্টিভাইব্রেটর,astable multivibrator (=free running multivibrator)
অ্যাস্থেনিক,astatic
"পরিহার, দৃষ্টিভঙ্গি",astigmatism
মহাকাশ ভ্রমণ ইলেকট্রনিক্স,astrionics
জ্যোতির্পদার্থবিদ্যা,astrometry
মহাকাশচারী,astronaut
জ্যোতির্বিজ্ঞানী,astronomer
স্বর্গীয়,astronomical
জ্যোতির্বিদ্যা,astronomy
জ্যোতির্পদার্থবিদ্যা,astrophysics
অপ্রতিসম,asymmetrical
অ্যাসিম্পোটিক,asymptote
উত্তেজক,asymptotic
অ্যাসিঙ্ক্রোনাস,asynchronous
"বায়ুমণ্ডল, বায়ুমণ্ডল",atmosphere
বায়ুমণ্ডলীয়,atmospheric
বায়ু অশান্তি,atmospherics
পারমাণবিক,atom
পারমাণবিক,atomic
পারমাণবিকতা,atomicity
পারমাণবিক ভর,atomic mass
পারমাণবিক সংখ্যা,atomic number
"পারমাণবিক চুল্লি, পারমাণবিক গাদা",atomic reactor (=atomic pile)
পারমাণবিক,atomistic
কণা,atomization
কণা,atomizer
ক্ষয়,attenuation
"attenuating, attenuating",attenuator
কবজ,attraction
আকর্ষণ শক্তি,attractive forces
শ্রবণযোগ্যতা,audibility
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,audio-amplifier
শ্রবণযোগ্য,audio
অডিও জেনারেটর,audio generator
শ্রবণযোগ্যতা গ্রাফ,audiogram
শ্রবণ বিজ্ঞান,audiology
অডিওমিটার,audiometer
শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর,audio oscillator
শব্দ সংকেত,audio signal
অডিও-ভিজ্যুয়াল,audiovisual
"অডিটোরিয়াম, অডিটোরিয়াম",auditorium
ওজেড ইফেক্ট,Auger effect
পদোন্নতি,augmentation
বর্ধক,augmentor
মেরু শিখা,aurora
দক্ষিণ মেরু শিখা,aurora australis
উত্তর মেরু শিখা,aurora borealis
স্বয়ংক্রিয় সতর্কতা,autoalarm
স্বয়ংক্রিয় সমান্তরালকারী,autocollimator
"স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়",automatic
"অটোমেশন, অটোমেশন",automation
"সহকারী, সমবায়, অতিরিক্ত",auxiliary
"অবদাভা, তুষারপাত",avalanche
"মানে, মানে",average
পরিবার,avoidance
অক্ষীয়,axial
অক্ষ,axis
আজিমুথ,azimuth
আজিমুথ,azimuthal
পেছনে,back
"পটভূমি, পটভূমি",background
"পশ্চাৎপদ, পশ্চাৎপদ",backlash
পরিবর্তন,backout
ব্যাক ভোল্টেজ পালসার,back swing voltage pulser
সম্পর্ক পরবর্তী,back to back connection
প্রতিদান,back up
বিরোধী ভোল্টেজ,back voltage (Freverse voltage)
পোস্টেরিয়র স্ক্যাটারিং,backward scattering
অন্তর্বর্তী তরঙ্গ,back wave (=spacing wave)
অন্তরক,bad conductor
প্যারাশুট জাম্প,bail out
গরম করার,bakeout
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য",balance
ব্যালেন্সার,balancer
ভারসাম্য,balancing
গ্লাবুল,ball ended magnet
"ব্যালিস্টিক, ব্যালিস্টিক",ballistic
"প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার",ballistic galvanometer
মিসাইল,ballistic missile
"ব্যালিস্টিক, অস্ত্র",ballistics
অভিক্ষেপ,ballistic throw
বিনামূল্যে পথচলা,ballistic trajectory
"বেলুন, বেলুন",balloon
balmer discontinuity,Balmer discontinuity
"ব্যান্ড, ব্যান্ড, ব্যান্ড",band
বিস্ফোরণ,bang
"অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল",bank
"কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন",bar
বারদিন নীতি,Bardeen theory
বারখাউসেন প্রভাব,Barkhausen effect
বারলো চক্র,Barlow's wheel
বার চুম্বক,bar magnet
শস্যাগার,barn
বায়ু চাপ গ্রাফ,barogram
"barograph, barograph",barograph
ব্যারোমিটার,barometer
বায়ুমণ্ডলীয় চাপ,barometry
"cosmos, baromosphere",barosphere
পেন্ডুলাম,bar pendulum
"বাধা, পারমাণবিক, পারমাণবিক বাধা",barrier
বাধা স্তর,barrier layer (rectifier)=blocking layer -depletion layer =space charge layer
বেরিয়ন,baryon
গুরুমন্ডল,barysphere
বেস ব্যান্ড,base band
"মৌলিক, মৌলিক, ক্ষারীয়",basic
ভিত্তি,basis
"গণনা, দল গঠন",batching
"কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান",bath
ব্যাটারি,battery
"অ্যারে সেগমেন্ট, চেম্বার, উপসাগর",bay
প্রদর্শনী,B-display
কিবন,beacon
"মানিকা, বিড",bead
"মরীচি, মরীচি, মরীচি, ট্রাম্প",beam
"ডিকম্যান, ডিকন",bearing
"dole, vispand",beat
বেকারেল প্রভাব,Becqueral effect
বেল জার,bell jar
বেল,bellow
বেল ঘড়ি,bell shaped
"বেদিকা, বেঞ্চ",bench
"মোড, বাঙ্ক (সম্পাদনা), বাঁক (v.)",bend
ব্যাংকান,bending
"bent, bent",bent
বার্নোলি-সমীকরণ,Bernoulli's equation
বেসাল-ফাংশন,Bessel function
সেরা আনুগত্য,best fit
বিটা (খ),beta (भ्)
betatron,betatron
মডেল,Bethe's model
বিভাট্রন,bevatron
বিএইচ বক্ররেখা,B-H curve
দ্বিভুজাকার,biangular
"পক্ষপাত, পক্ষপাত",bias
দ্বি-অক্ষীয়,biaxial
বিক্রোমেট কোষ,bichromate cell
অভিবতাল,biconcave
ডবল অ্যান্টেনা,biconical aerial
দ্বিকনভেক্স,biconvex
"দ্বি-স্ফটিক, দ্বৈত-স্ফটিক",bicrystal
দ্বিমুখী মাইক্রোফোন,bidirectional microphone
দ্বিপদী মডেল,bifactor model
ডিপ্লয়েড,bifilar
দ্বিপাক্ষিক,bilateral
দ্বিরেখার,bilinear
বাইমোলিকুলার,bimolecular
"দ্বি-পরিবর্তনশীল, দ্বি-বেস, দ্বৈত",binary
"বাইনারি কোড, বাইনারি কোড",binary code
খেলা তারকা,binary star
বাইনারি পদ্ধতি,binary system
দ্বিপার্শ্ব,binaural
বন্ধন,binding
"বাইনোকুলার, বাইনোকুলার",binocular
বাইনারি,binode
দ্বিপদ ডিস্ট্রিবিউশন,binomial distribution
"দ্বিকেন্দ্রিক, দ্বিকেন্দ্রিক, দ্বিমুখী",binuclear
বায়োডাইনামিকস,biodynamics
জৈব ইলেকট্রনিক্স,bioelectronics
জীবপদার্থবিদ,biophysicist
জীবপদার্থবিদ্যা,biophysics
জৈবিক উপগ্রহ,biosatellite
"সিনেমাটোগ্রাফার, বায়োস্কোপ",bioscope
বায়ো-সাভার্ট নিয়ম,Biot-Savart'law
biphasic বর্তমান,biphase current
ডাইপোল,bipolar
"biprism, biprism",biprism
"biquartz, biquartz",biquartz
biphasic চরিত্র,bistable characteristics
দুই-পর্যায়ের মাল্টিভাইব্রেটর,bistable multivibrator
"দ্বোয়াঙ্ক* (বাইনারী সংখ্যা), বার্মিজ, আনি, টুক",bit
"কালো, কৃষ্ণ",black
কালো শরীর,black body
অদৃশ্য আলো,black light
timirayan রেডিও timirayan,black out
ইজেকশন পালস,black out pulse (=blanking pulse)
পক্ষপাত শেষ,black out voltage (=cut of bias)
কালো বিকিরণ,black radiation
"অসম্পূর্ণ, ফাঁকা",blank
আবরণ,blanketing
বাতিল,blanking
"বিস্ফোরণ, বিস্ফোরণ, দমকা",blast
"savika, bleeder, savi",bleeder
"ছদ্মবেশী, অন্ধ",blind
ব্লোচের উপপাদ্য,Bloch theorem
"ব্লক, ব্লক, ব্লক",blocking
"ঘা, ঘা, ঘা",blow
নীল প্রিন্ট,blue print
অস্পষ্টতা বৃত্ত,blur circle
অস্পষ্ট,blurred
"বল, গোলক, দুল",bob
"শরীর, বস্তু",body
শারীরিক ক্ষমতা,body capacitance
কেন্দ্রীভূত,body centred
"দেহ-তির্যক, শেষ-তির্যক",body diagonal
"বগি, অজানা সনাক্তকরণ (রাডার)",bogie
বোর প্রভাব,Bohr effect
বোর ম্যাগনেটন,Bohr magneton
"বয়লার, বয়লার",boiler
"ফুটন্ত, ফুটন্ত",boiling
বোল্টসম্যান সমীকরণ,Boltzmann equation
বোমারু ইলেকট্রন,bombarding electron
"আঘাতমূলক শক্তি, বোমা শক্তি",bombarding energy
বন্ধক,bond
"bonded, bonded, bonded",bonding
বর্ধক,booster
বোরন,boron
বোস-কণা,Bose particle
বোসন,boson
"লাফ, লাফ",bounce
আবদ্ধ,bound
"সীমা, সীমা (সম্পাদনা), প্রান্তিক (v.)",boundary
আবদ্ধ,bound
ধনু গজ,bow
পালতোলা তরঙ্গ,bow wave
বয়লার গরম করা,Boyle point
বয়েলের আইন,Boyle's law
বয়লার গরম করা,Boyle' temperature
বন্ধনী-শ্রেণী,Bracket series
ব্যাগ নিয়ম,Bragg law
জড়িত তার,braided wire
ব্রেক ক্লাস,braking orbit
ব্রামা কম্প্রেসার,Bramah press
শাখা,branching
"সাহসী জালি, সাহসী জালি",Bravais lattice
ব্রাস ব্রেজিং,braze
বিচ্ছেদ,break
সংযোগকারী বিরতি,break contact
"ফ্র্যাকচার ডায়োড, জেনার ডায়োড",breakdown diode
ফ্র্যাকচার,breaking
"ব্রিডার রিঅ্যাক্টর, ব্রিডার নিউক্লিয়ার ফার্নেস, ব্রিডার ফার্নেস",breeder reactor
প্রজনন,breeding
"retardant বিকিরণ, brastralung",bremsstrahlung
brewster-কোণ,Brewster angle
ব্রুস্টার ফ্রিজ,Brewster fringe
সেতু,bridge
সেতু বন্ধন,bridging
"উজ্জ্বল, উজ্জ্বল, ঝলমলে",bright
আলোক,brightening
তেজ,bright
"দ্যুতি, প্রভা",brightness
ব্রিলুওয়ান এলাকা,Brillouin zone
ব্রিটিশ স্ট্যান্ডার্ড মোমবাতি,British Standard Candle
ভঙ্গুর,brittle
ভঙ্গুরতা,brittleness
সম্প্রচার,broadcasting
বিশদ,broad
বিপরীতমুখী,broadside
ব্রগলি সূত্র,Broglie formula
খণ্ডিত,broken
ব্রাউনি গতি,Brownian motion
"কুচি, বুরুশ, কুর্চ, গুলম",brush
"বুদবুদ, বুদবুদ (সম্পাদনা), গর্জন (v.)",bubble
উদ্দীপনা,bubbling
পাল্টা ব্যবস্থা,bucking
সংকোচন,buckling
"amp-প্রতিরোধ, বাফার",buffer
ধ্বনিবিদ্যা,building acoustics
বর্ধন,build up
বাল্ব,bulb
আবির্ভূত,bulging
"আয়তন, বাল্ক, ভর, ভর, আয়তন",bulk
ভলিউম স্থিতিস্থাপকতা সহগ,bulk modulus
জনসংখ্যা সম্পত্তি,bulk property
সর্বোচ্চ তাপমাত্রা,bulk temperature
স্ফীতি,bump (in a curve)
"গুচ্ছ, গুচ্ছ (n.), to be clustered (ver.)",bunch
গুচ্ছ,buncher
বুনসেন সেল,Bunsen cell
উচ্ছ্বাস,buoy
"buoyancy, booyancy",buoyancy
বার্গার সার্কিট,Burger's circuit
চোরের ঘণ্টা,burglar alarm
"বার্নার, ইগনিটার",burner
সম্পূর্ণ ইগনিশন,burn out
"বিস্ফোরণ, বিস্ফোরণ, ফাটল",burst
লাইন ব্যস্ত,busy line
ব্যস্ত টোন,busy tone
গুঞ্জন,buzzer
বাইপাস,bypass
সার্কিট,bypassing
"সমুদ্রের তার, তার",cable
ক্যাডমিয়াম,cadmium
সিজিয়াম-কোষ,caesium cell
পাঞ্জর ডাইপোল,cage dipole
পাঞ্জার প্রভাব,cage effect
হিসাব করতে,calculate
ক্যালকুলেটর,calculator
ক্যালেন্ডার,calendar
"ক্রমাঙ্কন, ক্রমাঙ্কন, সংশোধন",calibrate
"ক্রমাঙ্কন গুণক, ক্রমাঙ্কন গুণক",calibration factor
ক্যালিপার,callipers
"কল ক্যালকুলেটর, টক ক্যালকুলেটর",call-meter
"তাপ (v.), ক্যালোরি (ed.)",caloric
"ক্যালোরিমিটার, ক্যালোরিমিটার",calorimeter
"ক্যালোরিমেট্রি, ক্যালোরিমিট্রি",calorimetry
ক্যামেরা,camera
"কুল্যা কিরণ, খাল কিরণ",canal rays
candela,candela
"মোমবাতি, মোমবাতি",candle
ক্যানোনিকাল,canonical
ক্যান্টিলিভার,cantilever
"টুপি, চাদর (সম্পাদনা), ইন্টারলেসিং (v.)",cap
ধারণ,capacitance
ক্যাপাসিটর,capacitor
"capillarity, capillarity",capillarity
"কৈশিক, কৈশিক",capillary
কৈশিক বল,capillary force
"ক্যাপসুল, ক্যাপসুল, ক্যাপসুল",capsule
ক্যাপচার,capture
কার্বন 14 সময়সূচী,carbon 14 dating
"মৌলিক বিন্দু, কার্ডিনাল সংখ্যা, গণনা সংখ্যা",cardinals
কার্নোর উপপাদ্য,Carnot's theorem
বাহক,carrier
কার্টেসিয়ান অক্ষ,Cartesian axes
কার্তুজ,cartridge
"সোপানি (ভি.), সোপানিপাত (সম্পাদনা)",cascade
অনুপ্রাণিত,catalysed
"বিপর্যয়, বিপর্যয়",catastrophe
লিমিটার ডায়োড,catching diode
"অর্থোমিটার, ক্যাথেটোমিটার",cathetometer
ক্যাথেট্রন,cathetron
ক্যাথোড,cathode
cation,cation
বিমিং পৃষ্ঠা,caustic surface
কোটর,cavity
"প্রান্তিক, আবরণ, ছেদ, সর্বোচ্চ সংখ্যা, আবরণ",ceiling
স্বর্গীয়,celestial
কোষ ধ্রুবক,cell constant
সিমেন্ট লেন্স,cemented lens
ফোকাস,centering
সেন্টিগ্রেড,centigrade
সেন্টিমিটার,centimeter
সেন্টিমিটার-গ্রাম-সেকেন্ড পদ্ধতি,centimeter gram second system
"কেন্দ্রীয়, কেন্দ্রীয়",central
কেন্দ্রীয় সম্পদ ইউনিট,central processing unit (C.P.U)
কেন্দ্র,centre
প্রান্তিককরণ কেন্দ্র,centre of collineation
মধ্য রশ্মি,centric ray
কেন্দ্রমুখী,centripetal
নিউক্লিয়াস,centroid
সিরামিক,ceramic
গ. ছোলা। থেকে। পদ্ধতি,c.g.s. system
সিরিয়াল ক্ষয়,chain decay
"ঘর, ঘর, ঘর",chamber
"সুযোগ, সুযোগ, সুযোগ",chance
পরিবর্তনশীল,changing
"চ্যানেল, চ্যানেল, চ্যানেল, জলপথ",channel
"চ্যানেলাইজেশন, চ্যানেলাইজেশন",channelling
"বিশৃঙ্খলা, বিশৃঙ্খলা",chaos
"চরিত্র, চরিত্র, চরিত্র",character
"চরিত্রগত, চরিত্রগত, চরিত্রগত, সমগ্র, চরিত্রগত",characteristic
"চার্জ, চার্জ, চার্জ, চার্জ",charge
চার্জার,charger
পূরণ,charging
চার্লস আইন,Charles' law
"চার্ট, চার্ট",chart
ফলো-আপ,chasing
"ফাঁড়ি, চ্যাসিস",chasis
"পরীক্ষা, পরীক্ষা",check
রাসায়নিক,chemical
কেমিলুমিনেসেন্স,chemi-luminescence
"শেভিং, চিপস, চিপস",chip
শ্রেণীবিহীন পরীক্ষা,chi-square test
"দম বন্ধ করা (খুঁটি), দম বন্ধ করা",choke
বিরতিহীন পরিবর্ধক,chopper amplifier
গ্রুপ সঙ্গীত,choral music
রঙিন,chromatic
পিগমেন্টেশন,chromaticity
পিগমেন্টেশন,chromaticness
পিগমেন্টেশন,chromastism
ক্রোমাটোগ্রাম,chromatograph
"কালারমিটার, ক্রোমোমিটার",chromometer
ক্রোমোফোর,chromophore
"ক্রোমোস্ফিয়ার, ক্রোমোস্ফিয়ার",chromosphere
"chronograph, chronograph, chronograph",chronograph
ক্রোনোমিটার,chronometer
"চলচ্চিত্র, চলচ্চিত্র",cinema
সিনেমাটোগ্রাফি,cinematography
"শূন্য, সাইফার",cipher (zero)
পুনরাবৃত্তি,circle in (=iris in)
সার্কিট,circuit
সার্কিটরি,circuitry
"বৃত্তাকার, বৃত্তাকার",circular
প্রচলন,circulating
"circulation, circulation",circulation
সংবহনকারী,circulator
পরিধিমূলক,circumferential
পারমাণবিক ইলেকট্রন,circumuclear electron
পরিভু স্যাটেলাইট,circumterrestrial satellite
বেসামরিক ফ্রিকোয়েন্সি ব্যান্ড,citizen's band
"পোশাক, দখল",cladding
বন্ধন,clamping
ক্লেপেয়ারন সমীকরণ,Clapeyron equation
"ক্লাসিক, ক্লাসিক, ক্লাসিক",classical
"ব্যবধান, অপসারণ (বিশেষণ)",clearance
খাঁজ,cleavage
জলবায়ু,climate
মাউন্ট,climb
"পাইরোমিটার, মেডিকেল থার্মোমিটার",clinical thermometer
ঘড়ির ভোল্টেজ,clock voltage
ঘড়ির কাঁটার দিকে,clockwise
বন্ধ সার্কিট,closed circuit
ক্লোজড সার্কিট টেলিভিশন,closed circuit television (=piped television)
"tightly packed, tightly packed",close packed
ভাল প্যাকেজ গঠন,close packed structure
নিকটতম পন্থা,closest approach
সর্বশেষ বস্তাবন্দী,closest packed
ঘনিষ্ঠ দৃশ্য,close-up (=close-up view)
"মেঘ, মেঘ, ঝাপসা, দাগ",cloud
গুচ্ছ,cluster
"মোটা, মোটা, অশোধিত, নিম্নমানের, অপরিশোধিত",coarse
ম্যাক্রো স্ফটিক,coarsely crystalline
"উপকূল, টার্গেট হাউস (রাডার)",coast
"আবরণ, আবরণ, আবরণ, আবরণ",coat
"আবরণ, আবরণ, আবরণ",coating
শান্ত করা,coaxial
"কোড, সাইন, কোড, কোড, কোড",code
কোডেড,coded
কোডিং পালস,coding pulse
গুণাঙ্ক,coefficient
সংযম,coercive
সাসপেন্স,coercivity
"affiliation, affiliation",coherence
"affiliated, attached",coherent
সংহতি,cohesion
সানসানজি,cohesional
রাশিফল,coil
কুণ্ডলীকৃত,coiled
"coiling, coil building, coiling",coiling
সমান,coincidence
ঠান্ডা,cold
নিম্ন তাপমাত্রা নির্গমন,cold emission
সাবথার্মাল নিউট্রন,cold neutron
ধ্বংস,collapsible state
"জামানত, শাখা, শাখা",collateral
"সমন্বয়কারী, সমন্বয়কারী, সংগ্রাহক",collator
সংগ্রহ,collection
"সমষ্টিগত, জনসংখ্যা",collective
"সংগ্রাহক, সংগ্রাহক, সংগ্রাহক",collector
সংঘর্ষকারী কণা,colliding particles
সমান্তরাল,collimate
"সমান্তরাল, একমুখী",collimated
সমান্তরাল বৃত্ত,collimator
প্রান্তিককরণ,collinear
প্রান্তিককরণ,collinearity
"সংঘর্ষ, সংঘর্ষ, সংঘর্ষ",collision
