Kannada,Gujarati
1. ಅಸಿಟೈಸೇಶನ್ 2. ವಿನೆಗರ್ ತಯಾರಿಸುವುದು 3. ಅಸಿಟಿಲಿನ್,1. એસિટાઈઝેશન 2. વિનેગર બનાવવું 3. એસિટિલેન
1. ಆಮ್ಲೀಕರಣ 2. ಆಮ್ಲೀಕರಣ,1. એસિડીકરણ 2. એસિડીકરણ
1. ಆಸಿಡೋಮೀಟರ್ 2. ಆಸಿಡಿಮೀಟರ್,1. એસિડિમીટર 2. એસિડિમીટર
ಆಮ್ಲೀಯತೆ,એસિડિટી
ಅಸಿಡೋಫೈಲ್,એસિડોફાઇલ
ಆಮ್ಲೀಕೃತ ರಾಕ್ ಫಾಸ್ಫೇಟ್,એસિડિફાઇડ રોક ફોસ્ફેટ
ಆಮ್ಲೀಕೃತ,એસિડિફાઇડ
ಜಲಚರ,જલભર
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವಿಕೆ,સંપાદન
ಎಕರೆ,એકર
1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ,1. વિસ્તાર 2. વિસ્તાર
ಎಂಡ್ ಪಾಯಿಂಟ್ ಕ್ರೋಮೋಸೋಮ್,અંતિમ બિંદુ રંગસૂત્ર
ಮುಂದೆ ನೋಡುವ,આગળ દેખાતું
ಅಕ್ರೋಸೋಮ್,એક્રોસમ
ಆಕ್ಟಿನೊಮೈಸೆಟ್ಸ್,એક્ટિનોમીસેટ્સ
ಸಕ್ರಿಯ ಕೋರ್,સક્રિય કોર
1. ಉಗ್ರ 2. ತೀವ್ರ,1. ગુસ્સે 2. તીવ્ર
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,અનુકૂલનક્ષમતા
ಗ್ರಾಹಕೀಕರಣ,કસ્ટમાઇઝેશન
1. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ 2. ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,1. સંલગ્નતા 2. સંલગ્નતા
ಮೇದಸ್ಸಿನ,સેબેસીયસ
ಹೊಂದಾಣಿಕೆ ಸಮೀಕರಣ,ગોઠવણ સમીકરણ
ಅಡೋಬ್ ಮಣ್ಣು,એડોબ માટી
ಕಲಬೆರಕೆ,ભેળસેળ કરનાર
ಅಪಸ್ಥಾನೀಯ,એક્ટોપિક
ಇಸಿಡಿಯೋಸ್ಪೋರ್ ಐಸಿಡಿಯಮ್ ಸ್ಪೋರ್,ઇસિડિયોસ્પોર ઇસિડિયમ બીજકણ
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಪ್ರಕ್ರಿಯೆ,એરોડાયનેમિક પ્રક્રિયા
ಕುಹರದ,વેન્ટ્રલ
ಗಾಳಿ ಹಾಕಲು,વાયુયુક્ત કરવું
1. ಗಾಳಿ 2. ಆಕಾಶಿ,1. હવા 2. આકાશી
1. ಏರೋಮೀಟರ್ 2. ಏರೋಮೀಟರ್ 3. ಏರೋಮೀಟರ್,1. એરોમીટર 2. એરોમીટર 3. એરોમીટર
ಏರೋಸಾಲ್,એરોસોલ
1. ಹೂಗೊಂಚಲು 2. ಬೇಸಿಗೆ ಸುಪ್ತ,1. પુષ્પવૃત્તિ 2. ઉનાળાની નિષ્ક્રિયતા
ರೋಗದ ವಿಜ್ಞಾನ,રોગનું વિજ્ઞાન
ಅರಣ್ಯೀಕರಣ,વનીકરણ
1. ತಳಮಳ 2. ಪ್ರಕ್ಷುಬ್ಧತೆ,1. આંદોલન 2. અશાંતિ
ಅಗ್ಮಾರ್ಕ್,એગમાર્ક
1. ಭೂಮಿಗೆ ಸಂಬಂಧಿಸಿದ 2. ಕೃಷಿ,1. જમીન સંબંધિત 2. કૃષિ
ಕೃಷಿ ಕ್ಲಿನಿಕ್,કૃષિ ક્લિનિક
1. ಕೃಷಿ ಕಾರ್ಮಿಕ 2. ಕೃಷಿ ಕಾರ್ಮಿಕ,1. ખેત મજૂરી 2. ખેત મજૂરી
ಕೃಷಿ ಮಾರುಕಟ್ಟೆ,કૃષિ માર્કેટિંગ
ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ,કૃષિ ટેકનોલોજી
1. ಕೃಷಿ 2. ಕೃಷಿ 3. ಕೃಷಿ ವಿಜ್ಞಾನ,1. કૃષિ 2. ખેતી 3. કૃષિ વિજ્ઞાન
ಕೃಷಿ ಅರಣ್ಯ,કૃષિ વનસંવર્ધન
ಕೃಷಿ ಜೀವವೈವಿಧ್ಯ,કૃષિ જૈવવિવિધતા
ಕೃಷಿ ಸಾವಯವ ದೋಷಗಳು,કૃષિ કાર્બનિક ખામીઓ
ಕೃಷಿ ಜೀವಶಾಸ್ತ್ರ,કૃષિ જીવવિજ્ઞાન
ಕೃಷಿ-ಹವಾಮಾನ ವೈವಿಧ್ಯ,કૃષિ-આબોહવાની વિવિધતા
ಕೃಷಿ ಹವಾಮಾನ ವಲಯದ ಸೃಷ್ಟಿ,એગ્રોક્લાઇમેટિક ઝોનની રચના
ಕೃಷಿ ಅರಣ್ಯ,કૃષિ વનીકરણ
ಕೃಷಿಶಾಸ್ತ್ರ,કૃષિ વિજ્ઞાન
ಕೃಷಿಶಾಸ್ತ್ರ,કૃષિવિજ્ઞાન
ಕೃಷಿ ಪಶುಪಾಲಕ,કૃષિ પશુપાલન
ಬೆಳೆ ಸಂಸ್ಕರಣೆ,પાક પ્રક્રિયા
ಹುಲ್ಲು ವಿಜ್ಞಾನ,ઘાસ વિજ્ઞાન
ಬೆಳೆ ಪ್ರಕಾರ,પાકનો પ્રકાર
ಎಪಿಫೈಟ್,એપિફાઇટ
ಐಕಿಯೋಚಿ ಮಣ್ಣು,aikiochi માટી
ಬಣ್ಣಗುರುಡು,રંગ અંધત્વ
ಅಲ್ಫಿಸೋಲ್,આલ્ફીસોલ
ಪಾಚಿ,શેવાળ
ಪಾಚಿ ರೋಗ,શેવાળ રોગ
ಕ್ಷಾರ ನೀರು,આલ્કલી પાણી
ಕ್ಷಾರೀಯ,આલ્કલાઇન
ಪರ್ಯಾಯ,વૈકલ્પિક
ಅಲ್ಲೆಲೋ ರಸಾಯನಶಾಸ್ತ್ರ,એલેલો રસાયણશાસ્ત્ર
ಆಲೀಲ್,એલીલ
ಅಲೆಲೋಪತಿ,એલોપથી
ವೇಥಿ ಬೆಳೆ,વેથી પાક
ಪೂರ್ಣಗೊಳ್ಳುವಿಕೆ,પૂર્ણતા
ಫಲೀಕರಣ,ગર્ભાધાન
1. ಸಾಪೇಕ್ಷತೆ 2. ಅಲೋಮೆಟ್ರಿ,1. સાપેક્ષતા 2. એલોમેટ્રી
ಮಲ್ಟಿಪ್ಲಾಯ್ಡ್,મલ્ટીપ્લોઇડી
1. ಪ್ಯಾರಾಜಿಗೋಸಿಟಿ,1. પેરાઝીગોસિટી
1. ಪರ್ಯಾಯ ವರ್ಷದ ಕಾರ್ಯ 2. ಪರ್ಯಾಯ ಕಾರ್ಯ,1. વૈકલ્પિક વર્ષ કાર્ય 2. વૈકલ્પિક કાર્ય
ಪರ್ಯಾಯ ಭೂಮಿ ಬಳಕೆ,વૈકલ્પિક જમીનનો ઉપયોગ
ಪರಿಸರ,પર્યાવરણ
ಸುಧಾರಕ,સુધારક
ಮಿಟೋಸಿಸ್,મિટોસિસ
ಅಮೀನನ್,આમીન
ಅಮೋನಿಯನ್,એમોનિયન
ಆಮ್ನಿಫೆರಸ್,એમ્નિફરસ
1. ನಿಷ್ಪರಿಣಾಮಕಾರಿ ರೂಪ 2. ಅರೂಪಿ,1. બિનઅસરકારક સ્વરૂપ 2. અરૂપી
ಉಭಯಚರ ಮಿಶ್ರಣ,ઉભયજીવી મિશ્રણ
ಆಂಫೋಟರಿಕ್,એમ્ફોટેરિક
ಸಂಗ್ರಹಣೆ,સંગ્રહ
1. ಆಮ್ಲಜನಕರಹಿತ 2. ಆಮ್ಲಜನಕರಹಿತ ಜೀವಿಗಳು,1. એનારોબિક 2. એનારોબિક સજીવો
ಹ್ಯಾಪ್ಲಾಯ್ಡ್,હેપ્લોઇડ
ಕೋನೀಯ ನೆಟ್ಟ,કોણીય વાવેતર
ಪಶುಸಂಗೋಪನೆ,પશુપાલન
ಪ್ರಾಣಿಗಳ ಮಲವಿಸರ್ಜನೆ,પ્રાણીના મળમૂત્ર
ಜೀವನ ಶಕ್ತಿ,જીવંત ઊર્જા
ಅಸಂಗತ,વિસંગત
ಒಂದು ವರ್ಷದ ಸಸ್ಯ,એક વર્ષ જૂનો છોડ
ವಾರ್ಷಿಕ,વાર્ષિક
1. ಭಾವಪರವಶತೆ 2. ಪ್ರಕಾಶ,1. પરમાનંદ 2. ઉજાસ
ಆಂಥ್ರಾಕ್ಸ್,એન્થ્રેક્સ
ಮಾನವಜನ್ಯ ಅಂಶಗಳು,એન્થ્રોપોજેનિક પરિબળો
ಬದುಕುಳಿಯುವಿಕೆ,અસ્તિત્વ
1. ಪ್ರತಿಜೀವಕ 2. ಪ್ರತಿಜೀವಕ,1. એન્ટિબાયોટિક 2. એન્ટિબાયોટિક
ಹಿಮ್ಮೆಟ್ಟಿಸುವ,પ્રતિકૂળ
ಉತ್ಕರ್ಷಣ ನಿರೋಧಕ,એન્ટીઑકિસડન્ટ
ಆಂಟಿಟಾಕ್ಸಿನ್,એન્ટિટોક્સિન
ಉಂಗುರದ ಬೆರಳು,રિંગ આંગળી
1. ಗಿಡಹೇನು 2. ಮಾಹು 3. ಚೇಪಾ,1. એફિડ 2. મહુ 3. ચેપા
ಮೇಲಿನ ಮೊಗ್ಗು,ટોચની કળી
ಗರಿಷ್ಠ ಪರಿಣಾಮಕಾರಿತ್ವ,ટોચની અસરકારકતા
ಜೇನುಸಾಕಣೆ,મધમાખી ઉછેર
ಅಲೈಂಗಿಕತೆ,અજાતીયતા
ಅಪೊಪ್ಟೋಸಿಸ್,એપોપ્ટોસિસ
ಅನುಬಂಧಗಳು,પરિશિષ્ટ
ಜೀರ್ಣಕಾರಕವಾಗಿ,ભૂખ લગાડનાર
ಅನ್ವಯಿಸಲಾಗಿದೆ,લાગુ
ಜಲವಾಸಿ ಕಳೆ,જળચર નીંદણ
1. ಮರ 2. ಮರದ ನಿವಾಸಿ,1. વૃક્ષ 2. વૃક્ષ નિવાસી
ಕವಲೊಡೆಯುತ್ತಿದೆ,શાખાઓ
ಪ್ರೊಟೊಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು,પ્રોટોબોટનિકલ રેકોર્ડ્સ
ವಲಯ ಸಂಖ್ಯೆ,ઝોન નંબર
1. ಪ್ರದೇಶ 2. ಪ್ರದೇಶ,1. વિસ્તાર 2. વિસ્તાર
ಒಣ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,શુષ્ક ઇકોસિસ્ટમ
ಕೋಟಿಲ್ಡನ್,કોટિલેડોન
ಸೌರಭ್,સૌરભ
ಆರೊಮ್ಯಾಟಿಕ್ ಸಸ್ಯ,સુગંધિત છોડ
ಪರಿಮಳಯುಕ್ತ ಅಕ್ಕಿ,સુગંધિત ચોખા
ಇಕ್ಷು ಪುಷ್ಪನ್,ઇક્ષુ પુષ્પન
ಅಸೆಪ್ಟಿಕ್,એસેપ્ટિક
1. ಅಸೆಪ್ಟಿಕ್ 2. ಅಸೆಪ್ಟಿಕ್,1. એસેપ્ટિક 2. એસેપ્ટિક
ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ,અજાતીય પ્રજનન
ಗಾತ್ರ,કદ
ಆಸ್ತಿ,સંપત્તિ
1. ಸಮೀಕರಣ 2. ಸಮೀಕರಣ,1. એસિમિલેશન 2. એસિમિલેશન
1. ಸಂಘ 2. ಸಂಘ,1. એસોસિએશન 2. એસોસિએશન
1. ಕಾಲಮ್ 2. ಸಂಕೋಚನ,1. કૉલમ 2. અસ્પષ્ટતા
ಹೆಟೆರೋಜೈಗೋಸಿಟಿ,હેટરોઝાયગોસિટી
1. ಪೂರ್ವಜ 2. ಅಟಾವಿಸಂ,1. પૂર્વજ 2. એટાવિઝમ
ಕಣ,કણ
1. ದೃಢೀಕರಣ 2. ದುರ್ಬಲತೆ,1. પુષ્ટિ 2. ક્ષતિ
ಸ್ವಯಂ ಜೋಡಣೆ,સ્વ જોડી
ಆಟೋಲಿಸಿಸ್,ઓટોલિસિસ
1. ಸ್ವಾಭಾವಿಕ ಆಕ್ಸಿಡೀಕರಣ 2. ಸ್ವಾಭಾವಿಕ ಉತ್ಕರ್ಷಣ,1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન
ಸ್ವಯಂ ಮಲ್ಟಿಪ್ಲೆಕ್ಸ್,સ્વ મલ્ટિપ્લેક્સ્ડ
ಆಕ್ಸಿನ್,ઓક્સિન
1. ಷೂಕ್ 2. ಟೋಡ್,1. હચમચી 2. દેડકો
ದಂಡದ ವೈರಸ್,દંડ વાયરસ
1. ಬ್ಯಾಸಿಲಸ್ 2. ಬ್ಯಾಸಿಲಸ್,1. બેસિલસ 2. બેસિલસ
1. ಬ್ಯಾಕ್ಟೀರಿಯಾ 2. ಬ್ಯಾಕ್ಟೀರಿಯಾ,1. બેક્ટેરિયા 2. બેક્ટેરિયા
ಬ್ಯಾಕ್ಟೀರಿಯಾದ ವಿಷ,બેક્ટેરિયલ ઝેર
ಬಗಸೆ,બગાસ
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,સરવૈયા
ಸಮತೋಲಿತ ರಸಗೊಬ್ಬರ ಬಳಕೆ,સંતુલિત ખાતરનો ઉપયોગ
ಬಾರ್ ಗ್ರಾಫ್,બાર ગ્રાફ
ತೊಗಟೆ,છાલ
1. ವಾಯುಭಾರ ಮಾಪಕ 2. ವಾಯುಭಾರ ಮಾಪಕ,1. બેરોમીટર 2. બેરોમીટર
1. ಬಜರ್ 2. ಜಡ 3. ಬಂಜರು,1. બઝર 2. જડ 3. ઉજ્જડ
1. ಬೇಸ್ 2. ಬೇಸ್ 3. ಕುಪಾಂಗ್,1. આધાર 2. આધાર 3. કપંગ
1. ತಾಲಾ 2. ಜಲಾನಯನ ಪ್ರದೇಶ,1. તાલા 2. બેસિન
ತಲಾಬಿಸಾರಿ,તલાબીસરી
1. ಬೇಸಿಸ್ಟರ್ನಮ್ 2. ರೂಟ್ ಹೋಲ್ಡರ್,1. બેસિસ્ટર્નમ 2. રુટ ધારક
ಗಲ್ಫ್ ಮಾನ್ಸೂನ್,ગલ્ફ ચોમાસું
ಹಣ್ಣಿನ ಗಿಡ,ફળનો છોડ
ಹಾಸಿಗೆ,પથારી
ಹಾಸಿಗೆ ಸಸ್ಯ,બેડ પ્લાન્ટ
ಹಾಸಿಗೆ,પથારી
ಬೀಟ್ ಮೊಲಾಸಸ್,બીટ દાળ
ಬೆಲ್ಲೋಸ್,બેલો
1. ಪಟ್ಟಿ 2. ಭೂಪ್ರದೇಶ,1. પટ્ટી 2. ભૂપ્રદેશ
ಲಾಭ-ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ,નફો-ખર્ચ વિશ્લેષણ
ಮಹತ್ವಾಕಾಂಕ್ಷಿ (ಮಾದರಿ),મહત્વાકાંક્ષી (સેમ્પલિંગ)
ದ್ವೈವಾರ್ಷಿಕ ಸಸ್ಯಗಳು,દ્વિવાર્ષિક છોડ
ದ್ವಿಪದ,દ્વિપદી
ಜೈವಿಕ ಅಂಶ,બાયોફેક્ટર
ಜೈವಿಕ ಹವಾಮಾನ,જૈવિક આબોહવા
ಜೈವಿಕ ಶಕ್ತಿ,જૈવ ઊર્જા
ಪ್ರಾಣಿಗಳ ಪರಿಸರ ವಿಜ್ಞಾನ,પ્રાણીસૃષ્ટિ ઇકોલોજી
1. ಬಯೋ-ಪ್ರೊಸೆಸರ್ 2. ಬಯೋ-ರಿಯಾಕ್ಟರ್,1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર
ಜೀವಗೋಳ,બાયોસ્ફિયર
ಜೈವಿಕ,જૈવિક
ಪ್ರಾಣಿಸಂಕುಲ,પ્રાણીસૃષ્ટિ
ದಿವಿಲಿಂಗಿ,ડિવિલિંગી
ಧವಳನ್,ધવલન
1. ಪ್ರಧ್ವಸನ್ (ರೋಗ) 2. ಗಸ್ಟ್ ರೋಗ,1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ
ಮಿಶ್ರಣ,મિશ્રણ
1. ಅಂಗಮಾರಿ (ರೋಗ) 2. ರೋಗ (ರೋಗ),1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ)
1. ಬ್ಲಿಸ್ಟರ್ 2. ಬ್ಲಿಸ್ಟರ್ 3. ಎರಪ್ಶನ್ 4. ಬ್ಲಿಸ್ಟರ್,1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો
ನೀಲಿ ಕ್ರಾಂತಿ,વાદળી ક્રાંતિ
ಪ್ಲಾನರ್ ಹೀಟಿಂಗ್ ಚೇಂಬರ್,પ્લાનર હીટિંગ ચેમ્બર
ಪ್ಲ್ಯಾನರ್ ತಾಪನ ತಂತ್ರಜ್ಞಾನ,પ્લાનર હીટિંગ ટેકનોલોજી
ಹೊಟ್ಟು,થૂલું
ಕವಲೊಡೆಯುತ್ತಿದೆ,શાખાઓ
1. ರೆಂಬೆ 2. ಉಪಶಾಖೆ,1. ટ્વિગ 2. સબબ્રાન્ચ
ತಳಿ,જાતિ
ಸಂತಾನೋತ್ಪತ್ತಿ,પ્રજનન
ಆರಂಭಿಕ ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ ಚಿಕಿತ್ಸೆ,પ્રારંભિક અંકુરણ સારવાર
1. ಮರಿ 2. ಮೊಟ್ಟೆ 3. ಭ್ರೂಣ,1. બચ્ચા 2. ઇંડા 3. ગર્ભ
ಮೊಳಕೆಯೊಡೆಯುತ್ತಿದೆ,ઉભરતા
ಬಜೆಟ್,બજેટ
1.ಆಂಫೋಟೆರಿಕ್ 2. ಬಫರ್,1.એમ્ફોટેરિક 2. બફર
ಸಿಹಿ ಆಲೂಗಡ್ಡೆ,શક્કરિયા
ಬಂಟ್ (ರೋಗ),બંટ (રોગ)
1. ಉಪ ಉತ್ಪನ್ನ 2. ಉಪ ಉತ್ಪನ್ನ,1. આડપેદાશ 2. આડપેદાશ
c ತೇವಾಂಶದ ನಿರ್ದಿಷ್ಟ ಕರ್ವ್,c ભેજ સ્પષ્ટીકરણ વળાંક
ಎಣ್ಣೆ ಕೇಕ್,તેલ કેક
1. ಸುಣ್ಣ 2. ಕ್ಯಾಲ್ಸಿಯಂ,1. ચૂનો 2. કેલ્શિયમ
ಕ್ಯಾಲ್ಸಿಯಾನ್,કેલ્સિયન
ಫಾಸ್ಫೇಟ್ ತೆಗೆಯುವಿಕೆ,ફોસ્ફેટ દૂર કરવું
1. ಕಿನಾಟಾ 2. ಕ್ಯಾಲಟಾ,1. કિનાટા 2. કેલાટા
1.ಕ್ಯಾಲಸ್ 2. ಕಿರಣ,1.કેલસ 2. કિરણ
1. ಸೀಪಲ್ಸ್ 2. ಕ್ಯಾಲಿಕ್ಸ್,1. સેપલ્સ 2. કેલિક્સ
ಹೊರಗಿನ ಅಂತ್ಯ,બહારનો છેડો
ಈಧಾ,એધા
ಕ್ಯಾನ್ಸರ್ (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),કર્કશ (બેક્ટેરિયલ રોગ)
ಕ್ಯಾನಿಂಗ್,કેનિંગ
ಆಕಾಶ,આકાશ
ಹಣಕಾಸು,ફાઇનાન્સ
ಪರಾಗಸ್ಪರ್ಶ (ಅಂಜೂರದ ಹಣ್ಣುಗಳು),પરાગનયન (અંજીરનું)
1. ಕ್ಯಾಪ್ಸುಲ್ 2. ಕ್ಯಾಪ್ಸುಲ್ 3. ಕ್ಯಾಪ್ಸುಲ್,1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ
ಕಾರ್ಬೊನೈಸ್ಡ್,કાર્બનયુક્ત
ಕಾರ್ಬೊನಾನ್,કાર્બનન
ಕ್ಯಾರಪೇಸ್,કારાપેસ
ಕಂಕಣ,બંગડી
1. ಎರಕ (ಕಬ್ಬಿಣ) 2. ಕ್ಷಿತಿ (ಕೀಟ),1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ)
ಕ್ಯಾಟಬಾಲಿಸಮ್,અપચય
ಪ್ರೇರಣೆ,પ્રેરિત
1. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್ 2. ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್,1. કેટરપિલર 2. કેટરપિલર
ಸಿ ಡಿ. ಎನ್. ಎ. ಸಂಗ್ರಹಣೆ,c ડી. એન. a સંગ્રહ
ವ್ಯಾಪ್ತಿ,શ્રેણી
1. ಕೋಶ 2. ಕೋಶ,1. સેલ 2. સેલ
ಕೇಂದ್ರ ಮುಂಭಾಗದ ವ್ಯವಸ್ಥೆ,કેન્દ્રીય ફ્રન્ટ સિસ્ટમ
1. ಪಾಯಿಂಟ್ 2. ಫೋಕಸ್,1. બિંદુ 2. ફોકસ
ಕೇಂದ್ರಾಪಗಾಮಿ,સેન્ટ્રીફ્યુગેશન
ಕೇಂದ್ರಾಪಗಾಮಿ,સેન્ટ્રીફ્યુજ
ನಕ್ಷತ್ರ ಕೇಂದ್ರ,સ્ટાર સેન્ટર
ಎಪಿಜೆನೆಟಿಕ್,એપિજેનેટિક
ಕೇಂದ್ರರಾಜ,કેન્દ્રજા
ಮಗ್ಗ,લૂમ
1. ಏಕದಳ 2. ಸೀರಿಯಲ್,1. અનાજ 2. સીરીયલ
1. ಪ್ರಮಾಣೀಕರಣ 2. ಪ್ರಮಾಣೀಕರಣ,1. પ્રમાણપત્ર 2. પ્રમાણપત્ર
ಪ್ರಮಾಣೀಕೃತ ಬೀಜ,પ્રમાણિત બીજ
1. ಹುಲ್ಲು 2. ಕುಟ್ಟಿ 3. ಶಾಲಕ್ ಸಹಪಾತ್ರ,1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર
1. ನಿಭಾಗ್ 2. ಕೈಲಾಜಾ,1. નિભાગ 2. કૈલાજા
ಕೈಮೊಗ್ರಫಿ,કીમોગ્રાફી
1. ಕಿಯಾಜ್ಮಾ 2. ಕಾರ್ಯನಿರತ,1. કિયાઝમા 2. વ્યસ્ત
ಸೂಪರ್ ಕೂಲಿಂಗ್ ಗಂಟೆಗಳು,સુપરકૂલિંગ કલાકો
ಫ್ರಾಸ್ಟ್ ಹಾನಿ,હિમ નુકસાન
1. ವಿಚಿರೋಟಕಿ 2. ಚಿಮೆರಾ,1. વિચિરોતકી 2. ચિમેરા
ಹಸಿರು ಗಂಜಿ,લીલો પોર્રીજ
1. ಎಲೆಗಳು 2. ಹಸಿರು,1. પર્ણસમૂહ 2. લીલો
ಸೈನೋಸಿಸ್,સાયનોસિસ
ಜೈವಿಕ ವಿತರಣಾ ವಿಜ್ಞಾನ,જૈવિક વિતરણ વિજ્ઞાન
1. ಕ್ರೊಮಾಟಿಡ್ಸ್ 2. ಅರ್ಧ ವರ್ಣತಂತುಗಳು,1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો
ಕ್ರೊಮಾಟಿನ್,ક્રોમેટિન
ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ,ક્રોમેટોગ્રાફી
ಕ್ರೊಮಾಟಿಲೇಷನ್,ક્રોમેટિનલેશન
ಹೃತ್ಕರ್ಣದ ಬಿಂದು,ધમની બિંદુ
ಕ್ರೊಮಾಟೊಜೆನೆಸಿಸ್,ક્રોમેટોજેનેસિસ
1. ಕ್ರೋಮೋಪ್ರೋಟೀನ್ 2. ಪಿಗ್ಮೆಂಟ್ಪ್ರೋಟೀನ್,1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન
1. ವರ್ಣತಂತುಗಳು 2. ವರ್ಣತಂತುಗಳು,1. રંગસૂત્રો 2. રંગસૂત્રો
1. ದೀರ್ಘಕಾಲದ 2. ದೀರ್ಘಕಾಲದ 3. ದೀರ್ಘಕಾಲದ 4. ಬಳಕೆಯಲ್ಲಿಲ್ಲದ,1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત
ಸಿಟ್ರೇಂಜ್,સાઇટ્રેન્જ
ಶರತ್ಕಾಲದ ಹಬ್ಬ,પાનખર તહેવાર
ವರ್ಗೀಕರಣ,વર્ગીકરણ
1. ಮಣ್ಣು 2. ಮಣ್ಣು,1. માટી 2. માટી
1. ಶುಚಿಗೊಳಿಸುವಿಕೆ 2. ಸ್ಕ್ರಬ್ಬಿಂಗ್ 3. ಸ್ವಚ್ಛಗೊಳಿಸುವಿಕೆ 4. ಶುದ್ಧೀಕರಣ,1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ
ನಿರಂತರ ಪರಾಗಸ್ಪರ್ಶ,સતત પરાગનયન
ಶಿಲುಬೆಯ ಹಣ್ಣು,ક્રુસિફેરસ ફળ
ಹವಾಮಾನ,વાતાવરણ
ಹವಾಮಾನಶಾಸ್ತ್ರ,આબોહવાશાસ્ત્ર
ಬರಿಯ,કાતર
ಉಂಡೆ (ಜೇಡಿಮಣ್ಣು),ગઠ્ઠો (માટી)
ತದ್ರೂಪಿ,ક્લોન
1.ಮೋಡಗಳು 2.ಮೋಡಗಳು,1.વાદળો 2.વાદળો
ಗೊಂಚಲು,ઝુંડ
ಗುಂಪನ್ನು,ટોળું
