Assamese,Malayalam
পেৰিক্লিছৰ বয়স,പെരിക്കിൾസിന്റെ പ്രായം
যুক্তিৰ বয়স,യുക്തിയുടെ പ്രായം
কৃষিবাদ,കാർഷികവാദം
কৃষি আন্দোলন,കാർഷിക പ്രസ്ഥാനം
এলবিয়ন,ആൽബിയോൺ
এলবাম,ആൽബം
এলডাৰমেন,ആൽഡർമാൻ
আলোকসজ্জা বাহু,വശീകരിക്കുന്ന ആയുധങ്ങൾ
এমিটি,അമിറ്റി
এম্ফিক্টয়নিক কাউন্সিল,ആംഫിക്റ്റോണിക് കൗൺസിൽ
এম্ফিক্টয়নিক লীগ,ആംഫിക്റ്റോണിക് ലീഗ്
এম্ফিথিয়েটাৰ,ആംഫി തിയേറ്റർ
অমৰি নল গোট (মৃৎশিল্পৰ),അമ്രി നാൽ ഗ്രൂപ്പ് (മൺപാത്രങ്ങൾ)
এনাক্ৰ’নিজম,അനാക്രോണിസം
এনাক্ৰ’নিষ্টিক,അനാക്രോണിസ്റ്റിക്
পূৰ্বপুৰুষ,പൂർവ്വികൻ
পূৰ্বপুৰুষ পূজা,പൂർവിക ആരാധന
বংশ,വംശപരമ്പര
বংশ,വംശപരമ്പര
বংশ,വംശപരമ്പര
বংশ,വംശപരമ്പര
Ancien শাসন ব্যৱস্থা,പുരാതന ഭരണം
পৌৰাণিক,പുരാതന
প্ৰাচীন বেলাড,പുരാതന ബാലഡ്
প্ৰাচীন বিশ্বাস,പുരാതന വിശ്വാസം
প্ৰাচীন প্ৰথা,പുരാതന ആചാരം
প্ৰাচীন ইতিহাস,പുരാതനമായ ചരിത്രം
প্ৰাচীন কীৰ্তিচিহ্ন,പുരാതന സ്മാരകങ്ങൾ
উপাখ্যান,ഉപകഥ
এঞ্জেলট,ആഞ്ചലോട്ട്
এঞ্জেলছ,ആഞ്ചലസ്
এঞ্জেভিন (=anjevin),ആഞ്ജെവിൻ (=ആഞ്ജെവിൻ)
কোণ,കോണുകൾ
এংলিকান,ആംഗ്ലിക്കൻ
এংলিকান কমিউনিয়ন,ആംഗ്ലിക്കൻ കൂട്ടായ്മ
এংলিকানিজম,ആംഗ്ലിക്കനിസം
এংলো-ফ’ব,ആംഗ്ലോ-ഫോബ്
এংলো-ফ’বিয়া,ആംഗ്ലോ-ഫോബിയ
এংলো-চেক্সন,ആംഗ്ലോ-സാക്സൺ
এংলো-চেক্সনবাদ,ആംഗ്ലോ-സാക്‌സോണിസം
এনালিষ্ট,അനലിസ്റ്റ്
এনালছ,വാർഷികങ്ങൾ
সংলগ্নকৰণ,കൂട്ടിച്ചേർക്കൽ
এণ্টে-বেলাম,ആന്റി-ബെല്ലം
এণ্টে তাৰিখ,മുൻ തീയതി
কেৰাণীবাদ বিৰোধী,പൗരോഹിത്യ വിരുദ്ധത
কেৰাণী বিৰোধী আইন,വൈദിക വിരുദ്ധ നിയമം
প্ৰাচীনতা,പൗരാണികത
ভাড়া বিৰোধী,വാടക വിരുദ്ധം
ভাড়া বিৰোধী,വാടക വിരുദ്ധം
চেমিটিজম বিৰোধী,സെമിറ്റിസം വിരുദ്ധത
এঞ্জেক,അൻസാക്ക്
এপেলা,അപ്പെല്ല
আৰালু,അരലു
আৰ্ক বিচপ,ആർച്ച് ബിഷപ്പ്
আৰ্ক ডাচি,ആർച്ച് ഡച്ചി
আৰ্ক ড্যুক,ആർച്ച് ഡ്യൂക്ക്
আৰ্কাইফ (=আৰ্কাইভ সংগ্ৰহ),ആർക്കൈഫ് (=ആർക്കൈവൽ ശേഖരം)
আৰ্কিপিস্কোপেট,ആർക്കിഎപ്പിസ്കോപ്പേറ്റ്
অভিজাত শ্ৰেণী,പ്രഭുവർഗ്ഗം
অভিজাত,പ്രഭു
অভিজাত স্নোবৰী,പ്രഭുവർഗ്ഗ സ്നോബറി
এৰিষ্ট&#39;টেলিয়ান,അരിസ്റ്റോട്ടിലിയൻ
আৰ্মাডা,അർമാഡ
আৰ্মাডা (=স্পেনিছ আৰ্মাডা),അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ)
আৰ্মৰিষ্ট (=armourist),കവചക്കാരൻ (=കവചക്കാരൻ)
কৱচ (=কৱচ),കവചം (=കവചം)
আৰ্মৰিষ্ট,ആയുധധാരി
আৰ্য্য,ആര്യൻ
আৰ্য্য,ആര്യൻ
আস্কৰী,അസ്കരി
Assignat,നിയോഗിക്കുക
Assize,അസൈസ് ചെയ്യുക
Assize,അസൈസ് ചെയ്യുക
Assize,അസൈസ് ചെയ്യുക
এছাইজ অৱ আৰ্মছ এক্ট,അസൈസ് ഓഫ് ആയുധ നിയമം
ডেৰেইন প্ৰেজেণ্টমেণ্টৰ এছাইজ,അസൈസ് ഓഫ് ഡാരെൻ അവതരണം
মৰ্ট &#39;ডি&#39; পূৰ্বপুৰুষৰ এছাইজ,മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്
নভেল ডিচেইচিনৰ এছাইজ,അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ
অত্যাচাৰ,ക്രൂരത
আক্ৰমণ,ആക്രമണം
অলিক কাউন্সিল,ഔലിക് കൗൺസിൽ
গেডেছৰ কুঠাৰ (=গেডেছৰ কুঠাৰ),ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി)
অক্ষ (=ৰোম-বাৰ্লিন-টকিঅ&#39; অক্ষ),ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്)
বেবিলন,ബാബിലോൺ
বেবিলনৰ বন্দীত্ব (=বেবিলনৰ বন্দীত্ব),ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം)
বচনাল ভক্ত,ബച്ചനൽ ഭക്തൻ
বাচনালিয়া,ബച്ചനാലിയ
অবিবাহিত লোক,ബാച്ചിലർ
বাগদাদ চুক্তি,ബാഗ്ദാദ് കരാർ
বাল্কন লীগ,ബാൽക്കൻ ലീഗ്
বাল্কন চুক্তি,ബാൽക്കൻ കരാർ
বাল্কন যুদ্ধ,ബാൽക്കൻ യുദ്ധങ്ങൾ
বাল্টিক চুক্তি,ബാൾട്ടിക് കരാർ
ডাকাত,കൊള്ളക്കാരൻ
বাণ্ডুং সন্মিলন,ബന്ദൂങ് സമ്മേളനം
নিৰ্বাসন,നാടുകടത്തൽ
বেনাৰ,ബാനർ
বৰ্বৰ,ബാർബേറിയൻ
বাৰ্বিকান,ബാർബിക്കൻ
বৰদলৈ সত্যাগ্ৰহ,ബർദോളി സത്യാഗ്രഹം
বাৰ্ন বাৰ্নাৰ্ছ,കളപ്പുര ബർണറുകൾ
বেৰন,ബാരൺ
বেৰনেজ,ബാരോണേജ്
বেৰনছ মেজৰ,ബറോണസ് മേജേഴ്സ്
বেৰনেছ নাবালক,ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ
বেৰনেছ,ബാരോണസ്
বেৰনেট,ബാരോനെറ്റ്
বেৰনেটেজ,ബാരോനെറ്റേജ്
বেৰনেটেজ,ബാരോനെറ്റേജ്
বেৰনেটচি,ബാരോനെറ്റി
বেৰনি,ബാരോണി
বেৰাকুন,ബാരക്കൂൺ
বেৰাকুন,ബാരക്കൂൺ
বেৰিকেড (=barricade),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
বেৰিকেড (=barricade),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
বেৰিকেড (=barricade),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
বেচ কেম্প,ബേസ് ക്യാമ്പ്
বেচিলিকা,ബസിലിക്ക
বেচিলিকা,ബസിലിക്ക
বাষ্টিলা,ബാസ്റ്റില
বেষ্টিল,ബാസ്റ്റിലി
বেষ্টিল,ബാസ്റ്റിലി
বেটাৰি,ബാറ്ററി
যুদ্ধ,യുദ്ധം
বাটলে-এৰে,Battle-array
যুদ্ধৰ চিঞৰ,യുദ്ധകാഹളം
যুদ্ধৰ ডিন,യുദ്ധം
যুদ্ধক্ষেত্ৰ,യുദ്ധക്കളം
যুদ্ধ গীত,യുദ്ധഗാനം
স্পাৰ্ছৰ যুদ্ধ,സ്പർസിന്റെ യുദ്ധം
ষ্টেণ্ডাৰ্ডৰ যুদ্ধ,സ്റ്റാൻഡേർഡ് യുദ്ധം
যুদ্ধজাহাজ,യുദ്ധക്കപ്പൽ
যুদ্ধজাহাজ-শক্তি,യുദ്ധക്കപ്പൽ-ബലം
Bayeux টেপেষ্ট্ৰি,Bayeux ടേപ്പ്സ്ട്രി
বিকন,ബീക്കൺ
বিকন টাৱাৰ,ബീക്കൺ ടവർ
বিভাৰ,ബീവർ
বিভাৰ,ബീവർ
সাগৰৰ ভিক্ষাৰী,കടലിലെ യാചകർ
বেলিকোজ,ബെല്ലിക്കോസ്
বেলিকোজ,ബെല്ലിക്കോസ്
বেলিকোজ,ബെല്ലിക്കോസ്
বেলিকোচিটি,ബെല്ലിക്കോസിറ്റി
বেলোনা,ബെല്ലോന
বেনিফিচ,ഗുണം
ধৰ্মগুৰুসকলৰ লাভ,വൈദികരുടെ പ്രയോജനം
বেনেলাক্স,ബെനെലക്സ്
বাৰ্লিন ডিক্রী,ബെർലിൻ ഉത്തരവ്
Berserker,ബെർസർക്കർ
Besant (=বেজান্ট),ബസന്റ് (=ബെസന്റ്)
বেথেল,ബെഥേൽ
বিব্লিঅ&#39;লেটাৰ,ബിബ്ലിയോലേറ്റർ
গ্ৰন্থবিজ্ঞান,ഗ്രന്ഥശാസ്‌ത്രം
বিগ বাৰ্থা,ബിഗ് ബെർത്ത
কুসংস্কাৰ,മതഭ്രാന്തൻ
বিলেটিং,ബില്ലെറ്റിംഗ്
বিল অৱ এটেইণ্ডাৰ,ബിൽ ഓഫ് അറ്റൈൻഡർ
অধিকাৰৰ বিল,അവകാശങ്ങളുടെ ബിൽ
জীৱনীকাৰ,ജീവചരിത്രകാരൻ
জন্মৰ কাহিনী,ജനന കഥകൾ
বিভক,Bivouac
বিভক,Bivouac
বিভক,Bivouac
বিজোনিয়া,ബിസോണിയ
ক&#39;লা চৰাই চোৱা,കറുത്ത പക്ഷികൾ
ক&#39;লা পতাকা,കറുത്ത കൊടി
ব্লেক হোল,ബ്ലാക്ക് ഹോൾ
ব্লেক হোল,ബ്ലാക്ക് ഹോൾ
ক&#39;লা ভৰি (=scab),കറുത്ത കാൽ (=ചുണങ്ങു)
ক&#39;লা চাৰ্ট,കറുത്ത ഷർട്ട്
ব্লেজন,ബ്ലാസൺ
ব্লেজন,ബ്ലാസൺ
ব্লেজনাৰী,ജ്വലനം
ব্লেজনাৰী,ജ്വലനം
ব্লিটজক্ৰিগ,ബ്ലിറ്റ്സ്ക്രീഗ്
ৰক্তহীন বিপ্লৱ (=গৌৰৱময় বিপ্লৱ),രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം)
ব্লাডৱাইট,ബ്ലഡ് വൈറ്റ്
ব্লাডি মেৰী,ബ്ലഡി മേരി
নীলা,നീല
নীলা তেজ,നീല രക്തം
নীলা কিতাপ,നീല പുസ്തകം
নীলা ফিতা,നീല നാട
নীলা ফিতা,നീല നാട
ব্লুজ (=ৰয়েল হৰ্চ গাৰ্ড),ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ)
নীলা চাৰ্ট,നീല ഷർട്ട്
ব্লু ৱাটাৰ স্কুল,ബ്ലൂ വാട്ടർ സ്കൂൾ
নিয়ন্ত্ৰণ ব’ৰ্ড,ബോർഡ് ഓഫ് കൺട്രോൾ
শৰীৰৰ কৱচ,ശരീര കവചം
ব&#39;ৰ,ബോയർ
লুটপাত,കൊള്ള
বৰো,ബറോ
Bouleuterion,ബൗളൂട്ടേറിയൻ
বোৰ্বন,ബർബോൺ
বক্সাৰ বিদ্ৰোহ,ബോക്സർ കലാപം
ব্ৰেচ,ബ്രേസ്
ব্ৰাছাৰ্ড,ബ്രസാർഡ്
ব্ৰাছাৰ্ড,ബ്രസാർഡ്
ব্ৰেড কলনী,ബ്രെഡ് കോളനികൾ
ব্ৰেষ্ট প্লেট,ബ്രെസ്റ്റ് പ്ലേറ്റ്
স্তনৰ কাম,മുലപ്പാൽ ജോലി
ব্ৰেটৱাল্ডা,ബ്രെറ്റ്വാൾഡ
ব্ৰিগাণ্ড,ബ്രിഗാൻഡ്
ব্ৰিগেণ্ডেজ,ബ്രിഗൻഡേജ്
ব্ৰিটিছ কমনৱেলথ অৱ নেচনছ,ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്
ব্ৰাউন চাৰ্ট (=নাজী),ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ)
ব্ৰাছেলছ সন্ধি (পেক্ট) সংগঠন (=পশ্চিম ইউৰোপীয় সংঘ),ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ)
বাফ,ബഫ്
বাফ,ബഫ്
বাফ-কোট,ബഫ്-കോട്ട്
বাফছ,ബഫുകൾ
বুলে (=পৰিষদ),ബ്യൂൾ (=കൗൺസിൽ)
বাৰ্গেজ,ബർഗേജ്
বাৰ্জেছ,ബർഗെസ്
বাইজেন্টাইন,ബൈസന്റൈൻ
বাইজেন্টাইন গীৰ্জা,ബൈസന്റൈൻ പള്ളി
বাইজেন্টাইন সাম্ৰাজ্য,ബൈസന്റൈൻ സാമ്രാജ്യം
বাইজেন্টাইন যুগ,ബൈസന്റൈൻ യുഗം
বাইজেন্টাইন ইতিহাসবিদ,ബൈസന്റൈൻ ചരിത്രകാരന്മാർ
কেবাল,കാബൽ
ছিজাৰীজম,സീസറിസം
খলিফা,ഖലീഫ
কেলিগ্ৰাফাৰ,കാലിഗ്രാഫർ
কেলিগ্ৰাফিষ্ট,കാലിഗ്രാഫിസ്റ്റ്
কেলিগ্ৰাফী,കാലിഗ്രാഫി
কেলট্ৰপ,കാൽട്രോപ്പ്
সতীৰ্থতা,സൗഹൃദം
কেমাৰিলা,കാമറില്ല
কেমাৰিলা,കാമറില്ല
কেমেলাকম,കാമലോകം
ছদ্মবেশ,മറവി
অভিযান,പ്രചാരണം
কেম্প অনুগামী,ക്യാമ്പ് ഫോളോവർ
কেম্পো ছান্টো,കാമ്പോ സാന്റോ
কেম্পাছ মাৰ্চিয়াছ,കാമ്പസ് മാർഷ്യസ്
কেনেফোৰা,കനേഫോറ
কেংগু,കാൻഗു
কেননেড,പീരങ്കി
কামানৰ ঘাঁহ,പീരങ്കി കാലിത്തീറ്റ
কেনন,കാനൻ
কেনন আইন,കാനൻ നിയമം
কেন&#39;পাছৰ ডিক্রী,കനോപ്പസ് ഉത്തരവ്
কেনটিং আৰ্মছ,ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു
বন্দী,ബന്ദിയാക്കി
বন্দী,ക്യാപ്റ്റർ
কাৰ্ডিনেল,കർദ്ദിനാൾ
কাৰ্ল,കാൾ
কেৰ&#39;লিঞ্জিয়ান বংশ,കരോലിംഗിയൻ രാജവംശം
কাৰ্থুছিয়ান পন্থা,കാർത്തൂഷ്യൻ വിഭാഗം
কাৰ্টোছা,കാർട്ടോസ
কেষ্টেলিয়ান,കാസ്റ്റേലിയൻ
কেষ্টেলিয়ান,കാസ്റ്റേലിയൻ
জাতি ব্যৱস্থা,ജാതി വ്യവസ്ഥ
দুৰ্গ,കോട്ട
দুৰ্গ,കോട്ട
কেছল টাউন,കാസിൽ പട്ടണം
কাষ্ট্ৰা,കാസ്ട്ര
কাষ্ট্ৰা,കാസ്ട്ര
কেথেড্ৰা,കത്തീഡ്ര
কেথেড্ৰেল,കത്തീഡ്രൽ
কেটো ষ্ট্ৰীটৰ ষড়যন্ত্ৰ,കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന
কৌডিলো,കൌഡില്ലോ
কেভেলিয়াৰ,കവലിയർ
কেভেলিয়াৰ,കവലിയർ
কেভেলিয়াৰ সংসদ,കവലിയർ പാർലമെന്റ്
আদুল্লামৰ গুহা,അദുല്ലം ഗുഹ
গুহা চিত্ৰকলা,ഗുഹ പെയിന്റിംഗ്
গুহা চিত্ৰকলা,ഗുഹ പെയിന്റിംഗ്
চেণ্টুমভিৰ,സെന്റുംവിർ
চেঞ্চুৰিয়ান,ശതാധിപൻ
শতিকা,നൂറ്റാണ്ട്
চেইন আৰ্মৰ (=চেইন মেইল),ചെയിൻ കവചം (=ചെയിൻ മെയിൽ)
চান্ট্ৰী,ചാന്ത്രി
চান্ট্ৰী,ചാന്ത്രി
চ্যাপ কিতাপ,ചാപ് ബുക്ക്
চেপলিন,ചാപ്ലിൻ
অধ্যায়,അധ്യായം
দুৰ্ঘটনাৰ অধ্যায়,അപകടങ്ങളുടെ അധ്യായം
চাৰ্জ,ചാർജ് ചെയ്യുക
চাৰ্জ ডি এফেয়াৰ্ছ,ഭാരവാഹികൾ
চাৰ্জ পাৰ্টিং,ചാർജ് വിഭജനം
চাৰ্জাৰ,ചാർജർ
ৰথ,രഥം
ৰথী,സാരഥി
ৰথী,സാരഥി
ৰথী,സാരഥി
চেৰিটি কিচেন,ചാരിറ്റി അടുക്കള
চনদ,ചാർട്ടർ
চাৰ্টিষ্ট আন্দোলন (=চাৰ্টিষ্ট),ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം)
চাৰ্ট’ফাইলেচিয়াম,ചാർട്ടോഫൈലാസിയം
চেট&#39;,ചാറ്റോ
পোষ্ট চেক কৰক,ചെക്ക് പോസ്റ്റ്
ৰাসায়নিক যুদ্ধ,രാസയുദ്ധം
চেষ্টাৰ,ചെസ്റ്റർ
প্ৰধান,മുഖ്യൻ
মুখীয়াল,തലവൻ
মুখীয়াল,തലവൻ
মুখীয়াল,തലവൻ
চিফন,ഷിഫോൺ
অশ্বাৰোহীতা,ധീരത
নিৰ্বাচিত লোকসকল,തിരഞ്ഞെടുത്ത ആളുകൾ
ক্ৰীছমোগ্ৰাফী,ക്രിസ്മോഗ്രാഫിയോൺ
খ্ৰীষ্টান ধৰ্ম,ക്രൈസ്തവലോകം
খ্ৰীষ্টান যুগ,ക്രിസ്ത്യൻ യുഗം
খ্ৰীষ্টান সমাজবাদ,ക്രിസ്ത്യൻ സോഷ്യലിസം
ক্ৰনিকল,ക്രോണിക്കിൾ
ক্ৰনিকলাৰ,ക്രോണിക്ലർ
ক্ৰাইজ চেৰ্চোনিজ,ക്രൈസ് ചെർസോണീസ്
চিমেলিয়াম,സിമിലിയം
Cinquecento শৈলী,സിൻക്വെസെന്റോ സ്റ്റൈൽ
প্ৰদক্ষিণ,പ്രദക്ഷിണം
চিষ্টাৰচিয়ান সন্ন্যাসী,സിസ്റ്റെർസിയൻ സന്യാസി
দুৰ্গ,കോട്ട
উদ্ধৃতি,അവലംബം
উদ্ধৃতি,അവലംബം
নাগৰিক অবাধ্যতা,നിയമലംഘനം
গৃহযুদ্ধ,ആഭ്യന്തരയുദ്ധം
চিভিছ ৰোমানাছ,സിവിസ് റൊമാനസ്
ধ্ৰুপদী যুগ,ക്ലാസിക്കൽ പ്രായം
ক্লেফ্ট (=klepht),ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്)
কেৰাণীবাদ,പൗരോഹിത്യം
ক্লাৰুচ,ക്ലറച്ച്
ক্লুনিয়াক আন্দোলন,ക്ലൂനിയാക് പ്രസ്ഥാനം
কোট কৱচ,കോട്ട് കവചം
কোট অৱ আৰ্মছ,കോട്ട് ഓഫ് ആംസ്
কোট অৱ আৰ্মছ,കോട്ട് ഓഫ് ആംസ്
কোট অৱ আৰ্মছ,കോട്ട് ഓഫ് ആംസ്
কোট অৱ মেইল,കോട്ട് ഓഫ് മെയിൽ
কোহৰ্ট,കോഹോർട്ട്
কমিটিয়া,കോമിറ്റിയ
কমিটিয়া চেঞ্চুৰিয়াটা,കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ
কমিটিয়া কুৰিয়াটা,കോമിറ്റിയ ക്യൂറിയാറ്റ
কমিটিয়া ট্ৰিবুটা,കോമിറ്റിയ ട്രിബ്യൂട്ട
স্মৃতিচাৰণ তোৰণ,സ്മാരക കമാനം
স্মৃতিচাৰণ মুদ্ৰা,സ്മാരക നാണയം
স্মৃতিসৌধ,സ്മരണിക മുദ്ര
সাধাৰণ ক্ষেত্ৰ,പൊതുവായ ഫീൽഡ്
কমিউনাৰ্ড,കമ്മ്യൂണർഡ്
কনকৰ্ডেট,കോൺകോർഡാറ്റ്
কনকৰ্ডেট,കോൺകോർഡാറ്റ്
কণ্ডোটিয়েৰ,കൊണ്ടോട്ടിയർ
নিশ্চিতকৰণ Cartarum,സ്ഥിരീകരണം Cartarum
বিবাদ,സംഘർഷം
মণ্ডলী,സഭ
বিজয়ী ৰাষ্ট্ৰ,കീഴടക്കുന്ന സംസ്ഥാനം
বিজয়ী,ജേതാവ്
কনকিষ্টাডৰ,വിജയി
কনচিলিয়াম,കോൺസിലിയം
কনচিষ্টৰী,കോൺസ്റ്ററി
ষড়যন্ত্ৰ,ഗൂഢാലോചന
ষড়যন্ত্ৰ,ഗൂഢാലോചന
কনছুলেট,കോൺസുലേറ്റ്
কনছুলেচন কিতাপ,കൺസൾട്ടേഷൻ പുസ്തകം
মহাদেশীয় ব্যৱস্থা,കോണ്ടിനെന്റൽ സിസ്റ്റം
অধিৱেশন সংসদ,കൺവെൻഷൻ പാർലമെന്റ്
কপাৰহেড (=শান্তি গণতন্ত্ৰ),കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ)
কপিহ&#39;ল্ড,കോപ്പിഹോൾഡ്
ঘেৰাও কৰা,കോർഡനിംഗ്
কৰ&#39;না,കൊറോണ
ৰাজ অভিষেক,കിരീടധാരണം
ৰাজ অভিষেক শিল,കിരീടധാരണ കല്ല്
কৰ্পাছ,കോർപ്പസ്
কৰ্চেয়াৰ,കോർസെയർ
কৰ্চেয়াৰ,കോർസെയർ
কৰ্চেট (=কোৰ্চলেট),കോർസെറ്റ് (=കോർസെലെറ്റ്)
কৰ্টেছ,കോർട്ടെസ്
কোটাৰ (=cottier),കോട്ടർ (=കോട്ടിയർ)
কোটাৰ (=cottier),കോട്ടർ (=കോട്ടിയർ)
কাউন্ট পেলেটিনেট,പാലറ്റിനേറ്റ് എണ്ണുക
দেশৰ ঘৰ,നാടൻ വീട്
কাউন্টি,കൗണ്ടി
কাউন্টি বৰো,കൗണ്ടി ബറോ
কাউন্টি আদালত,കൗണ്ടി കോടതികൾ
কাউন্টি পেলেটিন,കൗണ്ടി പാലറ്റൈൻ
আদালত,കോടതി
আদালত,കോടതി
আদালতৰ চক্ৰান্তমূলক,കോടതി സർക്കുലർ
আদালতৰ শিষ্টাচাৰ,കോടതി മര്യാദകൾ
কৰ্টিয়াৰ,കോർട്ടിയർ
কেচেচনৰ আদালত,കാസേഷൻ കോടതി
সঞ্চালক আদালত (EIC),കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC)
মালিকৰ আদালত,ഉടമസ്ഥരുടെ കോടതി
আদালতৰ কবি,കോടതി കവി
চুক্তিবদ্ধ কেমেৰনিয়ানসকল,ഉടമ്പടി കാമറോണിയക്കാർ
মুকুট,കിരീടം
মুকুট,കിരീടം
মুকুট,കിരീടം
মুকুটৰ ভূমি,കിരീട ഭൂമി
মুকুটৰ ভূমি,കിരീട ഭൂമി
ক্ৰাউন প্ৰিন্স,കിരീടാവകാശി
ক্ৰুছেড,കുരിശുയുദ്ധം
ক্ৰুছেডাৰ,കുരിശുയുദ്ധക്കാരൻ
ক্ৰিপ্টোগ্ৰাম,ക്രിപ്റ്റോഗ്രാം
কুইৰাছ,ക്യൂറാസ്
কুইৰাচিয়াৰ,ക്യൂറാസിയർ
কাল্ট দেৱতা,ആരാധനാ ദേവത
কুৰিয়া,കൂരിയ
কুৰিয়া,കൂരിയ
জাৰবাদ,സാറിസം
অন্ধকাৰ মহাদেশ,ഇരുണ്ട ഭൂഖണ്ഡം
বিচাৰৰ দিন,വിധി ദിവസം
বিচাৰৰ দিন,വിധി ദിവസം
ডিন,ഡീൻ
দশক,ദശാബ്ദം
ডেনাৰিয়াছ,ഡെനാറിയസ്
পদচ্যুত ৰজা,സ്ഥാനഭ്രഷ്ടനായ രാജാവ്
লুটপাত কৰা,നശിപ്പിക്കുക
লুণ্ঠন,നാശം
ডিথ্ৰন,സിംഹാസനസ്ഥനാക്കുക
ডায়েডেম,ഡയഡം
ডায়েডেম,ഡയഡം
ডায়েডেম,ഡയഡം
ডায়েচিয়া,ഡയസിയ
ডিকাষ্টেৰিয়াম,ഡികാസ്റ്റീരിയം
ডিলুভিয়ালিষ্ট,ഡിലുവിയലിസ്റ്റ്
ডাইচ,രൂപത
ডাইচ,രൂപത
ডাইৰেক্টৰ (=নিৰ্দেশনা),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
ডাইৰেক্টৰ (=নিৰ্দেশনা),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
দিৰহাম,ദിർഹം
অবিশ্বাসী,വിശ്വസ്തതയില്ലാത്ത
অবিশ্বাসী,വിശ്വസ്തതയില്ലാത്ത
