English,Kannada
antivirus program,ಆಂಟಿವೈರಸ್ ಪ್ರೋಗ್ರಾಂ
applet,ಆಪ್ಲೆಟ್
application developer,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
application programming,ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
application programming interface (API),ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)
application software,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್
applicative language,ಅನ್ವಯಿಕ ಭಾಷೆ
approximation theory,ಅಂದಾಜು ಸಿದ್ಧಾಂತ
architecture,ವಾಸ್ತುಶಿಲ್ಪ
area transfer,ಪ್ರದೇಶ ವರ್ಗಾವಣೆ
argument,ವಾದ
arithmatic and logic unit,ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ
arithmatic check,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
arithmatic constant,ಅಂಕಗಣಿತ ಸ್ಥಿರ
arithmatic data,ಅಂಕಗಣಿತದ ಡೇಟಾ
arithmatical instruction,ಅಂಕಗಣಿತದ ಸೂಚನೆ
arithmetic and logic unit (ALU),ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ (ALU)
ARPANET,ಅರ್ಪಾನೆಟ್
array,ಶ್ರೇಣಿ
array cache,ರಚನೆಯ ಸಂಗ್ರಹ
array computer,ಅರೇ ಕಂಪ್ಯೂಟರ್
array element,ರಚನೆಯ ಅಂಶ
array name,ರಚನೆಯ ಹೆಸರು
array processor,ರಚನೆಯ ಪ್ರೊಸೆಸರ್
arrow keys,ಬಾಣದ ಕೀಲಿಗಳು
articulation,ಉಚ್ಚಾರಣೆ
articulation point,ಉಚ್ಚಾರಣಾ ಬಿಂದು
artificial compaction,ಕೃತಕ ಸಂಕೋಚನ
artificial control,ಕೃತಕ ನಿಯಂತ್ರಣ
artificial intelligence,ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ
ascender,ಆರೋಹಣ
ascending sort,ಆರೋಹಣ ರೀತಿಯ
ASCII betical order,ASCII ಬೆಟಿಕಲ್ ಆರ್ಡರ್
ASCII control character,ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ
ASCII file,ASCII ಫೈಲ್
ASCII font,ASCII ಫಾಂಟ್
ASCII transfer,ASCII ವರ್ಗಾವಣೆ
aspect ratio,ಆಕಾರ ಅನುಪಾತ
ASPI,ASPI
ASR timer,ASR ಟೈಮರ್
assemble,ಜೋಡಿಸು
assembler,ಅಸೆಂಬ್ಲರ್
assembly,ಸಭೆ
assembly language,ಅಸೆಂಬ್ಲಿ ಭಾಷೆ
assertion,ಪ್ರತಿಪಾದನೆ
assignment,ನಿಯೋಜನೆ
association,ಸಂಘ
associative address,ಸಹಾಯಕ ವಿಳಾಸ
associative memory,ಸಹಾಯಕ ಸ್ಮರಣೆ
asteric,ಆಸ್ಟರಿಕ್
asymmetric,ಅಸಮ್ಮಿತ
asynchronous,ಅಸಮಕಾಲಿಕ
asynchronous Digital Subscriber Line (ADSL),ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL)
asynchronous Time Division Multiplexing (ATDM),ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM)
asynchronous transfer,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
asynchronous Transfer Mode (ATM),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
atom,ಪರಮಾಣು
attached document,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
attached file,ಲಗತ್ತಿಸಲಾದ ಕಡತ
attachment,ಬಾಂಧವ್ಯ
attribute,ಗುಣಲಕ್ಷಣ
audio,ಆಡಿಯೋ
audit programming,ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
audit trail,ಆಡಿಟ್ ಟ್ರಯಲ್
augmentation,ವರ್ಧನೆ
authentication protocol,ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
authoring system,ಲೇಖಕ ವ್ಯವಸ್ಥೆ
authorization,ಅಧಿಕಾರ
auto abstract,ಸ್ವಯಂ ಅಮೂರ್ತ
autobooting,ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ
autocad,ಆಟೋಕ್ಯಾಡ್
autolog on,ಸ್ವಯಂ ಲಾಗ್ ಆನ್
automata,ಸ್ವಯಂಚಾಲಿತ
automata theory,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
automatic computing,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್
automatic data processing,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
automatic error correction,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
automatic function,ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ
automatic indexing,ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ
automatic library call,ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ
automatic programming,ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
automatic recovery program,ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ
automatic routine,ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ
automatic system recovery,ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ
automatic teller machine (ATM),ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM)
automation,ಯಾಂತ್ರೀಕೃತಗೊಂಡ
autoplay,ಸ್ವಚಾಲಿತ
autosave,ಸ್ವಯಂ ಉಳಿಸಿ
auxiliary,ಸಹಾಯಕ
auxiliary memory,ಸಹಾಯಕ ಸ್ಮರಣೆ
auxiliary storage,ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ
available list,ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ
available time,ಲಭ್ಯವಿರುವ ಸಮಯ
average,ಸರಾಸರಿ
awk (language),awk (ಭಾಷೆ)
backend,ಬ್ಯಾಕೆಂಡ್
backend processor,ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್
backface removal,ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ
background processing,ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ
backing store,ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ
backpatching,ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್
backspace,ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್
backtracking,ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್
back-up,ಬ್ಯಾಕ್ ಅಪ್
back-up memory,ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ
backward error recovery,ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ
balance sheet,ಆಯವ್ಯಯ ಪಟ್ಟಿ
band,ಬ್ಯಾಂಡ್
band width,ಬ್ಯಾಂಡ್ ಅಗಲ
banker's algorithm,ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್
bar code,ಬಾರ್ ಕೋಡ್
bar code scanner,ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್
bar graph,ಬಾರ್ ಗ್ರಾಫ್
base address,ಮೂಲ ವಿಳಾಸ
base band,ಬೇಸ್ ಬ್ಯಾಂಡ್
base number,ಮೂಲ ಸಂಖ್ಯೆ
base table,ಬೇಸ್ ಟೇಬಲ್
BASIC,ಬೇಸಿಕ್
basic control,ಮೂಲ ನಿಯಂತ್ರಣ
basic input,ಮೂಲ ಇನ್ಪುಟ್
basic instruction,ಮೂಲ ಸೂಚನೆ
basic output,ಮೂಲ ಔಟ್ಪುಟ್
basic step,ಮೂಲ ಹಂತ
batch,ಬ್ಯಾಚ್
batch file,ಬ್ಯಾಚ್ ಫೈಲ್
batch position,ಬ್ಯಾಚ್ ಸ್ಥಾನ
batch processing,ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ
batch system,ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ
baud,ಬಾಡ್
baud rate,ಬೌಡ್ ದರ
beam,ಕಿರಣ
benchmark,ಮಾನದಂಡ
bidirectional communication,ದ್ವಿಮುಖ ಸಂವಹನ
bidirectional link,ದ್ವಿಮುಖ ಲಿಂಕ್
binary code,ಬೈನರಿ ಕೋಡ್
binary digit,ದ್ವಿಮಾನ ಅಂಕಿ
binary Input output system (BIOS),ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS)
binary number,ಬೈನರಿ ಸಂಖ್ಯೆ
binary operator,ಬೈನರಿ ಆಪರೇಟರ್
binary relation,ದ್ವಿಮಾನ ಸಂಬಂಧ
binary search,ಬೈನರಿ ಹುಡುಕಾಟ
binary search tree (BST),ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST)
binary transfer,ಬೈನರಿ ವರ್ಗಾವಣೆ
binary tree,ಅವಳಿ ಮರ
bipolar memory,ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ
birth death model,ಜನನ ಮರಣ ಮಾದರಿ
birth death process,ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ
bit,ಸ್ವಲ್ಪ
bit fault,ಸ್ವಲ್ಪ ತಪ್ಪು
bit map,ಬಿಟ್ ನಕ್ಷೆ
bit map pixel (BMP),ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP)
bit matrix,ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
bit pattern,ಬಿಟ್ ಮಾದರಿ
bit position,ಬಿಟ್ ಸ್ಥಾನ
bit rate,ಬಿಟ್ ದರ
black box testing,ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ
blinking,ಮಿಟುಕಿಸುವುದು
block,ಬ್ಲಾಕ್
block cache,ಬ್ಲಾಕ್ ಸಂಗ್ರಹ
block check,ಬ್ಲಾಕ್ ಚೆಕ್
block copy,ಬ್ಲಾಕ್ ನಕಲು
block diagram,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
blocking network,ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್
board,ಬೋರ್ಡ್
book mark,ಪುಸ್ತಕ ಗುರುತು
boolean algebra,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
boolean relation,ಬೂಲಿಯನ್ ಸಂಬಂಧ
boot partition,ಬೂಟ್ ವಿಭಾಗ
boot strapping,ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್
boot-strap loader,ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್
bridge,ಸೇತುವೆ
broadband networking,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್
broadcast,ಪ್ರಸಾರ
broadcast radio,ರೇಡಿಯೋ ಪ್ರಸಾರ
browse,ಬ್ರೌಸ್
browser,ಬ್ರೌಸರ್
B-Tree,ಬಿ-ಟ್ರೀ
bubble memory,ಬಬಲ್ ಮೆಮೊರಿ
bubble sort,ಬಬಲ್ ರೀತಿಯ
bucket,ಬಕೆಟ್
buddy system,ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ
budget effective control,ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ
buffer,ಬಫರ್
bug,ದೋಷ
bus,ಬಸ್
byte,ಬೈಟ್
byte code,ಬೈಟ್ ಕೋಡ್
c,ಸಿ
C++,C++
cache,ಸಂಗ್ರಹ
cache buffer,ಸಂಗ್ರಹ ಬಫರ್
cache memory,ಸಂಗ್ರಹ ಮೆಮೊರಿ
calculation,ಲೆಕ್ಕಾಚಾರ
calculator,ಕ್ಯಾಲ್ಕುಲೇಟರ್
calculator chip,ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್
call,ಕರೆ
call by name,ಹೆಸರಿನಿಂದ ಕರೆ ಮಾಡಿ
call by reference,ಉಲ್ಲೇಖದ ಮೂಲಕ ಕರೆ ಮಾಡಿ
call by value,ಮೌಲ್ಯದಿಂದ ಕರೆ ಮಾಡಿ
call by variables,ವೇರಿಯಬಲ್ ಮೂಲಕ ಕರೆ ಮಾಡಿ
call gate,ಕರೆ ಗೇಟ್
cancel,ರದ್ದುಮಾಡು
cancel button,ರದ್ದು ಬಟನ್
canonical,ಅಂಗೀಕೃತ
canonical form,ಅಂಗೀಕೃತ ರೂಪ
capability,ಸಾಮರ್ಥ್ಯ
capability list,ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ
capacity,ಸಾಮರ್ಥ್ಯ
caps lock key,ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ
card,ಕಾರ್ಡ್
card reader,ಕಾರ್ಡ್ ರೀಡರ್
cardinality,ಕಾರ್ಡಿನಲಿಟಿ
carrier,ವಾಹಕ
carrier band,ವಾಹಕ ಬ್ಯಾಂಡ್
carrier load,ವಾಹಕ ಲೋಡ್
carrier signal,ವಾಹಕ ಸಂಕೇತ
carrier wave,ವಾಹಕ ತರಂಗ
carry,ಒಯ್ಯುತ್ತಾರೆ
carry digit,ಅಂಕೆ ಸಾಗಿಸಿ
carry flag,ಧ್ವಜವನ್ನು ಒಯ್ಯುತ್ತಾರೆ
cartridge disk,ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್
cascade,ಕ್ಯಾಸ್ಕೇಡ್
case,ಪ್ರಕರಣ
cathod ray tube (CRT),ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT)
cathode ray tube (CRT),ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT)
CD ROM disk drive,ಸಿಡಿ ರಾಮ್ ಡಿಸ್ಕ್ ಡ್ರೈವ್
cell,ಜೀವಕೋಶ
cell animation,ಸೆಲ್ ಅನಿಮೇಷನ್
cellular phone,ಸೆಲ್ಯುಲಾರ್ ಫೋನ್
central memory,ಕೇಂದ್ರ ಸ್ಮರಣೆ
central processing unit (CPU),ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU)
centralized system,ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ
certified tape,ಪ್ರಮಾಣೀಕೃತ ಟೇಪ್
chain,ಸರಪಳಿ
chain data,ಸರಣಿ ಡೇಟಾ
chain link,ಸರಪಳಿಯ ಕೊಂಡಿ
chaining,ಚೈನ್ನಿಂಗ್
channel,ಚಾನಲ್
channel busy tone,ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್
channel capacity,ಚಾನಲ್ ಸಾಮರ್ಥ್ಯ
channel controller,ಚಾನಲ್ ನಿಯಂತ್ರಕ
channel error,ಚಾನಲ್ ದೋಷ
channel program,ಚಾನಲ್ ಕಾರ್ಯಕ್ರಮ
channel reliability,ಚಾನಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ
channel set,ಚಾನಲ್ ಸೆಟ್
character,ಪಾತ್ರ
character code,ಅಕ್ಷರ ಕೋಡ್
character key,ಅಕ್ಷರ ಕೀ
character reader,ಅಕ್ಷರ ಓದುಗ
character size,ಅಕ್ಷರ ಗಾತ್ರ
chart,ಚಾರ್ಟ್
chassis,ಚಾಸಿಸ್
check bit,ಚೆಕ್ ಬಿಟ್
check digit,ಅಂಕೆ ಪರಿಶೀಲಿಸಿ
check sum,ಚೆಕ್ ಮೊತ್ತ
check word,ಪದವನ್ನು ಪರಿಶೀಲಿಸಿ
chip,ಚಿಪ್
chip set,ಚಿಪ್ ಸೆಟ್
choose,ಆಯ್ಕೆ
chromatically,ವರ್ಣೀಯವಾಗಿ
cipher,ಸೈಫರ್
circuit,ಸರ್ಕ್ಯೂಟ್
circular list,ವೃತ್ತಾಕಾರದ ಪಟ್ಟಿ
cirus,ಸಿರಸ್
citation,ಉಲ್ಲೇಖ
class,ವರ್ಗ
class variable,ವರ್ಗ ವೇರಿಯಬಲ್
classification,ವರ್ಗೀಕರಣ
clear,ಸ್ಪಷ್ಟ
clear area,ಸ್ಪಷ್ಟ ಪ್ರದೇಶ
clear channel,ಸ್ಪಷ್ಟ ಚಾನಲ್
click,ಕ್ಲಿಕ್
client,ಗ್ರಾಹಕ
client server,ಕ್ಲೈಂಟ್ ಸರ್ವರ್
client stub,ಕ್ಲೈಂಟ್ ಸ್ಟಬ್
clip art,ಕ್ಲಿಪ್ ಆರ್ಟ್
clip art library,ಕ್ಲಿಪ್ ಆರ್ಟ್ ಲೈಬ್ರರಿ
clip board,ಕ್ಲಿಪ್ ಬೋರ್ಡ್
clipper,ಕ್ಲಿಪ್ಪರ್
clipper chip,ಕ್ಲಿಪ್ಪರ್ ಚಿಪ್
clique,ಗುಂಪು
clock,ಗಡಿಯಾರ
clock cycle,ಗಡಿಯಾರ ಚಕ್ರ
clock frequency,ಗಡಿಯಾರದ ಆವರ್ತನ
clock hardware,ಗಡಿಯಾರ ಯಂತ್ರಾಂಶ
clock pulse,ಗಡಿಯಾರ ನಾಡಿ
clock speed,ಗಡಿಯಾರದ ವೇಗ
clock synchronization,ಗಡಿಯಾರ ಸಿಂಕ್ರೊನೈಸೇಶನ್
clock tick,ಗಡಿಯಾರ ಟಿಕ್
clone,ತದ್ರೂಪಿ
close,ಮುಚ್ಚಿ
close circuit TV (CCTV),ಕ್ಲೋಸ್ ಸರ್ಕ್ಯೂಟ್ ಟಿವಿ (CCTV)
closure,ಮುಚ್ಚಿದ
cloud computing,ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್
cluster,ಕ್ಲಸ್ಟರ್
coated card,ಲೇಪಿತ ಕಾರ್ಡ್
coated paper,ಲೇಪಿತ ಕಾಗದ
coaxial,ಏಕಾಕ್ಷ
coaxial cable,ಗಟ್ಟಿ ಕವಚದ ತಂತಿ
codasyl,ಕೊಡಸಿಲ್
code,ಕೋಡ್
code generator,ಕೋಡ್ ಜನರೇಟರ್
code page,ಕೋಡ್ ಪುಟ
code word,ಕೋಡ್ ಪದ
coder,ಕೋಡರ್
coding check,ಕೋಡಿಂಗ್ ಚೆಕ್
coding form,ಕೋಡಿಂಗ್ ರೂಪ
coding sheet,ಕೋಡಿಂಗ್ ಶೀಟ್
coefficient,ಗುಣಾಂಕ
coherence,ಸುಸಂಬದ್ಧತೆ
cold boot,ಕೋಲ್ಡ್ ಬೂಟ್
cold start,ಶೀತ ಆರಂಭ
collaboration,ಸಹಯೋಗ
collapse,ಕುಸಿತ
collate,ಕೊಲೇಟ್
collate tape,ಕೊಲೇಟ್ ಟೇಪ್
collision,ಘರ್ಷಣೆ
colon,ಕೊಲೊನ್
colour (color),ಬಣ್ಣ (ಬಣ್ಣ)
colour saturation,ಬಣ್ಣದ ಶುದ್ಧತ್ವ
colour table,ಬಣ್ಣದ ಟೇಬಲ್
column,ಕಾಲಮ್
combination,ಸಂಯೋಜನೆ
combo box,ಕಾಂಬೊ ಬಾಕ್ಸ್
command,ಆಜ್ಞೆ
command button,ಆದೇಶ ಬಟನ್
command list,ಆದೇಶ ಪಟ್ಟಿ
comment,ಕಾಮೆಂಟ್
commitment,ಬದ್ಧತೆ
commodity,ಸರಕು
