Gujarati,Marathi
પર્યાવરણ,वातावरण
સુધારક,सुधारक
મિટોસિસ,मायटोसिस
આમીન,आमीनान
એમોનિયન,अमोनियन
એમ્નિફરસ,amniferous
1. બિનઅસરકારક સ્વરૂપ 2. અરૂપી,1. अप्रभावी रूप 2. अरुपी
ઉભયજીવી મિશ્રણ,उभयचर मिश्रण
એમ્ફોટેરિક,एम्फोटेरिक
સંગ્રહ,साठा करणे
1. એનારોબિક 2. એનારોબિક સજીવો,1. ऍनेरोबिक 2. ऍनेरोबिक जीव
હેપ્લોઇડ,हॅप्लॉइड
કોણીય વાવેતર,टोकदार लागवड
પશુપાલન,पशुसंवर्धन
પ્રાણીના મળમૂત્ર,प्राण्यांचे मलमूत्र
જીવંત ઊર્જા,जिवंत ऊर्जा
વિસંગત,विसंगत
એક વર્ષ જૂનો છોડ,एक वर्ष जुनी वनस्पती
વાર્ષિક,वार्षिक
1. પરમાનંદ 2. ઉજાસ,1. परमानंद 2. तेज
એન્થ્રેક્સ,ऍन्थ्रॅक्स
એન્થ્રોપોજેનિક પરિબળો,मानववंशजन्य घटक
અસ્તિત્વ,जगणे
1. એન્ટિબાયોટિક 2. એન્ટિબાયોટિક,1. प्रतिजैविक 2. प्रतिजैविक
પ્રતિકૂળ,तिरस्करणीय
એન્ટીઑકિસડન્ટ,अँटिऑक्सिडंट
એન્ટિટોક્સિન,अँटीटॉक्सिन
રિંગ આંગળી,अनामिका
1. એફિડ 2. મહુ 3. ચેપા,1. ऍफिड 2. महू 3. चेपा
ટોચની કળી,शीर्ष अंकुर
ટોચની અસરકારકતા,शिखर प्रभावीता
મધમાખી ઉછેર,मधमाशी पालन
અજાતીયતા,लैंगिकता
એપોપ્ટોસિસ,apoptosis
પરિશિષ્ટ,परिशिष्ट
ભૂખ લગાડનાર,भूक वाढवणारे
લાગુ,लागू
જળચર નીંદણ,जलीय तण
1. વૃક્ષ 2. વૃક્ષ નિવાસી,1. झाड 2. वृक्षवासी
શાખાઓ,शाखा
પ્રોટોબોટનિકલ રેકોર્ડ્સ,प्रोटोबोटॅनिकल रेकॉर्ड
ઝોન નંબર,झोन क्रमांक
1. વિસ્તાર 2. વિસ્તાર,1. क्षेत्रफळ 2. क्षेत्रफळ
શુષ્ક ઇકોસિસ્ટમ,कोरडे इकोसिस्टम
કોટિલેડોન,cotyledon
સૌરભ,सौरभ
સુગંધિત છોડ,सुगंधी वनस्पती
સુગંધિત ચોખા,सुवासिक तांदूळ
ઇક્ષુ પુષ્પન,इक्षु पुष्पन
એસેપ્ટિક,ऍसेप्टिक
1. એસેપ્ટિક 2. એસેપ્ટિક,1. ऍसेप्टिक 2. ऍसेप्टिक
અજાતીય પ્રજનન,अलैंगिक पुनरुत्पादन
કદ,आकार
સંપત્તિ,मालमत्ता
1. એસિમિલેશન 2. એસિમિલેશન,1. आत्मसात करणे 2. आत्मसात करणे
1. એસોસિએશન 2. એસોસિએશન,1. संघटना 2. संघटना
1. કૉલમ 2. અસ્પષ્ટતા,1. स्तंभ 2. तुरटपणा
હેટરોઝાયગોસિટી,heterozygosity
1. પૂર્વજ 2. એટાવિઝમ,1. पूर्वज 2. Atavism
કણ,कण
1. પુષ્ટિ 2. ક્ષતિ,1. पुष्टीकरण 2. कमजोरी
સ્વ જોડી,स्वत: ची जोडणी
ઓટોલિસિસ,ऑटोलिसिस
1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન,1. उत्स्फूर्त ऑक्सीकरण 2. उत्स्फूर्त ऑक्सीकरण
સ્વ મલ્ટિપ્લેક્સ્ડ,स्वत: मल्टिप्लेक्स
ઓક્સિન,ऑक्सिन
1. હચમચી 2. દેડકો,1. हादरले 2. टॉड
દંડ વાયરસ,दंडात्मक व्हायरस
1. બેસિલસ 2. બેસિલસ,1. बॅसिलस 2. बॅसिलस
1. બેક્ટેરિયા 2. બેક્ટેરિયા,1. जीवाणू 2. जीवाणू
બેક્ટેરિયલ ઝેર,जिवाणू विष
બગાસ,बॅगासे
સરવૈયા,ताळेबंद
સંતુલિત ખાતરનો ઉપયોગ,संतुलित खतांचा वापर
બાર ગ્રાફ,बार आलेख
છાલ,झाडाची साल
1. બેરોમીટર 2. બેરોમીટર,1. बॅरोमीटर 2. बॅरोमीटर
1. બઝર 2. જડ 3. ઉજ્જડ,1. बजर 2. जड 3. वांझ
1. આધાર 2. આધાર 3. કપંગ,1. बेस 2. बेस 3. कपंग
1. તાલા 2. બેસિન,1. तळा 2. खोरे
તલાબીસરી,तलाबिसरी
1. બેસિસ્ટર્નમ 2. રુટ ધારક,1. बेसिस्टर्नम 2. रूट धारक
ગલ્ફ ચોમાસું,गल्फ मान्सून
ફળનો છોડ,फळ वनस्पती
પથારી,पलंग
બેડ પ્લાન્ટ,बेड प्लांट
પથારી,बेडिंग
બીટ દાળ,बीट मोलॅसेस
બેલો,घुंगरू
1. પટ્ટી 2. ભૂપ્રદેશ,1. पट्टी 2. भूप्रदेश
નફો-ખર્ચ વિશ્લેષણ,नफा-खर्च विश्लेषण
મહત્વાકાંક્ષી (સેમ્પલિંગ),इच्छुक (नमुना)
દ્વિવાર્ષિક છોડ,द्विवार्षिक वनस्पती
દ્વિપદી,द्विपद
બાયોફેક્ટર,बायोफॅक्टर
જૈવિક આબોહવા,जैविक हवामान
જૈવ ઊર્જા,जैव ऊर्जा
પ્રાણીસૃષ્ટિ ઇકોલોજી,प्राणी पर्यावरणशास्त्र
1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર,1. बायो-प्रोसेसर 2. बायो-रिअॅक्टर
બાયોસ્ફિયર,बायोस्फीअर
જૈવિક,जैविक
પ્રાણીસૃષ્ટિ,प्राणी
ડિવિલિંગી,दिविलिंगी
ધવલન,धवलन
1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ,1. प्रध्‍वसन (रोग) 2. गुस्‍त रोग
મિશ્રણ,मिश्रण
1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ),1. अंगमारी (रोग) 2. अनिष्ट (रोग)
1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો,1. फोड 2. फोड 3. उद्रेक 4. फोड
વાદળી ક્રાંતિ,निळी क्रांती
પ્લાનર હીટિંગ ચેમ્બર,प्लॅनर हीटिंग चेंबर
પ્લાનર હીટિંગ ટેકનોલોજી,प्लॅनर हीटिंग तंत्रज्ञान
થૂલું,कोंडा
શાખાઓ,शाखा
1. ટ્વિગ 2. સબબ્રાન્ચ,1. डहाळी 2. उपशाखा
જાતિ,जाती
પ્રજનન,पुनरुत्पादन
પ્રારંભિક અંકુરણ સારવાર,लवकर उगवण उपचार
1. બચ્ચા 2. ઇંડા 3. ગર્ભ,1. शावक 2. अंडी 3. गर्भ
ઉભરતા,होतकरू
બજેટ,बजेट
1.એમ્ફોટેરિક 2. બફર,1.अॅम्फोटेरिक 2. बफर
શક્કરિયા,रताळे
બંટ (રોગ),बंट (रोग)
1. આડપેદાશ 2. આડપેદાશ,1. उप-उत्पादन 2. उप-उत्पादन
c ભેજ સ્પષ્ટીકરણ વળાંક,c ओलावा तपशील वक्र
તેલ કેક,तेल केक
1. ચૂનો 2. કેલ્શિયમ,1. चुना 2. कॅल्शियम
કેલ્સિયન,कॅल्शिअन
ફોસ્ફેટ દૂર કરવું,फॉस्फेट काढणे
1. કિનાટા 2. કેલાટા,1. किनटा 2. कॅलाटा
1.કેલસ 2. કિરણ,1.कॉलस 2. किरण
1. સેપલ્સ 2. કેલિક્સ,1. सेपल्स 2. कॅलिक्स
બહારનો છેડો,बाह्य टोक
એધા,इधा
કર્કશ (બેક્ટેરિયલ રોગ),कॅन्कर (जीवाणूजन्य रोग)
કેનિંગ,कॅनिंग
આકાશ,आकाश
ફાઇનાન્સ,वित्त
પરાગનયન (અંજીરનું),परागकण (अंजीराचे)
1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ,1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल
કાર્બનયુક્ત,कार्बनयुक्त
કાર્બનન,कार्बनन
કારાપેસ,कॅरॅपेस
બંગડી,ब्रेसलेट
1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ),1. कास्टिंग (लोह) 2. क्षिती (कीटक)
અપચય,अपचय
પ્રેરિત,प्रलोभन
1. કેટરપિલર 2. કેટરપિલર,1. सुरवंट 2. सुरवंट
c ડી. એન. a સંગ્રહ,c d. एन. a संकलन
શ્રેણી,श्रेणी
1. સેલ 2. સેલ,1. सेल 2. सेल
કેન્દ્રીય ફ્રન્ટ સિસ્ટમ,मध्यवर्ती फ्रंट सिस्टम
1. બિંદુ 2. ફોકસ,1. पॉइंट 2. फोकस
સેન્ટ્રીફ્યુગેશન,केंद्रापसारक
સેન્ટ્રીફ્યુજ,अपकेंद्रित्र
સ્ટાર સેન્ટર,तारा केंद्र
એપિજેનેટિક,epigenetic
કેન્દ્રજા,केंद्रजा
લૂમ,यंत्रमाग
1. અનાજ 2. સીરીયલ,1. तृणधान्ये 2. मालिका
1. પ્રમાણપત્ર 2. પ્રમાણપત્ર,1. प्रमाणन 2. प्रमाणन
પ્રમાણિત બીજ,प्रमाणित बियाणे
1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર,1. पेंढा 2. कुट्टी 3. शलक सहपात्रा
1. નિભાગ 2. કૈલાજા,1. निभाग 2. कैलाजा
કીમોગ્રાફી,किमोग्राफी
1. કિયાઝમા 2. વ્યસ્ત,1. कियाज्मा 2. व्यस्त
સુપરકૂલિંગ કલાકો,सुपर कूलिंग तास
હિમ નુકસાન,दंव नुकसान
1. વિચિરોતકી 2. ચિમેરા,1. विचिरोटकी 2. चिमेरा
લીલો પોર્રીજ,हिरवी लापशी
1. પર્ણસમૂહ 2. લીલો,1. पर्णसंभार 2. हिरवा
સાયનોસિસ,सायनोसिस
જૈવિક વિતરણ વિજ્ઞાન,जैविक वितरण विज्ञान
1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો,1. क्रोमेटिड्स 2. अर्धा गुणसूत्र
ક્રોમેટિન,क्रोमॅटिन
ક્રોમેટોગ્રાફી,क्रोमॅटोग्राफी
ક્રોમેટિનલેશન,क्रोमॅटिनलेशन
ધમની બિંદુ,अलिंद बिंदू
ક્રોમેટોજેનેસિસ,क्रोमेटोजेनेसिस
1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન,1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन
1. રંગસૂત્રો 2. રંગસૂત્રો,1. गुणसूत्र 2. गुणसूत्र
1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત,1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित
સાઇટ્રેન્જ,सायरेंज
પાનખર તહેવાર,गडी बाद होण्याचा क्रम
વર્ગીકરણ,वर्गीकरण
1. માટી 2. માટી,1. चिकणमाती 2. चिकणमाती
1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ,1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण
સતત પરાગનયન,सतत परागण
ક્રુસિફેરસ ફળ,क्रूसिफेरस फळ
વાતાવરણ,हवामान
આબોહવાશાસ્ત્ર,हवामानशास्त्र
કાતર,कातरणे
ગઠ્ઠો (માટી),ढेकूळ (चिकणमाती)
ક્લોન,क्लोन
1.વાદળો 2.વાદળો,1.ढग 2.ढग
ઝુંડ,गठ्ठा
ટોળું,घड
1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી,1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत
1. કવર 2. ચામડું,1. कव्हर 2. लेदररेट
કોયા,कोया
1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ,1. कोएन्झाइम 2. को-एंझाइम
સંયોગ,एकसंधता
1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ,1. फायबर (ज्युट ज्यूट) 2. नारळ भरड
મુલંકુર ચોલા,मुलंकुर चोळ
,
કોલોઇડ (માટી),कोलोइड (माती)
1.કૉલમ 2.કોલ્યુમેલા,1.स्तंभ 2.columella
1. દંડ 2. કૉલમ 3. કૉલમ,1. दंड 2. स्तंभ 3. स्तंभ
કોમ્યુનિયન,सहभागिता
કોમર્શિયલ બેંક,व्यावसायिक बँक
1. કોમોડિટી 2. મર્ચેન્ડાઇઝ,1. वस्तू 2. व्यापारी माल
સમુદાય,समुदाय
કોમ્પેક્શન (માટીનું),कॉम्पॅक्शन (मातीचे)
1. સુસંગતતા 2. સુસંગતતા,1. सुसंगतता 2. सुसंगतता
સુસંગતતા,सुसंगतता
1. વળતર 2. વળતર,1. भरपाई 2. भरपाई
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,स्पर्धात्मक संवाद
પૂરક પાક,पूरक पीक
1.સંયુક્ત 2.જટિલ,1.संमिश्र 2.जटिल
ઘટક,घटक
રચના,रचना
ખાતર,कंपोस्ट
સંયોજન વ્યાજ,चक्रवाढ व्याज
ગણતરી,गणना
1. કોમ્પ્યુટર 2. કોમ્પ્યુટર,1. संगणक 2. संगणक
1. એકાગ્રતા 2. એકાગ્રતા,1. एकाग्रता 2. एकाग्रता
1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર,1. अनुकूलक 2. पुनरुज्जीवन करणारा
વાહકતા,वाहकता
1. રૂપરેખાંકન 2. રૂપરેખા,1. कॉन्फिगरेशन 2. कॉन्फिगरेशन
1. અનુરૂપતા 2. રૂપરેખાંકન 3. અનુરૂપતા,1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता
1. એકીકરણ 2. હાઇબ્રિડાઇઝેશન,1. एकत्रीकरण 2. संकरीकरण
જોડાણ,संयुग्मन
1. એડિટિવ 2. કનેક્ટિવ,1. जोडणारा 2. संयोजी
રક્ષણ,संरक्षण
એકીકરણ,एकत्रीकरण
1. ઘટક 2. ઘટકો,1.घटक 2. घटक
ઉપભોક્તા,ग्राहक
વપરાશ,वापर
દૂષણ,दूषित होणे
સમોચ્ચ વાવેતર,समोच्च लागवड
સમોચ્ચ રેખા,समोच्च रेखा
1. કોન્ટ્રાક્ટ ફાર્મિંગ 2. કોન્ટ્રાક્ટ ફાર્મિંગ 3. કોન્ટ્રાક્ટ ફાર્મિંગ,1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग
નિયંત્રિત વાતાવરણીય સંગ્રહ,नियंत्रित वातावरणीय संचयन
સહકારી બેંક,सहकारी बँक
સહકારી મંડળીના સભ્ય,सहकारी संस्था सदस्य
ગુલમાવન,गुलमावन
ક્યુબ્ડ,चौकोनी तुकडे
1. દાલપુંજ 2. કોરોલા,1. दालपुंज 2. कोरोला
1. કોર્ટેક્સ 2. કોર્ટેક્સ,1. कॉर्टेक्स 2. कॉर्टेक्स
ખર્ચ,खर्च
કોટિલેડોન,cotyledon
ક્રેડિટ કમિટી,क्रेडिट समिती
1. ધિરાણ 2. ક્રેડિટ,1. कर्ज देणे 2. क्रेडिट
1. શાહુકાર 2. લેણદાર,1. सावकार 2. कर्जदार
1. ક્રેસ્ટ 2. શિરોબિંદુ 3. સ્પાયર,1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर
પાછું ખેંચવું,मागे घेणे
સમસ્યા,समस्या
પરીક્ષણ,चाचणी
જટિલ,गंभीर
પાક વીમો,पीक विमा
પાક લોન,पीक कर्ज
1. પાક 2. પાક,1. पीक 2. पीक
ખેતી વિસ્તાર,लागवड क्षेत्र
ક્રોસ અસંગત,क्रॉस विसंगत
1. તાજ 2. શિખર (છોડ),1. मुकुट 2. शिखर (वनस्पती)
નરમ કણો,मऊ कण
પોપડો,कवच
1. ક્રિપ્ટોગમ 2. નોન-ફ્લોરીફોર્મ,1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म
કાપણી (ફળ),छाटणी (फळ)
પેન,पेन
કલ્ટીવાર વિવિધ,वाणाची विविधता
1. ટ્રેક્શન 2. ખેતી 3. ખેતી,1. कर्षण 2. शेती 3. शेती
1. ખેડૂત 2. ખેડૂત,1. शेतकरी 2. शेती करणारा
1. ખેતી 2. ખેતી 3. ઉછેર,1. मशागत 2. मशागत 3. संगोपन
1.સંસાધન 2.તૈયારી,1. संसाधन 2. तयारी
1.કુંતલન 2.કુંચોન,1.कुंतलन 2.कुंचोन
મુદ્રા,पवित्रा
1. બાહ્ય ત્વચા 2. ક્યુટિકલ,1. एपिडर्मिस 2. क्यूटिकल
1. પેન 2. કટિંગ 3. કટીંગ 4. કટીંગ 5. કટીંગ,1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग
1. કૃમિ કોર્પસ 2. ફોલ્લો 3. ફોલ્લો 4. વિકૃત ગઠ્ઠો 5. નિયોપ્લાઝમ,1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम
સાયટોક્રોમ,सायटोक्रोम
કોષ જોડાણ,सेल जोडणी
સેલ પ્રજનન,सेल पुनरुत्पादन
સેલ જીનેટિક્સ,सेल आनुवंशिकी
સાયટોપ્લાઝમિક વિભાજન,सायटोप्लाज्मिक विभागणी
સેલ બાયોલોજી,सेल जीवशास्त्र
સેલ લિસિસ,सेल lysis
1. સાયટોમેર 2. કોષ વિભાજન,1. सायटोमेर 2. सेल सेगमेंटेशन
સાયટોપ્લાઝમ,सायटोप्लाझम
1. ડેરી 2. ડેરી,1. दुग्धव्यवसाय 2. दुग्धव्यवसाय
ડેરી ઉદ્યોગ,डेअरी उद्योग
1. ડેમ 2. સંવર્ધક,1. धरण 2. ब्रीडर
ડે એબ્સોલ્યુટ પ્લાન્ટ,दिवस निरपेक्ष वनस्पती
ફૂલો પછીનો દિવસ,फुलांच्या नंतर दिवस
સંપૂર્ણ ફૂલો પછીનો દિવસ,पूर्ण फुलांच्या नंतरचा दिवस
બિનકાર્યક્ષમતા,अकार्यक्षमता
decalcification,decalcification
1. ડિસ્લોજ 2. ડિસ્લોજ,1. डिस्लॉज 2. डिस्लॉज
સડો,क्षय
પાનખર,पर्णपाती
1. દશાંશ 2. દશાંશ,1. दशांश 2. दशांश
હીનતા,कनिष्ठता
અનુરાન (માટી),अनुरन (माती)
વિપુષ્પન,विपुष्पन
બિલિંગ,बिलिंग
વનનાબૂદી,जंगलतोड
અપમાન,बदनामी
અધોગતિ,ऱ्हास
ભાગ દિવસ,भाग दिवस
1. જથ્થો 2. ભાગ,1. प्रमाण 2. भाग
અવક્ષય,विघटन
કુશ્કી દૂર કરવી,भुसा काढणे
કુશ્કી દૂર કરવી,भुसा काढणे
નિર્જલીકરણ,निर्जलीकरण
નિર્જળ,निर्जल
માંગ,मागणी
1. વિકૃતિકરણ 2. ગુણાકાર,1. विकृतीकरण 2. गुणाकार
નિંદા,निंदा
1. થાપણ (માટી) 2. થાપણ (અર્થશાસ્ત્ર),1. ठेव (माती) 2. ठेव (अर्थशास्त्र)
જમા,ठेव
1. અવમૂલ્યન 2. અવમૂલ્યન,1. घसारा 2. घसारा
ડિસેલિનેશન,डिसेलिनेशन
1. પાણી સુકાઈ જવું 2. નિર્જલીકરણ,1. पाणी कोरडे होणे 2. निर्जलीकरण
1. ડિઝાઇન 2. ડિઝાઇન,1. डिझाइन 2. डिझाइन
સુકા,कोरडे
કર્નલ દૂર કરવું,कर्नल काढणे
ડી-ઇન્ટરકલેશન,डी-इंटरकलेशन
જોડાણ,संयुग्मन
1. પુરુષ મંજરી નિષ્કર્ષણ (મકાઈ) 2. બલ્લાર નિષ્કર્ષણ,1. नर मांजरी उतारा (मका) 2. बल्लार उतारा
બલ્લાર અથવા કુંદન કટીંગ,बल्लार किंवा कुंदन कटिंग
નિર્ધારક,निर्धारक
અવમૂલ્યન,अवमूल्यन
ડી-વનસ્પતિ,वनस्पती काढून टाकणे
વિચલન,विचलन
ડબલ,दुप्पट
નિદાન,निदान
વિવિધ પરિપક્વતા,भिन्न परिपक्वता
વિભાજન,दुभाजक
1. ડાઇકોટાઇલ્ડન 2. ડિકોટાઇલ્ડન (બીજ),1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे)
પીઠનો રોગ,पाठीचा आजार
1. પ્રસરણ 2. પ્રસરણ,1. प्रसार 2. प्रसार
પાચનક્ષમતા,पचनक्षमता
દ્વિસંકર,dihybrid
1. ડેમ 2. ડ્રેઇન 3. કુટુંબ,1. धरण 2. नाला 3. कुटुंब
અલ્પ,अल्प
1. મોનોગેમસ 2. મોનોગેમસ,1. एकपत्नी 2. एकपत्नी
ડિપ્લોઇડ,द्विगुणित
1. ડિપ્લોઇડ 2. ડિપ્લોઇડ,1. डिप्लोइड 2. डिप्लोइड
દ્વિધ્રુવ,द्विध्रुव
1. નિષ્કર્ષણ 2. બડ દૂર કરવું,1. उतारा 2. अंकुर काढणे
1. હળ ખેડવું 2. કાંતવું,1. नांगरणी 2. कताई
ડિસ્કાઉન્ટ,सवलत
જીવાણુ નાશકક્રિયા,निर्जंतुकीकरण
1. વિખેરવું 2. છૂટાછવાયા,1. फैलाव 2. विखुरणे
1.સ્કેટરિંગ 2.વિવિધતા,1.विखुरणे 2.विविधता
વૈવિધ્યકરણ,विविधीकरण
વૈવિધ્યસભર કૃષિ,वैविध्यपूर्ण शेती
ડીએનએ પગલું,डीएनए पाऊल
ડીએનએ રીસીવર,डीएनए प्राप्तकर्ता
ગોદી ભાડે,डॉक भाड्याने
અસરકારક,प्रभावी
નિષ્ક્રિયતા,सुप्तता
1. જથ્થો 2. માત્રા 3. માત્રા,1. प्रमाण 2. डोस 3. डोस
