Bengali,Tamil
ফসল প্রক্রিয়াকরণ,பயிர் செயலாக்கம்
ঘাস বিজ্ঞান,புல் அறிவியல்
ফসলের ধরন,பயிர் வகை
এপিফাইট,எபிஃபைட்
aikiochi মাটি,aikiochi மண்
বর্ণান্ধতা,வண்ண குருட்டுத்தன்மை
আলফিসল,அல்பிசோல்
শৈবাল,பாசி
শেওলা রোগ,பாசி நோய்
ক্ষার জল,காரம் நீர்
ক্ষারীয়,காரமானது
বিকল্প,மாற்று
অ্যালেলো রসায়ন,அலெலோ வேதியியல்
অ্যালিল,அலீல்
অ্যালিলোপ্যাথি,அலெலோபதி
ভেথি ফসল,வேத்தி பயிர்
পরিপূর্ণতা,நிறைவு
নিষিক্তকরণ,கருத்தரித்தல்
1. আপেক্ষিকতা 2. অ্যালোমেট্রি,1. சார்பியல் 2. அலோமெட்ரி
multiploidy,பலவகை
1. প্যারাজিগোসিটি,1. Parazygosity
1. বিকল্প বছরের ফাংশন 2. বিকল্প ফাংশন,1. மாற்று ஆண்டு செயல்பாடு 2. மாற்று செயல்பாடு
বিকল্প ভূমি ব্যবহার,மாற்று நில பயன்பாடு
পরিবেশ,சூழல்
সংস্কারক,சீர்திருத்தவாதி
মাইটোসিস,மைடோசிஸ்
আমীনান,அமீனன்
ammonion,அம்மோனியன்
amniferous,அம்னிஃபெரஸ்
1. অকার্যকর রূপ 2. অরূপী,1. பயனற்ற வடிவம் 2. அரூபி
উভচর মিশ্রণ,நீர்வீழ்ச்சி கலவை
amphoteric,ஆம்போடெரிக்
মজুদ,கையிருப்பு
1. অ্যানেরোবিক 2. অ্যানেরোবিক জীব,1. காற்றில்லா 2. காற்றில்லா உயிரினங்கள்
হ্যাপ্লয়েড,ஹாப்ளாய்டு
কৌণিক রোপণ,கோண நடவு
পশুপালন,கால்நடை வளர்ப்பு
প্রাণীর মলমূত্র,விலங்கு மலம்
জীবন্ত শক্তি,வாழ்க்கை ஆற்றல்
অস্বাভাবিক,முரண்பாடான
এক বছর বয়সী উদ্ভিদ,ஒரு வருடம் பழமையான ஆலை
বার্ষিক,ஆண்டு
1. পরমানন্দ 2. উচ্ছ্বাস,1. பரவசம் 2. பிரகாசம்
অ্যানথ্রাক্স,ஆந்த்ராக்ஸ்
নৃতাত্ত্বিক কারণ,மானுடவியல் காரணிகள்
বেঁচে থাকা,உயிர்வாழ்தல்
1. অ্যান্টিবায়োটিক 2. অ্যান্টিবায়োটিক,1. ஆன்டிபயாடிக் 2. நுண்ணுயிர்க்கொல்லி
বিকর্ষণকারী,விரட்டும்
অ্যান্টিঅক্সিডেন্ট,ஆக்ஸிஜனேற்ற
অ্যান্টিটক্সিন,ஆன்டிடாக்சின்
অনামিকা আঙুল,மோதிர விரல்
1. এফিড 2. মাহু 3. চেপা,1. அசுவினி 2. மஹு 3. செபா
শীর্ষ কুঁড়ি,மேல் மொட்டு
সর্বোচ্চ কার্যকারিতা,உச்ச செயல்திறன்
মৌমাছি পালন,தேனீ வளர்ப்பு
অযৌনতা,ஓரினச்சேர்க்கை
apoptosis,அப்போப்டொசிஸ்
পরিশিষ্ট,பிற்சேர்க்கைகள்
ক্ষুধার্ত,பசியை உண்டாக்கும்
প্রয়োগ করা,விண்ணப்பித்தார்
জলজ আগাছা,நீர்வாழ் களை
1. গাছ 2. গাছের বাসিন্দা,1. மரம் 2. மரத்தில் வசிப்பவர்
শাখা,கிளைகள்
প্রোটোবোটানিকাল রেকর্ড,புரோட்டோபோட்டானிக்கல் பதிவுகள்
জোন নম্বর,மண்டல எண்
1. এলাকা 2. এলাকা,1. பகுதி 2. பகுதி
শুষ্ক বাস্তুতন্ত্র,உலர் சுற்றுச்சூழல்
cotyledon,கோட்டிலிடன்
সৌরভ,சௌரப்
সুগন্ধি উদ্ভিদ,நறுமண ஆலை
সুগন্ধি চাল,வாசனை அரிசி
ইক্ষু পুষ্পন,இக்ஷு புஷ்பன்
অ্যাসেপটিক,அசெப்டிக்
1. অ্যাসেপটিক 2. অ্যাসেপটিক,1. அசெப்டிக் 2. அசெப்டிக்
অস্ত্রোপচার,பாலின இனப்பெருக்கம்
আকার,அளவு
সম্পদ,சொத்து
1. আত্তীকরণ 2. আত্তীকরণ,1. ஒருங்கிணைப்பு 2. ஒருங்கிணைப்பு
1. সমিতি 2. সমিতি,1. சங்கம் 2. சங்கம்
1. কলাম 2. কৃপণতা,1. நெடுவரிசை 2. துவர்ப்பு
হেটেরোজাইগোসিটি,பன்முகத்தன்மை
1. পূর্বপুরুষ 2. অ্যাটাভিজম,1. முன்னோர் 2. அடவிசம்
কণা,துகள்
1. অনিশ্চয়তা 2. দুর্বলতা,1. உறுதிப்படுத்தல் 2. குறைபாடு
স্ব জোড়া,சுய இணைத்தல்
অটোলাইসিস,தன்னியக்கம்
1. স্বতঃস্ফূর্ত জারণ 2. স্বতঃস্ফূর্ত জারণ,1. தன்னிச்சையான ஆக்சிஜனேற்றம் 2. தன்னிச்சையான ஆக்சிஜனேற்றம்
স্বয়ং মাল্টিপ্লেক্সড,சுய மல்டிபிளக்ஸ்
অক্সিন,ஆக்சின்
1. কাঁপানো 2. টোড,1. குலுக்கல் 2. தேரை
পেনাল ভাইরাস,தண்டனை வைரஸ்
1. ব্যাসিলাস 2. ব্যাসিলাস,1. பேசிலஸ் 2. பேசிலஸ்
1. ব্যাকটেরিয়া 2. ব্যাকটেরিয়া,1. பாக்டீரியா 2. பாக்டீரியா
ব্যাকটেরিয়াল টক্সিন,பாக்டீரியா நச்சு
ব্যাগাস,கரும்பு சக்கை
ব্যালেন্স শীট,இருப்பு தாள்
সুষম সার ব্যবহার,சீரான உர பயன்பாடு
বার গ্রাফ,சட்ட வரைபடம்
বাকল,பட்டை
1. ব্যারোমিটার 2. ব্যারোমিটার,1. காற்றழுத்தமானி 2. காற்றழுத்தமானி
1. গুঞ্জন 2. অদৃশ্য 3. অনুর্বর,1. buzzer 2. inert 3. barren
1. বেস 2. বেস 3. কাপং,1. அடிப்படை 2. அடிப்படை 3. குபாங்
1. টালা 2. বেসিন,1. தாலா 2. பேசின்
তালাবিসারি,தலபிசாரி
1. বেসিস্টেরনাম 2. রুট ধারক,1. பாசிஸ்டர்னம் 2. ரூட் ஹோல்டர்
উপসাগরীয় বর্ষা,வளைகுடா பருவமழை
ফলের উদ্ভিদ,பழ செடி
বিছানা,படுக்கை
বিছানা উদ্ভিদ,படுக்கை ஆலை
বিছানাপত্র,படுக்கை
বীট গুড়,பீற்று வெல்லப்பாகு
বেল,பெல்லோஸ்
1. স্ট্রিপ 2. ভূখণ্ড,1. கீற்று 2. நிலப்பரப்பு
লাভ-খরচ বিশ্লেষণ,இலாப-செலவு பகுப்பாய்வு
উচ্চাকাঙ্ক্ষী (স্যাম্পলিং),ஆர்வலர் (மாதிரி)
দ্বিবার্ষিক গাছপালা,இரு ஆண்டு தாவரங்கள்
দ্বিপদ,இருவகை
বায়োফ্যাক্টর,உயிர் காரணி
জৈবিক জলবায়ু,உயிரியல் காலநிலை
জৈব শক্তি,உயிர் ஆற்றல்
প্রাণীজগতের বাস্তুসংস্থান,விலங்கு சூழலியல்
1. বায়ো-প্রসেসর 2. বায়ো-চুল্লি,1. உயிர் செயலி 2. உயிர் உலை
জীবজগৎ,உயிர்க்கோளம்
জৈবিক,உயிரியல்
প্রাণীজগত,விலங்கினங்கள்
ডিভিলিঙ্গি,திவிலிங்கி
ধওলান,தவலன்
1. প্রধবাসন (রোগ) 2. দমকা রোগ,1. பிரத்வாசன் (நோய்) 2. குடல் நோய்
মিশ্রন,கலத்தல்
1. আংমারী (রোগ) 2. ব্লাইট (রোগ),1. அங்கமாரி (நோய்) 2. ப்ளைட் (நோய்)
1. ফোস্কা 2. ফোস্কা 3. বিস্ফোরণ 4. ফোস্কা,1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்
নীল বিপ্লব,நீல புரட்சி
প্ল্যানার হিটিং চেম্বার,பிளானர் வெப்பமூட்டும் அறை
প্ল্যানার হিটিং প্রযুক্তি,பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்
তুষ,தவிடு
শাখা,கிளைகள்
1. ডালপালা 2. উপশাখা,1. கிளை 2. துணைக் கிளை
বংশবৃদ্ধি,இனம்
প্রজনন,இனப்பெருக்கம்
প্রাথমিক অঙ্কুর চিকিত্সা,ஆரம்ப முளைப்பு சிகிச்சை
1. বাচ্চা 2. ডিম 3. ভ্রূণ,1. குட்டி 2. முட்டை 3. கரு
উদীয়মান,துளிர்க்கிறது
বাজেট,பட்ஜெட்
1.অ্যাম্ফোটেরিক 2. বাফার,1.ஆம்போடெரிக் 2. தாங்கல்
মিষ্টি আলু,இனிப்பு உருளைக்கிழங்கு
বান্ট (রোগ),பன்ட் (நோய்)
1. উপজাত 2. উপজাত,1. துணை தயாரிப்பு 2. துணை தயாரிப்பு
c আর্দ্রতা স্পেসিফিকেশন বক্ররেখা,c ஈரப்பதம் விவரக்குறிப்பு வளைவு
তেল পিষ্টক,எண்ணெய் கேக்
1. চুন 2. ক্যালসিয়াম,1. சுண்ணாம்பு 2. கால்சியம்
ক্যালসিয়ন,கால்சியன்
ফসফেট অপসারণ,பாஸ்பேட் நீக்கம்
1. কিনাটা 2. কালটা,1. கினாட்டா 2. கலாட்டா
1.ক্যালাস 2. রশ্মি,1.காலஸ் 2. கதிர்
1. সেপালস 2. ক্যালিক্স,1. செப்பல்ஸ் 2. கேலிக்ஸ்
বহির্মুখী শেষ,வெளிப்புற முடிவு
এধা,எதா
ক্যানকার (ব্যাকটেরিয়াজনিত রোগ),புற்றுநோய் (பாக்டீரியா நோய்)
ক্যানিং,பதப்படுத்தல்
আকাশ,வானம்
অর্থায়ন,நிதி
পরাগায়ন (ডুমুরের),மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்)
1. ক্যাপসুল 2. ক্যাপসুল 3. ক্যাপসুল,1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்
কার্বনাইজড,கார்பனேற்றப்பட்டது
কার্বনান,கார்பனான்
ক্যারাপেস,கார்பேஸ்
ব্রেসলেট,வளையல்
1. ঢালাই (লোহা) 2. ক্ষিপ্তি (পোকা),1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி)
catabolism,வினையூக்கம்
প্ররোচনা,தூண்டுதல்
1. শুঁয়োপোকা 2. শুঁয়োপোকা,1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி
গ d. এন. ক সংগ্রহ,c d. என். அ. சேகரிப்பு
পরিসীমা,சரகம்
1. কোষ 2. কোষ,1. செல் 2. செல்
কেন্দ্রীয় ফ্রন্ট সিস্টেম,மத்திய முன் அமைப்பு
1. পয়েন্ট 2. ফোকাস,1. புள்ளி 2. கவனம்
কেন্দ্রীকরণ,மையவிலக்கு
সেন্ট্রিফিউজ,மையவிலக்கு
তারকা কেন্দ্র,நட்சத்திர மையம்
এপিজেনেটিক,எபிஜெனெடிக்
কেন্দ্রজা,கேந்திரராஜா
তাঁত,தறி
1. সিরিয়াল 2. সিরিয়াল,1. தானியம் 2. தொடர்
1. সার্টিফিকেশন 2. সার্টিফিকেশন,1. சான்றிதழ் 2. சான்றிதழ்
প্রত্যয়িত বীজ,சான்றளிக்கப்பட்ட விதை
1. খড় 2. কুট্টি 3. শলক সহপাত্র,1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா
1. নিভাগ 2. কৈলাজা,1. நிபாக் 2. கைலாஜா
কাইমোগ্রাফি,கைமோகிராபி
1. কিয়াজমা 2. ব্যস্ত,1. கியாஸ்மா 2. பிஸி
সুপার কুলিং ঘন্টা,supercooling மணி
তুষারপাত ক্ষতি,உறைபனி சேதம்
1. ভিচিরোটাকি 2. কাইমেরা,1. விசிரோடகி 2. சிமேரா
সবুজ porridge,பச்சை கஞ்சி
1. পাতা 2. সবুজ,1. தழை 2. பச்சை
সায়ানোসিস,சயனோசிஸ்
জৈবিক বিতরণ বিজ্ঞান,உயிரியல் விநியோக அறிவியல்
1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম,1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்
ক্রোমাটিন,குரோமடின்
ক্রোমাটোগ্রাফি,குரோமடோகிராபி
ক্রোমাটিনলেশন,நிறமாற்றம்
অলিন্দ বিন্দু,ஏட்ரியல் புள்ளி
ক্রোমাটোজেনেসিস,நிறமூர்த்தம்
1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন,1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்
1. ক্রোমোজোম 2. ক্রোমোজোম,1. குரோமோசோம்கள் 2. குரோமோசோம்கள்
1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত,1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று
citrange,சிட்ரேஞ்ச்
শরৎ উৎসব,இலையுதிர் திருவிழா
শ্রেণীবিভাগ,வகைப்பாடு
1. কাদামাটি 2. কাদামাটি,1. களிமண் 2. களிமண்
1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন,1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு
অবিরাম পরাগায়ন,தொடர்ந்து மகரந்த சேர்க்கை
ক্রুসিফেরাস ফল,சிலுவை பழம்
জলবায়ু,காலநிலை
জলবায়ুবিদ্যা,காலநிலையியல்
শিয়ার,வெட்டு
পিণ্ড (কাদামাটি),கட்டி (களிமண்)
ক্লোন,குளோன்
1.মেঘ 2.মেঘ,1.மேகங்கள் 2.மேகங்கள்
clump,கொத்து
গুচ্ছ,கொத்து
1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ,1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான
1. কভার 2. লেদারেট,1. கவர் 2. leatherette
কোয়া,கோயா
1. কোএনজাইম 2. কো-এনজাইম,1. கோஎன்சைம் 2. கோ-என்சைம்
সংহতি,ஒற்றுமை
1. ফাইবার (পাট পাট) 2. নারকেল মোটা,1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது
মুলাঙ্কুর চোলা,மூலங்கூர் சோழன்
,
কলয়েড (মাটি),கொலாய்டு (மண்)
1.কলাম 2.columella,1.நெடுவரிசை 2.கொலுமல்லா
1. শাস্তি 2. কলাম 3. কলাম,1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை
যোগাযোগ,ஒற்றுமை
বাণিজ্যিক ব্যাংক,வணிக வங்கி
1. পণ্য 2. পণ্যদ্রব্য,1. சரக்கு 2. வணிகப் பொருட்கள்
সম্প্রদায়,சமூக
কম্প্যাকশন (মাটির),சுருக்கம் (மண்)
1. সামঞ্জস্যতা 2. সামঞ্জস্য,1. இணக்கம் 2. இணக்கம்
সামঞ্জস্য,பொருந்தக்கூடிய தன்மை
1. ক্ষতিপূরণ 2. ক্ষতিপূরণ,1. இழப்பீடு 2. இழப்பீடு
প্রতিযোগিতামূলক মিথস্ক্রিয়া,போட்டி தொடர்பு
সম্পূরক ফসল,துணை பயிர்
1. যৌগিক 2. জটিল,1.கலவை 2. சிக்கலானது
গঠনকারী,தொகுதி
গঠন,கலவை
কম্পোস্ট,உரம்
চক্রবৃদ্ধিহারে সুদ,கூட்டு வட்டி
গণনা,கணக்கீடு
1. কম্পিউটার 2. কম্পিউটার,1. கணினி 2. கணினி
1. একাগ্রতা 2. একাগ্রতা,1. செறிவு 2. செறிவு
1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী,1. Optimizer 2. Revitalizer
পরিবাহিতা,கடத்துத்திறன்
1. কনফিগারেশন 2. কনফিগারেশন,1. கட்டமைப்பு 2. கட்டமைப்பு
1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য,1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்
1. ইন্টিগ্রেশন 2. হাইব্রিডাইজেশন,1. ஒருங்கிணைப்பு 2. கலப்பு
সংযোজন,இணைத்தல்
1. সংযোজক 2. সংযোগকারী,1. சேர்க்கை 2. இணைப்பு
সুরক্ষা,பாதுகாப்பு
একত্রীকরণের,ஒருங்கிணைப்பு
1. উপাদান 2. উপাদান,1. மூலப்பொருள் 2. தேவையான பொருட்கள்
ভোক্তা,நுகர்வோர்
খরচ,நுகர்வு
দূষণ,மாசுபடுதல்
কনট্যুর রোপণ,விளிம்பு நடவு
কনট্যুর লাইন,விளிம்பு கோடு
1. কন্ট্রাক্ট ফার্মিং 2. কন্ট্রাক্ট ফার্মিং 3. কন্ট্রাক্ট ফার্মিং,1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்
নিয়ন্ত্রিত বায়ুমণ্ডলীয় স্টোরেজ,கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு
সমবায় ব্যাংক,கூட்டுறவு வங்கி
সমবায় সমিতির সদস্য,கூட்டுறவு சங்க உறுப்பினர்
গুলমাভান,குல்மவன்
cubed,க்யூப்ஸ்
1. ডালপুঞ্জ 2. করোলা,1. தல்புஞ்ச் 2. கொரோலா
1. কর্টেক্স 2. কর্টেক্স,1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்
খরচ,செலவு
cotyledon,கோட்டிலிடன்
ক্রেডিট কমিটি,கடன் குழு
1. ঋণ 2. ক্রেডিট,1. கடன் கொடுத்தல் 2. கடன்
1. ঋণদাতা 2. পাওনাদার,1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்
1. ক্রেস্ট 2. শীর্ষবিন্দু 3. স্পায়ার,1. முகடு 2. உச்சி 3. கோபுரம்
প্রত্যাহার,திரும்பப் பெறுதல்
সমস্যা,பிரச்சனை
পরীক্ষা,சோதனை
সমালোচনামূলক,முக்கியமான
শস্য বীমা,பயிர் காப்பீடு
ফসল ঋণ,பயிர் கடன்
1. ফসল 2. ফসল,1. பயிர் 2. பயிர்
চাষ এলাকা,சாகுபடி பகுதி
ক্রস বেমানান,குறுக்கு இணக்கமற்ற
1. মুকুট 2. চূড়া (উদ্ভিদ),1. கிரீடம் 2. உச்சம் (தாவரம்)
নরম কণা,மென்மையான துகள்கள்
ভূত্বক,மேல் ஓடு
1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম,1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது
ছাঁটাই (ফল),கொடிமுந்திரி (பழம்)
কলম,பேனா
চাষের বৈচিত্র্য,சாகுபடி வகை
1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ,1. இழுவை 2. விவசாயம் 3. விவசாயம்
1. কৃষক 2. চাষী,1. விவசாயி 2. உழவர்
1. চাষ 2. চাষ 3. লালনপালন,1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு
1.সম্পদ 2.প্রস্তুতি,1.வளம் 2.தயாரிப்பு
1.কুন্তালন 2.কুঞ্চন,1.குந்தலன் 2.குஞ்சன்
ভঙ্গি,தோரணை
1. এপিডার্মিস 2. কিউটিকল,1. மேல்தோல் 2. க்யூட்டிகல்
1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং,1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்
1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম,1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்
সাইটোক্রোম,சைட்டோக்ரோம்
সেল কাপলিং,செல் இணைப்பு
কোষের প্রজনন,செல் இனப்பெருக்கம்
কোষ জেনেটিক্স,செல் மரபியல்
সাইটোপ্লাজমিক বিভাগ,சைட்டோபிளாஸ்மிக் பிரிவு
কোষ বিদ্যা,உயிரணு உயிரியல்
কোষের লাইসিস,செல் சிதைவு
1. সাইটোমের 2. কোষ বিভাজন,1. சைட்டோமியர் 2. செல் பிரிவு
সাইটোপ্লাজম,சைட்டோபிளாசம்
1. ডেইরি 2. ডেইরি,1. பால்பண்ணை 2. பால்பண்ணை
দুগ্ধ শিল্প,பால் தொழில்
1. বাঁধ 2. ব্রিডার,1. அணை 2. வளர்ப்பவர்
দিন পরম উদ্ভিদ,நாள் முழுமையான தாவரம்
ফুল ফোটার পর দিন,பூக்கும் மறுநாள்
ফুল ফোটার পর দিন,முழு பூக்கும் மறுநாள்
অদক্ষতা,திறமையின்மை
decalcification,சுண்ணாம்பு நீக்கம்
1. অপসারণ 2. অপসারণ,1. அப்புறப்படுத்து 2. அப்புறப்படுத்து
ক্ষয়,சிதைவு
পর্ণমোচী,இலையுதிர்
1. দশমিক 2. দশমিক,1. தசமம் 2. தசம
হীনমন্যতা,தாழ்வு மனப்பான்மை
অনুরান (মাটি),அனுரன் (மண்)
বিপুষ্পন,விபுஷ்பன்
বিলিং,பில்லிங்
বন নিধন,காடழிப்பு
অসম্মান,அவமானம்
অধঃপতন,சீரழிவு
অংশ দিন,பகுதி நாள்
1. পরিমাণ 2. অংশ,1. அளவு 2. பகுதி
dehiscence,விலகல்
ভুসি অপসারণ,உமி அகற்றுதல்
ভুসি অপসারণ,உமி அகற்றுதல்
পানিশূন্যতা,நீரிழப்பு
নির্জল,நீரற்ற
চাহিদা,கோரிக்கை
1. বিকৃতকরণ 2. গুণ,1. டினாட்டரேஷன் 2. பெருக்கல்
বর্জন,கண்டனம்
1. জমা (মাটি) 2. জমা (অর্থনীতি),1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்)
আমানত,வைப்பு
1. অবচয় 2. অবচয়,1. தேய்மானம் 2. தேய்மானம்
বিশুদ্ধকরণ,உப்புநீக்கம்
1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন,1. நீர் உலர்த்துதல் 2. நீரிழப்பு
1. ডিজাইন 2. ডিজাইন,1. வடிவமைப்பு 2. வடிவமைப்பு
শুষ্ক,உலர்
কার্নেল অপসারণ,கர்னல் அகற்றுதல்
de-intercalation,இடைக்கணிப்பு
সংযোজন,இணைத்தல்
1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন,1. ஆண் மஞ்சரி பிரித்தெடுத்தல் (சோளம்) 2. பல்லார் பிரித்தெடுத்தல்
বল্লার বা কুন্দন কাটিং,பல்லார் அல்லது குந்தன் வெட்டுதல்
