Marathi,Malayalam
बुलेउटेरियन,ബൗളൂട്ടേറിയൻ
बोरबॉन,ബർബോൺ
बॉक्सर बंडखोरी,ബോക്സർ കലാപം
ब्रेस,ബ്രേസ്
ब्रासर्ड,ബ്രസാർഡ്
ब्रासर्ड,ബ്രസാർഡ്
ब्रेड वसाहती,ബ്രെഡ് കോളനികൾ
ब्रेस्ट प्लेट,ബ്രെസ്റ്റ് പ്ലേറ്റ്
स्तनाचे काम,മുലപ്പാൽ ജോലി
ब्रेटवाल्डा,ബ്രെറ്റ്വാൾഡ
ब्रिगेंड,ബ്രിഗാൻഡ്
दलाल,ബ്രിഗൻഡേജ്
ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स,ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്
तपकिरी शर्ट (=नाझी),ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ)
ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन),ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ)
बफ,ബഫ്
बफ,ബഫ്
बफ-कोट,ബഫ്-കോട്ട്
बफ्स,ബഫുകൾ
बुले (=परिषद),ബ്യൂൾ (=കൗൺസിൽ)
बर्गेज,ബർഗേജ്
बर्जेस,ബർഗെസ്
बायझँटाईन,ബൈസന്റൈൻ
बायझँटाईन चर्च,ബൈസന്റൈൻ പള്ളി
बायझँटाईन साम्राज्य,ബൈസന്റൈൻ സാമ്രാജ്യം
बायझँटाईन युग,ബൈസന്റൈൻ യുഗം
बायझँटाईन इतिहासकार,ബൈസന്റൈൻ ചരിത്രകാരന്മാർ
कॅबल,കാബൽ
सीझरवाद,സീസറിസം
खलिफा,ഖലീഫ
कॅलिग्राफर,കാലിഗ്രാഫർ
कॅलिग्राफिस्ट,കാലിഗ്രാഫിസ്റ്റ്
कॅलिग्राफी,കാലിഗ്രാഫി
कॅल्ट्रॉप,കാൽട്രോപ്പ്
सौहार्द,സൗഹൃദം
कॅमरिला,കാമറില്ല
कॅमरिला,കാമറില്ല
कॅमेलॅकम,കാമലോകം
क्लृप्ती,മറവി
मोहीम,പ്രചാരണം
शिबिराचे अनुयायी,ക്യാമ്പ് ഫോളോവർ
कॅम्पो सॅंटो,കാമ്പോ സാന്റോ
कॅम्पस मार्टियस,കാമ്പസ് മാർഷ്യസ്
कॅनेफोरा,കനേഫോറ
कॅंग्यू,കാൻഗു
तोफखाना,പീരങ്കി
तोफ चारा,പീരങ്കി കാലിത്തീറ്റ
कॅनन,കാനൻ
कॅनन कायदा,കാനൻ നിയമം
कॅनोपस डिक्री,കനോപ്പസ് ഉത്തരവ്
कण्टिंग शस्त्र,ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു
बंदिवान,ബന്ദിയാക്കി
कॅप्टर,ക്യാപ്റ്റർ
कार्डिनल,കർദ്ദിനാൾ
कार्ल,കാൾ
कॅरोलिंगियन राजवंश,കരോലിംഗിയൻ രാജവംശം
कार्थुशियन पंथ,കാർത്തൂഷ്യൻ വിഭാഗം
कार्टोसा,കാർട്ടോസ
कॅस्टेलियन,കാസ്റ്റേലിയൻ
कॅस्टेलियन,കാസ്റ്റേലിയൻ
जाती व्यवस्था,ജാതി വ്യവസ്ഥ
वाडा,കോട്ട
वाडा,കോട്ട
वाड्याचे शहर,കാസിൽ പട്ടണം
कास्त्रा,കാസ്ട്ര
कास्त्रा,കാസ്ട്ര
कॅथेड्रा,കത്തീഡ്ര
कॅथेड्रल,കത്തീഡ്രൽ
केटो स्ट्रीट कट,കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന
कौडिल्लो,കൌഡില്ലോ
घोडेस्वार,കവലിയർ
घोडेस्वार,കവലിയർ
घोडदळ संसद,കവലിയർ പാർലമെന്റ്
अदुल्लमची गुहा,അദുല്ലം ഗുഹ
गुहा चित्रकला,ഗുഹ പെയിന്റിംഗ്
गुहा चित्रकला,ഗുഹ പെയിന്റിംഗ്
सेंटमवीर,സെന്റുംവിർ
सेंच्युरियन,ശതാധിപൻ
शतक,നൂറ്റാണ്ട്
साखळी चिलखत (=साखळी मेल),ചെയിൻ കവചം (=ചെയിൻ മെയിൽ)
चंत्री,ചാന്ത്രി
चंत्री,ചാന്ത്രി
चॅप बुक,ചാപ് ബുക്ക്
धर्मगुरू,ചാപ്ലിൻ
धडा,അധ്യായം
अपघातांचा अध्याय,അപകടങ്ങളുടെ അധ്യായം
चार्ज करा,ചാർജ് ചെയ്യുക
चार्ज डी अफेयर्स,ഭാരവാഹികൾ
चार्ज विभाजन,ചാർജ് വിഭജനം
चार्जर,ചാർജർ
रथ,രഥം
सारथी,സാരഥി
सारथी,സാരഥി
सारथी,സാരഥി
धर्मादाय स्वयंपाकघर,ചാരിറ്റി അടുക്കള
सनद,ചാർട്ടർ
चार्टिस्ट चळवळ (=चार्टिझम),ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം)
चार्टोफिलेशियम,ചാർട്ടോഫൈലാസിയം
Chateau,ചാറ്റോ
चेक पोस्ट,ചെക്ക് പോസ്റ്റ്
रासायनिक युद्ध,രാസയുദ്ധം
चेस्टर,ചെസ്റ്റർ
प्रमुख,മുഖ്യൻ
सरदार,തലവൻ
सरदार,തലവൻ
सरदार,തലവൻ
शिफॉन,ഷിഫോൺ
शौर्य,ധീരത
निवडलेले लोक,തിരഞ്ഞെടുത്ത ആളുകൾ
ख्रिसमोग्राफीन,ക്രിസ്മോഗ്രാഫിയോൺ
ख्रिस्ती धर्म,ക്രൈസ്തവലോകം
ख्रिश्चन युग,ക്രിസ്ത്യൻ യുഗം
ख्रिश्चन समाजवाद,ക്രിസ്ത്യൻ സോഷ്യലിസം
क्रॉनिकल,ക്രോണിക്കിൾ
क्रॉनिकलर,ക്രോണിക്ലർ
Chryse Chersonese,ക്രൈസ് ചെർസോണീസ്
सिमेलियम,സിമിലിയം
Cinquecento शैली,സിൻക്വെസെന്റോ സ്റ്റൈൽ
परिक्रमा,പ്രദക്ഷിണം
सिस्टर्सियन साधू,സിസ്റ്റെർസിയൻ സന്യാസി
किल्ला,കോട്ട
उद्धरण,അവലംബം
उद्धरण,അവലംബം
सविनय कायदेभंग,നിയമലംഘനം
नागरी युद्ध,ആഭ്യന്തരയുദ്ധം
सिव्हिस रोमनस,സിവിസ് റൊമാനസ്
शास्त्रीय वय,ക്ലാസിക്കൽ പ്രായം
Clepht (=klepht),ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്)
कारकुनीवाद,പൗരോഹിത്യം
लिपिक,ക്ലറച്ച്
क्लुनियाक हालचाली,ക്ലൂനിയാക് പ്രസ്ഥാനം
कोट चिलखत,കോട്ട് കവചം
अंगरखा,കോട്ട് ഓഫ് ആംസ്
अंगरखा,കോട്ട് ഓഫ് ആംസ്
अंगरखा,കോട്ട് ഓഫ് ആംസ്
मेलचा कोट,കോട്ട് ഓഫ് മെയിൽ
पलटण,കോഹോർട്ട്
कॉमिटिया,കോമിറ്റിയ
Comitia Centuriata,കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ
Comitia Curiata,കോമിറ്റിയ ക്യൂറിയാറ്റ
कमिटीया ट्रिबुटा,കോമിറ്റിയ ട്രിബ്യൂട്ട
स्मारक कमान,സ്മാരക കമാനം
स्मारक नाणे,സ്മാരക നാണയം
स्मारक शिक्का,സ്മരണിക മുദ്ര
सामान्य फील्ड,പൊതുവായ ഫീൽഡ്
Communard,കമ്മ്യൂണർഡ്
कॉन्कॉर्डॅट,കോൺകോർഡാറ്റ്
कॉन्कॉर्डॅट,കോൺകോർഡാറ്റ്
कॉन्डोटिएरे,കൊണ്ടോട്ടിയർ
पुष्टीकरण कार्टारम,സ്ഥിരീകരണം Cartarum
संघर्ष,സംഘർഷം
मंडळी,സഭ
जिंकणारे राज्य,കീഴടക്കുന്ന സംസ്ഥാനം
जिंकणारा,ജേതാവ്
जिंकणारा,വിജയി
कॉन्सिलियम,കോൺസിലിയം
कंसिस्टरी,കോൺസ്റ്ററി
षडयंत्र,ഗൂഢാലോചന
षडयंत्र,ഗൂഢാലോചന
वाणिज्य दूतावास,കോൺസുലേറ്റ്
सल्लामसलत पुस्तक,കൺസൾട്ടേഷൻ പുസ്തകം
खंडीय प्रणाली,കോണ്ടിനെന്റൽ സിസ്റ്റം
अधिवेशन संसद,കൺവെൻഷൻ പാർലമെന്റ്
कॉपरहेड्स (=पीस डेमोक्रॅट्स),കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ)
कॉपीहोल्ड,കോപ്പിഹോൾഡ്
कोर्डनिंग,കോർഡനിംഗ്
कोरोना,കൊറോണ
राज्याभिषेक,കിരീടധാരണം
राज्याभिषेक दगड,കിരീടധാരണ കല്ല്
कॉर्पस,കോർപ്പസ്
Corsair,കോർസെയർ
Corsair,കോർസെയർ
कॉर्सेट (=कॉर्सलेट),കോർസെറ്റ് (=കോർസെലെറ്റ്)
कोर्टेस,കോർട്ടെസ്
कोटर (=कोटीर),കോട്ടർ (=കോട്ടിയർ)
कोटर (= cottier),കോട്ടർ (=കോട്ടിയർ)
काउंट पॅलेटिनेट,പാലറ്റിനേറ്റ് എണ്ണുക
देशाचे घर,നാടൻ വീട്
परगणा,കൗണ്ടി
काउंटी बरो,കൗണ്ടി ബറോ
काउंटी न्यायालये,കൗണ്ടി കോടതികൾ
काउंटी पॅलाटिन,കൗണ്ടി പാലറ്റൈൻ
कोर्ट,കോടതി
कोर्ट,കോടതി
न्यायालयाचे परिपत्रक,കോടതി സർക്കുലർ
न्यायालयीन शिष्टाचार,കോടതി മര്യാദകൾ
दरबारी,കോർട്ടിയർ
कोर्ट ऑफ कॅसेशन,കാസേഷൻ കോടതി
कोर्ट ऑफ डायरेक्टर्स (EIC),കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC)
मालकांचे न्यायालय,ഉടമസ്ഥരുടെ കോടതി
दरबारी कवी,കോടതി കവി
करार केला कॅमेरोनियन,ഉടമ്പടി കാമറോണിയക്കാർ
मुकुट,കിരീടം
मुकुट,കിരീടം
मुकुट,കിരീടം
मुकुट जमीन,കിരീട ഭൂമി
मुकुट जमीन,കിരീട ഭൂമി
राजकुमार,കിരീടാവകാശി
धर्मयुद्ध,കുരിശുയുദ്ധം
धर्मयुद्ध,കുരിശുയുദ്ധക്കാരൻ
क्रिप्टोग्राम,ക്രിപ്റ്റോഗ്രാം
कुइरास,ക്യൂറാസ്
क्युरासियर,ക്യൂറാസിയർ
पंथ देवता,ആരാധനാ ദേവത
कुरिया,കൂരിയ
कुरिया,കൂരിയ
झारवाद,സാറിസം
गडद खंड,ഇരുണ്ട ഭൂഖണ്ഡം
न्यायाचा दिवस,വിധി ദിവസം
न्यायाचा दिवस,വിധി ദിവസം
डीन,ഡീൻ
दशक,ദശാബ്ദം
दिनारियस,ഡെനാറിയസ്
पदच्युत सम्राट,സ്ഥാനഭ്രഷ്ടനായ രാജാവ്
उध्वस्त करा,നശിപ്പിക്കുക
उध्वस्त,നാശം
डिथ्रोन,സിംഹാസനസ്ഥനാക്കുക
डायडेम,ഡയഡം
डायडेम,ഡയഡം
डायडेम,ഡയഡം
डायशिया,ഡയസിയ
डिकॅस्टेरियम,ഡികാസ്റ്റീരിയം
डिलुवालिस्ट,ഡിലുവിയലിസ്റ്റ്
बिशपच्या अधिकारातील प्रदेश,രൂപത
बिशपच्या अधिकारातील प्रदेश,രൂപത
डायरेक्टरी (=निर्देशिका),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
डायरेक्टरी (=निर्देशिका),ഡയറക്‌ടയർ (=ഡയറക്‌ടറി)
दिरहाम,ദിർഹം
अविश्वासू,വിശ്വസ്തതയില്ലാത്ത
अविश्वासू,വിശ്വസ്തതയില്ലാത്ത
चूकीचा सिद्धांत,വീഴ്ചയുടെ സിദ്ധാന്തം
दस्तऐवज,പ്രമാണം
कागदोपत्री पुरावा,ഡോക്യുമെന്ററി തെളിവുകൾ
डोम्सडे बुक,ഡോംസ്‌ഡേ ബുക്ക്
कॉन्स्टंटाईनचे दान,കോൺസ്റ്റന്റൈന്റെ സംഭാവന
नशिबात,വിധി
डोगर राणी,സ്ത്രീധന രാജ്ഞി
ड्रॅगन,ഡ്രാഗൺ
ड्रोमेडरियन,ഡ്രോമെഡേറിയൻ
ड्रोमेडरी,ഡ്രോമെഡറി
ड्रोमंड,ഡ്രോമണ്ട്
दुहेरी,ഇരട്ട
दुहेरी युती,ഇരട്ട സഖ്യം
दुहेरी entente,ഡ്യുവൽ എന്റന്റ്
दुहेरी प्रणाली (= दुहेरी सरकार),ഡ്യുവൽ സിസ്റ്റം (=ഇരട്ട സർക്കാർ)
सरदार,ഡ്യൂക്ക്
ड्यूमा,ഡുമ
बटू अवतार,വാമനാവതാരം
राजवंश,രാജവംശം
राजवंश,രാജവംശം
गरुड,കഴുകൻ
मोठा माणूस,മൂപ്പൻ
अर्ल,ഏൾ
अर्लडम,എർൾഡം
लवकर गुप्त,ആദ്യകാല ഗുപ്തർ
प्रारंभिक (ऐतिहासिक) साइट,ആദ്യകാല (ചരിത്രപരമായ) സൈറ്റുകൾ
प्रारंभिक वैदिक काळ,ആദ്യകാല വേദകാലം
उपदेशक,എക്ലീസിയ
पुनर्स्थापना आदेश,തിരിച്ചടവിന്റെ ശാസന
आठ पट मार्ग,എട്ട് മടക്ക പാത
वडीलधारे,മൂപ്പന്മാർ
ज्येष्ठ राजकारणी (= genro),മുതിർന്ന രാഷ്ട്രതന്ത്രജ്ഞൻ (=ജനറോ)
हत्तीचा गोडा,എലിഫന്റ് ഗോഡ്
अकरा वर्षांचा जुलूम,പതിനൊന്ന് വർഷത്തെ സ്വേച്ഛാധിപത്യം
एलिसी (=एलिसी),എലിസെ (=എലിസീ)
बंदिस्त चळवळ,എൻക്ലോഷർ പ്രസ്ഥാനം
एनसायकिकल,വിജ്ഞാനകോശം
विश्वकोशवादी चळवळ,എൻസൈക്ലോപീഡിസ്റ്റ് പ്രസ്ഥാനം
एंटेंट,എന്റന്റെ
एंटेंट कॉर्डियल,എന്റെ ഹൃദയം
सिंहासन,സിംഹാസനം
दलाल,പരിവാരം
एफोद,എഫോദ്
एफोर,എഫോർ
महाकाव्य युग,ഇതിഹാസ യുഗം
महाकाव्य नायक,ഇതിഹാസ നായകൻ
एपिग्राफ,എപ്പിഗ്രാഫ്
एपिस्कोपसी,എപ്പിസ്കോപ്പസി
एपिस्कोपेट,എപ്പിസ്കോപ്പ
भाग,എപ്പിസോഡ്
युग,യുഗം
युग निर्माण करणारी घटना,യുഗനിർമ്മാണ സംഭവം
युग निर्माण करणारा माणूस,യുഗനിർമ്മാതാവ്
उपनाम,പേരുനാമം
इक्वरी,ഇക്വറി
इक्वरी,ഇക്വറി
अश्वारूढ पुतळा,കുതിരസവാരി പ്രതിമ
युग,യുഗം
