Odiya,Punjabi
ପେପ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,pep ਬਾਰੰਬਾਰਤਾ
ଶିତତାପ ନିୟନ୍ତ୍ରଣକାରି,ੲੇ. ਸੀ
ଶ୍ରେଣୀବଦ୍ଧତା |,ਅਲਾਈਨਮੈਂਟ
ଆଲଗୋରିଦମ |,ਐਲਗੋਰਿਦਮ
ସମସ୍ତ ପାସ୍ ଫିଲ୍ଟର୍ |,ਸਾਰੇ ਪਾਸ ਫਿਲਟਰ
ମିଶ୍ରିତ ଜଙ୍କସନ |,ਮਿਸ਼ਰਤ ਜੰਕਸ਼ਨ
ଆଘାତ,ਧਿਆਨ
ବ current କଳ୍ପିକ କରେଣ୍ଟ୍ |,ਬਦਲਵੇਂ ਮੌਜੂਦਾ
ପରିବେଶର ତାପମାତ୍ରା |,ਅੰਬੀਨਟ ਤਾਪਮਾਨ
ଦ୍ୱିପାକ୍ଷିକ,ਬਾਈਪੋਲਰ
ବୃଦ୍ଧି,ਵਾਧਾ
ଏମ୍ପ୍ଲିଫାୟର୍,ਐਂਪਲੀਫਾਇਰ
ଏମ୍ପ୍ଲିଫାୟର୍ ଦକ୍ଷତା |,ਐਂਪਲੀਫਾਇਰ ਕੁਸ਼ਲਤਾ
ପରିମାପ,ਮਾਪ
ପ୍ରଶସ୍ତତା ଆଘାତ,ਐਪਲੀਟਿਊਡ attenuation
ବିସ୍ତାର ମଡ୍ୟୁଲେଡ୍ ଏମ୍ ଓସିଲେଟର,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਡ AM ਔਸਿਲੇਟਰ
ପ୍ରଶସ୍ତିକରଣ ମୋଡ୍ୟୁଲେସନ,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਸ਼ਨ
ପ୍ରଶସ୍ତିକରଣ ମଡ୍ୟୁଲେଟର,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਰ
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ
ଆନାଗଲ୍ ସର୍କିଟ୍ |,ਐਨਾਲਾਗ ਸਰਕਟ
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
ଆନାଲଗ୍ ଫିଲ୍ଟର୍ |,ਐਨਾਲਾਗ ਫਿਲਟਰ
ଆନାଗଲ୍ ମଲ୍ଟିମିଟର |,ਐਨਾਲਾਗ ਮਲਟੀਮੀਟਰ
ଆନାଗଲ୍ ସୁଇଚ୍ |,ਐਨਾਲਾਗ ਸਵਿੱਚ
ଏବଂ ଫାଟକ |,ਅਤੇ ਗੇਟ
କୋଣ ଅନୁକୋଣ,ਕੋਣੀ ਬਾਰੰਬਾਰਤਾ
"ଆୟନ, ଆୟନ","anion, anion"
ଆନ୍ନାଲିଙ୍ଗ୍ ତାପମାତ୍ରା |,ਐਨੀਲਿੰਗ ਤਾਪਮਾਨ
anode,ਐਨੋਡ
ଆନାଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਐਨੋਡ ਐਂਪਲੀਫਾਇਰ
anodyne,anodyne
ଆଣ୍ଟେନା |,ਐਂਟੀਨਾ
ଆଣ୍ଟେନା ଉପାଦାନ |,ਐਂਟੀਨਾ ਕੰਪੋਨੈਂਟ
ଆଣ୍ଟି-ପ୍ରତିଫଳିତ ଆବରଣ |,ਵਿਰੋਧੀ ਪ੍ਰਤੀਬਿੰਬ ਪਰਤ
ଆଣ୍ଟିଲୋଜିନ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਐਂਟੀਲੌਗਿਨ ਐਂਪਲੀਫਾਇਰ
ଆଣ୍ଟିରେସୋନାଣ୍ଟ ସର୍କିଟ |,antiresonant ਸਰਕਟ
ଦ୍ୱାରକ ଅବଧି |,ਦੁਆਰਕ ਕਾਲ
ଭର୍ଚୁଆଲ୍ ଶକ୍ତି |,ਵਰਚੁਅਲ ਪਾਵਰ
ତାର ସଂଯୋଗ,ਤਾਰ ਕੁਨੈਕਸ਼ਨ
ଆନୁମାନିକ ଭୋଲଟେଜ୍ ଲାଭ |,ਲਗਭਗ ਵੋਲਟੇਜ ਲਾਭ
ବାହୁବଳୀ ମଡ୍ୟୁଲେଟର,armstrong modulator
ଆଣ୍ଟେନା ଆରେ |,ਐਂਟੀਨਾ ਐਰੇ
"ଆକାର ଅନୁପାତ, ଆସପେକ୍ଟ ଅନୁପାତ |","ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ"
ଭାସମାନ ସର୍କିଟ (ମାଗଣା ଅପରେଟିଂ ସର୍କିଟ),ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ)
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ଭାସମାନ ମଲ୍ଟିଭାଇବ୍ରେଟର |,ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ଅସୀମିତ ଜଙ୍କସନ,ਅਸਮਿਤ ਜੰਕਸ਼ਨ
ଅସନ୍ତୁଳିତ କାଲକୁଲେଟର |,ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ
ପରମାଣୁ,ਪ੍ਰਮਾਣੂ
ପରମାଣୁ ସଂଖ୍ୟା,ਪਰਮਾਣੂ ਨੰਬਰ
ପରମାଣୁ ଗଠନ,ਪਰਮਾਣੂ ਬਣਤਰ
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
ଅଡିଓ କ୍ୟାସେଟ୍ |,ਆਡੀਓ ਕੈਸੇਟ
ଅଡିଓ ସର୍କିଟ |,ਆਡੀਓ ਸਰਕਟ
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ
ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରଣ |,ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ
ବାଘ,ਬਰਫ਼ਬਾਰੀ
ହାରାହାରି ଡିଟେକ୍ଟର |,ਔਸਤ ਖੋਜੀ
ଅକ୍ଷୀୟ ମୋଡ୍ |,ਧੁਰੀ ਮੋਡ
ଅକ୍ଷୀୟ ଅନୁପାତ |,ਧੁਰੀ ਅਨੁਪਾਤ
ଆଣ୍ଟେନା |,ਐਂਟੀਨਾ
ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |,ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
ପଛ କ୍ଷେତ୍ର,ਪਿਛਲਾ ਖੇਤਰ
ପଛ ବିଛାଇବା |,ਵਾਪਸ ਸਕੈਟਰ
ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |,ਪਿਛੋਕੜ ਚਾਰਜ
ପାର୍ଶ୍ୱ ଶବ୍ଦ |,ਪਾਸੇ ਦਾ ਰੌਲਾ
ପ୍ରତ୍ୟାବର୍ତ୍ତନ,ਪਿਛਾਖੜੀ
ପରବର୍ତ୍ତୀ ବିକିରଣ |,ਪਿਛਲਾ ਕਿਰਨ
ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |,ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ
ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |,ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ
"ବାଧା, ବାଧା","ਰੁਕਾਵਟ, ਰੁਕਾਵਟ"
ବାଧା,ਰੁਕਾਵਟ
ସନ୍ତୁଳିତ ସେତୁ |,ਸੰਤੁਲਿਤ ਪੁਲ
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
ସନ୍ତୁଳିତ ସର୍କିଟ |,ਸੰਤੁਲਿਤ ਸਰਕਟ
ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |,ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ
ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |,ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ
ବୋଲୋମିଟର |,ਬੋਲੋਮੀਟਰ
ବୋଲୋମିଟର ବ୍ରିଜ୍ |,ਬੋਲੋਮੀਟਰ ਪੁਲ
ବେଲୁନ୍ |,ਗੁਬਾਰਾ
ବାନା ଜ୍ୟାକ୍ |,ਕੇਲਾ ਜੈਕ
ବାନା ପ୍ଲଗ୍ |,ਕੇਲੇ ਦਾ ਪਲੱਗ
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |","ਪੱਟੀ, ਪੱਟੀ"
ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |,ਬੈਂਡ ਡਰਾਈਵਰ
ବ୍ୟାଣ୍ଡ ଶକ୍ତି,ਬੈਂਡ ਊਰਜਾ
ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |,ਬੈਂਡ ਗੈਪ
ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |,ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ
ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |,ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |,banddispersion
ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |,ਬੈਂਡ ਰੋਧਕ
ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |,ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର,ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ
ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |,ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |,ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |,ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ
"ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |","ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ"
"ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |","ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ"
ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |,barravaugen ਮਾਪਦੰਡ
ବ୍ୟାରେଟର୍,ਬੈਰਟਰ
ପ୍ରତିବନ୍ଧକ |,ਰੁਕਾਵਟ
ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |,ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ
ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |,ਰੁਕਾਵਟ ਊਰਜਾ
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,ਰੋਧਕ ਵੋਲਟੇਜ
ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |,ਬਾਰਟਲੇਟ ਵਿੰਡੋ
"ଆଧାର, ଆଧାର","ਅਧਾਰ, ਅਧਾਰ"
ବେସ୍ ବ୍ୟାଣ୍ଡ |,ਅਧਾਰ ਬੈਂਡ
ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |,ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ
ଆଧାର ଚାର୍ଜ |,ਬੇਸ ਚਾਰਜ
ମୂଳ କରେଣ୍ଟ୍ |,ਅਧਾਰ ਮੌਜੂਦਾ
ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |,ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ
ମୂଳ କାଟିବା |,ਅਧਾਰ ਕੱਟਣਾ
ଆଧାର ମଦନ,ਆਧਾਰ ਮਦਨ
ବେସ୍ ଏମିଟର ଫିଡ୍ |,ਬੇਸ ਐਮੀਟਰ ਫੀਡ
ବେସ୍ ଏମିଟର ଜଙ୍କସନ |,ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ
ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |,ਅਧਾਰ ਟੀਕਾ
ଭୂମି ରେଖା,ਜ਼ਮੀਨੀ ਲਾਈਨ
ମୂଳ ପ୍ରତିରୋଧ |,ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ
ମୂଳ ଉତ୍ସ |,ਅਧਾਰ ਸਰੋਤ
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
ମୂଳ ଘନତା |,ਅਧਾਰ ਮੋਟਾਈ
ଆଧାର ପ୍ରବେଶ,ਅਧਾਰ ਪਹੁੰਚ
"ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |","ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ"
ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |,ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ
ଗନ୍ଧ,ਗੰਧ
ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,ਬਾਸ ਬਾਰੰਬਾਰਤਾ
ବ୍ୟାଟେରୀ,ਬੈਟਰੀ
baud,ਬੌਡ
ବାଉଡ୍ ହାର,ਬੌਡ ਦਰ
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
ବୋଡୋ କୋଡ୍ |,ਬੋਡੋ ਕੋਡ
"ସଙ୍କେତ, ବିକନ୍ |","ਸੰਕੇਤ, ਬੀਕਨ"
"ମାଣିକା, ବିଡ୍ |","ਮਨਿਕਾ, ਬੀਡ"
ମାଣିକ କ୍ୟାପେସିଟର୍ |,manic capacitor
ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |,ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ
"ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |","ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ"
ବିମ୍ ଡିଟେକ୍ଟର୍ |,ਬੀਮ ਡਿਟੈਕਟਰ
ବିମ୍ ପାୱାର୍ ହୋସ୍ |,ਬੀਮ ਪਾਵਰ ਹੋਜ਼
ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |,ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ
ବିମ୍ ବିସ୍ତାର,ਬੀਮ ਦਾ ਵਿਸਥਾਰ
ଫ୍ରିକ୍ୱେନ୍ସି,ਬੀਟ ਬਾਰੰਬਾਰਤਾ
ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ
ନାଡ ଓସିଲେଟର |,ਪਲਸ ਔਸਿਲੇਟਰ
ବେଲ୍ |,ਘੰਟੀ
ନମ୍ର କ୍ଷତି |,ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ
ବେସେଲ୍ ଫିଲ୍ଟର୍ |,ਬੇਸਲ ਫਿਲਟਰ
ବିଟା |,ਬੀਟਾ
b-h ବକ୍ର,b-h ਵਕਰ
"ପକ୍ଷପାତ, ପକ୍ଷପାତ |","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
ପକ୍ଷପାତ କରେଣ୍ଟ |,ਪੱਖਪਾਤ ਮੌਜੂਦਾ
ପକ୍ଷପାତ ପ୍ରତିରୋଧ |,ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ
ଡବଲ୍ ଆଣ୍ଟେନା |,ਡਬਲ ਐਂਟੀਨਾ
ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |,ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ
ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |,ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ
ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ
ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |,ਦੋ-ਦਿਸ਼ਾਵੀ thyristor
bi FET ଟେକ୍ନୋଲୋଜି |,bi FET ਤਕਨਾਲੋਜੀ
ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |,ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
ଡବଲ୍ ଫ୍ୟୁଜନ୍ |,ਡਬਲ ਫਿਊਜ਼ਨ
ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |,ਦੁਵੱਲੀ ਸਰਕਟ
ବାଇନାରୀ,ਬਾਈਨਰੀ
ବାଇନାରୀ ରାଶି,ਬਾਈਨਰੀ ਜੋੜ
ବାଇନାରୀ ସର୍କିଟ |,ਬਾਈਨਰੀ ਸਰਕਟ
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |,ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ
ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |,ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ
ବାଇନାରୀ କାଲକୁଲେଟର,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
ବାଇନାରୀ କାଲକୁଲେଟର,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
ବାଇନାରୀ ଡିକୋଡର୍ |,ਬਾਈਨਰੀ ਡੀਕੋਡਰ
ବାଇନାରୀ ସିଡ଼ି |,ਬਾਈਨਰੀ ਪੌੜੀ
ବାଇନାରୀ ପାଥୋମିଟର |,ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ
ବାଇନାରୀ ଅବସ୍ଥା |,ਬਾਈਨਰੀ ਸਥਿਤੀ
ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |,ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ
ବାଇନାରୀ ଲୋଡ୍ |,ਬਾਈਨਰੀ ਲੋਡ
ବାଇନାରୀ ଶବ୍ଦ |,ਬਾਈਨਰੀ ਸ਼ਬਦ
ଦ୍ୱିପାକ୍ଷିକ,ਬਾਈਪੋਲਰ
ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |,ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ
ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |,ਦੋਧਰੁਵੀ ਜੰਤਰ
ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |,ਦੋਧਰੁਵੀ ਸਰੋਤ
ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |,ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ
ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |,ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ
ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |,ਚਤੁਰਭੁਜ ਫਿਲਟਰ
ଡବଲ୍ ପୋଜିସନ୍ |,ਡਬਲ ਸਥਿਤੀ
ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |,ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ
ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |,ਦੋ-ਪੜਾਅ ਰਾਜ
ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |,ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ
ବିଟ୍ ତ୍ରୁଟି |,ਬਿੱਟ ਗਲਤੀ
ବିଟ୍ ତ୍ରୁଟି ହାର,ਬਿੱਟ ਗਲਤੀ ਦਰ
ବିଟ୍ ତ୍ରୁଟି |,ਬਿੱਟ ਗਲਤੀ
ବିଟ୍କାଲ୍ ତ୍ରୁଟି |,ਬਿਟਕਲ ਗਲਤੀ
ଅନ୍ଧ ବାକ୍ସ,ਅੰਨ੍ਹੇ ਬਾਕਸ
ଘନୀଭୂତ ନାଡ |,ਸੰਘਣੀ ਨਬਜ਼
ସଚିବ,ਸਕੱਤਰ
ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |,secretory inhibitor
ଅନ୍ଧତା,ਅੰਨ੍ਹਾਪਨ
ବିଭାଗ ଚିତ୍ର,ਖੰਡ ਚਿੱਤਰ
ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |,ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ
ଖଣ୍ଡ ସ୍ଥାନାନ୍ତର |,ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ
ବାଧା,ਰੁਕਾਵਟ
ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |,ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ
ପ୍ରତିରୋଧକ ଓସିଲେଟର |,ਰੋਧਕ ਔਸਿਲੇਟਰ
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,ਰੋਧਕ ਵੋਲਟੇਜ
ବ୍ଲୋଅର୍ |,ਉਡਾਉਣ ਵਾਲਾ
ବୋଡ ଚିତ୍ର,ਬੋਡ ਚਿੱਤਰ
voltzmann ସମ୍ପର୍କ,voltzmann ਸਬੰਧ
voltzmann ସ୍ଥିର |,ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ
