Kannada,Assamese
ಬ್ರಿಗಂಡೇಜ್,ব্ৰিগেণ্ডেজ
ಬ್ರಿಟಿಷ್ ಕಾಮನ್‌ವೆಲ್ತ್ ರಾಷ್ಟ್ರಗಳು,ব্ৰিটিছ কমনৱেলথ অৱ নেচনছ
ಬ್ರೌನ್ ಶರ್ಟ್ಸ್ (=ನಾಜಿಗಳು),ব্ৰাউন চাৰ্ট (=নাজী)
ಬ್ರಸೆಲ್ಸ್ ಒಪ್ಪಂದ (ಒಪ್ಪಂದ) ಸಂಸ್ಥೆ (=ಪಶ್ಚಿಮ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟ),ব্ৰাছেলছ সন্ধি (পেক্ট) সংগঠন (=পশ্চিম ইউৰোপীয় সংঘ)
ಬಫ್,বাফ
ಬಫ್,বাফ
ಬಫ್-ಕೋಟ್,বাফ-কোট
ಬಫ್ಸ್,বাফছ
ಬುಲೆ (=ಕೌನ್ಸಿಲ್),বুলে (=পৰিষদ)
ಬರ್ಗೇಜ್,বাৰ্গেজ
ಬರ್ಗೆಸ್,বাৰ্জেছ
ಬೈಜಾಂಟೈನ್,বাইজেন্টাইন
ಬೈಜಾಂಟೈನ್ ಚರ್ಚ್,বাইজেন্টাইন গীৰ্জা
ಬೈಜಾಂಟೈನ್ ಸಾಮ್ರಾಜ್ಯ,বাইজেন্টাইন সাম্ৰাজ্য
ಬೈಜಾಂಟೈನ್ ಯುಗ,বাইজেন্টাইন যুগ
ಬೈಜಾಂಟೈನ್ ಇತಿಹಾಸಕಾರರು,বাইজেন্টাইন ইতিহাসবিদ
ಕ್ಯಾಬಲ್,কেবাল
ಸೀಸರಿಸಂ,ছিজাৰীজম
ಖಲೀಫ್,খলিফা
ಕ್ಯಾಲಿಗ್ರಾಫರ್,কেলিগ্ৰাফাৰ
ಕ್ಯಾಲಿಗ್ರಾಫಿಸ್ಟ್,কেলিগ্ৰাফিষ্ট
ಕ್ಯಾಲಿಗ್ರಫಿ,কেলিগ্ৰাফী
ಕ್ಯಾಲ್ಟ್ರೋಪ್,কেলট্ৰপ
ಸೌಹಾರ್ದತೆ,সতীৰ্থতা
ಕ್ಯಾಮರಿಲ್ಲಾ,কেমাৰিলা
ಕ್ಯಾಮರಿಲ್ಲಾ,কেমাৰিলা
ಕ್ಯಾಮೆಲಾಕಮ್,কেমেলাকম
ಮರೆಮಾಚುವಿಕೆ,ছদ্মবেশ
ಪ್ರಚಾರ,অভিযান
ಶಿಬಿರದ ಅನುಯಾಯಿ,কেম্প অনুগামী
ಕ್ಯಾಂಪೋ ಸ್ಯಾಂಟೋ,কেম্পো ছান্টো
ಕ್ಯಾಂಪಸ್ ಮಾರ್ಟಿಯಸ್,কেম্পাছ মাৰ্চিয়াছ
ಕ್ಯಾನೆಫೊರಾ,কেনেফোৰা
ಕ್ಯಾಂಗ್ಯೂ,কেংগু
ಕ್ಯಾನನೇಡ್,কেননেড
ಕ್ಯಾನನ್ ಮೇವು,কামানৰ ঘাঁহ
ಕ್ಯಾನನ್,কেনন
ಕ್ಯಾನನ್ ಕಾನೂನು,কেনন আইন
ಕ್ಯಾನೋಪಸ್ ತೀರ್ಪು,কেন&#39;পাছৰ ডিক্রী
ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ,কেনটিং আৰ্মছ
ಬಂಧಿತ,বন্দী
ಕ್ಯಾಪ್ಟರ್,বন্দী
ಕಾರ್ಡಿನಲ್,কাৰ্ডিনেল
ಕಾರ್ಲ್,কাৰ্ল
ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ,কেৰ&#39;লিঞ্জিয়ান বংশ
ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ,কাৰ্থুছিয়ান পন্থা
ಕಾರ್ಟೊಸಾ,কাৰ্টোছা
ಕ್ಯಾಸ್ಟೇಲಿಯನ್,কেষ্টেলিয়ান
ಕ್ಯಾಸ್ಟೆಲಿಯನ್,কেষ্টেলিয়ান
ಜಾತಿ ಪದ್ಧತಿ,জাতি ব্যৱস্থা
ಕೋಟೆ,দুৰ্গ
ಕೋಟೆ,দুৰ্গ
ಕೋಟೆಯ ಪಟ್ಟಣ,কেছল টাউন
ಕ್ಯಾಸ್ಟ್ರಾ,কাষ্ট্ৰা
ಕ್ಯಾಸ್ಟ್ರಾ,কাষ্ট্ৰা
ಕ್ಯಾಥೆಡ್ರಾ,কেথেড্ৰা
ಕ್ಯಾಥೆಡ್ರಲ್,কেথেড্ৰেল
ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ,কেটো ষ্ট্ৰীটৰ ষড়যন্ত্ৰ
ಕೌಡಿಲ್ಲೊ,কৌডিলো
ಕ್ಯಾವಲಿಯರ್,কেভেলিয়াৰ
ಕ್ಯಾವಲಿಯರ್,কেভেলিয়াৰ
ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು,কেভেলিয়াৰ সংসদ
ಅದುಲ್ಲಮ್ ಗುಹೆ,আদুল্লামৰ গুহা
ಗುಹೆ ಚಿತ್ರಕಲೆ,গুহা চিত্ৰকলা
ಗುಹೆ ಚಿತ್ರಕಲೆ,গুহা চিত্ৰকলা
ಸೆಂಟಮ್ವಿರ್,চেণ্টুমভিৰ
ಸೆಂಚುರಿಯನ್,চেঞ্চুৰিয়ান
ಶತಮಾನ,শতিকা
ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್),চেইন আৰ্মৰ (=চেইন মেইল)
ಚಾಂಟ್ರಿ,চান্ট্ৰী
ಚಾಂಟ್ರಿ,চান্ট্ৰী
ಅಧ್ಯಾಯ ಪುಸ್ತಕ,চ্যাপ কিতাপ
ಧರ್ಮಗುರು,চেপলিন
ಅಧ್ಯಾಯ,অধ্যায়
ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ,দুৰ্ঘটনাৰ অধ্যায়
ಶುಲ್ಕ,চাৰ্জ
ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್,চাৰ্জ ডি এফেয়াৰ্ছ
ಚಾರ್ಜ್ ವಿಭಜನೆ,চাৰ্জ পাৰ্টিং
ಚಾರ್ಜರ್,চাৰ্জাৰ
ರಥ,ৰথ
ಸಾರಥಿ,ৰথী
ಸಾರಥಿ,ৰথী
ಸಾರಥಿ,ৰথী
ಚಾರಿಟಿ ಅಡಿಗೆ,চেৰিটি কিচেন
ಚಾರ್ಟರ್,চনদ
ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ),চাৰ্টিষ্ট আন্দোলন (=চাৰ্টিষ্ট)
ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್,চাৰ্ট’ফাইলেচিয়াম
ಚಟೌ,চেট&#39;
ಚೆಕ್ ಪೋಸ್ಟ್,পোষ্ট চেক কৰক
ರಾಸಾಯನಿಕ ಯುದ್ಧ,ৰাসায়নিক যুদ্ধ
ಚೆಸ್ಟರ್,চেষ্টাৰ
ಮುಖ್ಯಸ್ಥ,প্ৰধান
ಮುಖ್ಯಸ್ಥ,মুখীয়াল
ಮುಖ್ಯಸ್ಥ,মুখীয়াল
ಮುಖ್ಯಸ್ಥ,মুখীয়াল
ಚಿಫೋನ್,চিফন
ಅಶ್ವದಳ,অশ্বাৰোহীতা
ಆಯ್ಕೆಮಾಡಿದ ಜನರು,নিৰ্বাচিত লোকসকল
ಕ್ರಿಸ್ಮೋಗ್ರಾಫಿಯನ್,ক্ৰীছমোগ্ৰাফী
ಕ್ರೈಸ್ತಪ್ರಪಂಚ,খ্ৰীষ্টান ধৰ্ম
ಕ್ರಿಶ್ಚಿಯನ್ ಯುಗ,খ্ৰীষ্টান যুগ
ಕ್ರಿಶ್ಚಿಯನ್ ಸಮಾಜವಾದ,খ্ৰীষ্টান সমাজবাদ
ಕ್ರಾನಿಕಲ್,ক্ৰনিকল
ಕ್ರಾನಿಕಲ್,ক্ৰনিকলাৰ
ಕ್ರೈಸ್ ಚೆರ್ಸೋನೀಸ್,ক্ৰাইজ চেৰ্চোনিজ
ಸಿಮೆಲಿಯಮ್,চিমেলিয়াম
ಸಿಂಕ್ವೆಸೆಂಟೊ ಶೈಲಿ,Cinquecento শৈলী
ಪ್ರದಕ್ಷಿಣೆ,প্ৰদক্ষিণ
ಸಿಸ್ಟರ್ಸಿಯನ್ ಸನ್ಯಾಸಿ,চিষ্টাৰচিয়ান সন্ন্যাসী
ಸಿಟಾಡೆಲ್,দুৰ্গ
ಉಲ್ಲೇಖ,উদ্ধৃতি
ಉಲ್ಲೇಖ,উদ্ধৃতি
ನಾಗರಿಕ ಅಸಹಕಾರ,নাগৰিক অবাধ্যতা
