Bengali,Malayalam
এনালগ মডেম,അനലോഗ് മോഡം
এনালগ থেকে ডিজিটাল কনভার্টার (ADC),അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ (ADC)
এবং,ഒപ്പം
এবং সার্কিট,കൂടാതെ സർക്യൂട്ട്
এবং গেট,ഒപ്പം ഗേറ്റും
এবং অপারেশন নয় (বর্জন),കൂടാതെ പ്രവർത്തനമല്ല (ഒഴിവാക്കൽ)
অ্যানিমেশন,ആനിമേഷൻ
টীকা,വ്യാഖ്യാനം
ব্যতিক্রম,അപാകത
পূর্ববর্তী,മുൻഗാമി
প্রত্যাশিত পেজিং,മുൻകൂർ പേജിംഗ്
বিরোধী প্রতিসম,വിരുദ്ധ സമമിതി
অ্যান্টিভাইরাস প্রোগ্রাম,ആന്റിവൈറസ് പ്രോഗ്രാം
অ্যাপলেট,ആപ്ലെറ്റ്
অ্যাপ্লিকেশন ডেভেলপার,ആപ്ലിക്കേഷൻ ഡെവലപ്പർ
অ্যাপ্লিকেশন প্রোগ্রামিং,ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API),ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)
অ্যাপ্লিকেশন সফ্টওয়্যার,ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
প্রয়োগমূলক ভাষা,ബാധകമായ ഭാഷ
আনুমানিক তত্ত্ব,ഏകദേശ സിദ്ധാന്തം
স্থাপত্য,വാസ്തുവിദ്യ
এলাকা স্থানান্তর,ഏരിയ കൈമാറ്റം
যুক্তি,വാദം
গাণিতিক এবং যুক্তিবিদ্যা ইউনিট,"ഗണിത, യുക്തി യൂണിറ്റ്"
গাণিতিক চেক,ഗണിത പരിശോധന
গাণিতিক ধ্রুবক,ഗണിത സ്ഥിരാങ്കം
গাণিতিক তথ্য,ഗണിത ഡാറ്റ
গাণিতিক নির্দেশনা,ഗണിത നിർദ്ദേശം
পাটিগণিত এবং যুক্তি ইউনিট (ALU),ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU)
আরপানেট,അർപാനെറ്റ്
অ্যারে,അറേ
অ্যারে ক্যাশে,അറേ കാഷെ
অ্যারে কম্পিউটার,അറേ കമ്പ്യൂട്ടർ
অ্যারে উপাদান,അറേ ഘടകം
অ্যারের নাম,അറേ പേര്
অ্যারে প্রসেসর,അറേ പ്രോസസർ
তীর চিহ্ন,അമ്പടയാള കീകൾ
উচ্চারণ,ഉച്ചാരണം
উচ্চারণ বিন্দু,ആർട്ടിക്കുലേഷൻ പോയിന്റ്
কৃত্রিম কম্প্যাকশন,കൃത്രിമ കോംപാക്ഷൻ
কৃত্রিম নিয়ন্ত্রণ,കൃത്രിമ നിയന്ത്രണം
কৃত্রিম বুদ্ধিমত্তা,നിർമ്മിത ബുദ്ധി
আরোহী,ആരോഹണം
আরোহী সাজানোর,ആരോഹണ തരം
ASCII বেটিকাল অর্ডার,ASCII ബെറ്റിക്കൽ ഓർഡർ
ASCII নিয়ন্ত্রণ চরিত্র,ASCII നിയന്ത്രണ പ്രതീകം
ASCII ফাইল,ASCII ഫയൽ
ASCII ফন্ট,ASCII ഫോണ്ട്
ASCII স্থানান্তর,ASCII കൈമാറ്റം
আনুমানিক অনুপাত,വീക്ഷണാനുപാതം
এএসপিআই,എ.എസ്.പി.ഐ
ASR টাইমার,ASR ടൈമർ
একত্রিত করা,കൂട്ടിച്ചേർക്കുക
সংযোজনকারী,അസംബ്ലർ
সমাবেশ,അസംബ്ലി
এসেম্বলি,അസംബ്ലി ഭാഷ
দাবী,അവകാശവാദം
নিয়োগ,നിയമനം
সংঘ,അസോസിയേഷൻ
সহযোগী ঠিকানা,അനുബന്ധ വിലാസം
সহযোগী স্মৃতি,അനുബന്ധ മെമ്മറി
asteric,ആസ്റ്ററിക്
অপ্রতিসম,അസമമായ
অ্যাসিঙ্ক্রোনাস,അസമന്വിത
অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
অ্যাসিঙ্ক্রোনাস স্থানান্তর,അസമന്വിത കൈമാറ്റം
অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
পরমাণু,ആറ്റം
সংযুক্ত নথি,അറ്റാച്ചുചെയ്ത പ്രമാണം
সংযুক্ত ফাইল,അറ്റാച്ചുചെയ്ത ഫയൽ
সংযুক্তি,ബന്ധം
বৈশিষ্ট্য,ആട്രിബ്യൂട്ട്
শ্রুতি,ഓഡിയോ
অডিট প্রোগ্রামিং,ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്
নিরীক্ষা পথ,ഓഡിറ്റ് ട്രയൽ
বৃদ্ধি,വർദ്ധിപ്പിക്കൽ
প্রমাণীকরণ প্রোটোকল,പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ
অথরিং সিস্টেম,എഴുത്ത് സംവിധാനം
অনুমোদন,അംഗീകാരം
স্বয়ংক্রিয় বিমূর্ত,യാന്ത്രിക സംഗ്രഹം
অটোবুটিং,ഓട്ടോബൂട്ടിംഗ്
অটোক্যাড,ഓട്ടോകാഡ്
অটোলগ চালু,ഓട്ടോലോഗ് ഓൺ
স্বয়ংক্রিয়,ഓട്ടോമാറ്റ
স্বয়ংক্রিয় তত্ত্ব,ഓട്ടോമാറ്റ സിദ്ധാന്തം
স্বয়ংক্রিয় কম্পিউটিং,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്
স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
স্বয়ংক্রিয় ত্রুটি সংশোধন,യാന്ത്രിക പിശക് തിരുത്തൽ
স্বয়ংক্রিয় ফাংশন,യാന്ത്രിക പ്രവർത്തനം
স্বয়ংক্রিয় সূচীকরণ,ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്
স্বয়ংক্রিয় লাইব্রেরি কল,ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ
স্বয়ংক্রিয় প্রোগ্রামিং,ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്
স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম,യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം
স্বয়ংক্রিয় রুটিন,യാന്ത്രിക ദിനചര്യ
স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
স্বয়ংক্রিয় টেলার মেশিন (এটিএম),ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം)
অটোমেশন,ഓട്ടോമേഷൻ
স্বয়ংক্রিয় চালু,ഓട്ടോപ്ലേ
অটোসেভ,സ്വയം സംരക്ഷിക്കുക
সহায়ক,സഹായകമായ
অক্জিলিয়ারী মেমরি,സഹായ മെമ്മറി
অক্জিলিয়ারী স্টোরেজ,സഹായ സംഭരണം
প্রাপ্তিসাধ্য তালিকা,ലഭ്യമായ പട്ടിക
উপলব্ধ সময়,ലഭ്യമായ സമയം
গড়,ശരാശരി
awk (ভাষা),awk (ഭാഷ)
ব্যাকএন্ড,പിൻഭാഗം
ব্যাকএন্ড প্রসেসর,ബാക്കെൻഡ് പ്രോസസർ
ব্যাকফেস অপসারণ,ബാക്ക്ഫേസ് നീക്കം
পটভূমি প্রক্রিয়াকরণ,പശ്ചാത്തല പ്രോസസ്സിംഗ്
ব্যাকিং স্টোর,ബാക്കിംഗ് സ്റ്റോർ
ব্যাকপ্যাচিং,ബാക്ക്പാച്ചിംഗ്
ব্যাকস্পেস,ബാക്ക്സ്പേസ്
ব্যাকট্র্যাকিং,ബാക്ക്ട്രാക്കിംഗ്
ব্যাক আপ,ബാക്ക്-അപ്പ്
ব্যাক আপ মেমরি,ബാക്കപ്പ് മെമ്മറി
পিছনের ত্রুটি পুনরুদ্ধার,പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ
ব্যালেন্স শীট,ബാലൻസ് ഷീറ്റ്
ব্যান্ড,ബാൻഡ്
ব্যান্ড প্রস্থ,ബാൻഡ് വീതി
ব্যাংকারের অ্যালগরিদম,ബാങ്കറുടെ അൽഗോരിതം
বার কোড,ബാർ കോഡ്
বারকোড স্ক্যানার,ബാർ കോഡ് സ്കാനർ
বার গ্রাফ,ബാർ ഗ്രാഫ്
ভিত্তি ঠিকানা,അടിസ്ഥാന വിലാസം
বেস ব্যান্ড,അടിസ്ഥാന ബാൻഡ്
ভিত্তি নম্বর,അടിസ്ഥാന നമ്പർ
ভিত্তি টেবিল,അടിസ്ഥാന പട്ടിക
বেসিক,അടിസ്ഥാനം
মৌলিক নিয়ন্ত্রণ,അടിസ്ഥാന നിയന്ത്രണം
মৌলিক ইনপুট,അടിസ്ഥാന ഇൻപുട്ട്
মৌলিক নির্দেশ,അടിസ്ഥാന നിർദ്ദേശം
মৌলিক আউটপুট,അടിസ്ഥാന ഔട്ട്പുട്ട്
মৌলিক পদক্ষেপ,അടിസ്ഥാന ഘട്ടം
ব্যাচ,ബാച്ച്
ব্যাচ ফাইল,ബാച്ച് ഫയൽ
ব্যাচ অবস্থান,ബാച്ച് സ്ഥാനം
ধির গতির কাজ,ബാച്ച് പ്രോസസ്സിംഗ്
ব্যাচ সিস্টেম,ബാച്ച് സിസ്റ്റം
বউড,ബൗഡ്
বড হার,ബാഡ് നിരക്ക്
মরীচি,ബീം
মাপকাঠি,ബെഞ്ച്മാർക്ക്
দ্বিমুখী যোগাযোগ,ദ്വിദിശ ആശയവിനിമയം
দ্বিমুখী লিঙ্ক,ദ്വിദിശ ലിങ്ക്
বাইনারি কোড,ബൈനറി കോഡ്
বাইনারি সংখ্যা,ബൈനറി അക്കം
বাইনারি ইনপুট আউটপুট সিস্টেম (BIOS),ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS)
বাইনারি সংখ্যা,ബൈനറി നമ്പർ
বাইনারি অপারেটর,ബൈനറി ഓപ്പറേറ്റർ
বাইনারি সম্পর্ক,ബൈനറി ബന്ധം
বাইনারি অনুসন্ধান,ബൈനറി തിരയൽ
বাইনারি সার্চ ট্রি (BST),ബൈനറി സെർച്ച് ട്രീ (BST)
বাইনারি স্থানান্তর,ബൈനറി കൈമാറ്റം
বাইনারি গাছ,ബൈനറി മരം
বাইপোলার মেমরি,ബൈപോളാർ മെമ്മറി
জন্ম মৃত্যু মডেল,ജനന മരണ മാതൃക
জন্ম মৃত্যু প্রক্রিয়া,ജനന മരണ പ്രക്രിയ
বিট,ബിറ്റ്
বিট দোষ,ചെറിയ തെറ്റ്
বিট মানচিত্র,ബിറ്റ് മാപ്പ്
বিট ম্যাপ পিক্সেল (BMP),ബിറ്റ് മാപ്പ് പിക്സൽ (BMP)
বিট ম্যাট্রিক্স,ബിറ്റ് മാട്രിക്സ്
বিট প্যাটার্ন,ബിറ്റ് പാറ്റേൺ
বিট অবস্থান,ബിറ്റ് സ്ഥാനം
বিট হার,ബിറ്റ് നിരക്ക്
কালো বক্স পরীক্ষা,ബ്ലാക്ക് ബോക്സ് പരിശോധന
মিটমিট করে,മിന്നിമറയുന്നു
ব্লক,തടയുക
ব্লক ক্যাশে,കാഷെ തടയുക
ব্লক চেক,ബ്ലോക്ക് ചെക്ക്
ব্লক কপি,ബ്ലോക്ക് കോപ്പി
ব্লক ডায়াগ্রাম,ബ്ലോക്ക് ഡയഗ്രം
ব্লকিং নেটওয়ার্ক,തടയൽ ശൃംഖല
বোর্ড,ബോർഡ്
বই চিহ্ন,ബുക്ക് മാർക്ക്
বুলিয়ান বীজগণিত,ബൂലിയൻ ബീജഗണിതം
বুলিয়ান সম্পর্ক,ബൂളിയൻ ബന്ധം
বুট পার্টিশন,ബൂട്ട് പാർട്ടീഷൻ
বুট strapping,ബൂട്ട് സ്ട്രാപ്പിംഗ്
বুট-স্ট্র্যাপ লোডার,ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ
সেতু,പാലം
ব্রডব্যান্ড নেটওয়ার্কিং,ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്
সম্প্রচার,പ്രക്ഷേപണം
রেডিও সম্প্রচার,പ്രക്ഷേപണം റേഡിയോ
ব্রাউজ,ബ്രൗസ് ചെയ്യുക
ব্রাউজার,ബ്രൗസർ
বি-বৃক্ষ,ബി-ട്രീ
বুদ্বুদ মেমরি,ബബിൾ മെമ്മറി
বুদ্বুদ সাজানোর,ബബിൾ അടുക്കുക
বালতি,ബക്കറ്റ്
বন্ধু সিস্টেম,ബഡ്ഡി സിസ്റ്റം
বাজেট কার্যকর নিয়ন্ত্রণ,ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം
বাফার,ബഫർ
বাগ,ബഗ്
বাস,ബസ്
বাইট,ബൈറ്റ്
বাইট কোড,ബൈറ്റ് കോഡ്
গ,സി
সি++,C++
ক্যাশে,കാഷെ
ক্যাশে বাফার,കാഷെ ബഫർ
ক্যাশ মেমরি,കാഷെ മെമ്മറി
গণনা,കണക്കുകൂട്ടല്
ক্যালকুলেটর,കാൽക്കുലേറ്റർ
ক্যালকুলেটর চিপ,കാൽക്കുലേറ്റർ ചിപ്പ്
কল,വിളി
নামে ডাক,പേര് വിളിക്കുക
রেফারেন্স দ্বারা কল করুন,റഫറൻസ് വഴി വിളിക്കുക
মূল্য দ্বারা কল,മൂല്യമനുസരിച്ച് വിളിക്കുക
ভেরিয়েবল দ্বারা কল,വേരിയബിളുകൾ വഴി വിളിക്കുക
কল গেট,കോൾ ഗേറ്റ്
বাতিল,റദ്ദാക്കുക
বাতিল বোতাম,റദ്ദാക്കുക ബട്ടൺ
ক্যানোনিকাল,കാനോനിക്കൽ
ক্যানোনিকাল ফর্ম,കാനോനിക്കൽ രൂപം
ক্ষমতা,കഴിവ്
ক্ষমতা তালিকা,കഴിവ് പട്ടിക
ক্ষমতা,ശേഷി
ক্যাপ লক কী,ക്യാപ്സ് ലോക്ക് കീ
কার্ড,കാർഡ്
কার্ড পাঠক,കാർഡ് റീഡർ
কার্ডিনালিটি,കാർഡിനാലിറ്റി
বাহক,വാഹകൻ
ক্যারিয়ার ব্যান্ড,കാരിയർ ബാൻഡ്
ক্যারিয়ার লোড,കാരിയർ ലോഡ്
ক্যারিয়ার সংকেত,കാരിയർ സിഗ്നൽ
ক্যারিয়ার তরঙ্গ,കാരിയർ തരംഗം
বহন,കൊണ്ടുപോകുക
অঙ্ক বহন,അക്കം കൊണ്ടുപോകുക
পতাকা বহন,പതാക വഹിക്കുക
কার্তুজ ডিস্ক,കാട്രിഡ്ജ് ഡിസ്ക്
ক্যাসকেড,കാസ്കേഡ്
মামলা,കേസ്
ক্যাথড রে টিউব (সিআরটি),കാഥോഡ് റേ ട്യൂബ് (CRT)
ক্যাথোড রে টিউব (CRT),കാഥോഡ് റേ ട്യൂബ് (CRT)
সিডি রম ডিস্ক ড্রাইভ,സിഡി റോം ഡിസ്ക് ഡ്രൈവ്
কোষ,സെൽ
সেল অ্যানিমেশন,സെൽ ആനിമേഷൻ
মোবাইল ফোন,സെല്ലുലാർ ഫോൺ
কেন্দ্রীয় স্মৃতি,കേന്ദ്ര മെമ്മറി
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU),സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു)
কেন্দ্রীভূত ব্যবস্থা,കേന്ദ്രീകൃത സംവിധാനം
প্রত্যয়িত টেপ,സാക്ഷ്യപ്പെടുത്തിയ ടേപ്പ്
চেইন,ചങ്ങല
চেইন ডেটা,ചെയിൻ ഡാറ്റ
চেইন লিঙ্ক,ചെയിൻ ലിങ്ക്
চেইনিং,ചങ്ങല
চ্যানেল,ചാനൽ
চ্যানেল ব্যস্ত টোন,ചാനൽ തിരക്കുള്ള ടോൺ
চ্যানেল ক্ষমতা,ചാനൽ ശേഷി
চ্যানেল কন্ট্রোলার,ചാനൽ കൺട്രോളർ
চ্যানেল ত্রুটি,ചാനൽ പിശക്
চ্যানেল প্রোগ্রাম,ചാനൽ പ്രോഗ്രാം
চ্যানেল নির্ভরযোগ্যতা,ചാനൽ വിശ്വാസ്യത
চ্যানেল সেট,ചാനൽ സെറ്റ്
চরিত্র,സ്വഭാവം
অক্ষর কোড,പ്രതീക കോഡ്
অক্ষর কী,പ്രതീക കീ
চরিত্র পাঠক,സ്വഭാവ വായനക്കാരൻ
অক্ষরের আকার,പ്രതീക വലുപ്പം
চার্ট,ചാർട്ട്
চ্যাসিস,ചേസിസ്
চেক বিট,ചെക്ക് ബിറ്റ്
অংকের চেক,അക്കം പരിശോധിക്കുക
চেক যোগফল,തുക ചെക്ക്
চেক শব্দ,ചെക്ക് വാക്ക്
চিপ,ചിപ്പ്
চিপ সেট,ചിപ്പ് സെറ്റ്
পছন্দ করা,തിരഞ്ഞെടുക്കുക
বর্ণগতভাবে,വർണ്ണപരമായി
গোপনীয় কোড,സൈഫർ
সার্কিট,സർക്യൂട്ട്
বৃত্তাকার তালিকা,വൃത്താകൃതിയിലുള്ള പട്ടിക
সাইরাস,സിറസ്
উদ্ধৃতি,അവലംബം
ক্লাস,ക്ലാസ്
ক্লাস পরিবর্তনশীল,ക്ലാസ് വേരിയബിൾ
শ্রেণীবিভাগ,വർഗ്ഗീകരണം
স্পষ্ট,വ്യക്തമായ
পরিষ্কার এলাকা,തെളിഞ്ഞ പ്രദേശം
পরিষ্কার চ্যানেল,വ്യക്തമായ ചാനൽ
ক্লিক,ക്ലിക്ക് ചെയ്യുക
ক্লায়েন্ট,കക്ഷി
ক্লায়েন্ট সার্ভার,ക്ലയന്റ് സെർവർ
ক্লায়েন্ট স্টাব,ക്ലയന്റ് അപൂർണ്ണം
ক্লিপ আর্ট,ക്ലിപ്പ് ആർട്ട്
ক্লিপ আর্ট লাইব্রেরি,ക്ലിപ്പ് ആർട്ട് ലൈബ്രറി
ক্লিপ বোর্ড,ക്ലിപ്പ് ബോർഡ്
ক্লিপার,ക്ലിപ്പർ
ক্লিপার চিপ,ക്ലിപ്പർ ചിപ്പ്
চক্র,കൂട്ടം
ঘড়ি,ക്ലോക്ക്
ঘড়ি চক্র,ക്ലോക്ക് സൈക്കിൾ
ঘড়ি ফ্রিকোয়েন্সি,ക്ലോക്ക് ആവൃത്തി
ঘড়ির হার্ডওয়্যার,ക്ലോക്ക് ഹാർഡ്‌വെയർ
ঘড়ির নাড়ি,ക്ലോക്ക് പൾസ്
ঘরির গতি,ക്ലോക്ക് വേഗത
ঘড়ি সিঙ্ক্রোনাইজেশন,ക്ലോക്ക് സിൻക്രൊണൈസേഷൻ
ঘড়ির টিক টিক,ക്ലോക്ക് ടിക്ക്
ক্লোন,ക്ലോൺ
বন্ধ,അടുത്ത്
ক্লোজ সার্কিট টিভি (সিসিটিভি),ക്ലോസ് സർക്യൂട്ട് ടിവി (സിസിടിവി)
বন্ধ,അടച്ചുപൂട്ടൽ
ক্লাউড কম্পিউটিং,ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്
ক্লাস্টার,ക്ലസ്റ്റർ
প্রলিপ্ত কার্ড,പൂശിയ കാർഡ്
লেপা কাগজ,പൊതിഞ്ഞ പേപ്പർ
সমাক্ষীয়,ഏകപക്ഷീയമായ
সমাক্ষ তারের,ഏകോപന കേബിൾ
কোডাসাইল,കോഡാസിൽ
কোড,കോഡ്
উৎপাদকের কোড,കോഡ് ജനറേറ്റര്
কোড পৃষ্ঠা,കോഡ് പേജ്
কোড শব্দ,കോഡ് വാക്ക്
কোডার,കോഡർ
কোডিং চেক,കോഡിംഗ് പരിശോധന
কোডিং ফর্ম,കോഡിംഗ് ഫോം
কোডিং শীট,കോഡിംഗ് ഷീറ്റ്
গুণাঙ্ক,ഗുണകം
সমন্বয়,പരസ്പരബന്ധം
শীতল বুটজুতা,തണുത്ത ബൂട്ട്
ঠান্ডা শুরু,തണുത്ത തുടക്കം
সহযোগিতা,സഹകരണം
পতন,തകർച്ച
জমাট বাঁধা,കൊളാറ്റ്
কোলেট টেপ,കൊളേറ്റ് ടേപ്പ്
সংঘর্ষ,കൂട്ടിയിടി
কোলন,കോളൻ
রঙ রঙ),നിറം (നിറം)
রঙ স্যাচুরেশন,നിറം സാച്ചുറേഷൻ
রঙের টেবিল,വർണ്ണ പട്ടിക
