Marathi,Assamese
अँटिलॉगिन अॅम्प्लिफायर,এন্টিলগিন এম্প্লিফায়াৰ
अँटीरेझोनंट सर्किट,এন্টিৰেজোনেণ্ট চাৰ্কিট
द्वारक काळ,দ্বাৰক যুগ
आभासी शक्ती,ভাৰ্চুৱেল শক্তি
वायर कनेक्शन,তাঁৰৰ সংযোগ
अंदाजे व्होल्टेज वाढ,আনুমানিক ভোল্টেজ লাভ
आर्मस्ट्राँग मॉड्युलेटर,আৰ্মষ্ট্ৰং মডুলেটৰ
अँटेना अॅरे,এন্টেনা এৰে
"आकार गुणोत्तर, गुणोत्तर","আকাৰৰ অনুপাত, দৃষ্টি অনুপাত"
फ्लोटिंग सर्किट (फ्री ऑपरेटिंग सर्किट),ভাসমান বৰ্তনী (মুক্ত অপাৰেটিং বৰ্তনী)
स्वयंचलित मल्टीव्हायब्रेटर,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
फ्लोटिंग मल्टीव्हायब्रेटर,ভাসমান মাল্টিভাইব্ৰেটৰ
असममित जंक्शन,অসমতাপূৰ্ণ সংযোগস্থল
असिंक्रोनस कॅल्क्युलेटर,এচিনক্ৰ&#39;নাছ কেলকুলেটৰ
आण्विक,পাৰমাণৱিক
अणुक्रमांक,পাৰমাণৱিক সংখ্যা
अणु रचना,পাৰমাণৱিক গঠন
ऑडिओ अॅम्प्लीफायर,অডিঅ&#39; এম্প্লিফায়াৰ
ऑडिओ अॅम्प्लीफायर,অডিঅ&#39; এম্প্লিফায়াৰ
ऑडिओ कॅसेट,অডিঅ&#39; কেছেট
ऑडिओ सर्किट,অডিঅ&#39; বৰ্তনী
ऐकण्यायोग्य वारंवारता,শ্ৰৱণযোগ্য কম্পাঙ্ক
स्वयंचलित व्होल्टेज नियंत्रण,স্বয়ংক্ৰিয় ভল্টেজ নিয়ন্ত্ৰণ
हिमस्खलन,হিমস্খলন
सरासरी डिटेक्टर,গড় ডিটেক্টৰ
अक्षीय मोड,অক্ষীয় ধৰণ
अक्षीय प्रमाण,অক্ষীয় অনুপাত
अँटेना,এন্টেনা
बॅक इलेक्ट्रोमोटिव्ह फोर्स,পিছলৈ ইলেক্ট্ৰ&#39;ম&#39;টিভ বল
मागील क्षेत्र,পিছফালৰ অঞ্চল
परत स्कॅटर,পিছলৈ বিক্ষিপ্ততা
पार्श्वभूमी शुल्क,পটভূমি চাৰ্জ
बाजूचा आवाज,কাষৰ শব্দ
प्रतिगामी,ৰেট্ৰ&#39;গ্ৰেছন
पोस्टरियर इरॅडिएशन,পশ্চাৎ বিকিৰণ
बॅकवर्ड डायोड / बॅकवर्ड डायोड,বেকৱাৰ্ড ডাইঅ&#39;ড / বেকৱাৰ্ড ডাইঅ&#39;ড
बॅकवर्ड वेव्ह ऑसिलेटर,পিছলৈ তৰংগ দোলক
"अडथळा, अडथळा","বাধা, বাধা"
अडथळा,বাধাগ্ৰস্ততা
संतुलित पूल,সুষম দলং
संतुलित मॉड्युलेटर,সুষম মডুলেটৰ
संतुलित मॉड्युलेटर,সুষম মডুলেটৰ
संतुलित सर्किट,সুষম বৰ্তনী
संतुलित ग्रेडियंट डिटेक्टर,ভাৰসাম্যপূৰ্ণ গ্ৰেডিয়েণ্ট ডিটেক্টৰ
वर्तमान स्टॅबिलायझर प्रतिरोध,কাৰেণ্ট ষ্টেবিলাইজাৰ ৰেজিষ্টেন্স
बोलोमीटर,বলোমিটাৰ
बोलोमीटर पूल,বলোমিটাৰ দলং
फुगा,বেলুন
केळी जॅक,কল জেক
केळी प्लग,কল প্লাগ
"पट्टी, पट्टी","বেণ্ড, বেণ্ডেজ"
बँड चालक,বেণ্ড ড্ৰাইভাৰ
बँड ऊर्जा,বেণ্ড শক্তি
बँड अंतर,বেণ্ড গেপ
बॅडपार्क अॅम्प्लीफायर,badpark এম্প্লিফায়াৰ
बँड पास फिल्टर,বেণ্ড পাছ ফিল্টাৰ
बॉड रेट जनरेटर,বড হাৰ জেনেৰেটৰ
banddispersion,banddispersion
बँड रेझिस्टर,বেণ্ড ৰেজিষ্টৰ
बँड ब्रेकर फिल्टर,বেণ্ড ব্ৰেকাৰ ফিল্টাৰ
बँड विस्तार,বেণ্ড সম্প্ৰসাৰণ
बँड रिमूव्हर फिल्टर,বেণ্ড আঁতৰোৱা ফিল্টাৰ
बँड विस्तार विक्षेप गुणक,বেণ্ড এক্সপান্সন ডিফ্লেকচন মাল্টিপ্লাইয়াৰ
बँड विस्तार अंतर गुणक,বেণ্ড সম্প্ৰসাৰণ দূৰত্ব বহুগুণক
"बीम कॅपेसिटर, बँक कॅपेसिटर","ৰশ্মি কেপাচিটৰ, বেংক কেপাচিটৰ"
"बार्कर कोड, बार्कर कोड","বাৰ্কাৰ কোড, বাৰ্কাৰ কোড"
barravaugen निकष,barravaugen মাপকাঠী
बॅरेटर,বেৰেটৰ
अडथळा,বাধা
इन्सुलेट कॅपेसिटर,ইনচুলেটিং কেপাচিটৰ
अडथळा ऊर्जा,বাধা শক্তি
रेझिस्टर व्होल्टेज,ৰেজিষ্টৰ ভল্টেজ
बार्टलेट विंडो,বাৰ্টলেট উইণ্ড&#39;
"आधार, आधार","ভিত্তি, ভিত্তি"
बेस बँड,বেচ বেণ্ড
बेस बँड ट्रान्समिशन,বেচ বেণ্ড ট্ৰেন্সমিছন
बेस चार्ज,ভিত্তি চাৰ্জ
बेस करंट,বেচ কাৰেণ্ট
मूळ वर्तमान स्रोत,ভিত্তি বিদ্যুৎ প্ৰবাহৰ উৎস
बेस कातरणे,বেচ শ্বিয়াৰিং
आधार मदन,আধাৰ মদন
बेस एमिटर फीड,বেচ এমিটাৰ ফিড
बेस एमिटर जंक्शन,বেচ এমিটাৰ জংচন
बेस इंजेक्शन,বেচ ইনজেকচন
ग्राउंड लाईन,গ্ৰাউণ্ড লাইন
बेस प्रतिकार,ভিত্তি ৰেজিষ্টেন্স
मूळ स्रोत,ভিত্তি উৎস
बेस विस्तार प्रतिकार,ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
बेस विस्तार प्रतिकार,ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
बेस जाडी,ভিত্তিৰ বেধ
बेस प्रवेश,ভিত্তি অভিগম
"बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन","ভিত্তি প্ৰস্থ মডুলেচন, ভিত্তি সম্প্ৰসাৰণ মডুলেচন"
बेस कलेक्टर करार,ভিত্তি সংগ্ৰাহক চুক্তি
वास,গোন্ধ
बास वारंवारता,বেছ ফ্ৰিকুৱেন্সি
बॅटरी,বেটাৰি
बॉड,baud
बॉड दर,বড হাৰ
बॉड रेट जनरेटर,বড হাৰ জেনেৰেটৰ
बोडो कोड,বডো ক&#39;ড
"सिग्नल, बीकन","সংকেত, বিকন"
"माणिका, बीड","মণিকা, বিড"
मॅनिक कॅपेसिटर,মেনিক কেপাচিটৰ
मणिकर्तपी प्रतिरोधक,মণিকাৰতাপি ৰেজিষ্টৰ
"बीम अँटेना, बीम अँटेना","ৰশ্মি এন্টেনা, ৰশ্মি এন্টেনা"
बीम डिटेक्टर,ৰশ্মি ডিটেক্টৰ
बीम पॉवर नळी,ৰশ্মি শক্তিৰ নলী
बीम स्विचिंग नोजल,ৰশ্মি চুইচিং নজেল
तुळई विस्तार,ৰশ্মি প্ৰসাৰণ
बीट वारंवारता,বিট ফ্ৰিকুৱেন্সি
बीट-फ्रिक्वेंसी ऑसिलेटर,বিট-ফ্ৰিকুৱেন্সি অচিলেটৰ
पल्स ऑसिलेटर,পালছ দোলক
घंटा,বেল
वाकणे नुकसान,বেণ্ডিং লছ
बेसल फिल्टर,বেচেল ফিল্টাৰ
बीटा,বিটা
b-h वक्र,খ-হ বক্ৰ
"पक्षपात, पक्षपात","bias, পক্ষপাতিত্ব"
पूर्वाग्रह वर्तमान,বায়াছ কাৰেণ্ট
पूर्वाग्रह प्रतिकार,বায়াছ ৰেজিষ্টেন্স
दुहेरी अँटेना,ডাবল এন্টেনা
द्विदिशात्मक भार प्रवाह,দ্বিমুখী লোড কাৰেণ্ট
द्विदिश अँटेना,দ্বিমুখী এন্টেনা
द्विदिश प्रकाश उत्सर्जक डायोड,দ্বিমুখী পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড
द्विदिशात्मक थायरिस्टर,দ্বিমুখী থাইৰিষ্টৰ
bi FET तंत्रज्ञान,bi FET প্ৰযুক্তি
द्वि-बिंदू ट्रान्सफॉर्मर,বাই পইণ্ট ট্ৰেন্সফৰ্মাৰ
दुहेरी संलयन,ডাবল ফিউজন
द्विपक्षीय सर्किट,দ্বিপাক্ষিক বৰ্তনী
बायनरी,বাইনাৰী
बायनरी बेरीज,বাইনাৰী যোগফল
बायनरी सर्किट,বাইনাৰী বৰ্তনী
बायनरी कोडेड दशांश,বাইনাৰী ক&#39;ড কৰা দশমিক
बायनरी कोडेड दशांश प्रणाली,বাইনাৰী ক&#39;ড কৰা দশমিক ব্যৱস্থা
बायनरी द्विध्रुवीय कॅपेसिटर,বাইনাৰী ডাইপোল কেপাচিটৰ
बायनरी कॅल्क्युलेटर,বাইনাৰী কেলকুলেটৰ
बायनरी कॅल्क्युलेटर,বাইনাৰী কেলকুলেটৰ
बायनरी डीकोडर,বাইনাৰী ডিকোডাৰ
बायनरी शिडी,বাইনাৰী জখলা
बायनरी पॅथोमीटर,বাইনাৰী পেথ&#39;মিটাৰ
बायनरी स्थिती,বাইনাৰী অৱস্থা
बायनरी-दशांश डिकोडर,বাইনাৰী-দশমিক ডিকোডাৰ
बायनरी लोड,বাইনাৰী লোড
बायनरी शब्द,বাইনাৰী শব্দ
द्विध्रुवीय,বাইপোলাৰ
द्विध्रुवीय कॅपेसिटर,বাইপোলাৰ কেপাচিটৰ
द्विध्रुवीय उपकरण,বাইপোলাৰ ডিভাইচ
द्विध्रुवीय स्रोत,বাইপোলাৰ উৎস
द्विध्रुवीय ट्रान्झिस्टर,বাইপোলাৰ ট্ৰেঞ্জিষ্টৰ
द्विध्रुवीय जंक्शन ट्रान्झिस्टर,বাইপোলাৰ জংচন ট্ৰেঞ্জিষ্টৰ
चतुर्भुज फिल्टर,দ্বিঘাত ফিল্টাৰ
दुहेरी स्थिती,ডাবল পজিচন
दोन-स्टेज मल्टीव्हायब्रेटर,দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ
द्विदिशात्मक रिले,দ্বিমুখী ৰিলে
biphasic स्थिती,দুটা পৰ্যায়ৰ অৱস্থা
दोन-स्थिती ट्रिगर,দুটা অৱস্থানৰ ট্ৰিগাৰ
बिट त्रुटी,বিট ভুল
बिट त्रुटी दर,বিট ভুলৰ হাৰ
बिट त्रुटी,বিট ভুল
बिटकल त्रुटी,bitkal ত্ৰুটি
आंधळा बॉक्स,অন্ধ বাকচ
घनरूप नाडी,ঘনীভূত স্পন্দন
सचिव,নিঃসৰণকাৰী
सेक्रेटरी इनहिबिटर,নিঃসৰণ প্ৰতিৰোধক
अंधत्व,অন্ধতা
खंड आकृती,ছেগমেণ্ট ডায়াগ্ৰাম
अवरोधित करणे,ব্লক কৰা ইম্পিডেন্স
तुकडा हस्तांतरण,ফ্ৰেগমেণ্ট ট্ৰেন্সফাৰ
इंटरसेप्ट,ইন্টাৰচেপ্ট
रेझिस्टर कॅपेसिटर,ৰেজিষ্টৰ কেপাচিটৰ
रेझिस्टर कॅपेसिटर,ৰেজিষ্টৰ কেপাচিটৰ
रेझिस्टर ऑसिलेटर,ব্লক কৰা দোলক
ब्लॉकिंग ऑसिलेटर,ৰেজিষ্টৰ দোলক
रेझिस्टर व्होल्टेज,ৰেজিষ্টৰ ভল্টেজ
ब्लोअर,ব্ল&#39;ৱাৰ
bode आकृती,বোড ডায়াগ্ৰাম
voltzmann संबंध,voltzmann সম্পৰ্ক
voltzmann स्थिरांक,voltzmann ধ্ৰুৱক
बंध,বান্ধোন
बाउंड स्ट्रेन गेज,বান্ধি ৰখা ষ্ট্ৰেইন গেজ
स्वयं-समर्थक अॅम्प्लिफायर,স্ব-সহায়ক এম্প্লিফায়াৰ
बुलियन बीजगणित,বুলিয়ান বীজগণিত
बुलियन समीकरण,বুলিয়ান সমীকৰণ
बूट Strapon,বুট ষ্ট্ৰেপন
बूथचे अल्गोरिदम,বুথৰ এলগৰিদম
बूटस्ट्रॅप प्रिझम सर्किट,বুটষ্ট্ৰেপ প্ৰিজম বৰ্তনী
bosscutts नियम,bosscutts শাসন কৰে
बोस-चौधरी हॉकेनहॅम (BCH) कोड,বসু-চৌধাৰী হকেনহাম (BCH) কোড
"उडी, उडी","জপিয়াই, জপিয়াই"
बद्ध इलेक्ट्रॉन,বান্ধ খাই থকা ইলেক্ট্ৰন
ब्रॅग रिफ्लेक्टर,bragg প্ৰতিফলক
गुंफलेली तार,আন্তঃসংলগ্ন তাঁৰ
शाखा,শাখা
शाखा,শাখা-প্ৰশাখা
प्रयोग मंडळ,পৰীক্ষা বৰ্ড
ब्रेक झोन,ব্ৰেক জ&#39;ন
ब्रेकिंग व्होल्टेज,ভল্টেজ ভাঙি যোৱা
ब्रेकडाउन डायोड,ব্ৰেকডাউন ডাইঅ&#39;ড
फ्रॅक्चर फिक्सेशन,ভাঙন স্থিৰকৰণ
ब्रेकिंग व्होल्टेज,ভল্টেজ ভাঙি যোৱা
पूल,সেঁতু
ब्रिज रेक्टिफायर,ব্ৰীজ ৰেক্টিফায়াৰ
रुंद बँड,বহল বেণ্ড
ब्रॉडकास्ट बँड,সম্প্ৰচাৰ বেণ্ড
सूक्ष्म अॅरे,নক্ষত্ৰীয় এৰে
प्रसारण,সম্প্ৰচাৰ
ब्रॉडकास्ट अँटेना,সম্প্ৰচাৰ এন্টেনা
ब्रॉडकास्ट रिसीव्हर,সম্প্ৰচাৰ গ্ৰাহক
वारंवारता प्रसारण प्राप्तकर्ता,কম্পাঙ্ক সম্প্ৰচাৰ গ্ৰাহক
प्रसारण ट्रान्समीटर,সম্প্ৰচাৰ ট্ৰেন্সমিটাৰ
बूस्टर अँटेना,বুষ্টাৰ এন্টেনা
बस अँटेना,বাছ এন্টেনা
ब्रश विसर्जन,ব্ৰাছ বিসৰ্জন
बुडबुडे आणि गेट,bubbling AND গেট
बुडबुडू किंवा गेट,বুডবুডু বা গেট
बबल स्मृती,বুদবুদযুক্ত স্মৃতিশক্তি
भरपाई व्होल्टेज,ক্ষতিপূৰণমূলক ভল্টেজ
बफर,বাফাৰ
बफर अॅम्प्लीफायर,বাফাৰ এম্প্লিফায়াৰ
बफर सर्किट,বাফাৰ বৰ্তনী
बफर ऑपरेटर,বাফাৰ অপাৰেটৰ
बफर रजिस्टर,বাফাৰ ৰেজিষ্টাৰ
बल्ब,বাল্ব
लोकसंख्या प्रभाव,জনসংখ্যাৰ প্ৰভাৱ
मॅक्रो सेमीकंडक्टर उपकरण,মেক্ৰ&#39; অৰ্ধপৰিবাহী যন্ত্ৰ
घड,মুঠি
बुडलेली एक्सचेंज,ডুব যোৱা বিনিময়
बुडलेला थर,ডুব যোৱা স্তৰ
बुडलेला संपर्क,ডুব যোৱা সংস্পৰ্শ
स्फोट अॅम्प्लीफायर,ব্লাষ্ট এম্প্লিফায়াৰ
स्फोट कव्हर,ব্লাষ্ট কভাৰ
स्फोट गोळीबार,ব্লাষ্ট ফায়াৰিং
स्फोट दरवाजा अॅम्प्लीफायर,বিস্ফোৰণ দুৱাৰ এম্প্লিফায়াৰ
बर्स्ट मोड,বাৰ্ষ্ট মোড
स्फोट विभाजक,বিস্ফোৰণ বিভাজক
स्फोट सिग्नल,বিস্ফোৰণ সংকেত
स्फोट त्रुटी सुधारक कोड,বাৰ্ষ্ট ভুল সংশোধক ক&#39;ড
पुरेसा,বাছ
बस बार,বাছ বাৰ
बस संघटना,বাছ সংস্থা
बस मानक,বাছৰ মানদণ্ড
फक्त क्षणिक,মাত্ৰ ক্ষণিক
बटर वर्थ फिल्टर,ফিল্টাৰৰ মূল্যৰ মাখন
bnc वायर,bnc তাঁৰ
BNC जॉइंटर,বিএনচি জইণ্টাৰ
च्या कडे,বাই-ৱে
बायपास कॅपेसिटर,বাইপাছ কেপাচিটৰ
बाइट,বাইট
व्ही बँड,ভি বেণ্ড
सी बँड अँटेना,C বেণ্ড এন্টেনা
तार,তাঁৰ
वायर राउटिंग,তাঁৰৰ ৰুটিং
टेलिग्राफ दूरदर्शन,টেলিগ্ৰাফ টেলিভিছন
कॅशे मेमरी,কেশ্ব মেমৰি
Sisim वारंवारता मानक,ছিছিম ফ্ৰিকুৱেন্সি ষ্টেণ্ডাৰ্ড
कॅल्क्युलेटर,কেলকুলেটৰ
कॅलिब्रेशन,মানাংকন
कॉल पत्ता,কল ঠিকনা
कॉलपिट ऑसिलेटर,কলপিট দোলক
कॅम कॉर्डर,কেম কৰ্ডাৰ
कॅमेरा,কেমেৰা
कॅमेरा नळी,কেমেৰাৰ নলী
candela,কেণ্ডেলা
मेणबत्ती शक्ती,মমবাতিৰ শক্তি
कॅन्टिलिव्हर स्ट्रेन गेज,কেন্টিলিভাৰ ষ্ট্ৰেইন গেজ
धारण,ধৰি ৰখা
कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर,ৰক্তচাপ ট্ৰেন্সডুচাৰ
होल्डिंग वितरक,ধাৰণকাৰী বিতৰক
करार धारण,চুক্তি ধাৰণ কৰা
कॅपेसिटन्स गेज,ধাৰণক্ষমতা গেজ
धारण कलेक्टर,ধৰি ৰখা সংগ্ৰাহক
capacitance reactance,ধাৰণক্ষমতা বিক্ৰিয়াশীলতা
"कॅपेसिटिव्ह एनर्जी कन्व्हर्टर, ट्रान्सड्यूसर","কেপাচিটিভ এনাৰ্জি কনভাৰ্টাৰ, ট্ৰেন্সডুচাৰ"
कॅपेसिटर,কেপাচিটৰ
कॅपेसिटर बँक,কেপাচিটৰ বেংক
कॅपेसिटर फिल्टर,কেপাচিটৰ ফিল্টাৰ
कॅपेसिटर इनपुट फिल्टर,কেপাচিটৰ ইনপুট ফিল্টাৰ
विंच मोटर,উইঞ্চ মটৰ
पुली सर्वो बॉडी,পুলি চাৰ্ভো বডি
चरखी,চৰখী
पकडणे,বন্দী কৰা
कॅप्चर कलम,capture clause
कॅप्चर प्रभाव,কেপচাৰ ইফেক্ট
वाहक आवाज प्रमाण,বাহক শব্দ অনুপাত
कार रेडिओ,গাড়ী ৰেডিঅ&#39;
कार्बन प्रतिरोधक,কাৰ্বন ৰেজিষ্টৰ
कार्ड रीडर,কাৰ্ড ৰিডাৰ
कार्डिओइड आकृती,কাৰ্ডিঅ&#39;ইড ডায়েগ্ৰাম
गाडी,গাড়ী
कॅरेज रिटर्न,carriage return
वाहक,বাহক
वाहक संप्रेषण,বাহক যোগাযোগ
वाहक एकाग्रता,বাহক ঘনত্ব
वाहक वारंवारता,বাহক কম্পাঙ্ক
वाहक पुनरुत्पादन,বাহক প্ৰজনন
वाहक पातळी,বাহক স্তৰ
वाहक जीवन,বাহক জীৱন
वाहक गतिशीलता,বাহক গতিশীলতা
वाहक गुणाकार,বাহক গুণন
वाहक आवाज पातळी,বাহক শব্দৰ মাত্ৰা
वाहक श्रेणी,বাহক পৰিসৰ
वाहक पुनर्प्राप्ती सर्किट,বাহক পুনৰুদ্ধাৰ বৰ্তনী
वाहक पुनर्निवेशण,বাহক পুনৰ সন্নিৱিষ্ট কৰা
प्रवाहकीय विखुरणे,পৰিবাহী বিকিৰণ
वाहक दडपशाही,বাহক দমন
वाहक पिंजरा,বাহক পিঞ্জৰা
वाहक वेग,বাহক বেগ
हाताचा तुकडा,হেণ্ড বিট
ध्वज धरला,ধাৰণ কৰা পতাকা
"ताबा नोंदवही, ताबा नोंदवही","দখলৰ পঞ্জীয়ন, দখলৰ পঞ্জী"
पोर्टेबल जनरेटर,পৰ্টেবল জেনেৰেটৰ
कार्सन कायदा,carson&#39;s আইন
काडतूस फ्यूज,কাৰ্টিজ ফিউজ
काडतूस टेप,কাৰ্টিজ টেপ
कॅरी फॉस्टर ब्रिज,কেৰী ফষ্টাৰ ব্ৰীজ
स्टेप अॅम्प्लीफायर,ষ্টেপ এম্প্লিফায়াৰ
श्रेणीकरण,গ্ৰেডেচন
कॅस्केड अॅम्प्लीफायर,কেছকেড এম্প্লিফায়াৰ
"Cascode अॅम्प्लीफायर, स्टेप अॅम्प्लीफायर","কেস্কোড এম্প্লিফায়াৰ, ষ্টেপ এম্প্লিফায়াৰ"
कॅसेट,কেছেট
प्रलोभन,প্ৰৰোচনা
कॅप्टिव्ह कोटर,বন্দী কোটাৰ
कॅथोड,কেথ&#39;ড
कॅथोड ट्रेलिंग,কেথ&#39;ড ট্ৰেইলিং
कॅथोड ट्रेलिंग अॅम्प्लिफायर,কেথ&#39;ড ট্ৰেইলিং এম্প্লিফায়াৰ
कॅथोड ल्युमिनन्स,কেথ&#39;ড লুমিনেন্স
कॅथोड साहित्य,কেথ&#39;ড পদাৰ্থ
कॅथोड किरण ऑसिलोस्कोप,কেথ’ড ৰশ্মিৰ অচিলোস্কোপ
कॅथोड रे ट्यूब,কেথ&#39;ড ৰশ্মিৰ নলী
कॅथोड कण जमा करणे,কেথ&#39;ড কণা নিক্ষেপ
कॅथोड ल्युमिनन्स,কেথ&#39;ড লুমিনেন্স
कॉयर फिल्टर,কুয়াৰ ফিল্টাৰ
kaver फिल्टर,kaver ফিল্টাৰ
कोटोर,কোটৰ
एंट्रल रेडिएशन,এণ্ট্ৰেল ৰেডিয়চন
कोटर रेझोनेटर,কটাৰ অনুনাদক
फॅट चार्ज कपल्ड डिव्हाइस (सीसीडी),ফেট চাৰ্জ কাপল্ড ডিভাইচ (CCD)
सीडी रोम,cd ৰম
सीडी रोम ड्राइव्ह,cd ৰম ড্ৰাইভ
सेल (बॅटरी),কোষ (বেটাৰী)
केंद्रीय संसाधन घटक,কেন্দ্ৰীয় সম্পদ উপাদান
केंद्रीय संसाधन युनिट,কেন্দ্ৰীয় সম্পদ একক
केंद्रीय प्रोसेसर,কেন্দ্ৰীয় প্ৰচেছৰ
अर्थ,গড় স্কেল
मध्यम वारंवारता,মধ্যম কম্পাঙ্ক
मध्यम एक्झॉस्ट ट्रान्सफॉर्मर,মাজৰ এক্সজেষ্ট ট্ৰেন্সফৰ্মাৰ
"सिरेमिक, चिकणमाती","চিৰামিক, মাটি"
सिरेमिक फिलर,চিৰামিক ভৰোৱা
सिरेमिक फिल्टर,চিৰামিক ফিল্টাৰ
सिरेमिक साहित्य,চিৰামিক সামগ্ৰী
सिरेमिक रेझोनेटर,চিৰামিক অনুনাদক
सिरेमिक ध्वनी रिसीव्हर,চিৰামিক শব্দ গ্ৰাহক
सेरेनकोव्ह कॅल्क्युलेटर,cerenkov কেলকুলেটৰ
सरमत,সৰমত
chalcogenide,চলকোজেনাইড
कॅल्कोपायराइट,কেলকোপাইৰাইট
"चॅनेल, चॅनेल","চেনেল, চেনেল"
चॅनेल बँड विस्तार,চেনেল বেণ্ড সম্প্ৰসাৰণ
चॅनेल कोडर,চেনেল ক&#39;ডাৰ
चॅनेल वारंवारता,চেনেল কম্পাঙ্ক
चॅनेल वर्ण,চেনেলৰ চৰিত্ৰ
चॅनेल वेगळे करणे,চেনেল পৃথকীকৰণ
चॅनेल सिद्धांत,চেনেল তত্ত্ব
वर्ण जनरेटर,আখৰ উৎপাদক
वर्ण ओळख,চৰিত্ৰ চিনাক্তকৰণ
वैशिष्ट्यपूर्ण प्रतिबाधा,বৈশিষ্ট্যপূৰ্ণ ইম্পিডেন্স
चार्ज वाहक,চাৰ্জ কেৰিয়াৰ
चार्ज कंट्रोल पॅरामीटर,চাৰ্জ নিয়ন্ত্ৰণ প্ৰাচল
जोडलेले उपकरण चार्ज करा,চাৰ্জ সংযুক্ত ডিভাইচ
चार्ज कपल्ड यादृच्छिक प्रवेश मेमरी,চাৰ্জ কাপল্ড ৰেণ্ডম এক্সেছ মেমৰি
चार्ज घनता,আধান ঘনত্ব
चार्ज इंजेक्शन डिव्हाइस,চাৰ্জ ইনজেকচন ডিভাইচ
शुल्क तोटा,চাৰ্জ লছ
चार्ज पंपिंग,চাৰ্জ পাম্পিং
