Hindi,Marathi
कैल्शियम सिलिकेट हाईड्रेट,कॅल्शियम-सिलिकेट हायड्रेट
कालीचे,कॅलिचे
कैलिफोर्निया असर अनुपात,कॅलिफोर्निया बेअरिंग रेशो
केलिपर,कॅलिपर
कैलोरीमीटर,कॅलरीमीटर
न्युब्ज़ता/कैम्बर,कांबर
नहर,कालवा
कैनॉपी,छत
बहुधारन पद,कॅन्टिलिव्हर फूटिंग
टोपी,टोपी
धारिता,क्षमता
रेल पथ क्षमता,एइल ट्रॅकची क्षमता
टोपी कंडरा,कॅप केबल
केशिकत्व,केशिका
केशिका विच्छेद,केशिका ब्रेक
केशिका प्रवाह,केशिका प्रवाह
केशिका आर्द्रता या केशिका जल,केशिका ओलावा किंवा केशिका पाणी
केशिका रंध्र अवकाश,केशिका छिद्र जागा
केशिका रंध्रता,केशिका सच्छिद्रता
केशिका अवकाश,केशिका जागा
प्रग्रहण वेग,वेग कॅप्चर करा
कार्बोनेशन,कार्बोनेशन
कार्बन काजल,कार्बन ब्लॅक
ढलने योग्य उच्च तापसह,कास्टबल रेफ्रेक्ट्री
स्वस्थान ढली,कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू
यथास्थान बनाई पाइल,कास्ट-इन-प्लेस मेख
कैस्टर,एरंडेल
ढला पत्थर,कास्ट दगड
उत्प्रेरक,उत्प्रेरक
मृदा श्रृंखला,कॅटेना
विडाल मुख,मांजरीचा चेहरा
कैट हैड,मांजरीचे डोके
धनायन,कॅशन
कैट बॉक,मांजर चालणे
कोटरन क्षति,पोकळ्या निर्माण होणे नुकसान
सेलाइट,Celite
कोशिकीय कंक्रीट,सेल्युलर कंक्रीट
कोशिकीय निर्माण,सेल्युलर बांधकाम
सीमेंट,सिमेंट
बिटुमनी सीमेंट,"सिमेंट, बिटुमिनस"
शीघ्र सामर्थ्य सीमेंट,"सिमेंट, उच्च शक्ती"
जलीय सीमेंट,"सिमेंट, हायड्रॉलिक"
न्यून ऊष्मा सीमेंट,"सिमेंट, कमी उष्णता"
चिनाई सीमेंट,"सिमेंट, दगडी बांधकाम"
प्राकृतिक सीमेंट,"सिमेंट, नैसर्गिक"
पोर्टलैंड सीमेंट,"सिमेंट, पोर्टलँड"
पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट,"सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग"
पोर्टलैंड पोजोलॉन सीमेंट,"सिमेंट, पोर्टलँड पोझोलन"
सीमेंट धातुमल,"सिमेंट, स्लॅग"
सल्फेट प्रतिरोधी सीमेंट,"सिमेंट, सल्फेट प्रतिरोधक"
सुपरसल्फेटेड सीमेंट,"सिमेंट, सुपर सल्फेट"
श्वेत सीमेंट,"सिमेंट, पांढरा"
सीमेंट मिलावा अनुपात,सिमेंट-एकूण प्रमाण
सीमेंट अंश,सिमेंट सामग्री
सेमेंट जेल,सिमेंट जेल
सीमेंट गन,सिमेंट बंदूक
सीमेंट भट्टी,सिमेंटची भट्टी
सीमेंट प्रलेप,सिमेंट पेंट
सीमेंट प्लास्टर,सिमेंट प्लास्टर
सीमेंट शैल,सिमेंट खडक
सीमेंट घोल,सिमेंट स्लरी
सीमेंट भंडारण,सिमेंट स्टोरेज
सीमेंटीकरण प्रक्रम,सिमेंटेशन प्रक्रिया
ढूला,केंद्रीकरण
ढूला बनाना,सेंटरिंग आणि शटरिंग
केन्द्रीय मिश्रित कंक्रीट,केंद्रीय मिश्रित कंक्रीट
केन्द्रीय मिश्रक,मध्यवर्ती मिक्सर
अपकेन्द्री पंखा,केंद्रापसारक पंखा
खड़िया,खडू
शैम्फर,चांफर
निष्कोणन पत्ती,चेंफर पट्टी
चैनल धरन,चॅनेल बीम
अभिलाक्षणिक भार,वैशिष्ट्यपूर्ण भार
अभिलाक्षणिक सामर्थ्य,वैशिष्ट्यपूर्ण ताकद
शुल्क माफी,चार्ज बंद
भरण,चार्ज होत आहे
तरेड़न,तपासत आहे
रासायनिक आबंध,रासायनिक बंध
चर्नोजेम,चेरनोझेम
चैस्टनट मृदा,चेस्टनट माती
धुआरा पनाली,चिमणी गटर
अपखण्ड फलक,चिप बोर्ड
छीलना,चिपिंग
दाना,चिप्स
ढलवा नाली,चुटे
श्रेणी (कंक्रीट की),वर्ग (काँक्रीटचा)
मृत्तिका,चिकणमाती
मृत्तिका अंश,चिकणमाती सामग्री
मृत्तिका दृढ़ पटल,मातीचा तवा
सफाई द्वार,क्लीनआउट
निर्वात सुधार,साफ करा
गुटका,क्लीट
क्लिंकर,क्लिंकर
क्लिप,क्लिप
स्कंदन,गोठणे
स्थूल समुच्चय/मोटा मिलावा,खडबडीत एकूण
स्थूल कणीय मृदा,खडबडीत दाणेदार माती
कोट,कोट
कॉफर बाँध,कोफर धरण
ससंजन,एकसंधता
कोलाइड,कोलायड
कोलाइडी-आर्द्रता तुल्यांक अनुपात,कोलोइडल आर्द्रता समतुल्य गुणोत्तर
कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण,कोलाइडल प्रणाली
मिश्रोढ़ मृदा,कोल्व्हियल माती
स्तम्भ/टेक/संपीडांग,स्तंभ
कंकतित परिष्कृति,कॉम्बेड फिनिश
संयुक्त पाद,एकत्रित पाया
संयुक्त जल,एकत्रित पाणी
सामान्य कक्ष,सामान्य खोली
पूर्णावस्था प्रमाण पत्र,पूर्णत्वाचे प्रमाणपत्र
अंग वर्ग,घटक चौरस
कंक्रीट,काँक्रीट
कंकड़ स्तरन,काँक्रिशन
समेकित दर या एक समान दर,एकत्रित दर/सपाट दर
दूषणकारक,दूषित पदार्थ
खाना रखने स्थान,पाककला alcove
मुंडेर/कोपिंग,सामना करणे
टोड़ा,कॉर्बेल
कॉनिस,कॉर्निस
युग्मक,कपलर
द्वि-युग्मक,"युग्मक, दुहेरी"
कड़ी युग्मक,"कपलर, पुटलॉग"
भ्रामी युग्मक,"युग्मक, कुंडा"
रद्दा,अभ्यासक्रम
बेतरतीब रद्देदार ढोका चिनाई,यादृच्छिक भंगार दगडी बांधकाम
आच्छादित क्षत्र,झाकलेले क्षेत्र
विसर्पण,रांगणे
विसर्पण गुणांक,रांगणे गुणांक
क्रोटोवाइन,क्रोटोवाइन
काक पाद,कावळा पाय
आचूर्ण संरचना,लहानसा तुकडा रचना
कर्ब,अंकुश
धारा,चालू
वक्र-प्रतिरोध (रेल),वक्र प्रतिकार
आर्द्रतारोधी स्तर,ओलसर पुरावा कोर्स
पूर्ण होने की तिथि,पूर्ण होण्याची तारीख
अचल भार,मृत भार
धीर जल,मृत पाणी
डेसीबल,डेसिबल
अनूर्पान,Deflocculation
वातन कोटि या वायु अवकाश अनुपात,वायुवीजन किंवा हवेच्या जागेचे प्रमाण
समुच्चयन कोटि,एकत्रीकरणाची पदवी
प्रकीर्णन कोटि,फैलाव पदवी
संतृप्ति कोटि,संपृक्तता पदवी
घनता (आवासीय),घनता
भरू कुट्टिम,वाळवंट फुटपाथ
मरू मृदा,वाळवंटी माती
विस्तृत विवरण,तपशील
विकास अवधि,विकास कालावधी
Dसंस्तर/Dहोराइजन,डी-क्षितिज
विकर्ण चाल,कर्ण बंध
आरेख,आकृती
आंगुलिक गोदी,डिजिटल डॉक
अन्तरात्मक जल दर,विभेदक पाणी दर
तनुता संवातन,सौम्य वायुवीजन
पूरोढक,डिलुव्हियम
भोजन कक्ष,जेवणाची खोली
दिशा निर्धारक खूँटी,दिशा पेग
प्रकीर्णन,फैलाव
डिस्टेम्पर,डिस्टेंपर
गोदी,गोदी
1. द्वार 2. कपाट,दार
छत वातायन,डोर्मर
छत वातायन पृष्ठ,डॉर्मर चेक
दोहरी फ्लेमिश चाल,दुहेरी फ्लेमिश बाँड
दोहरी परत,दुहेरी थर
गुज्झी,डोवेल
आरेखन पट्ट/ड्राइंग बोर्ड,रेखाचित्र बोर्ड
बैठक,रेखाचित्र खोली
1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली,वाहून नेणे
शुष्क बल्ब तापक्रम,कोरडे बल्ब तापमान
शुष्क गोदी,कोरडी गोदी
शुष्क ढोका चिनाई,कोरडे रबर दगडी बांधकाम
डच चाल,डच बाँड
बौनी दीवार,बटू भिंत
आवासीय यूनिट,निवास एकक
ओलती,इव्ह
ओलती नाली,Eaves गटर
आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन,आर्थिक व्यवहार्यता
एक्टोडाइनेमोर्फिक मृदा,एक्टोडायनामॉर्फिक माती
भँवर,एडी
कण का प्रभावी आमाप,प्रभावी आकार
उत्फुल्लन,फुलणे
सहायक सरित,सांडपाणी
उद्विक्षेप,उत्थान
अवक्षालन,एलिव्हिएशन
अवक्षाल,एल्युव्हियम
अंतर्गतिज मृदा,एंडोडायनामॉर्फिक माती
इंजीनियरी संभाव्यता,अभियांत्रिकी व्यवहार्यता
इंग्लिश चाल,इंग्रजी बंधन
इंग्लिश गार्डन वाल चाल,इंग्रजी बाग भिंत बंधन
ईं.पी.एम. (प्रतिमिलियन तुल्य),"EPM (समतुल्य प्रति दशलक्ष),&quot;"
समतुल्य भार,समतुल्य वजन
अर्ग,अर्ग
विनिमययोग्य,अदलाबदल करण्यायोग्य
विनिमेय अम्लता,एक्सचेंज करण्यायोग्य आम्लता
विनिमेय सोडियम प्रतिशतता,एक्सचेंजेबल सोडियम टक्केवारी (ESP)
धनायन विनिमय क्षमता,ई.एस.पी.
विनिमय अम्लता,एक्सचेंज आंबटपणा
विनिमय सम्मिश्र,एक्सचेंज कॉम्प्लेक्स
निर्वात/रेचन,एक्झॉस्ट
अनावरित परिष्कृति,उघड समाप्त
गवाक्ष,डोळा
आई ब्रो,डोळा कपाळ
मोहरा/अग्रभाग,तोंड देत
पार्श्व चाल,बाँडचा सामना करत आहे
सुरक्षा गुणांक,सुरक्षिततेचा घटक
प्रवणता,पडणे
मुख पट्टी,फेसिया
मुख पट्टी बोर्ड,फेशिया बोर्ड
भ्रंश,दोष
क्षेत्रीय नमी,फील्ड ओलावा
क्षेत्रीय आर्द्रता तुल्यांक,अंतिम ओलावा समतुल्य
मसाले की चपती/फिलेट,फिलेट (मोर्टारचा)
कलश,अंतिम
अंतिम मापन,अंतिम मोजमाप
अंतिम भुगतान,अंतिम पेमेंटq
अंतिम पूर्व प्रतिबल,अंतिम पूर्व ताण
अंतिम तनाव,अंतिम ताण
वित्तीय संभाव्यता,आर्थिक व्यवहार्यता
महीन समुच्चय/बारीक मिलावा,उत्तम एकूण
विदीर्ण शैल,फुटलेला खडक
पटिया पत्थर,ध्वजाचा दगड
फ्लेमिश चाल,फ्लेमिश बाँड
फ्लैशिंग/जल रोधी झिल्ली,चमकत आहे
सद्योवेगी सरिता,चमकणारा प्रवाह
सपाट छत,सपाट छप्पर
फलीके,फ्लेचे
फ्लेमिश गार्डन वाल चाल,फ्लेमिश गार्डन भिंत बंधन
चकमक प्रस्तर,चकमक
फ्लिंट दीवार,चकमक भिंत
प्लवमान फर्श,फ्लोटिंग मजला
उर्णन,फ्लोक्युलेशन
ऊर्णन सीमा,फ्लोक्युलेशन मर्यादा
ऊर्णन अनुपात,फ्लोक्युलेशन गुणोत्तर
ऊर्णिका,फ्लोक्युल्स
फर्श,मजला
फर्शरुद्धक/फर्श सील,मजला सील
प्रवाह,प्रवाह
उच्चावचन,चढ - उतार
पाद,फूटिंग
नींव,पाया
मुक्त प्रपात बैरो उद्वर्ती मिश्रक,फ्री फॉल बॅरो टॉपिंग मिक्सर
मुक्त प्रपात मिश्रक (ढोल के आकार का),फ्री फॉल मिक्सर (ड्रम प्रकार)
मुक्त पत्थर,मुक्त दगड
नदीपूर,फ्रेशेट
घर्षण पाइल,घर्षण ढीग
किश्ती/फॉग,बेडूक
त्रयंकी,गॅबल
लघु त्रयंकी,गॅबलेट
गैमबरेल छत,Gambrel छप्पर
गेज (रेल पथ),गेज
प्रमापन परिच्छेद,गेजिंग विभाग
प्रमापन स्थल,गेजिंग स्टेशन
सामान्य अवस्थापन अनुविक्षेप,सामान्य स्थान योजना
सामान्य संवातन,सामान्य वायुवीजन
संस्तर या ग्ले संस्तर,G क्षितीज किंवा gley क्षितीज
हिमगोलाश्म मृत्तिका,पर्यंत हिमनदी
नाइस,Gneiss
माल यार्ड,माल यार्ड
प्रवणता प्रतिरोध,ग्रेडियंट प्रतिकार
ग्रेनाइट,ग्रॅनाइट
दानेदार संरचना,दाणेदार रचना
कणनन,दाणेदार
दाना,ग्रेन्युल
गृरूत्व जल या मुक्त जल,गुरुत्वाकर्षण मुक्त पाणी
मार्शलिंग गुरुत्वीय यार्ड,गुरुत्वाकर्षण यार्ड
बृहत् मृदा समूह,ग्रेट माती गट
झंझरी/ग्रिलेज नींव,ग्रिलेज फाउंडेशन
भूहस्त पथाई,ग्राउंड हँड मोल्डिंग
समूहित गोदी,गटबद्ध डॉक
सामूहिक आवासन,समूह गृहनिर्माण
अतिथि कक्ष,अतिथी खोली
नाली,गटार
नाली धारक,गटार वाहक
नाली रोधक,गटर तपासणी
हथौड़ा गढ़ाई,हॅमर ड्रेसिंग
पोताश्रय,बंदर
आश्रय देने वाले पोताश्रय,आश्रयाचे बंदर
कठोर तल,कडक पॅन
तोड़ा/हैडर,शीर्षलेख
तोड़ा/हैडर चाल,हेडर बॉण्ड
तोड़ा रद्दा,हेडर कोर्स
मुख फाटक संरचना,हेड गेटची रचना
नहर का शीर्ष,कालव्याचे प्रमुख
मुख नियंत्रक,हेड रेग्युलेटर
लहरिया चाल,हेरिंग हाडांचे बंधन
भरत,हृदयविकार
सिक्तन उष्मा,भिजण्याची उष्णता
अक्षि-एल्यूमिना सीमेन्ट,उच्च अॅल्युमिना सिमेंट
पुट्ठा,हिप
पुट्ठा मुंडेरी,हिप कॅपिंग
कूट सिरा,नितंब टोक
छत्रक,हुड
गढ़ा छत्रक,हुड मोल्डिंग
हुक का नियम,हुकचा कायदा
पत्ती लोहा,हूप लोह
संस्तर/होराइजन,क्षितिज
आद्रीकरण,आर्द्रीकरण
निरपेक्ष आद्रता,"आर्द्रता, निरपेक्ष"
आपेक्षिक आद्रता,"आर्द्रता, सापेक्ष"
हम्प यार्ड,कुबड्याचे अंगण
द्रवचालित दाब,हायड्रोलिक दाब
जलयोजन,हायड्रेशन
जल अपघटन,हायड्रोलिसिस
चल अपघटनी अम्लता,हायड्रोलाइटिक आम्लता
जलकृत मृदा,हायड्रोमॉर्फिक माती
जलरागी कोलाइड,हायड्रोफिलिक कोलाइड
जलविरागी कोलाइड,हायड्रोफोबिक कोलाइड
स्थिरद्रवीय दाब अनुपात,हायड्रोस्टॅटिक दाब प्रमाण
आद्रताग्रही गुणांक,हायग्रोस्केप्टिक गुणांक
आद्रताग्राही नमी,हायग्रोस्कोपिक ओलावा
आर्द्रताग्राहिता,हायड्रोस्कोपीसिटी
आर्द्रताग्राही नमी,हायग्रोस्कोपिक ओलावा
हाईपरबैरिक कक्ष,हायपरबेरिक चेंबर
अपेक्षाधिक ढाँचा,हायपरस्टॅटिक फ्रेम
जलक्वथनांकमापी,हायपोमीटर
प्रदीप्ति,रोषणाई
अंतःशोषणी आर्द्रता,इबिबेशन ओलावा
अपूर्ण परिणत मृदा,अपरिपक्व माती
अवरुद्ध गोदी,जप्त डॉक
भू आय वृद्धि,जमीन महसुलात वाढ
स्वतंत्र पाड़,स्वतंत्र मचान
कठोरीकृत,इन्ड्युरेटेड
प्रारम्भिक पूर्व प्रतिबल,प्रारंभिक prestress
प्रारम्भिक तनाव,सुरुवातीचा ताण
अन्तर्देशी जलमार्ग पत्तन,अंतर्देशीय जलमार्ग बंदर
विसंवाहन पट्ट,इन्सुलेट बोर्ड
मध्यवर्ती पत्तन,मध्यवर्ती बंदर
आन्तरिक धर्षण,अंतर्गत घर्षण
अंतः क्षेत्रीय मृदा,इंट्राझोनल माती
आयन,आयन
आयन विनिमय,आयन एक्सचेंज
लोह स्तर,लोखंडी तवा
सिंचित भूमि,बागायती जमीन
सिंचाई,सिंचन
सिंचाई उपकर,सिंचन उपकर
पाखा,जांब
गुज्झी,धडपडणे
संधि पिन,जॉगल पिन
जूल,जौल
जम्पर,जम्पर
किलोग्राम,किलोग्रॅम
किलोग्राम बल,किलोग्राम बल
किलोग्राम बल मीटर,किलोग्राम फोर्स मीटर
किलोवाट घण्टा,किलोवॅट तास
नर डेली/किंग क्लोजर,राजा बंद
रसोई,स्वयंपाकघर
लेसित स्तम्भ,लेस केलेला स्तंभ
वेष्ठन,मागे पडणे
लमेला छत,लॅमेला रूट
स्तरीय प्रवाह,पातळ थरांचा बनवलेला प्रवाह
दीपछिद्र,दिवा भोक
भूमि अभिवृद्धि,जमीन संवर्धन
भूस्खलन,लँड स्लाइडिंग
लैटेराइट,लॅटराइट
लैटेराइट मृदा या लैटोसॉल,लॅटराइट माती
बृहत संख्या सिद्धांत,मोठ्या संख्येचा कायदा
अभिन्यास अनुविक्षप,लेआउट योजना
पाड़-बेड़ा,लेजर
चूना तल,चुना पॅन
लिंटल,लिंटेल
द्रव सीमा,द्रव मर्यादा
चल भार,थेट भार
टुमट,चिकणमाती
स्थानीय निर्वात संवातन,स्थानिक एक्झॉस्ट वेंटिलेशन
लोको यार्ड,लोको यार्ड
लोएस,लॉस
निम्न सुघट्यता सीमा,कमी प्लास्टिक मर्यादा
अल्प ऊष्मा सीमेंट,कमी उष्णता सिमेंट
यांत्रिक पथाई,मशीन मोल्डिंग
स्थूल संरचना,मॅक्रोस्ट्रक्चर
प्रमुख शीर्ष नियंत्रक,मुख्य हेड रेग्युलेटर
मुख्य पत्तन,मुख्य बंदर
पुनःपूर्तिवायु,मेकअप हवा
मैनसई,मॅनसार्ड
मार्शलिंग यार्ड,मार्शलिंग यार्ड
चिनाई,दगडी बांधकाम
परिपाक तापक्रम,परिपक्व तापमान
मध्य तल,मेझानाइन मजला
यांत्रिक विश्लेषण,यांत्रिक विश्लेषण
यांत्रिक संवातन,यांत्रिक वायुवीजन
मीटरी पद्धति,मेट्रिक प्रणाली
सूक्ष्म संरचना,मायक्रोस्ट्रक्चर
मिली तुल्यांक,मिली समतुल्य
मिली तुल्यांक प्रति लीटर,मिली समतुल्य प्रति लिटर
खनिज,खनिज
खनिज मृदा,खनिज माती
लघु पत्तन,किरकोळ बंदर
कलमी डेली,Mitred बंद
जल मृदा कोलाइड,मोबाइल माती कोलाइड
आर्द्रतांश,आर्द्रतेचा अंश
आर्द्रता प्रवणता,ओलावा ग्रेडियंट
मोनोलिथ/एकाश्म,मोनोलिथ
मोनोरेल,मोनोरेल
राष्ट्रीय पोताश्रय परिषद,राष्ट्रीय बंदर परिषद
प्राकृतिक तल,नैसर्गिक पलंग
प्राकृतिक परिष्कृति,नैसर्गिक समाप्त
प्राकृतिक पोताश्रय,नैसर्गिक बंदर
प्राकृतिक संवातन,नैसर्गिक वायुवीजन
जल सेना पोताश्रय,नौदल बंदर
न्यूटन,न्यूटन
असम प्रवाह,एकसमान प्रवाह नसतो
उपभोक्ता जल दर,पाण्याचा दर व्यापतो
तेल रंगलेप,तेल रंग
तेल कूप सीमेंट,तेल विहीर सिमेंट
मुक्त पृष्ठ वाहिका प्रवाह,चॅनेल प्रवाह उघडा
अनुकूलतम आर्द्रता,इष्टतम ओलावा
जैव मृदा,सेंद्रिय माती
अभिविन्यास,अभिमुखता
लाम्बिक,ऑर्थोगोनल
ओर्टस्टीन,ऑर्टस्टीन
बाह्य सिगनल,बाह्य सिग्नल
ऑक्सीकरण,ऑक्सिडेशन
रसोई भण्डार,पँट्री
मुंडेेर,पॅरापेट
मुंडेर दीवार,पॅरापेट भिंत
मूल सामग्री,पालक साहित्य
बजरी प्लास्टर,पेबल कास्ट प्लास्टर
पेडल्फर,पेडलफर
पेडोकल,पेडोकल
मृदा उत्पत्ति,पेडोजेनेसिस
मृदा रचना विज्ञान,पेडॉलॉजी
मृदा मंडल,पेडोस्फियर
वेधनमापी,पेनेट्रोमीटर
छज्जा छत,पेन्ट छत
पाचक कर्मक,पेप्टायझिंग एजंट
विश्लेषण अवधि,विश्लेषण कालावधी
खड़ा जोड़,पर्पेंड
आशोषण,शोषण
प्रस्तम्भ,घाट
भित्ति स्तम्भ,पिलास्टर
ढाल/प्रवणता,खेळपट्टी
ढालू छत,खड्डे पडलेले छत
अप्रबलित कंक्रीट,साधा काँक्रीट
समतल कोण,विमान कोन
समतल यार्ड,साधे अंगण
प्लानसॉल,प्लॅनसोल
सुघट्यता संसक्ति,प्लास्टिकची सुसंगतता
पराप्रत्यास्थता,प्लॅस्टिकिटी
सुघट्यता सूचकांक,प्लॅस्टिकिटी निर्देशांक
सुघट्यता सीमा,प्लॅस्टिकिटी मर्यादा
सुघट्यता पिरसर,प्लॅस्टिकिटी श्रेणी
पटली संरचना,प्लेट रचना
कुरसी,प्लिंथ
हल मृदा,नांगरलेली माती
प्लम पत्थर,मनुका दगड
पाडजोल,पॉडझोल
टीप,पॉइंटिंग
बहुकोणी दीवार,बहुभुज भिंत
रंध्र अवकाश,छिद्र जागा
पत्तन,बंदर
प्रभावी संवातन,सकारात्मक वायुवीजन
प्रशाद्वल मृदा,प्रेयरी माती
परिशुद्धता,सुस्पष्टता
प्राथमिक कण,प्राथमिक कण
प्रिज्मीय संरचना,प्रिझमॅटिक रचना
उत्पादक कार्य,उत्पादक कार्य
परियोजना औचित्य समर्थन,प्रकल्पाचे औचित्य
संरक्षक कार्य,संरक्षणात्मक कार्य
आभासी माइसीलियम,स्यूडो-मायसेलियम
पडल,डबके
रौंदना,पगिंग
