Marathi,Odiya
वायुगतिकीय प्रक्रिया,ଏରୋଡାଇନାମିକ୍ ପ୍ରକ୍ରିୟା |
वेंट्रल,ଭେଣ୍ଟ୍ରାଲ୍ |
वायुवीजन करणे,ବିମାନକୁ
1. हवा 2. आकाशी,1. ବାୟୁ 2. ଆକାଶୀ |
1. एरोमीटर 2. एरोमीटर 3. एरोमीटर,1. ଏରୋମିଟର 2. ଏରୋମିଟର 3. ଏରୋମିଟର |
एरोसोल,ଏରୋସୋଲ୍ |
1. फुलणे 2. उन्हाळी सुप्तता,1. ପୁଷ୍ପମାଲ୍ୟ 2. ଗ୍ରୀଷ୍ମ ଶୋଇବା |
रोग विज्ञान,ରୋଗ ବିଜ୍ଞାନ
वनीकरण,ବୃକ୍ଷରୋପଣ
1. आंदोलन 2. अशांतता,1. ଉତ୍ତେଜନା 2. ଅଶାନ୍ତିରତା |
Agmark,ଆଗମାର୍କ |
1. जमिनीशी संबंधित 2. कृषी,1. ଜମି ସମ୍ବନ୍ଧୀୟ 2. କୃଷି
कृषी चिकित्सालय,କୃଷି ଚିକିତ୍ସାଳୟ
1. शेतमजूर 2. शेतमजूर,1. କୃଷି ଶ୍ରମ 2. କୃଷି ଶ୍ରମ |
कृषी विपणन,କୃଷି ମାର୍କେଟିଂ |
कृषी तंत्रज्ञान,କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
1. शेती 2. शेती 3. कृषी विज्ञान,1. କୃଷି 2. ଚାଷ 3. କୃଷି ବିଜ୍ଞାନ |
कृषी वनीकरण,କୃଷି ଜଙ୍ଗଲ
कृषी जैवविविधता,କୃଷି ଜ odi ବ ବିବିଧତା |
कृषी सेंद्रिय दोष,କୃଷି ଜ organic ବିକ ତ୍ରୁଟି |
कृषी जीवशास्त्र,କୃଷି ଜୀବ ବିଜ୍ଞାନ |
कृषी-हवामान विविधता,କୃଷି-ଜଳବାୟୁ ବିବିଧତା |
कृषी हवामान क्षेत्र निर्मिती,agroclimatic ଜୋନ୍ ସୃଷ୍ଟି |
कृषी वनीकरण,କୃଷି ଜଙ୍ଗଲ
कृषीशास्त्र,କୃଷି
कृषीविषयक,ଆଗ୍ରୋନୋମିକ୍
कृषी खेडूत,କୃଷି ପାଳକ
पीक प्रक्रिया,ଫସଲ ପ୍ରକ୍ରିୟାକରଣ |
गवत विज्ञान,ଘାସ ବିଜ୍ଞାନ |
पीक प्रकार,ଫସଲ ପ୍ରକାର |
epiphyte,ଏପିଫାଇଟ୍ |
aikiochi माती,aikiochi ମାଟି |
रंगाधळेपण,ରଙ୍ଗ ଅନ୍ଧତା |
अल्फिसोल,ଆଲଫିସୋଲ୍ |
एकपेशीय वनस्पती,ଶାଗ
एकपेशीय वनस्पती रोग,ଆଲଗା ରୋଗ
अल्कली पाणी,କ୍ଷାର ଜଳ |
अल्कधर्मी,କ୍ଷାର
पर्यायी,ବିକଳ୍ପ
allelo रसायनशास्त्र,ଆଲେଲୋ କେମେଷ୍ଟ୍ରି |
एलील,ଆଲେଲେ
ऍलेलोपॅथी,ଆଲେଲୋପାଥି
वेठी पीक,ଭେଟି ଫସଲ |
पूर्णता,ସମାପ୍ତି
गर्भाधान,ଫର୍ଟିଲାଇଜେସନ୍
1. सापेक्षता 2. अॅलोमेट्री,1. ଆପେକ୍ଷିକତା 2. ଆଲୋମେଟ୍ରି |
मल्टिप्लॉइडी,ମଲ୍ଟିପ୍ଲୋଡି
1. पॅराझिगोसिटी,1. ପାରାଜାଇଗୋସିଟି |
1. पर्यायी वर्ष कार्य 2. पर्यायी कार्य,1. ବ Year କଳ୍ପିକ ବର୍ଷ କାର୍ଯ୍ୟ 2. ବିକଳ୍ପ କାର୍ଯ୍ୟ |
पर्यायी जमिनीचा वापर,ବିକଳ୍ପ ଜମି ବ୍ୟବହାର |
वातावरण,ପରିବେଶ
सुधारक,ସଂସ୍କାରକ
मायटोसिस,ମାଇଟୋସିସ୍
आमीनान,ଆମେନାନ୍
अमोनियन,ଆମୋନିଅନ୍ |
amniferous,amniferous
1. अप्रभावी रूप 2. अरुपी,1. ପ୍ରଭାବହୀନ ଫର୍ମ 2. ଅରୁପି |
उभयचर मिश्रण,ଆମ୍ଫିବିଆନ୍ ମିଶ୍ରଣ |
एम्फोटेरिक,ଆମ୍ଫୋଟେରିକ୍ |
साठा करणे,ଷ୍ଟକପିଲିଂ |
1. ऍनेरोबिक 2. ऍनेरोबिक जीव,1. ଆନାଏରୋବିକ୍ 2. ଆନାଏରୋବିକ ଜୀବ |
हॅप्लॉइड,ହାପ୍ଲଏଡ୍ |
टोकदार लागवड,କୋଣାର୍କ ବୃକ୍ଷ ରୋପଣ |
पशुसंवर्धन,ପଶୁପାଳନ
प्राण्यांचे मलमूत्र,ପଶୁ ନିର୍ଗମନ
जिवंत ऊर्जा,ଜୀବନ୍ତ ଶକ୍ତି
विसंगत,ଅସନ୍ତୁଷ୍ଟ |
एक वर्ष जुनी वनस्पती,ଏକ ବର୍ଷ ପୁରୁଣା ଉଦ୍ଭିଦ |
वार्षिक,ବାର୍ଷିକ
1. परमानंद 2. तेज,1. ଉତ୍କଣ୍ଠା 2. ପ୍ରଭାବ
ऍन्थ्रॅक्स,ଆନ୍ଥ୍ରାକ୍ସ
मानववंशजन्य घटक,ଆନ୍ଥ୍ରୋପୋଜେନିକ୍ କାରକଗୁଡିକ |
जगणे,ବଞ୍ଚିବା
1. प्रतिजैविक 2. प्रतिजैविक,1. ଆଣ୍ଟିବାୟୋଟିକ୍ 2 ଆଣ୍ଟିବାୟୋଟିକ୍ |
तिरस्करणीय,ଘୃଣ୍ୟ
अँटिऑक्सिडंट,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |
अँटीटॉक्सिन,ଆଣ୍ଟିଟୋକ୍ସିନ୍ |
अनामिका,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
1. ऍफिड 2. महू 3. चेपा,1. ଆପିଡ୍ 2. ମାହୁ 3. ଚେପା |
शीर्ष अंकुर,ଉପର ଗୁଣ୍ଡ |
शिखर प्रभावीता,ଶିଖର ପ୍ରଭାବ
मधमाशी पालन,ମହୁମାଛି ପାଳନ
लैंगिकता,ସମଲିଙ୍ଗୀତା
apoptosis,ଆପୋପ୍ଟୋସିସ୍ |
परिशिष्ट,ଅନୁକ୍ରମଣିକା
भूक वाढवणारे,ଭୋକ
लागू,ପ୍ରୟୋଗ ହୋଇଛି |
जलीय तण,ଜଳୀୟ ତୃଣ
1. झाड 2. वृक्षवासी,1. ବୃକ୍ଷ 2. ବୃକ୍ଷ ନିବାସୀ |
शाखा,ଶାଖା
प्रोटोबोटॅनिकल रेकॉर्ड,ପ୍ରୋଟୋବୋଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
झोन क्रमांक,ଜୋନ୍ ସଂଖ୍ୟା
1. क्षेत्रफळ 2. क्षेत्रफळ,1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର
कोरडे इकोसिस्टम,ଶୁଖିଲା ଇକୋସିଷ୍ଟମ୍ |
cotyledon,କୋଟିଲଡନ୍ |
सौरभ,ସ aur ରଭ |
सुगंधी वनस्पती,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
सुवासिक तांदूळ,ସୁଗନ୍ଧିତ ଚାଉଳ |
इक्षु पुष्पन,ଇକଶୁ ପୁଷ୍ପନ୍ |
ऍसेप्टिक,ଆସେପ୍ଟିକ୍ |
1. ऍसेप्टिक 2. ऍसेप्टिक,1. ଆସେପ୍ଟିକ୍ 2. ଆସେପ୍ଟିକ୍ |
अलैंगिक पुनरुत्पादन,ସମଲିଙ୍ଗୀ ପ୍ରଜନନ |
आकार,ଆକାର
मालमत्ता,ସମ୍ପତ୍ତି
1. आत्मसात करणे 2. आत्मसात करणे,1. ଆସ୍ମିଲେସନ୍ 2. ଆସ୍ମିଲେସନ୍ |
1. संघटना 2. संघटना,1. ଆସୋସିଏସନ 2. ଆସୋସିଏସନ
1. स्तंभ 2. तुरटपणा,1. ସ୍ତମ୍ଭ 2. ଜ୍ୟୋତିଷ
heterozygosity,ହେଟେରୋଜାଇଗୋସିଟି |
1. पूर्वज 2. Atavism,1. ପିତୃପୁରୁଷ 2. ଆଟାଭିଜିମ୍ |
कण,କଣିକା
1. पुष्टीकरण 2. कमजोरी,1. ଅନିଶ୍ଚିତତା 2. ଦୁର୍ବଳତା |
स्वत: ची जोडणी,ଆତ୍ମ ଯୋଡି |
ऑटोलिसिस,ଅଟୋଲାଇସିସ୍
1. उत्स्फूर्त ऑक्सीकरण 2. उत्स्फूर्त ऑक्सीकरण,1. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ 2. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ |
स्वत: मल्टिप्लेक्स,ସ୍ୱୟଂ ମଲ୍ଟିପ୍ଲେକ୍ସଡ୍ |
ऑक्सिन,ଆକ୍ସିନ୍
1. हादरले 2. टॉड,1. ହଲାନ୍ତୁ 2. ଟୋଡ୍ |
दंडात्मक व्हायरस,ଦଣ୍ଡବିଧାନ ଜୀବାଣୁ |
1. बॅसिलस 2. बॅसिलस,1. ବାକିଲସ୍ 2. ବାକିଲସ୍ |
1. जीवाणू 2. जीवाणू,1. ଜୀବାଣୁ 2. ଜୀବାଣୁ
जिवाणू विष,ଜୀବାଣୁ ବିଷାକ୍ତ
बॅगासे,ବାଗାସେ |
ताळेबंद,ତୂଳନା ପତ୍ର
संतुलित खतांचा वापर,ସନ୍ତୁଳିତ ସାର ବ୍ୟବହାର |
बार आलेख,ବାର୍ ଗ୍ରାଫ୍ |
झाडाची साल,ଭୁକିବା |
1. बॅरोमीटर 2. बॅरोमीटर,1. ବାରୋମିଟର 2. ବାରୋମିଟର |
1. बजर 2. जड 3. वांझ,1. ବଜର୍ 2. ଅଦୃଶ୍ୟ 3. ବନ୍ଧ୍ୟା |
1. बेस 2. बेस 3. कपंग,1. ଆଧାର 2. ଆଧାର 3. କପଙ୍ଗ |
1. तळा 2. खोरे,1. ତାଲା 2. ବେସିନ |
तलाबिसरी,ତଲାବିସାରି |
1. बेसिस्टर्नम 2. रूट धारक,1. ବେସ୍ଟର୍ନମ୍ 2. ମୂଳ ଧାରକ |
गल्फ मान्सून,ଗଲ୍ଫ ମ so ସୁମୀ |
फळ वनस्पती,ଫଳ ଉଦ୍ଭିଦ |
पलंग,ଶଯ୍ୟା
बेड प्लांट,ଶଯ୍ୟା ଉଦ୍ଭିଦ |
बेडिंग,ଶଯ୍ୟା
बीट मोलॅसेस,ବିଲା ଗୁଣ୍ଡ |
घुंगरू,ଘଣ୍ଟି
1. पट्टी 2. भूप्रदेश,1. ଷ୍ଟ୍ରିପ୍ 2. ଭୂମି
नफा-खर्च विश्लेषण,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
इच्छुक (नमुना),ଆଶାକର୍ମୀ (ନମୁନା)
द्विवार्षिक वनस्पती,ଦ୍ୱି ବର୍ଷୀୟ ଉଦ୍ଭିଦ |
द्विपद,ଦ୍ୱିପାକ୍ଷିକ |
बायोफॅक्टर,ବାୟୋଫାକ୍ଟର |
जैविक हवामान,ଜ bi ବିକ ଜଳବାୟୁ |
जैव ऊर्जा,ଜ o ବ ଶକ୍ତି |
प्राणी पर्यावरणशास्त्र,ଜୀବଜନ୍ତୁ ପରିବେଶ |
1. बायो-प्रोसेसर 2. बायो-रिअॅक्टर,1. ବାୟୋ-ପ୍ରୋସେସର୍ 2. ବାୟୋ-ରିଆକ୍ଟର |
बायोस्फीअर,ଜ bi ବ ଜୀବ |
जैविक,ବାୟୋଟିକ୍ |
प्राणी,ପ୍ରାଣୀ
दिविलिंगी,ଡିଭିଲିଙ୍ଗୀ |
धवलन,ଧାୱାଲାନ୍ |
1. प्रध्‍वसन (रोग) 2. गुस्‍त रोग,1. ପ୍ରଭାସନ୍ (ରୋଗ) 2. ଗୁଣ୍ଡ ରୋଗ |
मिश्रण,ମିଶ୍ରଣ
1. अंगमारी (रोग) 2. अनिष्ट (रोग),1. ଅଙ୍ଗମାରି (ରୋଗ) 2. ବ୍ଲାଇଟ୍ (ରୋଗ)
1. फोड 2. फोड 3. उद्रेक 4. फोड,1. ଫୁଲା 2. ଫୁଲା 3. ଉଦ୍ଗୀରଣ 4. ଫୁଲା |
निळी क्रांती,ନୀଳ ବିପ୍ଳବ |
प्लॅनर हीटिंग चेंबर,ପ୍ଲାନାର୍ ହିଟିଂ ଚାମ୍ବର |
प्लॅनर हीटिंग तंत्रज्ञान,ପ୍ଲାନାର୍ ଗରମ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
कोंडा,କଞ୍ଚା |
शाखा,ଶାଖା
1. डहाळी 2. उपशाखा,1. ଟ୍ୱିଗ୍ 2. ସବବ୍ରାଞ୍ଚ |
जाती,ପ୍ରଜାତି
पुनरुत्पादन,ପ୍ରଜନନ
लवकर उगवण उपचार,ଶୀଘ୍ର ଅଙ୍କୁର ଚିକିତ୍ସା |
1. शावक 2. अंडी 3. गर्भ,1. ଘନ 2. ଅଣ୍ଡା 3. ଭ୍ରୁଣ |
होतकरू,ଅଙ୍କୁରିତ |
बजेट,ବଜେଟ୍
1.अॅम्फोटेरिक 2. बफर,1. ଆମ୍ଫୋଟେରିକ୍ 2. ବଫର୍ |
रताळे,ମିଠା ଆଳୁ
बंट (रोग),ବଣ୍ଟ (ରୋଗ)
1. उप-उत्पादन 2. उप-उत्पादन,1. ଉପ-ଉତ୍ପାଦ 2. ଉପ-ଉତ୍ପାଦ |
c ओलावा तपशील वक्र,c ଆର୍ଦ୍ରତା ନିର୍ଦ୍ଦିଷ୍ଟ ବକ୍ର
तेल केक,ତେଲ କେକ୍ |
1. चुना 2. कॅल्शियम,1. ଚୂନ 2. କ୍ୟାଲସିୟମ୍ |
कॅल्शिअन,କାଲସିଅନ୍ |
फॉस्फेट काढणे,ଫସଫେଟ୍ ଅପସାରଣ |
1. किनटा 2. कॅलाटा,1. କିନାଟା 2. କାଲାଟା |
1.कॉलस 2. किरण,1. କଲସ୍ 2. କିରଣ
1. सेपल्स 2. कॅलिक्स,1. କବରଗୁଡିକ 2. କାଲିକ୍ସ |
बाह्य टोक,ବାହ୍ୟ ଶେଷ
इधा,ଏଡା
कॅन्कर (जीवाणूजन्य रोग),କର୍କଟ (ଜୀବାଣୁ)
कॅनिंग,କ୍ୟାନିଂ |
आकाश,ଆକାଶ
वित्त,ଅର୍ଥ
परागकण (अंजीराचे),ପ୍ରଦୂଷଣ (ଡିମ୍ବିରି)
1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल,1. କ୍ୟାପସୁଲ୍ 2. କ୍ୟାପସୁଲ୍ 3. କ୍ୟାପସୁଲ୍ |
कार्बनयुक्त,ଅଙ୍ଗାରକାମ୍ଳ |
कार्बनन,ଅଙ୍ଗାରକାମ୍ଳ |
कॅरॅपेस,କାରାପେସ୍ |
ब्रेसलेट,ବ୍ରେସଲେଟ୍
1. कास्टिंग (लोह) 2. क्षिती (कीटक),1. କାଷ୍ଟିଂ (ଲୁହା) 2. କିସିପି (କୀଟ)
अपचय,କାଟାବୋଲିଜିମ୍ |
प्रलोभन,ପ୍ରେରଣା
1. सुरवंट 2. सुरवंट,1. କୀଟପିଲା 2. କୀଟପିଲା |
c d. एन. a संकलन,c d। N. a। ସଂଗ୍ରହ
श्रेणी,ପରିସର
1. सेल 2. सेल,1. କକ୍ଷ 2. କକ୍ଷ
मध्यवर्ती फ्रंट सिस्टम,କେନ୍ଦ୍ରୀୟ ସାମ୍ନା ବ୍ୟବସ୍ଥା |
1. पॉइंट 2. फोकस,1. ବିନ୍ଦୁ 2. ଧ୍ୟାନ |
केंद्रापसारक,ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
अपकेंद्रित्र,ସେଣ୍ଟ୍ରିଫୁଗ୍
तारा केंद्र,ତାରା କେନ୍ଦ୍ର |
epigenetic,epigenetic
केंद्रजा,କେନ୍ଦୁ ra ର
यंत्रमाग,ଲୁମ୍
1. तृणधान्ये 2. मालिका,1. ଶସ୍ୟ 2. କ୍ରମିକ |
1. प्रमाणन 2. प्रमाणन,1. ପ୍ରମାଣପତ୍ର 2. ପ୍ରମାଣପତ୍ର
प्रमाणित बियाणे,ପ୍ରମାଣିତ ବିହନ |
1. पेंढा 2. कुट्टी 3. शलक सहपात्रा,1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |
1. निभाग 2. कैलाजा,1. ନିବାଗ 2. କ ail ଲାଜା |
किमोग्राफी,ଚିମୋଗ୍ରାଫି
1. कियाज्मा 2. व्यस्त,1. କିଆଜମା 2. ବ୍ୟସ୍ତ
सुपर कूलिंग तास,ସୁପରକୋଲିଂ ଘଣ୍ଟା |
दंव नुकसान,ବରଫର କ୍ଷତି |
1. विचिरोटकी 2. चिमेरा,1. ଭିଚିରୋଟାକି 2. ଚିମେରା |
हिरवी लापशी,ସବୁଜ ପୋଖରୀ |
1. पर्णसंभार 2. हिरवा,1. ପତ୍ର 2. ସବୁଜ
सायनोसिस,ସିଆନୋସିସ୍ |
जैविक वितरण विज्ञान,ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |
1. क्रोमेटिड्स 2. अर्धा गुणसूत्र,1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |
क्रोमॅटिन,କ୍ରୋମାଟିନ୍
क्रोमॅटोग्राफी,କ୍ରୋମାଟୋଗ୍ରାଫି |
क्रोमॅटिनलेशन,କ୍ରୋମାଟିନେସନ୍
अलिंद बिंदू,atrial point
क्रोमेटोजेनेसिस,କ୍ରୋମାଟୋଜେନେସିସ୍
1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन,1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |
1. गुणसूत्र 2. गुणसूत्र,1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |
1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित,1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |
सायरेंज,citrange
गडी बाद होण्याचा क्रम,ପତିତପାବନ ପର୍ବ |
वर्गीकरण,ବର୍ଗୀକରଣ
1. चिकणमाती 2. चिकणमाती,1. ମାଟି 2. ମାଟି
1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण,1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |
सतत परागण,ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |
क्रूसिफेरस फळ,କ୍ରୁଶବିହୀନ ଫଳ |
हवामान,ଜଳବାୟୁ
हवामानशास्त्र,ଜଳବାୟୁ
कातरणे,କେଶ
ढेकूळ (चिकणमाती),ଗୁଣ୍ଡ (ମାଟି)
क्लोन,କ୍ଲୋନ୍ |
1.ढग 2.ढग,1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |
गठ्ठा,ump ୁଲା |
घड,ଗୁଣ୍ଡ |
1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत,1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |
1. कव्हर 2. लेदररेट,1. କଭର 2. ଚମଡା
कोया,କୋୟା
1. कोएन्झाइम 2. को-एंझाइम,1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |
एकसंधता,ମିଳନ
1. फायबर (ज्युट ज्यूट) 2. नारळ भरड,1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |
मुलंकुर चोळ,ମୁଲାନକୁର ଚୋଲା |
,
कोलोइड (माती),କୋଲଏଡ୍ (ମାଟି)
1.स्तंभ 2.columella,1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା
1. दंड 2. स्तंभ 3. स्तंभ,1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ
सहभागिता,ଯୋଗାଯୋଗ
व्यावसायिक बँक,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |
1. वस्तू 2. व्यापारी माल,1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ
समुदाय,ସମ୍ପ୍ରଦାୟ
कॉम्पॅक्शन (मातीचे),ସଙ୍କୋଚନ (ମାଟିର)
1. सुसंगतता 2. सुसंगतता,1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |
सुसंगतता,ସୁସଙ୍ଗତତା
1. भरपाई 2. भरपाई,1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ
स्पर्धात्मक संवाद,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
पूरक पीक,ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |
1.संमिश्र 2.जटिल,1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ
घटक,ବିଧାନସଭା
रचना,ରଚନା
कंपोस्ट,କମ୍ପୋଷ୍ଟ
चक्रवाढ व्याज,ଯ ound ଗିକ ଆଗ୍ରହ |
गणना,ଗଣନା
1. संगणक 2. संगणक,1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର
1. एकाग्रता 2. एकाग्रता,1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା
1. अनुकूलक 2. पुनरुज्जीवन करणारा,1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ
वाहकता,କଣ୍ଡକ୍ଟିଭିଟି
1. कॉन्फिगरेशन 2. कॉन्फिगरेशन,1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ
1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता,1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |
1. एकत्रीकरण 2. संकरीकरण,1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |
संयुग्मन,ସଂଯୋଗ
1. जोडणारा 2. संयोजी,1. ଯୋଗୀ 2. ସଂଯୋଜକ |
संरक्षण,ସୁରକ୍ଷା
एकत्रीकरण,ଏକୀକରଣ
1.घटक 2. घटक,1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |
ग्राहक,ଗ୍ରାହକ
वापर,ବ୍ୟବହାର
दूषित होणे,ପ୍ରଦୂଷଣ
समोच्च लागवड,କଣ୍ଟୁର ରୋପଣ |
समोच्च रेखा,ବିଷୟବସ୍ତୁ ରେଖା |
1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग,1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |
नियंत्रित वातावरणीय संचयन,ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |
सहकारी बँक,ସମବାୟ ବ୍ୟାଙ୍କ
सहकारी संस्था सदस्य,ସମବାୟ ସମାଜର ସଦସ୍ୟ |
गुलमावन,ଗୁଲମାଭାନ୍ |
चौकोनी तुकडे,କ୍ୟୁବ୍
1. दालपुंज 2. कोरोला,1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |
1. कॉर्टेक्स 2. कॉर्टेक्स,1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ
खर्च,ମୂଲ୍ୟ
cotyledon,କୋଟିଲଡନ୍ |
