Kannada,Assamese
ವೇಗವರ್ಧಕ,ত্বৰণকাৰী
ವೇಗವರ್ಧಕ,এক্সিলেৰমিটাৰ
ಪ್ರಿಸ್ಟ್ರೆಸರ್,প্ৰিষ্ট্ৰেছাৰ
ಸ್ವೀಕಾರಾರ್ಹ ಪರೀಕ್ಷೆ,গ্ৰহণযোগ্য পৰীক্ষা
ಸ್ವೀಕರಿಸುವವರು,গ্ৰহণকাৰী
ದಾನಿ ಅಣು,দাতা অণু
"ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶಿಸುವಿಕೆ","প্ৰৱেশ, অপেক্ষা, অভিগম্যতা"
ಪ್ರವೇಶಿಸುವಿಕೆ,অভিগম্যতা
"ಹೆಚ್ಚುವರಿ, ಪರಿಕರ, ಪರಿಕರ (ವಿ.), ಪರಿಕರಗಳು (ಸಂ)","অতিৰিক্ত, আনুষংগিক, আনুষংগিক (v.), আনুষংগিক (ed.)"
ಪ್ರವೇಶ ಸಮಯ,প্ৰৱেশ সময়
ಸಂದರ್ಶಕರ ದೋಷ,দৰ্শকৰ ভুল
ಹೊಂದಾಣಿಕೆ,সমন্বয়
ಸಂಗ್ರಹಿಸಲಾಗಿದೆ,সঞ্চিত কৰা হৈছে
"ಶೇಖರಣೆ, ಶೇಖರಣೆ","সঞ্চয়, সঞ্চয়"
ಸಂಚಯಕ,এক্যুলেটৰ
ನಿಖರತೆ,শুদ্ধতা
ರಿಯಾಲಿಟಿ,বাস্তৱতা
ವರ್ಣರಹಿತ ಮಸೂರ,ৰঙীন লেন্স
ವರ್ಣರಹಿತ,achromatic
ವರ್ಣರಹಿತತೆ,achromaticity
ಅಕೌಸ್ಟಿಕ್,একাউষ্টিক
ಧ್ವನಿ ನಿರೋಧಕ,শব্দ নিবাৰণ
ಅಕೌಸ್ಟಿಕ್ ಫೋನಾನ್,একাউষ্টিক ফ&#39;নন
ಧ್ವನಿ ಘಟಕ,শব্দ একক
ಅಕೌಸ್ಟಿಕ್,একাউষ্টিক
ಧ್ವನಿ ಜನರೇಟರ್,শব্দ উৎপাদক
ಕ್ರಿಯೆ ಮತ್ತು ಪ್ರತಿಕ್ರಿಯೆ,ক্ৰিয়া আৰু প্ৰতিক্ৰিয়া
ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ,সক্ৰিয়কৰণ
ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ,সক্ৰিয়কৰণ শক্তি
"ಆಕ್ಟಿವೇಟರ್, ಆಕ್ಟಿವೇಟರ್","সক্ৰিয়কৰ্তা, সক্ৰিয়কৰ্তা"
ಸಕ್ರಿಯ,সক্ৰিয়
ಕ್ರಿಯಾಶೀಲತೆ,সক্ৰিয়তা
ನಿಜವಾದ ಒತ್ತಡ,প্ৰকৃত মানসিক চাপ
ಗುಸುಗುಸು,ফুচফুচাই কোৱা
ಒಟ್ಟುಗೂಡಿಸಲು,সামৰণিত
"ಮೊತ್ತ, ಸಂಕಲನ, ಒಟ್ಟು (ed.), ಸಂಯೋಜಕ (v.)","যোগ, যোগ, সমষ্টি (ed.), যোগ (v.)"
"ಸಂಯೋಜಕ ಸ್ವರ, ಹೆಚ್ಚುವರಿ ಸ್ವರ (ಸ್ವರ)","সংযোগী সুৰ, অতিৰিক্ত সুৰ (স্বৰ)"
ಸಂಯೋಜಕ,যোগকৰণ
ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,আঠাযুক্ততা
ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ,আঠাযুক্ত শক্তি
ಅಡಿಯಾಬಟ್,আদিয়াবাট
ಅಡಿಯಾಬಾಟಿಕ್,adiabatic
ಶಾಖ ನಿರೋಧಕ,তাপ নিৰোধক
ಬಾಂಧವ್ಯ,সংলগ্ন কৰা হৈছে
ಹೊಂದಾಣಿಕೆ,নিয়ন্ত্ৰণযোগ্য
ನುಗ್ಗುವಿಕೆ,ভেদ
ಹೊರಹೀರುವಿಕೆ,শোষণ
ಮುಂದೆ,আগলৈ
ಪ್ರಗತಿಪರ,প্ৰগতিশীল
"ಆಕಾಶಿ, ವಾಯು (ವಿ.), ವೈಮಾನಿಕ (ಸಂ)","আকাশী, বায়ু (v.), আকাশী (ed.)"
ಆಂಟೆನಾ ಸ್ಟ್ರೀಮ್,এন্টেনা ষ্ট্ৰিম
ವೈಮಾನಿಕ ಸಮೀಕ್ಷೆ,আকাশী জৰীপ
ಗಾಳಿಯ ವೇಗ,বায়ুৰ বেগ
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಗುಣಾಂಕ,বায়ুগতিশীল সহগ
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ,বায়ুগতিবিদ্যা
ವಾಯುಬಲವಿಜ್ಞಾನ,বায়ুগতিবিদ্যা
ಏರೋನಾಟಿಕಲ್,এৰোনটিকেল
ಏರೋನಾಟಿಕ್ಸ್,এৰোনটিক্স
ಗಾಳಿಯ ನಾಡಿ,বায়ুৰ স্পন্দন
"ವಾತಾವರಣ, ಅನಿಲಗೋಳ","বায়ুমণ্ডল, গেছ&#39;স্ফিয়াৰ"
ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ,ফোকাচ চিষ্টেম
ಹಿಂಭಾಗದ ದಹನ,বেক ইগনিচন
ಹಿಂಬದಿ ಬೆಳಕು,বেক লাইট
ಕನ್ಕ್ಯುಶನ್,জোকাৰণি
"ವಯಸ್ಸು, ವಯಸ್ಸು, ವಯಸ್ಸು, ಯುಗ (ed.), ಸಮಯವನ್ನು ಪ್ರಭಾವಿಸಲು (ver.), ಸಮಯ, ಸಮಯದಿಂದ ಪ್ರಭಾವಿತವಾಗಿರುತ್ತದೆ","বয়স, বয়স, বয়স, যুগ (ed.), সময়ক প্ৰভাৱিত কৰা (ver.), সময়, সময়ৰ দ্বাৰা প্ৰভাৱিত হোৱা"
ಸಮಯ ಪ್ರಭಾವಿತವಾಗಿದೆ,সময় প্ৰভাৱিত
"ವಯಸ್ಸಾದ, ವಯಸ್ಸಾದ","বয়স বৃদ্ধি, বয়স বৃদ্ধি"
ಸಮಯದ ಪರಿಣಾಮ,সময়ৰ প্ৰভাৱ
ಸಮಯ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,সময় প্ৰভাৱ পৰীক্ষা
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಲ್ಲದ,মাধ্যাকৰ্ষণহীন
ಸಮನ್ವಯ,মিলন
"ವಾಯುಗಾಮಿ ರಾಡಾರ್, ವೈಮಾನಿಕ ರಾಡಾರ್","বায়ুমণ্ডলীয় ৰাডাৰ, আকাশী ৰাডাৰ"
"ವೈಮಾನಿಕ ಗುರಿ, ವೈಮಾನಿಕ ಗುರಿ","আকাশী লক্ষ্য, আকাশী লক্ষ্য"
ವಾಯು ಉಸಿರಾಟಕಾರಕ,বায়ু শ্বাসযন্ত্ৰ
ಹವಾನಿಯಂತ್ರಣ,এয়াৰ কণ্ডিচনাৰ
ಏರ್ಕ್ರೂ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,এয়াৰক্ৰু ট্ৰেন্সফৰ্মাৰ
ವಿಮಾನ,বিমান
ಜೋಡಣೆ,প্ৰান্তিককৰণ
ಜೋಡಣೆ ದೋಷ,প্ৰান্তিককৰণৰ ভুল
ಲೈವ್ ಸರ್ಕ್ಯೂಟ್,লাইভ চাৰ্কিট
ಪೂರ್ಣ ಗಾಜಿನ ಕೊಳವೆ,সম্পূৰ্ণ কাঁচৰ নলী
ಸಂಪೂರ್ಣ ಲೋಹದ ಕೊಳವೆ,গোটেই ধাতুৰ নলী
ಸರಿಪಡಿಸಲು,ঠিক কৰা
"ಮಿಶ್ರತು (ಸಂ), ಮಿಶ್ರತ್ವಾನ್ (ಸಿಆರ್.)","মিশ্ৰতু (সম্পা.), মিশ্ৰত্বন (ক্ৰ.)"
ಮಿಶ್ರತ್ವಾನ್,মিশ্ৰত্ৱন
ಸರ್ವತ್ರ ಮಾಧ್ಯಮ,সৰ্বব্যাপী মাধ্যম
ಓಮ್ನಿ ಆಂಟೆನಾ,omni এন্টেনা
ಪಂಚಾಂಗ,আলমানাক
ಆಲ್ಫಾ,আলফা
ಆಲ್ಫಾ ಚಟುವಟಿಕೆ,আলফা-কাৰ্য্যকলাপ
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,আলফানিউমেৰিক
ಆಲ್ಫಾ ಕಿರಣ,আলফা ৰশ্মি
ಬದಲಾವಣೆ,সলা
"ಪರ್ಯಾಯ, ಪರ್ಯಾಯ","বিকল্প, বিকল্প"
ಆವರ್ತಕ,অলটাৰেটৰ
ಅಲ್ಟಿಮೀಟರ್,উচ্চতামাপক
ಅಲ್ಟಿಮೀಟರ್,উচ্চতামাপক
ಆಲ್ಟೈಮೆಟ್ರಿ,উচ্চতা মাপকাঠী
"ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ","উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
ಅಂಕಗಣಿತದ ತಾರ್ಕಿಕ ಘಟಕ (ALU),গাণিতিক যুক্তি একক (ALU)
ಅಮೇಟ್ ನಿಯಮ,amaget নিয়ম
ಪರಿಸರ,পৰিৱেশ
ಅಮಿಕ್ರಾನ್,amicron
ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಕ,এমিটাৰ
ಆಂಪಿಯರ್,এম্পিয়াৰ
ಆಂಪಿಯರ್-ಕಾನೂನು,এম্পিয়াৰ-আইন
ಉಭಯಚರ ಅಯಾನು,উভচৰ আয়ন
ವರ್ಧನೆ,এম্প্লিফিকেশন
ಆಂಪ್ಲಿಫಯರ್,এম্প্লিফায়াৰ
"ಕೋನ, ಆಯಾಮ","কোণ, মাত্ৰা"
ಎ. ಎಂ.ಯು. (ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ ಘಟಕ),ক. এম ইউ. (পাৰমাণৱিক ভৰ একক)
ಹೊಂದಬಲ್ಲ,উপযুক্ত
ಸಾದೃಶ್ಯ,উপমা
ವಿಶ್ಲೇಷಕ,বিশ্লেষক
ವಿಶ್ಲೇಷಣೆ,বিশ্লেষণ
ವಿಶ್ಲೇಷಣಾತ್ಮಕ,বিশ্লেষণাত্মক
ಪಾಯಿಂಟ್ ಅಲ್ಲದ,নন-পইন্ট
ಅಸಂಗತ,অস্বাভাৱিক
ಮತ್ತು ಬಾಗಿಲು,আৰু দুৱাৰ
ಅಕೌಸ್ಟಿಕ್ ಅಲ್ಲದ,অ-ধ্বনিযুক্ত
ಅಸಂಗತ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,বিষম স্থিতিস্থাপকতা
ಜಲರಹಿತ,জলহীন
ಕೋನ,কোণ
ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ,angstrom একক
ಕೋನೀಯ,কৌণিক
ಪ್ರೊಟ್ರಾಕ್ಟರ್ ವರ್ನಿಯರ್,প্ৰট্ৰেক্টৰ vernier
ವಿವಾದಾತೀತ,বিতৰ্কহীন
ಗೌರವವಿಲ್ಲದ,অসন্মানজনক
ವರ್ಣರಹಿತ ಕಾಂತೀಕರಣ,ৰঙীন চুম্বকীয়কৰণ
ಆಲಸ್ಯ,শিথিলতা
ಅಯಾನ್,এনিয়ন
ಅಸಮ್ಮಿತ,অসমতাপূৰ্ণ
ಐಸೊಟ್ರೊಪಿಕ್,সমতলীয়
ಐಸೊಟ್ರೋಪಿಸಮ್,সমচক্ৰীয়তা
ಅಳಿಸುವಿಕೆ,মচি পেলোৱা
ನಿರೂಪಕ,ষড়যন্ত্ৰকাৰী
ಆನೋಡ್,এনোড
ಆನೋಡೈಸೇಶನ್,এনোডাইজেচন
ಅಸಮಂಜಸ,অসামঞ্জস্যপূৰ্ণ
ಆಪ್ಟಿಕಲ್ ಸಿಸ್ಟಮ್,অপটিকেল চিষ্টেম
ಆಂಟೆನಾ,এন্টেনা
ಆಂಟಿಬೆರಿಯನ್,এন্টিবেৰিয়ান
ವಿರೋಧಿ ಬಂಧ ಆಸ್ತಿ,এন্টি-বণ্ডিং বৈশিষ্ট্য
ಕೌಂಟರ್ ಬಾಂಡ್,কাউণ্টাৰ বণ্ড
ಹಿಮ್ಮುಖ ಶಕ್ತಿ,ৰিভাৰ্ছ পাৱাৰ
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್,ডাইমেগনেটিক
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು,ডাইমেগনেটিক পদাৰ্থ
ವಿರೋಧಿ ಉರಿಯೂತ,এন্টি-ইনফ্লেমেটৰী
ಗುರುತ್ವ ವಿರೋಧಿ,এন্টিগ্ৰেভিটি
antilamda ಕಣ,এন্টিলামডা কণা
ಅಲೆಲೆಪ್ಟನ್,এলিলেপ্টন
ಕಾಂತೀಯ,ডাইমেগনেটিক
ಆಂಟಿಮಾಟರ್,এন্টিমেটাৰ
ವಿರೋಧಿ ಕ್ಷಿಪಣಿ,এন্টি মিছাইল
ಆಂಟಿನ್ಯೂಟ್ರಾನ್,এন্টিনিউট্ৰন
ಮಿಡಿಯುತ್ತಿದೆ,স্পন্দনশীল
ಆಂಟಿನ್ಯೂಕ್ಲಿಯಾನ್,এন্টিনিউক্লিয়ন
ಪ್ರತಿಕಣ,এন্টিপাৰটিকেল
ಆಂಟಿಪ್ರೋಟಾನ್,এন্টিপ্ৰ&#39;টন
ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ,এন্টিৰিফ্লেক্টিভ
ಆಂಟಿಸಮ್ಮಿತೀಯ,এন্টিসিমেট্ৰিক
ಮರುಕಳಿಸುವುದಿಲ್ಲ,non recurring
ಅನಾಕ್ರೊನಿಸಮ್,এনাক্ৰ&#39;নিজম
ರಂದ್ರ ಸ್ಕ್ಯಾನಿಂಗ್ ಡಿಸ್ಕ್,ছিদ্ৰযুক্ত স্কেনিং ডিস্ক
ದ್ವಾರಕ್,দ্বাৰক
"ಮೇಲ್ಭಾಗ, ಮೇಲ್ಭಾಗ, ಮುಂಭಾಗ","ওপৰ, ওপৰ, সন্মুখ"
"ಸೂರ್ಯ ಅಧಿಕ, ಸೂರ್ಯ ಅಧಿಕ, ಅಪ್ಸೌರ್","সূৰ্য্য উচ্চ, উচ্চ সূৰ্য্য"
ನಿರಾಸಕ್ತಿ ಲೇಸ್,উদাসীন জৰী
ಕರುಣಾಜನಕವಲ್ಲದ,অকৰুণ
ಅಂಗವೈಕಲ್ಯವಲ್ಲದ,অ-অক্ষমতা
ಬಹಳ ವರ್ಣರಹಿತ,অতি ৰংহীন
"ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ","ভূমি-উচ্চ, apogee"
"ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ","অমেৰু, বৃত্তাকাৰ"
ಪರಧ್ರುವೀಯತೆ,পেৰাপোলাৰিটি
ಸಾಧನ,সঁজুলি
"ವಾಸ್ತವ, ದೃಶ್ಯ","ভাৰ্চুৱেল, দৃশ্যমান"
ಗೋಚರ ಸೂರ್ಯ,দৃশ্যমান সূৰ্য্য
ದೃಶ್ಯ ಸಮಯ,দৃশ্যমান সময়
ಹೊರಹೊಮ್ಮುವ ನೋಟ,উদীয়মান ৰূপ
ಅಪ್ಲಿಕೇಶನ್,দৰ্খাস্ত
ಅನ್ವಯಿಸುವಿಕೆ,প্ৰযোজ্যতা
ಅನ್ವಯಿಸಲಾಗಿದೆ,প্ৰয়োগ কৰা হৈছে
ಗಮನಿಸಬಹುದಾದ,পৰ্যবেক্ষণযোগ্য
ಅನುಸಂಧಾನ,পদ্ধতি
"ಹತ್ತಿರ, ಸುಮಾರು","ওচৰত, প্ৰায়"
ಅಂದಾಜು,আনুমানিককৰণ
ಆವಿಯ ಒತ್ತಡ,বাষ্পৰ চাপ
ಸ್ವಯಂಪ್ರೇರಿತ,স্বেচ্ছামূলক
"ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್","চাপ চুলা, চাপ চুলা"
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,আৰ্কিমিডিছৰ নিয়ম
ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್,স্থাপত্যৰ ধ্বনিবিজ্ঞান
ಆರ್ಕ್ ದೀಪ,চাপ লেম্প
ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್,চাপ-বৰ্ণালী
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","এলেকা, এলেকা"
"ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ","আঞ্চলিক, আঞ্চলিক"
"ತೋಳು, ತೋಳು, ಶಾಖೆ","বাহু, বাহু, শাখা"
ಹವ್ಯಾಸಿ,অপেশাদার
"ವ್ಯೂಹ, ವ್ಯೂಹ","এৰে, এৰে"
ರಿಸೀವರ್,ৰিচিভাৰ
ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ,উচ্চাৰণৰ স্পষ্টতা
ಸಂಶ್ಲೇಷಿತ,কৃত্ৰিম
ಕೃತಕ ರೂಪಾಂತರ,কৃত্ৰিম ৰূপান্তৰ
ಆರೋಹಣ,আৰোহী
ಆರೋಹಣ,আৰোহণ
ಹತ್ತುವುದು,বগাই যোৱা
ಆಗೋಲಿ,আগোলি
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,একত্ৰীকৰণ
ಜೊತೆ,set of
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","একত্ৰিত কৰা, একত্ৰিত কৰা"
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা"
ನಿಖರವಾದ ಅಂದಾಜು,নিখুঁত অনুমান
ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು,নিৰ্দিষ্ট (কোৱাণ্টাম সংখ্যাৰ) ধাৰ্য্যকৰণসমূহ
"ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ","সম্পৰ্কীয়, সংযুক্ত, সংযুক্ত"
ಸ್ವರ ಧ್ವನಿ,স্বৰধ্বনি
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
ಅಸ್ತೇನಿಕ್,এষ্টেনিক
"ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್","বিৰতি, দৃষ্টিশক্তি"
ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
ಗಗನಯಾತ್ರಿ,মহাকাশচাৰী
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,জ্যোতিৰ্বিজ্ঞানী
ಆಕಾಶ,আকাশী
ಖಗೋಳಶಾಸ್ತ್ರ,জ্যোতিৰ্বিজ্ঞান
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
ಅಸಮ್ಮಿತ,অসমতাপূৰ্ণ
ಲಕ್ಷಣರಹಿತ,এছিম্পটটিক
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,গুৰুতৰ কৰি তোলা
ಅಸಮಕಾಲಿಕ,এচিনক্ৰ&#39;নাছ
"ವಾತಾವರಣ, ವಾತಾವರಣ","বায়ুমণ্ডল, বায়ুমণ্ডল"
ವಾತಾವರಣದ,বায়ুমণ্ডলীয়
ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ,বতাহৰ অস্থিৰতা
ಪರಮಾಣು,পাৰমাণৱিক
ಪರಮಾಣು,পাৰমাণৱিক
ಪರಮಾಣುತ್ವ,পাৰমাণৱিকতা
ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ,পাৰমাণৱিক ভৰ
ಪರಮಾಣು ಸಂಖ್ಯೆ,পাৰমাণৱিক সংখ্যা
"ಪರಮಾಣು ರಿಯಾಕ್ಟರ್, ಪರಮಾಣು ರಾಶಿ","নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল"
ಪರಮಾಣು,পাৰমাণৱিক
ಕಣ,কণা
ಕಣ,কণা
ಕ್ಷೀಣತೆ,"attenuation, ক্ষীণকৰণ"
"ಕ್ಷೀಣಿಸುವುದು, ಕ್ಷೀಣಿಸುವುದು","attenuating, ক্ষীণ কৰা"
ಮೋಡಿ,আকৰ্ষণ
ಆಕರ್ಷಣೆಯ ಶಕ್ತಿ,আকৰ্ষণৰ বল
ಶ್ರವ್ಯತೆ,শ্ৰৱণ ক্ষমতা
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ
ಶ್ರವ್ಯ,শ্ৰৱণযোগ্য
ಆಡಿಯೋ ಜನರೇಟರ್,অডিঅ&#39; জেনেৰেটৰ
ಶ್ರವಣ ಗ್ರಾಫ್,শ্ৰৱণ ক্ষমতা গ্ৰাফ
ಶ್ರವಣ ವಿಜ್ಞಾನ,শ্ৰৱণ বিজ্ঞান
ಆಡಿಯೋಮೀಟರ್,অডিঅ&#39;মিটাৰ
ಶ್ರವ್ಯ ಆವರ್ತನ ಆಂದೋಲಕ,শ্ৰৱণযোগ্য কম্পাঙ্ক দোলক
ಧ್ವನಿ ಸಂಕೇತ,শব্দ সংকেত
ಶ್ರವ್ಯ-ದೃಶ್ಯ,দৃশ্য-শ্ৰাব্য
"ಸಭಾಂಗಣ, ಸಭಾಂಗಣ","অডিটৰিয়াম, অডিটৰিয়াম"
OZ ಪರಿಣಾಮ,OZ প্ৰভাৱ
ಪ್ರಚಾರ,প্ৰচাৰ
ವರ್ಧಕ,এনহান্সাৰ
ಧ್ರುವ ಜ್ವಾಲೆ,মেৰু শিখা
ದಕ್ಷಿಣ ಧ್ರುವ ಜ್ವಾಲೆ,দক্ষিণ মেৰু শিখা
ಉತ್ತರ ಧ್ರುವ ಜ್ವಾಲೆ,উত্তৰ মেৰু শিখা
ಸ್ವಯಂಚಾಲಿತ ಎಚ್ಚರಿಕೆ,স্বয়ংক্ৰিয় সতৰ্কবাণী
ಸ್ವಯಂ ಸಮಾನಾಂತರಕಾರಕ,অটো সমান্তৰালকাৰী
"ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ","স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়"
"ಯಾಂತ್ರೀಕೃತಗೊಂಡ, ಯಾಂತ್ರೀಕೃತಗೊಂಡ","স্বয়ংক্ৰিয়কৰণ, স্বয়ংক্ৰিয়কৰণ"
"ಸಹಾಯಕ, ಸಹಕಾರಿ, ಹೆಚ್ಚುವರಿ","সহায়ক, সমবায়, অতিৰিক্ত"
"ಅವದಾವ, ಅವಲಾಂಚೆ","অৱদাভা, হিমস্খলন"
"ಅರ್ಥ, ಅರ್ಥ","mean, mean"
ಪರಿವಾರನ್,পৰিৱৰণ
ಅಕ್ಷೀಯ,অক্ষীয়
ಅಕ್ಷರೇಖೆ,অক্ষ
ಅಜಿಮುತ್,এজিমুথ
ಅಜಿಮುತ್,এজিমুথ
ಹಿಂದೆ,পিছলৈ
"ಹಿನ್ನೆಲೆ, ಹಿನ್ನೆಲೆ","পটভূমি, পটভূমি"
"ಹಿಂದುಳಿದ, ಹಿಂದುಳಿದ","পিছপৰা, পিছপৰা"
ತಿರುವು,ঘুৰা
ಬ್ಯಾಕ್ ವೋಲ್ಟೇಜ್ ಪಲ್ಸರ್,বেক ভল্টেজ পালছাৰ
ನಂತರದ ಸಂಬಂಧ,সম্পৰ্কৰ পিছৰ
ಮರುಪಾವತಿ,ৰিইম্বৰ্চেমেণ্ট
ವಿರೋಧಿ ವೋಲ್ಟೇಜ್,এন্টি ভল্টেজ
ಹಿಂಭಾಗದ ಚದುರುವಿಕೆ,পশ্চাৎ বিক্ষিপ্ততা
ತೆರಪಿನ ಅಲೆ,অন্তৰ্স্থলীৰ তৰংগ
ಇನ್ಸುಲೇಟರ್,ইনচুলেটৰ
ಪ್ಯಾರಾಚೂಟ್ ಜಿಗಿತ,পেৰাচুট জাম্প
ಬಿಸಿ,উত্তাপন কৰা
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
ಬ್ಯಾಲೆನ್ಸರ್,বেলেন্সাৰ
ಸಮತೋಲನ,ভাৰসাম্যতা বজাই ৰখা
