Hindi,Tamil
निरपेक्ष विद्युतमापी,முழுமையான எலக்ட்ரோமீட்டர்
"निरपेक्ष बारंबारता, निरपेक्ष आवृत्ति",முழுமையான அதிர்வெண் முழுமையான அதிர்வெண்
निरपेक्ष आर्द्रता,முழுமையான ஈரப்பதம்
निरपेक्ष आपतन,முழுமையான நிகழ்வு
निरपेक्ष अपवर्तनांक,முழுமையான ஒளிவிலகல் குறியீடு
निरपेक्ष अस्‍थायित्व,முழுமையான உறுதியற்ற தன்மை
निरपेक्ष अस्‍थायित्व,முழுமையான உறுதியற்ற தன்மை
"निरपेक्ष तीव्रता, निरपेक्ष उग्रता","முழுமையான தீவிரம், முழுமையான தீவிரம்"
शैथिल्य की निरपेक्ष सीमा,ஆஸ்தீனியாவின் முழுமையான வரம்பு
निरपेक्ष ज्योतिर्मयता देहली,முழுமையான வெளிச்சம் சன்னல்
निरपेक्ष ज्योति वक्र,முழுமையான ஒளி வளைவு
निरपेक्ष कांतिमान,முழுமையான அளவு
निरपेक्ष दाबांतरमापी,முழுமையான காற்றழுத்தமானி
परम उच्चिष्ठ,உச்ச உச்ச
निरपेक्ष चरम सीमांक,முழுமையான தீவிர
परम निम्निष्ठ,முற்றிலும் குறைந்த
निरपेक्ष संवेग,முழுமையான வேகம்
निरपेक्ष गति,முழுமையான வேகம்
निरपेक्ष संगीत,முழுமையான இசை
निरपेक्ष प्रेक्षण,முழுமையான கவனிப்பு
निरपेक्ष ओम,முழுமையான ஓம்
निरपेक्ष दिगविन्यास,முழுமையான நோக்குநிலை
निरपेक्ष विद्युत्-शीलता,முழுமையான எலக்ட்ரோநெக்டிவிட்டி
निरपेक्ष तारत्व,முழுமையான ஈர்ப்பு
निरपेक्ष दाब,முழுமையான அழுத்தம்
निरपेक्ष गुणधर्म,முழுமையான சொத்து
निरपेक्ष अदिश,முழுமையான அளவிடல்
ताप का परम मापक्रम*,வெப்பநிலையின் இறுதி அளவு*
"निरपेक्ष युगपत्ता, निरपेक्ष समकालिकता","absolute synchrony, absolute synchrony"
निरपेक्ष प्रतिबल,முழுமையான மன அழுத்தம்
निरपेक्ष सममिति,முழுமையான சமச்சீர்
निरपेक्ष गति-निकाय,முழுமையான இயக்க உடல்
निरपेक्ष मात्रक पद्धति,முழுமையான அலகு அமைப்பு
परम ताप,முழுமையான வெப்பநிலை
निरपेक्ष काल,முழுமையான நேரம்
निरपेक्ष मात्रक,முழுமையான அலகுகள்
निरपेक्ष मान,துல்லியமான மதிப்பு
पूर्णाक अभिकलित्र,முழு எண் கால்குலேட்டர்
निरपेक्ष वेग,முழுமையான வேகம்
निरपेक्ष श्यानता,முழுமையான பாகுத்தன்மை
निरपेक्ष भार,முழுமையான எடை
परम शून्य*,முழுமையான பூஜ்ஜியம்*
शून्य का निरपेक्ष भाजक,பூஜ்ஜியத்தின் முழுமையான வகுப்பான்
अवशोषण करना,உறிஞ்சி
अवशोषणांक*,உறிஞ்சுதல் குறியீடு*
अवशोषित ऊर्जा,உறிஞ்சப்பட்ட ஆற்றல்
"अवशोषक, अवशोषी","உறிஞ்சும், உறிஞ்சும்"
अवशोषी माध्यम*,உறிஞ்சும் ஊடகம்*
अवशोषण सामर्थ्य,உறிஞ்சும் திறன்
अवशोषणांश,உறிஞ்சுதல்
अवशोषणमापी*,உறிஞ்சும் அளவி*
अवशोषणामिति*,உறிஞ்சும் அளவீடு*
अवशोषण,உறிஞ்சுதல்
अवशोषण - बैन्ड*,உறிஞ்சுதல் - இசைக்குழு*
अवशोषण परिपथ,உறிஞ்சுதல் சுற்று
अवशोषण-गुणांक,உறிஞ்சுதல் குணகம்
अवशोषण-स्तम्भ,உறிஞ்சுதல் நெடுவரிசை
अवशोषण-स्थिरांक,உறிஞ்சுதல் மாறிலி
अवशोषण सांतत्यक,உறிஞ்சுதல் தொடர்ச்சி
अवशोषण-परिक्षेत्र,உறிஞ்சுதல் மண்டலம்
अवशोषण-धारा,உறிஞ்சுதல் மின்னோட்டம்
अवशोषण वक्र*,உறிஞ்சுதல் வளைவு*
अवशोषण भंग,உறிஞ்சுதல் முறிவு
अवशोषण कोर,உறிஞ்சுதல் மைய
अवशोषण गुणक,உறிஞ்சுதல் காரணி
अवशोषण फिल्टर,உறிஞ்சுதல் வடிகட்டி
अवशोषण ज्वाला प्रकाशमिति*,உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*
अवशोषण आर्द्रतामापी,உறிஞ்சும் ஹைக்ரோமீட்டர்
अवशोषण घातांक,உறிஞ்சுதல் அடுக்கு
अवशोषण सीमांत,உறிஞ்சுதல் விளிம்பு
अवशोषण रेखा,உறிஞ்சுதல் வரி
अवशोषणजन्य हानि,உறிஞ்சுதல் இழப்பு
अवशोषण माडुलन,உறிஞ்சுதல் பண்பேற்றம்
प्रकाश अवशोषण,ஒளி உறிஞ்சுதல்
विकिरण ऊर्जा का अवशोषण,கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்
अवशोषण शिखर,உறிஞ்சுதல் உச்சம்
अवशोषण प्रकाशमिति,உறிஞ்சுதல் ஒளி அளவீடு
अवशोषण अनुपात,உறிஞ்சுதல் விகிதம்
अवशोषण श्रेणी*,உறிஞ்சுதல் வரம்பு*
अवशोषण स्पेक्ट्रम प्रकाशमिति*,உறிஞ்சும் நிறமாலை ஒளி அளவீடு*
अवशोषण स्पेक्ट्रम*,உறிஞ்சுதல் ஸ்பெக்ட்ரம்*
"अवशोषण नली, अवशोषण नाल","உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்"
अवशोषण तरगमापी,உறிஞ்சும் ஹைக்ரோமீட்டர்
अवशोषी*,உறிஞ்சக்கூடிய*
अवशोषी क्षीणकारी,உறிஞ்சும் ஆவியாக்கி
अवशोषण नियम*,உறிஞ்சுதல் சட்டம்*
अवशोषण माध्यम,உறிஞ்சுதல் ஊடகம்
"अवशोषण क्षमता, अवशोषकता*","உறிஞ்சும் திறன், உறிஞ்சுதல்*"
अवशोषकता*,உறிஞ்சுதல்*
स्टूडिओ सज्जा,ஸ்டூடியோ அலங்காரம்
बाहुल्य अनुपात,பன்மடங்கு விகிதம்
ऐबवोल्ट,கைவிடு
ऐबवाट,பற்றி
त्वरित करना,முடுக்கி
त्वरण-विराम दूरी,முடுக்கம்-நிறுத்த தூரம்
त्वरित,விரைந்தார்
त्वरित कालप्रभावन परीक्षण,விரைவான நேர விளைவு சோதனை
त्वरित प्रवाह,விரைவான ஓட்டம்
त्वरित गति,விரைவான வேகம்
त्वरित निकाय,விரைவான உடல்
त्वरक तुला,முடுக்கி எடை
त्वरक इलैक्ट्रोड*,முடுக்கி மின்முனை*
त्वरक काल*,முடுக்கி நேரம்*
त्वरक प्रावस्था,முடுக்கி கட்டம்
त्वरक दर,முடுக்கி விகிதம்
त्वरक वोल्टता*,முடுக்கி மின்னழுத்தம்*
त्वरण,முடுக்கம்
त्वरणिक अपदहन,துரிதப்படுத்தப்பட்ட எரிப்பு
त्वरण गुणांक,முடுக்கம் குணகம்
त्वरण घटक,முடுக்கம் கூறு
गुरूत्वीय त्वरण,புவியீர்ப்பு காரணமாக முடுக்கம்
त्वरण गुणक,முடுக்கம் காரணி
त्वरणिक प्रतिभरण,துரிதப்படுத்தப்பட்ட கட்டணம்
गुरूत्व त्वरण,ஈர்ப்பு முடுக்கம்
त्वरण विभव,முடுக்கம் சாத்தியம்
त्वरण-नियम,முடுக்கம் சட்டம்
त्वरण-प्रक्रम,முடுக்கம் செயல்முறை
त्वरण प्रेदश,முடுக்கம் மண்டலம்
त्वरण प्रविधी,முடுக்கம் முறை
"त्वरण सहिष्णुता, त्वरण सहनसीमा","முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை"
त्वरण-सदिश,முடுக்கம் திசையன்
त्वरण-वोल्टता,முடுக்கம்-மின்னழுத்தம்
त्वरण तरंग,முடுக்கம் அலை
त्वरक,முடுக்கி
"त्वरित्र, त्वरक*","முடுக்கி, முடுக்கி*"
त्वरक समीकरण,முடுக்கி சமன்பாடு
त्वरणलेखी*,முடுக்கி*
त्वरणमापी,முடுக்கமானி
त्वरणमापीय सुमेलन,முடுக்கமானி பொருத்தம்
प्राक्प्रबलक,முன் அழுத்தம் கொடுப்பவர்
मान्य वर्ण,சரியான எழுத்துக்கள்
स्वीकरण-कोण,ஏற்றுக்கொள்ளும் கோணம்
स्वीकरण-विनिर्देश,ஏற்றுக்கொள்ளும் விவரக்குறிப்பு
स्वीकारी परीक्षण,ஏற்றுக்கொள்ளக்கூடிய சோதனை
"ग्राही*, स्वीकारी","ஏற்பவர்*, ஏற்பவர்"
ग्राही परमाणु,ஏற்பி அணு
ग्राही आबंध,ஏற்பி பிணைப்பு
ग्राही परिपथ,பெறுதல் சுற்று
ग्राही स्तर,ஏற்பி நிலை
आदाता अणु,நன்கொடையாளர் மூலக்கூறு
ग्राही गुणधर्म,ஏற்பி சொத்து
ग्राही गुणधर्म तल,ஏற்பி சொத்து நிலை
त्वरक नली,முடுக்கி குழாய்
"अभिगम, प्रतीक्षा, अभिगम्यता","அணுகல், காத்திருப்பு, அணுகல்"
अभिगम भुज,புஜை அணுகவும்
अभिगम-तंत्र,அணுகல் அமைப்பு
अभिगम काल,அணுகல் நேரம்
अभिगम्यता,அணுகல்
"अतिरिक्त, सहायक, गौण (वि, ), उपसाधन","கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்"
अतिरिक्त प्रतिबन्ध,கூடுதல் கட்டுப்பாடுகள்
संयोगी संपात,தற்செயல்
संयोगी संपात-संशोधन,தற்செயலான திருத்தம்
आकस्मिक द्विजनन,தற்செயலான உயிர் உருவாக்கம்
आकस्मिक द्विअपवर्तन,தற்செயலான திசைதிருப்பல்
आगन्तुक त्रुटि,பார்வையாளர் பிழை
"आकस्मिक रोक, आकस्मिक जकड़","திடீர் நிறுத்தம், திடீர் கவ்வி"
आकस्मिक संचारण,தற்செயலான பரிமாற்றம்
आकस्मिक विचरण,சீரற்ற மாறுபாடு
समंजन,சரிசெய்தல்
प्रतिस्थित,அமைந்துள்ளது
संचित त्रुटि,திரட்டப்பட்ட பிழை
"संचय, संचयन","திரட்சி, குவிப்பு"
ऊर्जा संचय,ஆற்றல் சேமிப்பு
संचायक*,திரட்டி*
यथार्थता,துல்லியம்
यथार्थ,யதார்த்தம்
यथार्थ उपकरण प्रेक्षण,உண்மையான கருவி கவனிப்பு
यथार्थ परास चिह्नक,துல்லியமான வரம்பு குறிப்பான்
यथार्थ क्रमवीक्षण,துல்லியமான ஸ்கேனிங்
अभ्यसन,பயிற்சி
त्वरक कोष्ठ*,முடுக்கி செல்*
अवर्णक लेन्स*,நிறமற்ற லென்ஸ்*
अवर्णक*,நிறமற்ற*
अवर्णक विश्लेषक,நிறமற்ற பகுப்பாய்வி
आवृत्ति निरपेक्ष ऐन्टेना,அதிர்வெண் நடுநிலை ஆண்டெனா
अवर्णक आकृति,நிறமற்ற வடிவம்
अवर्णक फ्रिंज,நிறமற்ற விளிம்பு
अवर्णक लेन्स*,நிறமற்ற லென்ஸ்*
अवर्णक बिन्दु पथ,நிறமற்ற புள்ளி பாதை
अवर्णक अभिदृश्य लेन्स,நிறமற்ற லென்ஸ்
अवर्णक प्रिज़्म,வண்ணப் பட்டகம்
अवर्णक दूरदर्शक,வண்ணமயமான தொலைநோக்கி
अवर्णकता*,நிறமற்ற தன்மை*
अवर्णीकरण*,நிறமாற்றம்*
अवर्णकता*,நிறமற்ற தன்மை*
"एक्लास्टिक, अनपवर्तनिक, अवपवर्तनी","மீள், பயனற்ற, பயனற்ற"
"एकॉर्न नली, बंजु नली","ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்"
लघु वाल्व,மினியேச்சர் வால்வு
एकूफ़ोनी,அகோஃபோனி
ध्वानिक,ஒலியியல்
ध्वानिक अवशोषकता,ஒலி உறிஞ்சுதல்
ध्वानिक क्षीणन गुणांक,ஒலியியல் குறைப்பு குணகம்
ध्वानिक क्षीणनांक,ஒலிக் குறைப்பு
ध्वानिक चोर अलार्म,ஒலி திருடன் அலாரம்
ध्वानिक धारिता,ஒலியியல் கொள்ளளவு
श्रवण-केन्द्र,கேட்கும் மையம்
ध्वानिक स्पष्टकारी,ஒலியியல் விளக்கம்
ध्वानिक छदपट्ट,ஒலி உறை
ध्वानिक अनुवृत्ति,ஒலி பதில்
ध्वानिक घटक,ஒலியியல் கூறு
ध्वानिक चालकता,ஒலி கடத்துத்திறன்
ध्वानिक अवमंदन,ஒலி தணித்தல்
ध्वानिक परिक्षेपण,ஒலி சிதறல்
ध्वनि हासक,ஒலி ஹேக்கர்
ध्वानिक ऊर्जा*,ஒலி ஆற்றல்*
ध्वनिक ऊर्जा समीकरण,ஒலி ஆற்றல் சமன்பாடு
ध्वानिक समीकरण,ஒலி சமன்பாடு
ध्वानिक पुनर्निवेश,ஒலி மறுசீரமைப்பு
क्लैडनी आकृतियाँ,கிளாட்னி வடிவங்கள்
ध्वानिक फ़िल्टर,ஒலி வடிகட்டி
ध्वनि जनित्र,ஒலி ஜெனரேட்டர்
ध्वानिक ग्रेटिंग,ஒலி தட்டு
ध्वानिक प्रतिबाधा*,ஒலி மின்மறுப்பு*
ध्वानिक जड़त्व,ஒலி மந்தநிலை
ध्वानिक तीव्रता,ஒலி தீவிரம்
ध्वानिक व्यतिकरणमापी,ஒலி குறுக்கீடு மீட்டர்
ध्वानिक अतिक्रमण संसूचक,ஒலி குறுக்கீடு கண்டறிதல்
ध्वानिक लेन्स,ஒலி லென்ஸ்
ध्वनि लाइन,ஒலி வரி
ध्वानिक संहति,ஒலி நிறை
ध्वानिक सामग्री,ஒலி பொருள்
ध्वानिक माध्य मुक्त पथ,ஒலியியல் என்பது இலவச பாதை
ध्वानिक विधा,ஒலி முறை
ध्वानिक रव,ஒலி சத்தம்
ध्वानिक ओम*,ஒலி ஓம்*
"ध्वानिक पैनल, ध्वानिक पट्ट","ஒலியியல் குழு, ஒலி பலகை"
ध्वानिक प्रावस्था स्थिरांक,ஒலி நிலை மாறிலி
ध्वानिक उद्ग्राही,ஒலி ரிசீவர்
ध्वानिक दाब,ஒலி அழுத்தம்
ध्वनि का समरूपता नियम,ஒலியின் சமச்சீர் விதி
ध्वानिक संचरणांक,ஒலி பரிமாற்றம்
ध्वानिक गुणधर्म,ஒலியியல் பண்புகள்
ध्वानिक चतुर्ध्रुवी,ஒலி நாற்புறம்
ध्वानिक विकिरक अवयव,ஒலி கதிர்வீச்சு உறுப்பு
ध्वनिक विकिरण,ஒலி கதிர்வீச்சு
ध्वनि-विकिरक,ஒலி எதிர்ப்பு
ध्वानिक-विकिरणमापी,ஒலி ரேடியோமீட்டர்
ध्वानिक प्रतिघात,ஒலி அதிர்ச்சி
ध्वानिक पारस्पर्य प्रमेय,ஒலி பரஸ்பர தேற்றம்
ध्वानिक अपचयन गुणक,ஒலி குறைப்பு காரணி
ध्वानिक परावर्तन गुणांक,ஒலி பிரதிபலிப்பு குணகம்
ध्वानिक अपवर्तन,ஒலி ஒளிவிலகல்
ध्वानिक प्रतिरोध,ஒலி எதிர்ப்பு
ध्वानिक अनुक्रियता,ஒலி பதில்
ध्वानिक प्रकीर्णन,ஒலி சிதறல்
श्रवण-बिन्दु,கேட்கும் புள்ளி
ध्वानिक दुर्नम्यता,ஒலி விறைப்பு
ध्वानिक तंत्र,ஒலி அமைப்பு
ध्वानिक तापमापी,ஒலி வெப்பமானி
ध्वानिक-वेग,ஒலி வேகம்
ध्वनि तरंग,ஒலி அலை
ध्वानिक,ஒலியியல்
ध्वनि अवशोषण गुणांक,ஒலி உறிஞ்சுதல் குணகம்
ध्वनि अवशोषण घटक,ஒலி உறிஞ்சுதல் கூறு
ध्वानिक परिपथ,ஒலி சுற்று
ध्वानिक अनुवृत्ति,ஒலி பதில்
ध्वानिक विलंब लाइन,ஒலி தாமதக் கோடு
ध्वानिक विरूपण,ஒலி சிதைவு
ध्वानिक और्जिकी,ஒலி ஒலியியல்
ध्वानिक फ़िल्टर,ஒலி வடிகட்டி
ध्वानिक प्रतिबाधा*,ஒலி மின்மறுப்பு*
ध्वनि-भ्रामिका,ஃபோனோகிராஃப்
ध्वानिक ओम*,ஒலி ஓம்*
ध्वानिक कला नियतांक,ஒலி மாறிலி
ध्वानिक फ़ोनान,ஒலி ஃபோனான்
ध्वानिक संचरण नियतांक,ஒலி பரிமாற்ற மாறிலி
ध्वनि परिवर्तन गुणांक,ஒலி மாற்று குணகம்
ध्वानिक प्रतिरोध,ஒலி எதிர்ப்பு
ध्वानिक दुर्नम्यता,ஒலி விறைப்பு
ध्वनि-मात्रक,ஒலி அலகு
ध्वनिरूद्ध,ஒலி எதிர்ப்பு
ध्वानिक पार्श्व रेखा,ஒலி பக்கக் கோடு
"ध्वानिकी, ध्वानिकता","ஒலியியல், ஒலியியல்"
ध्वनिमापी,ஒலி மீட்டர்
ध्वनि दाब,ஒலி அழுத்தம்
अर्जन रेडार,கையகப்படுத்தல் ரேடார்
प्रकाश रसोक्रिय विकिरण,ஒளிச்சேர்க்கை கதிர்வீச்சு
ऐक्टिनियम उत्सर्जन,ஆக்டினியம் உமிழ்வு
ऐक्टिनो-यूरेनियम,ஆக்டினோ-யுரேனியம்
ऐक्टिनो-यूरेनियम श्रेणी,ஆக்டினோ-யுரேனியம் தொடர்
विकिरण-विद्युत्,கதிரியக்க மின்சாரம்
"ऐक्टिनोमीटर, प्रकाशरसोक्रियामापी","ஆக்டினோமீட்டர், ஃபோட்டோமிக்ரோமீட்டர்"
"क्रिया, कर्म","செயல், செயல்"
क्रिया और प्रतिक्रिया,செயல் மற்றும் எதிர்வினை
क्रिया स्थिरांक,செயல் மாறிலி
प्रभाव क्षेत्र,செல்வாக்கு மண்டலம்
"सक्रियित, सक्रियकृत","செயல்படுத்தப்பட்டது, செயல்படுத்தப்பட்டது"
सक्रियित विसरण,செயலில் பரவல்
"साक्रियकृत तंतु, सक्रियित तंतु","செயல்படுத்தப்பட்ட ஃபைபர், செயல்படுத்தப்பட்ட ஃபைபர்"
सक्रियण प्रभाव,செயல்படுத்தும் விளைவு
सक्रियण प्रभाव,செயல்படுத்தும் விளைவு
सक्रियण-विश्लेषण,செயல்படுத்தும் பகுப்பாய்வு
सक्रियता केन्द्र,செயல்பாட்டு மையம்
सक्रियण-परिक्षत्र,செயல்படுத்தும் சோதனையாளர்
सक्रियण ऊर्जा,செயல்படுத்தும் ஆற்றல்
सक्रियण ऐन्ट्रॉपी,செயல்படுத்தும் என்ட்ரோபி
सक्रियण अधिवोल्टता,செயல்படுத்தல் அதிக மின்னழுத்தம்
सक्रियण दर,செயல்படுத்தும் விகிதம்
"सक्रियकारक, सक्रियक","செயல்படுத்துபவர், செயல்படுத்துபவர்"
सक्रियक परमाणु,செயல்படுத்தும் அணு
त्वरक-सक्रियक,முடுக்கி
सक्रिय अवशोषण,செயலில் உறிஞ்சுதல்
सक्रिय एरियल,செயலில் வான்வழி
विकिरण ख़तरा क्षेत्र,கதிர்வீச்சு ஆபத்து மண்டலம்
सक्रिय युक्ति,செயலில் உள்ள சாதனம்
सक्रिय अभिलक्ष्यन,செயலில் இலக்கு
सक्रिय हाइड्रोजन*,செயலில் உள்ள ஹைட்ரஜன்*
सक्रिय जालक,செயலில் கண்ணி
"सक्रिय लाइन, सक्रिय रेखा",செயலில் வரி செயலில் வரி
सक्रिय पाश,செயலில் வளையம்
सक्रिय संहति*,செயலில் உள்ள குறியீடு*
सक्रिय सामग्री,செயலில் உள்ள பொருட்கள்
सक्रिय अणु,செயலில் உள்ள மூலக்கூறு
सक्रिय जाल,செயலில் கண்ணி
सक्रिय पुनरवशोषण,செயலில் மறுஉருவாக்கம்
सक्रिय क्षेत्र,செயலில் உள்ள பகுதி
सक्रिय नियमन,செயலில் கட்டுப்பாடு
सक्रिय उपग्रह,செயலில் உள்ள செயற்கைக்கோள்
सक्रिय कलंकीय सौर ज्वाला,செயலில் பிளவுபட்ட சூரிய சுடர்
सक्रिय सूक्ष्मात्रिक पदार्थ,செயலில் நுண்ணூட்டச்சத்துக்கள்
सक्रिय अनुवर्तन तंत्र,செயலில் கண்காணிப்பு அமைப்பு
सक्रिय ट्रांसडयूसर,செயலில் மின்மாற்றி
सक्रिय उदग्रहण,செயலில் உட்கொள்ளல்
सक्रियता गुणांक*,செயல்பாட்டு குணகம்*
सक्रियता सूचकांक,செயல்பாட்டுக் குறியீடு
सक्रियता -अनुपात,செயல்பாட்டு விகிதம்
सक्रियता सदिश,செயல்பாட்டு திசையன்
वास्तविक मानीटर,உண்மையான மானிட்டர்
वास्तविक प्रतिबल,உண்மையான மன அழுத்தம்
"चालू करना, प्रवृत्त करना",தூண்டுதல்
प्रवर्तक,தொடங்குபவர்
प्रवर्तक,தொடங்குபவர்
सुतीक्ष्णतामापी,தீவிரமானி
श्रवण सुतीक्ष्णता,கேட்கும் கூர்மை
फोटोतीक्ष्णता मान,புகைப்படக் கூர்மை மதிப்பு
न्यूनकोण,குறுங்கோணம்
क्षिप्र उद्भासन,கிசுகிசுத்தல்
न्यूनकोण त्रिभुज,கடுமையான முக்கோணம்
अचक्रीय,அசைக்ளிக்
अनुकूलन प्रयुक्ति,தேர்வுமுறை பயன்பாடு
अनुकूलित अवस्था,உகந்த நிலை
अनुकूली नियंत्रण तंत्र,தகவமைப்பு கட்டுப்பாட்டு அமைப்பு
अनुकूलनमापी,அடாப்டோமீட்டர்
एडकॉक एन्टेना,அட்காக் ஆண்டெனா
"योग करना, जोड़ना",மொத்தத்தில்
संकलन काल,தொகுப்பு நேரம்
संकलन-व्यवकलन काल,தொகுத்தல்-கழித்தல் நேரம்
योजक,சேர்ப்பான்
"योग, जोड़, संकलन (सं.), योगात्मक (वि.)","தொகை, கூட்டல், கூட்டுத்தொகை (பதிப்பு), சேர்க்கை (v.)"
अतिरिक्त स्थिरांक,கூட்டல் மாறிலி
त्वरण-योग नियम,முடுக்கம்-தொகை விதி
दूरी-योग नियम,தூரம்-தொகை விதி
वेग-योग नियम,வேகம்-தொகை விதி
सदिशों का योग,திசையன்களின் தொகை
संकलन अभिक्रिया,சேகரிப்பு எதிர்வினை
अतिरिक्त अर्धतल,கூடுதல் தளம்
"संयोजी स्वर, अतिरिक्त टोन (स्वर)","இணைப்பு தொனி, கூடுதல் தொனி (உயிர்)"
"योज्य, योगात्मक","சேர்க்கை, சேர்க்கை"
योज्य प्रणाल,சேர்க்கை அமைப்பு
संयोजी वर्ण,இணைப்பு எழுத்துக்கள்
संकली वर्ण प्रक्रम,மொத்த எழுத்து செயல்முறை
योज्य पूरक रंग,கூடுதல் நிரப்பு நிறம்
योज्य स्थिरांक,சேர்க்கை மாறிலி
योज्य कर्षण,சேர்க்கை இழுவை
योज्य प्रभाव,சேர்க்கை விளைவு
योजित कारक,சேர்க்கை காரணி
योज्य फलन,சேர்க்கை செயல்பாடு
योज्य मिश्रण,சேர்க்கை கலவை
योज्य मूलवर्ण,சேர்க்கை வேர்
योज्य प्रक्रम,சேர்க்கை செயல்முறை
"योज्यता, योगशीलता",சேர்க்கை
योज्य क्वांटम संख्या,சேர்க்கை குவாண்டம் எண்
संकलन अभिक्रिया,சேகரிப்பு எதிர்வினை
योज्यता,சேர்க்கை
एडीट्रॉन,அடிட்ரான்
पता*,தெரியும்*
पता अभिकलन,முகவரி கணக்கீடு
पता-स्थल,முகவரி
पता-कूटवचन,முகவரி குறியாக்கம்
पता व्यंजक,முகவரி வெளிப்பாடு
पता-सुगमता,முகவரித்திறன்
