Kannada,Odiya
ಹೊಂದಾಣಿಕೆಯ ಗುಣಲಕ್ಷಣಗಳು,ଆଡାପ୍ଟିଭ୍ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ |
ಹೊಂದಾಣಿಕೆಯ ವಿನಾಯಿತಿ,ଆଡାପ୍ଟିଭ୍ ଇନମୁନିଟି |
ಅಡಾಪ್ಟಿವ್ ವಿಕಿರಣ,ଆଡାପ୍ଟିଭ୍ ବିକିରଣ |
ಹೊಂದಾಣಿಕೆಯ ಲಕ್ಷಣ,ଆଡାପ୍ଟିଭ୍ ଗୁଣ |
ಅಡಾಕ್ಸಿಯಲ್ ಮೇಲ್ಮೈ,ଆଡକ୍ସିଆଲ୍ ଭୂପୃଷ୍ଠ |
ವ್ಯಸನಕಾರಿ ಕಾಯಿಲೆ,ନିଶା ବ୍ୟାଧି |
ತಿಕ್ಕಲು,ଆଡେନିନ୍
ಒಂದು ತತ್ತ್ವ,ଆଡେନୋକର୍ଟିକୋଟ୍ରୋପିନ୍ |
ತತ್ತ್ವ,Adenehiopophisisisis
ತಿರಸ್ಕಾರ,ଆଡେନୋଜିନ୍ ଡିଫୋସେଫେଟ୍ |
ಅಂಧ,ଆଡେନୁସିନ୍ ତ୍ୟାଗ କର |
ಅಸಿನಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್,ଆଡେନୁସିନ୍ ମୋନୋଫୋସଫେଟ୍ |
ಅಡೆನೊಸಿನ್ ಟ್ರೈಫಾಸ್ಫೇಟ್ (ಎಟಿಪಿ),ଆଡେନୁସିନ୍ ଟ୍ରିପ୍ଫେଟ୍ (ATP)
ತಿರಸ್ಕಾರ,ଆଡେନିଲେଟ୍ ସାଇକ୍ଲାଜିନ୍ |
ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ,ଆଡେସିଭ୍ ଫୋର୍ସ |
ಅಡಿಪಡಿ,ଆଡିପେଟ୍ କରନ୍ତୁ |
ಅಡಿಪೋಸೈಟ್ (ಕೊಬ್ಬಿನ ಕೋಶ),Adipocyte (ଫ୍ୟାଟ୍ ସେଲ୍)
ಅಡಿಪಾಯಿ ಅಂಗಾಂಶ,ସିସ୍ୟୁଜ୍ ଟିସୁ |
ಮಡಿ,ଆଡନେଟ୍ |
ಪಕ್ಕದ ಸಮುದಾಯ,ସଂଲଗ୍ନ ସମ୍ପ୍ରଦାୟର |
ಮೂತ್ರಜನಕಾಂಗ,ଆଡ୍ରେନାଲ୍
ಅಡ್ರಿನಲ್ ಗ್ರಂಥಿ,ଆଡ୍ରେନାଲ୍ ଗ୍ରନ୍ଥି |
ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಎಚ್),ଆଡ୍ରେନିକୋ ବୋଟ୍ରୋପିକ୍ ହରମୋନ୍ (ACTH)
ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಬಿಡುಗಡೆ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಆರ್ಹೆಚ್),ଆଡ୍ରେନାକର୍ଟିକୋଟ୍ରପିକ୍ ରିଲିଜ୍ ହରମୋନ୍ (ACTRH)
ಹೊರಹೀರುವ,ଆଡସରବେଣ୍ଟ
ಹೊರಹೀರತೆ,ଆଡେର୍ସନ୍
ಸುಧಾರಿತ ಸ್ವರಮೇಳ,ଉନ୍ନତ ମୂଲ୍ୟ |
ಅನುಕೂಲಕರ ರೂಪಾಂತರ,ଲାଭଦାୟକ ଗଣିତ |
ಸಾಹಸದ,ଦୁ vent ସାହସିକ କାର୍ଯ୍ୟ |
ಸಾಹಸಿ ಮೂಲ,ଖରାପ ମୂଳ
ದುಷ್ಪರಿಣಾಮ,ପ୍ରତିକୂଳ ପ୍ରଭାବ
ಈಡಿಸ್,AED ଗୁଡିକ
ಸಂಸ್ಕೃತಿಯ ಗಾಳಿ,ସଂସ୍କୃତିର ଆରେସନ୍
ವಾಮಪಂಥೀಯ,ଆତଙ୍କିତାମା |
ವೈಮಾನಿಕ,ବାୟୁ
ವೈಮಾನಿಕ ಮೂಲ,ବାୟୁଏଟ୍ ମୂଳ |
ವೈಮಾನಿಕ ಚಿಗುರು,ଏରିଲ୍ ସୁଟ୍ |
ಏರೋಬಿಕ್ ಉಸಿರಾಟ,ଏରୋବିକ୍ ଶ୍ iration ଗଡା |
ಏರೋಬಿಕ್ ಉಸಿರಾಟ,ଏରୋବିକ୍ ଶ୍ iration ଗଡା |
ಸೌಂದರ್ಯಶಾಸ್ತ್ರ,ସ est ନ୍ଦର୍ଯ୍ୟ
ಅಸ್ವಸ್ಥತೆ,ବାୟେ
ಅಸ್ವಸ್ಥತೆ,ବାୟେ
ವಿಪರೀತ,ବିଶଙ୍ଗ
ಅಫಿನಿಟಿ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ,ଆଫିନିଟି କ୍ରୋମାଟୋଗ୍ରାଫି |
ಪೀಡಿತ ಅಂಗ,ଅଙ୍ଗପ୍ରତ୍ୟଙ୍ଗ ଅଙ୍ଗ |
ಸಂಯಮ,ଆଗ ଶତ୍ରୁମାନଙ୍କର
ಗಗನಯ,ଆଗାମୋପର୍ମୀ |
ಗಾಡಿ,ଅଗର
ಜನಗಮಣ,ଆଗ୍ରୋଜ୍
ಅಗರೋಸ್ ಜೆಲ್ ಎಲೆಟ್ರೋಫೊರೆಸಿಸ್,ଆଗାରୋସ୍ ଗେଲ୍ ଇଟ୍ରୋଫୋରସ୍ |
ಅಗರೋಸ್ ಪಾಲಿಮರ್ ಜೆಲ್,ଆର୍ଗ୍ରୋଜ ପଲିମର ଜେଲ୍ |
ಚೂರುಪಾರು,ଆଗିଷ୍ଟ
ಭೂತಾಳೆ,ଆଗେଭ୍
ವಯಸ್ಸಿನಲ್ಲಿ ವಿತರಣೆ,ବୟସ ବଣ୍ଟନ |
ವಯಸ್ಸು ಪಿರಮಿಡ್,ବୟସ ପିରାମିଡ୍ |
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,Agglutination
ಒಟ್ಟು,ସମୁଦାୟ
ಕೋಶಕ ಒಟ್ಟು,ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |
ಕೋಶಕ ಒಟ್ಟು,ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,ମିଳନ
ಆಕ್ರಮಣಶೀಲತೆ,ଆକ୍ରମଣାତ୍ମକତା
ಚಮತ್ಕಾರ,Agiitor ତନ୍ତ୍ର
ಅಜ್ಞಾತ,ଆଗନାଥା
ಗಾಡಿ,ଆଗାଉଟି
ಪಂಥದ,ଆଗ୍ରାନାଲ କ୍ଲୋରୋପ୍ଲାଷ୍ଟ |
ಕೃಪಣದ,ଆଗ୍ରାନୁଲାର୍
ಪಂಥಿ,ଆଗ୍ରାନୁଲୋସେଟେଟ୍ |
ಕೃಷಿ,କୃଷି
ಕೃಚಾರಕ,Agroftry
ಆಗ್ರೊಬ್ಯಾಕ್ಟೀರಿಯಂ ಮಧ್ಯಸ್ಥಿಕೆ,Agrobacterium ମଧ୍ୟସ୍ଥି |
ಅಗ್ರೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಟ್ಯೂಮೆಫಾಸಿಯನ್ಸ್,Agrobacterium tumfacienss |
ಕೃಷಿ ರಾಸಾಯನಿಕ,ଆଗ୍ରୋକେମିକାଲ୍ |
ಕೃಷಿ ರಾಸಾಯನಿಕ,ଆଗ୍ରୋକେମିକାଲ୍ |
ಕೃಷಿ ವಲಯ,Agrovillatatic ଜୋନ୍ |
ಕೃಷಿ ಲಕ್ಷಣ,କ agnownom ଣସି ଗୁଣଗତ ଗୁଣ |
ಕೃಷಿ ವಿಜ್ಞಾನ,କିରେନୋନୋମ୍ବନ
ನೆರಳು,ଏଡଡ୍ସ
ಗಾಳಿಗೊಡೆ,ଏୟାର ବ୍ଲାଡର |
ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ,ଶିତତାପ ନିୟନ୍ତ୍ରଣକାରି
ಗಾಳಿಯ ಮಾರ್ಗ,ବାୟୁ ପାସ୍ |
ವಾಯು ಮಾಲಿನ್ಯ,ବାୟୁ ପ୍ରଦୂଷଣ
ಗಾಳಿಯ ಚೀಲ,ଏୟାର ଥଳି
ವಿಮಾನ ನಿರ್ವಾತ,ବାୟୁ ଶୂନ୍ୟ
ಗಾಳಿ ಮರೆಯುವ,ବାୟୁ ନିଶ୍ୱାସ ନେବା |
ತಲ್ಲಣ,ଅଲିନ୍ |
ಅಲರಿ ಸ್ನಾಯು,ଆଲେରୀ ମାଂସପେଶୀ |
ಅಲಸ್ಕನ್ ಕಂದು ಕರಡಿ,ଆଲାସ୍କାନ୍ ବ୍ରାଉନ୍ ଭାଲୁ |
ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ,ଆଲବିନୋ |
ದಾಸ್ಯ,ଆଲବୁଗୋ |
ಉಣ್ಣೆಯಂಥ,ଆଲବମିନ |
ಉಬ್ಬು ಬೀಜದ ಬೀಜ,ଆଲବମିନସ୍ ବିହନ |
ಬಿಲ್ಲಿನ,ଆଲବୁମିନିରିଆ |
ಪಾರಾಗಲಿ,ଆଲବର୍ନମ୍
ಹದಮುದಾಯಿ,ଆଲେଡା
ಆಲ್ಡಿಹ್ಯೀಡ್,ଆଲଡେହେଡି
ಆಲ್ಡೋಸ್ಟಾನ್ ವ್ಯವಸ್ಥ,ଆଲଡୋଷ୍ଟେରନ୍ ସିଷ୍ଟମ୍ |
ಆಲ್ಡೋಸ್ಟಲಿಗೆ,ଆଲଡୋଷ୍ଟେରୋନ୍ |
ಅಲ್ಯೂರೋನ್ ಪದರ,ଆଲେରୋନ୍ ସ୍ତର |
ಕಣ್ಣುಹಾಯ,ଆଲେରୋପ୍ଲେଷ୍ଟ |
ಉಚ್ಚಾರಣಾ,Alfalfa
ಪಾಚಿಯ ಹೂವು,ଆଲଗାଲ୍ ଫୁଲ |
ಪಾರಿಗೊಣ,ଅପଗନ୍
ಅನ್ಯಲೋಕದ ಡಿಎನ್‌ಎ,ଏଲିଏନ୍ ଡିଏନ୍
ಅನ್ಯ,ଏଲିଏନ୍ ପ୍ରଜାତି |
ಜೋಡಣೆ,ପରିଚାଳିତ
ಜೋಡಣೆ,ପରିଚାଳିତ
ಅಲಿಮೆಂಟಿನ ಕಾಲುವೆ,ଆଲିମେଣ୍ଟେରି କେନାଲ୍ |
ಅಲಿಮೆಂಟರಿ ವ್ಯವಸ್ಥೆಯ,ଆଲିମେଣ୍ଟାରୀ ସିଷ୍ଟମ୍ |
ಮಿತ್ರತತ್ವ,ଆଲି ବ୍ୟଞ୍ଜସେମେସେସ୍ |
ಕ್ಷಾರೀಯ,ଆଲକାଲାଇଡ୍ |
ಕ್ಷಾರೀಯ,କ୍ଷାରିକ |
ಕ್ಷಾರೀಯ,ଅଲକାପଟୋନେର୍ଜିଆ
ನಾರು,ଆଲାନ୍ସିଟ୍
ಆಲೀಲ್ ಆವರ್ತನ,ଆଲେଲେ ଫ୍ରିକ୍ୱେନ୍ସି |
ಇಳಿಜಾರು,ଆହେଲେ |
ಅಲಿಮಾರ್ಫಿಕ್ ಜೋಡಿ,ଆଲୋଲେମୋମିକ୍ ଯୋଡି |
ಅಲರ್ಜಾಟ,ଆଲ୍ରେଜେନ |
ಅಲಿಗ್ನ,ଆଲିଗେଟର୍ |
ಆಲಿಯಂ ಸೆಪಾ,ଅସ୍ତ୍ରଶିୟ୍ ସେପୁ
ಅಲೋಗಮಿ,ଆଲଗଲାମି |
ಅರಿಯುವವಳು,ଆଲିଗ୍ରାଫ୍ଟ |
ಅಲೋಪ್ಯಾಟ್ರಿಕ್ ಸ್ಪೆಸಿಪೇಶನ್,ଆଲପ୍ପାଟ୍ରିକ୍ ଯଥାର୍ଥ |
ಸೂತ್ರ,ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |
ಅಲೀರಿಕ್ ಪರಿಣಾಮ,ଆଲିସ୍ମିକ ପ୍ରଭାବ
ಅಲೋಸ್ಟರಿಕ್ ಕಿಣ್ವ,ଆଲିଶୋରଙ୍କ ଏନଜାଇମ୍ |
ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿರೋಧಕ,ଆଲିସ୍ଟର ଇନହିବିଟର୍ |
ಅಲೋಸ್ಟೆರಿಕ್ ಮಾಡ್ಯುಲೇಷನ್,ଆଲିସ୍ମିକ ମୋଡୁଲେସନ୍ |
ಅಲೋಸ್ಟರಿಕ್ ಸೈಟ್,ଆଲିସର୍ଏଣ୍ଟିକ୍ ସାଇଟ୍ |
ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿಬಂಧಕ,ଆଲିସ୍ଟର ପ୍ରତିବନ୍ଧକ |
ತಟೆಾತ್ರಾ,Allototreplid
ದಾಸ್ಯ,Alnus
ಅಡೆ,ଆଲୋ
ಆಕ್ಸಾನ್ ಉದ್ದಕ್ಕೂ,ଆକ୍ସନ୍ ସହିତ |
ಆಲ್ಫಾ-ಆಂಟಿಟ್ರಿಪ್ಸಿನ್,ଆଲଫା-ଆଣ୍ଟିକ୍ରିପ୍ସିନ୍ |
ಆಲ್ಫಾ-ಲಾಕ್ಟಾಲ್ ಬ್ಯೂನ್,ଆଲଫା-ଲାକ୍ଟାଲବ୍ୟୁମିନ୍ |
ಆಲ್ಪೈನ್ ಹವಾಮಾನ ಸ್ಥಿತಿ,ଆଲପାଇନ୍ ଜଳବାୟୁ ଅବସ୍ଥା |
ಆಲ್ಪೈನ್ ಹುಲ್ಲುಗಾವಲು,ଆଲପାଇନ୍ ମଟର |
ಆಲ್ಪೈನ್ ವಲಯ,ଆଲପାଇନ୍ ଜୋନ୍
ಆಲ್ಸ್ಟೋನಿಯಾ,ଆଲଷ୍ଟୋନିଆ
ಪರ್ಯೇಡು,ସର୍ବୋଚ୍ଚame
ಪರ್ಯಾಯ,ବିକଳ୍ପ
ಪೀಳಿಗೆಯ ಪರ್ಯಾಯ,ପି generation ଼ିର ବିକଳ୍ପ
ಎತ್ತರ ಕಾಯಿಲೆ,ଉଚ୍ଚତା ରୋଗ
ಎತ್ತರ,ଉଚ୍ଚତା
ಅಲ್ವಿಯೋಲಾರ್ ನಾಳ,ଆଲଭୋଲାର୍ ନଳୀ |
ಮಣ್ಣು,Aytes
ಆಲ್ z ೈಮರ್ ಕಾಯಿಲೆ,ଅଲଜାଇମର ରୋଗ |
ಅಮಾಮಿನ ಕೋಶ,ଆମାକରାଇନ୍ ସେଲ୍ |
ಹುಳ,ଅମରନ୍ତାସିଦା |
ಹುಳಿ,ଅମରାନ୍ତିନ |
ಸುತ್ತುವರಿದ ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆ,ପରିବେଶ ଓସମାଟିକ୍ ଏକାଗ୍ରତା |
ಅಂಬಿಸ್ಟೋಮ,ଅମ୍ବିଷ୍ଟୋମା |
ಅಸ್ಫುಲ್,ବନ୍ଧୁତ୍ୱ
ಅಮೈನೊ ಆಸಿಡ್,ଆମିନୋ ଏସିଡ୍ |
ಅಮೈನೊ ಆಸಿಡ್ ಸ್ವೀಕಾರಕ,ଆମିନୋ ଏସିଡ୍ ଗ୍ରହଣକାରୀ |
ಅಮೈನಾಕ್ಲ್ ಟಿ ಆರ್ಎನ್ಎ ಸಿಂಥೆಟೇಸ್,AminoicaL t rna syntHetase |
ಅಮೈನೊಅಸಿಲೇಷನ್,ଆମିନୋଫାଇସନ୍ |
ಅಮೀಟಾಸಿ,ଅମିତୋସାଇସ୍ |
ಅಮೋನಿಯ,ଆମୋନିଆ
ಅಮೋನೀಕರಣ,ଆମୋନିଫିକେଟ୍
ಅಮ್ಮನೋಟೆಲಿಸಂ,ଆମାମୋଟେଲ୍ଜିମ୍ |
ಜ್ಯೂನಿಯೊಸೆಂಟಿಸ್,ଆମନିଓସେଣ୍ଟେସିସ୍ |
ಆಮದೋಸೆಂಟೆಸಿಸ್ ತಂತ್ರ,ଆମନିଓସେଣ୍ଟେଟିସ୍ କ techni ଶଳ |
ಅಮ್ನಿಯೈಟ್,ଆମନିଓକେଟ୍ |
ಮಂಕಾದ,ଆମନିଅନ୍
ಆಮ್ನಿಯೋಟಿಕ್ ದ್ರವ,ଆମନିଓଟିକ୍ ଫ୍ଲୁଇଡ୍ |
ಜಾಮ್ನಿಯೆಟಿಕ್ ಮೆಂಬರೇನ್,ଆମନିଓଟିକ୍ ମେମ୍ବ୍ରେନ୍ |
ಜಾಮಿಕಾಟದ ಚೀಲ,ଆମନିଓଟିକ୍ ଥଳି |
ಅಮೀಬ,ଆମୋବା
ಅಮೀಬೋಸೈಟ್,ଆମୋବାଇଟିଟ୍ |
ಅಮೀಬಯುಡಿ,ଆମୋବିଏଡ୍
ಅಮೀಬಯಿಡ್ ಲಿಂಫೋಸೈಟ್,ଆମୋବିଏଡ୍ ଲିମ୍ଫୋସିଟିଟ୍ |
ಅಮೀಬಯಿಡ್ ಚಲನೆ,ଆମୋବିଏଡ୍ ଆନ୍ଦୋଳନ |
ಅರೂಪದ,ଆମୋରଫସ୍ |
ಮೊತ್ತ,ପରିମାଣ
ಆಭರಣ,ଆମ୍ଫେଟାମାଇନ୍ |
ಉಭಯಚರ,ଆମ୍ଫିବିଆ
ಉಭಯಚರ,ଆମ୍ଫିବିଆନ୍
ಉಭಯಚರ,ଆମ୍ଫିବିଆନ୍
ಉಲ್ಬಣ,ଆମ୍ଫାଇଓକ୍ସସ୍ |
ಆಂಫಿಯೋಕ್ಸಸ್ ಲ್ಯಾನ್ಸೊಲಾಟಸ್,ଆମ୍ଫାଇଓକ୍ସସ୍ ଲାନସୋପାଟସ୍ |
ಉಭಯಪಕ್ಷೀಯ,ଆମ୍ଫିସିଚିକ୍ |
ಉಭಯಚರ ಲಿಪಿಡ್,ଆମ୍ଫିପିଟିକ୍ ଲିପିଡ୍ |
ಉಚ್ಚಾರೆ,ଆମ୍ଫାଇସାର୍କା |
ಲೋಕದ,Ampicilillin
ಹಲ್ಲು,ଅମପୁଲାଲା |
ಶಿರೋಕ್ತಿ ಗ್ರಂಥಿ,ଆମପୁଲାରୀ ଗ୍ରନ୍ଥି |
ಅಮಿಗ್ಡಾಲ್,ଆମିଜିଡାଲ୍ |
ಬಾಚು,ଆମିଗଡାଲେ |
ಅಮಿಗ್ಲಿನ್,ଆମିଗାଡାଲିନ୍ |
ಮಂಕಾದ,ଆମିଲେଜ୍
ಅಮಿಲೋಪ್ಲಾಸ್ಟ್,ଆମିଏଲପ୍ଲାଷ୍ଟ |
ಅ ೦ ಗಡಿ,ଅବାନା
ಹಳ್ಳ,ଅରବା
ಅನಾಬಲಿನ ​​ಮಾರ್ಗಗಳು,ଆନାବୋଲିକ୍ ପଥ |
ಅನಾಬಾಲಿಸಂ,ଆନାବୋଲିଜିମ୍ |
ಅನಾಕಾರ್ಡಿಯಾಸಿ,ଆନାଚାର୍ଡସିଆନା |
ರಕ್ತಹೀನತೆ,ରକ୍ତଦାତା
ಬಯೆರೋಲೆ,ଆନାରୋବେ |
ಆಮ್ಲಜನವ್ಯಕ್ತಿ,ଆନାରୋବିକ୍ ଇନ୍ଧନ |
ಆಮ್ಲಜನವ್ಯಕ್ತಿ,ଆନାରକୋବର ଶ୍ iration ାସକ୍ରିୟା |
