Hindi,Gujarati
आश्लेषण,Agલટ
पुंज,સમૂહ
पुटक पुंज,એકંદર
पुटक समुच्चय,એકંદર
"समुच्चय, समुच्चयन",એકંદર
आक्रामकता,આક્રમકતા
प्रक्षोभक तंत्र,આંદોલનકારી પદ્ધતિ
ऐग्नेथा,એકરાગ
अगूटी,અણી
ग्रेना-रहित हरितलवक,અગ્રાણ ક્લોરોપ્લાસ્ટ
"अकणकीय, रवाहीन",એકરારવાળું
अकणिकाणु,એગ્રાન્યુલોસાઇટ
"कृषि, खेती",કૃષિ
कृषिवानिकी,કૃષિ -પ્રવેશ
"ऐग्रोबैक्टीरियम माध्यित, कृषि-जीवाणु माध्यित",મધ્યસ્થી
ऐग्रोबैक्टीरियम टूमिफेसियन्स,એગ્રોબેક્ટેરિયમ ટ્યુમેફેસિઅન્સ
कृषि-रसायन,કૃષિ -તકનીકી
कृषि रसायनिक,કૃષિ -તકનીકી
कृषि-जलवायु अंचल,કૃષિ -ક્ષેત્ર
सस्यीय विशेषक,કૃષિવિજ્ trાન
सस्यविज्ञान,કૃષિવિજ્yાન
एड्स,સહાય
वायु आशय,હવાઈ ​​મૂત્રાશય
वातानुकूलक,હવાઈ ​​કન્ડિશનર
वायु पथ,હવાઈ ​​માર્ગ
वायु प्रदूषण,હવા પ્રદૂષણ
वायु कोश,હવાઈ ​​કોથળી
वायु धानी,હવાઈપૂટી
वायु-श्वसन,હવાઈ ​​શ્વાસ
एलेन,અણીદાર
पक्षाकार पेशी,અણીદાર સ્નાયુ
अलास्काई भूरा भालू,અલાસ્કા બ્રાઉન રીંછ
वर्णकहीन,કોયડો
ऐल्बूगो,કાંચક
ऐल्बूमिन,આલ્બ્યુબિન
ऐल्बूमिनी बीज,શામક બીજ
"ऐल्बूमिनमेह, ऐल्बूमिन्यूरिया",આલ્બમિન્યુરિયા
"रसकाष्ठ, एल्बर्नम",આવરણ
ऐल्सीडी,અણી
ऐल्डिहाइड,શણગાર
ऐल्डोस्टेरोन तंत्र,મિથોસ્ટેરોન
ऐल्डोस्टेरोन,અલડોસ્ટેરા
ऐल्यूरॉन परत,Alલ્યુરોન સ્તર
ऐल्यूरोप्लास्ट,એક જાતનો અવાજ
ऐल्फाल्फा,એક જાતની કળા
शैवाल प्रस्फुटन,એલ્ગલ મોર
ऐल्जिन,જાસૂસ
विजातीय डी. एन. ए,પરાયું ડીએનએ
विदेशी जाति,પરિયન જાતિઓ
संरेखण,ગોઠવણી
अनुयोजन,ગોઠવણી
आहार नाल,ઉદાર નહેર
आहार-तंत्र,અંતરીલ પદ્ધતિ
ऐलिस्मेसी,અણી
ऐल्केलॉइड,ક્ષુદ્ર
क्षारीय,ક્ષુદ્ર
ऐल्कैप्टनमेह,આલ્કીપ્ટોન્યુરિયા
अपरापोषिका,અણી
विकल्पी आवृत्ति,એલીલ આવર્તન
"विकल्पी, युग्मविकल्पी",એલીલ
विकल्पी युग्म,એલેલોમોર્ફિક જોડી
"प्रत्यूर्जक, एलर्जन",એલર્જન
"नक्र, ऐलिगेटर",મગર
ऐलियम सीपा,એલીયમ સી.પી.ઇ.પી.એ.
परनिषेचन,સહ -સંબંધ
अपरनिरोप,અલગ
विस्थानिक जाति-उद्भवन,એલોપેટ્રિક સ્પષ્ટીકરણ
अपरबहुगुणित,ફિલોપ્લોઇડ
अपरस्थली प्रभाव,એલોસ્ટીક અસર
अपरस्थली एंजाइम,એલોસ્ટીક ઉત્સુક
अपरस्थलीय संदमक,એલોસ્ટીક અવરોધક
अपरस्थली मॉडुलन,ખેલ -મોડ્યુલેશન
अपरस्थलीय स्थान,એલોસ્ટીક સ્થળ
अपरस्थली संदमन,એલોસ્ટીક અવરોધ
अपरचतुर्गुणित,એલોટેટ્રાપ્લોઇડ
ऐलनस,કૃતિ
ऐलो,કુંવાર
ऐक्सॉन की दिशा में,ચેતાક્ષની સાથે
ऐल्फा-ऐंटीट्रीप्सिन,આલ્ફા-એન્ટાઇટ્રિપ્સિન
"ऐल्फा लैक्टऐल्बूमिन, ऐल्फा-दुग्धऐल्बूमिन",અણી
अल्पाइन जलवायवीय परिस्थिति,આધ્યાત્મિક આબોહવાની સ્થિતિ
अल्पाइन शाद्वल,ઘાસચારો
अल्पाइन क्षेत्र,આલ્પાઈન ઝોન
ऐल्स्टोनिया,અલ્ટોનીયા
आल्टर्नेरिया,અનાદર
एकांतर,વૈભવી
पीढ़ी-एकांतरण,એકાંત
तुंगता अस्वस्थता,Altણ માંદગી
तुगंता,Altંચાઈ
कूपिका वाहिनी,મૂર્ત નળી
एलाइटीज,પહાડી
ऐल्जाइमर रोग,અલ્ઝાઇમર રોગ
अतंत्रिकाक्षी कोशिका,આદિક કોષ
अमारेंथेसी,અમરાન્થેસી
अमारेंथस (चौलाई),અમરાન્થસ
परिवेश परासरणी सांद्रण,આસપાસના ઓસ્મોટિક એકાગ્રતા
ऐम्बिस्टोमा,મંગળિયા
ऐमाइड,કાર્યરત થવું
ऐमीनो अम्ल,એમિનો એસિડ
ऐमीनो अम्ल-ग्राही,એમિનો એસિડ સ્વીકારનાર
ऐमीनोएसिल टी-आर.एन.ए.सिन्थेटेज,એમિનોસિલ ટી આર.એન.એ.
ऐमीनोएसिलीयन,જાદુગરી
असूत्री विभाजन,ક્ષુત્વ
अमोनिया,તરંગ
अमोनीकरण,ચંદ્ર
अमोनिया-उत्सर्जन,દ્વેષીકરણ
उल्बवेधन,મૈવસેન્ટિસીસ
उल्बवेधन तकनीक,મણકાલોની તકનીક
उल्बकोशिका,Amnoocyte
उल्ब,મૈથુન
उल्ब तरल,મણિ -પ્રવાહી
उल्ब कला,મખરોધ
उल्ब कोश,મખસુડ
अमीबा,અમીર
"अमीबाणु, अमीबीकोशिका",એમોએબોસાઇટ
"अमीबाभ, अमीबीय",અમીર
अमीबाभ लसीकाणु,એમોએબોઇડ લિમ્ફોસાઇટ
"अमीबीय गति, अमीबाभ गति",એમીબોઇડ આંદોલન
"रवाहीन, अक्रिस्टलीय",આકારહીન
"मात्रा, परिमाण",રકમ
ऐम्फेटैमीन,મેફેટેમાઇન
ऐम्फिबिया,ઉન્માદ
ऐम्फिबियन (प्राणी),ઉન્માદ
उभयचर,ઉન્માદ
एम्फिऑक्सस,Amન
ऐम्फिऑक्सस लेन्सयोलेटस,Amણપત્ર
उभयसंवेदी,ઉભય
उभयसंवेदी वसा,ઉભયપથિક લિપિડ
ऐम्फिसार्का,Amતરતી કળા
ऐम्पिसिलिन,જાદુઈ
"तुंबिका, ऐंपुला",Amાંકી
तुंबिका ग्रंथि,Amકલી ગ્રંથિ
ऐमिग्डल,મસ્તક
वातामक,એમીગડેલ
ऐमिग्डालिन,એમીગડાલિન
एमिलेज,સ્ફોટક
मंडलवक,મેલીલોપ્લાસ્ટ
ऐनाबीना,અનોડો
ऐनाबस,અનોડો
उपचय पथक्रम,એનાબોલિક માર્ગ
उपचय,અનોખા
ऐनाकार्डिएसी,અનોખા
अरक्तता,રખડુ
"अवायुजीव, अनॉक्सी जीव",એનોરોબ
अवायवी ईंधन,એંટરોબિક બળતણ
"अवायु-श्वसन, अनॉक्सीय श्वसन",એંકોરોબિક શ્વસન
अवायवी आपंक पाचित्र,એનારોબિક કાદવ પાચક
"अवायवी, अवायुजीवी",એંટરો
एनाइमा,અનોદ
"गुदीय, गुद",ગુદા
पक्षांत,ગુદા
"गुदीय द्वारक, गुद छिद्र",ગુદા છિદ્ર
गुदलूम,ગુદા સર્કી
पक्षांत पाश,ગુદા લૂપ
गुदशूक,ગુદા શૈલી
समवृत्ति,સમાન
"सदृश, अनुरूप",સમાન
समवृत्तिता,સાદ્રશ્ય
"सादृश्य, अनुरूपता",સાદ્રશ્ય
विश्लेषण,વિશ્લેષણ
पश्चावस्था,એફેઝ
शारीरी रोध,એનાટોમિક અવરોધ
शारीरीय पक्ष,શરીરરચનાવિષયક પાસા
शारीरज्ञ,શરીરરચનાવિજ્istાની
शारीर,શરીરરચના
पूर्वज वंशज अनुक्रम,પૂર્વજ વંશજ અનુક્રમ
पूर्वज वंशक्रम,પૂર્વજોનો વંશ
पूर्वज अनुक्रम,પૂર્વજો
ऐंकिलोस्टोमा,આદ
पुमंग,જનનુભારી
"ऐंड्रोजेन, पुंजन",થાંભલા
अरक्तता,રખડુ
अनेमनी,ક anંગું
असुगुणित,Anડતું
असुगुणिता,Anન
ऐंजाइना,કંઠમાળ
वाहिकाचित्र,ઝેરગ્રામ
ऐंजिओग्राफ,ઝ પણરો
"वाहिकाचित्रण, ऐंजिओग्राफी",ઝળહળાકાર
"वाहिका-संधान, ऐंजिओप्लास्टी",રંગની કળા
आवृतबीजी,કણક
ऐंजिओटेन्सिन,રંગગતિ
ऐंजिओटेन्सिनोजन,રંગગતિ
वडिश मीन,કોઠાર માછલી
ऐंग्विना,ઓગળવી
ऐन्गुइस,અંગૂઠા
प्राणी,પશુ
पशु,પશુ
पशु शमल,પ્રાણીનું છાણ
पशुपालन,પશુપાલન
प्राणी गुणसूत्रप्ररूपण,પશુ કેરીયોટાઇપિંગ
प्राणिजगत्,પ્રાણીસૃષ્ટિ
प्राणि-ऊतक,પશુ પેશી
ऐनिमेलिया,પોલાણ
ऋणायन,ઠગ
विषमदैशिक पट्ट,એશિશ
अनीलन,Ingંચે ચપટી
ऐनेलिड (प्राणी),નેલિડ
ऐनेलिडा,Annણપુટી
वार्षिक वलय,વાર્ષિક
वलयाकार,ઉશ્કેરાયેલું
"वलयांश, ऐन्यूल",વાંકું
असंगत प्ररूप,વિસંગત પ્રકાર
ऐनोफेलीज,પર્વતમાળા
चींटीखोर,કીડી
विरोधी,વિરોધી
दक्षिण ध्रुवीय,એન્ટાર્કટિક
शृंगिका,એન્ટેના
ऐन्टेना संकुल,એન્ટેના સંકુલ
शृंगिका ग्रंथि,દ્વેષી ગ્રંથિ
अग्र (अधर) घूसर शृंग,અગ્રવર્તી (વેન્ટ્રલ) ગ્રે હોર્ન
अग्र पीयूषिका,અગ્રવર્તી હાયપોફિસીસ
अग्र अंतरानिलयी परिखा,અગ્રવર્તી ઇન્ટરન્ટિક્યુલર સલ્કસ
परागकोश,ગૂંથ મારવો
पराग संवर्धन,એન્થર સંસ્કૃતિ
पुंधानी,માદક દ્રવ્યો
पुमणु,એન્થેરોઝોઇડ
ऐन्थोसिरोस,એન્થોસેરોસ
ऐन्थोसिरोटॉप्सिडा,એન્થોસેરોટોપ્સિડા
ऐन्थ्रैक्स,એક જાતની નશરીય
मानवजनित विलोपन,માનવશાસ્ત્ર
मानवविज्ञान,માનવશાસ્ત્ર
प्रतिजीवाणुक,એન્ટિબેક્ટેરનું
प्रतिजैविक पेनिसिलिन,એન્ટિબાયોટિક પેનિસિલિન
प्रतिजैविक प्रतिरोधी,એન્ટિબાયોટિક પ્રતિરોધક
प्रतिजैविक,એન્ટિબાયોટિક (ઓ)
"प्रतिरक्षी, प्रतिपिंड",એન્ટિબોડી
"प्रतिरक्षी युग्म, प्रतिपिंड युग्म",એન્ટિબોડી દંપતી
प्रतिरक्षी माध्यित प्रतिरक्षा,એન્ટિબોડી મધ્યસ્થી
प्रतिस्कंदक,એન્ટીકોએગ્યુલેંટ
प्रतिप्रकूट पाश (प्रतिकोडॉन पाश),એન્ટિકોડન લૂપ
प्रति-अवसादक,એન્ટીડિપ્રેસ
प्रतिमूत्रल हॉर्मोन,એન્ટિડ્યુરેટિક હોર્મોન (એડીએચ)
प्रतिजन जीन,જનીન
प्रतिजन-प्रतिरक्षी सम्मिश्र,એન્ટિજેન-એન્ટિબોડી સંકુલ
प्रतिजनी निर्धारक,એન્ટિજેનિક નિર્ધારક
प्रतिपोषक कारक,અસાધારણ પરિબળ
प्रतिऑक्सीकारक,વિરોધી
प्रतिव्यासांत केंद्रक,એન્ટિપોડલ ન્યુક્લિયસ
प्रति-अर्थक आर.एन.ए.,સમૃદ્ધ આર.એન.એ.
प्रतिविषाणुक प्रोटीन,એન્ટિવાયરલ પ્રોટીન
गह्वर,એન્ટ્રમ
अकेंद्रकी,સસલું
गुदा,ગુદા
दुश्चिंता विकार,અસ્વસ્થતા
महाधमनी चाप,એરોર્ટિક કમાન
कर्ण गुच्छिका,એરોર્ટિક ગેંગલીયન
महाधमनी अर्धचंद्र कपाट,એરોર્ટિક સેમિલ્યુનર વાલ્વ
महाधमनी कपाट,એરોર્ટિક વાલ્વ
पश्चावस्था वर्धक संमिश्र,એપીસી (સંકુલને પ્રોત્સાહન આપતા એનાફેસ)
कपि-सम पूर्वज,પૂર્વજ
ऐफिड,Apષધ
ऐफ्रोडाइट,ફેળખી
शीर्ष प्रभाविता,મડાગાંઠ
शीर्ष तल्प,સical
मधुमक्खीपालन,મધમાખી
ऐपिस इंडिका,સધ્ધર
अचलबीजाणु,પ્રપંચી
ऐप्लीसिया,Lyંચે જનનુસાર
ऐपोकार्पी,શોક
वियुक्तांडपी,જનનુભુના
वियुक्तांडपी अंडाशय,નમ્ર અંડાકાર
अपस्रावी ग्रंथि,શરદી
एपोएंजाइम,ઉપલોક
असंगजनिक,કોશિશ
असंगजनन,અનુવાદ
ऐपोप्लाज्म,Apળપડી
सुप्रवाही पथक्रम,Apપચારિક માર્ગ
एपोप्टोसिस,એપોપ્ટોસિસ
उपकरण,ઉપકરણ
उपांगी कंकाल,પરિપ્રેક્ષ્ય
अंधनाल की परिशेषिका,ક caકમનું પરિશિષ્ટ
ऐपल घोंघा,સફરજન
जलकृषि,જળચરઉછેર
ऐक्वापॉरिन,જળરોગ
जलीय ऐम्फिबियन,જળચર
जलीय रूप,જળચર
जलीय पर्यावास,જળચર રહેઠાણ
जलीय जीव,જળચર સજીવ
जलीय पादप,જળચર સંયંત્ર
जलीय श्वसन,જળચર શ્વસન
जलीय तरल,જલીય પ્રવાહી
"नेत्रोद, ऐक्विअस ह्यूमर",જલીય ભેજ
जलीय अंतःकोशिका तरल,જલીય ઇન્ટ્રા-સેલ્યુલર પ્રવાહી
जलीय नमूना,જલીય નમૂના
जलीय विलयन,જલી ઉકેલ
एक्विला,પાણી
ऐरेबिडॉप्सिस,અરબીડોપ્સિસ
एरेक्निडा,ક arંગન
एरेक्नॉइड (लूताजालाभ),અણીદાર
अरेनियस,અરાજક
वृक्षवत्,અવસ્થામાં
वृक्षवत् लाइकोपॉड,આર્બોરેસન્ટ લાઇકોપોડ
आद्य जीवाणु,પુરાતત્ત્વીય
स्त्रीधानी,પુરાતત્વ
द्वीपसमूह,દ્વીપસમૂહ
"उत्तरध्रुवीय, आर्कटिक",આર્ક્ટિક
आर्कटिक टर्न,આર્ક્ટિક ટર્ન
"उत्तरध्रुवीय टुंड्रा, आर्कटिक टुंड्रा",આર્ક્ટિક ટુંડ્ર
आर्डिया,આર્દિયા
एरियोली ऊतक,અનિયંત્રિત પેશી
"आर्जिमनी, पीली कंटीली",આર્ગેમોન (કાંટાદાર ખસખસ)
आर्जिमनी मेक्सिकाना,આર્જેમોન મેક્સિકોન
आर्जिनीन,આદુ
शुष्क प्रक्षेत्र,પગે પ્રદેશ
ऐरिस्टोलोकिएसी,Arંચે
भुजाकृत अशन,હાથોહારી
सैनिक शलभ (चने की सूंडी),સૈન્યની કીટ
ऐरॉयड,Arોળવું
ऐरोमा,સુગંધ
प्रग्राही,કરચલો
आर्टिमिजिया,કલાત્મક
धमनी प्रकुंचनी,ધમની સિસ્ટોલિક
धमनीकाठिन्यकारी,ખળભળાટવાળું
संधिपाद,આર્થ્રોપોડ
संधिशोथ,સંધિવા
"संधिपाद संघ, आथ्रोपोडा",આર્થ્રોપોડા
संधायक उपास्थि,લેખક કાર્ટિલેજ
संधिल,સ્પષ્ટ
संधित,સ્પષ્ટ
कृत्रिम गतिचालक,કૃત્રિમ પેસમેકર
कृत्रिम वरण,કૃત્રિમ પસંદગી
आर्टोकार्पस हेटेरोफिलस (कटहल),આર્કાર્પસ હેટોરોફિલસ
ऐस्बेस्टॉस रेशा,સુશોભિત
"ऐस्बेस्टॉसिता, ऐस्बेस्टॉस-आर्ति",એસ્બેસ્ટોસિસ
ऐस्केरिस,એક જાતનું
आरोही वर्णलेखन,ચડતી ક્રોમેટોગ્રાફી
ऐसिडिआ,હાસ્ય
ऐसिडियन,શણગારું
ऐस्कोकार्प,અકસ્માત
ऐस्कोमाइसिटीज,દૃ asતા
ऐस्कॉर्बिक अम्ल,એસર્બિક એસિડ
"ऐस्कस बीजाणु, ऐस्कोस्पोर",ગિરિણી
ऐस्कस,અકસ્માત
पटहीन,દંગાહી
अलैंगिक जनन,અજાતીય પ્રજનન
अलैंगिक बीजाणु,અજાતીય બીજકણ
ऐस्पेराजीन सिन्थेटेस,શારરી
"ऐस्पैरागस, शतावरी",શતાવરીનો શતાાયણ
ऐस्पार्टिक अम्ल,જાસૂસ એસિડ
ऐस्पर्जिलस नाइजर,સ્રાવ નાઇજર
ऐस्पर्जिलस,અકસ્માત
ऐस्फोडेलस टेनुईफोलियस,અફડેલસ ટેન્યુફોલિયસ
ऐस्पिरिन,તુરંત
"आमापन, ऐसे",પરાકાષ્ઠા
समुच्चय,એકત્રીકરણ
स्वांगीकरण दक्षता,આત્મસાત કાર્યક્ષમતા
स्वांगीकारी जड़,આત્મસાતુ મૂળ
सहायित जननिक तकनीक,પ્રજનન તકનીક
"साहचर्य क्षेत्र, सहभागिता क्षेत्र",મંડળનો વિસ્તાર
सहचारी सहजीविता,સહ -સહજીવન
अपव्यूहन और पुनर्योजन,ભાત અને પુનર્વસન
कारक का अपव्यूहन,પરિબળ ભાત
ऐस्टाकस,અજાણ
ऐस्टेरेसी,જસ્ટરી
ऐस्टरेलीज,ખંડ
"क्षुद्र ग्रह, ग्रहिका",ગ્રહ
दमा,અસ્થમા
ऐस्ट्रागेलस गुमीफर,એસ્ટ્રાગાલસ ગમ્ફર
तारक तर्कु ध्रुव,અપાર્થિવ સ્પિન્ડલ ધ્રુવ
खगोलज्ञ,ખગોળશાસ્ત્રી
असममित गुणसूत्रप्ररूप,અસમપ્રમાણ કેરીયોટાઇપ
असममित,અસમપ્રમાણ
धमनीवसाकठिन्यमय,વિધવાલાને લગતું
"धमनीवसाकाठिन्य, ऐथिरोस्कलेरोसिस",વિધવાલા
धमनीवसाकठिन्यकारी लवांक,એથરોસ્ક્લેરોટિક તકતી
"शीर्षधर, ऐटलस",નગરો
"शीर्षधर कशेरुक, ऐटलस कशेरुक",એટલાસ વર્ટેબ્રા
वायुमंडल,વાતાવરણ
वायुमंडलीय,વાતાવરણીય
वायुमंडलीय निवेश,વાતાવરણીય ઇનપુટ્સ
परमाणु बल सूक्ष्मदर्शी,અણુ બળ માઇક્રોસ્કોપ
परमाणु,અણુ
ए. टी. पी. ऐज,એ.ટી.પી.
अलिंद संकुचन,ભયંકર સંકોચન
परिकोष्ठी रेशकीयन,સુશોભિત ફાઇબરિલેશન
परिकोष्ठी नैट्रीयूरेटिक कारक,એટ્રિલ નેટ્યુરેટિક ફેક્ટર (એએનએફ)
अलिंद ग्रंथिक,એટ્રિલ નોડ
अलिंद प्रकुंचन,એટ્રિલ સિસ્ટોલ
अलिंद-निलय ग्रंथिक,અતિશય નોડ
अलिंद-निलय कपाट,અતિશય વાલ્વ
अलिंद,કર્ણક
परिकोष्ठ,કર્ણક
ऐट्रोपा बेलाडोना,એટરોપા બેલાડોના
क्षीणता,કૃશતા
ऐट्रोपीन ऐल्केलॉइड,આલ્કલોઇડ
संलग्नी पट्ट,જોડાણ પ્લેટ
श्रवण वल्कुट,શ્રદ્ધા
ऑलोसाइरा,અનોલોસિરા
पालि,Ur રિકલ (ur રિક્યુલા)
अलिंद,Ur રિકલ (ur રિક્યુલા)
परिकोष्ठ,Ur રિકલ (ur રિક્યુલા)
कर्णपल्लव,Ur રિકલ (ur રિક્યુલા)
ऑस्ट्रेलोपिथेसिनीस,Australગરોપિથિસિન્સ
स्वपारिस्थितिकी,આરણવિજ્ologyાન
स्वचालित डी. एन. ए. अनुक्रमक,સ્વચાલિત ડીએનએ સિક્વેન્સર
स्वबहुगुणित,સ્વોલપ્લોઇડ
स्वविश्लेषित्र,ઓટોનાલિસર
स्वयुग्मन,સ્વતસ્તરી
स्वनिषेचन,સ્વતસ્તરી
स्वनिरोप,સ્વચાલિત
स्वप्रतिरक्षा रोग,સ્વયંપ્રતિકારક રોગ
ऑटोमोबाइल निष्कासित पदार्थ,ઓટોમોબાઈલ એક્ઝેકટ
स्वायत्त (अनैच्छिक) तंत्रिका-तंत्र,સ્વાયત્ત (અનૈચ્છિક) નર્વસ સિસ્ટમ
