Malayalam,Hindi
കണക്കെഴുത്തുകാരി,लेखाकार
അക്കൗണ്ട്,"कारण बताना, लेखा-जोखा देना"
അക്കൗണ്ട് തല,लेखा-शीर्ष
വർദ്ധിച്ച ആനുകൂല്യം,प्रोद्‌भूत हितलाभ
വർദ്ധിച്ച പെൻഷൻ,प्रोद्‌भूत पेन्शन
കൂന്വാരം,"संचय, संचयन"
കൃതത,"यथार्थता, परिशुद्‌धता"
സൂക്ഷ്മമായ,"यथार्थ, सही, परिशुद्‌ध"
ബോധിപ്പിക്കുന്ന,अभियोग लगाना
കുറ്റക്കാരന്,अभियुक्‍त
നേട്ടം,उपलब्‍धि
അംഗീകാരം,"पावती, प्राप्‍ति सूचना, अभिस्वीकृति"
അംഗീകാരത്തിന്റെ,"पावती पत्र, रसीदी"
പരിചയം,"(व्यक्‍ति) परिचित, परिचय"
കൈവശപ്പെടുത്തൽ,"अधिग्रहण, अर्जन"
കുറ്റപാട്വിൽപ്പന,"भुगतान, भरपाई, निस्तारण"
പവര്ത്തിക്കുക,"कार्य, कृत्य, अधिनियम"
അഭിനയ അലവൻസ്,कार्यकारी भत्‍ता
പവര്ത്തി,"कार्रवाई, क्रिया, कार्य, संघर्ष"
പ്രവർത്തന പദ്ധതി,कार्य योजना
സജീവമായ,सक्रिय
സജീവമായി,"सक्रियता से, सक्रियतापूर्वक"
ചുറുചുറുക്കുള്ളവള്,"कर्मठ कार्यकता, सक्रियतावादी"
ദൈവിക പ്രവൃത്തി,दैव कृत्य
ദുരാചാരത്തിന്റെ പ്രവർത്തനം,कदाचार
കമ്മീഷന്റെയും ഒഴിവാക്കലിന്റെയും നിയമം,भूल-चूक
യഥാര്ത്ഥത്തിലുള്ള,वास्तविक
വാസ്തവങ്ങൾ,वास्तविक आंकडे
പൊരുത്തപ്പെടുത്തൽ,"अनुकूलन, रूपांतर"
കൂട്ടല്,"योग, जोड़, परिवर्धन"
അധിക നിരക്ക്,अतिरिक्‍त प्रभार
അധിക ഫണ്ട്,अतिरिक्‍त निधि
അധിക ഗ്രാന്റ്,अतिरिक्‍त अनुदान
അധിക വിവരം,"अतिरिक्‍त सूचना, अतिरिक्‍त जानकारी"
അധിക വേതനം,अतिरिक्‍त वेतन
കൂട്ടിച്ചേർക്കലും മാറ്റവും,परिवर्तन-परिवर्धन
അഭിസംബോധന ചെയ്യുക,"पता, अभिभाषण, संबोधन, संबोधित करना, मानपत्र, विचार करना"
വിലാസശാല,"पाने वाला, प्रेषिती"
സ്വാഗത വിലാസം,अभिनंदन पत्र
പരാപ്തമായ,पर्याप्‍त
ഇത് പാലിക്കുക,"पर दृढ़ रहना, पर जमे रहना"
ആഡ് ഹോക്ക്,तदर्थ
AD HOC ക്ലെയിം,तदर्थ दावा
താൽക്കാലിക സമിതി,तदर्थ समिति
താൽക്കാലിക വർദ്ധനവ്,तदर्थ वृद्‌धि
പരസ്യ ഹോക് പേയ്മെന്റ്,तदर्थ भुगतान
തൊട്ടുകിടക്കുന്ന,‍पार्श्‍वस्थ
തൊട്ടടുത്ത് (= തുടർച്ചയായ),"लगा होना, सटा होना"
വചലിക്കുക,स्थगन
നീരസം ചലനം,"स्थगन प्रस्ताव, काम रोको प्रस्ताव"
Cakudgge,न्यायनिर्णीत करना
ശിക്ഷിക്കപ്യം,न्यायनिर्णय करना
വിധിന്യായ,न्यायनिर्णयन
Adjudication,न्यायनिर्णायक
കമപ്പെടുത്തല്,समायोजन
രാജംഭരിക്കുക,"प्रशासन करना, देना, दिलाना, व्यवस्था करना"
സത്യപ്രതിഷേധിക്കുന്നു,शपथ दिलाना
ഭരണകൂടം,प्रशासन
നീതിയുടെ ഭരണം,न्याय-प्रशासन
ഭരണപരമായത്,प्रशासनिक
അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം,प्रशासनिक कार्रवाई
അഡ്മിനിസ്ട്രേറ്റീവ് മൂല്യനിർണ്ണയം,प्रशासनिक मूल्यांकन
അഡ്മിനിസ്ട്രേറ്റീവ് അംഗീകാരം,प्रशासनिक अनुमोदन
അഡ്മിനിസ്ട്രേറ്റീവ് അതോറിറ്റി,प्रशासनिक प्राधिकारी
അഡ്മിനിസ്ട്രേറ്റീവ് നിയന്ത്രണം,प्रशासनिक नियंत्रण
അഡ്മിനിസ്ട്രേറ്റീവ് തീരുമാനം,प्रशासनिक निर्णय
അഡ്മിനിസ്ട്രേറ്റീവ് വകുപ്പ്,प्रशासकीय विभाग
അഡ്മിനിസ്ട്രേറ്റീവ് ഹെഡ്,प्रशासनिक प्रधान
അഡ്മിനിസ്ട്രേറ്റീവ് ആസ്ഥാനം,प्रशासनिक मुख्यालय
ഭരണപരമായ നടപടികൾ,प्रशासनिक उपाय
ഭരണപരമായ ശക്തി,"प्रशासी शक्‍ति, प्रशासनिक शक्ति"
ഭരണപരമായ അനുമതി,प्रशासनिक मंजूरी
അഡ്മിനിസ്ട്രേറ്റീവ് രീതി,"प्रशासन तकनीक, प्रशासनिक प्रविधि"
അഡ്മിനിസ്ട്രേറ്റീവ് ട്രൈബ്യൂണൽ,प्रशासनिक अधिकरण
അനഭാക്ഷ്യം,ग्राह्‌यता: स्वीकार्यता
അനുവദനീയമായ ചെലവ്,ग्राह्‌य व्यय
സമ്മതിക്കുക,"प्रवेश करने देना, अंदर आने देना, स्वीकार करना, प्रविष्‍ट करना, दाखिल करना, दाखिला देना"
അഡ്മിറ്റ് കാർഡ്,"प्रवेश पत्र, प्रवेश पत्रक"
പ്രവേശിപ്പിച്ചു,"प्रविष्‍ट दाखिल, स्वीकृत"
ഉപദേഷ്ടാപ്പ്,भर्त्‍सना करना
ദന്തം,दत्‍तक
ച്ചക്കല്,दत्‍तकगृहीता
ദത്ത്,"अंगीकरण, दत्‍तक-ग्रहण"
പായപൂര്ത്തിയായി,"प्रौढ, वयस्क"
മായം,"अपमिश्रण, मिलावट"
വഭിചാരം,जारकर्म
മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി,वयस्क मताधिकार
പരസ്യ മൂല്യനിർണ്ണയം,यथामूल्य शुल्क
മുന്നേറുക,"अग्रिम, पेशगी"
അഡ്വാൻസ് ബുക്കിംഗ്,अग्रिम बुकिंग
അഡ്വാൻസ് കോപ്പി,अग्रिम प्रति
അഡ്വാൻസ് ഇൻക്രിമെന്റ്,अग्रिम  वृद्‌धि
അഡ്വാൻസ് പേയ്മെന്റ്,"अग्रिम अदायगी, अग्रिम भुगतान"
പ്രതികൂല പ്രവേശനം,"प्रतिकूल इंदराज, प्रतिकूल प्रविष्‍टि"
പ്രതികൂല പരാമർശങ്ങൾ,प्रतिकूल अभ्युक्‍ति
പ്രതികൂല റിപ്പോർട്ട്,प्रतिकूल रिपोर्ट
വിജ്ഞാപനം,विज्ञापन
ഉപദേശം,"सलाह, सूचना, संज्ञापन"
പേയ്മെന്റിന്റെ ഉപദേശം,"भुगतान सूचना, भुगतान-संज्ञापन"
ഉപദേശക സമിതി,सलाहकार समिति
ഉപദേശക സമിതി,सलाहकार परिषद्
വാദിക്കുക,"अधिवक्‍ता, एडवोकेट, पक्ष-समर्थक"
കാര്യങ്ങൾ,"कार्य, मामले"
സതവാങ്മൂലം,"शपथपत्र, हलफ़नामा"
ബന്ധം,संबंधन
സ്ഥിരീകരണം,"अभिपुष्‍टि, प्रतिज्ञान"
ഉറപ്പിക്കുന്ന,सकारात्मक
ഉളവാക്കുക,"समर्थ होना, प्रदान करना, दे सकना"
മേൽപ്പറഞ്ഞ,पूर्वोक्‍त
ശെറെഷ്,नए सिरे से
എതിരായി,"विरुद्‌ध, के प्रति, के सामने, के सम्मुख, की तुलना में"
വയസ്സ്,"आयु, उम्र, युग"
പ്രായപരിധി,आयु प्रमाणपत्र
വോട്ടവകാശത്തിനുള്ള പ്രായം,मताधिकार आयु
പ്രായപരിധി,आयु सीमा
നിര്വ്വഹണം,"अभिकरण, एजेंसी"
കാരപരിപാടി,कार्यसूची
വിരമിക്കലിന്റെ പ്രായം,सेवानिवृत्‍ति आयु
അപാദന പ്രായം,अधिवर्षिता आयु
അഗ്രഗേഷൻ,"समुच्चय, समूह"
ദു ved ഖിച്ചു,व्यथित
പ്രക്ഷോഭക്തി,आंदोलन
AGM,"वार्षिक महासभा, वार्षिक आमसभा"
കരാര്,"क़रार, अनुबंध, सहमति, रजामंदी"
കരാർ ഫോം,"क़रारनामा, अनुबंध पत्र"
കൃഷിപ്പണി,कृषि
കാർഷിക വ്യവസായം,कृषि-उद्‌योग
സഹായം,"सहायता, मदद"
ആപല്സൂചന,"आपद संकेत, खतरे का संकेत, अलार्म"
ജാല്തചിഹ്നം,सजगता
അപരാഭിധാനം,"उपनाम, उर्फ़ (क्रि.वि.)"
കുറ്റാരോപണം,अभिकथन
മേല്ക്കോയ്മയോട് ഭക്തി,निष्ठा
സഖം,मैत्री
അനുബന്ധ സേവനങ്ങൾ,सम्बद्‌ध सेवाएं
എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്,सर्वसमावेशी लागत
അഖിലേന്ത്യാ സേവനങ്ങൾ,अखिल भारतीय सेवा
പങ്കുവയ്ക്കല്,नियतन
അനുവദിച്ചതുക,आबंटन
അലോട്ട്മെന്റ് കത്ത്,आबंटन-पत्र
അല്ലോട്ടി,आबंटिति
അനുവദനീയം,"अनुज्ञेय, अनुमतियोग्य"
അനുവദനീയമായ ചെലവുകൾ,"अनुज्ञेय व्यय, अनुमतियोग्य व्यय"
ഒരു അപ്പീൽ അനുവദിക്കുക,अपील मंजूर करना
അനുമതി നല്കുക,"भत्‍ता, छूट"
എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം,सर्वाधिकार सुरक्षित
അക്ഷരമാല ഓർഡർ,"वर्णक्रम, अकारादिक्रम"
വാസസ്ഥലമായ,कहासुनी
ഏകാന്തരക്രമത്തിൽ,"एकांतर, विकल्पी"
ബദൽ,"विकल्प, वैकल्पिक"
സംയോജനം,समामेलन
ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്,"संशोधित मसौदा, संशोधित प्रारूप"
ഭേദഗതി,संशोधन
സഖ്യം,सुख-सुविधा
മിതഭാവമുള്ള,"सौहार्दपूर्ण, मैत्रीपूर्ण"
വെടിക്കോപ്പ്,गोला-बारूद
കടത്തിന്റെ പവിത്രത,"ऋण परिशोधन, ऋण मुक्‍ति"
സംഖ,"राशि, रक़म, मात्रा"
പെൻഷന്റെ തുക,पेन्शन राशि
അനലോഗസ് പോസ്റ്റ്,अनुरूप पद
വിശകലനം,विश्‍लेषण
അനലിറ്റിക്കൽ പഠനം,विश्‍लेषणात्मक अध्ययन
പൂര്വ്വികന്,पूर्वज
അനുബന്ധ വ്യവസായം,अनुषंगी उद्‌योग
ബദ്ധവൈരം,बैर
അനുബന്ധം,संलग्नक
വാര്ഷികദിനം,वर्षगांठ
അറിയിപ്പ്,"उद्‌घोषण, ऐलान, आख्यापन"
ഉപദവം,"खिन्‍नता, चिढ, खीज"
വാർഷിക സാമ്പത്തിക പ്രസ്താവന,वार्षिक वित्‍तीय विवरण
വാർഷിക റിപ്പോർട്ട്,वार्षिक रिपोर्ट
ആന്വിറ്റി,वार्षिकी
പേരറിയാത്ത,"अनाम, गुमनाम"
അജ്ഞാത പരാതി,गुमनाम शिकायत
ഉത്തരവിദ്ധി,जवाबदेही
ഉത്തരക്കടലാസ്,उत्‍तर पत्रक
ശതാപകന്,विरोधी
മുൻഗാമികൾ,पूर्ववृत्‍त
പ്രതീക്ഷിച്ച ചെലവ്,प्रत्याशित व्यय
പ്രതീക്ഷിച്ച വരുമാനം,प्रत्याशित आय
മുന്തോന്നല്,"प्रत्याशा, पूर्वानुमान"
മുൻകൂട്ടി ജാമ്യം,अग्रिम ज़मानत
അഴിമതി വിരുദ്ധ നടപടി,भ्रष्‍टाचार-निरोधक उपाय
വിരുദ്ധ ഡമ്പിംഗ്,"प्रति-पाटन, पाटन-निरोधी"
പഴക്കം ചെന്ന,पुरावस्तु
വർത്തിഡ്,रंगभेद
അപരാഭിചികം,उदासीनता
അപെക്സ് ബോഡി,शीर्ष निकाय
ക്ഷമാപണം,क्षमायाचना
പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക,"अपील, अपील करना"
കാഴ്ച,"हाजि़री, उपसंजाति, रूप"
വിശേഷണം,तुष्‍टीकरण
അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ,अपील अधिकरण
അനുബന്ധം,परिशिष्‍ट
ഉപകരണം,उपयंत्र
പയോഗക്ഷമമായ,"अनुप्रयोज्य, लागू"
അപേക്ഷക,आवेदक
അപേക്ഷ,"आवेदन, अर्ज़ी, अनुप्रयोग, लागू होना"
അപേക്ഷാ ഫോറം,"आवेदन पत्र, अर्ज़ी"
പ്രയോഗിച്ചു,अनुप्रयुक्‍त
അപേക്ഷിക്കുക,"आवेदन करना, अर्जी देना, लागू करना, लागू होना, अनप्रयुक्‍त होना"
നിയമിത,नियुक्‍त व्यक्‍ति
അധികാരം നിയമിക്കുന്നു,नियुक्‍ति प्राधिकारी
നിയമനം,नियुक्‍ति
നിയമന പത്രിക,नियुक्‍ति पत्र
മന്ത്രിസഭയുടെ നിയമന സമിതി,मंत्रीमंडलीय नियुक्‍ति समिति
വേതനത്തെ വിഭവങ്ങൾ,मजदूरी प्रभाजन
വിലനിശ്ചയിക്കല്,"मूल्यनिरूपण, आंकना"
വിലഹരവാദി,मूल्यांक
അഭിനന്ദനം,"सराहना, वृद्‌धि"
അവബോധം,"पकड़ा जाना, गिरफ़्तारी, बोध, समझ, आशंका"
തൊഴില്പരിശീലക,शिक्षु
സമീപിക്കുക,"पहुंच, उपगम, उपमार्ग, दृष्‍टिकोण"
അനുഗുണമായ,"उपयुक्‍त, उचित, विनियोजन करना"
ഉചിതമായ പ്രവർത്തനം,उचित कार्रवाई
ഉചിതമായ തല,उपयुक्‍त शीर्ष
വിനിയോഗം,विनियोजन
അംഗീകരിക്കല്,अनुमोदन
ഏകദേശമായ,"लगभग, सन्‍निकट"
ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്,"अभिक्षमता परीक्षा, रुझान परीक्षण"
സേച്ഛാചാരിയായ,मनमाना
മാദ്ധസ്ഥം വഹിക്കുക,मध्यस्थता करना
മാദ്ധസ്ഥം,"विवाचन, माध्यस्थम्"
മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ,माध्यस्थम् अधिकरण
മദ്ധസ്ഥന്,"विवाचक, मध्यस्थ"
വാസ്തുവിദ,वास्तुकला
ഗന്ഥരക്ഷാലയം,अभिलेखागार
പദേശം,"क्षेत्र, क्षेत्रफल"
ഏരിയസ്ഥാനം,"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय"
വാദം,"तर्क, बहस"
എഴുന്നേല്ക്കുക,"उठना, उद्‌भूत होना, पैदा होना"
സായുധ സേന,"सशस्त्र बल, सशस्त्र सेनाएं"
കമീകരണം,"व्यवस्था, विन्यास, प्रबंध"
ഊരി,बक़ाया
അരീയർ പ്രസ്താവന,बक़ाया विवरण
വരവ് റിപ്പോർട്ട്,आगमन रिपोर्ट
ധിക്കാരം,"दंभ, अक्खड़पन"
ആയുധശാല,"आयुधागार, शास्त्रागार"
പദാര്ത്ഥം,"अनुच्छेद, वस्तु, लेख"
അസോസിയേഷന്റെ ലേഖനങ്ങൾ,संस्था के अंतर्नियम
ലേഖനങ്ങൾ,नियमावली
ആരോഹണ ക്രമം,आरोही क्रम
നിർണ്ണയിക്കുന്ന,अभिनिश्‍चित करना
എവിടെയാണ്,जैसा है जहाँ है
വശം,"पहलू, पक्ष, दृष्‍टि"
കയറിയ,लांछन
രാഷ്ടീയക്കൊല,"हत्या, हनन"
കയ്യേറ്റം നടത്തുക,हमला
സംയോജിപ്പിക്കുക,"जुटना, एकत्र होना, इकट्ठा होना, जोड़ना, सम्मिलित करना, एकत्र करना"
നിയമനിര്മ്മാണസഭ,"सभा, जमाव"
അനുമതി,अनुमति
ഉറപ്പുപറയുക,"दृढ़ता से कहना, जोर देकर कहना"
വിലയിരുത്തുന്ന,निर्धारिती
നികുതിചുമത്തല്,निर्धारण
വിലയിരുത്തൽ വർഷം,निर्धारण वर्ष
അസര്യാകം,"कर-निर्धारक, असेसर"
ആസ്തി,परिसंपत्‍ति
നിയമനിക,समनुदेशिती
ചുമതല,"समनुदेशन, सुपुर्द काम"
യാസ,समनुदेशक
സഹായം,"सहायता, मदद"
തോഴന്,"सह, सहयुक्‍त, सम्मिलित करना, सहयुक्‍त करना"
ചങ്ങാത്തം,"संघ, संगम, संबंध, साहचर्य"
ചാർജ് അനുമാനം,कार्यभार-ग्रहण
ഉറപ്പുനല്കല്,"आश्‍वासन, बीमा, हस्तांतरण पत्र"
അഷ്വറൻസ് കമ്പനി,बीमा कंपनी
ഉറപ്പുതരുന്നു,आश्‍वस्त करना
കിഴിവിൽ,बट्टे पर
ആറ്റോമിക് പവർ,परमाणु शक्‍ति
തുല്യത്തിൽ,सममूल्य पर
പ്രീമിയത്തിൽ,"बढ़े मूल्य पर, अधिमूल्य पर, प्रीमियम पर"
ഘടിപ്പിക്കുക,"साथ लगाना, संलग्न करना, कुर्की करना"
അറ്റാച്ചുചെയ്ത ഓഫീസ്,संलग्न कार्यालय
ബന്ധം,"संलग्नक, कुर्की"
അറ്റാച്ചുമെന്റ് ഓർഡർ,कुर्की आदेश
നേട്ടം,"लब्धि, प्राप्‍ति"
പരിശമം,"प्रयत्‍न करना, प्रयत्‍न"
ഹാജർ,"उपस्थिति, हाजि़री"
ഹാജർ രജിസ്റ്റർ,"उपस्थिति पंजी, हाजि़री रजिस्टर"
പങ്കെടുക്കുന്ന സ്ലിപ്പ്,उपस्थिति पर्ची
ശ്രദ്ധ,"ध्यान, सावधान"
സാക്ഷ്യപ്പെടുത്തൽ,"अनुप्रमाणन, तसदीक़"
സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്,"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति"
ഭാവം,अभिवृत्‍ति
ആകർഷകമായ ശമ്പളം,आकर्षक वेतन
ലേലം,नीलामी
ലേറ്റീയർ,नीलामकर्ता
ലേല വിൽപ്പന,नीलामी बिक्री
സദസര്,"श्रोता, दर्शक, सुनवाई, दर्शन"
ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ,दृश्य-श्रव्य प्रदर्श
ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി,दृश्य-श्रव्य प्रचार
കണക്കുപരിശോധിക്കുക,"लेखापरीक्षा, संपरीक्षा"
ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ,"परीक्षित लेखा, संपरीक्षित लेखा"
ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്,समपरीक्षित तुलनपत्र
ഓഡിറ്റിംഗ്,लेखा परीक्षण
ഓഡിറ്റ് എതിർപ്പ്,लेखापरीक्षा आपत्‍ति
ഓഡിറ്ററുടെ റിപ്പോർട്ട്,लेखापरीक्षक की रिपोर्ट
ആഡിറ്റോറിയം,प्रेक्षागृह
ഓഡിറ്റ് ഖണ്ഡിക,लेखापरीक्षा पैरा
കണക്കിറ്റ് റിപ്പോർട്ട്,लेखापरीक्षा रिपोर्ट
ഉത്സവമായ,मितोपभोग
ചെലവുചുരുക്കൽ നടപടികൾ,मितोपभोग उपाय
ആധികാരികം,प्रामाणिक
അംഗീകൃത പ്രതിനിധി,प्राधिकृत प्रतिनिधि
അംഗീകാരപരമായ,"प्राधिकृत, प्राधिकारिक"
അധികാരം,"(व्यक्‍ति) प्राधिकारी, प्राधिकार, प्राधिकरण, अधिकारी विद्‌वान"
അതോറിറ്റി കത്ത്,प्राधिकार पत्र
അധികാരപ്പെടുത്തി,प्राधिकृत
അംഗീകൃത മൂലധനം,प्राधिकृत पूंजी
ഓട്ടോമാറ്റിക്,स्वचालित
സയംശാസിതമായ,स्वायत्‍त
സ്വയംഭരണ സംഘടന,स्वायत्‍त निकाय
സയംഭരണാവകാശം,स्वायत्‍तता
ഉക്സിലറി,सहायक
സുലഭം,"प्राप्य, उपलब्ध"
ശരാശരി,"औसत, सामान्य"
ശരാശരി അവധി,औसत छुट्टी
അപീതി,विरुचि
അകറ്റുക,बचा लेना
ഒഴിവാക്കുക,"परिहार करना, परिवर्जन करना, से बचना"
നികുതി ഒഴിവാക്കുക,कर देने से बचना
കാത്തിരിക്കുന്നു,प्रतीक्षित
കൊടുക്കുക,"पंचाट, अधिनिर्णय, पुरस्कार, प्रदान करना"
അതോറിറ്റി അവാർഡ്,अधिनिर्णयन प्राधिकारी
ബോധപ്പെടുത്തല്,जागरूकता
കസ്റ്റേറ്റഡ്,पूर्व-दिनांकित
പശ്ചാത്തലം,पृष्‍ठभूमि
ബാക്ക് ലോഗ്,पिछला बक़ाया
പുറപ്പെട്ടു,"मुकर जाना, से हटना"
തിരികെ റഫറൻസ്,पिछला संदर्भ
ബാക്കപ്പ് ചെയ്യുക,पूर्तिकर
പിന്നോക്ക ക്ലാസുകൾ,पिछड़ा वर्ग
പിന്നോക്ക ഗോത്രം,पिछड़ी जनजाति
മോശം വിലപേശൽ,"अलाभकर सौदा, घाटे का सौदा"
ചീത്ത സ്വഭാവം,बुरा व्यवहार
മോശം പ്രതീകം,"दुश्‍चरित्र, दु:शील"
മോശം കാലാവസ്ഥാ അലവൻസ്,विषम जलवायु भत्‍ता
മോശം പെരുമാറ്റം,दुराचरण
കിട്ടാ കടം,अशोध्य ऋण
ബാഗ്,असबाब
ജാമം,ज़मानत
ബാക്കി,"शेष, बाक़ी, संतुलन"
ബാലൻസ് കൊണ്ടുവന്നു,अधोनीत शेष
ബാലൻസ് മുന്നോട്ട് കൊണ്ടുവന്നു,अग्रेनीत शेष
സമതുലിതമായ ബജറ്റ്,संतुलित बजट
ബാലൻസ് ഷീറ്റ്,तुलन पत्र
വോട്ടിന്റെ നറുക്ക്,"मतपत्र, मतदान"
ബാലറ്റ് ബോക്സ്,मतपेटी
ബാലറ്റ് പേപ്പർ,मतपत्र
നിരോധനം,"प्रतिबंध, रोक, पाबंदी"
ബാങ്ക്,"बैंक, साहूकारी करना"
ബാങ്ക് അക്കൗണ്ട്,बैंक खाता
ബാങ്ക് ബാലൻസ്,बैंक शेष
ബാങ്ക് ചാർജുകൾ,बैंक प्रभार
ബാങ്ക് ഗ്യാരന്റി,"बैंक गारंटी, बैंक प्रत्याभूति"
ബാങ്ക് അവധി,बैंक अवकाश
ബാങ്കിംഗ് സൗകര്യം,बैंकिंग सुविधाबैंककारी सुविधा
ബാങ്കിംഗ് സമയം,बैंकिंग कार्य-समय
ബാങ്കിംഗ് ഇടപാട്,"बैंक कार्य-व्यवहार, बैंक लेन-देन"
ബാങ്ക് നിരക്ക്,बैंक दर
ബാങ്ക് അനുരഞ്ജനം,बैंक समाधान
നിര്ദ്ധനന്,दिवालिया
ബാങ്ക് സുരക്ഷ,"बैंक प्रतिभूति, बैंक ज़मानत"
ബാങ്ക് സ്റ്റേറ്റ്മെന്റ്,बैंक विवरण
വിരോതം,"प्रीतिभोज, भोज"
ബാർ കൗൺസിൽ,"विधिज्ञ परिषद्, बार काउंसिल"
വില്പ്പനക്കരാര്,"सौदा, सौदा करना"
വില പേശൽ,"सौदेबाजी, सौदाकारी"
തരിശുഭൂമി,बंजर भूमि
ചരക്കുകൈമാറ്റക്കച്ചവടം,वस्तु विनिमय
അടിത്തറ,आधार
അടിസ്ഥാനപരമായ,"निराधार, बेबुनियाद"
കെട്ടിടത്തിന്റെ അടിത്തറ,तहख़ाना
അടിസ്ഥാന വർഷം,आधार वर्ष
അടിസ്ഥാനപരമായ,"मूल, बुनियादी"
അടിസ്ഥാനപരമായി,मूलतः बुनियादी तौर पर
അടിസ്ഥാന ഇന്റലിജൻസ്,आधारिक आसूचना
അടിസ്ഥാന ശമ്പളം,मूल वेतन
ശമ്പളത്തിന്റെ അടിസ്ഥാന തോത്,मूल वेतनमान
അടിസ്ഥാന പരിശീലനം,बुनियादी प्रशिक्षण
അടിസ്ഥാനം,आधार
ഓടിക്കല്ല്,"बैच, टोली, खेप, घान"
ബാച്ച് നമ്പര്,"बैच नंबर, खेप नंबर"
ചുമക്കുന്ന ചെക്ക്,धारक चैक
ഉദ്ധരിച്ചതിന് മുമ്പ്,पूर्व-कथित
പെരുമാറ്റം,व्यवहार
വിശാസം,विश्‍वास
പാരത്തില് താഴെ,अवमूल्य पर
ബഞ്ച്,"न्यायपीठ, बेंच"
ബെഞ്ച്മാർക്ക്,"तल चिह्‌न, मानक"
പ്രയോജനകരമായ,"लाभप्रद, हितकारी"
പയോജകന്,"हितभागी, लाभार्थी"
