Marathi,Hindi
आर्मस्ट्राँग मॉड्युलेटर,आर्मस्ट्रांग माडुलक
अँटेना अॅरे,ऐन्टेना-व्यूह
"आकार गुणोत्तर, गुणोत्तर","आकार अनुपात, अभिमुखता अनुपात"
फ्लोटिंग सर्किट (फ्री ऑपरेटिंग सर्किट),अस्थायी परिपथ (मुक्तचालित परिपथ)
स्वयंचलित मल्टीव्हायब्रेटर,स्वचालित बहुकंपित्र
फ्लोटिंग मल्टीव्हायब्रेटर,अस्थायी बहुकंपित्र
असममित जंक्शन,असममित संधि
असिंक्रोनस कॅल्क्युलेटर,अतुल्यकाली गणक
आण्विक,परमाणु
अणुक्रमांक,परमाणु संख्या
अणु रचना,परमाणु संरचना
ऑडिओ अॅम्प्लीफायर,श्रव्य प्रवर्धक
ऑडिओ अॅम्प्लीफायर,श्रव्य प्रवर्धक
ऑडिओ कॅसेट,श्रव्य कैसेट
ऑडिओ सर्किट,श्रव्य परिपथ
ऐकण्यायोग्य वारंवारता,श्रव्य आवृत्ति
स्वयंचलित व्होल्टेज नियंत्रण,स्वत: वोल्टता नियंत्रण
हिमस्खलन,एवलांश
सरासरी डिटेक्टर,औसत संसूचक
अक्षीय मोड,अक्षीय विधा
अक्षीय प्रमाण,अक्षीय अनुपात
अँटेना,ऐन्टेना
बॅक इलेक्ट्रोमोटिव्ह फोर्स,पश्च विद्युत वाहक बल
मागील क्षेत्र,पश्च क्षेत्र
परत स्कॅटर,पश्च प्रकीर्णन
पार्श्वभूमी शुल्क,पृष्ठभूमि आवेश
बाजूचा आवाज,पार्श्व रव
प्रतिगामी,पश्चगमन
पोस्टरियर इरॅडिएशन,पश्चपालि विकिरण
बॅकवर्ड डायोड / बॅकवर्ड डायोड,बैकवार्ड डायोड/पश्च डायोड
बॅकवर्ड वेव्ह ऑसिलेटर,पश्चगामी तरंग दोलक
"अडथळा, अडथळा","बाधिका, व्यारोध"
अडथळा,बाधिका
संतुलित पूल,संतुलित सेतु
संतुलित मॉड्युलेटर,संतुलित विमॉडुलक
संतुलित मॉड्युलेटर,संतुलित मॉडुलक
संतुलित सर्किट,संतुलित परिपथ
संतुलित ग्रेडियंट डिटेक्टर,संतुलित ढाल संसूचक
वर्तमान स्टॅबिलायझर प्रतिरोध,धारा स्थिरक प्रतिरोध
बोलोमीटर,बोलोमीटर
बोलोमीटर पूल,बोलोमीटर सेतु
फुगा,बलून
केळी जॅक,बनाना जैक
केळी प्लग,बनाना प्लग
"पट्टी, पट्टी","बैंड, पट्टी"
बँड चालक,बैंड चालक
बँड ऊर्जा,बैंड ऊर्जा
बँड अंतर,बैंड अंतराल
बॅडपार्क अॅम्प्लीफायर,बैडपारक प्रवर्धक
बँड पास फिल्टर,बैंड पारक फिल्टर
बॉड रेट जनरेटर,बॉड दर जनित्र
banddispersion,बैंडफैलाव
बँड रेझिस्टर,बैंड रोधक
बँड ब्रेकर फिल्टर,बैंड विरामक फिल्टर
बँड विस्तार,बैंड विस्तार
बँड रिमूव्हर फिल्टर,बैंड वर्जक फिल्टर
बँड विस्तार विक्षेप गुणक,बैंड विस्तार विक्षेपण गुणक
बँड विस्तार अंतर गुणक,बैंड विस्तार दूरी गुणक
"बीम कॅपेसिटर, बँक कॅपेसिटर","पुंज संधारित्र, बैंक संधारित्र"
"बार्कर कोड, बार्कर कोड","बारकर कूट, बारकर कोड"
barravaugen निकष,बार्रवाउजेन कसौटी
बॅरेटर,बैरेटर
अडथळा,रोध
इन्सुलेट कॅपेसिटर,रोध संधारित्र
अडथळा ऊर्जा,रोधिका उर्जा
रेझिस्टर व्होल्टेज,रोधी वोल्टता
बार्टलेट विंडो,बार्टलेट विंडो
"आधार, आधार","आधार, बेस"
बेस बँड,आधार बैंड
बेस बँड ट्रान्समिशन,आधार बैंड संचरण
बेस चार्ज,आधार आवेश
बेस करंट,आधार धारा
मूळ वर्तमान स्रोत,आधार धारा स्रोत
बेस कातरणे,आधार कर्तन
आधार मदन,आधार मादन
बेस एमिटर फीड,आधार उत्सर्जक संभरण
बेस एमिटर जंक्शन,आधार उत्सर्जक संधि
बेस इंजेक्शन,आधार अंतःक्षेपण
ग्राउंड लाईन,आधार रेखा
बेस प्रतिकार,आधार प्रतिरोध
मूळ स्रोत,आधार स्रोत
बेस विस्तार प्रतिकार,आधार विस्तारण प्रतिरोध
बेस विस्तार प्रतिकार,आधार विस्तारण प्रतिरोध
बेस जाडी,आधार मोटाई
बेस प्रवेश,आधार अभिगमन
"बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन","आधार चौड़ाई मॉडुलन, आधार विस्तार मॉडुलन"
बेस कलेक्टर करार,आधार संग्राहक संधि
वास,बास
बास वारंवारता,बास आवृत्ति
बॅटरी,बैटरी
बॉड,बॉड
बॉड दर,बॉड रेट
बॉड रेट जनरेटर,बॉड दर जनित्र
बोडो कोड,बोदो कोड
"सिग्नल, बीकन","संकेत देना, बीकन"
"माणिका, बीड","मणिका, बीड"
मॅनिक कॅपेसिटर,मणिक संधारित्र
मणिकर्तपी प्रतिरोधक,मणिकातापी प्रतिरोधक
"बीम अँटेना, बीम अँटेना","किरणपुंज ऐन्टेना, बीम ऐन्टेना"
बीम डिटेक्टर,किरणपुंज खोजी
बीम पॉवर नळी,किरणपुंज शक्ति नली
बीम स्विचिंग नोजल,किरणपुंज स्विचन नलिका
तुळई विस्तार,किरणपुंज विस्तार
बीट वारंवारता,विस्पंद आवृत्ति
बीट-फ्रिक्वेंसी ऑसिलेटर,विस्पन्द-आवृत्ति दोलक
पल्स ऑसिलेटर,विस्पंद दोलक
घंटा,बेल
वाकणे नुकसान,बंकन हानि
बेसल फिल्टर,बेसेल फिल्टर
बीटा,बीटा
b-h वक्र,बी-एच वक्र
"पक्षपात, पक्षपात","अभिनति, बायस"
पूर्वाग्रह वर्तमान,बायस धारा
पूर्वाग्रह प्रतिकार,बायस-प्रतिरोधक
दुहेरी अँटेना,द्विशंकु ऐन्टेना
द्विदिशात्मक भार प्रवाह,द्विदिशी लोड धारा
द्विदिश अँटेना,द्विदैशिक ऐन्टेना
द्विदिश प्रकाश उत्सर्जक डायोड,द्विदैशिक प्रकाश उत्सर्जक डायोड
द्विदिशात्मक थायरिस्टर,द्विदिक् थाइरिस्टर
bi FET तंत्रज्ञान,द्वि FET तकनीक
द्वि-बिंदू ट्रान्सफॉर्मर,द्विसूत्री ट्रांसफार्मर
दुहेरी संलयन,द्विसूत्री आआवलन
द्विपक्षीय सर्किट,द्विपार्श्विक परिपथ
बायनरी,द्विआधारी
बायनरी बेरीज,द्विआधारी योग
बायनरी सर्किट,द्विआधारी परिपथ
बायनरी कोडेड दशांश,द्वि-आधारी कोडित दशमलव
बायनरी कोडेड दशांश प्रणाली,द्वि-आधारी कोडित दशमलव प्रणाली
बायनरी द्विध्रुवीय कॅपेसिटर,द्विआधारी द्विपरिवर्तक संधारित्र
बायनरी कॅल्क्युलेटर,द्विआधारी गणक
बायनरी कॅल्क्युलेटर,द्विआधारी गणित्र
बायनरी डीकोडर,द्विआधारी कूट वाचक
बायनरी शिडी,द्विआधारी सीढ़ी
बायनरी पॅथोमीटर,द्विआधारी पथमापी
बायनरी स्थिती,द्विआधारी अवस्था
बायनरी-दशांश डिकोडर,द्विआधारी-दशमिक विकोडक
बायनरी लोड,द्विआधारी भार
बायनरी शब्द,द्विआधारी शब्द
द्विध्रुवीय,द्विध्रुवी
द्विध्रुवीय कॅपेसिटर,द्विध्रुवी संधारित्र
द्विध्रुवीय उपकरण,द्विध्रुवी युक्ति
द्विध्रुवीय स्रोत,द्विध्रुवी स्रोत
द्विध्रुवीय ट्रान्झिस्टर,द्विध्रुवी ट्राजिस्टर
द्विध्रुवीय जंक्शन ट्रान्झिस्टर,द्विध्रुवी संधि ट्रांजिस्टर
चतुर्भुज फिल्टर,द्विघाती फिल्टर
दुहेरी स्थिती,द्विस्थितिक
दोन-स्टेज मल्टीव्हायब्रेटर,द्विस्थितिक बहुकंपित्र
द्विदिशात्मक रिले,द्विस्थितिक रिले
biphasic स्थिती,द्विस्थितिक अवस्था
दोन-स्थिती ट्रिगर,द्विस्थितिक ट्रिगर
बिट त्रुटी,बिट त्रुटि
बिट त्रुटी दर,बिट त्रुटि दर
बिट त्रुटी,बिट त्रुटि
बिटकल त्रुटी,बिटकाल त्रुटि
आंधळा बॉक्स,अंध पेटी
घनरूप नाडी,समाच्छादी स्पंद
सचिव,स्रावक
सेक्रेटरी इनहिबिटर,स्रावी प्रतिरोधक
अंधत्व,अंधगति
खंड आकृती,खंड आरेख
अवरोधित करणे,अवरूद्ध प्रतिबाधा
तुकडा हस्तांतरण,खंडक स्थानांतरण
इंटरसेप्ट,अवरोधन
रेझिस्टर कॅपेसिटर,अवरोधी संधारित्र
रेझिस्टर कॅपेसिटर,अवरोधी संधारित्र
रेझिस्टर ऑसिलेटर,अवरोधी दोलक
ब्लॉकिंग ऑसिलेटर,अवरोधी दोलक
रेझिस्टर व्होल्टेज,अवरोधी वोल्टता
ब्लोअर,ब्लोवर
bode आकृती,बोडे आरेख
voltzmann संबंध,वोल्ट्जमान संबंध
voltzmann स्थिरांक,वोल्ट्जमान स्थिंराक
बंध,बंध
बाउंड स्ट्रेन गेज,आबद्ध विकृति प्रमापी
स्वयं-समर्थक अॅम्प्लिफायर,स्वोत्थानी प्रवर्धक
बुलियन बीजगणित,बूलीय बीजगणित
बुलियन समीकरण,बूलीय समीकरण
बूट Strapon,"बूट स्ट्रैपन, स्वोत्थान"
बूथचे अल्गोरिदम,बूथ्स आल्गोरिदम
बूटस्ट्रॅप प्रिझम सर्किट,बूटस्ट्रैप प्रसर्प परिपथ
bosscutts नियम,बॉसकर्ट्स नियम
बोस-चौधरी हॉकेनहॅम (BCH) कोड,बोस-चौधरी होकिनहाम (बी.सी.एच) कोड
"उडी, उडी","झंप, उछाल"
बद्ध इलेक्ट्रॉन,परिबद्ध इलेक्ट्रॉन
ब्रॅग रिफ्लेक्टर,ब्रैग परावर्तक
गुंफलेली तार,गुंफित तार
शाखा,शाखा
शाखा,शाखन
प्रयोग मंडळ,प्रयोग पट्ट
ब्रेक झोन,भंजन क्षेत्र
ब्रेकिंग व्होल्टेज,भंजन वोल्टता
ब्रेकडाउन डायोड,भंजन डायोड
फ्रॅक्चर फिक्सेशन,भंजन संनिर्धारण
ब्रेकिंग व्होल्टेज,भंजन वोल्टता
पूल,सेतु
ब्रिज रेक्टिफायर,सेतु दिष्टकारी
रुंद बँड,विस्तृत बैंड
ब्रॉडकास्ट बँड,प्रसारण बैंड
सूक्ष्म अॅरे,निरक्षीय व्यूह
प्रसारण,प्रसारण
ब्रॉडकास्ट अँटेना,प्रसारण ऐन्टेना
ब्रॉडकास्ट रिसीव्हर,प्रसारण ग्राही
वारंवारता प्रसारण प्राप्तकर्ता,आवृत्ति प्रसारण अभिग्राही
प्रसारण ट्रान्समीटर,प्रसारण प्रेषित्र
बूस्टर अँटेना,बूस्टर ऐन्टेना
बस अँटेना,बूस ऐन्टेना
ब्रश विसर्जन,ब्रश विसर्जन
बुडबुडे आणि गेट,बुदबूदु AND गेट
बुडबुडू किंवा गेट,बुदबूदु OR गेट
बबल स्मृती,बुदबूदु स्मृति
भरपाई व्होल्टेज,प्रतिकारी वोल्टता
बफर,बफर
बफर अॅम्प्लीफायर,बफर प्रवर्धक
बफर सर्किट,बफर परिपथ
बफर ऑपरेटर,बफर परिचालक
बफर रजिस्टर,बफर पंजी
बल्ब,बल्व
लोकसंख्या प्रभाव,समष्टि प्रभाव
मॅक्रो सेमीकंडक्टर उपकरण,समष्टि अर्धचालक युक्ति
घड,गुच्छक
बुडलेली एक्सचेंज,निमज्जित विनिमय
बुडलेला थर,निमज्जित परत
बुडलेला संपर्क,निमज्जित संपर्क
स्फोट अॅम्प्लीफायर,प्रस्फोट प्रवर्धक
स्फोट कव्हर,प्रस्फोटी समाच्छादी
स्फोट गोळीबार,प्रस्फोट फायरन
स्फोट दरवाजा अॅम्प्लीफायर,प्रस्फोटी द्वार प्रवर्धक
बर्स्ट मोड,प्रस्फोटी विधा
स्फोट विभाजक,प्रस्फोटी पृथक्कारक
स्फोट सिग्नल,प्रस्फोटी संकेत
स्फोट त्रुटी सुधारक कोड,प्रस्फोट त्रुटि संशोधक कोड
पुरेसा,बस
बस बार,बस बार
बस संघटना,बस संगठन
बस मानक,बस मानक
फक्त क्षणिक,बस क्षणिक
बटर वर्थ फिल्टर,बटर वर्थ फिल्टर
bnc वायर,बीएनसी तार
BNC जॉइंटर,बीएनसी जोड़क
च्या कडे,"उपपथ, उपमार्ग"
बायपास कॅपेसिटर,उपमार्गी संधारित्र
बाइट,बाइट
व्ही बँड,V बैंड
सी बँड अँटेना,C बैंड ऐन्टेना
तार,तार
वायर राउटिंग,तार मार्ग निर्धारण
टेलिग्राफ दूरदर्शन,तार टेलिविजन
कॅशे मेमरी,कैश स्मृति
Sisim वारंवारता मानक,सिसिमय आवृत्ति मानक
कॅल्क्युलेटर,परिकलित्र
कॅलिब्रेशन,अंशशोधन
कॉल पत्ता,कॉल ऐड्रेस
कॉलपिट ऑसिलेटर,कॉलपिट दोलित्र
कॅम कॉर्डर,कैम कोर्डर
कॅमेरा,कैमरा
कॅमेरा नळी,कैमरा नली
candela,केंडेला
मेणबत्ती शक्ती,कैंडल शक्ति
कॅन्टिलिव्हर स्ट्रेन गेज,कैन्टीलिवर विकृति प्रमापी
धारण,धारिता
कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर,धारिता रक्तचाप ट्रान्सड्यूसर
होल्डिंग वितरक,धारिता वितरक
करार धारण,संधि धारिता
कॅपेसिटन्स गेज,धारिता मापी
धारण कलेक्टर,धारिता उद्ग्राही
capacitance reactance,धारिता प्रतिघात
"कॅपेसिटिव्ह एनर्जी कन्व्हर्टर, ट्रान्सड्यूसर","संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर"
कॅपेसिटर,संधारित्र
कॅपेसिटर बँक,संधारित्र बैंक
कॅपेसिटर फिल्टर,संधारित्र फिल्टर
कॅपेसिटर इनपुट फिल्टर,संधारित्र निवेश फिल्टर
विंच मोटर,चर्खी मोटर
पुली सर्वो बॉडी,चर्खी सर्वो निकाय
चरखी,चर्खी
पकडणे,प्रग्रहण
कॅप्चर कलम,प्रग्रहण परिच्छेद
कॅप्चर प्रभाव,प्रग्रहण प्रभाव
वाहक आवाज प्रमाण,वाहक रव अनुपात
कार रेडिओ,कार रेडियो
कार्बन प्रतिरोधक,कार्बन प्रतिरोधक
कार्ड रीडर,कार्ड वाचक
कार्डिओइड आकृती,कार्डिऑड आरेख
गाडी,कैरेज
कॅरेज रिटर्न,कैरेज वापसी
वाहक,वाहक
वाहक संप्रेषण,वाहक संचार
वाहक एकाग्रता,वाहक संकेंद्रण
वाहक वारंवारता,वाहक आवृत्ति
वाहक पुनरुत्पादन,वाहक जनन
वाहक पातळी,वाहक स्तर
वाहक जीवन,वाहक आयुकाल
वाहक गतिशीलता,वाहक गतिशीलता
वाहक गुणाकार,वाहक गुणन
वाहक आवाज पातळी,वाहक रव स्तर
वाहक श्रेणी,वाहक परास
वाहक पुनर्प्राप्ती सर्किट,वाहक पुनर्प्राप्ति परिपथ
वाहक पुनर्निवेशण,वाहक पुनर्निवेशन
प्रवाहकीय विखुरणे,वाहकीय प्रकीर्णन
वाहक दडपशाही,वाहक संदमन
वाहक पिंजरा,वाहक पिंजरन
वाहक वेग,वाहक वेग
हाताचा तुकडा,हस्तगत बिट
ध्वज धरला,हस्तगत ध्वज
"ताबा नोंदवही, ताबा नोंदवही","हस्तगत रजिस्टर, हस्तगत पंजी"
पोर्टेबल जनरेटर,सुवाह्य जनित्र
कार्सन कायदा,कार्सन-नियम
काडतूस फ्यूज,कार्ट्रिज फ्यूज
काडतूस टेप,कार्ट्रिज टेप
कॅरी फॉस्टर ब्रिज,कैरी फोस्टर सेतु
स्टेप अॅम्प्लीफायर,सोपानी प्रवर्धक
श्रेणीकरण,सोपानन
कॅस्केड अॅम्प्लीफायर,कैसकेड प्रवर्धक
"Cascode अॅम्प्लीफायर, स्टेप अॅम्प्लीफायर","कैसकोड प्रवर्धक, सोपानी प्रवर्धक"
कॅसेट,कैसेट
प्रलोभन,उत्प्रेरण
कॅप्टिव्ह कोटर,प्रग्राही कोटर
कॅथोड,कैथोड
कॅथोड ट्रेलिंग,कैथोड अनुगामी
कॅथोड ट्रेलिंग अॅम्प्लिफायर,कैथोड अनुगामी प्रवर्धक
कॅथोड ल्युमिनन्स,कैथोड संदीप्ति
कॅथोड साहित्य,कैथोड सामग्री
कॅथोड किरण ऑसिलोस्कोप,कैथोड किरण दोलनदर्शी
कॅथोड रे ट्यूब,कैथोड किरण नलिका
कॅथोड कण जमा करणे,कैथोड कण क्षेपण
कॅथोड ल्युमिनन्स,कैथोड संदीप्ति
कॉयर फिल्टर,कौयर फिल्टर
kaver फिल्टर,कावेर फिल्टर
कोटोर,कोटर
एंट्रल रेडिएशन,कोटरीय विकिरण
कोटर रेझोनेटर,कोटर अनुनादी
फॅट चार्ज कपल्ड डिव्हाइस (सीसीडी),फेट आवेश युग्मित युक्ति(सी सी डी)
सीडी रोम,सी.डी.रोम
सीडी रोम ड्राइव्ह,सी. डी. रोम ड्राइव
सेल (बॅटरी),सेल (बैटरी)
केंद्रीय संसाधन घटक,केंद्रीय संसाधन तत्व
केंद्रीय संसाधन युनिट,केंद्रीय संसाधन इकाई
केंद्रीय प्रोसेसर,केंद्रीय संसाधित्र
अर्थ,मध्यमान
मध्यम वारंवारता,मध्य आवृत्ति
मध्यम एक्झॉस्ट ट्रान्सफॉर्मर,मध्य निष्कासी ट्रांसफॉर्मर
"सिरेमिक, चिकणमाती","सिरेमिक, मृत्तिका"
सिरेमिक फिलर,सिरेमिक पूरक
सिरेमिक फिल्टर,सिरेमिक फिल्टर
सिरेमिक साहित्य,सिरेमिक पदार्थ
सिरेमिक रेझोनेटर,सिरेमिक अनुनादी
सिरेमिक ध्वनी रिसीव्हर,सिरेमिक ध्वनि उद्ग्राही
सेरेनकोव्ह कॅल्क्युलेटर,सेरेन्कोव गणित्र
सरमत,सरमेट
chalcogenide,कैल्कोजेनाइड
कॅल्कोपायराइट,कैल्कोपाइराइट
"चॅनेल, चॅनेल","चैनल, वाहिका"
चॅनेल बँड विस्तार,चैनल बैंड विस्तार
चॅनेल कोडर,चैनल कोडित्र
चॅनेल वारंवारता,चैनल आवृत्ति
चॅनेल वर्ण,चैनल वरित्र
चॅनेल वेगळे करणे,चैनल पृथक्करण
चॅनेल सिद्धांत,चैनल सिद्धांत
वर्ण जनरेटर,वर्ण जनित्र
वर्ण ओळख,संप्रतीक पहचान
वैशिष्ट्यपूर्ण प्रतिबाधा,अभिलाक्षणिक प्रतिबाधा
चार्ज वाहक,आवेश वाहक
चार्ज कंट्रोल पॅरामीटर,आवेश नियंत्रक प्राचल
जोडलेले उपकरण चार्ज करा,आवेश युग्मित युक्ति
चार्ज कपल्ड यादृच्छिक प्रवेश मेमरी,आवेश युग्मित यादृच्छिक अभिगम स्मृति
चार्ज घनता,आवेश घनत्व
चार्ज इंजेक्शन डिव्हाइस,आवेश अंतःक्षेपण युक्ति
शुल्क तोटा,आवेश हानि
चार्ज पंपिंग,आवेश पंपन
चार्ज सेन्सिंग अॅम्प्लिफायर,आवेश संवेदी प्रवर्धक
चार्ज स्टोरेज,आवेश संचयन
चार्ज केलेले कण,आवेशित कण
उत्कट,आवेशक
फ्रेम,ढाँचा
robyshev फिल्टर,रोबिशेव फिल्टर
बेरीज तपासा,जाँच योग
वारंवारता तपासा,जाँच आवृत्ति
रासायनिक बंध,रासायनिक आबंध
रासायनिक बाष्प जमा करणे,रासायनिक वाष्प निक्षेपण
चाइल्ड लॉक सुविधा,चाइल्ड लॉक सुविधा
मुलाचा कायदा,चाइल्ड का नियम
चिप,चिप
चिप सक्रिय करणे,चिप सक्रियन
गुदमरणे,चोक
अधूनमधून,अन्तरायिक
मधूनमधून अॅम्प्लिफायर,अन्तरायिक प्रवर्धक
मधूनमधून अॅम्प्लिफायर,अन्तरायिक प्रवर्धक
मधूनमधून मोड,अन्तरायिक विधा
क्रोमा अॅम्प्लीफायर,क्रोमा प्रवर्धक
व्यक्तिचित्रण आकृती,वर्णकता आरेख
रंगद्रव्य,वर्णकत्व
वर्तुळ आकृती,वृत्त आरेख
सर्किट,परिपथ
सर्किट विश्लेषण,परिपथ विश्लेषण
सर्किट ब्रेकर,परिपथ विच्छेदक
सर्किट आकृती,परिपथ आरेख
सर्किट नोटेशन,परिपथ संकेतन
सर्किट स्विचिंग,परिपथ स्विचन
गोलाकार लहरी मार्ग,वृत्ताकार तरंग पथ
प्रसारित स्मृती,परिसंचारक स्मृति
बाँडिंग सर्किट,बंधन परिपथ
क्लॅप ऑसिलेटर,क्लैप दोलित्र
वर्ग ए एम्पलीफायर,वर्ग ए प्रवर्धक
वर्ग A] B] C] D ऑपरेशन्स,वर्ग A] B] C] D प्रचालन
वर्ग बी एम्पलीफायर,वर्ग B प्रवर्धक
क्लास सी अॅम्प्लिफायर,वर्ग C प्रवर्धक
वर्ग डी अॅम्प्लीफायर,वर्ग D प्रवर्धक
एस वर्ग शरीर,S वर्ग निकाय
"निष्कासन, स्वच्छ","निष्कासन, निर्मल"
कातरणे,कर्तन
कातरणे सर्किट,कर्तन परिपथ
कॅलड,कालद
घड्याळ वारंवारता,कालद आवृत्ति
घड्याळ पल्स जनरेटर,कालद स्पंद जनित्र
कदल आरएस फ्लिप फ्लॉप,कादल RS फ्लिप फ्लॉप
बंद सर्किट दूरदर्शन,संवृत परिपथ टेलिविजन
बंद लूप ऑपरेशन,संवृत पाश प्रचालन
बंद लूप लाभ,संवृत पाश लब्धि
पूरक मेटॅलिक सेमीकंडक्टर,पूरक धात्वाक्साइड अर्धचालक
CMOS डिव्हाइस,CMOS युक्ति
CMRR (कॉमन मोड न्यूट्रलायझेशन रेशो),सी.एम.आर.आर. (उभयनिष्ठ विधा निराकरण अनुपात)
CO2 लेसर,CO2लेजर
समाक्षीय केबल,समाक्ष केबल
कोएक्सियल कोटर,समाक्षीय कोटर
समाक्षीय कनेक्टर,समाक्ष संबंधक
"समाक्षीय कनेक्टर, समाक्षीय कनेक्टर","समाक्ष संबंधक, समाक्ष अनुयोजक"
समाक्षीय रेषा,समाक्षीय लाइन
समाक्षीय रेषा,समाक्षीय रेखा
समाक्षीय लहरी मार्ग,समाक्षीय तरंग पथक
कोड बदल,कोड परिवर्तन
कोड चेंजर,कोड परिवर्तक
"कोडेक, कोडर-डीकोडर","कोडेक, कोडर-विकोडर"
स्टिरिओ कोडिंग,स्टीरियो कोडन
कपलिंग गुणांक,युग्मन गुणांक
प्रतिबंधक शक्ती,निग्रह बल
सुसंगत प्रकाश,संसक्त प्रकाश
कुंडली,कुंडली
कॉइल वाइंडिंग मशीन,कुंडली वेष्टन मशीन
योगायोग सर्किट,संपाती परिपथ
गरम कॅथोड ट्यूब,तप्त कैथोड नली
कोल्ड वेल्डिंग पॉइंट,शीत झलाई बिंदु
"कलेक्टर, कलेक्टर","संग्राही, संग्राहक"
प्रवाह गोळा करणे,संग्राही धारा
संग्राहक क्षय,संग्राही क्षय
कलेक्टर कार्यक्षमता,संग्राही दक्षता
समांतर लेन्स,समांतरकारी लेंस
वर्ण मसुदा,वर्ण आलेखन
रंग फुटणे,रंग प्रस्फोट
"रंग कोड, वर्ण कोड","रंग संकेत, वर्ण कोड"
रंग भिन्नता सिग्नल,रंग विभेदक सिग्नल
उतारा,रंग मारक
रंग मॉनिटर,रंगीन मॉनीटर
वर्ण पुनरुत्पादन,वर्ण पुनरूत्पादन (पुनर्उत्पादन)
रंग संपृक्तता,वर्ण संतृप्तता
रंगीत वाहक वारंवारता,रंगीन उपवाहक आवृत्ति
अॅक्रोमॅटिक सिग्नल,वर्णतुल्यकाली सिग्नल
रंगीत दूरदर्शन,रंगीन टेलिविजन
रंगीत टेलिव्हिजन बॉडी,रंगीन टेलीविजन निकाय
"स्तंभ स्पीकर, स्तंभीय आवाज ठेवणारा","कॉलम स्पीकर, स्तम्भाकार ध्वनि निक्षेपक"
"कंघी फिल्टर, कंघी फिल्टर","कौम्ब फिल्टर, कंघीनुमा फिल्टर"
कनेक्शन सर्किट,संयोजन परिपथ
संयोजन तर्कशास्त्र,संयोजी तर्क
आज्ञा,समादेश
