Punjabi,Odiya
ਬੈਕ ਵਹਾਅ ਰੋਕਣ ਵਾਲਾ,ପଛ ପ୍ରବାହ ପ୍ରତିରୋଧକ |
ਬੈਕ ਗੇਜ,ବ୍ୟାକ୍ ଗେଜ୍ |
ਪਿਛਲਾ ਗਟਰ,ପଛ ଗୁଟର୍ |
ਪਿਛਲਾ ਚੁੱਲ੍ਹਾ,ପଛ ଚୁଲି
ਬੈਕਿੰਗ,ସମର୍ଥନ
ਬੈਕਿੰਗ ਬੋਰਡ,ବ୍ୟାକିଂ ବୋର୍ଡ |
ਪਿੱਠ ਦਾ ਦਬਾਅ,ପଛ ଚାପ |
ਬੈਕ ਪ੍ਰੋਪ,ପଛ ପ୍ରପ
ਪਿੱਛੇ ਦੀ ਨਜ਼ਰ,ପଛ ଦୃଶ୍ୟ |
ਵਾਪਸ ਪਾਣੀ,ପଛ ପାଣି |
ਘਬਰਾਹਟ,ବାଫଲ୍ |
ਬੈਗਵਰਕ,ବ୍ୟାଗୱାର୍କ |
ਬੈਲਸਟ,ବାଲାଷ୍ଟ
ਬਾਲ ਮਿੱਟੀ,ବଲ୍ ମାଟି |
ਬਾਲ ਕੋਨ ਕਲੈਂਪ,ବଲ୍ କୋଣ କ୍ଲମ୍ପ୍ |
ਕੰਡਿਆਲੀ ਤਾਰ,କଣ୍ଟା ତାର
ਬਾਰ ਕੁੱਤਾ,ବାର୍ କୁକୁର |
ਬਾਰਜ ਬੋਰਡ,ବ୍ୟାରେଜ୍ ବୋର୍ଡ |
ਬੇਰੀਅਮ ਸਲਫੇਟ ਟੈਸਟ,ବାରିୟମ୍ ସଲଫେଟ୍ ପରୀକ୍ଷା |
ਬੈਰਾਜ,ବ୍ୟାରେଜ୍
ਬੈਰੇਟ,ବାରେଟ୍ |
ਅਧਾਰ,ଆଧାର
ਬੇਸ ਐਕਸਚੇਂਜ,ଆଧାର ବିନିମୟ |
ਬੇਸ ਲਾਈਨ,ଆଧାର ରେଖା |
ਬੇਸਮੈਂਟ,ବେସମେଣ୍ଟ୍ |
ਬੇਸਮੈਂਟ ਦੀ ਕੰਧ,ବେସମେଣ୍ଟ କାନ୍ଥ |
ਬੇਸ ਪਲੇਟ,ବେସ୍ ପ୍ଲେଟ୍ |
"ਬੇਸ ਪਲੇਟ, ਅਨੁਕੂਲ","ବେସ୍ ପ୍ଲେଟ୍, ନିୟନ୍ତ୍ରିତ |"
ਬੇਸ ਸੰਤ੍ਰਿਪਤਾ,ମୂଳ ପରିପୃଷ୍ଠା |
ਬੇਸੌਇਡ,ବାସୋଏଡ୍ |
ਬੱਲਾ,ବ୍ୟାଟ୍
ਇਸ਼ਨਾਨ ਅਤੇ ਡਬਲਯੂ.ਸੀ,ସ୍ନାନ ଏବଂ WC
ਬੈਟਰ ਪੈਗ,ବାଟା ପେଗ୍ |
ਬੈਟਰ ਪੀਅਰ,ବାଟା ପାଇର୍ |
ਬੈਟਰ ਨਿਯਮ,ବ୍ୟାଟର ନିୟମ |
ਬਾਲਕ (ਬਾਲਕ),ବାଲ୍କ (ବାଲ୍କ)
ਬੇ,ବାଇ
ਧਾਰਕ,ଧାରକ
ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ,ବହନ କରିବାର କ୍ଷମତା |
ਬੇਅਰਿੰਗ ਪਾਇਲ,ଗଦା ବହନ କରିବା |
ਬੇਅਰਿੰਗ ਸਟ੍ਰੈਟਮ,ଷ୍ଟ୍ରାଟମ୍ ବହନ କରିବା |
ਬਿਸਤਰਾ,ଶଯ୍ୟା
ਬਿਸਤਰੇ ਦਾ ਜਹਾਜ਼,ବିଛଣା ବିମାନ |
ਬਿਸਤਰਾ ਜੋੜ,ଶଯ୍ୟା ଗଣ୍ଠି |
ਬੈੱਡ ਰੌਕ,ବେଡ୍ ପଥର |
ਬੈੱਡ ਰੂਮ,ବେଡ୍ ରୁମ୍ |
ਮੋਮ,ମହୁମାଛି
ਘੰਟੀ ਬਾਕਸ,ବେଲ୍ ବାକ୍ସ |
ਘੰਟੀ ਵਾਲੀ ਬਾਲਟੀ,ବାଲ୍ଟି ବାଲିଙ୍ଗ୍ |
ਬੇਲੋਫ੍ਰਾਮ,ବେଲୋଫ୍ରାମ୍ |
ਬੈਂਚਡ ਫਾਊਂਡੇਸ਼ਨ,ବେଞ୍ଚ ଭିତ୍ତିଭୂମି |
ਬੈਂਚਿੰਗ,ବେଞ୍ଚିଂ
ਬੇਂਚਮਾਰਕ,ବେଞ୍ଚ ମାର୍କ |
ਲਾਭ ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,ଲାଭ ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
ਬਰਮ,ବରମ
Bevelled ਬੰਦ,ବେଭେଲଡ୍ ବନ୍ଦ |
"ਬੀ-ਹੋਰੀਜ਼ਨ,&quot;ਬੀ-","ବି-ରାଶି, &quot;B-"
ਬਾਇਟ,ବିଟ୍ |
ਬਿੰਦਰ,ବାଇଣ୍ଡର୍ |
ਬਾਈਡਿੰਗ ਸਮੱਗਰੀ,ବାନ୍ଧିବା ସାମଗ୍ରୀ |
ਬਾਇਓਟ ਦਾ ਸਿਧਾਂਤ,ବାୟୋଟ ସିଦ୍ଧାନ୍ତ |
ਬਿਟੂਮਨ,ବିଟୁମେନ |
ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ,କଳା ସୂତା ମାଟି |
ਕਾਲੀ ਧਰਤੀ,କଳା ପୃଥିବୀ |
ਕਾਲੀ ਮੈਦਾਨ ਵਾਲੀ ਮਿੱਟੀ,କଳା ଟର୍ଫ ମାଟି |
ਬਲੇਡ,ବ୍ଲେଡ୍ |
ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ ਸੀਮਿੰਟ,ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ ସିମେଣ୍ଟ |
ਬਲਾਕੀ ਬਣਤਰ,ଅବରୋଧ ସଂରଚନା |
ਬੋਗੀ ਪ੍ਰਤੀਰੋਧ,ବଗି ପ୍ରତିରୋଧ |
ਬੋਗ-ਲੋਹੇ ਦਾ ਧਾਤ,ବଗ୍-ଲୁହାପଥର |
ਬਾਂਡ,ବନ୍ଧ
ਬੰਧੂਆ ਮੈਂਬਰ,ବନ୍ଧିତ ସଦସ୍ୟ |
ਬੰਧੂਆ ਪੋਸਟ ਤਣਾਅ,ବନ୍ଧିତ ପୋଷ୍ଟ ଟେନସିଂ |
ਬੰਧਨ ਪੱਥਰ,ବନ୍ଧ ପଥର |
ਬੰਨ੍ਹ ਪਾਣੀ,ସୀମା ଜଳ |
ਬਾਕਸ ਗਟਰ,ବାକ୍ସ ଗୁଟର୍ |
ਬ੍ਰੇਸ,ବନ୍ଧନୀ
ਇੱਟ-ਤੇ-ਕਿਨਾਰੇ,ଇଟା-ଧାର
ਲਗਾਮ,ବ୍ରିଡଲ୍ |
ਚਮਕ,ଉଜ୍ଜ୍ୱଳତା |
ਭੂਰੀ ਮਿੱਟੀ,ବାଦାମୀ ମାଟି |
ਬਿਲਡਿੰਗ,ବିଲଡିଂ
ਬਿਲਡਿੰਗ ਸਰਵੇਅਰ,ବିଲ୍ଡିଂ ସର୍ବେକ୍ଷଣକାରୀ |
ਬਫਰ,ବଫର୍ |
ਬਫਰ ਕਰਵ,ବଫର୍ ବକ୍ର
ਬਫਰਿੰਗ,ବଫରିଂ |
ਬਫਰਿੰਗ ਸਮਰੱਥਾ,ବଫରିଂ କ୍ଷମତା |
ਬੰਦਰ,ବଣ୍ଡର୍ |
ਬਟਰਸ,ଦୁର୍ଗ
ਸੀ-ਹੋਰੀਜ਼ਨ,ସି-ରାଶି
ਕੇਬਲ,କେବୁଲ୍ |
ਕੇਬਲ ਮੋਲਡਿੰਗ,କେବୁଲ୍ ମୋଲିଡିଂ |
ਕੇਬਲਿੰਗ,କ୍ୟାବଲିଂ |
ਕੈਬਿਨ,କ୍ୟାବିନ
ਕੈਬਿਨ ਹੁੱਕ,କ୍ୟାବିନ ହୁକ୍ |
ਕੈਬਨਿਟ,କ୍ୟାବିନେଟ୍
ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ,କ୍ୟାବୋଲ୍ଟଙ୍କ ବିଦାୟ
ਕੈਫੇਟੇਰੀਆ,କାଫେରିଆ |
ਪਿੰਜਰਾ,କେଜ୍ |
ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ,କେଜ୍ ନିର୍ମାଣ
ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ,କ ain ନଙ୍କ ସୂତ୍ର |
ਕੈਸਨ,କେସନ୍ |
ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ,କେସନ୍ ରୋଗ |
ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ,କେସନ୍ ଫାଉଣ୍ଡେସନ୍ |
ਕੈਸਨ ਢੇਰ,କେସନ୍ ଗଦା |
ਕੈਲੇਰੀਅਸ ਇੱਟ,କାଲ୍କେରିସ୍ ଇଟା |
ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ,କାଲକେୟାର ମାଟି |
ਛਾਲੇਦਾਰ ਛਾਲੇ,କାଲ୍କେରିସ୍ କ୍ରଷ୍ଟ୍ |
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,ଗଣନା
ਕੈਲਸੀਨੇਸ਼ਨ,ଗଣନା
ਕੈਲਸੀਨ,କାଲସିନ୍
ਕੈਲਸਾਈਟ,କାଲସିଟ୍ |
ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ,କ୍ୟାଲସିୟମ୍-ଆଲୁମିନିଟ୍ ସିମେଣ୍ଟ |
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ,କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ଇଟା |
ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ,କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ହାଇଡ୍ରେଟ୍ |
ਕੈਲੀਚੇ,କାଲିଚେ |
ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ,କାଲିଫର୍ନିଆର ଅନୁପାତ ଅନୁପାତ |
ਕੈਲੀਪਰ,କାଲିପର୍ |
ਕੈਲੋਰੀਮੀਟਰ,କ୍ୟାଲୋରିମିଟର |
ਕੈਮਬਰ,କ୍ୟାମ୍ବର |
ਨਹਿਰ,କେନାଲ |
ਕੈਨੋਪੀ,କାନୋପି |
Cantilever ਪੈਰ,କ୍ୟାଣ୍ଟିଲାଇଭର ଫୁଟିଂ |
ਕੈਪ,କ୍ୟାପ୍
ਸਮਰੱਥਾ,ସାମର୍ଥ୍ୟ |
ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ,ସମସ୍ତ ଟ୍ରାକର କ୍ଷମତା |
ਕੈਪ ਕੇਬਲ,କ୍ୟାପ୍ କେବୁଲ୍ |
ਕੈਪੀਲੇਰਿਟੀ,କ୍ଷମତା
ਕੇਸ਼ਿਕਾ ਬਰੇਕ,କ୍ୟାପିଲାରୀ ବ୍ରେକ୍ |
ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ,କ୍ୟାପିଲାରୀ ପ୍ରବାହ |
ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ,କ୍ୟାପିଲାରୀ ଆର୍ଦ୍ରତା କିମ୍ବା କ୍ୟାପିଲାରୀ ପାଣି |
ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ,କ୍ୟାପିଲାରୀ ପୋର ସ୍ପେସ୍ |
ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ,କ୍ୟାପିଲାରୀ ପୋରୋସିଟି |
ਕੇਸ਼ੀਲ ਸਪੇਸ,କ୍ୟାପିଲାରୀ ସ୍ପେସ୍ |
ਵੇਗ ਕੈਪਚਰ ਕਰੋ,ବେଗ କ୍ୟାପଚର କରନ୍ତୁ |
ਕਾਰਬਨੇਸ਼ਨ,କାର୍ବନେସନ୍ |
ਕਾਰਬਨ ਕਾਲਾ,କାର୍ବନ କଳା
ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ,କାଷ୍ଟବଲ୍ ଚିତ୍ତାକର୍ଷକ |
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ,କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ କିମ୍ବା କାଷ୍ଟ-ଇନ୍-ସିଟ୍ |
ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ,କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ ଗଦା |
ਕੈਸਟਰ,କାଷ୍ଟର |
ਪੱਥਰ ਸੁੱਟੋ,ପଥର ପକାନ୍ତୁ |
ਉਤਪ੍ਰੇਰਕ,ଅନୁକ୍ରମଣିକା
ਕੈਟੇਨਾ,କ୍ୟାଟେନା |
ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ,ବିଲେଇ ମୁହଁ |
ਬਿੱਲੀ ਦਾ ਸਿਰ,ବିଲେଇ ମୁଣ୍ଡ
ਕੈਸ਼ਨ,କେସନ୍
ਬਿੱਲੀ ਵਾਕ,ବିଲେଇ ଚାଲିବା |
Cavitation ਨੁਕਸਾਨ,କ୍ୟାଭିଟେସନ୍ କ୍ଷତି |
ਸੇਲੀਟ,ସେଲିଟ୍
ਸੈਲੂਲਰ ਕੰਕਰੀਟ,ସେଲୁଲାର୍ କଂକ୍ରିଟ୍ |
ਸੈਲੂਲਰ ਉਸਾਰੀ,ସେଲ୍ୟୁଲାର୍ ନିର୍ମାଣ
ਸੀਮਿੰਟ,ସିମେଣ୍ଟ |
"ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ","ସିମେଣ୍ଟ, ବିଟୁମିନିୟସ୍ |"
"ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ","ସିମେଣ୍ଟ, ଉଚ୍ଚ ଶକ୍ତି |"
"ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ","ସିମେଣ୍ଟ, ହାଇଡ୍ରୋଲିକ୍ |"
"ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ","ସିମେଣ୍ଟ, କମ୍ ଉତ୍ତାପ |"
"ਸੀਮਿੰਟ, ਚਿਣਾਈ","ସିମେଣ୍ଟ, ରାଜକୋଷ |"
"ਸੀਮਿੰਟ, ਕੁਦਰਤੀ","ସିମେଣ୍ଟ, ପ୍ରାକୃତିକ |"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ |"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ |"
"ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ପୋଜଜୋଲାନ୍ |"
"ਸੀਮਿੰਟ, ਸਲੈਗ","ସିମେଣ୍ଟ, ସ୍ଲାଗ୍ |"
"ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ","ସିମେଣ୍ଟ, ସଲଫେଟ୍ ପ୍ରତିରୋଧକ |"
"ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ","ସିମେଣ୍ଟ, ସୁପର ସଲଫେଟ୍ |"
"ਸੀਮਿੰਟ, ਚਿੱਟਾ","ସିମେଣ୍ଟ, ଧଳା |"
ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ,ସିମେଣ୍ଟ-ଏଗ୍ରିଗେଟ୍ ଅନୁପାତ |
ਸੀਮਿੰਟ ਸਮੱਗਰੀ,ସିମେଣ୍ଟ ବିଷୟବସ୍ତୁ |
ਸੀਮਿੰਟ ਜੈੱਲ,ସିମେଣ୍ଟ ଜେଲ୍ |
ਸੀਮਿੰਟ ਬੰਦੂਕ,ସିମେଣ୍ଟ ବନ୍ଧୁକ |
ਸੀਮਿੰਟ ਭੱਠਾ,ସିମେଣ୍ଟ କିଲ୍ |
ਸੀਮਿੰਟ ਪੇਂਟ,ସିମେଣ୍ଟ ରଙ୍ଗ |
ਸੀਮਿੰਟ ਪਲਾਸਟਰ,ସିମେଣ୍ଟ ପ୍ଲାଷ୍ଟର |
ਸੀਮਿੰਟ ਚੱਟਾਨ,ସିମେଣ୍ଟ ପଥର |
ਸੀਮਿੰਟ ਸਲਰੀ,ସିମେଣ୍ଟ ସ୍ଲୁରି |
ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼,ସିମେଣ୍ଟ ଷ୍ଟୋରେଜ୍ |
ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,ସିମେଣ୍ଟେସନ୍ ପ୍ରକ୍ରିୟା |
ਸੈਂਟਰਿੰਗ,କେନ୍ଦ୍ରକରଣ |
ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ,ସେଣ୍ଟରିଂ ଏବଂ ସଟରିଂ |
ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ,କେନ୍ଦ୍ରୀୟ ମିଶ୍ରିତ କଂକ୍ରିଟ୍ |
ਕੇਂਦਰੀ ਮਿਕਸਰ,କେନ୍ଦ୍ରୀୟ ମିକ୍ସର୍ |
ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ,ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ପ୍ରଶଂସକ |
ਚਾਕ,ଚକ
ਚੈਂਫਰ,ଚାମ୍ଫର୍ |
ਚੈਂਫਰ ਪੱਟੀ,ଚାମ୍ଫର୍ ଷ୍ଟ୍ରିପ୍ |
ਚੈਨਲ ਬੀਮ,ଚ୍ୟାନେଲ୍ ବିମ୍ |
ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ,ଚରିତ୍ରଗତ ଭାର |
ਗੁਣ ਸ਼ਕਤੀ,ବ istic ଶିଷ୍ଟ୍ୟ ଶକ୍ତି |
ਚਾਰਜ ਬੰਦ,ଚାର୍ଜ ଅଫ୍ |
ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ,ଚାର୍ଜିଂ
ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ,ଯା cking ୍ଚ
ਰਸਾਇਣਕ ਬੰਧਨ,ରାସାୟନିକ ବନ୍ଧ |
ਚੇਰਨੋਜ਼ਮ,ଚେର୍ନୋଜେମ୍ |
ਚੈਸਟਨਟ ਮਿੱਟੀ,ଛାତି ମାଟି |
ਚਿਮਨੀ ਗਟਰ,ଚିମନି ଗୁଟର |
ਚਿੱਪ ਬੋਰਡ,ଚିପ୍ ବୋର୍ଡ |
ਚਿੱਪਿੰਗ,ଚିପିଙ୍ଗ୍ |
ਚਿਪਸ,ଚିପ୍ସ |
ਚੂਤ,ଚୁଟ୍
ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ),କ୍ଲାସ୍ (କଂକ୍ରିଟ୍ ର)
ਮਿੱਟੀ,ମାଟି
ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ,ମାଟି ବିଷୟବସ୍ତୁ |
ਮਿੱਟੀ ਦਾ ਪੈਨ,ମାଟି ପ୍ୟାନ |
ਸਫਾਈ,ପରିଷ୍କାର
ਸਾਫ਼ ਕਰੋ,ସଫା କର
ਕਲੀਟ,ସଫା କର |
ਕਲਿੰਕਰ,କ୍ଲିଙ୍କର୍ |
ਕਲਿਪ,କ୍ଲିପ୍
ਜੰਮਣਾ,ଜମାଟ ବାନ୍ଧିବା |
ਮੋਟਾ ਕੁੱਲ,କଠିନ ଏଗ୍ରିଗେଟ୍ |
ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ,କଠିନ ଶସ୍ୟ ମାଟି |
ਕੋਟ,କୋଟ
ਕੋਫਰ ਡੈਮ,କଫର୍ ଡ୍ୟାମ୍ |
ਤਾਲਮੇਲ,ମିଳନ
ਕੋਲਾਇਡ,କୋଲଏଡ୍ |
ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ,କୋଲଏଡାଲ୍ ଆର୍ଦ୍ରତା ସମାନ ଅନୁପାତ |
ਕੋਲੋਇਡਲ ਸਿਸਟਮ,କୋଲଏଡାଲ୍ ସିଷ୍ଟମ୍ |
ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ,ମିଳିତ ମାଟି |
ਕਾਲਮ,ସ୍ତମ୍ଭ
ਕੰਬਡ ਮੁਕੰਮਲ,କମ୍ବିଂ ଶେଷ
ਸੰਯੁਕਤ ਪੈਰ,ମିଳିତ ପଦଚିହ୍ନ |
ਸੰਯੁਕਤ ਪਾਣੀ,ମିଶ୍ରିତ ଜଳ |
ਸਾਂਝਾ ਕਮਰਾ,ସାଧାରଣ କୋଠରୀ |
ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ,ସଂପୂର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର
ਕੰਪੋਨੈਂਟ ਵਰਗ,ଉପାଦାନ ବର୍ଗ
ਕੰਕਰੀਟ,କଂକ୍ରିଟ୍ |
ਕੰਕਰੀਸ਼ਨ,ସଂକଳନ
ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ,ଏକତ୍ରିତ ହାର / ଫ୍ଲାଟ ହାର |
ਗੰਦਗੀ,ପ୍ରଦୂଷକ
ਐਲਕੋਵ ਪਕਾਉਣਾ,ଆଲକୋଭ୍ ରାନ୍ଧିବା |
ਮੁਕਾਬਲਾ ਕਰਨਾ,ମୁକାବିଲା
ਕੋਰਬੇਲ,କରବେଲ |
ਕਾਰਨੀਸ,କର୍ନିସ୍ |
ਕਪਲਰ,ଦମ୍ପତି
"ਕਪਲਰ, ਡਬਲ","ଦମ୍ପତି, ଦୁଇଥର |"
"ਕਪਲਰ, ਪੁਟਲੌਗ","ଦମ୍ପତି, ପୁଟ୍ଲଗ୍ |"
"ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ","ଦମ୍ପତି, ସ୍ୱିଭେଲ୍ |"
ਕੋਰਸ,ପାଠ୍ୟକ୍ରମ
ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ,ରାଣ୍ଡମ୍ ରାଣ୍ଡଲ୍ ଚୁକ୍ତି |
ਕਵਰ ਕੀਤਾ ਖੇਤਰ,ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ର |
ਕ੍ਰੀਪ,କ୍ରିପ୍
ਕ੍ਰੀਪ ਗੁਣਾਂਕ,କ୍ରିପ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ਕਰੋਟੋਵਾਈਨ,କ୍ରୋଟୋଭାଇନ୍ |
ਕਾਂ ਦੇ ਪੈਰ,କାଉ ପାଦ |
ਟੁਕੜਾ ਬਣਤਰ,ଖଣ୍ଡ ଗଠନ |
ਕਰਬ,ବନ୍ଦ କର |
ਵਰਤਮਾਨ,ସାମ୍ପ୍ରତିକ
ਕਰਵ ਪ੍ਰਤੀਰੋਧ,ବକ୍ର ପ୍ରତିରୋଧ
ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ,ଓଦା ପ୍ରୁଫ୍ ପାଠ୍ୟକ୍ରମ |
