Marathi,Tamil
En डेनिलेट सायक्लेज,அடினிலேட் சைக்லேஸ்
चिकट शक्ती,பிசின் சக்தி
अ‍ॅडिपेट,கொழுப்பு
अ‍ॅडिपोसाइट (चरबी सेल),அடிபோசைட் (கொழுப்பு செல்)
अ‍ॅडिपोज टिशू,கொழுப்பு திசு
Nednate,Adnate
लगतचा समुदाय,அருகிலுள்ள சமூகம்
Ren ड्रेनल,அட்ரீனல்
Ren ड्रेनल ग्रंथी,அட்ரினல் சுரப்பி
एड्रेनोकोर्टिकोट्रॉपिक हार्मोन (एसीटीएच),அட்ரினோகார்டிகோட்ரோபிக் ஹார்மோன் (ACTH)
Ren ड्रेनोकोर्टिकोट्रॉपिक रिलीझिंग हार्मोन (एसीटीआरएच),அட்ரினோகார்டிகோட்ரோபிக் வெளியீட்டு ஹார்மோன் (ACTRH)
Or सॉर्बेंट,Adsorbent
शोषण,உறிஞ்சுதல்
प्रगत Chordate,மேம்பட்ட சோர்டேட்
फायदेशीर उत्परिवर्तन,சாதகமான பிறழ்வு
अ‍ॅडव्हेंटिशियल,சாகச
साहसी मूळ,சாகச வேர்
प्रतिकूल परिणाम,பாதகமான விளைவு
एडीज,Aedes
संस्कृतीचे वायुवीजन,கலாச்சாரத்தின் காற்றோட்டம்
एरेन्चायमा,ஏரென்கிமா
हवाई,வான்வழி
एरियल रूट,வான்வழி வேர்
एरियल शूट,வான்வழி படப்பிடிப்பு
एरोबिक श्वसन,ஏரோபிக் சுவாசம்
एरोबिक श्वसन,ஏரோபிக் சுவாசம்
सौंदर्यशास्त्र,அழகியல்
एस्टिवेशन,அவதூறு
एस्टिवेशन,அவதூறு
Efferent,Afferent
आत्मीयता क्रोमॅटोग्राफी,இணைப்பு நிறமூர்த்தம்
पीडित अवयव,பாதிக்கப்பட்ட உறுப்பு
वनीकरण,காடு வளர்ப்பு
अ‍ॅगामोस्पर्मी,அகமோஸ்பெர்மி
अगर,அகர்
आगरोस,அகரோஸ்
अगरोस जेल इलेट्रोफोरेसीस,அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்
अ‍ॅगारोज पॉलिमर जेल,அகரோஸ் பாலிமர் ஜெல்
Agast,அகாஸ்ட்
अ‍ॅगेव्ह,நீலக்கத்தாழை
वय वितरण,வயது விநியோகம்
वय पिरॅमिड,வயது பிரமிட்
एकत्रित,திரட்டுதல்
एकूण,மதிப்பீட்டு
कूपांचे एकूण,நுண்ணறைகளின் மொத்தம்
कूपांचे एकूण,நுண்ணறைகளின் மொத்தம்
एकत्रिकरण,திரட்டுதல்
आक्रमकता,ஆக்கிரமிப்பு
आंदोलन प्रणाली,கிளர்ச்சி அமைப்பு
अग्नथ,அக்னாதா
अगोती,அகூட்டி
अ‍ॅग्रॅनल क्लोरोप्लास्ट,அக்ரானல் குளோரோபிளாஸ்ட்
अ‍ॅग्रॅन्युलर,வேளாண்
अ‍ॅग्रानुलोसाइट,அக்ரானுலோசைட்
शेती,வேளாண்மை
अ‍ॅग्रोफोरेस्ट्री,வளர்ப்பு
अ‍ॅग्रोबॅक्टीरियम मध्यस्थी,அக்ரோபாக்டீரியம் மத்தியஸ்தம்
अ‍ॅग्रोबॅक्टीरियम ट्यूमेफेसियन्स,அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்
अ‍ॅग्रोकेमिकल,வேளாண் வேதியியல்
अ‍ॅग्रोकेमिकल,வேளாண் வேதியியல்
अ‍ॅग्रोक्लिमॅटिक झोन,வேளாண் மண்டலம்
कृषी गुणधर्म,வேளாண் பண்பு
अ‍ॅग्रोनॉमी,வேளாண்
एड्स,எய்ட்ஸ்
एअर मूत्राशय,காற்று சிறுநீர்ப்பை
वातानुकूलन,ஏர் கண்டிஷனர்
हवाई रस्ता,விமானப் பாதை
वायू प्रदूषण,காற்று மாசுபாடு
एअर थैली,ஏர் சாக்
एअर व्हॅक्यूओल,காற்று வெற்றிடம்
हवाई श्वास,காற்று சுவாசம்
अलेन,அலைன்
अ‍ॅलरी स्नायू,அலரி தசை
अलास्कन तपकिरी अस्वल,அலாஸ்கன் பிரவுன் கரடி
अल्बिनो,இயற்கை நிறத்தை இழந்தவர்
अल्बुगो,அல்புகோ
अल्बमिन,ஆல்புமின்
अल्ब्युमिनस बियाणे,ஆல்புமினஸ் விதை
अल्बमिनुरिया,அல்புமினூரியா
अल्बर्नम,ஆல்பர்னம்
Lescedae,அல்செடே
Ld ल्डिहेडे,ஆல்டிஹீட்
Ld ल्डोस्टेरॉन सिस्टम,ஆல்டோஸ்டிரோன் அமைப்பு
अ‍ॅल्डोस्टेरॉन,ஆல்டோஸ்டிரோன்
अलेरोन लेयर,அலியுரோன் அடுக்கு
अलेरोप्लास्ट,அலூரோபிளாஸ்ட்
अल्फल्फा,அல்பால்ஃபா
अल्गल ब्लूम,பாசி பூக்கும்
अल्गिन,ஆல்ஜின்
एलियन डीएनए,ஏலியன் டி.என்.ஏ.
एलियन प्रजाती,அன்னிய இனங்கள்
संरेखन,சீரமைப்பு
संरेखन,சீரமைப்பு
एलिमेंटरी कालवा,உணவுக்குழாய்
एलिमेंटरी सिस्टम,ஆன்டிமென்டரி சிஸ்டம்
अलिसमासेस,அலிஸ்மேசீஸ்
अल्कलॉइड,காராய்டு
अल्कधर्मी,கார
अल्काप्टोनुरिया,அல்காப்டோனூரியா
अलांटोइस,அலன்டோயிஸ்
अ‍ॅलेल वारंवारता,அலீல் அதிர்வெண்
अ‍ॅलेल,அல்லீல்
Lel लोमॉर्फिक जोडी,அல்லீலோமார்பிக் ஜோடி
L लर्जीन,ஒவ்வாமை
अ‍ॅलिगेटर,முதலை
अ‍ॅलियम सेपा,அல்லியம் செபா
अ‍ॅलोगॅमी,Allocamy
अ‍ॅलोग्राफ्ट,அலோகிராஃப்ட்
अ‍ॅलोपॅट्रिक स्पेशिएशन,அலோபாட்ரிக் விவரக்குறிப்பு
Ol लोपोलिपॉइड,அலோபோலிப்ளோயிட்
अ‍ॅलोस्टेरिक प्रभाव,அலோஸ்டெரிக் விளைவு
अ‍ॅलोस्टेरिक एंझाइम,அலோஸ்டெரிக் என்சைம்
अ‍ॅलोस्टेरिक इनहिबिटर,அலோஸ்டெரிக் இன்ஹிபிட்டர்
अ‍ॅलोस्टेरिक मॉड्यूलेशन,அலோஸ்டெரிக் பண்பேற்றம்
अ‍ॅलोस्टेरिक साइट,அலோஸ்டெரிக் தளம்
अ‍ॅलोस्टेरिक इनहिबिशन,அலோஸ்டெரிக் தடுப்பு
अ‍ॅलोटेट्रॅप्लॉइड,அலோடெட்ராப்ளோயிட்
अल्नस,அல்னஸ்
कोरफड,கற்றாழை
On क्सॉनच्या बाजूने,அச்சுடன்
अल्फा-अँटीट्रिप्सिन,ஆல்பா-ஆன்டிட்ரிப்சின்
अल्फा-लेक्टलब्यूमिन,ஆல்பா-லாக்டல்புமின்
अल्पाइन हवामान स्थिती,ஆல்பைன் காலநிலை நிலை
अल्पाइन कुरण,ஆல்பைன் புல்வெளி
अल्पाइन झोन,ஆல்பைன் மண்டலம்
अल्स्टोनिया,ஆல்ஸ்டோனியா
अल्टरनेरिया,ஆல்டர்னேரியா
वैकल्पिक,மாற்று
पिढीचे पर्यायी,தலைமுறையின் மாற்று
उंची आजारपण,உயர நோய்
समुद्रसपाटीपासूनची उंची,உயரம்
अल्व्होलर नलिका,அல்வியோலர் குழாய்
एलिटेस,Alytes
अल्झायमर रोग,அல்சீமர் நோய்
अमॅक्रिन सेल,AMACRINE CELL
अमरॅन्थेसी,அமராந்தேசி
अमरॅन्थस,அமராந்தஸ்
वातावरणीय ऑस्मोटिक एकाग्रता,சுற்றுப்புற ஆஸ்மோடிக் செறிவு
अ‍ॅम्बिस्टोमा,அம்ப்ஸ்டோமா
अमाइड,அமைடு
अमिनो आम्ल,அமினோ அமிலம்
अमीनो acid सिड स्वीकारणारा,அமினோ அமில ஏற்பி
एमिनोआसिल टी आरएनए सिंथेथेस,அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்
एमिनोआसिलेशन,அமினோஅசிலேஷன்
अमिटोसिस,அமிடோசிஸ்
अमोनिया,அம்மோனியா
अमोनिफिकेशन,அம்மோனிகேஃபிகேஷன்
अमोनोटेलिझम,அம்மோனோடெலிசம்
अ‍ॅम्निओसेन्टेसिस,அம்னோசென்டெசிஸ்
अ‍ॅम्निओसेन्टेसिस तंत्र,அம்னோசென்டெசிஸ் நுட்பம்
अ‍ॅम्निओसाइट,அம்னியோசைட்
अम्नियन,அம்னியன்
गर्भाशयातील द्रव,அம்னோடிக் திரவம்
अम्नीओटिक झिल्ली,அம்னோடிக் சவ்வு
अम्नीओटिक थैली,அம்னோடிக் சாக்
अमोबा,அமீபா
अमीबोसाइट,அமீபோசைட்
अमोबॉइड,அமீபாய்டு
अ‍ॅमोबॉइड लिम्फोसाइट,அமீபாய்டு லிம்போசைட்
अ‍ॅमोबॉइड चळवळ,அமீபாய்டு இயக்கம்
अनाकार,உருவமற்ற
रक्कम,தொகை
अ‍ॅम्फेटामाइन,ஆம்பெடமைன்
उभयचर,ஆம்பிபியா
उभयचर,ஆம்பிபியன்
उभयचर,ஆம்பிபியன்
अ‍ॅम्फिओक्सस,ஆம்பியோக்ஸஸ்
अ‍ॅम्फिओक्सस लॅन्सोलाटस,ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்
अ‍ॅम्फिपाथिक,ஆம்பிபாதிக்
अ‍ॅम्फिपाथिक लिपिड,ஆம்பிபாதிக் லிப்பிட்
अ‍ॅम्फिसार्का,ஆம்பிசர்கா
अ‍ॅम्पिसिलिन,ஆம்பிசிலின்
अ‍ॅम्पुल्ला,ஆம்புல்லா
अ‍ॅम्प्युलरी ग्रंथी,ஆம்பல்லரி சுரப்பி
अ‍ॅमीगडल,அமிக்டால்
अ‍ॅमीगडेल,அமிக்டேல்
अ‍ॅमीग्डालिन,அமிக்டலின்
अ‍ॅमिलेज,அமிலேஸ்
अ‍ॅमिलोप्लास्ट,அமிலோபிளாஸ்ட்
अनाबेना,அனபீனா
अनबास,அனபாஸ்
अ‍ॅनाबॉलिक मार्ग,அனபோலிக் பாதைகள்
अ‍ॅनाबोलिझम,அனபோலிசம்
अ‍ॅनाकार्डियासी,அனகார்டியாசி
अशक्तपणा,இரத்த சோகை
अनरोब,காற்றில்லா
अनॅरोबिक इंधन,காற்றில்லா எரிபொருள்
अनरोबिक श्वसन,காற்றில்லா சுவாசம்
अनॅरोबिक गाळ डायजेस्टर,காற்றில்லா கசடு டைஜெஸ்டர்
अनॅरोबिक,காற்றில்லா
अनाईमा,அனைமா
गुदद्वारासंबंधीचा,குத
गुदद्वारासंबंधीचा,குத
गुदद्वारासंबंधीचा छिद्र,குத துளை
गुदद्वारासंबंधीचा सेर्सी,குத செர்சி
गुद्द्वार लूप,குத லூப்
गुद्द्वार शैली,குத பாணி
समान,ஒப்பீட்டு
समान,ஒப்பீட்டு
समानता,ஒப்புமை
समानता,ஒப்புமை
विश्लेषण,பகுப்பாய்வு
अनाफेस,அனாபேஸ்
शरीरशास्त्र अडथळा,உடற்கூறியல் தடை
शारीरिक पैलू,உடற்கூறியல் அம்சம்
शरीरशास्त्रज्ञ,உடற்கூறியல் நிபுணர்
शरीरशास्त्र,உடற்கூறியல்
पूर्वज वंशज अनुक्रम,மூதாதையர் வழித்தோன்றல் வரிசை
वडिलोपार्जित वंश,மூதாதையர் பரம்பரை
वडिलोपार्जित क्रम,மூதாதையர் வரிசை
एन्सिलोस्टोमा,அன்சிலோஸ்டோமா
एंड्रोइसीयम,ஆண்ட்ரோசியம்
एंड्रोजेन,ஆண்ட்ரோஜன்
अशक्तपणा,இரத்த சோகை
Enemone,அனிமோன்
Eneuploid,அனூப்ளோயிட்
Eneuploidy,அனூப்ளோயிடி
एनजाइना,ஆஞ்சினா
एंजिओग्राम,ஆஞ்சியோகிராம்
एंजियोग्राफ,ஆஞ்சியோகிராஃப்
एंजियोग्राफी,ஆஞ்சியோகிராஃபி
एंजियोप्लास्टी,ஆஞ்சியோபிளாஸ்டி
एंजिओस्पर्म,ஆஞ்சியோஸ்பெர்ம்
अँजिओटेन्सिन,ஆஞ்சியோடென்சின்
एंजियोटेंसीनोजेन,ஆஞ்சியோடென்சினோஜென்
अँगलर फिश,ஆங்லர் மீன்
एंगुइना,அங்குயினா
एंगुइस,ஆங்குயிஸ்
प्राणी,விலங்கு
प्राणी,விலங்கு
प्राणी शेण,விலங்கு சாணம்
पशुसंवर्धन,கால்நடை வளர்ப்பு
अ‍ॅनिमल कॅरिओटाइपिंग,விலங்கு காரியோடைப்பிங்
प्राण्यांचे राज्य,விலங்கு இராச்சியம்
प्राणी ऊतक,விலங்கு திசு
अ‍ॅनिमालिया,விலங்கு
आयन,அனியன்
एनिसोट्रॉपिक बँड,அனிசோட்ரோபிக் பேண்ட்
En नीलिंग,அனீலிங்
अ‍ॅनेलिड,Annelid
अ‍ॅनेलिडा,அன்னெலிடா
वार्षिक रिंग,ஆண்டு வளையம்
एनुलेटेड,வருடாந்திர
एन्युले,Annule
विसंगती प्रकार,ஒழுங்கற்ற வகை
अ‍ॅनोफेल्स,அனோபீல்ஸ்
मुंगी खाणारा,எறும்பு உண்பவர்
विरोधी,விரோதமான
अंटार्क्टिक,அண்டார்டிக்
अँटेना,ஆண்டெனா
अँटेना कॉम्प्लेक्स,ஆண்டெனா காம்ப்ளக்ஸ்
अँटेनल ग्रंथी,ஆண்டெனல் சுரப்பி
पूर्ववर्ती (व्हेंट्रल) ग्रे हॉर्न,முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு
आधीचा हायपोफिसिस,முன்புற ஹைப்போபிஸிஸ்
पूर्ववर्ती इंटरव्हेंट्रिक्युलर सल्कस,முன்புற தலையீட்டு சல்கஸ்
अँथर,மகரந்தம்
अँथर संस्कृती,மகரந்த கலாச்சாரம்
अँथेरिडियम,Anteridium
अँथेरोझॉइड,ஆந்தமாசி
अँथोसेरोस,அந்தோசெரோஸ்
अँथोसेरोटोप्सिडा,அந்தோசெரோடோப்சிடா
अँथ्रॅक्स,ஆந்த்ராக்ஸ்
अँथ्रोपोजेनिक विलोपन,மானுடவியல் அழிவு
मानववंशशास्त्र,மானுடவியல்
अँटीबैक्टीरियल,பாக்டீரியா எதிர்ப்பு
अँटीबायोटिक पेनिसिलिन,ஆண்டிபயாடிக் பென்சிலின்
प्रतिजैविक प्रतिरोधक,ஆண்டிபயாடிக் எதிர்ப்பு
प्रतिजैविक (ओ),நுண்மணி
प्रतिपिंडे,ஆன்டிபாடி
अँटीबॉडी जोडपे,ஆன்டிபாடி ஜோடி
प्रतिपिंडे मध्यस्थ प्रतिकारशक्ती,ஆன்டிபாடி மத்தியஸ்த நோய் எதிர்ப்பு சக்தி
अँटीकोआगुलंट,ஆன்டிகோகுலண்ட்
अँटीकोडॉन लूप,ஆன்டிகோடன் லூப்
प्रतिरोधक,ஆண்டிடிரஸன்
अँटीडियुरेटिक हार्मोन (एडीएच),ஆண்டிடியூரிடிக் ஹார்மோன் (ADH)
अँटीजेन जनुक,ஆன்டிஜென் மரபணு
अँटीजेन-अँटीबॉडी कॉम्प्लेक्स,ஆன்டிஜென்-ஆன்டிபாடி வளாகம்
प्रतिजैविक निर्धारक,ஆன்டிஜெனிக் தீர்மானிப்பான்
विरोधी घटक,முரண்பாடு காரணி
अँटीऑक्सिडेंट,ஆக்ஸிஜனேற்ற
अँटीपोडल न्यूक्लियस,ஆன்டிபோடல் கரு
अँटी-सेन्स आरएनए,எதிர்ப்பு சென்ஸ் ஆர்.என்.ஏ
अँटीवायरल प्रथिने,ஆன்டிவைரல் புரதம்
अँट्रम,Antrum
Anucleate,அனுக்ளீட்
गुद्द्वार,ஆசனவாய்
चिंता डिसऑर्डर,கவலைக் கோளாறு
महाधमनी कमान,பெருநாடி வளைவு
महाधमनी गँगलियन,பெருநாடி கேங்க்லியன்
महाधमनी सेमीलूनर वाल्व,பெருநாடி செமிலுனர் வால்வு
महाधमनी वाल्व्ह,பெருநாடி வால்வு
एपीसी (अनाफेस प्रोत्साहन कॉम्प्लेक्स),APC (ANAPHASE ஐ ஊக்குவிக்கும் சிக்கலானது)
अपीलिक पूर्वज,அப்பெலிக் மூதாதையர்
Ph फिड,அஃபிட்
Ph फ्रोडाईट,அப்ரோடைட்
एपिकल वर्चस्व,நுனி ஆதிக்கம்
एपिकल पॅड,அபிகல் பேட்
एपिकल्चर,பொருள்
एपीआयएस इंडिका,Apis indica
अप्प्लानोस्पोर,Applanospore
अप्लिसिया,அப்லிசியா
अपोकार्पा,அப்போகார்பே
अपोकार्पस,அப்போகார்பஸ்
अपोकार्पस अंडाशय,அப்போகார்பஸ் கருப்பை
अपोक्राइन ग्रंथी,அபோக்ரைன் சுரப்பி
अपोएन्झाइम,அப்போஎன்சைம்
Apomict,Apomict
अपोमिक्सिस,Apomixis
अपोप्लाझम,அபோபிளாசம்
अपोप्लास्टिक मार्ग,அப்போபிளாஸ்டிக் பாதை
अ‍ॅपॉप्टोसिस,அப்போப்டொசிஸ்
उपकरणे,கருவி
परिशिष्ट सांगाडा,Appendicular எலும்புக்கூட்டை
कॅकमचे परिशिष्ट,சீக்கத்தின் பின் இணைப்பு
Apple पल गोगलगाय,ஆப்பிள் நத்தை
जलचर,மீன்வளர்ப்பு
एक्वापोरिन,அக்வாபோரின்
जलचर उभयचर,நீர்வாழ் ஆம்பிபியன்
जलीय फॉर्म,நீர்வாழ் வடிவம்
जलचर निवासस्थान,நீர்வாழ் வாழ்விடம்
जलीय जीव,நீர்வாழ் உயிரினம்
जलचर वनस्पती,நீர்வாழ் ஆலை
जलीय श्वसन,நீர்வாழ் சுவாசம்
जलीय द्रव,நீர்வாழ் திரவம்
जलीय ह्यूमर,அக்வஸ் முமல்
जलीय इंट्रा-सेल्युलर फ्लुइड,நீர்வாழ் உள்-செல்லுலார் திரவம்
जलीय नमुना,அக்வஸ் மாதிரி
जलीय समाधान,நீர் பத திரவம்
एक्विला,அக்விலா
अरबीडोप्सिस,அரபிடோப்சிஸ்
अराच्नीडा,அராக்னிடா
अराच्नॉइड,அராக்னாய்டு
अरेनियस,அரேனியஸ்
आर्बोरेंट,ஆர்பெசண்ட்
आर्बोरसेंट लाइकोपॉड,ஆர்போரசென்ட் லைகோபாட்
आर्चीबॅक्टेरिया,தொல்பொருள்
आर्चेगोनियम,ஆர்க்கிகோனியம்
द्वीपसमूह,தீவுக்கூட்டம்
आर्क्टिक,ஆர்க்டிக்
आर्क्टिक टर्न,ஆர்க்டிக் டெர்ன்
आर्क्टिक टुंड्रा,ஆர்க்டிக் டன்ட்ரா
आर्दिया,ஆர்டியா
आयरोलर टिश्यू,அரியாலர் திசு
अर्गेमोन (काटेकोर खसखस),ஆர்கேமோன் (முட்கள் நிறைந்த பாப்பி)
अर्गेमोन मेक्सिकाना,ஆர்கேமோன் மெக்ஸிகானா
आर्जिनिन,அர்ஜினைன்
शुष्क प्रदेश,வறண்ட பகுதி
अरिस्टोलोचियासी,அரிஸ்டோலோச்சியாசி
आर्म फीडिंग,கை உணவு
आर्मी किडे,இராணுவப்புழு
एआरआयडी,Rioid
सुगंध,நறுமணம்
अरेस्टर,கைது செய்பவர்
आर्टेमिसिया,ஆர்ட்டெமிசியா
धमनी सिस्टोलिक,தமனி சிஸ்டாலிக்
आर्टेरिओस्क्लेरोटिक,தமனி கிளரோடிக்
आर्थ्रोपॉड,ஆர்த்ரோபாட்
संधिवात,கீல்வாதம்
आर्थ्रोपोडा,ஆர்த்ரோபோடா
आर्टिक्युलर कूर्चा,குருத்தெலும்பு மூட்டு
अभिव्यक्ती,வெளிப்படுத்துங்கள்
स्पष्ट,வெளிப்படுத்தப்பட்டது
कृत्रिम पेसमेकर,செயற்கை இதயமுடுக்கி
कृत्रिम निवड,செயற்கை தேர்வு
आर्टोकार्पस हेटरोफिलस,ஆர்டோகார்பஸ் ஹீட்டோரோபில்லஸ்
एस्बेस्टोस फायबर,அஸ்பெஸ்டாஸ் ஃபைபர்
एस्बेस्टोसिस,அஸ்பெஸ்டோசிஸ்
एस्केरिस,அஸ்காரிஸ்
चढत्या क्रोमॅटोग्राफी,ஏறும் குரோமடோகிராபி
Ascidia,ஆஸ்கிடியா
एएससीआयडीयन,ஆஸ்கிடியன்
एस्कोकार्प,அஸ்கோகார்ப்
एस्कॉमीसेट्स,அஸ்கோமைசீட்ஸ்
एस्कॉर्बिक acid सिड,அஸ்கார்பிக் அமிலம்
एस्कोपोर,அஸ்கோஸ்போர்
एस्कस,அஸ்கஸ்
सेपेटेट,அசெப்டேட்
अलौकिक पुनरुत्पादन,ஓரினச்சேர்க்கை இனப்பெருக்கம்
अलौकिक बीजाणू,ஓரினச்சேர்க்கை வித்து
शतावरी सिंथेथेस,அஸ்பாரகின் சின்தேடேஸ்
शतावरी,அஸ்பாரகஸ்
एस्पार्टिक acid सिड,அஸ்பார்டிக் அமிலம்
एस्परगिलस नायजर,அஸ்பெர்கிலஸ் நைஜர்
एस्परगिलस,அஸ்பெர்கிலஸ்
एपोडेलस टेनुइफोलियस,அஸ்போடெலஸ் டெனுஃபோலியஸ்
अ‍ॅस्पिरिन,ஆஸ்பிரின்
परख,மதிப்பீடு
असेंब्लीज,அசெம்பிளேஜ்
आत्मसात करण्याची कार्यक्षमता,ஒருங்கிணைப்பு செயல்திறன்
आत्मसात करणारे मूळ,ஒருங்கிணைப்பு வேர்
सहाय्यक पुनरुत्पादक तंत्र,உதவி இனப்பெருக்க நுட்பம்
असोसिएशन क्षेत्र,சங்க பகுதி
असोसिएटिव्ह सहजीवन,அசோசியேட்டிவ் சிம்பியோசிஸ்
वर्गीकरण आणि पुनर्संयोजन,வகைப்படுத்தல் மற்றும் மறுசீரமைப்பு
घटकांची वर्गीकरण,காரணியின் வகைப்படுத்தல்
अस्टाकस,ஆஸ்டாகஸ்
Asteraceae,அஸ்டெரேசி
एस्टेरेल्स,நட்சத்திரங்கள்
लघुग्रह,சிறுகோள்
दमा,ஆஸ்துமா
अ‍ॅस्ट्रॅगलस गमिफर,அஸ்ட்ராகலஸ் கம்மிஃபர்
