Telugu,Malayalam
Ntic హించిన ఆదాయం,പ്രതീക്ഷിച്ച വരുമാനം
Ntic హించడం,മുന്തോന്നല്
ముందస్తు బెయిల్,മുൻകൂട്ടി ജാമ്യം
అవినీతి నిరోధక కొలత,അഴിമതി വിരുദ്ധ നടപടി
యాంటీ డంపింగ్,വിരുദ്ധ ഡമ്പിംഗ്
పురాతన,പഴക്കം ചെന്ന
వర్ణవివక్ష,വർത്തിഡ്
ఉదాసీనత,അപരാഭിചികം
అపెక్స్ బాడీ,അപെക്സ് ബോഡി
క్షమాపణ,ക്ഷമാപണം
అప్పీల్,പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക
స్వరూపం,കാഴ്ച
సంతృప్తి,വിശേഷണം
అప్పీలేట్ ట్రిబ్యునల్,അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ
అపెండిక్స్,അനുബന്ധം
ఉపకరణం,ഉപകരണം
వర్తిస్తుంది,പയോഗക്ഷമമായ
దరఖాస్తుదారు,അപേക്ഷക
అప్లికేషన్,അപേക്ഷ
దరఖాస్తు ఫారం,അപേക്ഷാ ഫോറം
అనువర్తిత,പ്രയോഗിച്ചു
వర్తించండి,അപേക്ഷിക്കുക
నియామకం,നിയമിത
నియమించే అధికారాన్ని,അധികാരം നിയമിക്കുന്നു
నియామకం,നിയമനം
నియామక పత్రం,നിയമന പത്രിക
నియామకాల కమిటీ క్యాబినెట్,മന്ത്രിസഭയുടെ നിയമന സമിതി
వేతనాల విభజన,വേതനത്തെ വിഭവങ്ങൾ
అంచనా,വിലനിശ്ചയിക്കല്
మదింపుదారు,വിലഹരവാദി
ప్రశంసతో,അഭിനന്ദനം
దిగులు,അവബോധം
అప్రెంటిస్,തൊഴില്പരിശീലക
విధానం,സമീപിക്കുക
తగినది,അനുഗുണമായ
తగిన చర్య,ഉചിതമായ പ്രവർത്തനം
తగిన తల,ഉചിതമായ തല
కేటాయింపు,വിനിയോഗം
ఆమోదం,അംഗീകരിക്കല്
సుమారు,ഏകദേശമായ
ఆప్టిట్యూడ్ పరీక్ష,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്
ఏకపక్ష,സേച്ഛാചാരിയായ
మధ్యవర్తిత్వం,മാദ്ധസ്ഥം വഹിക്കുക
మధ్యవర్తిత్వ,മാദ്ധസ്ഥം
మధ్యవర్తిత్వ ట్రిబ్యునల్,മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ
మధ్యవర్తి,മദ്ധസ്ഥന്
వాస్తుశిల్పం,വാസ്തുവിദ
ఆర్కైవ్స్,ഗന്ഥരക്ഷാലയം
ప్రాంతం,പദേശം
ఏరియా ప్రధాన కార్యాలయం,ഏരിയസ്ഥാനം
వాదన,വാദം
తలెత్తండి,എഴുന്നേല്ക്കുക
సాయుధ దళాలు,സായുധ സേന
అమరిక,കമീകരണം
బకాయి,ഊരി
రాక ప్రకటన,അരീയർ പ്രസ്താവന
రాక నివేదిక,വരവ് റിപ്പോർട്ട്
అహంకారం,ധിക്കാരം
ఆర్సెనల్,ആയുധശാല
వ్యాసం,പദാര്ത്ഥം
అసోసియేషన్ వ్యాసాలు,അസോസിയേഷന്റെ ലേഖനങ്ങൾ
వ్యాసాలు,ലേഖനങ്ങൾ
ఆరోహణ క్రమం,ആരോഹണ ക്രമം
నిర్ధారించడం,നിർണ്ണയിക്കുന്ന
ఎక్కడ ఉందో,എവിടെയാണ്
కారక,വശം
ఆస్పర్షన్,കയറിയ
హత్య,രാഷ്ടീയക്കൊല
దాడి,കയ്യേറ്റം നടത്തുക
సమీకరించటం,സംയോജിപ്പിക്കുക
అసెంబ్లీ,നിയമനിര്മ്മാണസഭ
అస్సెంట్,അനുമതി
నొక్కి చెప్పండి,ഉറപ്പുപറയുക
మదింపుదారుడు,വിലയിരുത്തുന്ന
అంచనా,നികുതിചുമത്തല്
అసెస్‌మెంట్ ఇయర్,വിലയിരുത്തൽ വർഷം
మదింపుదారు,അസര്യാകം
ఆస్తులు,ആസ്തി
కేటాయించిన,നിയമനിക
అసైన్‌మెంట్,ചുമതല
అసైనర్,യാസ
సహాయం,സഹായം
అసోసియేట్,തോഴന്
అసోసియేషన్,ചങ്ങാത്തം
ఛార్జ్ యొక్క umption హ,ചാർജ് അനുമാനം
హామీ,ഉറപ്പുനല്കല്
అస్యూరెన్స్ కంపెనీ,അഷ്വറൻസ് കമ്പനി
భరోసా,ഉറപ്പുതരുന്നു
డిస్కౌంట్ వద్ద,കിഴിവിൽ
అణు శక్తి,ആറ്റോമിക് പവർ
పార్ వద్ద,തുല്യത്തിൽ
ప్రీమియం వద్ద,പ്രീമിയത്തിൽ
అటాచ్,ഘടിപ്പിക്കുക
జతచేయబడిన కార్యాలయం,അറ്റാച്ചുചെയ്ത ഓഫീസ്
అటాచ్మెంట్,ബന്ധം
అటాచ్మెంట్ ఆర్డర్,അറ്റാച്ചുമെന്റ് ഓർഡർ
సాధించడం,നേട്ടം
ప్రయత్నం,പരിശമം
హాజరు,ഹാജർ
హాజరు రిజిస్టర్,ഹാജർ രജിസ്റ്റർ
హాజరు స్లిప్,പങ്കെടുക്കുന്ന സ്ലിപ്പ്
శ్రద్ధ,ശ്രദ്ധ
ధృవీకరణ,സാക്ഷ്യപ്പെടുത്തൽ
ధృవీకరించబడిన కాపీ,സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്
వైఖరి,ഭാവം
ఆకర్షణీయమైన జీతం,ആകർഷകമായ ശമ്പളം
వేలం,ലേലം
వేలంపాట,ലേറ്റീയർ
వేలం అమ్మకం,ലേല വിൽപ്പന
ప్రేక్షకులు,സദസര്
ఆడియో-విజువల్ డిస్ప్లే,ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ
ఆడియో-విజువల్ పబ్లిసిటీ,ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി
ఆడిట్,കണക്കുപരിശോധിക്കുക
ఆడిట్ చేసిన ఖాతాలు,ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ
ఆడిట్ చేసిన బ్యాలెన్స్ షీట్,ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്
ఆడిటింగ్,ഓഡിറ്റിംഗ്
ఆడిట్ అభ్యంతరం,ഓഡിറ്റ് എതിർപ്പ്
ఆడిటర్ నివేదిక,ഓഡിറ്ററുടെ റിപ്പോർട്ട്
ఆడిటోరియం,ആഡിറ്റോറിയം
ఆడిట్ పేరా,ഓഡിറ്റ് ഖണ്ഡിക
ఆర్థిక లెక్కల నివేదిక,കണക്കിറ്റ് റിപ്പോർട്ട്
కాఠిన్యం,ഉത്സവമായ
పొదుపు చర్యలు,ചെലവുചുരുക്കൽ നടപടികൾ
ప్రామాణికమైన,ആധികാരികം
అధీకృత ప్రతినిధి,അംഗീകൃത പ്രതിനിധി
అధికారిక,അംഗീകാരപരമായ
అధికారం,അധികാരം
అధికారం లేఖ,അതോറിറ്റി കത്ത്
అధికారం,അധികാരപ്പെടുത്തി
అధీకృత మూలధనం,അംഗീകൃത മൂലധനം
ఆటోమేటిక్,ഓട്ടോമാറ്റിക്
స్వయంప్రతిపత్తి,സയംശാസിതമായ
అటానమస్ బాడీ,സ്വയംഭരണ സംഘടന
స్వయంప్రతిపత్తి,സയംഭരണാവകാശം
సహాయక,ഉക്സിലറി
అందుబాటులో ఉంది,സുലഭം
సగటు,ശരാശരി
సగటు సెలవు,ശരാശരി അവധി
విరక్తి,അപീതി
అవర్ట్,അകറ്റുക
నివారించండి,ഒഴിവാക്കുക
పన్నును నివారించడం,നികുതി ഒഴിവാക്കുക
వేచి ఉంది,കാത്തിരിക്കുന്നു
అవార్డు,കൊടുക്കുക
అథారిటీ అవార్డు,അതോറിറ്റി അവാർഡ്
అవగాహన,ബോധപ്പെടുത്തല്
బ్యాక్‌డేటెడ్,കസ്റ്റേറ്റഡ്
నేపథ్య,പശ്ചാത്തലം
బ్యాక్ లాగ్,ബാക്ക് ലോഗ്
బ్యాక్ అవుట్,പുറപ്പെട്ടു
వెనుక సూచన,തിരികെ റഫറൻസ്
బ్యాకప్,ബാക്കപ്പ് ചെയ്യുക
వెనుకబడిన తరగతులు,പിന്നോക്ക ക്ലാസുകൾ
వెనుకబడిన తెగ,പിന്നോക്ക ഗോത്രം
చెడు బేరం,മോശം വിലപേശൽ
చెడు ప్రవర్తన,ചീത്ത സ്വഭാവം
చెడ్డ పాత్ర,മോശം പ്രതീകം
చెడు వాతావరణ భత్యం,മോശം കാലാവസ്ഥാ അലവൻസ്
చెడు ప్రవర్తన,മോശം പെരുമാറ്റം
చెడు రుణం,കിട്ടാ കടം
సామాను,ബാഗ്
బెయిల్,ജാമം
సంతులనం,ബാക്കി
బ్యాలెన్స్ తగ్గింది,ബാലൻസ് കൊണ്ടുവന്നു
బ్యాలెన్స్ ముందుకు తెచ్చింది,ബാലൻസ് മുന്നോട്ട് കൊണ്ടുവന്നു
సమతుల్య బడ్జెట్,സമതുലിതമായ ബജറ്റ്
బ్యాలెన్స్ షీట్,ബാലൻസ് ഷീറ്റ്
బ్యాలెట్,വോട്ടിന്റെ നറുക്ക്
వోట్లు వేసే డబ్బా,ബാലറ്റ് ബോക്സ്
బ్యాలెట్ పేపర్,ബാലറ്റ് പേപ്പർ
నిషేధం,നിരോധനം
బ్యాంక్,ബാങ്ക്
బ్యాంకు ఖాతా,ബാങ്ക് അക്കൗണ്ട്
బ్యాంక్ బ్యాలెన్స్,ബാങ്ക് ബാലൻസ്
బ్యాంకు చార్జీలు,ബാങ്ക് ചാർജുകൾ
బ్యాంకు హామీ,ബാങ്ക് ഗ്യാരന്റി
బ్యాంకు సెలవు,ബാങ്ക് അവധി
బ్యాంకింగ్ సౌకర్యం,ബാങ്കിംഗ് സൗകര്യം
బ్యాంకింగ్ గంటలు,ബാങ്കിംഗ് സമയം
బ్యాంకింగ్ లావాదేవీ,ബാങ്കിംഗ് ഇടപാട്
బ్యాంక్ రేటు,ബാങ്ക് നിരക്ക്
బ్యాంకు సయోధ్య,ബാങ്ക് അനുരഞ്ജനം
దివాళా,നിര്ദ്ധനന്
బ్యాంక్ భద్రత,ബാങ്ക് സുരക്ഷ
బ్యాంకు వాజ్ఞ్మూలము,ബാങ്ക് സ്റ്റേറ്റ്മെന്റ്
విందు,വിരോതം
బార్ కౌన్సిల్,ബാർ കൗൺസിൽ
బేరం,വില്പ്പനക്കരാര്
బేరసారాలు,വില പേശൽ
బంజరు భూమి,തരിശുഭൂമി
బార్టర్,ചരക്കുകൈമാറ്റക്കച്ചവടം
బేస్,അടിത്തറ
నిరాధారమైన,അടിസ്ഥാനപരമായ
బేస్మెంట్,കെട്ടിടത്തിന്റെ അടിത്തറ
బేస్ ఇయర్,അടിസ്ഥാന വർഷം
ప్రాథమిక,അടിസ്ഥാനപരമായ
సాధారణంగా,അടിസ്ഥാനപരമായി
ప్రాథమిక మేధస్సు,അടിസ്ഥാന ഇന്റലിജൻസ്
ప్రాథమిక వేతనం,അടിസ്ഥാന ശമ്പളം
ప్రాథమిక స్థాయి వేతనం,ശമ്പളത്തിന്റെ അടിസ്ഥാന തോത്
ప్రాథమిక శిక్షణ,അടിസ്ഥാന പരിശീലനം
ఆధారంగా,അടിസ്ഥാനം
బ్యాచ్,ഓടിക്കല്ല്
బ్యాచ్ సంఖ్య,ബാച്ച് നമ്പര്
బేరర్ చెక్,ചുമക്കുന്ന ചെക്ക്
ఉదహరించడానికి ముందు,ഉദ്ധരിച്ചതിന് മുമ്പ്
ప్రవర్తన,പെരുമാറ്റം
నమ్మకం,വിശാസം
పార్ క్రింద,പാരത്തില് താഴെ
బెంచ్,ബഞ്ച്
బెంచ్ మార్క్,ബെഞ്ച്മാർക്ക്
ప్రయోజనకరమైనది,പ്രയോജനകരമായ
లబ్ధిదారుడు,പയോജകന്
ప్రయోజనం,ആനുകൂലം
సందేహం యొక్క ప్రయోజనం,സംശയത്തിന്റെ പ്രയോജനം
బెనెవోలెన్స్,നന്മ
బెనెవోలెంట్ ఫండ్,ബെൻ വോളന്റ് ഫണ്ട്
Bequeath,Arequeliathe
బీక్వెస్ట్,അയവിസ്താരം
మరణించారు,ദുര്ത്തന്ത
ఉత్తమ ప్రయత్నాలు,മികച്ച ശ്രമങ്ങൾ
మంచి,കാഴ്ചപ്പാട്
బయాస్,പക്ഷപാതം
పక్షపాత అభిప్రాయం,പക്ഷപാതപരമായ അഭിപ്രായം
గ్రంథ పట్టిక,ബിബ്ലിയോഗ്രാഫി
ద్వైవార్షిక,ബിനാത്തില്
విభజన,വിഭജനം
బిగామి,ദിഭാരതം
ద్వైపాక్షిక,ഉഭയകക്ഷി
ద్విభాషా,രണ്ടുഭാഷകളിലുള്ള
ద్విమకరణ,ബൈകാമെറൽ
బిల్లు,ബില്
మార్పిడికి సంభంధించిన బిల్లు,വ്യവഹാര പത്രം
బిమోంత్లీ రిపోర్ట్,ബിമോണി റിപ്പോർട്ട്
బైండింగ్,ബന്ധിക്കുക
బయోడేటా,ബയോഡറ്റ
బైపార్టైట్,ബിപർട്ടിനെറ്റ്
ద్వైపాక్షిక ఒప్పందం,Biparteait കരാർ
జనన వార్షికోత్సవం,ജന്മവാർഷികം
జనన ధృవీకరణ పత్రం,ജനന സർട്ടിഫിക്കറ്റ്
జనన నియంత్రణ,ജനന നിയന്ത്രണം
పుట్టిన తేదీ,ജനിച്ച ദിവസം
పుట్టిన ప్రదేశం,ജന്മസ്ഥലം
జనన రేటు,ജനന നിരക്ക്
వారం వారం,ബിക്കുളികം
బ్లాక్ ఎకానమీ,കറുത്ത സമ്പദ്വ്യവസ്ഥ
బ్లాక్ జాబితా,കറുത്ത പട്ടിക
బ్లాక్ మెయిల్,കൊള്ളയടിക്കുക
చీకటి వ్యాపారం,കരിഞ്ചന്ത
నింద,കുറ്റപ്പെടുത്തുക
ఖాళీ చెక్,ശൂന്യമായ പരിശോധന
దుప్పటి ఒప్పందం,പുതപ്പ് ഇടപാട്
దుప్పటి క్రమము,പുതപ്പ് ഓർഡർ
పేలుడు,സ്ഫോടനം
బ్లెండింగ్,മിശ്രിതമാക്കുക
బ్లాక్,ഉപരോധിക്കുക
దిగ్బంధనం,ഉപരോധിക്കല്
నిరోధించబడిన మూలధనం,തടഞ്ഞ മൂലധനം
పెద్ద అక్షరం,വലിയ അക്ഷരം
రక్త దానం,രക്ത ദാനം
రక్త సంబంధాలు,രക്തബന്ധങ്ങൾ
బ్లూ కాలర్ ఉద్యోగం,ബ്ലൂ കോളർ ജോലി
బ్లూప్రింట్,ബ്ലൂപ്രിന്റ്
బుకాయింపు,മല്പ്പാതം
బోర్డు,പലക
బోర్డింగ్ మరియు బస,"ബോർഡിംഗ്, താമസം"
