Bengali,Marathi
প্রশাসনিক অপারেটর,प्रशासकीय ऑपरेटर
প্রশাসনিক অপারেটর স্টেশন,प्रशासकीय ऑपरेटर स्टेशन
প্রশাসনিক সহায়তা সিস্টেম,प्रशासकीय समर्थन प्रणाली
উন্নত যোগাযোগ পরিষেবা,प्रगत संप्रेषण सेवा
উন্নত তথ্য সিস্টেম,प्रगत माहिती प्रणाली
উন্নত অপটিক্যাল চরিত্র পাঠক,प्रगत ऑप्टिकल कॅरेक्टर रीडर
উন্নত বৈজ্ঞানিক কম্পিউটার,प्रगत वैज्ञानिक संगणक
এরিয়াল,हवाई
সমষ্টি,एकूण
সামগ্রিক অভিব্যক্তি,एकूण अभिव्यक्ती
লক্ষ্য বৃত্ত,लक्ष्य वर्तुळ
লক্ষ্য ক্ষেত্র (= লক্ষ্য প্রতীক),लक्ष्य फील्ड (= लक्ष्य चिन्ह)
লক্ষ্য প্রতীক,लक्ष्य प्रतीक
বায়ুবাহিত কম্পিউটার সিস্টেম,एअरबोर्न संगणक प्रणाली
বীজগণিত ইগেনভ্যালু সমস্যা,बीजगणित ईगेनव्हल्यू समस्या
"বীজগণিত
 মিশ্রণ","बीजगणित
 एकत्रीकरण"
বীজগণিত ভাষা,बीजगणित भाषा
বীজগণিত হেরফের,बीजगणित हाताळणी
বীজগণিত ম্যানিপুলেশন ভাষা,बीजगणित मॅनिपुलेशन भाषा
বীজগণিতমুখী ভাষা,बीजगणित ओरिएंटेड भाषा
বীজগণিত শিফট,बीजगणित शिफ्ट
বীজগণিত সাইন কনভেনশন,बीजगणित साइन कन्व्हेन्शन
অ্যালগল,अल्गोल
অ্যালগল বৈশিষ্ট্য,अल्गोल वैशिष्ट्य
অ্যালগল প্রোগ্রামিং,अल्गोल प्रोग्रामिंग
অ্যালগরিদম,अल्गोरिदम
অ্যালগরিদম সহযোগী ভাষা,अल्गोरिदम असोसिएटिव्ह भाषा
অ্যালগরিদম শ্রেণিবিন্যাস,अल्गोरिदम वर्गीकरण
অ্যালগরিদম জটিলতা,अल्गोरिदम जटिलता
অ্যালগরিদম গণনাযোগ্যতা,अल्गोरिदम संगणन
অ্যালগরিদমিক বিশ্লেষণ,अल्गोरिदम विश्लेषण
অ্যালগরিদমিক পদ্ধতির,अल्गोरिदम दृष्टिकोन
অ্যালগরিদমিক ভাষা,अल्गोरिदम भाषा
অ্যালগরিদমিক রুটিন,अल्गोरिदम नित्यक्रम
অ্যালগরিদমিক তত্ত্ব,अल्गोरिदम सिद्धांत
ওরফে,उर्फ
এলিয়াসিং,अलियासिंग
ওরফে নাম (= বিকল্প নাম),उर्फ नाव (= वैकल्पिक नाव)
প্রান্তিককরণ,संरेखन
বরাদ্দ,वाटप
বরাদ্দ কাঠামো,वाटप रचना
সমস্ত উদ্দেশ্যমূলক কম্পিউটার,सर्व हेतू संगणक
বর্ণমালা চরিত্র,वर्णमाला वर्ण
বর্ণমালা চরিত্র সেট,वर्णमाला वर्ण सेट
বর্ণমালা চরিত্রের সাবসেট,अल्फाबेटिक कॅरेक्टर सबसेट
বর্ণমালা কোড,वर्णमाला कोड
বর্ণমালা শিফট,वर्णमाला शिफ्ट
বর্ণমালা স্ট্রিং,वर्णमाला स्ट्रिंग
বর্ণমালা শব্দ,वर्णमाला शब्द
বর্ণমালা,वर्णमाला
আলফেজোমেট্রিক্স,अल्फेजोमेट्रिक्स
বর্ণমালা,अल्फामेरिक
আলফামোসাইক,अल्फामोसॅक
বর্ণমালা,अल्फान्यूमेरिक
আলফানুমারিকাল কীবোর্ড ডিভাইস,अल्फान्यूमरिकल कीबोर्ड डिव्हाइस
আলফানিউমেরিক চরিত্র সেট,अल्फान्यूमेरिक कॅरेक्टर सेट
আলফানিউমেরিক কোড,अल्फान्यूमेरिक कोड
আলফানিউমেরিক কোডেড চরিত্র সেট,अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट
আলফানিউমেরিক ডেটা,अल्फान्यूमेरिक डेटा
আলফানিউমেরিক ডিসপ্লে ডিভাইস,अल्फान्यूमेरिक डिस्प्ले डिव्हाइस
আলফানিউমেরিক সম্পাদিত চরিত্র,अल्फान्यूमेरिक संपादित वर्ण
আলফানিউমেরিক ফিল্ড,अल्फान्यूमेरिक फील्ड
বর্ণমালা নির্দেশ,अल्फान्यूमेरिक सूचना
আলফানিউমেরিক কীবোর্ড,अल्फान्यूमेरिक कीबोर्ड
আলফানিউমেরিক বাছাই,अल्फान्यूमेरिक क्रमवारी
আলফানিউমেরিক স্টোরেজ,अल्फान्यूमेरिक स्टोरेज
পরিবর্তনযোগ্য মেমরি,बदलण्यायोग्य मेमरी
পরিবর্তন সুইচ,बदल स्विच
পরিবর্তন,बदल
পরিবর্তন মোড,बदल मोड
বিকল্প পুনরুদ্ধার,वैकल्पिक पुनर्प्राप्ती
বিকল্প রুট,वैकल्पिक मार्ग
বিকল্প রাউটিং,वैकल्पिक मार्ग
বিকল্প ট্র্যাক,वैकल्पिक ट्रॅक
বিকল্প (= বা অপারেশন),अल्टरनेशन (= किंवा ऑपरेशन)
বিকল্প বৈশিষ্ট্য,वैकल्पिक गुणधर्म
বিকল্প অস্বীকার (= না-অপারেশন),वैकल्पिक नकार (= नाही आणि ऑपरेशन)
অস্পষ্টতা ত্রুটি,अस्पष्टता त्रुटी
অস্পষ্ট রেফারেন্স,संदिग्ध संदर्भ
অ্যানালগ,एनालॉग
অ্যানালগ অ্যাডার,एनालॉग अ‍ॅडडर
অ্যানালগ চ্যানেল,एनालॉग चॅनेल
অ্যানালগ কম্পিউটার,एनालॉग संगणक
অ্যানালগ রূপান্তরকারী,एनालॉग कन्व्हर्टर
অ্যানালগ ডেটা,एनालॉग डेटा
অ্যানালগ বিভাজক,एनालॉग विभाजक
অ্যানালগ সুবিধা টার্মিনাল,अ‍ॅनालॉग सुविधा टर्मिनल
"অ্যানালগ ফাংশন
 জেনারেটর","एनालॉग फंक्शन
 जनरेटर"
অ্যানালগ ইন্টিগ্রেশন,एनालॉग एकत्रीकरण
অ্যানালগ গুণক,एनालॉग गुणक
অ্যানালগ প্রোগ্রামিং,एनालॉग प्रोग्रामिंग
অ্যানালগ স্কেলিং,एनालॉग स्केलिंग
এনালগ সংকেত,एनालॉग सिग्नल
অ্যানালগ সিমুলেশন,एनालॉग सिम्युलेशन
অ্যানালগ সুইচ,एनालॉग स्विच
অ্যানালগ সিস্টেম,एनालॉग सिस्टम
"ডিজিটাল অ্যানালগ
 রূপান্তরকারী","डिजिटल टू डिजिटल
 कन्व्हर्टर"
"ডিজিটাল অ্যানালগ
 এনকোডার","डिजिटल टू डिजिटल
 एन्कोडर"
অ্যানালগ সংক্রমণ,एनालॉग ट्रान्समिशन
অ্যানালগ প্রকার,एनालॉग प्रकार
বিশ্লেষণ ব্লক,विश्लेषण ब्लॉक
বিশ্লেষণ মোড,विश्लेषण मोड
বিশ্লেষণাত্মক ইঞ্জিন,विश्लेषणात्मक इंजिन
পৈতৃক কাজ,वडिलोपार्जित कार्य
আনুষঙ্গিক সরঞ্জাম,सहायक उपकरणे
এবং,आणि
এবং সার্কিট,आणि सर्किट
এবং উপাদান,आणि घटक
এবং গেট,आणि गेट
এবং মাস্কিং,आणि मुखवटा
এবং অপারেশন নয় (= বর্জন,आणि ऑपरेशन नाही (= अपवर्जन)
এবং অপারেশন,आणि ऑपरेशन
সংযুক্তি স্মৃতি,अनुबंध मेमरी
টীকা,भाष्य
ঘোষণা,अ‍ॅन्युन्सिएटर
উত্তর পাঠাও,उत्तर परत
উত্তর দেরি,उत्तर विलंब
উত্তর সময়,उत्तर वेळ
উত্তর প্রদীপ,उत्तर दिवा
উত্তর তালিকা,उत्तर यादी
শুধুমাত্র উত্তর,फक्त उत्तर द्या
প্রত্যাশা মোড,अपेक्षित मोड
প্রত্যাশিত বাফারিং,अपेक्षित बफरिंग
প্রত্যাশিত বহন,अपेक्षित वाहून नेणे
প্রত্যাশিত পেজিং,अपेक्षित पेजिंग
অ্যান্টিকোয়েনসেন্স অপারেশন,अँटीकोइन्सिडन्स ऑपरेशन
অ্যান্টিকোইনসেন্টেন্ট উপাদান,अँटीकोइन्सींट घटक
অ্যাপেরিওডিক অ্যান্টেনা,अ‍ॅपरिओडिक ten न्टीना
অ্যাপারচার কার্ড,छिद्र कार्ड
অ্যাপারচার কোড,छिद्र कोड
অ্যাপারচার সময়,छिद्र वेळ
সংযোজন,परिशिष्ट
অ্যাপেন্ডেজ টাস্ক,परिशिष्ट कार्य
অ্যাপ্লিকেশন ডেভেলপার,अनुप्रयोग विकसक
আবেদন স্তর,अनुप्रयोग स्तर
অ্যাপ্লিকেশন ভিত্তিক ভাষা,अनुप्रयोग देणारं भाषा
অ্যাপ্লিকেশন প্যাকেজ,अनुप्रयोग पॅकेज
এপ্লিকেশন প্রোগ্রাম,अनुप्रयोग कार्यक्रम
অ্যাপ্লিকেশন প্রোগ্রামিং,अनुप्रयोग प्रोग्रामिंग
অ্যাপ্লিকেশন প্রয়োজনীয় ভাষা,अर्ज आवश्यक भाषा
অ্যাপ্লিকেশন সফ্টওয়্যার,अनुप्रयोग सॉफ्टवेअर
অ্যাপ্লিক,अ‍ॅप्लिक
আনুমানিক তত্ত্ব,अंदाजे सिद्धांत
স্বেচ্ছাসেবী অ্যাক্সেস,अनियंत्रित प्रवेश
স্বেচ্ছাসেবী সিকোয়েন্স কম্পিউটার,अनियंत्रित अनुक्रम संगणक
সালিশ,लवाद
আর্কিটেকচার,आर्किटेक्चर
সংরক্ষণাগার,संग्रहण
এরিয়া কোড,क्षेत्र कोड
অঞ্চল অনুসন্ধান,क्षेत्र शोध
অঞ্চল স্থানান্তর,क्षेत्र हस्तांतरण
অঞ্চল পরিবর্তনশীল,क्षेत्र चल
যুক্তি,युक्तिवाद
যুক্তি ঠিকানা,युक्तिवाद पत्ता
যুক্তি তালিকা,युक्तिवाद यादी
গাণিতিক নির্দেশ,अंकगणित सूचना
গাণিতিক এবং যুক্তি ইউনিট,अंकगणित आणि तर्कशास्त्र युनिट
গাণিতিক অ্যাসাইনমেন্ট বিবৃতি,अंकगणित असाइनमेंट स्टेटमेंट
গাণিতিক চেক,अंकगणित तपासणी
পাটিগণিত ধ্রুবক,अंकगणित स्थिर
গাণিতিক রূপান্তর,अंकगणित रूपांतरण
গাণিতিক ডেটা,अंकगणित डेटा
পাটিগণিত ব্যতিক্রম,अंकगणित अपवाद
গাণিতিক অভিব্যক্তি,अंकगणित अभिव्यक्ती
গাণিতিক স্থির পয়েন্ট,अंकगणित निश्चित बिंदू
পাটিগণিত শ্রেণিবিন্যাস,अंकगणित पदानुक्रम
বিবৃতি যদি গাণিতিক,अंकगणित जर विधान
গাণিতিক যুক্তি,अंकगणित तर्कशास्त्र
গাণিতিক যুক্তি ইউনিট,अंकगणित लॉजिक युनिट
পাটিগণিত অপারেশন,अंकगणित ऑपरेशन
পাটিগণিত অপারেটর,अंकगणित ऑपरेटर
পাটিগণিত ওভারফ্লো,अंकगणित ओव्हरफ्लो
গাণিতিক ছবির ডেটা,अंकगणित चित्र डेटा
গাণিতিক অগ্রাধিকার,अंकगणित प्राधान्य
গাণিতিক প্রাথমিক,अंकगणित प्राथमिक
গাণিতিক নিবন্ধ,अंकगणित नोंदणी
গাণিতিক সম্পর্ক,अंकगणित संबंध
গাণিতিক স্ক্যান,अंकगणित स्कॅन
গাণিতিক বিভাগ,अंकगणित विभाग
গাণিতিক শিফট,अंकगणित शिफ्ट
গাণিতিক স্থানান্তর,अंकगणित शिफ्टिंग
পাটিগণিত বিবৃতি,अंकगणित विधान
গাণিতিক শব্দ,अंकगणित संज्ञा
পাটিগণিত আন্ডারফ্লো,अंकगणित अंडरफ्लो
গাণিতিক ইউনিট,अंकगणित युनिट
অ্যারে,रचना
অ্যারে বাউন্ড,अ‍ॅरे बाउंड
অ্যারে কম্পিউটার,अ‍ॅरे संगणक
অ্যারে মাত্রা,अ‍ॅरे आयाम
অ্যারে উপাদান,अ‍ॅरे घटक
অ্যারে এক্সপ্রেশন,अ‍ॅरे अभिव्यक्ती
অ্যারের নাম,अ‍ॅरे नाव
কাঠামোর অ্যারে,संरचनांचा अ‍ॅरे
অ্যারে প্রিন্টিং,अ‍ॅरे प्रिंटिंग
অ্যারে প্রসেসিং,अ‍ॅरे प्रक्रिया
অ্যারে প্রসেসর,अ‍ॅरे प्रोसेसर
বক্তৃতা পয়েন্ট,बोलण्याचे बिंदू
কৃত্রিম জ্ঞান,कृत्रिम अनुभूती
কৃত্রিম বুদ্ধিমত্তা,कृत्रिम बुद्धिमत्ता
কৃত্রিম ভাষা,कृत्रिम भाषा
কৃত্রিম পরিবর্তনশীল,कृत्रिम चल
আর্টস অ্যাপ্লিকেশন ডেটা ব্যাংক,कला अनुप्रयोग डेटा बँक
আর্টস অ্যাপ্লিকেশন সংগীত,कला अनुप्रयोग संगीत
আর্টস অ্যাপ্লিকেশন প্যাটার্ন জেনারেশন,कला अनुप्रयोग नमुना निर्मिती
আরোহী,आरोहण
আরোহী বাছাই,चढत्या क्रमवारी
Ascil,एएससीएल
ASCII নিয়ন্ত্রণ চরিত্র,एएससीआयआय नियंत्रण वर्ण
ASCII কী বোর্ড,एएससीआयआय की बोर्ड
দিক,पैलू
দিক এবং,पैलू आणि
একত্রিত করা,एकत्र करा
একত্রিত উত্স,एकत्रित मूळ
সময়কাল একত্রিত করুন,कालावधी एकत्र करा
এসেম্বলার,असेंबलर
এসেম্বলার ডাইরেক্টিভ,असेंबलर डायरेक्टिव्ह
এসেম্বলার সুবিধা,असेंबलर सुविधा
এসেম্বলার ভাষা,असेंबलर भाषा
একত্রিত,एकत्र करणे
সমাবেশ পর্ব,एकत्रित टप्पा
সময় একত্রিত,वेळ एकत्र करणे
সমাবেশ,असेंब्ली
এসেম্বলি,असेंब्ली भाषा
অ্যাসেম্বলি ল্যাঙ্গুয়েজ প্রোগ্রামিং,असेंब्ली भाषा प्रोग्रामिंग
সমাবেশ ভাষা সফ্টওয়্যার নমনীয়তা,असेंब्ली भाषा सॉफ्टवेअर लवचिकता
সমাবেশ তালিকা,असेंब्ली सूची
সমাবেশ পর্ব,असेंब्ली फेज
সমাবেশ রুটিন,असेंब्लीची दिनचर्या
সমাবেশ সময়,असेंब्ली वेळ
সমাবেশ ইউনিট,असेंब्ली युनिट
অ্যাসাইনমেন্ট ইনডেক্সিং,असाइनमेंट इंडेक्सिंग
অ্যাসাইনমেন্ট অপারেশন,असाइनमेंट ऑपरेशन
নিয়োগ বিবৃতি,असाइनमेंट स्टेटमेंट
সহযোগী ঠিকানা,असोसिएटिव्ह पत्ता
সহযোগী অ্যারে রেজিস্টার,असोसिएटिव्ह अ‍ॅरे रजिस्टर
সহযোগী কী,असोसिएटिव्ह की
সহযোগী ভাষা,असोसिएटिव्ह भाषा
সহযোগী স্মৃতি,असोसिएटिव्ह मेमरी
সহযোগী স্টোরেজ,असोसिएटिव्ह स्टोरेज
দশমিক বিন্দু ধরে নেওয়া,गृहीत दशांश बिंदू
অসমমিত ডিভাইস,असममित डिव्हाइस
অসমমিত আই/ও,असममित I/O
অ্যাসিঙ্ক্রোনাস,एसिन्क्रोनस
অ্যাসিঙ্ক্রোনাস কম্পিউটার,एसिन्क्रोनस संगणक
অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সফার,एसिन्क्रोनस डेटा ट्रान्सफर
অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সমিশন,एसिन्क्रोनस डेटा ट्रान्समिशन
অ্যাসিঙ্ক্রোনাস ডিভাইস,एसिन्क्रोनस डिव्हाइस
অ্যাসিঙ্ক্রোনাস অপারেশন,एसिन्क्रोनस ऑपरेशन
অ্যাসিঙ্ক্রোনাস সিগন্যালিং,एसिन्क्रोनस सिग्नलिंग
অ্যাসিঙ্ক্রোনাস সময় বিভাগ মাল্টিপ্লেক্সিং,एसिन्क्रोनस टाइम डिव्हिजन मल्टिप्लेक्सिंग
অ্যাসিঙ্ক্রোনাস ট্রান্সমিশন,एसिन्क्रोनस ट्रान्समिशन
অ্যাসিঙ্ক্রোনাস ওয়ার্কিং,एसिन्क्रोनस वर्किंग
সংযুক্ত প্রক্রিয়াজাতকরণ,संलग्न प्रक्रिया
সংযুক্ত প্রসেসর,संलग्न प्रोसेसर
সংযুক্ত সমর্থন প্রসেসর,संलग्न समर्थन प्रोसेसर
অপারেশন উপস্থিত,ऑपरेशन उपस्थित
ট্রেল প্রিন্টারে অংশ নিয়েছেন,ट्रेल प्रिंटरला हजेरी लावली
মনোযোগ বাধা,लक्ष व्यत्यय
মনোযোগ কী,लक्ष की
মনোযোগ,क्षीणन
অবিচ্ছিন্ন ধ্রুবক,क्षीणन स्थिर
মনোযোগ বিকৃতি,क्षीणकरण विकृती
মনোযোগ সমতুল্য,अ‍ॅटेन्युएशन इक्वेलायझर
অ্যাটেনুয়েটর,अ‍ॅटेन्युएटर
বৈশিষ্ট্য,विशेषता
শ্রাবণ অ্যালার্ম,ऐकण्यायोग्य अलार्म
অডিও ক্যাসেট,ऑडिओ कॅसेट
অডিও তদন্ত,ऑडिओ चौकशी
অডিও লাইন,ऑडिओ लाइन
অডিও প্রতিক্রিয়া,ऑडिओ प्रतिसाद
অডিও প্রতিক্রিয়া বার্তা,ऑडिओ प्रतिसाद संदेश
অডিও প্রতিক্রিয়া ইউনিট,ऑडिओ प्रतिसाद युनिट
অডিওটেপ স্টোরেজ ইউনিট,ऑडिओटेप स्टोरेज युनिट
অডিও টেলিযোগাযোগ লাইন,ऑडिओ टेलिकम्युनिकेशन लाइन
অডিও টার্মিনাল,ऑडिओ टर्मिनल
অডিট কমান্ড ভাষা,ऑडिट कमांड भाषा
অডিট প্রোগ্রামিং,ऑडिट प्रोग्रामिंग
নিরীক্ষা পথ,तपासणीचे सूत्र
অগেন্ড,ऑगेंड
অগমেন্ট,वाढवणे
অগমেন্টার,ऑगमेंटर
লেখক,लेखक
অনুমোদন,लेखन
