Tamil,Malayalam
ஆன்டிலோகின் பெருக்கி,ആന്റിലോഗിൻ ആംപ്ലിഫയർ
எதிரொலி சுற்று,antiresonant സർക്യൂട്ട്
துவாரகர் காலம்,ദ്വാരക കാലഘട്ടം
மெய்நிகர் சக்தி,വെർച്വൽ പവർ
கம்பி இணைப்பு,വയർ കണക്ഷൻ
தோராயமான மின்னழுத்த ஆதாயம்,ഏകദേശ വോൾട്ടേജ് നേട്ടം
ஆர்ம்ஸ்ட்ராங் மாடுலேட்டர்,ആംസ്ട്രോങ് മോഡുലേറ്റർ
ஆண்டெனா வரிசை,ആന്റിന അറേ
"அளவு விகிதம், தோற்ற விகிதம்","വലുപ്പ അനുപാതം, വീക്ഷണ അനുപാതം"
மிதக்கும் சுற்று (இலவச இயக்க சுற்று),ഫ്ലോട്ടിംഗ് സർക്യൂട്ട് (സ്വതന്ത്ര ഓപ്പറേറ്റിംഗ് സർക്യൂട്ട്)
தானியங்கி மல்டிவிபிரேட்டர்,ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ
மிதக்கும் மல்டிவிபிரேட்டர்,ഫ്ലോട്ടിംഗ് മൾട്ടിവൈബ്രേറ്റർ
சமச்சீரற்ற சந்திப்பு,അസമമായ ജംഗ്ഷൻ
ஒத்திசைவற்ற கால்குலேட்டர்,അസിൻക്രണസ് കാൽക്കുലേറ്റർ
அணுக்கரு,ആണവ
அணு எண்,ആറ്റോമിക നമ്പർ
அணு அமைப்பு,ആറ്റോമിക് ഘടന
ஒலி பெருக்கி,ഓഡിയോ ആംപ്ലിഫയർ
ஒலி பெருக்கி,ഓഡിയോ ആംപ്ലിഫയർ
ஆடியோ கேசட்,ഓഡിയോ കാസറ്റ്
ஒலி சுற்று,ഓഡിയോ സർക്യൂട്ട്
கேட்கக்கூடிய அதிர்வெண்,കേൾക്കാവുന്ന ആവൃത്തി
தானியங்கி மின்னழுத்த கட்டுப்பாடு,ഓട്ടോമാറ്റിക് വോൾട്ടേജ് നിയന്ത്രണം
பனிச்சரிவு,ഹിമപാതം
சராசரி கண்டுபிடிப்பான்,ശരാശരി ഡിറ്റക്ടർ
அச்சு முறை,അക്ഷീയ മോഡ്
அச்சு விகிதம்,അക്ഷീയ അനുപാതം
ஆண்டெனா,ആന്റിന
பின் மின்னோட்ட விசை,ബാക്ക് ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്
பின் பகுதி,പിൻ പ്രദേശം
மீண்டும் சிதறல்,തിരികെ ചിതറിക്കിടക്കുക
பின்னணி கட்டணம்,പശ്ചാത്തല ചാർജ്
பக்க சத்தம்,സൈഡ് ശബ്ദം
பின்னடைவு,പിന്നോക്കാവസ്ഥ
பின்புற கதிர்வீச்சு,പിൻഭാഗത്തെ വികിരണം
பின்னோக்கி டையோடு / பின்தங்கிய டையோடு,ബാക്ക്വേർഡ് ഡയോഡ് / ബാക്ക്വേർഡ് ഡയോഡ്
பின்னோக்கி அலை ஆஸிலேட்டர்,ബാക്ക്വേർഡ് വേവ് ഓസിലേറ്റർ
"தடை, தடை","തടസ്സം, തടസ്സം"
தடை,തടസ്സം
சீரான பாலம்,സമതുലിതമായ പാലം
சமநிலை மாடுலேட்டர்,സമതുലിതമായ മോഡുലേറ്റർ
சமநிலை மாடுலேட்டர்,സമതുലിതമായ മോഡുലേറ്റർ
சமநிலை சுற்று,സമതുലിതമായ സർക്യൂട്ട്
சமச்சீர் சாய்வு கண்டறிதல்,സമതുലിതമായ ഗ്രേഡിയന്റ് ഡിറ്റക്ടർ
தற்போதைய நிலைப்படுத்தி எதிர்ப்பு,നിലവിലെ സ്റ്റെബിലൈസർ പ്രതിരോധം
போலோமீட்டர்,ബൊലോമീറ്റർ
போலோமீட்டர் பாலம்,ബോലോമീറ്റർ പാലം
பலூன்,ബലൂണ്
வாழை பலா,ബനാന ജാക്ക്
வாழை பிளக்,ബനാന പ്ലഗ്
"பட்டை, கட்டு","ബാൻഡ്, ബാൻഡേജ്"
இசைக்குழு இயக்கி,ബാൻഡ് ഡ്രൈവർ
இசைக்குழு ஆற்றல்,ബാൻഡ് ഊർജ്ജം
பட்டை இடைவெளியை,ബാൻഡ് വിടവ്
பேட்பார்க் பெருக்கி,ബാഡ്പാർക്ക് ആംപ്ലിഫയർ
பேண்ட் பாஸ் வடிகட்டி,ബാൻഡ് പാസ് ഫിൽട്ടർ
பாட் ரேட் ஜெனரேட்டர்,ബോഡ് റേറ്റ് ജനറേറ്റർ
பட்டை பரவல்,ബാൻഡ് ഡിസ്പെർഷൻ
இசைக்குழு மின்தடை,ബാൻഡ് റെസിസ്റ്റർ
பேண்ட் பிரேக்கர் வடிகட்டி,ബാൻഡ് ബ്രേക്കർ ഫിൽട്ടർ
இசைக்குழு விரிவாக்கம்,ബാൻഡ് വിപുലീകരണം
பேண்ட் ரிமூவர் வடிகட்டி,ബാൻഡ് റിമൂവർ ഫിൽട്ടർ
பேண்ட் விரிவாக்கம் விலகல் பெருக்கி,ബാൻഡ് എക്സ്പാൻഷൻ ഡിഫ്ലെക്ഷൻ മൾട്ടിപ്ലയർ
பேண்ட் நீட்டிப்பு தூரம் பெருக்கி,ബാൻഡ് എക്സ്റ്റൻഷൻ ഡിസ്റ്റൻസ് മൾട്ടിപ്ലയർ
"பீம் மின்தேக்கி, வங்கி மின்தேக்கி","ബീം കപ്പാസിറ്റർ, ബാങ്ക് കപ്പാസിറ്റർ"
"குரைக்கும் குறியீடு, குரைக்கும் குறியீடு","ബാർക്കർ കോഡ്, ബാർക്കർ കോഡ്"
barravaugen அளவுகோல்,barravaugen മാനദണ്ഡം
பார்ப்பனர்,ബാരേറ്റർ
தடை,തടസ്സം
இன்சுலேடிங் மின்தேக்கி,ഇൻസുലേറ്റിംഗ് കപ്പാസിറ്റർ
தடை ஆற்றல்,തടസ്സം ഊർജ്ജം
மின்தடை மின்னழுத்தம்,റെസിസ്റ്റർ വോൾട്ടേജ്
பார்ட்லெட் ஜன்னல்,ബാർട്ട്ലെറ്റ് വിൻഡോ
"அடிப்படை, அடிப்படை","അടിസ്ഥാനം, അടിസ്ഥാനം"
அடிப்படை இசைக்குழு,അടിസ്ഥാന ബാൻഡ്
அடிப்படை இசைக்குழு பரிமாற்றம்,അടിസ്ഥാന ബാൻഡ് ട്രാൻസ്മിഷൻ
அடிப்படை கட்டணம்,അടിസ്ഥാന ചാർജ്
அடிப்படை மின்னோட்டம்,അടിസ്ഥാന കറന്റ്
அடிப்படை தற்போதைய ஆதாரம்,അടിസ്ഥാന നിലവിലെ ഉറവിടം
அடிப்படை வெட்டுதல்,അടിസ്ഥാന കത്രിക
ஆதார் மதன்,ആധാർ മദൻ
அடிப்படை உமிழ்ப்பான் ஊட்டம்,അടിസ്ഥാന എമിറ്റർ ഫീഡ്
அடிப்படை உமிழ்ப்பான் சந்திப்பு,അടിസ്ഥാന എമിറ്റർ ജംഗ്ഷൻ
அடிப்படை ஊசி,അടിസ്ഥാന കുത്തിവയ്പ്പ്
தரை வரி,ഗ്രൗണ്ട് ലൈൻ
அடிப்படை எதிர்ப்பு,അടിസ്ഥാന പ്രതിരോധം
அடிப்படை ஆதாரம்,അടിസ്ഥാന ഉറവിടം
அடிப்படை விரிவாக்க எதிர்ப்பு,അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം
அடிப்படை விரிவாக்க எதிர்ப்பு,അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം
அடிப்படை தடிமன்,അടിസ്ഥാന കനം
அடிப்படை அணுகல்,അടിസ്ഥാന പ്രവേശനം
"அடிப்படை அகல பண்பேற்றம், அடிப்படை விரிவாக்க மாடுலேஷன்","ബേസ് വിഡ്ത്ത് മോഡുലേഷൻ, ബേസ് എക്സ്പാൻഷൻ മോഡുലേഷൻ"
அடிப்படை சேகரிப்பாளர் ஒப்பந்தம்,അടിസ്ഥാന കളക്ടർ ഉടമ്പടി
வாசனை,മണം
பாஸ் அதிர்வெண்,ബാസ് ആവൃത്തി
மின்கலம்,ബാറ്ററി
பாட்,ബൗഡ്
பாட் விகிதம்,ബാഡ് നിരക്ക്
பாட் ரேட் ஜெனரேட்டர்,ബോഡ് റേറ്റ് ജനറേറ്റർ
போடோ குறியீடு,ബോഡോ കോഡ്
"சமிக்ஞை, கலங்கரை விளக்கம்","സിഗ്നൽ, ബീക്കൺ"
"மாணிக்கா, பீட்","മാണിക, ബീഡ്"
பித்து மின்தேக்கி,മാനിക് കപ്പാസിറ്റർ
மணிகர்தாபி எதிர்ப்பாளர்கள்,മണികർത്താപി റെസിസ്റ്ററുകൾ
"பீம் ஆண்டெனா, பீம் ஆண்டெனா","ബീം ആന്റിന, ബീം ആന്റിന"
பீம் டிடெக்டர்,ബീം ഡിറ്റക്ടർ
பீம் சக்தி குழாய்,ബീം പവർ ഹോസ്
பீம் மாறுதல் முனைகள்,ബീം സ്വിച്ചിംഗ് നോസിലുകൾ
கற்றை விரிவாக்கம்,ബീം വികാസം
துடிப்பு அதிர்வெண்,അടി ആവൃത്തി
துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்,ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ
துடிப்பு ஆஸிலேட்டர்,പൾസ് ഓസിലേറ്റർ
மணி,മണി
வளைக்கும் இழப்பு,വളയുന്ന നഷ്ടം
பெசல் வடிகட்டி,ബെസൽ ഫിൽട്ടർ
பீட்டா,ബീറ്റ
b-h வளைவு,b-h വക്രം
"சார்பு, சார்பு","പക്ഷപാതം, പക്ഷപാതം"
சார்பு மின்னோட்டம்,ബയസ് കറന്റ്
சார்பு எதிர்ப்பு,പക്ഷപാത പ്രതിരോധം
இரட்டை ஆண்டெனா,ഇരട്ട ആന്റിന
இருதரப்பு சுமை மின்னோட்டம்,ദ്വിദിശ ലോഡ് കറന്റ്
இருதரப்பு ஆண்டெனா,ദ്വിദിശ ആന്റിന
இருதரப்பு ஒளி உமிழும் டையோடு,ദ്വിദിശ പ്രകാശം പുറപ്പെടുവിക്കുന്ന ഡയോഡ്
இருதரப்பு தைரிஸ்டர்,ദ്വിദിശയിലുള്ള തൈറിസ്റ്റർ
இரு FET தொழில்நுட்பம்,bi FET സാങ്കേതികവിദ്യ
இரு புள்ளி மின்மாற்றி,ബൈ പോയിന്റ് ട്രാൻസ്ഫോർമർ
இரட்டை இணைவு,ഇരട്ട സംയോജനം
இருதரப்பு சுற்று,ഉഭയകക്ഷി സർക്യൂട്ട്
பைனரி,ബൈനറി
பைனரி தொகை,ബൈനറി തുക
பைனரி சுற்று,ബൈനറി സർക്യൂട്ട്
பைனரி குறியிடப்பட்ட தசம,ബൈനറി കോഡ് ചെയ്ത ദശാംശം
பைனரி குறியிடப்பட்ட தசம அமைப்பு,ബൈനറി കോഡഡ് ഡെസിമൽ സിസ്റ്റം
பைனரி இருமுனை மின்தேக்கி,ബൈനറി ദ്വിധ്രുവ കപ്പാസിറ്റർ
பைனரி கால்குலேட்டர்,ബൈനറി കാൽക്കുലേറ്റർ
பைனரி கால்குலேட்டர்,ബൈനറി കാൽക്കുലേറ്റർ
பைனரி குறிவிலக்கி,ബൈനറി ഡീകോഡർ
பைனரி ஏணி,ബൈനറി ഗോവണി
பைனரி பாத்தோமீட்டர்,ബൈനറി പാത്തോമീറ്റർ
இருமை நிலை,ബൈനറി അവസ്ഥ
பைனரி-தசம குறிவிலக்கி,ബൈനറി-ഡെസിമൽ ഡീകോഡർ
பைனரி சுமை,ബൈനറി ലോഡ്
பைனரி வார்த்தைகள்,ബൈനറി വാക്കുകൾ
இருமுனை,ബൈപോളാർ
இருமுனை மின்தேக்கி,ബൈപോളാർ കപ്പാസിറ്റർ
இருமுனை சாதனம்,ബൈപോളാർ ഉപകരണം
இருமுனை மூல,ബൈപോളാർ ഉറവിടം
இருமுனை டிரான்சிஸ்டர்,ബൈപോളാർ ട്രാൻസിസ്റ്റർ
இருமுனை சந்திப்பு டிரான்சிஸ்டர்,ബൈപോളാർ ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ
இருபடி வடிகட்டி,ക്വാഡ്രാറ്റിക് ഫിൽട്ടർ
இரட்டை நிலை,ഇരട്ട സ്ഥാനം
இரண்டு-நிலை மல்டிவைபிரேட்டர்,രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ
இருதரப்பு ரிலே,ദ്വിദിശ റിലേ
இரண்டு கட்ட நிலை,രണ്ട്-ഘട്ട സംസ്ഥാനം
இரண்டு நிலை தூண்டுதல்,രണ്ട്-സ്ഥാന ട്രിഗർ
பிட் பிழை,ബിറ്റ് പിശക്
பிட் பிழை விகிதம்,ബിറ്റ് പിശക് നിരക്ക്
பிட் பிழை,ബിറ്റ് പിശക്
பிட்கல் பிழை,ബിറ്റ്കാൽ പിശക്
குருட்டு பெட்டி,അന്ധമായ പെട്ടി
அமுக்கப்பட்ட துடிப்பு,ഘനീഭവിച്ച പൾസ്
சுரப்பவர்,സ്രഷ്ടാവ്
சுரக்கும் தடுப்பான்,സ്രവിക്കുന്ന ഇൻഹിബിറ്റർ
குருட்டுத்தன்மை,അന്ധത
பிரிவு வரைபடம்,സെഗ്മെന്റ് ഡയഗ്രം
தடுப்பு மின்தடை,തടസ്സം തടയൽ
துண்டு பரிமாற்றம்,ശകലം കൈമാറ്റം
இடைமறிக்கவும்,തടസ്സപ്പെടുത്തുക
மின்தடை மின்தேக்கி,തടയൽ കപ്പാസിറ്റർ
தடுப்பான் மின்தேக்கி,റെസിസ്റ്റർ കപ്പാസിറ്റർ
தடுக்கும் ஆஸிலேட்டர்,തടയുന്ന ഓസിലേറ്റർ
மின்தடை ஆஸிலேட்டர்,തടയുന്ന ഓസിലേറ്റർ
மின்தடை மின்னழுத்தம்,റെസിസ്റ്റർ വോൾട്ടേജ്
ஊதுபவர்,ഊതുന്നയാൾ
போட் வரைபடம்,ബോഡ് ഡയഗ്രം
வோல்ட்ஸ்மேன் உறவு,വോൾട്ട്സ്മാൻ ബന്ധം
வோல்ட்ஸ்மேன் மாறிலி,വോൾട്ട്സ്മാൻ സ്ഥിരാങ്കം
பத்திரம்,ബോണ്ട്
பிணைக்கப்பட்ட திரிபு அளவு,ബന്ധിത സ്ട്രെയിൻ ഗേജ്
சுயமாக இயக்கப்படும் பெருக்கி,സ്വയം പിന്തുണയ്ക്കുന്ന ആംപ്ലിഫയർ
பூலியன் இயற்கணிதம்,ബൂളിയൻ ബീജഗണിതം
பூலியன் சமன்பாடு,ബൂളിയൻ സമവാക്യം
துவக்க ஸ்ட்ராபன்,ബൂട്ട് സ്ട്രാപ്പൺ
பூத்தின் அல்காரிதம்,ബൂത്തിന്റെ അൽഗോരിതം
பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று,ബൂട്ട്സ്ട്രാപ്പ് പ്രിസം സർക്യൂട്ട്
bosscutts ஆட்சி,bosscutts ഭരണം
போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு,ബോസ്-ചൗധരി ഹോക്കൻഹാം (BCH) കോഡ്
"குதி, குதி","ചാടുക, ചാടുക"
பிணைக்கப்பட்ட எலக்ட்ரான்,ബന്ധിത ഇലക്ട്രോൺ
ப்ராக் பிரதிபலிப்பான்,ബ്രാഗ് റിഫ്ലക്ടർ
பின்னிப் பிணைந்த கம்பி,ഇഴചേർന്ന വയർ
கிளை,ശാഖ
கிளைகள்,ശാഖകൾ
பரிசோதனை குழு,പരീക്ഷണ ബോർഡ്
எலும்பு முறிவு மண்டலம்,ബ്രേക്ക് സോൺ
உடைக்கும் மின்னழுத்தம்,ബ്രേക്കിംഗ് വോൾട്ടേജ്
முறிவு டையோடு,ബ്രേക്ക്ഡൗൺ ഡയോഡ്
எலும்பு முறிவு சரிசெய்தல்,ഒടിവ് പരിഹരിക്കൽ
உடைக்கும் மின்னழுத்தம்,ബ്രേക്കിംഗ് വോൾട്ടേജ്
பாலம்,പാലം
பாலம் திருத்தி,പാലം റക്റ്റിഫയർ
பரந்த இசைக்குழு,വിശാലമായ ബാൻഡ്
ஒலிபரப்பு இசைக்குழு,ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്
நிழலிடா வரிசை,ആസ്ട്രൽ അറേ
ஒளிபரப்பு,പ്രക്ഷേപണം
ஒளிபரப்பு ஆண்டெனா,ബ്രോഡ്കാസ്റ്റ് ആന്റിന
ஒளிபரப்பு ரிசீவர்,ബ്രോഡ്കാസ്റ്റ് റിസീവർ
அதிர்வெண் ஒளிபரப்பு பெறுதல்,ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ
ஒளிபரப்பு டிரான்ஸ்மிட்டர்,പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ
பூஸ்டர் ஆண்டெனா,ബൂസ്റ്റർ ആന്റിന
பஸ் ஆண்டெனா,ബസ് ആന്റിന
தூரிகை மூழ்குதல்,ബ്രഷ് നിമജ്ജനം
குமிழ் மற்றும் வாயில்,ബബ്ലിംഗും ഗേറ്റും
புட்புடு அல்லது கேட்,ബുദ്ബുദു അല്ലെങ്കിൽ ഗേറ്റ്
குமிழி நினைவகம்,ബബ്ലി മെമ്മറി
மின்னழுத்தத்தை ஈடுசெய்யும்,വോൾട്ടേജ് നഷ്ടപരിഹാരം
தாங்கல்,ബഫർ
தாங்கல் பெருக்கி,ബഫർ ആംപ്ലിഫയർ
தாங்கல் சுற்று,ബഫർ സർക്യൂട്ട്
தாங்கல் ஆபரேட்டர்,ബഫർ ഓപ്പറേറ്റർ
தாங்கல் பதிவு,ബഫർ രജിസ്റ്റർ
பல்பு,ബൾബ്
மக்கள் தொகை விளைவு,ജനസംഖ്യാ പ്രഭാവം
மேக்ரோ குறைக்கடத்தி சாதனம்,മാക്രോ അർദ്ധചാലക ഉപകരണം
கொத்து,കുല
மூழ்கிய பரிமாற்றம்,മുങ്ങിയ കൈമാറ്റം
மூழ்கிய அடுக்கு,മുങ്ങിയ പാളി
மூழ்கிய தொடர்பு,മുങ്ങിയ കോൺടാക്റ്റ്
வெடிப்பு பெருக்கி,സ്ഫോടന ആംപ്ലിഫയർ
குண்டு வெடிப்பு கவர்,സ്ഫോടന കവർ
குண்டு வெடிப்பு,സ്ഫോടനം വെടിവയ്പ്പ്
வெடிப்பு கதவு பெருக்கி,സ്ഫോടനം ഡോർ ആംപ്ലിഫയർ
வெடிப்பு முறை,ബർസ്റ്റ് മോഡ്
வெடிப்பு பிரிப்பான்,സ്ഫോടനം സെപ്പറേറ്റർ
வெடிப்பு சமிக்ஞை,സ്ഫോടന സിഗ്നൽ
வெடிப்பு பிழை திருத்தி குறியீடு,ബർസ്റ്റ് പിശക് തിരുത്തൽ കോഡ്
போதும்,മതി
பஸ் பார்,ബസ് ബാർ
பேருந்து அமைப்பு,ബസ് സംഘടന
பேருந்து தரநிலை,ബസ് സ്റ്റാൻഡേർഡ്
வெறும் கணம்,വെറും നൈമിഷികം
வெண்ணெய் மதிப்பு வடிகட்டி,വെണ്ണ മൂല്യമുള്ള ഫിൽട്ടർ
bnc கம்பி,bnc വയർ
BNC இணைப்பாளர்,BNC ജോയിന്റർ
வழியில்,വഴിയിൽ
பைபாஸ் மின்தேக்கி,ബൈപാസ് കപ്പാസിറ്റർ
பைட்,ബൈറ്റ്
வி இசைக்குழு,വി ബാൻഡ്
சி பேண்ட் ஆண்டெனா,സി ബാൻഡ് ആന്റിന
கம்பி,വയർ
கம்பி வழித்தடம்,വയർ റൂട്ടിംഗ്
தந்தி தொலைக்காட்சி,ടെലിഗ്രാഫ് ടെലിവിഷൻ
கேச் நினைவகம்,കാഷെ മെമ്മറി
சிசிம் அதிர்வெண் தரநிலை,സിസിം ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്
கால்குலேட்டர்,കാൽക്കുലേറ്റർ
அளவுத்திருத்தம்,കാലിബ്രേഷൻ
அழைப்பு முகவரி,കോൾ വിലാസം
கால்பிட் ஆஸிலேட்டர்,കോൾപിറ്റ് ഓസിലേറ്റർ
கேம் கார்டர்கள்,ക്യാം കോർഡറുകൾ
புகைப்பட கருவி,ക്യാമറ
கேமரா குழாய்,ക്യാമറ ഹോസ്
குத்துவிளக்கு,കാൻഡല
மெழுகுவர்த்தி சக்தி,മെഴുകുതിരി ശക്തി
கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்,കാന്റിലിവർ സ്ട്രെയിൻ ഗേജ്
வைத்திருக்கும்,പിടിക്കുന്നു
கொள்ளளவு இரத்த அழுத்த மின்மாற்றி,കപ്പാസിറ്റൻസ് രക്തസമ്മർദ്ദം ട്രാൻസ്ഡ്യൂസർ
வைத்திருக்கும் விநியோகஸ்தர்,ഹോൾഡിംഗ് ഡിസ്ട്രിബ്യൂട്ടർ
ஒப்பந்தம் வைத்தல்,ഉടമ്പടി നിലനിർത്തൽ
கொள்ளளவு அளவீடு,കപ്പാസിറ്റൻസ് ഗേജ്
வைத்திருக்கும் சேகரிப்பான்,പിടിക്കുന്ന കളക്ടർ
கொள்ளளவு எதிர்வினை,കപ്പാസിറ്റൻസ് പ്രതിപ്രവർത്തനം
"கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி","കപ്പാസിറ്റീവ് എനർജി കൺവെർട്ടർ, ട്രാൻസ്ഡ്യൂസർ"
மின்தேக்கி,കപ്പാസിറ്റർ
மின்தேக்கி வங்கி,കപ്പാസിറ്റർ ബാങ്ക്
மின்தேக்கி வடிகட்டி,കപ്പാസിറ്റർ ഫിൽട്ടർ
மின்தேக்கி உள்ளீடு வடிகட்டி,കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ
வின்ச் மோட்டார்,വിഞ്ച് മോട്ടോർ
புல்லி சர்வோ உடல்,പുള്ളി സെർവോ ബോഡി
சார்க்கி,ചാർക്കി
பிடிப்பு,പിടിക്കുക
பிடிப்பு பிரிவு,ക്യാപ്‌ചർ വിഭാഗം
பிடிப்பு விளைவு,ക്യാപ്‌ചർ പ്രഭാവം
கேரியர் இரைச்சல் விகிதம்,കാരിയർ ശബ്ദ അനുപാതം
கார் வானொலி,കാർ റേഡിയോ
கார்பன் மின்தடை,കാർബൺ റെസിസ്റ്റർ
கார்டு ரீடர்,കാർഡ് റീഡർ
இதய வரைபடம்,കാർഡിയോയിഡ് ഡയഗ്രം
வண்டி,വണ്ടി
வண்டி திரும்புதல்,വണ്ടി മടക്കം
கேரியர்,വാഹകൻ
கேரியர் தொடர்பு,കാരിയർ ആശയവിനിമയം
கேரியர் செறிவு,കാരിയർ ഏകാഗ്രത
கேரியர் அதிர்வெண்,കാരിയർ ആവൃത്തി
கேரியர் இனப்பெருக்கம்,കാരിയർ പുനരുൽപാദനം
கேரியர் நிலை,കാരിയർ ലെവൽ
கேரியர் வாழ்க்கை,കാരിയർ ജീവിതം
கேரியர் இயக்கம்,കാരിയർ മൊബിലിറ്റി
கேரியர் பெருக்கல்,കാരിയർ ഗുണനം
கேரியர் இரைச்சல் நிலை,കാരിയർ ശബ്ദ നില
கேரியர் வரம்பு,കാരിയർ ശ്രേണി
கேரியர் மீட்பு சுற்று,കാരിയർ വീണ്ടെടുക്കൽ സർക്യൂട്ട്
கேரியர் மறுசெருகல்,കാരിയർ വീണ്ടും ചേർക്കൽ
கடத்தும் சிதறல்,ചാലക വിസരണം
கேரியர் அடக்குமுறை,കാരിയർ അടിച്ചമർത്തൽ
கேரியர் கூண்டு,കാരിയർ കൂട്ടിൽ
