Telugu,Gujarati
అనుకూల లక్షణం,અનુકૂલન લક્ષણ
అడాక్సియల్ ఉపరితలం,ઉપદેશક
వ్యసనపరుడైన రుగ్మత,વ્યસનકારક વિકાર
అడెనిన్,એક જાતની adાળ
అడెనోకార్టికోట్రోపిన్,એડોનોકોર્ટિકોટ્રોપિન
అడెనోహైపోఫిసిస్,એનોહિપોફિસીસ
అడెనోసిన్ డిఫాస్ఫేట్,એડેનોસિન ડિફોસ્ફેટ
అడెనోసిన్ డీమినేస్,એમેનોસિન
అడెనోసిన్ మోనోఫాస్ఫేట్,એનોસિન મોનોફોસ્ફેટ
గ్రంధి ముడతలు,એડેનોસિન ટ્રાઇફોસ્ફેટ (એટીપી)
అడెనిలేట్ సైక్లేస్,સાયક્લેઝ
అంటుకునే శక్తి,ચપળ બળ
అడిపేట్,શણગારવું
కొవ్వు పెండినవి,એડિપોસાઇટ (ચરબી કોષ)
కొవ్వు కణజాలము,ચરબી પેશી
Adnate,Nતરતું
ప్రక్కనే ఉన్న సంఘం,સંલગ્ન સમુદાય
అడ్రినల్,વ્યવહાસી
అడ్రినల్ గ్రంథి,એડ્રીનલ ગ્રંથિ
ఎడ్రినల్ గ్రంథి,એડ્રેનોકોર્ટિકોટ્રોપિક હોર્મોન (એસીટીએચ)
ఎడ్రినల్ గ్రంథి యొక్క విడుదల హార్మోన్,એડ્રેનોકોર્ટિકોટ્રોપિક રિલીઝિંગ હોર્મોન (એસીટીઆરએચ)
Adsorbent,શોષક
శోషణ,શોષક
అధునాతన కార్డేట్,અદ્યતન તાર
ప్రయోజనకరమైన మ్యుటేషన్,ફાયદાકારક પરિવર્તન
అడ్వెసిషియల్,સાહસિક
సాహసోపేతమైన రూట్,અગમ્ય મૂળ
ప్రతికూల ప్రభావం,પ્રતિકૂળ અસર
AEDES,એડીસ
సంస్కృతి వాయువు,સંસ્કૃતિનો વાયુ
ఏరెన్చైమా,વિમાન
ఆకాశయాన,હવાઈ
వైమానిక రూట్,હવાઈ ​​મૂળ
వైమానిక షూట్,હવાઈ ​​ગોળી
ఏరోబిక్ శ్వాసక్రియ,વાયુગામી શ્વસન
ఏరోబిక్ శ్వాసక్రియ,વાયુગામી શ્વસન
సౌందర్యం,સૌંદર્ય શાસ્ત્ર
ఎస్టివేషన్,નિલાસ્ય
ఎస్టివేషన్,નિલાસ્ય
అనుబంధ,સંલગ્ન
అనుబంధ క్రోమాటోగ్రఫీ,લગાવ રંગ
బాధిత అవయవం,પીડિત અંગ
అటవీ నిర్మూలన,વનીકરણ
అగామోస్పెర్మీ,અકસ્માત
అగర్,પાટિયું
అగరోస్,અણીદાર
అగరోస్ జెల్ ఎలెట్రోఫోరేసిస్,એલોઝ જેલ એલેટ્રોફોરેસિસ
అగరోస్ పాలిమర్ జెల్,પિલર જેલ
అగాస్ట్,અવસ્થામાં
కిత్తలి,ખાડી
వయస్సు పంపిణీ,વય વહેંચણી
వయస్సు పిరమిడ్,વય પિરામિડ
సంకలనం,Agલટ
మొత్తం,સમૂહ
ఫోలికల్ యొక్క మొత్తం,એકંદર
ఫోలికల్ యొక్క మొత్తం,એકંદર
సమూహనం,એકંદર
దూకుడు,આક્રમકતા
ఆందోళన వ్యవస్థ,આંદોલનકારી પદ્ધતિ
అగ్నాథ,એકરાગ
అగౌటి,અણી
అగ్రనాల్ క్లోరోప్లాస్ట్,અગ્રાણ ક્લોરોપ્લાસ્ટ
అగ్రన్యులర్,એકરારવાળું
అగ్రనులోసైట్,એગ્રાન્યુલોસાઇટ
వ్యవసాయం,કૃષિ
అగ్రోఫారెస్ట్రీ,કૃષિ -પ્રવેશ
అగ్రోబాక్టీరియం మధ్యవర్తిత్వం,મધ્યસ્થી
అగ్రోబాక్టీరియం ట్యూమెఫేసియన్స్,એગ્રોબેક્ટેરિયમ ટ્યુમેફેસિઅન્સ
వ్యవసాయ రసాయన,કૃષિ -તકનીકી
వ్యవసాయ రసాయన,કૃષિ -તકનીકી
అగ్రోక్లిమాటిక్ జోన్,કૃષિ -ક્ષેત્ર
వ్యవసాయ లక్షణం,કૃષિવિજ્ trાન
వ్యవసాయ శాస్త్రం,કૃષિવિજ્yાન
ఎయిడ్స్,સહાય
గాలి మూత్రాశయం,હવાઈ ​​મૂત્રાશય
వాతానుకూలీన యంత్రము,હવાઈ ​​કન્ડિશનર
గాలి మార్గం,હવાઈ ​​માર્ગ
వాయుకాలుష్యం,હવા પ્રદૂષણ
ఎయిర్ శాక్,હવાઈ ​​કોથળી
ఎయిర్ వాక్యూల్,હવાઈપૂટી
గాలి-శ్వాస,હવાઈ ​​શ્વાસ
అలైన్,અણીદાર
అలారి కండరం,અણીદાર સ્નાયુ
అలాస్కాన్ బ్రౌన్ బేర్,અલાસ્કા બ્રાઉન રીંછ
అల్బినో,કોયડો
అల్బుగో,કાંચક
అల్బుమిన్,આલ્બ્યુબિન
అల్బుమినస్ సీడ్,શામક બીજ
అల్బుమినూరియా,આલ્બમિન્યુરિયા
అల్బర్నమ్,આવરણ
ఆల్కే,અણી
ఆల్డెహీడ్,શણગાર
ఆల్డోస్టెరాన్ వ్యవస్థ,મિથોસ્ટેરોન
ఆల్డోస్టెరాన్,અલડોસ્ટેરા
అల్యూరోన్ పొర,Alલ્યુરોન સ્તર
అల్యూరోప్లాస్ట్,એક જાતનો અવાજ
అల్ఫాల్ఫా,એક જાતની કળા
ఆల్గల్ బ్లూమ్,એલ્ગલ મોર
అల్జీన్,જાસૂસ
గ్రహాంతర DNA,પરાયું ડીએનએ
గ్రహాంతర జాతులు,પરિયન જાતિઓ
అమరిక,ગોઠવણી
అమరిక,ગોઠવણી
అలిమెంటరీ కెనాల్,ઉદાર નહેર
అలిమెంటరీ సిస్టమ్,અંતરીલ પદ્ધતિ
అలిస్మాసిస్,અણી
ఆల్కలాయిడ్,ક્ષુદ્ર
ఆల్కలీన్,ક્ષુદ્ર
అల్కాప్టోటోరియా,આલ્કીપ્ટોન્યુરિયા
అల్లాంటోయిస్,અણી
యుగ్మ వికల్ప ఫ్రీక్వెన్సీ,એલીલ આવર્તન
యుగ్మ వికల్పం,એલીલ
అల్లెలోమోర్ఫిక్ జత,એલેલોમોર્ફિક જોડી
అలెర్జీ,એલર્જન
ఎలిగేటర్,મગર
అల్లియం సెపా,એલીયમ સી.પી.ઇ.પી.એ.
అయోగాగమి,સહ -સંબંધ
అల్లోగ్రాఫ్ట్,અલગ
అల్లోపాట్రిక్ స్పెసియేషన్,એલોપેટ્રિક સ્પષ્ટીકરણ
అల్లోపాలిప్లోయిడ్,ફિલોપ્લોઇડ
అలోస్టెరిక్ ప్రభావం,એલોસ્ટીક અસર
అలోస్టెరిక్ ఎంజైమ్,એલોસ્ટીક ઉત્સુક
అలోస్టెరిక్ ఇన్హిబిటర్,એલોસ્ટીક અવરોધક
అలోస్టెరిక్ మాడ్యులేషన్,ખેલ -મોડ્યુલેશન
అలోస్టెరిక్ సైట్,એલોસ્ટીક સ્થળ
అలోస్టెరిక్ నిరోధం,એલોસ્ટીક અવરોધ
అలోటెట్రాప్లాయిడ్,એલોટેટ્રાપ્લોઇડ
ఆల్నస్,કૃતિ
కలబంద,કુંવાર
ఆక్సాన్ వెంట,ચેતાક્ષની સાથે
ఆల్ఫా-యాంటిట్రిప్సిన్,આલ્ફા-એન્ટાઇટ્રિપ્સિન
ఆల్ఫా-లాక్టల్బ్యూమిన్,અણી
ఆల్పైన్ వాతావరణ పరిస్థితి,આધ્યાત્મિક આબોહવાની સ્થિતિ
ఆల్పైన్ మేడో,ઘાસચારો
ఆల్పైన్ జోన్,આલ્પાઈન ઝોન
ఆల్స్టోనియా,અલ્ટોનીયા
ఆల్టర్నేరియా,અનાદર
ప్రత్యామ్నాయ,વૈભવી
తరం యొక్క ప్రత్యామ్నాయం,એકાંત
ఎత్తు రుగ్మత,Altણ માંદગી
ఎత్తు,Altંચાઈ
అల్వియోలార్ డక్ట్,મૂર્ત નળી
అలిట్స్,પહાડી
అల్జీమర్స్ వ్యాధి,અલ્ઝાઇમર રોગ
అమాక్రిన్ సెల్,આદિક કોષ
అమరాంతేసి,અમરાન્થેસી
అమరాంథస్,અમરાન્થસ
పరిసర ఓస్మోటిక్ గా ration త,આસપાસના ઓસ્મોટિક એકાગ્રતા
అంబిస్టోమా,મંગળિયા
అమైడ్,કાર્યરત થવું
అమైనో ఆమ్లం,એમિનો એસિડ
అమైనో యాసిడ్ అంగీకారం,એમિનો એસિડ સ્વીકારનાર
అమైన్‌లాకారి,એમિનોસિલ ટી આર.એન.એ.
అమైనోఅసిలేషన్,જાદુગરી
అమిటోసిస్,ક્ષુત્વ
అమ్మోనియా,તરંગ
అమ్మోనిఫికేషన్,ચંદ્ર
అమ్మోనోటెలిజం,દ્વેષીકરણ
అమ్నియోసెంటెసిస్,મૈવસેન્ટિસીસ
అమ్నియోసెంటెసిస్ టెక్నిక్,મણકાલોની તકનીક
అమ్నియోసైట్,Amnoocyte
అమ్నియోన్,મૈથુન
అమ్నియోటిక్ ద్రవం,મણિ -પ્રવાહી
అమ్నియోటిక్ పొర,મખરોધ
అమ్నియోటిక్ శాక్,મખસુડ
అమీబా,અમીર
అమీబోసైట్,એમોએબોસાઇટ
అమీబాయిడ్,અમીર
అమీబోయిడ్ లింఫోసైట్,એમોએબોઇડ લિમ્ફોસાઇટ
అమీబోయిడ్ కదలిక,એમીબોઇડ આંદોલન
నిరాకార,આકારહીન
మొత్తం,રકમ
యాంఫేటమిన్,મેફેટેમાઇન
ఉభయచర,ઉન્માદ
ఉభయచర,ઉન્માદ
ఉభయచర,ઉન્માદ
యాంఫియోక్సస్,Amન
యాంఫియోక్సస్ లాన్సోలాటస్,Amણપત્ર
యాంఫిపతిక్,ઉભય
యాంఫిపతిక్ లిపిడ్,ઉભયપથિક લિપિડ
యాంఫిసార్కా,Amતરતી કળા
ఆంపిసిలిన్,જાદુઈ
అంపుల్లా,Amાંકી
అంపల్లరీ గ్రంథి,Amકલી ગ્રંથિ
అమిగ్డాల్,મસ્તક
అమిగ్డేల్,એમીગડેલ
అమిగ్డాలిన్,એમીગડાલિન
అమిలేస్,સ્ફોટક
అమిలోప్లాస్ట్,મેલીલોપ્લાસ્ટ
అనాబెనా,અનોડો
అనాబాస్,અનોડો
అనాబాలిక్ మార్గాలు,એનાબોલિક માર્ગ
అనాబాలిజం,અનોખા
అనాకార్డియాసి,અનોખા
రక్తహీనత,રખડુ
Anaerobe,એનોરોબ
వాయురహిత ఇంధనం,એંટરોબિક બળતણ
వాయురహిత శ్వాసక్రియ,એંકોરોબિક શ્વસન
వాయురహిత బురద డైజెస్టర్,એનારોબિક કાદવ પાચક
Anaerobic,એંટરો
అనైమా,અનોદ
ఆసన,ગુદા
ఆసన,ગુદા
ఆసన ఎపర్చరు,ગુદા છિદ્ર
అనల్ సెర్సీ,ગુદા સર્કી
అనల్ లూప్,ગુદા લૂપ
ఆసన శైలి,ગુદા શૈલી
సారూప్యత,સમાન
సారూప్యత,સમાન
సారూప్యత,સાદ્રશ્ય
సారూప్యత,સાદ્રશ્ય
విశ్లేషణ,વિશ્લેષણ
అనాఫేస్,એફેઝ
శరీర నిర్మాణ అవరోధం,એનાટોમિક અવરોધ
శరీర నిర్మాణ అంశం,શરીરરચનાવિષયક પાસા
శరీర నిర్మాణ శాస్త్రవేత్త,શરીરરચનાવિજ્istાની
శరీర నిర్మాణ శాస్త్రం,શરીરરચના
పూర్వీకుల వారసుడు క్రమం,પૂર્વજ વંશજ અનુક્રમ
పూర్వీకుల వంశం,પૂર્વજોનો વંશ
పూర్వీకుల క్రమం,પૂર્વજો
అన్సైలోస్టోమా,આદ
ఆండ్రోసియం,જનનુભારી
ఆండ్రోజెన్,થાંભલા
రక్తహీనత,રખડુ
ఎనిమోన్,ક anંગું
అనూప్లోయిడ్,Anડતું
అనూప్లోయిడి,Anન
ఆంజినా,કંઠમાળ
యాంజియోగ్రామ్,ઝેરગ્રામ
యాంజియోగ్రాఫ్,ઝ પણરો
యాంజియోగ్రఫీ,ઝળહળાકાર
యాంజియోప్లాస్టీ,રંગની કળા
యాంజియోస్పెర్మ్,કણક
యాంజియోటెన్సిన్,રંગગતિ
యాంజియోటెన్సినోజెన్,રંગગતિ
జాలరి చేప,કોઠાર માછલી
అంగునా,ઓગળવી
అంగుయిస్,અંગૂઠા
జంతువు,પશુ
జంతువు,પશુ
జంతువుల పేడ,પ્રાણીનું છાણ
పశుసంరక్షణ,પશુપાલન
జంతువుల కార్యోటైపింగ్,પશુ કેરીયોટાઇપિંગ
జంతు సామ్రాజ్యం,પ્રાણીસૃષ્ટિ
జంతువుల కణజాలం,પશુ પેશી
యానిమాలియా,પોલાણ
అయాన్,ઠગ
అనిసోట్రోపిక్ బ్యాండ్,એશિશ
ఎనియలింగ్,Ingંચે ચપટી
అన్నెలిడ్,નેલિડ
అన్నెలిడా,Annણપુટી
వార్షిక రింగ్,વાર્ષિક
యాన్యులేటెడ్,ઉશ્કેરાયેલું
యాన్యుల్,વાંકું
క్రమరహిత రకం,વિસંગત પ્રકાર
అనోఫిల్స్,પર્વતમાળા
చీమ తినేవాడు,કીડી
విరోధి,વિરોધી
అంటార్కిటిక్,એન્ટાર્કટિક
యాంటెన్నా,એન્ટેના
యాంటెన్నా కాంప్లెక్స్,એન્ટેના સંકુલ
యాంటెనల్ గ్రంథి,દ્વેષી ગ્રંથિ
ముందరి (వెంట్రల్) బూడిద కొమ్ము,અગ્રવર્તી (વેન્ટ્રલ) ગ્રે હોર્ન
పూర్వ హైపోఫిసిస్,અગ્રવર્તી હાયપોફિસીસ
పూర్వ జోక్య సల్కస్,અગ્રવર્તી ઇન્ટરન્ટિક્યુલર સલ્કસ
Anther,ગૂંથ મારવો
పూర్వ సంస్కృతి,એન્થર સંસ્કૃતિ
ఆంథెరిడియం,માદક દ્રવ્યો
అంటెరోజాయిడ్,એન્થેરોઝોઇડ
ఆంథోసెరోస్,એન્થોસેરોસ
ఆంథోసెరోటోప్సిడా,એન્થોસેરોટોપ્સિડા
ఆంత్రాక్స్,એક જાતની નશરીય
మానవ అంతరించిపోవడం,માનવશાસ્ત્ર
మానవ శాస్త్రం,માનવશાસ્ત્ર
యాంటీ బాక్టీరియల్,એન્ટિબેક્ટેરનું
యాంటీబయాటిక్ పెన్సిలిన్,એન્ટિબાયોટિક પેનિસિલિન
యాంటీబయాటిక్ రెసిస్టెంట్,એન્ટિબાયોટિક પ્રતિરોધક
యాంటీబయాటిక్ (లు),એન્ટિબાયોટિક (ઓ)
యాంటీబాడీ,એન્ટિબોડી
యాంటీబాడీ జంట,એન્ટિબોડી દંપતી
యాంటీబాడీ మధ్యవర్తిత్వ రోగనిరోధక శక్తి,એન્ટિબોડી મધ્યસ્થી
ప్రతిస్కందకం,એન્ટીકોએગ્યુલેંટ
యాంటికోడాన్ లూప్,એન્ટિકોડન લૂપ
యాంటిడిప్రెసెంట్,એન્ટીડિપ્રેસ
అశ్లీల ముందు భాగము,એન્ટિડ્યુરેટિક હોર્મોન (એડીએચ)
యాంటిజెన్ జన్యువు,જનીન
యాంటిజెన్-యాంటీబాడీ కాంప్లెక్స్,એન્ટિજેન-એન્ટિબોડી સંકુલ
యాంటిజెనిక్ డిటర్మినెంట్,એન્ટિજેનિક નિર્ધારક
యాంటిన్యూట్రిషనల్ కారకం,અસાધારણ પરિબળ
యాంటీఆక్సిడెంట్,વિરોધી
యాంటీపోడల్ న్యూక్లియస్,એન્ટિપોડલ ન્યુક્લિયસ
యాంటీ సెన్స్ RNA,સમૃદ્ધ આર.એન.એ.
యాంటీవైరల్ ప్రోటీన్,એન્ટિવાયરલ પ્રોટીન
Antrum,એન્ટ્રમ
అనుక్లీట్,સસલું
పాయువు,ગુદા
ఆందోళన రుగ్మత,અસ્વસ્થતા
బృహద్ధమని వంపు,એરોર્ટિક કમાન
బృహద్ధమని గ్యాంగ్లియన్,એરોર્ટિક ગેંગલીયન
బృహద్ధమని సెమిలునార్ వాల్వ్,એરોર્ટિક સેમિલ્યુનર વાલ્વ
బృహద్ధమని కవాటం,એરોર્ટિક વાલ્વ
APC (అనాఫేస్ ప్రమోటింగ్ కాంప్లెక్స్),એપીસી (સંકુલને પ્રોત્સાહન આપતા એનાફેસ)
అపెలైక్ పూర్వీకుడు,પૂર્વજ
అఫిడ్,Apષધ
ఆఫ్రొడైట్,ફેળખી
ఎపికల్ ఆధిపత్యం,મડાગાંઠ
ఎపికల్ ప్యాడ్,સical
ఎపికల్చర్,મધમાખી
APIS ఇండికా,સધ્ધર
అప్లానోస్పోర్,પ્રપંચી
అప్లిసియా,Lyંચે જનનુસાર
అపోకార్పే,શોક
అపోకార్పస్,જનનુભુના
అపోకార్పస్ అండాశయం,નમ્ર અંડાકાર
అపోక్రిన్ గ్రంథి,શરદી
అపోఎంజైమ్,ઉપલોક
అపోమిక్,કોશિશ
అపోమిక్సిస్,અનુવાદ
అపోప్లాజమ్,Apળપડી
అపోప్లాస్టిక్ మార్గం,Apપચારિક માર્ગ
అపోప్టోసిస్,એપોપ્ટોસિસ
ఉపకరణం,ઉપકરણ
అనుబంధ అస్థిపంజరం,પરિપ્રેક્ષ્ય
కర్ణభేరి యొక్క అనుబంధం,ક caકમનું પરિશિષ્ટ
ఆపిల్ నత్త,સફરજન
ఆక్వాకల్చర్,જળચરઉછેર
ఆక్వాపోరిన్,જળરોગ
జల ఉభయచర,જળચર
జల రూపం,જળચર
జల ఆవాసాలు,જળચર રહેઠાણ
జల జీవి,જળચર સજીવ
జల మొక్క,જળચર સંયંત્ર
జల శ్వాసక్రియ,જળચર શ્વસન
సజల ద్రవం,જલીય પ્રવાહી
సజల హ్యూమర్,જલીય ભેજ
సజల ఇంట్రా-సెల్యులార్ ద్రవం,જલીય ઇન્ટ્રા-સેલ્યુલર પ્રવાહી
సజల నమూనా,જલીય નમૂના
సజల ద్రావణంలో,જલી ઉકેલ
అక్విలా,પાણી
అరబిడోప్సిస్,અરબીડોપ્સિસ
అరాచ్నిడా,ક arંગન
అరాక్నోయిడ్,અણીદાર
అరేనియస్,અરાજક
అర్బోర్సెంట్,અવસ્થામાં
అర్బోర్సెంట్ లైకోపాడ్,આર્બોરેસન્ટ લાઇકોપોડ
ఆర్కిబాక్టీరియా,પુરાતત્ત્વીય
ఆర్కిగోనియం,પુરાતત્વ
ద్వీపసమూహం,દ્વીપસમૂહ
ఆర్కిటిక్,આર્ક્ટિક
ఆర్కిటిక్ టెర్న్,આર્ક્ટિક ટર્ન
ఆర్కిటిక్ టండ్రా,આર્ક્ટિક ટુંડ્ર
ఆర్డియా,આર્દિયા
ఐసోలార్ కణజాలం,અનિયંત્રિત પેશી
రుజువు,આર્ગેમોન (કાંટાદાર ખસખસ)
ఆర్గెమోన్ మెక్సికానా,આર્જેમોન મેક્સિકોન
అర్జినిన్,આદુ
శుష్క ప్రాంతం,પગે પ્રદેશ
అరిస్టోలోచియాసియా,Arંચે
చేయి దాణా,હાથોહારી
ఆర్మీవార్మ్,સૈન્યની કીટ
Aroid,Arોળવું
వాసన,સુગંધ
అరేస్టర్,કરચલો
ఆర్టెమిసియా,કલાત્મક
ధమనుల సిస్టోలిక్,ધમની સિસ્ટોલિક
ఆర్టిరియోస్క్లెరోటిక్,ખળભળાટવાળું
ఆర్థ్రోపోడ్,આર્થ્રોપોડ
ఆర్థరైటిస్,સંધિવા
ఆర్థ్రోపోడా,આર્થ્રોપોડા
కీలు మృదులాస్థి,લેખક કાર્ટિલેજ
ఉచ్చారణ,સ્પષ્ટ
ఉచ్చరించబడింది,સ્પષ્ટ
కృత్రిమ పేస్‌మేకర్,કૃત્રિમ પેસમેકર
కృత్రిమ ఎంపిక,કૃત્રિમ પસંદગી
ఆర్టోకార్పస్ హెటెరోఫిల్లస్,આર્કાર્પસ હેટોરોફિલસ
ఆస్బెస్టాస్ ఫైబర్,સુશોભિત
ఆస్బెస్టాసిస్,એસ્બેસ્ટોસિસ
అస్కారిస్,એક જાતનું
ఆరోహణ క్రోమాటోగ్రఫీ,ચડતી ક્રોમેટોગ્રાફી
అస్సిడియా,હાસ્ય
అస్సిడియన్,શણગારું
అస్కోకార్ప్,અકસ્માત
అస్కోమైసెట్స్,દૃ asતા
ఆస్కార్బిక్ ఆమ్లం,એસર્બિક એસિડ
అస్కోస్పోర్,ગિરિણી
అస్కస్,અકસ્માત
Aseptate,દંગાહી
అలైంగిక పునరుత్పత్తి,અજાતીય પ્રજનન
అలైంగిక బీజాంశం,અજાતીય બીજકણ
ఆస్పరాజిన్ సింథటేస్,શારરી
ఆస్పరాగస్,શતાવરીનો શતાાયણ
అస్పార్టిక్ ఆమ్లం,જાસૂસ એસિડ
ఆస్పెర్‌గిల్లస్ నైగర్,સ્રાવ નાઇજર
ఆస్పెర్‌గిల్లస్,અકસ્માત
అస్ఫోడెలస్ టెనుఫోలియస్,અફડેલસ ટેન્યુફોલિયસ
ఆస్పిరిన్,તુરંત
పరీక్ష,પરાકાષ્ઠા
సమావేశం,એકત્રીકરણ
సమీకరణ సామర్థ్యం,આત્મસાત કાર્યક્ષમતા
అస్సిమిలేటరీ రూట్,આત્મસાતુ મૂળ
సహాయక పునరుత్పత్తి సాంకేతికత,પ્રજનન તકનીક
అసోసియేషన్ ప్రాంతం,મંડળનો વિસ્તાર
అసోసియేటివ్ సహజీవనం,સહ -સહજીવન
కలగలుపు మరియు పున omb సంయోగం,ભાત અને પુનર્વસન
కారకం యొక్క కలగలుపు,પરિબળ ભાત
అస్టాకస్,અજાણ
ఆస్టెరేసి,જસ્ટરી
ఆస్టారేల్స్,ખંડ
గ్రహశకలం,ગ્રહ
ఉబ్బసం,અસ્થમા
ఆస్ట్రగలస్ గుమ్మర్,એસ્ટ્રાગાલસ ગમ્ફર
జ్యోతిష్య కుదురు పోల్,અપાર્થિવ સ્પિન્ડલ ધ્રુવ
ఖగోళ శాస్త్రవేత్త,ખગોળશાસ્ત્રી
అసమాన కార్యోటైప్,અસમપ્રમાણ કેરીયોટાઇપ
అసమాన,અસમપ્રમાણ
అథెరోమాటస్,વિધવાલાને લગતું
అథెరోస్క్లెరోసిస్,વિધવાલા
అథెరోస్క్లెరోటిక్ ఫలకం,એથરોસ્ક્લેરોટિક તકતી
భౌగోళిక పటం,નગરો
అట్లాస్ వెన్నుపూస,એટલાસ વર્ટેબ્રા
వాతావరణం,વાતાવરણ
వాతావరణం,વાતાવરણીય
వాతావరణ ఇన్పుట్లు,વાતાવરણીય ઇનપુટ્સ
అటామిక్ ఫోర్స్ మైక్రోస్కోప్,અણુ બળ માઇક્રોસ્કોપ
అణువు,અણુ
ATP ASE,એ.ટી.પી.
కర్ణిక సంకోచం,ભયંકર સંકોચન
కర్ణిక దడ,સુશોભિત ફાઇબરિલેશન
కర్ణిక మధ్యస్థ,એટ્રિલ નેટ્યુરેટિક ફેક્ટર (એએનએફ)
కర్ణిక నోడ్,એટ્રિલ નોડ
కర్ణిక సిస్టోల్,એટ્રિલ સિસ્ટોલ
అట్రియోవెంట్రిక్యులర్ నోడ్,અતિશય નોડ
అట్రియోవెంట్రిక్యులర్ వాల్వ్,અતિશય વાલ્વ
కర్ణిక,કર્ણક
కర్ణిక,કર્ણક
అట్రోపా బెల్లడోన్నా,એટરોપા બેલાડોના
