Tamil,Hindi
தானியங்கி சக்தி கட்டுப்பாடு,स्वतः षक्ति नियंत्रण
தானியங்கி நிரலாக்க,"स्वतःप्रोग्रामन, स्वतः क्रमादेशन"
தானியங்கி பதிவு,स्वतः अभिलेखन
தானியங்கி மீட்டமைப்பு,स्वतः पुनः स्थापन
தானியங்கி ஷட்டர்,स्वचालित कपाट
தானியங்கி அமைப்பு,स्वचल तंत्र
தானியங்கி தொலைபேசி,स्वचालित टेलीफोन
தானியங்கி வெப்பநிலை கட்டுப்பாடு,स्वतः ताप-नियंत्रण
தானியங்கி மின்னழுத்த சீராக்கி,स्वतः वोल्टता नियामक
தானியங்கி தொகுதி அமுக்கி,स्वतः प्रबलता संपीडक
தானியங்கி தொகுதி கட்டுப்பாடு,स्वतः प्रबलता नियंत्रक
தானியங்கி தொகுதி விரிவாக்கம்,स्वतः प्रबलता विस्तारक
தானியங்கு,स्वचालन
ஆட்டோமேஷன் கட்டுப்பாடு,"स्वचालन नियंत्रण, स्वतः नियंत्रण, स्वनियंत्रण"
ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி,स्वतः आवृत्ति नियंत्रक
துணை,सहायक
துணை ஆடியோ பஸ்,सहायक श्रव्य बस
கிடைக்கும் சக்தி,उपलब्ध षक्ति
பனிச்சரிவு முறிவு,"ऐवेलांशी भंग, अवधाव भंग"
சராசரி வாழ்க்கை,"औसत आयु, औसत जीवन"
சராசரி அழுத்தம்,औसत दाब
சராசரி வேகம்,औसत चाल
சுழல் அச்சு,प्रचक्रण-अक्ष
அசிமுத்,दिगंश
அஜிமுத் கோணம்,दिगंश कोण
அஜிமுத் பிழை,दिगंश त्रुटि
பின் ஒளி,"पृष्ठ प्रकाश, पश्च प्रकाश"
பின் திட்டம்,पश्च प्रक्षेपण
பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்),विरोधी वोल्टता
பின்னணி (வில் மீண்டும்),विपरीत आर्क
பின்னணி ஒளி,पृष्ठभूमि प्रकाश
பின்னணி இரைச்சல்,पृष्ठभूमि रव
பின்னணி திட்டம்,पृष्ठभूमि प्रक्षेपण
காப்புப்பிரதி,"बैक-अप, पूर्तिकर, प्रतिपोषक"
தடுப்பு,"गतिरोधक, व्यारोध, बाधिका"
பேக்கிங்,भर्जन
சீரான ஆடியோ,संतुलित श्रव्य
சீரான ஆடியோ வரி,संतुलित श्रव्य लाइन
சீரான பரிமாற்ற வரி,संतुलित संचरण लाइन
சமநிலைப்படுத்துதல்,संतुलन
நிலைப்படுத்தல்,स्थिरक
நிலைப்படுத்தும் காரணி,स्थिरण कारक
பலூன்,बलून
பேண்ட்,"बैंड, पट्टी"
பேண்ட் பாஸ் வடிகட்டி,"बैंड पारक फिल्टर, बैंड पारक निस्यंदक"
இசைக்குழு தேர்வாளர்,बैंड वरक
பேண்ட் பிரித்தல்,बैंड विपाटन
பேண்ட் ஸ்டாப் வடிகட்டி,"बैंड वर्जक फिल्टर, बैंड वर्जक निस्यंदक"
பேண்ட் சுவிட்ச்,बैंड स्विच
பேண்ட் ட்யூனிங்,"पट्टी समस्वरण, बैंड ट्यूनिंग"
அலைவரிசை,"बैंड विस्तार, बैंडविड्थ, बैंड चौड़ाई"
மதுக்கூடம்,"बार, दंड"
பார் குறியீடு,बार कोड
பார் தரவு,"बार डाटा, बार आंकड़ा"
வெற்று இசைக்குழு,खुली पट्टी
வெற்று விளக்கு,अनावृत लैम्प
கொட்டகையின் கதவு,बार्न द्वार
தள இசைக்குழு,आधार बैंड
அடிப்படை இசைக்குழு சமிக்ஞை,आधार बैंड संकेत
அடிப்படை இசைக்குழு அமைப்பு,आधार बैंड तंत्र
அடிப்படை உலாவி,आधार विचरक
அடிப்படை சேகரிப்பான் சந்தி,आधार संग्राही संधि
அடிப்படை இன்சுலேட்டர்,आधार विद्युत्रोधी
பாஸ்,"मन्द्रस्वर, बास"
பாஸ் இழப்பீடு,मन्द्रस्वर क्षतिपूर्ति
பாஸ் ஒலிபெருக்கி (வூஃபர்),मन्द्रस्वर लाउडस्पीकर
தொகுதி ஸ்கேனிங்,समूह क्रमवीक्षण
பேட்டரி சார்ஜிங்,बैटरी आवेशन
உத்திரம்,किरण पुंज
அடி,विस्पंद
அதிர்வெண் ஆஸிலேட்டரை வெல்லுங்கள்,विस्पंद आवृत्ति दोलित्र
பெல்,बेल
சார்பு,"अभिनति, बायस"
சார்பு சுற்று,"बायस परिपथ, अभिनति परिपथ"
சார்பு அதிர்வெண்,"अभिनति आवृत्ति, बायस-आवृत्ति"
சார்பு மின்னழுத்தம்,बायस वोल्टता
முன்னோக்கி திசையில் பக்கச்சார்பானது,"अग्रबायसित, अग्राभिनत"
இரு திசை மைக்ரோஃபோன்,उभयमुखी माइक्रोफोन
விளம்பர பலகை,"बिलबोर्ड, विज्ञापन फलक"
விளம்பர பலகை விண்ணப்பம்,बिलबोर्ड अनुप्रयोग
இரு-உலோக உறுப்பு,द्विधात्विक अवयव
இரும,द्विआधारी
பைனரி குறியீட்டு தசம,द्विआधारी कोडित दशमलव
ஈராண்டின் இலக்கியம் (பிட்),द्विआधारी अंक (बिट)
இரும எண்,द्विआधारी संख्या
பைனரல் விசாரணை,द्विकणब श्रवण
தொலைநோக்கி,"द्विनेत्री, बाइनॉक्युलर"
பயோமெட்ரிக்,"जैवमितीय, जैवमितिक"
இருமுனை டிரான்சிஸ்டர்,द्विधुवी ट्रांजिस्टर
பிட் ஒதுக்கீடு,बिट नियतन
பிட் வீதம்,बिट दर
கருப்பு & வெள்ளை டிவி,श्वेत-श्याम टेलीविजन
வெற்று,"रिक्त, शून्य, विलोप"
வெற்று இடைவெளி,विलोपन अंतराल
வெற்று நிலை,विलोपन स्तर
ரத்தான் எதிர்ப்பு,स्रावी प्रतिरोध
பிளம்பட் கேமரா,ध्वनिरूद्ध कैमरा
கண்மூடித்தனமான கண்ணை கூசும்,"अंधक चौंध, चकाचौंध"
கண் சிமிட்டுங்கள்,टिमटिमाना
ஒளிரும்,टिमटिमाना
தொகுதி குறியீடு,ब्लॉक कोड
தொகுதி வரைபடம்,ब्लॉक आरेख
தொகுதி இடைக்கணிப்பு,ब्लॉक अंतरापत्र
மின்தேக்கியைத் தடுக்கும்,अवरोधक संधारित्र
ஆஸிலேட்டரைத் தடுக்கும்,अवरोधक दोलित्र
பூக்கும்,प्रफुल्लन
விளக்கு ஊது,ब्लो लैम्प
குழாய் குழாய்,फूंकनी
ஊதுகுழல்,"धौंकनी, ब्लोअर"
புளூடூத்,ब्लूटूथ
உடல் கொள்ளளவு,कायिक धारिता
புத்தககுறி,"बुक मार्क, पृष्ठ स्मृति"
பூலியன் இயற்கணிதம்,बूलीय बीजगणित
ஏற்றம்,"बूम, तीव्रवृद्धि"
பூஸ்ட்,"बढ़ाना; वर्धन, उछाल"
பூஸ்டர்,वर्धक
பூஸ்டர் ஒளி,वर्धक प्रकाश
அதிகரிக்கும்,वर्धन
துவக்க,बूटकरण
பூட்ஸ்ட்ராப்,बूटस्ट्रैप
கீழே ஒளி,तलीय प्रकाश
பவுன்ஸ் லைட்,"उच्छलन प्रकाश, प्रस्कन्द प्रकाश"
உடைக்கவும்,"भंग, भंजन"
முறிவு மின்னழுத்தம்,भंजन वोल्टता
பாலம் உறுப்பு,सेतु अवयव
பாலம் திருத்தி,सेतुबद्ध दिष्टकारी
பிரிட்ஜ் ‘டி’ அட்டென்யூட்டர்,सेतुबद्ध ‘T’ क्षीणकारी
பிரிட்ஜ் அமைப்பு,सेतुबद्ध संरचना
பாலம்,सेतुबंधन
பாலம் பெருக்கி,सेतुबंधन प्रवर्धक
பாலம் இழப்பு,सेतुबंधन हानि
பிரகாசம்,"द्युति, दीप्ति"
