Marathi,Hindi
अडॅप्टर,"1. अनुकूलक ,2. अनुकूलित्र"
जोडा,योग (करना)
फाइल जोडा,योग संचिका
ऑपरेशन जोडा,"1. जोड़ संक्रिया ,2. योग संक्रिया"
जोडणारा,योजक
पत्ता,पता
पत्ता बस,पता बस
पत्ता फाइल,पता संचिका
पत्त्याचे स्वरूप,पता आरूप
पत्ता जनरेटर,पता जनक
पत्ता ओळ,पता पंक्ति
पत्ता मॅपिंग,पता प्रतिचित्रण
पत्ता सूचक,पता संकेतक
पत्ता नोंदवही,पता पंजी
पत्ता ठराव,पता विघटन
पत्ता अनुवाद,पता अनुवाद
संबोधित मेमरी,"1. पतायुक्त स्मृति ,2. पतायुक्त मेमोरी"
संबोधित करणे,पताभिगमन
पर्याप्तता निकष,"1. पर्याप्तता निकष ,2. पर्याप्तता कसौटी"
संलग्न,संलग्न
प्रशासन,"1. प्रबंधन ,2. नियंत्रण"
प्रशासक,"1. प्रबंधक ,2. नियंत्रक"
adobe acrobat,ऐडोब एक्रोबेट
अडोब फोटोशाॅप,ऐडोब फोटोशोप
अॅडव्हान्स बिझनेस अॅप्लिकेशन प्रोग्रामिंग (ABAP),ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन)
प्रगत डेटा,"1. उन्नत आंकड़ा ,2. उन्नत डाटा"
प्रगत माहिती प्रणाली,उन्नत सूचना तंत्र
प्रगत तंत्रज्ञान (AT),उन्नत प्रौद्योगिकी (ए टी)
एजंट,कर्मक
एकत्रीकरण,समुच्चयन
एअरबोर्न संगणक प्रणाली,विमानवाहित कंप्यूटर तंत्र
aldus पृष्ठ निर्माता,एल्डस पेज-मेक
इशारा बॉक्स,सचेत पेटी
अल्गोल,ऐल्गॉल (कंप्यूटर भाषा)
अल्गोरिदम,"1.  एल्गोरिथ्म ,2. कलन विधि"
अल्गोरिदम विश्लेषण,"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण"
अल्गोरिदम कार्यक्षमता,एल्गोरिथ्म दक्षता
उर्फ,"1. एलिआस ,2. उपनाम ,3. उर्फ"
संरेखन,संरेखण
वाटप,"1. आवंटन ,2. नियतन"
वर्णमाला,"1.अक्षरात्मक ,2. वर्णानुक्रम"
अल्फान्यूमेरिक,अक्षरांकीय
अल्फान्यूमेरिक की बोर्ड,"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड"
अल्फा-चाचणी,अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण)
अल्फा आवृत्ती,"1. अल्फा वर्जन ,2. अल्फा रूप"
alt की,आल्ट कुंजी
altavista,आल्टाविस्टा
अस्पष्टता,अनेकार्थकता
अस्पष्ट व्याकरण,संदिग्ध व्याकरण
अमेरिकन राष्ट्रीय मानक संस्था (ANSI),अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.)
अमेरिकन स्टँडर्ड कोड फॉर इन्फॉर्मेशन इंटरचेंज (ASCII),अमेरिकी मानक कट (आस्की)
अॅनालॉग,"1. अनुरुप ,2. एनालॉग"
अॅनालॉग संगणक,"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर"
अॅनालॉग डिव्हाइस,"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस"
अॅनालॉग मॉडेम,"1. एनालॉग मोडेम ,2. अनुरुप मोडेम"
अॅनालॉग ते डिजिटल कनव्हर्टर (ADC),अनुरुप से अंकीय रुपांतरक
आणि,एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त)
आणि सर्किट,एंड परिपथ
आणि गेट,एंड गेट और द्वार
आणि ऑपरेशन नाही (अपवर्जन),एंड नॉट संक्रिया (अपवर्जन)
अॅनिमेशन,"1. एनीमेशन, 2.  सजीवन"
भाष्य,टिप्पण
विसंगती,असंगता
पूर्ववर्ती,पूर्ववर्ती
आगाऊ पेजिंग,प्रत्याशामूलक पृष्ठन
विरोधी सममित,प्रति-सममित
अँटीव्हायरस प्रोग्राम,विषाणुरोधी क्रमादेश
ऍपलेट,"1. एपलेट ,2. अनुप्रयोगिका"
अनुप्रयोग विकासक,अनुप्रयोग विकासक
अनुप्रयोग प्रोग्रामिंग,अनुप्रयोग प्रोग्रामन
ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API),"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)"
अनुप्रयोग सॉफ्टवेअर,अनुप्रयोग सॉफ्टवेयर
उपयोजक भाषा,अनुप्रयोगी भाषा
अंदाजे सिद्धांत,सन्निकटण सिद्धांत
आर्किटेक्चर,संरचना
क्षेत्र हस्तांतरण,क्षेत्र अंतरण
युक्तिवाद,"1. प्राचर,स्वतंत्रचर, 2. कोणांक"
अंकगणित आणि तर्कशास्त्र एकक,"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई"
अंकगणित तपासणी,अंकगणितीय जांच
अंकगणित स्थिरांक,अंकगणितीय अचर
अंकगणित डेटा,अंकगणितीय आंकडा
अंकगणित सूचना,अंकगणितीय अनुदेश
अंकगणित आणि तर्कशास्त्र एकक (ALU),गणितीय एवं तार्किक इकाई (ए. एल. यू.)
अर्पानेट,ए आर पी ए नेट (आरपानेट)
रचना,सरणी
अॅरे कॅशे,"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति"
अॅरे संगणक,सरणी कंप्यूटर
अॅरे घटक,सरणी अवयव
अॅरे नाव,सरणी नाम
अॅरे प्रोसेसर,सरणी प्रकर्मक
बाण दर्शक बटणे,एरो कुंजी
उच्चार,संधि
उच्चार बिंदू,संधि बिन्दु
कृत्रिम कॉम्पॅक्शन,कृत्रिम संहनन
कृत्रिम नियंत्रण,कृत्रिम नियंत्रण
कृत्रिम बुद्धिमत्ता,कृत्रिम बोध
चढणारा,आरोहक
चढत्या क्रमवारी,आरोही छंटाई
ASCII बेटिकल ऑर्डर,आस्की वर्णक्रम
ASCII नियंत्रण वर्ण,आस्की नियंत्रण संप्रतीक
ASCII फाइल,आस्की संचिका
ASCII फॉन्ट,आस्की फॉन्ट
ASCII हस्तांतरण,आस्की अंतरण
प्रसर गुणोत्तर,अभिमुखता अनुपात
एएसपीआय,"1. ऐस्पी ,2. ए एस पी आई"
ASR टाइमर,ए एस आर कालद
एकत्र करणे,"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना"
असेंबलर,"1. कोडांतरक ,2. स्मरांतरक"
विधानसभा,"1. कोडांतरण ,2. स्मरांतरण"
विधानसभा भाषा,"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा"
प्रतिपादन,निश्चयन
असाइनमेंट,"1. निर्दिष्ट कार्य ,2. नियतन"
संघटना,साहचर्य
सहयोगी पत्ता,साहचर्य पता
सहयोगी स्मृती,"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी"
asteric,तारक (*का चिन्ह)
असममित,असम्मित
असिंक्रोनस,"1. अतुल्यकालिक ,2. अतुल्यकाली"
असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL),अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल)
असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM),अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम)
असिंक्रोनस हस्तांतरण,अतुल्यकालिक अंतरण
एसिंक्रोनस ट्रान्सफर मोड (एटीएम),अतुल्यकालिक अंतरण विधा (ए टी एम)
अणू,"1. एटम ,2. परमाण"
संलग्न दस्तऐवज,संलग्न प्रलेख
संलग्न फाइल,"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल"
संलग्नक,"1. संलग्नक ,2. संबंद्ध"
विशेषता,"1. गुण ,2. विशेषता"
ऑडिओ,श्रव्य
ऑडिट प्रोग्रामिंग,"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन"
तपासणीचे सूत्र,लेखा सत्यापन
वाढ,संवर्धन
प्रमाणीकरण प्रोटोकॉल,प्रमाणन प्रोटोकॉल
ऑथरिंग सिस्टम,संलेखन पद्धति
अधिकृतता,"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण"
स्वयं गोषवारा,स्वत: सार
ऑटोबूटिंग,"1. स्वतः बूटिंग ,2. स्व बूटन"
ऑटोकॅड,ऑटोकैड (एक कंप्यूटर भाषा)
ऑटोलॉग चालू,स्वत: लॉग-ऑन
स्वयंचलित,ऑटोमेटा
ऑटोमेटा सिद्धांत,आटोमेटा सिद्धांत
स्वयंचलित संगणन,स्वत: अभिकलन
स्वयंचलित डेटा प्रक्रिया,स्वत: आंकड़ा प्रक्रमण
स्वयंचलित त्रुटी सुधारणा,स्वत: त्रुटि संशोधन
स्वयंचलित कार्य,स्वत: फलन
स्वयंचलित अनुक्रमणिका,"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण"
स्वयंचलित लायब्ररी कॉल,स्वत: संग्रह आह्वान
स्वयंचलित प्रोग्रामिंग,"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन"
स्वयंचलित पुनर्प्राप्ती कार्यक्रम,"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम"
स्वयंचलित दिनचर्या,स्वत: नेमका
स्वयंचलित प्रणाली पुनर्प्राप्ती,स्वत: सिस्टम पुन: प्राप्ति
स्वयंचलित टेलर मशीन (एटीएम),"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)"
ऑटोमेशन,स्वचालन
ऑटो प्ले,"1. आटोप्ले ,2. स्वत: चलन"
स्वयं जतन करा,स्वरक्षण
सहाय्यक,सहायक
सहाय्यक मेमरी,सहायक स्मृति
सहायक स्टोरेज,सहायक भंडारण
उपलब्ध यादी,उपलब्ध लिस्ट
उपलब्ध वेळ,उपलब्ध समय
सरासरी,औसत
awk (भाषा),ए डब्ल्यू के (एक कंप्यूटर समादेश)
बॅकएंड,पश्चांत
बॅकएंड प्रोसेसर,पश्चांत प्रक्रमक
बॅकफेस काढणे,पश्च फलन विलोपन
पार्श्वभूमी प्रक्रिया,पृष्ठभूमि प्रक्रमण
बॅकिंग स्टोअर,सहायक भंडार
बॅकपॅचिंग,पश्च पैचीकरण
बॅकस्पेस,"1. पश्चीयन ,2. बैकस्पेस"
बॅकट्रॅकिंग,पश्चपथन
बॅकअप,"1. बैक-अप ,2. पूर्तिकर"
बॅकअप मेमरी,"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी"
मागास त्रुटी पुनर्प्राप्ती,पश्च त्रुटि सुधार
ताळेबंद,(आय-व्यय) तुलन पत्र
बँड,पट्टी
बँड रुंदी,"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता"
बँकरचा अल्गोरिदम,बैंकर एल्गोरिथ्म
बार कोड,"1.बार कूट ,2. बार कोड"
बार कोड स्कॅनर,बार कोड स्कैनर
बार आलेख,बार ग्राफ
मूळ पत्ता,आधार पता
बेस बँड,आधार बैंड
आधार क्रमांक,आधार संख्या
बेस टेबल,आधार सारणी
बेसिक,बेसिक (एक कंप्यूटर भाषा)
मूलभूत नियंत्रण,"1. मूल नियंत्रण ,2. आधार नियंत्रण"
मूलभूत इनपुट,"1. मूल निवेश ,2. आधारी निवेश"
मूलभूत सूचना,आधारभूत अनुदेश
मूलभूत आउटपुट,आधारी निर्गम
मूलभूत पायरी,मूल चरण
तुकडी,"1. बैच ,2. समूह ,3. प्रचय"
बॅच फाइल,"1. बैच फाइल ,2. बैच संचिका"
बॅच स्थिती,बैच स्थिति
बॅच प्रक्रिया,"1. बैच प्रक्रमण ,2. समूह प्रक्रमण"
बॅच सिस्टम,"1. बैच तंत्र ,2. प्रचय तंत्र"
बॉड,बॉड
बॉड दर,बॉड दर
तुळई,किरण पुंज
बेंचमार्क,"1. निर्देशमानक ,2. बैचमार्क"
द्विदिश संप्रेषण,द्विदिश संचार
द्विदिश दुवा,विदिश कड़ी
बायनरी कोड,द्विआधारी कूट
बायनरी अंक,द्विआधारी अंक
बायनरी इनपुट आउटपुट सिस्टम (BIOS),द्विआधारी निवेश निर्गम तंत्र (बायोस)
बायनरी संख्या,द्विआधारी संख्या
बायनरी ऑपरेटर,द्विआधारी संकारक
बायनरी संबंध,द्विआधारी संबंध
बायनरी शोध,द्विआधारी खोज
बायनरी सर्च ट्री (BST),द्विआधारी अन्वेषण तरु (बी एस टी)
बायनरी हस्तांतरण,"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण"
बायनरी झाड,द्विआधारी तरु
द्विध्रुवीय मेमरी,"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी"
जन्म मृत्यू मॉडेल,"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श"
जन्म मृत्यू प्रक्रिया,जन्म मरण प्रक्रम
बिट,"1. द्वयंक ,2. बिट"
थोडा दोष,बिट दोष
बिट नकाशा,बिट प्रतिचित्र
बिट मॅप पिक्सेल (BMP),"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)"
बिट मॅट्रिक्स,"1. बिट आव्यूह ,2. बिट सारणी"
बिट नमुना,बिट प्रतिरूप
बिट स्थिती,बिट स्थिति
बिट दर,"1. बिट रेट ,2. बिट दर"
ब्लॅक बॉक्स चाचणी,अंध पेटी परीक्षण
लुकलुकणे,टिमटिमाना
ब्लॉक,ब्लॉक
ब्लॉक कॅशे,"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति"
ब्लॉक चेक,खंडक जांच
ब्लॉक कॉपी,खंड प्रतिलिपि
ब्लॉक आकृती,खंडक आरेख
ब्लॉकिंग नेटवर्क,"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम"
बोर्ड,बोर्ड
पुस्तक चिन्ह,पृष्ठ स्मृति
बुलियन बीजगणित,बूलीय बीजगणित
बुलियन संबंध,बूलीय संबंध
बूट विभाजन,बूट विभाजन
बूट strapping,बूट स्ट्रैपिंग
बूट-स्ट्रॅप लोडर,1.बूटस्ट्रैप भारक 2. स्वोत्थानी
पूल,"1.ब्रिज, 2. सेतु"
ब्रॉडबँड नेटवर्किंग,ब्राडबैंड नेटवर्क
प्रसारण,प्रसारण
रेडिओ प्रसारित करा,प्रसारण रेडियो
ब्राउझ करा,(नेट) विचरण
ब्राउझर,(नेट) विचरक
बी-वृक्ष,बी-तरु
बबल मेमरी,"1.बुदबुद स्मृति, 2.बबल मेमोरी"
बबल क्रमवारी,बुदबुद छंटाी
बादली,"1.बाल्टी, 2.बकेट"
मित्र प्रणाली,"1.बंधुता तंत्र, 2.बडी तंत्र"
बजेट प्रभावी नियंत्रण,बजट प्रभावी नियंत्रण
बफर,बफर
किडा,दोष
बस,बस
बाइट,"1.अष्ट वयंक,2. बािट (आठ बिट)"
बाइट कोड,बािट कोड
c,सी (कंप्यूटर भाषा)
C++,"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)"
कॅशे,"1.कैश,2. द्रुतिका,3.द्रुत"
कॅशे बफर,"1.कैश बफर, 2.द्रुतस्मृति बफर"
कॅशे मेमरी,"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति"
गणना,परिकलन
कॅल्क्युलेटर,"1.कैलकुलेटर, 2.परिकलक"
कॅल्क्युलेटर चिप,"1.कैलकुलेटर चिप,2. परिकलक चिप"
कॉल,आह्वान
नावाने कॉल करा,नाम आह्वान
संदर्भानुसार कॉल करा,संदर्भ आह्वान
मूल्यानुसार कॉल करा,मान आह्वान
व्हेरिएबल्सद्वारे कॉल करा,चर आह्वान
कॉल गेट,आहवान गेट
रद्द करा,"1.निरस्त करना, 2.रद्द करना"
रद्द करा बटण,निरसन बटन
प्रामाणिक,"1.विहित,2. कैनॉनिकल"
प्रामाणिक स्वरूप,विहित रूप
क्षमता,क्षमता
क्षमता यादी,क्षमता सूची
क्षमता,"1.क्षमता,2. धारिता"
कॅप्स लॉक की,कैप्स लॉक कुंजी
कार्ड,"1.कार्ड,2. पत्रक"
कार्ड रीडर,कार्ड पाठक
मुख्यत्वे,प्रमुखता
वाहक,वाहक
वाहक बँड,वाहक बैंड
वाहक लोड,वाहक भार
वाहक सिग्नल,वाहक संकेत
वाहक लहर,वाहक तरंग
वाहून नेणे,हासिल
कॅरी अंक,हासिल अंक
ध्वज घेऊन जा,हासिल ध्वज
काडतूस डिस्क,"1.काट्रिज डिस्क, 2.काट्रिज चक्रिका"
कॅस्केड,"1.कास्केड, 2.सोपानी"
केस,केस
कॅथोड रे ट्यूब (सीआरटी),कैथोड-रे-टयूब (सी आर टी)
कॅथोड रे ट्यूब (सीआरटी),कैथोड किरण नलिका (सी. आर. टी.) कैथोड-रे-टयूब
CD ROM डिस्क ड्राइव्ह,सी डी रॉम डिस्क ड्रािव
सेल,सेल
सेल अॅनिमेशन,सेल एनीमेशन
भ्रमणध्वनी,सेल्युलर फोन
केंद्रीय स्मृती,"1.केंद्रीय स्मृति,2. केंद्रीय मेमोरी"
सेंट्रल प्रोसेसिंग युनिट (CPU),केद्रीय प्रक्रमण एकक (सी पी यू)
केंद्रीकृत प्रणाली,केंद्रीकृत तंत्र
प्रमाणित टेप,प्रमाणीकृत टेप
साखळी,श्रृंखला
साखळी डेटा,"1.श्रृंखला आंकड़ा, 2.श्रृंखला सामग्री"
साखळी दुवा,श्रृंखला कड़ी
चेनिंग,श्रृंखलन
चॅनल,"1.प्रणाल, 2.चैनल"
चॅनेल व्यस्त टोन,"1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन"
चॅनेल क्षमता,"1.प्रणाल क्षमता, 2.चैनल क्षमता"
चॅनेल नियंत्रक,"1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक"
चॅनेल त्रुटी,"1.प्रणाल त्रुटि, 2.चैनल त्रुटि"
चॅनेल कार्यक्रम,"1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम"
चॅनेल विश्वसनीयता,"1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता"
चॅनेल सेट,"1.प्रणाल समुच्चय, 2.चैनल समुच्चय"
वर्ण,संप्रतीक
वर्ण कोड,"1.संप्रतीक कूट,2. संप्रतीक कोड"
वर्ण की,संप्रतीक कुंजी
वर्ण वाचक,संप्रतीक पाठक
वर्ण आकार,"1.संप्रतीक सािज, 2.संप्रतीक आमाप"
तक्ता,संचित्र
चेसिस,"1.न्याधार, 2.चैसिस"
बिट तपासा,जाँच बिट
चेक अंक,जाँच अंक
बेरीज तपासा,जाँच योग
शब्द तपासा,जाँच शब्द
चिप,चिप
चिप संच,चिप सेट
निवडा,"1.चुनना, 2.चयन"
रंगीत,वर्णिक रूप से
सिफर,"1.सािफर,2. शून्य,3. सीफर"
सर्किट,परिपथ
परिपत्रक यादी,वर्तुल सूची
सायरस,सायरस
उद्धरण,उल्लेख
वर्ग,"1.श्रेणी, 2.वर्ग"
वर्ग व्हेरिएबल,वर्ग चर
वर्गीकरण,वर्गीकरण
स्पष्ट,अपमार्जन
स्पष्ट क्षेत्र,अपमार्जित क्षेत्र
साफ चॅनेल,"1.अपमार्जित प्रणाली, 2.अपमार्जित चैनल"
क्लिक करा,दबाना
ग्राहक,"1.ग्राहक,2. क्लाइट"
क्लायंट सर्व्हर,"1.ग्राहक परिसेवक, 2.ग्राहक सर्वर"
क्लायंट स्टब,ग्राहक स्टब
क्लिप आर्ट,कर्तन कला
क्लिप आर्ट लायब्ररी,कर्तन कला पुस्तकालय
क्लिप बोर्ड,क्लिप बोर्ड
क्लिपर,क्लिपर
क्लिपर चिप,क्लिपर चिप
गट,गुट
घड्याळ,"1.घड़ी,2. कालद"
घड्याळ चक्र,कालद चक्र
घड्याळ वारंवारता,कालद आवृत्ति
घड्याळ हार्डवेअर,कालद हार्डवेयर
घड्याळाची नाडी,कालद स्पंद
घड्याळाचा वेग,कालद गति
घड्याळ सिंक्रोनाइझेशन,कालद तुल्यकालन
घड्याळाची टिक,कालद टिक
क्लोन,क्लोन
बंद,बंद
क्लोज सर्किट टीव्ही (सीसीटीव्ही),संवृत परिपथ टी.वी. (सी.सी.टी.वी.)
बंद,संवरण
क्लाउड संगणन,"1.मेघाभिकलन,2.क्लाुड कंप्यूटिंग"
क्लस्टर,गुच्छ
लेपित कार्ड,"1.विलेपित कार्ड,2. विलेपित पत्रक"
लेपित कागद,लेपित कागज
समाक्षीय,समाक्षीय
समाक्षीय केबल,समाक्ष केबल
कोडासिल,कोडासिल
कोड,"1.कूट, 2.कोड"
कोड जनरेटर,"1.कूट जनक,2. कोड जनक"
कोड पृष्ठ,कूट पृष्ठ
कोड शब्द,"1.कूट शब्द, 2.कोड शब्द"
कोडर,"1.कोडर, 2.कूटक"
कोडिंग तपासणी,"1.कूट लेखन जाँच, 2. कोडन जाँच"
कोडिंग फॉर्म,कूट लेखन रूप
कोडिंग शीट,"1.कूटलेखन पत्र, 2. कोडन शीट"
गुणांक,गुणांक
सुसंगतता,ससंजन
थंड बूट,"1.शीत बूट, 2.शीत प्रारंभ"
थंड सुरुवात,शीत प्रारंभ
सहयोग,सहयोग
कोसळणे,निपात
कोलेट,"1.परिमिलन, 2.समानुक्रमित करना"
कोलेट टेप,"1.समानुक्रमित टेप,2. कालेट टेप"
टक्कर,टक्कर
कोलन,कोलन
रंग (रंग),"1.वर्ण, 2.रंग"
रंग संपृक्तता,रंग संतृप्ति
रंग टेबल,रंग सारणी
स्तंभ,स्तंभ
संयोजन,संयोजन
कॉम्बो बॉक्स,समिश्र पेटी
आज्ञा,"1.समादेश, 2.कमांड"
कमांड बटण,समादेश बटन
आदेश यादी,समादेश सूची
टिप्पणी,टिप्पणी
वचनबद्धता,"1.वचन बद्धता, 2.प्रतिबद्धता"
वस्तू,वस्तु
कॉमन बिझनेस ओरिएंटेड लँग्वेज (कोबोल),सामान्य व्यवसाय उन्मुखी भाषा (कोबोल)
सामान्य त्रुटी,सामान्य त्रुटि
सामान्य भाषा,सामान्य भाषा
सामान्य दिनचर्या,"1.सामान्य नेमक,2. सामान्य नित्यक्रम"
संवाद,संचार
संप्रेषण लाइन,संचार रेखा
संप्रेषण मोड,संचार विधा
संप्रेषण नेटवर्क,"1. संचार नेटवर्क, 2. संचार जालक्रम"
संप्रेषण पॅरामीटर,संचार प्राचल
संप्रेषण प्रणाली,संचार तंत्र
कॉम्पॅक्शन,संहनन
साथीदार,संपीडप्रसारित्र
companding,संपीडप्रसारण
कंपनी नेटवर्क,कंपनी नेटवर्क
तुलना चाचणी,तुलना परीक्षण
सुसंगतता,"1.सुसंगति, 2.संगतता"
सुसंगत,सुसंगत
संकलन,संकलन
संकलित करा आणि जा,संकलन तथा कार्यपालन
संकलक,"1.संकलक, 2.क्रमादेश अंतरक"
कंपाइलर भाषा,संकलक भाषा
पूरक,पूरक
दहावर पूरक,दस-पूरक
पूरक,पूरक
पूर्ण वाहून,"1.संपूर्ण हस्तगत, 2.संपूर्ण हासिल"
जटिल,सम्मिश्र
जटिल संख्या,सम्मिश्र संख्या
घटक,घटक
घटक ऑब्जेक्ट मॉडेल (COM),कॉम
संमिश्र,संयुक्त
रचना,संयोजन
संगणकीय,"1.अभिकलनीय, 2.अभिकल्पनात्मक"
संगणक,कंप्यूटर
संगणक केंद्र,कंप्यूटर केन्द्र
संगणक तज्ञ,कंप्यूटर विशेषज्ञ
संगणक ग्राफिक्स,कंप्यूटर ग्राफिक्स
संगणक सूचना,कंप्यूटर अनुदेश
संगणक भाषा,"1.कंप्यूटर भाषा, 2.अभिकलक भाषा"
संगणक नेटवर्क,"1.कंप्यूटर नेटवर्क, 2.कंप्यूटर जालक्रम"
संगणक शास्त्र,कंप्यूटर विज्ञान
संगणक सुरक्षा,कंप्यूटर सुरक्षा
संगणक सिम्युलेटन,कंप्यूटर अनुकरण
संगणक तज्ञ,कंप्यूटर विशेषज्ञ
संगणकीकरण,कंप्यूटरीकरण
संगणकतज्ज्ञ,कंप्यूटरविद्
संगणकीकरण,कंप्यूटरीकरण
संगणन,"1.अभिकलन,2. कंप्यूटन"
संकल्पना,संकल्पना
एकरूपता,"1.समरूपता, 2.सहसंगता, 3.संगमन"
समवर्ती,"संगामी, समरूपी"
कंडिशन व्हेरिएबल,प्रतिबंध चर
सशर्त ऑपरेटर,प्रतिबंधित संकारक
सशर्त विधान,प्रतिबंधित कथन
कंडक्टर,चालक
कॉन्फरन्सिंग,"1.दूर सम्मेलन, 2.सम्मेलन"
गोपनीयता,गोपनीयता
कॉन्फिगरेशन,"1.संविन्यास, 2.संरूपण"
गर्दी,संकुलन
संयोग,संयोजन
गती कनेक्ट करा,संबंधन गति
कनेक्शन,संबंधन
कनेक्शन कमी संप्रेषण,संबंधन रहित संचार
कनेक्शन प्रकाशन,संबधन मुक्ति
कनेक्टिव्हिटी,संयोजकता
