Malayalam,Tamil
ആന്റിടോക്സിൻ,ஆன்டிடாக்சின்
മോതിര വിരൽ,மோதிர விரல்
1. മുഞ്ഞ 2. മാഹു 3. ചേപ,1. அசுவினி 2. மஹு 3. செபா
മുകളിലെ മുകുളം,மேல் மொட்டு
പീക്ക് ഫലപ്രാപ്തി,உச்ச செயல்திறன்
തേനീച്ച വളർത്തൽ,தேனீ வளர்ப்பு
അലൈംഗികത,ஓரினச்சேர்க்கை
അപ്പോപ്റ്റോസിസ്,அப்போப்டொசிஸ்
അനുബന്ധങ്ങൾ,பிற்சேர்க்கைகள்
വിശപ്പ്,பசியை உண்டாக்கும்
അപേക്ഷിച്ചു,விண்ணப்பித்தார்
ജല കള,நீர்வாழ் களை
1. മരം 2. വൃക്ഷ നിവാസി,1. மரம் 2. மரத்தில் வசிப்பவர்
ശാഖകൾ,கிளைகள்
പ്രോട്ടോബോട്ടാണിക്കൽ റെക്കോർഡുകൾ,புரோட்டோபோட்டானிக்கல் பதிவுகள்
സോൺ നമ്പർ,மண்டல எண்
1. ഏരിയ 2. ഏരിയ,1. பகுதி 2. பகுதி
വരണ്ട ആവാസവ്യവസ്ഥ,உலர் சுற்றுச்சூழல்
കോട്ടിലിഡൺ,கோட்டிலிடன்
സൗരഭ്,சௌரப்
ആരോമാറ്റിക് പ്ലാന്റ്,நறுமண ஆலை
സുഗന്ധമുള്ള അരി,வாசனை அரிசி
ഇക്ഷു പുഷ്പൻ,இக்ஷு புஷ்பன்
അസെപ്റ്റിക്,அசெப்டிக்
1. അസെപ്റ്റിക് 2. അസെപ്റ്റിക്,1. அசெப்டிக் 2. அசெப்டிக்
അലൈംഗിക പുനരുൽപാദനം,பாலின இனப்பெருக்கம்
വലിപ്പം,அளவு
ആസ്തി,சொத்து
1. സ്വാംശീകരണം 2. സ്വാംശീകരണം,1. ஒருங்கிணைப்பு 2. ஒருங்கிணைப்பு
1. അസോസിയേഷൻ 2. അസോസിയേഷൻ,1. சங்கம் 2. சங்கம்
1. കോളം 2. ആസ്ട്രിംഗ്സി,1. நெடுவரிசை 2. துவர்ப்பு
ഹെറ്ററോസൈഗോസിറ്റി,பன்முகத்தன்மை
1. പൂർവ്വികൻ 2. അടവിസം,1. முன்னோர் 2. அடவிசம்
കണം,துகள்
1. സ്ഥിരീകരണം 2. വൈകല്യം,1. உறுதிப்படுத்தல் 2. குறைபாடு
സ്വയം ജോടിയാക്കൽ,சுய இணைத்தல்
ഓട്ടോലിസിസ്,தன்னியக்கம்
1. സ്വതസിദ്ധമായ ഓക്സീകരണം 2. സ്വതസിദ്ധമായ ഓക്സീകരണം,1. தன்னிச்சையான ஆக்சிஜனேற்றம் 2. தன்னிச்சையான ஆக்சிஜனேற்றம்
സ്വയം മൾട്ടിപ്ലക്സ്,சுய மல்டிபிளக்ஸ்
ഓക്സിൻ,ஆக்சின்
1. ഷൂക്ക് 2. പൂവൻ,1. குலுக்கல் 2. தேரை
ശിക്ഷാ വൈറസ്,தண்டனை வைரஸ்
1. ബാസിലസ് 2. ബാസിലസ്,1. பேசிலஸ் 2. பேசிலஸ்
1. ബാക്ടീരിയ 2. ബാക്ടീരിയ,1. பாக்டீரியா 2. பாக்டீரியா
ബാക്ടീരിയൽ വിഷം,பாக்டீரியா நச்சு
ബാഗാസ്,கரும்பு சக்கை
ബാലൻസ് ഷീറ്റ്,இருப்பு தாள்
സമീകൃത വളം ഉപയോഗം,சீரான உர பயன்பாடு
ബാർ ഗ്രാഫ്,சட்ட வரைபடம்
കുര,பட்டை
1. ബാരോമീറ്റർ 2. ബാരോമീറ്റർ,1. காற்றழுத்தமானி 2. காற்றழுத்தமானி
1. ബസർ 2. നിഷ്ക്രിയം 3. വന്ധ്യം,1. buzzer 2. inert 3. barren
1. അടിസ്ഥാനം 2. അടിസ്ഥാനം 3. കുപാങ്,1. அடிப்படை 2. அடிப்படை 3. குபாங்
1. താല 2. തടം,1. தாலா 2. பேசின்
തലബിസാരി,தலபிசாரி
1. ബാസിസ്റ്റെർനം 2. റൂട്ട് ഹോൾഡർ,1. பாசிஸ்டர்னம் 2. ரூட் ஹோல்டர்
ഗൾഫ് മൺസൂൺ,வளைகுடா பருவமழை
ഫലം പ്ലാന്റ്,பழ செடி
കിടക്ക,படுக்கை
കിടക്ക പ്ലാന്റ്,படுக்கை ஆலை
കിടക്കവിരി,படுக்கை
ബീറ്റ്റൂട്ട് മോളാസസ്,பீற்று வெல்லப்பாகு
തുരുത്തി,பெல்லோஸ்
1. സ്ട്രിപ്പ് 2. ഭൂപ്രദേശം,1. கீற்று 2. நிலப்பரப்பு
ലാഭ-ചെലവ് വിശകലനം,இலாப-செலவு பகுப்பாய்வு
അഭിലാഷം (സാമ്പിൾ),ஆர்வலர் (மாதிரி)
ദ്വിവത്സര സസ്യങ്ങൾ,இரு ஆண்டு தாவரங்கள்
ദ്വിപദം,இருவகை
ബയോഫാക്ടർ,உயிர் காரணி
ജൈവ കാലാവസ്ഥ,உயிரியல் காலநிலை
ജൈവ ഊർജ്ജം,உயிர் ஆற்றல்
ജന്തു പരിസ്ഥിതി,விலங்கு சூழலியல்
1. ബയോ പ്രോസസർ 2. ബയോ റിയാക്ടർ,1. உயிர் செயலி 2. உயிர் உலை
ജൈവമണ്ഡലം,உயிர்க்கோளம்
ബയോട്ടിക്,உயிரியல்
ജന്തുജാലങ്ങൾ,விலங்கினங்கள்
ദിവിലിംഗി,திவிலிங்கி
ധവാലൻ,தவலன்
1. പ്രധ്വാസൻ (രോഗം) 2. ഗസ്റ്റ് രോഗം,1. பிரத்வாசன் (நோய்) 2. குடல் நோய்
മിശ്രണം,கலத்தல்
1. അംഗ്മാരി (രോഗം) 2. ബ്ലൈറ്റ് (രോഗം),1. அங்கமாரி (நோய்) 2. ப்ளைட் (நோய்)
1. ബ്ലിസ്റ്റർ 2. ബ്ലിസ്റ്റർ 3. എറപ്ഷൻ 4. ബ്ലിസ്റ്റർ,1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்
നീല വിപ്ലവം,நீல புரட்சி
പ്ലാനർ ഹീറ്റിംഗ് ചേമ്പർ,பிளானர் வெப்பமூட்டும் அறை
പ്ലാനർ തപീകരണ സാങ്കേതികവിദ്യ,பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்
തവിട്,தவிடு
ശാഖകൾ,கிளைகள்
1. തടി 2. ഉപശാഖ,1. கிளை 2. துணைக் கிளை
ഇനം,இனம்
പുനരുൽപാദനം,இனப்பெருக்கம்
ആദ്യകാല മുളയ്ക്കൽ ചികിത്സ,ஆரம்ப முளைப்பு சிகிச்சை
1. കുട്ടി 2. മുട്ട 3. ഭ്രൂണം,1. குட்டி 2. முட்டை 3. கரு
വളർന്നുവരുന്ന,துளிர்க்கிறது
ബജറ്റ്,பட்ஜெட்
1.ആംഫോട്ടറിക് 2. ബഫർ,1.ஆம்போடெரிக் 2. தாங்கல்
മധുരക്കിഴങ്ങ്,இனிப்பு உருளைக்கிழங்கு
ബണ്ട് (രോഗം),பன்ட் (நோய்)
1. ഉപോൽപ്പന്നം 2. ഉപോൽപ്പന്നം,1. துணை தயாரிப்பு 2. துணை தயாரிப்பு
c ഈർപ്പം സ്പെസിഫിക്കേഷൻ കർവ്,c ஈரப்பதம் விவரக்குறிப்பு வளைவு
എണ്ണ പിണ്ണാക്ക്,எண்ணெய் கேக்
1. നാരങ്ങ 2. കാൽസ്യം,1. சுண்ணாம்பு 2. கால்சியம்
calcion,கால்சியன்
ഫോസ്ഫേറ്റ് നീക്കം,பாஸ்பேட் நீக்கம்
1. കിനാറ്റ 2. കാലാറ്റ,1. கினாட்டா 2. கலாட்டா
1.കല്ലസ് 2. കിരണം,1.காலஸ் 2. கதிர்
1. വിദളങ്ങൾ 2. കാളിക്സ്,1. செப்பல்ஸ் 2. கேலிக்ஸ்
പുറത്തെ അവസാനം,வெளிப்புற முடிவு
എധ,எதா
കാൻസർ (ബാക്ടീരിയ രോഗം),புற்றுநோய் (பாக்டீரியா நோய்)
കാനിംഗ്,பதப்படுத்தல்
ആകാശം,வானம்
ധനകാര്യം,நிதி
പരാഗണം (അത്തിപ്പഴം),மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்)
1. കാപ്സ്യൂൾ 2. ക്യാപ്സ്യൂൾ 3. ക്യാപ്സ്യൂൾ,1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்
കാർബണൈസ്ഡ്,கார்பனேற்றப்பட்டது
കാർബണൻ,கார்பனான்
കാർപേസ്,கார்பேஸ்
വള,வளையல்
1. കാസ്റ്റിംഗ് (ഇരുമ്പ്) 2. ക്ഷിപ്തി (പ്രാണി),1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி)
കാറ്റബോളിസം,வினையூக்கம்
പ്രേരണ,தூண்டுதல்
1. കാറ്റർപില്ലർ 2. കാറ്റർപില്ലർ,1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி
സി ഡി. എൻ. എ. സമാഹാരം,c d. என். அ. சேகரிப்பு
പരിധി,சரகம்
1. സെൽ 2. സെൽ,1. செல் 2. செல்
സെൻട്രൽ ഫ്രണ്ട് സിസ്റ്റം,மத்திய முன் அமைப்பு
1. പോയിന്റ് 2. ഫോക്കസ്,1. புள்ளி 2. கவனம்
അപകേന്ദ്രീകരണം,மையவிலக்கு
സെൻട്രിഫ്യൂജ്,மையவிலக்கு
നക്ഷത്ര കേന്ദ്രം,நட்சத்திர மையம்
എപ്പിജെനെറ്റിക്,எபிஜெனெடிக்
കേന്ദ്രരാജ,கேந்திரராஜா
തറി,தறி
1. ധാന്യം 2. സീരിയൽ,1. தானியம் 2. தொடர்
1. സർട്ടിഫിക്കേഷൻ 2. സർട്ടിഫിക്കേഷൻ,1. சான்றிதழ் 2. சான்றிதழ்
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,சான்றளிக்கப்பட்ட விதை
1. വൈക്കോൽ 2. കുട്ടി 3. ശലക് സഹപത്ര,1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா
1. നിഭാഗ് 2. കൈലജ,1. நிபாக் 2. கைலாஜா
കൈമോഗ്രഫി,கைமோகிராபி
1. കിയാസ്മ 2. തിരക്കിലാണ്,1. கியாஸ்மா 2. பிஸி
supercooling മണിക്കൂർ,supercooling மணி
മഞ്ഞ് കേടുപാടുകൾ,உறைபனி சேதம்
1. വിചിരോതകി 2. ചിമേര,1. விசிரோடகி 2. சிமேரா
പച്ച കഞ്ഞി,பச்சை கஞ்சி
1. ഇലകൾ 2. പച്ച,1. தழை 2. பச்சை
സയനോസിസ്,சயனோசிஸ்
ജൈവ വിതരണ ശാസ്ത്രം,உயிரியல் விநியோக அறிவியல்
1. ക്രോമാറ്റിഡുകൾ 2. പകുതി ക്രോമസോമുകൾ,1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்
ക്രോമാറ്റിൻ,குரோமடின்
ക്രോമാറ്റോഗ്രാഫി,குரோமடோகிராபி
ക്രോമാറ്റിലേഷൻ,நிறமாற்றம்
ഏട്രിയൽ പോയിന്റ്,ஏட்ரியல் புள்ளி
ക്രോമാറ്റോജെനിസിസ്,நிறமூர்த்தம்
1. ക്രോമോപ്രോട്ടീൻ 2. പിഗ്മെന്റ് പ്രോട്ടീൻ,1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்
1. ക്രോമസോമുകൾ 2. ക്രോമസോമുകൾ,1. குரோமோசோம்கள் 2. குரோமோசோம்கள்
1. വിട്ടുമാറാത്ത 2. വിട്ടുമാറാത്ത 3. വിട്ടുമാറാത്ത 4. കാലഹരണപ്പെട്ട,1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று
സിട്രേഞ്ച്,சிட்ரேஞ்ச்
ശരത്കാല ഉത്സവം,இலையுதிர் திருவிழா
വർഗ്ഗീകരണം,வகைப்பாடு
1. കളിമണ്ണ് 2. കളിമണ്ണ്,1. களிமண் 2. களிமண்
1. വൃത്തിയാക്കൽ 2. സ്‌ക്രബ്ബിംഗ് 3. വൃത്തിയാക്കൽ 4. ശുദ്ധീകരണം,1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு
സ്ഥിരമായ പരാഗണം,தொடர்ந்து மகரந்த சேர்க்கை
ക്രൂസിഫറസ് ഫലം,சிலுவை பழம்
കാലാവസ്ഥ,காலநிலை
കാലാവസ്ഥാ ശാസ്ത്രം,காலநிலையியல்
കത്രിക,வெட்டு
പിണ്ഡം (കളിമണ്ണ്),கட்டி (களிமண்)
ക്ലോൺ,குளோன்
1.മേഘങ്ങൾ 2.മേഘങ്ങൾ,1.மேகங்கள் 2.மேகங்கள்
കൂട്ടം,கொத்து
കുല,கொத்து
1. പരുക്കൻ 2. പരുക്കൻ 3. അസംസ്കൃതം 4. പരുക്കൻ,1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான
1. കവർ 2. ലെതറെറ്റ്,1. கவர் 2. leatherette
കോയ,கோயா
1. കോഎൻസൈം 2. കോ-എൻസൈം,1. கோஎன்சைம் 2. கோ-என்சைம்
കെട്ടുറപ്പ്,ஒற்றுமை
1. നാരുകൾ (ചണം ചണം) 2. കോക്കനട്ട് കോഴ്സ്,1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது
മുളങ്കൂർ ചോല,மூலங்கூர் சோழன்
,
കൊളോയിഡ് (മണ്ണ്),கொலாய்டு (மண்)
1.നിര 2.കൊലുമെല്ല,1.நெடுவரிசை 2.கொலுமல்லா
1. പെനാൽറ്റി 2. കോളം 3. കോളം,1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை
കൂട്ടായ്മ,ஒற்றுமை
കൊമേഴ്സ്യൽ ബാങ്ക്,வணிக வங்கி
1. ചരക്ക് 2. ചരക്ക്,1. சரக்கு 2. வணிகப் பொருட்கள்
സമൂഹം,சமூக
സങ്കോചം (മണ്ണിന്റെ),சுருக்கம் (மண்)
1. അനുയോജ്യത 2. അനുയോജ്യത,1. இணக்கம் 2. இணக்கம்
അനുയോജ്യത,பொருந்தக்கூடிய தன்மை
1. നഷ്ടപരിഹാരം 2. നഷ്ടപരിഹാരം,1. இழப்பீடு 2. இழப்பீடு
മത്സരപരമായ ഇടപെടൽ,போட்டி தொடர்பு
സപ്ലിമെന്റ് വിള,துணை பயிர்
1. സംയുക്തം 2. സങ്കീർണ്ണമായ,1.கலவை 2. சிக்கலானது
ഘടകഭാഗം,தொகுதி
രചന,கலவை
കമ്പോസ്റ്റ്,உரம்
കൂട്ടുപലിശ,கூட்டு வட்டி
കണക്കുകൂട്ടൽ,கணக்கீடு
1. കമ്പ്യൂട്ടർ 2. കമ്പ്യൂട്ടർ,1. கணினி 2. கணினி
1. ഏകാഗ്രത 2. ഏകാഗ്രത,1. செறிவு 2. செறிவு
1. ഒപ്റ്റിമൈസർ 2. റിവൈറ്റലൈസർ,1. Optimizer 2. Revitalizer
ചാലകത,கடத்துத்திறன்
1. കോൺഫിഗറേഷൻ 2. കോൺഫിഗറേഷൻ,1. கட்டமைப்பு 2. கட்டமைப்பு
1. അനുരൂപത 2. കോൺഫിഗറേഷൻ 3. അനുരൂപത,1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்
1. സംയോജനം 2. ഹൈബ്രിഡൈസേഷൻ,1. ஒருங்கிணைப்பு 2. கலப்பு
സംയോജനം,இணைத்தல்
1. അഡിറ്റീവ് 2. കണക്റ്റീവ്,1. சேர்க்கை 2. இணைப்பு
സംരക്ഷണം,பாதுகாப்பு
ഏകീകരണം,ஒருங்கிணைப்பு
1. ചേരുവ 2. ചേരുവകൾ,1. மூலப்பொருள் 2. தேவையான பொருட்கள்
ഉപഭോക്താവ്,நுகர்வோர்
ഉപഭോഗം,நுகர்வு
മലിനീകരണം,மாசுபடுதல்
കോണ്ടൂർ നടീൽ,விளிம்பு நடவு
കോണ്ടൂർ ലൈൻ,விளிம்பு கோடு
1. കരാർ കൃഷി 2. കരാർ കൃഷി 3. കരാർ കൃഷി,1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்
നിയന്ത്രിത അന്തരീക്ഷ സംഭരണം,கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு
സഹകരണ ബാങ്ക്,கூட்டுறவு வங்கி
സഹകരണ സംഘം അംഗം,கூட்டுறவு சங்க உறுப்பினர்
ഗുൽമാവാൻ,குல்மவன்
സമചതുര,க்யூப்ஸ்
1. ദൽപുഞ്ച് 2. കൊറോള,1. தல்புஞ்ச் 2. கொரோலா
1. കോർട്ടെക്സ് 2. കോർട്ടക്സ്,1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்
ചെലവ്,செலவு
കോട്ടിലിഡൺ,கோட்டிலிடன்
ക്രെഡിറ്റ് കമ്മിറ്റി,கடன் குழு
1. കടം കൊടുക്കൽ 2. ക്രെഡിറ്റ്,1. கடன் கொடுத்தல் 2. கடன்
1. കടം കൊടുക്കുന്നയാൾ 2. കടം കൊടുക്കുന്നയാൾ,1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்
1. ശിഖരം 2. ശീർഷകം 3. ശിഖരം,1. முகடு 2. உச்சி 3. கோபுரம்
പിൻവലിക്കൽ,திரும்பப் பெறுதல்
പ്രശ്നം,பிரச்சனை
പരീക്ഷ,சோதனை
വിമർശനാത്മകം,முக்கியமான
വിള ഇൻഷുറൻസ്,பயிர் காப்பீடு
വിള വായ്പ,பயிர் கடன்
1. വിള 2. വിള,1. பயிர் 2. பயிர்
കൃഷി പ്രദേശം,சாகுபடி பகுதி
ക്രോസ് പൊരുത്തമില്ലാത്ത,குறுக்கு இணக்கமற்ற
1. കിരീടം 2. പിനാക്കിൾ (സസ്യം),1. கிரீடம் 2. உச்சம் (தாவரம்)
മൃദുവായ കണങ്ങൾ,மென்மையான துகள்கள்
പുറംതോട്,மேல் ஓடு
1. ക്രിപ്‌റ്റോഗാം 2. നോൺ-ഫ്ലോറിഫോം,1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது
അരിവാൾ (പഴം),கொடிமுந்திரி (பழம்)
പേന,பேனா
കൃഷി ഇനം,சாகுபடி வகை
1. ട്രാക്ഷൻ 2. കൃഷി 3. കൃഷി,1. இழுவை 2. விவசாயம் 3. விவசாயம்
1. കർഷകൻ 2. കൃഷിക്കാരൻ,1. விவசாயி 2. உழவர்
