Punjabi,English
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,Audio amplifier
ਆਡੀਓ ਕੈਸੇਟ,Audio cassette
ਆਡੀਓ ਸਰਕਟ,Audio circuit
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ,Audio frequency
ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ,Automatic voltage control
ਬਰਫ਼ਬਾਰੀ,Avalanche
ਔਸਤ ਖੋਜੀ,Average detector
ਧੁਰੀ ਮੋਡ,Axial mode
ਧੁਰੀ ਅਨੁਪਾਤ,Axial ratio
ਐਂਟੀਨਾ,Antenna
ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ,Back e.m.f.
ਪਿਛਲਾ ਖੇਤਰ,Back field
ਵਾਪਸ ਸਕੈਟਰ,Back scattering
ਪਿਛੋਕੜ ਚਾਰਜ,Background charge
ਪਾਸੇ ਦਾ ਰੌਲਾ,Background noise
ਪਿਛਾਖੜੀ,Backlash
ਪਿਛਲਾ ਕਿਰਨ,Backlobe radiation
ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ,Backward diode
ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ,Backward wave oscillator
"ਰੁਕਾਵਟ, ਰੁਕਾਵਟ",Baffle
ਰੁਕਾਵਟ,Baffle shield
ਸੰਤੁਲਿਤ ਪੁਲ,Balanced bridge
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,Balanced demodulator
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,Balanced modulator
ਸੰਤੁਲਿਤ ਸਰਕਟ,Balanced network
ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ,Balancedslope detector
ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ,Ballast resistors
ਬੋਲੋਮੀਟਰ,Balometer
ਬੋਲੋਮੀਟਰ ਪੁਲ,Balometer bridge
ਗੁਬਾਰਾ,Balun
ਕੇਲਾ ਜੈਕ,Banana jack
ਕੇਲੇ ਦਾ ਪਲੱਗ,Banana plug
"ਪੱਟੀ, ਪੱਟੀ",Band
ਬੈਂਡ ਡਰਾਈਵਰ,Band conduction
ਬੈਂਡ ਊਰਜਾ,Band energy
ਬੈਂਡ ਗੈਪ,Band gap
ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ,Band pass amplifier
ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ,Band pass filter
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,Baud rate generator
banddispersion,Band spreading
ਬੈਂਡ ਰੋਧਕ,Band stop
ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ,Band stop filter
ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ,Band width
ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ,Band-elimination filter
ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ,Bandwidth dispersion product
ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ,Bandwidth distance product
"ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ",Bank capacity
"ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ",Barker code
barravaugen ਮਾਪਦੰਡ,Barkhausen criterion
ਬੈਰਟਰ,Barretter
ਰੁਕਾਵਟ,Barrier
ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ,Barrier capacitor
ਰੁਕਾਵਟ ਊਰਜਾ,Barrier energy
ਰੋਧਕ ਵੋਲਟੇਜ,Barrier voltage
ਬਾਰਟਲੇਟ ਵਿੰਡੋ,Bartlett window
"ਅਧਾਰ, ਅਧਾਰ",Base
ਅਧਾਰ ਬੈਂਡ,Base band
ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ,Base band transmission
ਬੇਸ ਚਾਰਜ,Base charge
ਅਧਾਰ ਮੌਜੂਦਾ,Base current
ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ,Base current source
ਅਧਾਰ ਕੱਟਣਾ,Base dipping
ਆਧਾਰ ਮਦਨ,Base doping
ਬੇਸ ਐਮੀਟਰ ਫੀਡ,Base emitter feedback
ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ,Base emitter junction
ਅਧਾਰ ਟੀਕਾ,Base infection
ਜ਼ਮੀਨੀ ਲਾਈਨ,Base line
ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ,Base resistance
ਅਧਾਰ ਸਰੋਤ,Base source
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,Base spreading resistance
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,Base spreading resistance
ਅਧਾਰ ਮੋਟਾਈ,Base thickness
ਅਧਾਰ ਪਹੁੰਚ,Base transport
"ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ",Base width modulation
ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ,Base-collector junction
ਗੰਧ,Bass
ਬਾਸ ਬਾਰੰਬਾਰਤਾ,Bass frequency
ਬੈਟਰੀ,Battery
ਬੌਡ,Baud
ਬੌਡ ਦਰ,Baud rate
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,Baud rate generator
ਬੋਡੋ ਕੋਡ,Baudot code
"ਸੰਕੇਤ, ਬੀਕਨ",Beacon
"ਮਨਿਕਾ, ਬੀਡ",Bead
manic capacitor,Bead capacitor
ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ,Bead thermister
"ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ",Bean antenna
ਬੀਮ ਡਿਟੈਕਟਰ,Beam finder
ਬੀਮ ਪਾਵਰ ਹੋਜ਼,Beam power tube
ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ,Beam switching tube
ਬੀਮ ਦਾ ਵਿਸਥਾਰ,Beam width
ਬੀਟ ਬਾਰੰਬਾਰਤਾ,Beat frequency
ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ,Beat frequency oscillator
ਪਲਸ ਔਸਿਲੇਟਰ,Beat oscillator
ਘੰਟੀ,Bel
ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ,Bending loss
ਬੇਸਲ ਫਿਲਟਰ,Bessel filter
ਬੀਟਾ,Beta
b-h ਵਕਰ,B-H curve
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ",Bias
ਪੱਖਪਾਤ ਮੌਜੂਦਾ,Bias current
ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ,Bias resistor
ਡਬਲ ਐਂਟੀਨਾ,Biconical antenna
ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ,Bidirection load current
ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ,Bi-directional antenna
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ,Bidirectional LED
ਦੋ-ਦਿਸ਼ਾਵੀ thyristor,Bidirectional thyristor
bi FET ਤਕਨਾਲੋਜੀ,Bi-FET technology
ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,Bifilar transformer
ਡਬਲ ਫਿਊਜ਼ਨ,Bifilar winding
ਦੁਵੱਲੀ ਸਰਕਟ,Bilateral network
ਬਾਈਨਰੀ,Binary
ਬਾਈਨਰੀ ਜੋੜ,Binary addition
ਬਾਈਨਰੀ ਸਰਕਟ,Binary circuit
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,Binary coded decimal (BCD)
ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ,Binary coded decimal system
ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ,Binary commutating capacitor
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,Binary counter
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,Binary counter
ਬਾਈਨਰੀ ਡੀਕੋਡਰ,Binary decoder
ਬਾਈਨਰੀ ਪੌੜੀ,Binary ladder
ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ,Binary odometer
ਬਾਈਨਰੀ ਸਥਿਤੀ,Binary state
ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ,Binary to decimal decoders
ਬਾਈਨਰੀ ਲੋਡ,Binary weight
ਬਾਈਨਰੀ ਸ਼ਬਦ,Binary word
ਬਾਈਪੋਲਰ,Bipolar
ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ,Bipolar capacitor
ਦੋਧਰੁਵੀ ਜੰਤਰ,Bipolar device
ਦੋਧਰੁਵੀ ਸਰੋਤ,Bipolar power supply
ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ,Bipolar transistor
ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ,Bipolar junction transistor
ਚਤੁਰਭੁਜ ਫਿਲਟਰ,Biquad filter
ਡਬਲ ਸਥਿਤੀ,Bistable
ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,Bistable multivibratic
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ,Bistable relay
ਦੋ-ਪੜਾਅ ਰਾਜ,Bistable state
ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ,Bistable trigger
ਬਿੱਟ ਗਲਤੀ,Bit error
ਬਿੱਟ ਗਲਤੀ ਦਰ,Bit error rate (BER)
ਬਿੱਟ ਗਲਤੀ,Bit error
ਬਿਟਕਲ ਗਲਤੀ,Bit timing error
ਅੰਨ੍ਹੇ ਬਾਕਸ,Black box
ਸੰਘਣੀ ਨਬਜ਼,Blanking pulses
ਸਕੱਤਰ,Bleeder
secretory inhibitor,Bleeder resistor
ਅੰਨ੍ਹਾਪਨ,Blind speed
ਖੰਡ ਚਿੱਤਰ,Block diagram
ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ,Block impedance
ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ,Block transfer
ਰੁਕਾਵਟ,Blocking
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,Blocking capacitor
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,Blocking capacitor
ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ,Blocking oscillator
ਰੋਧਕ ਔਸਿਲੇਟਰ,Blocking oscillator
ਰੋਧਕ ਵੋਲਟੇਜ,Blocking voltage
ਉਡਾਉਣ ਵਾਲਾ,Blower
ਬੋਡ ਚਿੱਤਰ,Bode diagram/plot
voltzmann ਸਬੰਧ,Boltzmann relation
ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ,Boltzmann's constant
ਬਾਂਡ,Bond
ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ,Bonded strain gauge
ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ,Boot strapping amplifier
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,Boolean algebra
ਬੂਲੀਅਨ ਸਮੀਕਰਨ,Boolean equation
ਬੂਟ Strapon,Boot strapping
ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ,Booth's algorithm
ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ,Bootstrap sweep circuit
bosscutts ਨਿਯਮ,Bosanquert's law
ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ,"Bose-Chaudhary-Hoeckingham
 (BCH) code"
"ਛਾਲ, ਛਾਲ",Bounce
ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ,Bound electron
ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ,Bragg reflector
ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ,Braided wire
ਸ਼ਾਖਾ,Branch
ਬ੍ਰਾਂਚਿੰਗ,Branching
ਪ੍ਰਯੋਗ ਬੋਰਡ,Bread board
ਬਰੇਕ ਜ਼ੋਨ,Break down region
ਵੋਲਟੇਜ ਤੋੜਨਾ,Break down voltage
ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ,Breakdown diode
ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ,Breakdown rating
ਵੋਲਟੇਜ ਤੋੜਨਾ,Breakdown voltage
ਪੁਲ,Bridge
ਪੁਲ ਸੁਧਾਰਕ,Bridge rectifier
ਚੌੜਾ ਬੈਂਡ,Broad band
ਪ੍ਰਸਾਰਣ ਬੈਂਡ,Broad cast band
ਸੂਖਮ ਐਰੇ,Broad side array
ਪ੍ਰਸਾਰਣ,Broadcast
ਪ੍ਰਸਾਰਣ antenna,Broadcast antenna
ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ,Broadcast receiver
ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ,Broadcast receiver frequency
ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ,Broadcast transmitter
ਬੂਸਟਰ ਐਂਟੀਨਾ,Booster
ਬੱਸ ਐਂਟੀਨਾ,Bruce antenna
ਬੁਰਸ਼ ਇਮਰਸ਼ਨ,Brush discharge
ਬੁਲਬੁਲਾ ਅਤੇ ਗੇਟ,Bubbled AND gate
ਬੁਡਬੁਦੁ ਜਾਂ ਗੇਟ,Bubbled OR gate
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,Bubble memory
ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ,Bucking voltage
ਬਫਰ,Buffer
ਬਫਰ ਐਂਪਲੀਫਾਇਰ,Buffer amplifier
ਬਫਰ ਸਰਕਟ,Buffer circuit
ਬਫਰ ਆਪਰੇਟਰ,Buffer driver
ਬਫਰ ਰਜਿਸਟਰ,Buffer register
ਬੱਲਬ,Bulb
ਆਬਾਦੀ ਪ੍ਰਭਾਵ,Bulk effect
ਮੈਕਰੋ ਸੈਮੀਕੰਡਕਟਰ ਜੰਤਰ,Bulk semi-conductor device
ਝੁੰਡ,Buncher
ਡੁੱਬਿਆ ਐਕਸਚੇਂਜ,Burried crossover
ਡੁੱਬੀ ਪਰਤ,Burried layer
ਡੁੱਬਿਆ ਸੰਪਰਕ,Burrier contact
ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ,Burst amplifier
ਧਮਾਕੇ ਕਵਰ,Burst blanking
ਧਮਾਕੇ ਦੀ ਗੋਲੀਬਾਰੀ,Burst firing
ਵਿਸਫੋਟ ਦਰਵਾਜ਼ਾ ਐਂਪਲੀਫਾਇਰ,Burst gate amplifier
ਬਰਸਟ ਮੋਡ,Burst mode
ਧਮਾਕੇ ਨੂੰ ਵੱਖ ਕਰਨ ਵਾਲਾ,Burst separator
ਧਮਾਕਾ ਸੰਕੇਤ,Burst signal
ਬਰਸਟ ਗਲਤੀ ਸੁਧਾਰਕ ਕੋਡ,Burst-error correcting code
ਕਾਫ਼ੀ,Bus
ਬੱਸ ਪੱਟੀ,Bus bar
ਬੱਸ ਸੰਸਥਾ,Bus organisation
ਬੱਸ ਸਟੈਂਡਰਡ,Bus standard
ਸਿਰਫ਼ ਪਲ ਪਲ,Bus transient
ਮੱਖਣ ਦੀ ਕੀਮਤ ਫਿਲਟਰ,Butter worth filter
bnc ਤਾਰ,BNC cable
BNC ਜੁਆਇੰਟਰ,BNC connector
ਰਾਹ,By pass
ਬਾਈਪਾਸ capacitor,Bypass capacitor
ਬਾਈਟ,Byte
ਵੀ ਬੈਂਡ,C band
C ਬੈਂਡ ਐਂਟੀਨਾ,C band antenna
ਤਾਰ,Cable
ਤਾਰ ਰੂਟਿੰਗ,Cable routing
ਟੈਲੀਗ੍ਰਾਫ ਟੈਲੀਵਿਜ਼ਨ,Cable version
ਕੈਸ਼ ਮੈਮੋਰੀ,Cache memory
ਸਿਸਿਮ ਫ੍ਰੀਕੁਐਂਸੀ ਸਟੈਂਡਰਡ,Caesium frequency standard
ਕੈਲਕੁਲੇਟਰ,Calculator
ਕੈਲੀਬ੍ਰੇਸ਼ਨ,Calibration
ਕਾਲ ਪਤਾ,Call address
ਕਾਲਪਿਟ ਔਸਿਲੇਟਰ,Colpitt's oscillator
ਕੈਮ ਕੋਰਡਰ,Camcorder
ਕੈਮਰਾ,Camera
ਕੈਮਰਾ ਹੋਜ਼,Camera tube
candela,Candela
ਮੋਮਬੱਤੀ ਦੀ ਸ਼ਕਤੀ,Candle power
cantilever ਤਣਾਅ ਗੇਜ,Cantilever strain gauge
ਹੋਲਡ,Capacitance
ਸਮਰੱਥਾ ਬਲੱਡ ਪ੍ਰੈਸ਼ਰ transducer,Capacitance blood pressure transducer
ਹੋਲਡਿੰਗ ਵਿਤਰਕ,Capacitance distributor
ਸੰਧੀ ਰੱਖਣ,Capacitance junction
ਸਮਰੱਥਾ ਗੇਜ,Capacitance meter
ਹੋਲਡਿੰਗ ਕੁਲੈਕਟਰ,Capacitance pick-up
ਸਮਰੱਥਾ ਪ੍ਰਤੀਕਿਰਿਆ,Capacitive reactance
"Capacitive Energy Converter, Transducer",Capacitive transducer
capacitor,Capacitor
ਕੈਪੇਸੀਟਰ ਬੈਂਕ,Capacitor bank
capacitor ਫਿਲਟਰ,Capacitor filter
ਕੈਪੇਸੀਟਰ ਇੰਪੁੱਟ ਫਿਲਟਰ,Capacitor input filter
ਵਿੰਚ ਮੋਟਰ,Capstan motor
ਪੁਲੀ ਸਰਵੋ ਬਾਡੀ,Capstan servo system
ਚਰਖੀ,Capston
ਕੈਪਚਰ,Capture
ਕੈਪਚਰ ਸੈਕਸ਼ਨ,Capture cross-section
ਕੈਪਚਰ ਪ੍ਰਭਾਵ,Capture effect
ਕੈਰੀਅਰ ਸ਼ੋਰ ਅਨੁਪਾਤ,Carrier to noise ratio (CNR)
ਕਾਰ ਰੇਡੀਓ,Car radio
ਕਾਰਬਨ ਰੋਧਕ,Carbon resistor
ਕਾਰਡ ਰੀਡਰ,Card reader
ਕਾਰਡੀਓਇਡ ਚਿੱਤਰ,Cardiod diagram
ਗੱਡੀ,Carriage
ਗੱਡੀ ਵਾਪਸੀ,Carriage return
ਕੈਰੀਅਰ,Carrier
ਕੈਰੀਅਰ ਸੰਚਾਰ,Carrier communication
ਕੈਰੀਅਰ ਇਕਾਗਰਤਾ,Carrier concentration
ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ,Carrier frequency
ਕੈਰੀਅਰ ਪ੍ਰਜਨਨ,Carrier generation
ਕੈਰੀਅਰ ਪੱਧਰ,Carrier level
ਕੈਰੀਅਰ ਦੀ ਜ਼ਿੰਦਗੀ,Carrier life time
ਕੈਰੀਅਰ ਗਤੀਸ਼ੀਲਤਾ,Carrier mobility
ਕੈਰੀਅਰ ਗੁਣਾ,Carrier multiplication
ਕੈਰੀਅਰ ਸ਼ੋਰ ਪੱਧਰ,Carrier noise level
ਕੈਰੀਅਰ ਸੀਮਾ,Carrier range
ਕੈਰੀਅਰ ਰਿਕਵਰੀ ਸਰਕਟ,Carrier recovery circuits
ਕੈਰੀਅਰ ਰੀਇਨਸਰਸ਼ਨ,Carrier reinsertion
ਸੰਚਾਲਕ ਸਕੈਟਰਿੰਗ,Carrier scattering
ਕੈਰੀਅਰ ਦਮਨ,Carrier suppression
ਕੈਰੀਅਰ ਪਿੰਜਰੇ,Carrier trapping
ਕੈਰੀਅਰ ਦੀ ਗਤੀ,Carrier velocity
ਹੱਥ ਬਿੱਟ,Carry bit
ਝੰਡਾ ਰੱਖਿਆ,Carry flag
"ਕਬਜ਼ੇ ਦਾ ਰਜਿਸਟਰ, ਕਬਜ਼ੇ ਦਾ ਰਜਿਸਟਰ",Carry register
ਪੋਰਟੇਬਲ ਜਨਰੇਟਰ,Carry-generator
ਕਾਰਸਨ ਦਾ ਕਾਨੂੰਨ,Carson's rule
ਕਾਰਤੂਸ ਫਿਊਜ਼,Cartridge fuse
ਕਾਰਤੂਸ ਟੇਪ,Cartridge tape
ਕੈਰੀ ਫੋਸਟਰ ਬ੍ਰਿਜ,Carry foster bridge
ਕਦਮ ਐਂਪਲੀਫਾਇਰ,Cascade amplifier
ਦਰਜਾਬੰਦੀ,Cascading
ਕੈਸਕੇਡ ਐਂਪਲੀਫਾਇਰ,Cascade amplifier
"ਕਾਸਕੋਡ ਐਂਪਲੀਫਾਇਰ, ਸਟੈਪ ਐਂਪਲੀਫਾਇਰ",Cascode amplifier
ਕੈਸੇਟ,Cassette
ਪ੍ਰੇਰਣਾ,Catalysis
ਕੈਪਟਿਵ ਕੋਟਰ,Catcher cavity
ਕੈਥੋਡ,Cathode
ਕੈਥੋਡ ਟ੍ਰੇਲਿੰਗ,Cathode follower
ਕੈਥੋਡ ਟ੍ਰੇਲਿੰਗ ਐਂਪਲੀਫਾਇਰ,Cathode follower amplifier
ਕੈਥੋਡ ਚਮਕ,Cathode luminescence
ਕੈਥੋਡ ਸਮੱਗਰੀ,Cathode material
ਕੈਥੋਡ ਰੇ ਔਸੀਲੋਸਕੋਪ,Cathode ray oscilloscope (CRO)
ਕੈਥੋਡ ਰੇ ਟਿਊਬ,Cathode ray tube (CRT)
ਕੈਥੋਡ ਕਣ ਜਮ੍ਹਾ,Cathode sputtering
ਕੈਥੋਡ ਚਮਕ,Cathode luminescence
ਕੋਇਰ ਫਿਲਟਰ,Cauer filter
