Gujarati,Odiya
અનુસાર,ସମ୍ପତ୍ତୀ
તદનુસાર,ସେହି ଅନୁଯାୟୀ |
હિસાબ,ଖାତା
જવાબદારી,ଉତ୍ତରଦାୟିତ୍ୱ
જવાબદાર,ଉତ୍ତରଦାୟୀ |
હિસાબની સંખ્યા,ଆକାଉଣ୍ଟାଣ୍ଟି
હિસાબ રાખનાર,ଆକାଉଣ୍ଟାଣ୍ଟ
માટે એકાઉન્ટ,ଖାତା ପାଇଁ
હિસાબનું માથું,ଖାତା ହେଡ୍
ઉપાર્જિત લાભ,ଅଭିଯୋଗ ଲାଭ
ઉપાર્જિત પેન્શન,ପେନ୍ ପେନ୍ସନ୍
સંચય,ଜମା
ચોકસાઈ,ସଠିକତା
ચોક્કસ,ସଠିକ୍
આક્ષેપ કરવો,ଅଭିଯୋଗ
આરોપી,ଅଭିଯୁକ୍ତ
સિદ્ધિ,ସଫଳତା
સ્વીકૃતિ,ସ୍ୱୀକୃତି
સ્વીકૃતિ,ସ୍ୱୀକୃତି ଦେବାର |
પરિચય,ପରିଚୟ
સંપાદન,ଅଧିଗ୍ରହଣ
મુક્તિ,ନିର୍ଦ୍ଦୋଷ
કૃત્ય,କାର୍ଯ୍ୟ କର
કાર્યકારી ભથ્થું,ଅଭିନୟ ଭତ୍ତା
ક્રિયા,କାର୍ଯ୍ୟ
કાર્ય યોજના,କ୍ରିୟା ଯୋଜନା
સક્રિય,ସକ୍ରିୟ
સક્રિયપણે,ସକ୍ରିୟ ଭାବରେ |
સક્રિયકાર્ય,କାର୍ଯ୍ୟକର୍ତ୍ତା
ભગવાનનો કૃત્ય,God ଶ୍ୱରଙ୍କ କାର୍ଯ୍ୟ
ગેરવર્તન,ଦୁଷ୍କର୍ମ କାର୍ଯ୍ୟ
કમિશન અને કમિશન અને બાદબાકી,କମିଶନ ଏବଂ ଓସାସଙ୍କ କାର୍ଯ୍ୟ |
વાસ્તવિક,ପ୍ରକୃତ
વાસ્તવિક,କାର୍ଯ୍ୟ
અનુકૂલન,ଆଡାପ୍ଟେସନ୍
વધારા,ଯୋଗ
વધારાનો ખર્ચ,ଅତିରିକ୍ତ ଚାର୍ଜ
વધારાના નિધિ,ଅତିରିକ୍ତ ପାଣ୍ଠି
વધારાની અનુદાન,ଅତିରିକ୍ତ ଅନୁଦାନ
વધારાની માહિતી,ଅତିରିକ୍ତ ସୂଚନା
વધારાનો પગાર,ଅତିରିକ୍ତ ଦେୟ
ઉમેરો અને ફેરફાર,ଯୋଗ ଏବଂ ପରିବର୍ତ୍ତନ
સંબોધન,ଠିକଣା
સંબોધન કરનાર,ଆଡ୍ରେସେେ |
સ્વાગતનું સરનામું,ସ୍ୱାଗତିବାର ଠିକଣା
પૂરતું,ପର୍ଯ୍ୟାପ୍ତ
ને અનુરૂપ બનાવવું,ନିୟମ ପାଳନ
તદર્થ,ଅନୁପଚାରି
તદર્થપત્ર,ବିଜ୍ଞାପନ ହକ୍ ଦାବି |
તદર્થ સમિતિ,ବିଜ୍ଞାପନ ହକ୍ କମିଟି |
તદર્થ વધારો,AD HOC ବୃଦ୍ଧି |
તદ્દન ચુકવણી,ବିଜ୍ଞାପନ ହକ୍ ଦେୟ |
અડીને,ସଂଲଗ୍ନ
અડીને (= સુસંગત),ସଂଲଗ୍ନ (= ସଂଲଗ୍ନ)
મોકૂફી,ସ୍ଥଗିତତା
મોકૂફીની દરખાસ્ત,ଆଡଜାଇବା ଗତି
ન્યાયનિર્ણય કરવો,ସମର୍ଥନ କର ଘର
ન્યાયનિર્ણય કરવો,ଗୁଚିଚୀନିକ
ન્યાયનિર્ણય,ସମର୍ଥନ
ન્યાયનિધીકરણ કરનાર,ଆଦ୍ବ୍ରୀକରଣ
સમાયોજન,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
સંચાલન કરવું,ପ୍ରଶାସକ
સોગંદ કરવો,ଶପଥ କର
વહીવટ,ପ୍ରଶାସନ
ન્યાય પ્રણાલી,ନ୍ୟାୟ ପ୍ରଶାସନ
વહીવટી,ପ୍ରଶାସନିକ
વહીવટી પગલાં,ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ
વહીવટી મૂલ્યાંકન,ପ୍ରଶାସନିକ ମୂଲ୍ୟାଙ୍କନ |
વહીવટી મંજૂરી,ପ୍ରଶାସନିକ ଅନୁମୋଦନ |
વહીવટી સત્તા,ପ୍ରଶାସନିକ ପ୍ରାଧିକରଣ
વહીવટી નિયંત્રણ,ପ୍ରଶାସନିକ ନିୟନ୍ତ୍ରଣ |
વહીવટી નિર્ણય,ପ୍ରଶାସନିକ ନିଷ୍ପତ୍ତି
વહીવટી વિભાગ,ପ୍ରଶାସନିକ ବିଭାଗ
વહીવટી વડા,ପ୍ରଶାସନିକ ମୁଣ୍ଡ
વહીવટી મથક,ପ୍ରଶାସନିକ ମୁଖ୍ୟାଳୟ |
વહીવટી પગલાં,ପ୍ରଶାସନିକ ପଦକ୍ଷେପ |
વહીવટી સત્તા,ପ୍ରଶାସନିକ ଶକ୍ତି |
વહીવટી મંજૂરી,ପ୍ରଶାସନିକ ମଞ୍ଜୁର |
વહીવટી તકનીક,ପ୍ରଶାସନିକ କ techni ଶଳ |
વહીવટી પંચ,ପ୍ରଶାସନିକ ଟ୍ରିବ୍ୟୁନାଲ୍ |
સ્વીકાર્યતા,ଗ୍ରହଣୀୟତା |
સ્વીકાર્ય ખર્ચ,ଗ୍ରହଣଯୋଗ୍ୟ ଖର୍ଚ୍ଚ |
કબૂલવું,ସ୍ୱୀକାର କର |
પ્રવેશ કાર્ડ,କାର୍ଡ ଆଡମିଟ୍ କରନ୍ତୁ |
સ્વીકૃત,ସ୍ୱୀକାର କରାଯାଇଛି |
સલાહ આપવી,ଉପଦେଶ ଦିଅନ୍ତୁ |
દત્તક,ଆଡେପିଟି |
અપનાવનાર,ଆଡପୁଟର୍
દત્તક,ଗ୍ରହଣ
પુખ્ત,ବୟସ୍କ
ભેગ,ବ୍ୟଭିଚାର
વ્યભિચાર,ବ୍ୟଭିଚାର
પુખ્ત મતાધિકાર,ବୟସ୍କ ଫ୍ରାଞ୍ଚାଇଜ୍ |
બહાનું,ବିଜ୍ଞାପନ ଭାଲୋରେମ୍ ଡ୍ୟୁଟି |
આગળ વધવું,ଅଗ୍ରିମ
અગ્રિમ બુકિંગ,ଅଗ୍ରୀମ ବୁକିଂ
અગ્રિમ પ્રત,ଅଗ୍ରଶୀ ନକଲ
અગ્રિમ ઈજા,ଅଗ୍ରଗତି ବୃଦ୍ଧି
અગાઉથી ચુકવણી,ଅଗ୍ରିମ ଦେୟ
પ્રતિકૂળ નોંધ,ପ୍ରତିକୂଳ ପ୍ରବେଶ
પ્રતિકૂળ નોંધ,ପ୍ରତିକୂଳ ଟିପ୍ପଣୀ |
પ્રતિકૂળ અહેવાલ,ପ୍ରତିକୂଳ ରିପୋର୍ଟ
જાહેરખબર,ବିଜ୍ଞାପନ
સલાહ,ପରାମର୍ଶ
ચુકવણી,ଦେୟର ପରାମର୍ଶ |
સલાહકાર સમિતિ,ପରାମର୍ଶଦାତା କମିଟି |
સલાહકાર પરિષદ,ପରାମର୍ଶଦାତା ପରିଷଦ |
હિમાયતી,ଓକିଲ
બાબતો,ସମ୍ପର୍କ
સોગંદનામું,ପ୍ରମାଣପତ୍ର
જોડાણ,ଅନୁବନ୍ଧ
સમર્થન,ନିଶ୍ଚିତତା
ખાતરીપૂર્વક,ନିଶ୍ଚିତ
પરવડી,ସୁଲଭ
ઉપરોક્ત,Aforesaid
ફરી,ଉପରୁବର୍ତ୍ତୀ
વિરુદ્ધ,ବିପକ୍ଷରେ
ઉંમર,ବୟସ
વય પ્રમાણપત્ર,ବୟସ ପ୍ରମାଣପତ୍ର
મતાધિકાર માટે વય,ଯଥେଷ୍ଟ ସମୟ ପାଇଁ ବୟସ |
વય -મર્યાદા,ବୟସ ସୀମା |
સંસ્થા,ସଂସ୍ଥା
કાર્યસૂચિ,କାର୍ଯ୍ୟସୂଚୀ
નિવૃત્તિની ઉંમર,ଅବସରର ବୟସ
નિવૃત્તિની ઉંમર,ସୁପରନୁଏସନ୍ ବୟସ
એકંદર,ମିଳନ
નારાજ,ବହୁଳ
આંદોલન,ଆଗ୍ରିଲେସନ୍
અકસ્માત,Agm
સહમત,ଚୁକ୍ତିନାମା
સહમત ફોર્મ,ଚୁକ୍ତି ଫର୍ମ
કૃષિ,କୃଷି
કૃષિ ઉદ્યોગ,Agro-idustry
સહાય,ସହାୟତା
ભય,ଆଲାର୍ମ
જાગરૂકતા,ସତର୍କତା
ઉર્ફે,ଛଦ୍ମନାମ
આરોપ,ଅଭିଯୋଗ
વાન,ଅନୁଗତ
સુમેળ,ମିଳିତତା
સંલગ્ન સેવાઓ,ସମର୍ଥନ ସେବାଗୁଡିକ
તમામ સમાવિષ્ટ ખર્ચ,ସମସ୍ତ ଅନ୍ତର୍ଭୂକ୍ତ ମୂଲ୍ୟ |
અખરાબ સેવા,ସମସ୍ତ ଭାରତୀୟ ସେବାଗୁଡିକ |
ફાળવણી,ଆବଣ୍ଟନ
ફાળવણી,ବଣ୍ଟନ
ફાળવણીનો પત્ર,ବଣ୍ଟନ ଚିଠି
ફાળવણી કરનાર,ବଣ୍ଟନେ |
માન્ય,ଅନୁମତି ଯୋଗ୍ୟ
માન્ય -ખર્ચ,ଅନୁମତିପ୍ରାପ୍ତ ଖର୍ଚ୍ଚ |
અપીલ કરવાની મંજૂરી આપવી,ଏକ ଆବେଦନକୁ ଅନୁମତି ଦିଅନ୍ତୁ |
છૂટ,ଭତ୍ତା
બધા હકો અમારી પાસે રાખેલા છે,ସମସ୍ତ ଅଧିକାର ସଂରକ୍ଷିତ
વર્ણાનુક્રમ,ବର୍ଣ୍ଣମାଳା କ୍ରମ
બોલો,ବ atutem ିସଣ
વૈભવી,ବିକଳ୍ପ
વૈકલ્પિક,ବିକଳ୍ପ
સંવાદ,ଅମାଲଗାମୀ
સુધારેલો મુસદ્દો,ସଂଶୋଧିତ ଡ୍ରାଫ୍ଟ |
સુધારો,ସଂଶୋଧନ
સુંદરતા,ସୁବିଧା
સુખદ,ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
દારૂગોળો,ଗୁଳିଗୋଳା
દેવું,Debt ଣର ଅମର୍ଟାଇଜେସନ୍ |
રકમ,ପରିମାଣ
પેન્શનની રકમ,ପେନ୍ସନ୍ ର ପରିମାଣ
એકસમાન સ્થાન,ଅନୁରୂପ ପୋଷ୍ଟ |
વિશ્લેષણ,ବିଶ୍ଳେଷଣ |
વિશ્લેષણાત્મક,ଆନାଲିଟିକାଲ୍ ଅଧ୍ୟୟନ |
વડપણ,ପୂର୍ବଜ
આનુષંગિક ઉદ્યોગ,ଆନୁଷଙ୍ଗୀ ଶିଳ୍ପ |
શિષ્ટાચાર,ଶତ୍ରୁତା |
જોડાણ,ଆନୁଷ୍ଠାନ
વર્ષગાંઠ,ବାର୍ଷିକୀ
જાહેરાત,ଘୋଷଣା
ત્રાસ,ବିରକ୍ତିକର
વાર્ષિક નિવેદન,ବାର୍ଷିକ ଆର୍ଥିକ ବିବରଣୀ
વાર્ષિક હિસાબ,ବାର୍ଷିକ ବିବରଣୀ
વાર્ષિકી,ବାର୍ଷିକ
અનામી,ବେନାମୀ |
નામંજૂર ફરિયાદ,ଅଜ୍ଞାତ ଅଭିଯୋଗ |
જવાબદારપણું,ଉତ୍ତର୍ୟତା
ઉત્તરવહી,ଉତ୍ତର ସିଟ୍
વિરોધી,ବିରୋଧୀ
પૂર્વવર્તીઓ,ପିତୃପୁରୁଷ
અપેક્ષિત ખર્ચ,ପ୍ରତୀକ୍ଷିତ ଖର୍ଚ୍ଚ
અપેક્ષિત આવક,ପ୍ରତୀକ୍ଷିତ ଆୟ
અપેક્ષા,ପ୍ରତୀକ୍ଷା
અપેક્ષિત જામીન,ଆଣ୍ଟିସାଇପେଟୋରୀ ଜାମିନ |
ભ્રષ્ટાચાર માપદંડ,ବିରୋଧୀ ମାପ |
પ્રતિષ્ઠાવાન,ଆଣ୍ଟି-ଡମ୍ପିଂ |
પ્રાચીન,ପ୍ରାଚୀନ
રંગભુળ,ଅପାର୍ଥିଡ଼ିଆ
દુ: ખ,ଉଦାସୀନତା |
ટોચ,Apex ଶରୀର
માફી,କ୍ଷମା ପ୍ରାର୍ଥନା
અપીલ,ଆବେଦନ
દેખાવ,ରୂପ
સંતાપવું,ସନ୍ତୁଷ୍ଟ
અપીલ પંચ,ଟ୍ରିବ୍ୟୁନାଲ୍ ଆବେଦନ କରନ୍ତୁ |
પરિશિષ્ટ,ପରିଶିଷ୍ଟ
ઉપકરણ,ଉପକରଣ
લાગુ પડે એવું,ପ୍ରଯୁଜ୍ୟ |
અરજદાર,ଆବେଦନକାରୀ |
નિયમ,ପ୍ରୟୋଗ
અરજી પત્ર,ଆବେଦନ ପତ୍ର
લાગુ કરવું,ପ୍ରୟୋଗ କରାଯାଏ |
અરજી કરવી,ପ୍ରୟୋଗ କରନ୍ତୁ |
નિમણૂક કરનાર,ଆପୋପିନିଟି
નિયુક્ત સત્તા,ନିଯୁକ୍ତ କର୍ତ୍ତୃପକ୍ଷ |
નિમણૂક,ନିଯୁକ୍ତି |
નિમણૂક -પત્ર,ନିଯୁକ୍ତି ପତ୍ର
નિમણૂક સમિતિ,କ୍ୟାବିନେଟର ନିଯୁକ୍ତି କମିଟି |
વેતનનું વિભાજન,ମଜୁରୀର ଅନୁକରଣ |
મૂલ્યાંકન,ମୂଲ୍ୟାଙ୍କନ
મુલવણી કરનાર,ମୂଲ୍ୟାଙ୍କନକାରୀ
કદર,ପ୍ରଶଂସା
આશંકા,ଭୟ
ઉમેદવાર,ଶିକ୍ଷାର୍ଥୀ
અભિગમ,ଉପାୟ
યોગ્ય,ଉପଯୁକ୍ତ
યોગ્ય કાર્યવાહી,ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ
યોગ્ય,ଉପଯୁକ୍ତ ମୁଣ୍ଡ
વિનિયોગ,ଆବଣ୍ଟନ
મંજૂરી,ଅନୁମୋଦନ
આશરે,ଆନୁମାନିକ
અભિરુચિ કસોટી,ଦକ୍ଷତା ପରୀକ୍ଷା
મનસ્વી,ଇଚ୍ଛାଧୀନ |
મધ્યસ્થી,ଆର୍ବିଟ୍ରେଟ୍ |
લવાદી,ଆର୍ବିଟ୍ରେସନ୍
લવાદી પંચ,ଆର୍ବିଟ୍ରେସନ୍ ଟ୍ରିବ୍ୟୁନାଲ୍ |
લવાદી,ଆର୍ବିଟର
સ્થાપત્ય,ସ୍ଥାପତ୍ୟ
દફ્તર,ଅଭିଲେଖାଗାର
વિસ્તાર,କ୍ଷେତ୍ର
વિસ્તારનું મુખ્ય મથક,କ୍ଷେତ୍ର ମୁଖ୍ୟାଳୟ |
દલીલ,ଯୁକ୍ତି
ઊગવું,ଉଠ
સશસ્ત્ર દળો,ସଶସ୍ତ୍ର ବାହିନୀ |
વ્યવસ્થા,ବ୍ୟବସ୍ଥା
બાકી,ବରିଟର
બાકી રાખનાર પત્રક,ବର୍ବର ବିବୃତ୍ତି
આગોતડી અહેવાલ,ଆଗମନ ରିପୋର୍ଟ
ઘમંડ,ଅହଂକାର
શસ્ત્રસાર,ଅସ୍ତ୍ରଶସ୍ତ୍ର
વસ્તુ,ପ୍ରବନ୍ଧ
મંડળ,ଆସୋସିଏସନ୍ ର ଆର୍ଟିକିଲ୍ |
લેખ,ପ୍ରବନ୍ଧଗୁଡ଼ିକ
ચડતો હુકમ,ଆରୋହଣ କ୍ରମ
ખાતરી કરવી,ଜାଣିବା
જ્યાં છે ત્યાં છે,ଯେପରି ଅଛି
દૃષ્ટિ,ସର୍ବୋଚ୍ଚ
આછા,ଆସଡିଅନ୍
હત્યા,ହତ୍ୟା
હુમલો,ଆକ୍ରମଣ
ભેગા,ଏକତ୍ର ହୁଅ
વિધાનસભા,ସଭା
અનુમાન,ଖେଳନା
ભારપૂર્વક કહેવું,ନିଶ୍ଚିତ କର |
આકારણી કરનાર,ମୂଲ୍ୟାଙ୍କନ
આકારણી,ମୂଲ୍ୟାଙ୍କନ
આકારણી વર્ષ,ମୂଲ୍ୟାଙ୍କନ ବର୍ଷ
આકારણીકાર,ମୂଲ୍ୟାଙ୍କନକାରୀ
અસ્ક્યામત,ସମ୍ପତ୍ତି
મુખત્ર,ଆସିଜେ
સોંપણી,ଆସାଇନମେଣ୍ଟ
મુલકવનાર,ଆସାଇନର୍
સહાય,ସହାୟତା
સાથી,ସହଯୋଗୀ
મંડળ,ସଙ୍ଗଠନ
હવાલો,ଚାର୍ଜର ଅନୁମାନ |
ખાતરી,ନିଶ୍ଚିତତା
ખાતરી કંપની,ନିଶ୍ଚିତ କର
ખાતરી આપવી,ନିଶ୍ଚିତ କର
અપટ,ରିହାତି ରେ
અણુની શક્તિ,ପରମାଣୁ ଶକ୍ତି
સમકક્ષ,ପାରରେ
ઈમારત,ପ୍ରିମିୟମରେ |
સંલગ્ન કરવું,ସଂଲଗ୍ନ କରନ୍ତୁ
જોડાયેલ કચેરી,ସଂଲଗ୍ନ ଅଫିସ୍ |
જોડાણ,ସଂଲଗ୍ନ
જોડાણનો હુકમ,ସଂଲଗ୍ନ କ୍ରମ
પ્રાપ્તિ,ତଥ୍ୟ
પ્રયત્ન,ଚେଷ୍ଟା
ઉપસ્થિત,ଉପସ୍ଥାନ
ઉપસ્થિત રજિસ્ટર,ଉପସ୍ଥାନ ପଞ୍ଜିକରଣ |
ઉપસ્થિત કાપલી,ଆସେସେନ୍ ସ୍ଲିପ୍ |
ધ્યાન,ଧ୍ୟାନ |
પ્રમાણન,ପ୍ରମାଣପତ୍ର
પ્રમાણિત પ્રત,Atotsed କପି |
વલણ,ମନୋଭାବ
આકર્ષક પગાર,ଆକର୍ଷଣୀୟ ଦରମା
હરાજી,ନିଲାମ
હરાજી કરવી,ନିଲାମକାରୀ
હરાજીનું વેચાણ,ନିଲାମ ବିକ୍ରୟ
શ્રોતા,ଦର୍ଶକ |
દૃષ્ટિકોણ,ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ |
વિઝ્યુઅલી પ્રચાર,ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଚାର |
હિસાબ -તપાસણી,ଅଡିଟ୍ |
ઓડિટ કરેલ હિસાબ,ଅଡିଟ୍ ଆକାଉଣ୍ଟ୍ |
Ited ડિટ કરેલી સર્ટિલશીટ,ଅଡିଟ୍ ବାଲାନ୍ସ ସିଟ୍ |
Itingણ,ଅଡିଟ୍
હિસાબ -તપાસણીનો વાંધો,ଅଡିଟ୍ ଆପତ୍ତି |
Itor ડિટર અહેવાલ,ଅଡିଟରଙ୍କ ରିପୋର୍ଟ |
સભાગૃહ,ଅଡିଟୋରିୟମ୍
ઓડિટ ફકરા,ଅଡିଟ୍ ପାର୍ତାହୀ |
હિસાબ -તપાસણી અહેવાલ,ଅଡିଟ୍ ରିପୋର୍ଟ
કઠોરતા,A ଣୀତା
કઠોર પગલાં,ନିର୍ଯାତନା ମାପ |
અધિકૃત,ପ୍ରାମାଣିକ
અધિકૃત પ્રતિનિધિ,ପ୍ରାଧିକୃତ ପ୍ରତିନିଧୀ |
પ્રમાણભૂત,ଲେଖକ
અધિકાર,ପ୍ରାଧିକରଣ
સત્તાધિકારનો પત્ર,ପ୍ରାଧିକରଣ ଚିଠି |
અધિકૃત,ପ୍ରାଧିକୃତ
અધિકૃત મૂડી,ପ୍ରାଧିକୃତ ପୁଞ୍ଜି |
સ્વચાલિત,ସ୍ୱୟଂଚାଳିତ |
સ્વાયત્ત,ସ୍ autonomous ୟଂଶାସିତ
સ્વાયત્ત સંસ્થા,ସ୍ autonomous ୟଂଶାସିତ ଶରୀର |
સ્વાયત્તતા,ସ୍ onomy ାଧୀନତା
સહાયક,ସହାୟକକାରୀ
ઉપલબ્ધ,ଉପଲବ୍ଧ |
સરેરાશ,ହାରାହାରି
સરેરાશ રજા,ହାରାହାରି ଛୁଟି
અણગમો,ଘୃଣା
અટકાવવું,ପ୍ରତିରୋଧ
ટાળવું,ଏଡ଼ାନ୍ତୁ |
કર બંધ,ଟ୍ୟାକ୍ସରୁ ଦୂରେଇ ରୁହନ୍ତୁ |
રાહ જોવાયેલું,ଅପେକ୍ଷା କରାଯାଇଛି
પુરસ્કાર,ପୁରସ୍କାର
પુરસ્કાર સત્તાધિકારી,ପୁରସ୍କାର ପ୍ରାପ୍ତ ପ୍ରାଧିକରଣ |
જાગરૂકતા,ସଚେତନତା
પીછેહઠ,ପୃଷ୍ଠଭୂମି
પૃષ્ઠભૂમિ,ପୃଷ୍ଠଭୂମି
પાછલી લોગ,ବ୍ୟାକ୍ ଲଗ୍
પાછા બહાર,ପଛକୁ ଯିବା
પાછલી વાત,ପଛଟି
પીછેહઠ કરવી,ବ୍ୟାକଅପ୍ କରନ୍ତୁ |
પછાત વર્ગ,ପଛୁଆ କ୍ଲାସ୍
પછાત આદિજાતિ,ପଛୁଆ ଜନଜାତି
ખરાબ સોદો,ଖରାପ ବୁ g ାମଣା |
ખરાબ વર્તન,ଖରାପ ଆଚରଣ |
ખરાબ પાત્ર,ଖରାପ ଚରିତ୍ର
ખરાબ આબોહવા ભથ્થું,ଖରାପ ଜଳବାୟୁ ଭତ୍ତା |
ખરાબ વર્તન,ଖରାପ ଆଚରଣ
ખરાબ દેવું,ଖରାପ debt ଣ
સામાન,ବ୍ୟାଗେଜ୍
જામીન,ଜାମିନ
સમતોલ,ସନ୍ତୁଳନ
સરખામણી નીચે લાવવામાં,ସନ୍ତୁଳନ ତଳକୁ ଅଣାଯାଇଥିଲା |
સંતુલન આગળ લાવવામાં,ସନ୍ତୁଳନ ଆଗକୁ ବ .ିଗଲା |
સમતોલ અંદાજપત્ર,ସନ୍ତୁଳିତ ବଜେଟ୍
સરવૈયા,ତୂଳନା ପତ୍ର
મતદાન,ମତଦାନ
મતપેટી,ବାଲାଟ ବାକ୍ସ
મતદાનનો કાગળ,ବାଲାଟ କାଗଜ |
પ્રતિબંધ,ନିଷେଧ |
બેંક,ବ୍ୟାଙ୍କ
બેંક એકાઉન્ટ,ବ୍ୟାଙ୍କ ଖାତା
બેંક સિલક,ବ୍ୟାଙ୍କ ବାଲାନ୍ସ
બેંક ખર્ચ,ବ୍ୟାଙ୍କ ଚାର୍ଜ |
બેંક ની ખાતરી,ବ୍ୟାଙ୍କ ଗ୍ୟାରେଣ୍ଟି |
બેંક રજા,ବ୍ୟାଙ୍କ ଛୁଟି
બેંકિંગ સુવિધા,ବ୍ୟାଙ୍କିଙ୍ଗ୍ ସୁବିଧା |
બેંકિંગ કલાકો,ବ୍ୟାଙ୍କିଙ୍ଗ୍ ଘଣ୍ଟା |
બેંકિંગ લેવડદેવડ,ବ୍ୟାଙ୍କିଙ୍ଗ୍ କାରବାର |
બેંક દર,ବ୍ୟାଙ୍କ ହାର
બેંક સમાધાન,ବ୍ୟାଙ୍କ ସମନ୍ୱୟ |
નાદાર,ଦେବାଳିଆ
બેંક સુરક્ષા,ବ୍ୟାଙ୍କ ସୁରକ୍ଷା
બેંક સ્ટેટમેન્ટ,ବ୍ୟାଙ୍କ ଷ୍ଟେଟମେଣ୍ଟ
ભોજન સમારંભ,ଭୋଜି |
પટ્ટી પરિષદ,ବାର୍ ପରିଷଦ |
સોદો,ବୁ g ାମଣା
સોદાબાજી,ବୁ g ାମଣା
ઉજ્જડ જમીન,ବନ୍ଧ୍ୟା ଭୂମି
સાપ્તાહિક,ବାର୍ଟର
પાયો,ଆଧାର
તબાને,ମୂଳହୀନ |
આધાર,ତଳ ମହଲା
મુખ્ય વર્ષ,ମୂଳ ବର୍ଷ
પાયાની,ମ basic ଳିକ
મૂળભૂત રીતે,ମୁଳତଃ
મૂળ બાતમી,ମ Basic ଳିକ ବୁଦ୍ଧି
મૂળ પગાર,ମ Basic ଳିକ ଦେୟ
મૂળ પગાર ધોરણ,ଦରମା ମ Basic ଳିକ ସ୍କେଲ୍ |
મૂળભૂત તાલીમ,ମ Basic ଳିକ ତାଲିମ |
આધાર,ଆଧାର
ચોપડી,ବ୍ୟାଚ୍
બેચ નંબર,ବ୍ୟାଚ୍ ନମ୍ବର |
વાહક ચેક,ଧାରକ ଯାଞ୍ଚ କରନ୍ତୁ |
ટાંકવામાં આવે તે પહેલાં,ଦର୍ଶାଯାଇଛି
વર્તન,ବ୍ୟବହାର
વિશ્વાસ,ବିଶ୍ୱାସ
નીચે,ପାରେ ତଳେ |
હોદ્દો,ବେଞ୍ଚ
બેહદ નિશાની,ବେଞ୍ଚମାର୍କ |
લાભદાયી,ଲାଭଦାୟକ |
લાભ મેળવનાર,ହିତାଧିକାରୀ
લાભ,ଲାଭ
શંકાનો લાભ,ସନ୍ଦେହର ଲାଭ
પરોપકારી,ଦୟା ଦୃଷ୍ଟିଧତା
હિતકારી નિધિ,ଦୟାଳୁ ପାଣ୍ଠି |
વારસામાં આપવું,ବିକେଥ
વસિયતનામા,ଉତ୍ତରାଧିକାରୀ |
