Hindi,Odiya
ऐकिओची मृदा,ଆକିଓଚି ମାଟି |
"वर्णकहीनता, अवर्णता",ଆଲବିନିମ୍
एल्फिसॉल,Altfisolles
"शैवाल, काई",ଆଲିଜି |
शैवाल रोग,Alegal ରୋଗ
क्षार जल,ଆଲକାଲି ପାଣି |
क्षारीय,କ୍ଷାରିକ |
विकल्पी,ଆହେଲେ |
एलीलो रसायन,ଆଲଲେଇଚିକ୍
युग्मविकल्पी,ଆଲୋଲେମୋର୍ଫେଫେଫେଫ |
एलीलोपैथी,ଆଲୋଲୋପାଥି |
वीथी सस्यन,ଆଲି କ୍ରପ୍ କରିବା |
परनिषेक-फलता,Alloarcy
परनिषेचन,ଆଲଗଲାମି |
"सापेक्षमिति, ऐलोमैट्री",Allomitry
परबहुगुणित,ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |
"परयुग्मन, अपायुग्लन",Allosynapp ଗୁଡିକ (ଆଲିଷ୍ଟିଣ୍ଡେସ୍)
"एकातंर वर्ष फलन, एकांतरित फलन",ବିକଳ୍ପ ନୋଟିଂ |
वैकल्पिक भूमि उपयोग,ବିକଳ୍ପ ଭୂମି ବ୍ୟବହାର |
परिवेश,ପରିବେଶ
सुधारक,ଅମୃତାରା
असूत्रीविभाजन,ଅମିତୋସାଇସ୍ |
ऐमीनन,ଅମୃତନ
अमोनियन,ଆମୋନିଫିକେଟ୍
अमोनीकारक,ଆମୋନିଫାୟର୍
"अप्रभावी रूप, अरूपी",ଅମୋରଫ
उभय मिश्रण,ଆମ୍ଫିମିକ୍ସିସ୍ |
उभयधर्मी,ଆମ୍ଫୋଷ୍ଟିକ୍ |
उपचय,ଆନାବୋଲିଜିମ୍ |
"अवायुजीव, अनॉक्सी जीव",ଆନାରୋବେ |
असुगुणित,ଆନୁପ୍ଲଏଡ୍ |
कोणीय रोपण,କୋଣ ବୃକ୍ଷ
पशुपालन,ପଶୁ କୁମ୍ଭାରୀ
पशु उच्छिष्ट,ପଶୁ ମନା କରେ |
सजीव ऊर्जा,ଆନିମେଟ୍ ଶକ୍ତିମାନ |
असमगुणित,Aningoploid
एकवर्षीय पादप,ବାର୍ଷିକ ଉଦ୍ଭିଦ |
वार्षिक,ବାର୍ଷିକ
"परागोद्भव, प्रफुल्लन",ଆନେସିଟି
ऐन्थ्रेक्स,ଆନ୍ଥ୍ରାକ୍ସ |
मानवजनिक कारक,ଆନ୍ଥ୍ରୋପେନିକ୍ କାରକ |
प्रतिजीविता,ଆଣ୍ଟିବାସିସ୍
"प्रतिजैविक, ऐन्टीबायोटिक",ଆଣ୍ଟିବାୟୋଟିକ୍ |
प्रतिकारक,ପ୍ରତିକାର
प्रतिऑक्सीकारक,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |
प्रतिआविष,ଆଣ୍ଟିଟୋକ୍ସିନ୍ |
वलयिका,ବ୍ରହ୍ମାଣ୍ଡ
"ऐफिड, माहू, चेपा",ଆପିଡ୍ |
शीर्ष कलिका,ଆପିକାଲ୍ ଗୁଣ୍ଡ |
शिखाग्र प्रभाविता,ଆପିକାଲ୍ ପ୍ରାଧାନ୍ୟ |
मधुमक्खी पालन,ଆପିକାଲ୍ଟର୍ (ମହୁମାଛି ରଖିବା)
असंगजनन,ଆପୋମିକ୍ସସ୍ |
एपोप्टोसिस,ଆପୋଟୋଏସ୍
उपांग,ଅନୁକ୍ରମଣିକା
क्षुधावर्धक,ଭୋକକାରୀ
अनुप्रयुक्त,ପ୍ରୟୋଗ କରାଯାଏ |
जलीय खरपतवार,ଜଳୀୟ ତୃଣ
"वृक्षीय, वृक्षवासी",ଅର୍ବ୍ରାଲ୍ |
प्रशाखायन,ସ୍ଥାପନ |
आद्य वानस्पतिक अभिलेख,ପ୍ରତ୍ନତାତ୍ତ-ବଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
क्षेत्रांकड़,କ୍ଷେତ୍ର ପରିସଂଖ୍ୟାନ
"क्षेत्र, क्षेत्रफल",କ୍ଷେତ୍ର
शुष्क पारितंत्र,ARID ECOSYSem |
"बीजचोल, बीजोपांग",ଅରିଲ୍
"सौरभ, सुवास",ସୁଗନ୍ଧ
सुगंधी पादप,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
सुगंधित चावल,ସୁଗନ୍ଧିତ ଚାଉଳ |
इक्षु पुष्पन,ତୀର
अपूति,ଆସେସିସ୍
"अपूतित, अज़र्म",ଅଭିଯୁକ୍ତ
अलैंगिक प्रवर्धन,ଶ୍ୱେକାର ପ୍ରଚାର
"आमाप, परख",ଆମ୍ପେ
परिसंपत्ति,ସମ୍ପତ୍ତି
"स्वांगीकरण, आत्मसात्करण",ଆସିମେଇର |
"साहचर्य, संघ",ସଙ୍ଗଠନ
"स्तंभक, कषाय",Astringent
असूत्रयुग्मन,ଆସନାପାସୀ |
"पूर्वजता, ऐटाविज्म",ସଂଲଗ୍ନବାଦ
कणित्र,ପରମାଣିଜର
"अपुष्टि, क्षीणता",ଆଟ୍ରୋଫି |
स्वयुग्मन,ଅଟୋଗାମି |
स्वलयन,ଅଟଲିସିସ୍ |
"स्वतः उपचयन, स्वतः ऑक्सीकरण",AroutDation
स्वबहुगुणित,ଅଟୋପୋଲାପ୍ଲୋଡ୍ |
ऑक्सिन,Auxins
"शूक, तूड़",Awn (ବ୍ରଷ୍ଟଲ୍)
बादाम,ବାଦାମ |
धीकुवार,ଆଲୋ
"चौलाई, रामदाना",ଅମରାନ୍ତିନ |
अजवाइन,ଆମି
"अंजन घास, धामन घास",ଅଜାନର ଘାସ |
एंथूरियम,ଆଠର୍ିୟମ୍ |
आंवला,"ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |"
सेब,ଆପଲ୍
खुबानी,ଆପ୍ରିକେଟ୍ |
"मोगरा, बेला",ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |
सुपारी,Areca but
अर्जुन,ଅର୍ଜନୁନ୍
हींग,ଆସଫୋଏଡା
पेठा,ପାଉଁଶ ଗୁଣ୍ଡ |
अशोक,ଅଶୋକା ଗଛ |
दूधी,ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା)
सतावर,ଅସରପା
अवोकाडो,ଆଭୋକାଡୋ |
"रिजक्रा, लूसर्न",ଆଲଫାଲଫା (ଲୁସେର୍ନ)
चींटी,ପିମ୍ପୁଡ଼ି
"तेला, माहू",ଆପିଡସ୍ |
सैनिक कीट,ସେନା ପୋକ
कृषि अर्थशास्त्री,କୃଷି ଅର୍ଥନୀତିଜ୍ଞ
कृषि प्रसार विज्ञानी,କୃଷି ବିସ୍ତାରବାଦୀ |
कृषि वैज्ञानिक,କୃଷି ବ scientist ଜ୍ଞାନିକ |
कृषि अभियंता,କୃଷି ଅଞ୍ଜିନକାରୀ |
कृषि जीवविज्ञानी,Agrobiooglist
सस्य विज्ञानी,ସହଯୋଗୀ
कृषि भौतिकीविद्,Agropsicsicst
"प्राणि प्रजनक, पशु प्रजनक",ପଶୁ ପ୍ରଜନକ |
दंड विषाणु,ବାକିଲସ୍ ଭାଇରସ୍ |
"दंडाणु, बैसिलस",ବାଣ୍ଡିଲସ୍ |
"जीवाणु, बैक्टीरिया",ଜୀବାଣୁ
जीवविष,ବିରାଇଓଟୋକ୍ସିନ୍ |
खोई,ବାଗାସେସ୍ |
"तुलन-पत्र, चिट्ठा",ତୂଳନା ପତ୍ର
संतुलित निषेचन,ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |
दंड आरेख,ବାର୍ ଚିତ୍ର |
छाल,ଭୁକିବା |
"वायुदाबमापी, बैरोमीटर",ବାରୋମିଟର |
"बजर, अकृष्य, बांझ",ବନ୍ଧ୍ୟା
"आधार, बेस, कपांग",ଆଧାର
"थाला, द्रोणी",ବାସନ
तलाभिसारी,ପରଫିପାଲ୍ |
"बेसिस्टर्नम, मूलाधारक",ଆଧାର ତୁଲମ୍ |
खाड़ी मानसून,ବାଇ ମ so ସୁମୀ |
फलदायी पौधा,ଉଦ୍ଭିଦ ବହନ
क्यारी,ଶଯ୍ୟା
क्यारी - पौधा,ଶଯ୍ୟା
क्यारी बनाना,ଶଯ୍ୟା
चुंकदर शीरा,ବିଟ୍ ଗୁଣ୍ଡ |
धौंकनी,ଘଣ୍ଟି
"पट्टी, इलाका",ବେଲ୍ଟ
लाभ-लागत विश्लेषण,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
अभिनत (प्रतिचयन),ପକ୍ଷପାତ (ନମୁନା)
द्विवर्षीय पादप,ବିଏନୋନିଆଲ୍
द्विपद,Binomial
जैवकारक,ବାୟୋଲାଇଜେଣ୍ଟ |
जीव जलवायु,ବାୟୋସେଡିକ୍ |
जैव ऊर्जा,ବାୟୋହୀ
जीव पारिस्थितिकी,ବାୟୋନୋମିକ୍ସ |
"जैव-प्रक्रियापात्र, बायो रिएक्टर",ବାୟୋରାକ୍ଟର
जीव-मंडल,ବାୟୋସଫିର୍
जैविक,ବାୟୋଟିକ୍ |
जीव प्रारूप,ବାୟୋଟାଇପ୍ |
द्विलिंगी,ବିସେକ୍ସୁଆଲ୍
धवलन,ଖାଲି
"प्रध्वसं (रोग), झोंका रोग",ବିସ୍ଫୋରଣ
सम्मिश्रण,ମିଶ୍ରଣ
"अंगमारी (रोग), ब्लाइट (रोग)",ଶୁକ୍ର
"छाला, फफोला, उद्वर्त, ब्लिस्टर",ଫୁଲା
नीली क्रांति,ବ୍ଲୁ ବିପ୍ଳବ
तलीय ताप चैंबर,ତଳ ଉତ୍ତାପ ଚାମ୍ବର |
तलीय ताप तकनीक,ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |
चोकर,ଶାଖା
शाखन,ଶାଖା
"टहनी, उपशाखा",ଶାଖା
नस्ल,ପ୍ରଜାତି
"प्रजनन, अभिजनन",ପ୍ରଜନନ
शीघ्र अंकुरण उपचार,ଉଜ୍ଜ୍ୱଳ
"शाव, अंड, भ्रूण",Etod
कलिकायन,ବଡିଙ୍ଗ
बजट,ବଜେଟ୍
"उभयप्रतिरोधी, बफर",ବଫର୍
शल्ककंद,ବଲ୍ବ
"बंट (रोग), चोट",ବଣ୍ଟନ
"उपजात, उपोत्पाद",ଉତ୍ପାଦ ଦ୍ୱାରା
"बबूल, कीकर",ବାବୁଲ ଆକାସିଆ |
बेबी कॉर्न,ଶିଶୁ ମକା |
बेल,ବାଥ୍
लाजालु,ବିଲ୍
गुलमेंहदी,ବାଲସାମ
बांस,ବାଉଁଶ
केला,କଦଳୀ
बरगद,ବାନିଆନ୍ ଗଛ |
जौ,ବାର୍ଲି
सावां,ବରଗାର୍ଡ ମିଲେଟ୍ |
तुलसी,ବେସନ
रुद्राक्ष,ବଷ୍ଟାର୍ଡ ​​ଏରସ
बहेड़ा,ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |
कचनार,ବାହୁଏସିଆ
कैफल,ଦୁ very ଖଦ
सेम,ବିନ୍
चुकंदर,ବିଲାତି
बेलाडोना,ବେଲାଣ୍ଡୋନା
बेर,ହେ
बरसीम,Berseim
पान,Beelt
बिलिंबी,ବିଲିମ୍ବି
करेला,ତିକ୍ତ ଗୁଣ୍ଡ |
उड़द,କଳା ଗ୍ରାମ
मकोय,କଳା ନାଇଟ୍ଶେଡ୍ |
बोगेनविलिया,ବଗିନିଭିଆ |
बोटल ब्रश,ବୋତଲ ବ୍ରଶ |
लौकी,ବୋତଲ ଗୋବଲଙ୍କ |
"चीकदी, पापरी",ବାକ୍ସ ଗଛ
ब्रेड फ्रूट,ରୁଟି ଫଳ
डेला,Bridal creper
बैंगन,ବ୍ରିନଜାଲ୍ |
"बाकला, चौड़ी बीन",ବ୍ରଡ୍ ବିନ୍ |
ब्रोकोली,ବ୍ରୋକୋଲି
ब्रुसेल्स स्प्राउट,ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |
कुटू,ବାଲକ୍ୟୁଟ
"पलाश लता, किंशुक",ବଟି
घूंस,ବ୍ୟାଣ୍ଡିକୋଟ୍ |
भालू,ଭାଲୁ
भृंग,ପୋକ
फफोला भृंग,ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |
नील गाय,ନୀଳ ଷଣ୍। |
कपास की सूंड़ी,ବୋଲ୍ ପୋକ
तितली,ପ୍ରଜାପତି
जीवाणु विज्ञानी,ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |
जैव रसायनविद्,ବାୟୋକେମିଷ୍ଟ |
जीव विज्ञानी,ଜୀବବିଜ୍ଞାନୀ |
जैव प्रौद्योगिकीविद्,ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ
वनस्पतिविद्,ଉଦ୍ଭିଦଦାତା
c नमी विशिष्टता वक्र,C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |
खली,ପିଠା
"चूनेदार, कैल्सियमी",ସହଭାଗୀ
कैल्सीयन,କାଲସିଫିକେସନ୍ |
फॉस्फेट का निस्तापन,ଫସଫେଟର କାଲକେଣ୍ଟ |
"किणता, कैलसता",ଚତୁରତା
"कैलस, किण",କୁଲସ୍
"बाह्यदल पुंज, कैलिक्स",କାଲିକ୍ସ
बाह्यदल अंत,କାଲିକ୍ସ-ଏଣ୍ଡ |
एधा,କାମ୍ବିୟମ୍
कैंकर (जीवाणु रोग),କାକର
डिब्बाबंदी,କ୍ୟାନିଂ
वितान,ଛାତ
पूंजी,ପୁଞ୍ଜି
परागण (अंजीर का),କାଗଶ
"संपुट, संपुटिका, कैप्सूल",Capsule
कार्बोनीकृत,କାର୍ବନ୍ରେଟେଡ୍ |
कार्बनन,କାର୍ବୋନିଅନାଇଜେସନ୍ |
अंडप,କାର୍ପେଲ
मणिबंध,କାର୍ପସ୍ |
"ढलाई (लोहे की), क्षिप्ति (कीट)",କାଷ୍ଟିଂ
अपचय,କାଟାବୋଲିଜିମ୍ |
उत्प्रेरण,କାଟାଲିସିସ୍ |
"इल्ली, सूंडी",କୀଟପତଙ୍ଗ
C- डीएनए संग्रह,C- DNA ଲାଇବ୍ରେରୀ |
सीमा,ଛାତ
"कोशिका, कोष्ठिका",କକ୍ଷ
केंद्रीय अग्रलेख प्रणाली,କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |
"सबिंदु, सकेंद्र",ସେଣ୍ଟ୍ରିକ୍ |
अपकेंद्रण,ଶତକଡ଼ା
अपकेंद्रित,ସେଣ୍ଟ୍ରିଫେଜ୍ |
तारककेंद्र,ସେଣ୍ଟ୍ରିଓନ୍ |
केंद्रजनिक,ସେଣ୍ଟ୍ରୋଜେନିକ୍ |
केंद्रजा,ସେଣ୍ଟ୍ରୋଜେନସ୍ |
लूम,କୀପତି
"धान्य, सीरियल",ଶସ୍ୟ
"प्रमाणीकरण, प्रमाणन",ପ୍ରମାଣପତ୍ର
प्रमाणित बीज,ସାର୍ଟିଫାଏଡ୍ ବିହନ |
"भूसा, कुट्टी, शल्क सहपत्र",ଚାଉଳ
"निभाग, कैलाजा",ଚେଲାଜା |
रसानुवर्तन,କେମୋଟ୍ରୋପିମ୍ |
"काएज्मा, व्यत्यस्त",ଚିୟମା
द्रुतशीतन घंटे,ଥଣ୍ଡା ଘଣ୍ଟା |
शीतज क्षति,ଚିଲିଂ ଆଘାତ |
"विचित्रोतकी, किमेरा",ଚିମେରା |
हरित दली,ଚୋରାନେଣ୍ଟି |
"पर्णहरित, हरितक",କ୍ଲୋରୋଫିଲେଲ୍ |
हरिमाहीनता,ଚୋରୋରୋସାଇସ୍
जीव वितरण विज्ञान,ଚୋରୋରୋଲୋଜି |
"क्रोमैटिड, अर्धगुणसूत्र",କ୍ରୋମାମାସିଡ୍ |
क्रोमैटिन,ଚ୍ରୋମାଟିନ୍ |
वर्णलेखन,ଚ୍ରୋମାଟୋଗ୍ରାଫି
क्रोमोटिनलयन,ଚୋରମାଟୋଲିଆସିସ୍
परिसूत्र बिंदु,କ୍ରୋମେଣ୍ଟ୍ରେ |
वर्णजनन,ଚେରମୋଲେନ୍ସେସ୍
"क्रोमोप्रोटीन, वर्णकप्रोटीन",କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |
"गुणसूत्र, क्रोमोसोम",କ୍ରୋମୋଜୋମ୍
"चिरकाली, दीर्घकाली, जीर्ण, पुराना",କ୍ରନିକ୍
सिट्रेंज,କୃଷି
पर्णाभपर्व,କ୍ଲାନ୍ତ
वर्गीकरण,ବର୍ଗୀକରଣ
"मृत्तिका, चिकनी मिट्टी",ମାଟି
"निर्मलन, मार्जन, सफाई, शोधन",ସଫା କରିବା
"अनुन्मील्य परागण, स्वपरागण",କ୍ଲିସିଷ୍ଟଗାମି |
क्रांतिक श्वसनी फल,ଜଳମୟ ଫଳ |
जलवायु,ଜଳବାୟୁ
जलवायु विज्ञान,କମ୍ପନୋଲୋଜି
कतरनी,କ୍ଲିପର୍
ढेला (मिट्टी का),କ୍ଲାନ୍ତ
"क्लोन, कृन्तक",କ୍ଲୋନ
"मेघ, बादल",ମେଘ
"पुंज (क्लंप, संपुंजन)",Ump ୁଲା |
गुच्छ,କ୍ଲଷ୍ଟର
"स्थूल, मोटा, कच्चा, अपरिष्कृत",କଠିନ
"आवरण (बीज़), चर्मावरण",କୋଟ୍ (ବିହନ)
कोया,ନଡିଆ
"कोएन्जाइम, सह-प्रकिण्व",ସହଯୋଗୀ
संसंजन,ଘନିଷ୍ଠ
"रेशा (जूट पटसन), नारियल जटा",କୋର
मूलांकुर चोल,କୁଲେରରିଜା
"स्तंभमूलसंधि, कॉलर, ग्रीवा",କଲର
कोलॉइड (मृदा),କୋଲଏଡ୍ (ମାଟି)
"स्तंभिका, कॉलुमेला",କୋନିଲେଲା
"दंड, स्तंभ, कॉलम",ସ୍ତମ୍ଭ
सहभोजिता,ପ୍ରଶଂସା
वाणिज्यिक बैंक,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ
"जिंस, पण्य वस्तु",ଦ୍ରବ୍ୟ
समुदाय,ସମ୍ପ୍ରଦାୟ
"संहनन, (मृदा का)",ସଙ୍କୋଚନ (ମାଟିର)
"सुसंगति, संगतता",ସୁସଙ୍ଗତତା
सुसंगतता,ସୁସଙ୍ଗତତା
"क्षतिपूर्ति, मुआवजा",କ୍ଷତିପୂରଣ
स्पर्धी अन्योन्यक्रिया,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
पूरक सस्य,ସମ୍ପୃକ୍ତ ଫସଲ
"सम्मिश्र, जटिल",ଜଟିଳ
घटक,ଉପାଦାନ
संघटन,ରଚନା
कंपोस्ट,କମ୍ପୋଷ୍ଟ
चक्रवृद्धि ब्याज,ଯ ound ଗିକ ଆଗ୍ରହ |
अभिकलन,ଗଣନା
"अभिकलित्र, कंप्यूटर",କମ୍ପ୍ୟୁଟର
"सांद्रण, संकेद्रण",ଏକାଗ୍ରତା
"अनुकूलक, पुनरुद्धारक",କଣ୍ଡିସନର
चालकता,ଆଚରଣ
"विन्यास, संरूपण",ବିନ୍ୟାସ
"अनुरूपता, समविन्यास, समरूपता",ଅନୁକୂଳ
"समाकुलन, संकरण",ଦ୍ୱନ୍ଦ୍ୱ
संयुग्मन,ମିଳିତତା
"योजी, संयोजी",ସଂଯୋଗ
सरंक्षण,ସଂରକ୍ଷଣ
चकबंदी,ସଂସ୍ଥାଗୁଡ଼ିକ
"संघटक, अवयव",ନିରନ୍ତର
उपभोक्ता,ଗ୍ରାହକ
उपभोग,ବ୍ୟବହାର
संदूषण,ପ୍ରଦୂଷଣ
समोच्च रोपण,ବିଷୟବସ୍ତୁ ବୃକ୍ଷ
समोच्च रेखा,ବିଷୟବସ୍ତୁ
"संविदा कृषि, ठेका कृषि, अनुबंधित खेती",ଚୁକ୍ତିନାମା ଚାଷ
नियंत्रित भंडारण,ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ |
सहकारी बैंक,ସହ-ଅପରେଟିଭ୍ ବ୍ୟାଙ୍କ |
सहकारी संस्था सदस्य,ସହଯୋଗ
गुल्मवन,ସହଯୋଗୀ
घनकंद,କରମ୍
"दलपुंज, कोरोला",କରୋଲଲା
"वल्कल, कॉर्टेक्स",କର୍ଟେକ୍ସ
लागत,ମୂଲ୍ୟ
बीजपत्र,କୋଟିଲିଡନ୍ (ବିହନ)
ऋण समिति,କ୍ରେଡିଟ୍ ସମାଜ |
"उधार, साख",କ୍ରେଡିଟ୍
"ऋणदाता, लेनदार",କ୍ରେସର୍ମର
"शिखा, शीर्ष, शिखर",କ୍ରେଷ୍ଟଷ୍ଟ
व्याकुंचन,ଚୂର୍ଣ୍ଣ କରନ୍ତୁ |
संकट,ସଙ୍କଟ
कसौटी,ମାନଦଣ୍ଡ
"क्रांतिक, विकट, नाजुक",ଗୁରୁତର
फसल बीमा,କ୍ରପ୍ ବୀମା |
फसल ऋण,ଫସଲ loan ଣ
"सस्य, फसल",ଫସଲ
सस्यन क्षेत्र,କ୍ରପ୍ ଏରିଆ |
पार-असंगत,କ୍ରସ୍-ଅସଙ୍ଗତ |
"मुकुट, शिखर (पादप)",ମୁକୁଟ (ଉଦ୍ଭିଦ)
मृदुकण,ଖଣ୍ଡ
पपड़ी,ଭୂତଳ
"क्रिप्टोगैम, अपुष्पीपादप",କ୍ରିପ୍ଟୋଗାମ୍ |
छांटन (फल),CULE (ଫଳ)
"कल्म, वेणुकाण्ड",କୁଲମ୍
कृष्य किस्म,ଚାଷ ଜ
"कर्षण, कृषि, खेती",ଚାଷ
"किसान, कल्टीवेटर (यंत्र)",ପତ୍ରିକା
"संवर्ध, संवर्धन, पालन",ସଂସ୍କୃତି
"संसाधन, तैयार करना",କ୍ୟୁସିଂ
"कुंतलन, कुंचन",କୁଞ୍ଚଳ
मुद्रा,ମୁଦ୍ରା |
"उपत्वचा, क्यूटिकल",କୁମଲେ
"कलम, कटाई, काटना, कटाग्र, कटावा",କାଟିବା
"कृमि कोष, सिस्ट, पुटी, विकृत गुल्म, रसौली",Cyst
साइटोक्रोम,ସାଇଟୋଚ୍ରୋମ୍ |
कोशिका युग्मन,ସାଇଟୋଗାମି |
कोशिका जनन,ସାଇଟୋଜେନେସୀ |
कोशिका आनुवंशिकी,ସାଇଟୋଜେନେଟିକ୍ସ
कोशिका द्रव्य विभाजन,ସାଇଟୋୋକାଇନ୍ସିସ୍
कोशिका विज्ञान,ସାଇଟୋଲୋଜି
कोशिकाविघटन,CYTOYLISISISTS
"साइटोमियर, कोशिका खंड",ସାଇଟୋମେରେ
कोशिका द्रव्य,ସାଇଟୋପ୍ଲାଜମ୍
बंदगोभी,ବନ୍ଧାକୋବି
नागफनी,କାକଟସ୍ |
ज़रगुल,କ୍ୟାଲେଣ୍ଡୋୁଲା |
"गिल्ली डंडा, गेहूं का मामा",କାନାରି ଘାସ (ଫାର୍ଲିସ୍)
कैना,କାନନା |
करीर,କ୍ୟାପିଟିସ୍
शिमला मिर्च,Capsicum
कमरख,କାରାମୋବୋଲା |
