Marathi,Bengali
प्रवेगक,এক্সিলারেটর
"प्रवेग, प्रवेगक*","ত্বরণ, ত্বরণক*"
प्रवेगक समीकरण,অ্যাক্সিলারেটর সমীকরণ
प्रवेगक*,এক্সিলারেটর*
प्रवेगमापक,অ্যাক্সিলোমিটার
एक्सीलरोमीटर जुळणी,অ্যাক্সিলোমিটার মিল
prestresser,prestresser
वैध वर्ण,বৈধ অক্ষর
स्वीकृती कोन,গ্রহণযোগ্যতা কোণ
स्वीकृती तपशील,গ্রহণযোগ্যতা স্পেসিফিকেশন
स्वीकार्य चाचणी,গ্রহণযোগ্য পরীক্ষা
"स्वीकारणारा*, स्वीकारणारा","গ্রহণকারী*, গ্রহণকারী"
रिसेप्टर अणू,রিসেপ্টর পরমাণু
रिसेप्टर बाँड,রিসেপ্টর বন্ড
रिसीव्हर सर्किट,রিসিভার সার্কিট
रिसेप्टर पातळी,রিসেপ্টর স্তর
दाता रेणू,দাতা অণু
रिसेप्टर गुणधर्म,রিসেপ্টর সম্পত্তি
रिसेप्टर गुणधर्म पातळी,রিসেপ্টর সম্পত্তি স্তর
प्रवेगक नळी,অ্যাক্সিলারেটর পায়ের পাতার মোজাবিশেষ
"प्रवेश, प्रतीक्षा, प्रवेश","অ্যাক্সেস, অপেক্ষা, অ্যাক্সেস"
भुज प्रवेश,ভুজ অ্যাক্সেস করুন
प्रवेश प्रणाली,অ্যাক্সেস সিস্টেম
प्रवेश वेळ,প্রবেশাধিকার সময়
प्रवेशयोग्यता,অ্যাক্সেসযোগ্যতা
"अतिरिक्त, सहाय्यक, सहायक (v, ), उपकरणे","অতিরিক্ত, সহায়ক, আনুষঙ্গিক (v, ), আনুষাঙ্গিক"
अतिरिक्त निर्बंध,অতিরিক্ত সীমাবদ্ধতা
संधी योगायोग,কাকতালীয়
अपघाती सुधारणा,আকস্মিক সংশোধন
अपघाती बायोजेनेसिस,দুর্ঘটনাজনিত বায়োজেনেসিস
अपघाती वळवणे,আকস্মিক ডাইভারশন
अभ्यागत त्रुटी,ভিজিটর ত্রুটি
"अचानक थांबणे, अचानक पकडणे","হঠাৎ বন্ধ, হঠাৎ বাতা"
अपघाती प्रेषण,দুর্ঘটনাজনিত সংক্রমণ
यादृच्छिक भिन्नता,এলোমেলো পার্থক্য
समायोजन,সমন্বয়
स्थानबद्ध,অবস্থিত
संचित त्रुटी,সঞ্চিত ত্রুটি
"जमा करणे, जमा करणे","accumulation, accumulation"
ऊर्जा साठवण,শক্তি সঞ্চয়
संचयक*,সঞ্চয়ক*
अचूकता,সঠিকতা
वास्तव,বাস্তবতা
वास्तविक साधन निरीक्षण,বাস্তব যন্ত্র পর্যবেক্ষণ
अचूक श्रेणी मार्कर,সঠিক পরিসীমা চিহ্নিতকারী
अचूक स्कॅनिंग,নির্ভুলতা স্ক্যানিং
सराव,অনুশীলন করা
प्रवेगक सेल*,এক্সিলারেটর সেল*
अक्रोमॅटिक लेन्स*,অ্যাক্রোমেটিক লেন্স*
अक्रोमॅटिक*,অ্যাক্রোমেটিক*
अॅक्रोमॅटिक विश्लेषक,অ্যাক্রোম্যাটিক বিশ্লেষক
वारंवारता तटस्थ अँटेना,ফ্রিকোয়েন্সি নিরপেক্ষ অ্যান্টেনা
अक्रोमॅटिक आकार,অ্যাক্রোমেটিক আকৃতি
अक्रोमॅटिक फ्रिंज,অ্যাক্রোম্যাটিক ফ্রিঞ্জ
अक्रोमॅटिक लेन्स*,অ্যাক্রোমেটিক লেন্স*
अक्रोमॅटिक पॉइंट पथ,অ্যাক্রোম্যাটিক পয়েন্ট পাথ
अॅक्रोमॅटिक लेन्स,অ্যাক্রোম্যাটিক লেন্স
अॅक्रोमॅटिक प्रिझम,অ্যাক্রোমেটিক প্রিজম
अॅक्रोमॅटिक टेलिस्कोप,অ্যাক্রোম্যাটিক টেলিস্কোপ
रंगद्रव्य*,বর্ণহীনতা*
अॅक्रोमॅटायझेशन*,অ্যাক্রোমাটাইজেশন*
अक्रोमॅटिकता*,বর্ণহীনতা*
"लवचिक, अपवर्तक, अपवर्तक","স্থিতিস্থাপক, অবাধ্য, অবাধ্য"
"एकोर्न नळी, बंजू नळी","আকর্ণ হোস, বানজু হোস"
सूक्ष्म झडप,ক্ষুদ্রাকৃতির ভালভ
इकोफोनी,ইকোফোনি
ध्वनिक,শাব্দিক
ध्वनिक शोषकता,শাব্দ শোষণ
ध्वनिक क्षीणन गुणांक,অ্যাকোস্টিক অ্যাটেন্যুয়েশন সহগ
ध्वनिक क्षीणन,অ্যাকোস্টিক অ্যাটেন্যুয়েশন
ध्वनिक चोर अलार्म,শাব্দ চোর অ্যালার্ম
ध्वनिक क्षमता,অ্যাকোস্টিক ক্যাপাসিট্যান্স
श्रवण केंद्र,শ্রবণ কেন্দ্র
ध्वनिक स्पष्टीकरण,শাব্দ ব্যাখ্যা
ध्वनिक आवरण,শাব্দ আবরণ
ध्वनिक प्रतिसाद,শাব্দ প্রতিক্রিয়া
ध्वनिक घटक,শাব্দিক উপাদান
ध्वनिक चालकता,শাব্দ পরিবাহিতা
ध्वनिक ओलसर,শাব্দ স্যাঁতসেঁতে
ध्वनिक फैलाव,শাব্দ বিচ্ছুরণ
ध्वनी हॅकर,শব্দ হ্যাকার
ध्वनिक ऊर्जा*,শাব্দ শক্তি*
ध्वनिक ऊर्जा समीकरण,শাব্দ শক্তি সমীকরণ
ध्वनिक समीकरण,শাব্দিক সমীকরণ
ध्वनिक पुनर्स्थापना,শাব্দ পুনঃস্থাপন
क्लॅडनी आकार,ক্ল্যাডনি আকার
ध्वनिक फिल्टर,শাব্দ ফিল্টার
ध्वनी जनरेटर,শব্দ জেনারেটর
ध्वनिक जाळी,শাব্দ ঝাঁঝরি
ध्वनिक प्रतिबाधा*,শব্দের সংরোধ*
ध्वनिक जडत्व,শাব্দিক জড়তা
ध्वनिक तीव्रता,শাব্দ তীব্রতা
ध्वनिक हस्तक्षेप मीटर,শাব্দ হস্তক্ষেপ মিটার
ध्वनिक हस्तक्षेप डिटेक्टर,শাব্দ হস্তক্ষেপ আবিষ্কারক
ध्वनिक लेन्स,শাব্দ লেন্স
ध्वनी ओळ,শব্দ লাইন
ध्वनिक वस्तुमान,শাব্দ ভর
ध्वनिक साहित्य,শাব্দ উপাদান
ध्वनिक अर्थ मुक्त मार्ग,অ্যাকোস্টিক মানে মুক্ত পথ
ध्वनिक मोड,শাব্দ মোড
ध्वनिक आवाज,শাব্দিক শব্দ
ध्वनिक ओम*,শাব্দিক ওহম*
"ध्वनिक पॅनेल, ध्वनिक मंडळ","অ্যাকোস্টিক প্যানেল, অ্যাকোস্টিক বোর্ড"
ध्वनिक टप्पा स्थिर,শাব্দ ফেজ ধ্রুবক
ध्वनिक प्राप्तकर्ता,শাব্দ রিসিভার
ध्वनिक दाब,শাব্দ চাপ
ध्वनीचा सममिती नियम,শব্দের প্রতিসাম্য নিয়ম
ध्वनिक प्रसारण,শাব্দ সংক্রমণ
ध्वनिक गुणधर्म,শাব্দ বৈশিষ্ট্য
अकौस्टिक क्वाड्रपोल,শাব্দ চতুর্ভুজ
ध्वनिक विकिरण घटक,শাব্দ বিকিরণ উপাদান
ध्वनिक विकिरण,শাব্দ বিকিরণ
ध्वनीरोधक,শব্দরোধী
ध्वनिक रेडिओमीटर,অ্যাকোস্টিক রেডিওমিটার
ध्वनिक प्रतिसाद,শাব্দ প্রতিক্রিয়া
ध्वनिक परस्पर प्रमेय,অ্যাকোস্টিক পারস্পরিক তত্ত্ব
ध्वनिक घट घटक,শাব্দ হ্রাস ফ্যাক্টর
ध्वनिक परावर्तन गुणांक,শাব্দ প্রতিফলন সহগ
ध्वनिक अपवर्तन,শাব্দ প্রতিসরণ
ध्वनिक प्रतिकार,শাব্দ প্রতিরোধের
ध्वनिक प्रतिसाद,শাব্দ প্রতিক্রিয়া
ध्वनिक विखुरणे,শাব্দ বিচ্ছুরণ
श्रवण बिंदू,শ্রবণ বিন্দু
ध्वनिक कडकपणा,শাব্দিক অনমনীয়তা
ध्वनिक प्रणाली,শাব্দ ব্যবস্থা
ध्वनिक थर्मामीटर,শাব্দ থার্মোমিটার
ध्वनिक वेग,শাব্দ বেগ
ध्वनी लहर,শব্দ - তরঙ্গ
ध्वनिक,শাব্দিক
ध्वनी शोषण गुणांक,শব্দ শোষণ সহগ
ध्वनी शोषण घटक,শব্দ শোষণ উপাদান
ध्वनिक सर्किट,শাব্দ সার্কিট
ध्वनिक प्रतिसाद,শাব্দ প্রতিক্রিয়া
ध्वनिक विलंब रेखा,শাব্দ বিলম্ব লাইন
ध्वनिक विकृती,শাব্দ বিকৃতি
ध्वनिक ध्वनीशास्त्र,শাব্দিক ধ্বনিবিদ্যা
ध्वनिक फिल्टर,শাব্দ ফিল্টার
ध्वनिक प्रतिबाधा*,শব্দের সংরোধ*
फोनोग्राफ,ফোনোগ্রাফ
ध्वनिक ओम*,শাব্দিক ওহম*
ध्वनिक स्थिरांक,শাব্দিক ধ্রুবক
ध्वनिक फोनन,শাব্দিক ফোনন
ध्वनिक प्रसारण स्थिर,শাব্দ সংক্রমণ ধ্রুবক
ध्वनी रूपांतरण गुणांक,শব্দ পরিবর্তন সহগ
ध्वनिक प्रतिकार,শাব্দ প্রতিরোধের
ध्वनिक कडकपणा,শাব্দিক অনমনীয়তা
ध्वनी युनिट,শব্দ ইউনিট
ध्वनीरोधक,শব্দরোধী
अकौस्टिक साइड लाइन,শাব্দ পার্শ্ব লাইন
"ध्वनीशास्त्र, ध्वनीशास्त्र","ধ্বনিবিদ্যা, ধ্বনিবিদ্যা"
ध्वनी मीटर,শব্দ মিটার
ध्वनी दाब,শব্দ চাপ
संपादन रडार,অধিগ্রহণ রাডার
प्रकाशसंश्लेषक विकिरण,সালোকসংশ্লেষী বিকিরণ
ऍक्टिनियम उत्सर्जन,অ্যাক্টিনিয়াম নির্গমন
ऍक्टिनो-युरेनियम,অ্যাক্টিনো-ইউরেনিয়াম
ऍक्टिनो-युरेनियम मालिका,অ্যাক্টিনো-ইউরেনিয়াম সিরিজ
रेडिओइलेक्ट्रिक,তেজস্ক্রিয়
"ऍक्टिनोमीटर, फोटोमायक्रोमीटर","অ্যাক্টিনোমিটার, ফটোমাইক্রোমিটার"
"कृती, कृती","কর্ম, কাজ"
क्रिया आणि प्रतिक्रिया,কর্ম এবং প্রতিক্রিয়া
क्रिया स्थिर,কর্ম ধ্রুবক
प्रभाव क्षेत्र,প্রভাব গোলক
"सक्रिय, सक्रिय","সক্রিয়, সক্রিয়"
सक्रिय प्रसार,সক্রিয় বিস্তার
"सक्रिय फायबर, सक्रिय फायबर","সক্রিয় ফাইবার, সক্রিয় ফাইবার"
सक्रियकरण प्रभाव,সক্রিয়করণ প্রভাব
सक्रियकरण प्रभाव,সক্রিয়করণ প্রভাব
सक्रियकरण विश्लेषण,সক্রিয়করণ বিশ্লেষণ
क्रियाकलाप केंद्र,কার্যকলাপ কেন্দ্র
सक्रियकरण परीक्षक,সক্রিয়করণ পরীক্ষক
सक्रियता ऊर्जा,অ্যাক্টিভেশন শক্তি
सक्रियकरण एन्ट्रॉपी,সক্রিয়করণ এনট্রপি
सक्रियकरण ओव्हरव्होल्टेज,সক্রিয়করণ ওভারভোল্টেজ
सक्रियता दर,সক্রিয়করণ হার
"सक्रिय करणारा, सक्रिय करणारा","সক্রিয়কারী, সক্রিয়কারী"
सक्रिय करणारा अणू,অ্যাক্টিভেটর পরমাণু
प्रवेगक,এক্সিলারেটর
सक्रिय शोषण,সক্রিয় শোষণ
सक्रिय हवाई,সক্রিয় বায়বীয়
रेडिएशन धोक्याचे क्षेत्र,বিকিরণ বিপদ অঞ্চল
सक्रिय डिव्हाइस,সক্রিয় ডিভাইস
सक्रिय लक्ष्यीकरण,সক্রিয় টার্গেটিং
सक्रिय हायड्रोजन*,সক্রিয় হাইড্রোজেন*
सक्रिय जाळी,সক্রিয় জাল
सक्रिय ओळ सक्रिय ओळ,সক্রিয় লাইন সক্রিয় লাইন
सक्रिय लूप,সক্রিয় লুপ
सक्रिय कोड*,সক্রিয় কোড*
सक्रिय घटक,সক্রিয় উপাদান
सक्रिय रेणू,সক্রিয় অণু
सक्रिय जाळी,সক্রিয় জাল
सक्रिय पुनर्शोषण,সক্রিয় পুনর্শোষণ
सक्रिय क्षेत्र,সক্রিয় এলাকা
सक्रिय नियमन,সক্রিয় নিয়ন্ত্রণ
सक्रिय उपग्रह,সক্রিয় স্যাটেলাইট
सक्रिय विखंडन सौर ज्योत,সক্রিয় বিচ্ছিন্ন সৌর শিখা
सक्रिय सूक्ष्म पोषक,সক্রিয় মাইক্রোনিউট্রিয়েন্ট
सक्रिय ट्रॅकिंग सिस्टम,সক্রিয় ট্র্যাকিং সিস্টেম
सक्रिय ट्रान्सड्यूसर,সক্রিয় ট্রান্সডুসার
सक्रिय सेवन,সক্রিয় গ্রহণ
क्रियाकलाप गुणांक*,কার্যকলাপ সহগ*
क्रियाकलाप निर्देशांक,কার্যকলাপ সূচক
क्रियाकलाप प्रमाण,কার্যকলাপ অনুপাত
क्रियाकलाप वेक्टर,কার্যকলাপ ভেক্টর
वास्तविक मॉनिटर,বাস্তব মনিটর
वास्तविक ताण,প্রকৃত চাপ
ट्रिगर करण्यासाठी,ট্রিগার করতে
प्रवर्तक,জন্মদাতা
प्रवर्तक,জন্মদাতা
acuityometer,acuityometer
ऐकण्याची तीक्ष्णता,শ্রবণ তীক্ষ্ণতা
फोटो तीक्ष्णता मूल्य,ছবির তীক্ষ্ণতা মান
तीव्र कोन,তীব্র কোণ
कुजबुजणे,ফিসফিস
तीव्र त्रिकोण,তীব্র ত্রিভুজ
अॅसायक्लिक,অ্যাসাইক্লিক
ऑप्टिमायझेशन अनुप्रयोग,অপ্টিমাইজেশান অ্যাপ্লিকেশন
अनुकूल स्थिती,অপ্টিমাইজ করা অবস্থা
अनुकूली नियंत्रण प्रणाली,অভিযোজিত নিয়ন্ত্রণ ব্যবস্থা
अडॅपटोमीटर,অ্যাডাপ্টোমিটার
अॅडकॉक अँटेना,অ্যাডকক অ্যান্টেনা
बेरीज करणे,যোগফল
संकलन वेळ,সংকলন সময়
संकलन-वजाबाकी वेळ,সংকলন-বিয়োগের সময়
जोडणारा,যোগকারী
"बेरीज, बेरीज, बेरीज (सं.), बेरीज (v.)","যোগফল, যোগ, যোগফল (সম্পাদনা), যোজক (v.)"
जोड स्थिर,যোগ ধ্রুবক
प्रवेग-सम नियम,ত্বরণ-সমষ্টি নিয়ম
अंतर बेरीज नियम,দূরত্ব-সমষ্টি নিয়ম
वेग-सम नियम,বেগ-সমষ্টি নিয়ম
वेक्टरची बेरीज,ভেক্টরের সমষ্টি
संग्रह प्रतिक्रिया,সংগ্রহ প্রতিক্রিয়া
अतिरिक्त मजला,অতিরিক্ত মেঝে
"संयोजी स्वर, अतिरिक्त स्वर (स्वर)","সংযোজক স্বর, অতিরিক্ত স্বর (স্বর)"
"additive, additive","additive, additive"
मिश्रित प्रणाली,সংযোজন ব্যবস্থা
संमिश्र वर्ण,যৌগিক অক্ষর
एकूण वर्ण प्रक्रिया,সামগ্রিক অক্ষর প্রক্রিয়া
पूरक पूरक रंग,সংযোজন পরিপূরক রঙ
additive स्थिरांक,additive ধ্রুবক
additive कर्षण,সংযোজন ট্র্যাকশন
अतिरिक्त प्रभाव,সংযোজন প্রভাব
अतिरिक्त घटक,সংযোজন ফ্যাক্টর
additive फंक्शन,সংযোজন ফাংশন
मिश्रित मिश्रण,সংযোজন মিশ্রণ
additive रूट,সংযোজক মূল
जोड प्रक्रिया,সংযোজন প্রক্রিয়া
जोडणी,যোগযোগ্যতা
अॅडिटीव्ह क्वांटम संख्या,সংযোজন কোয়ান্টাম সংখ্যা
संग्रह प्रतिक्रिया,সংগ্রহ প্রতিক্রিয়া
जोडणी,যোগযোগ্যতা
एडिट्रॉन,aditron
जाणून घ्या*,জানি*
पत्ता गणना,ঠিকানা গণনা
पत्ता,ঠিকানা
पत्ता एन्क्रिप्शन,ঠিকানা এনক্রিপশন
पत्ता अभिव्यक्ती,ঠিকানা অভিব্যক্তি
पत्ता योग्यता,ঠিকানাযোগ্যতা
पत्ता लिहायची जागा,ঠিকানার অংশ
पत्ता प्रकाश,ঠিকানা আলো
पत्ता बदलणे,ঠিকানা পরিবর্তন
पतांश,পতনশ
पत्ता नोंदवही,ঠিকানা রেজিস্টার
पत्ता निवड स्विच,ঠিকানা নির্বাচন সুইচ
पत्ता क्रमवारी टेबल,ঠিকানা সাজানোর টেবিল
संबोधित,সম্বোধন
adresograph,adresograph
पत्ता प्रणाली,ঠিকানা সিস্টেম
आसंजन,আনুগত্য
आसंजन ताण,আনুগত্য চাপ
चिकट ऊर्जा,আঠালো শক্তি
चिकट ब्लॉकिंग,আঠালো ব্লকিং
adiabat,adiabat
adiabatic,adiabatic
