Hindi,Tamil
1. कोशिका 2. कोष्ठिका,1. செல் 2. செல்
केंद्रीय अग्रग प्रणाली,மத்திய முன் அமைப்பு
1. सबिंदु 2. सकेंद्र,1. புள்ளி 2. கவனம்
अपकेंद्रण,மையவிலக்கு
अपकेंद्रक,மையவிலக்கு
तारककेंद्र,நட்சத்திர மையம்
केंद्रजनिक,எபிஜெனெடிக்
केंद्रजा,கேந்திரராஜா
लूम,தறி
1. धान्य 2. सीरियल,1. தானியம் 2. தொடர்
1. प्रमाणीकरण 2. प्रमाणन,1. சான்றிதழ் 2. சான்றிதழ்
प्रमाणित बीज,சான்றளிக்கப்பட்ட விதை
1. भूसा 2. कुट्टी 3. शल्क सहपत्र,1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா
1. निभाग 2. कैलाजा,1. நிபாக் 2. கைலாஜா
रसानुवर्तन,கைமோகிராபி
1. किआज्मा 2. व्यत्यस्त,1. கியாஸ்மா 2. பிஸி
अतिशीतन घंटे,supercooling மணி
शीतज क्षति,உறைபனி சேதம்
1.  विचित्रोतकी 2. काइमेरा,1. விசிரோடகி 2. சிமேரா
हरित दली,பச்சை கஞ்சி
1. पर्णहरित 2. हरितक,1. தழை 2. பச்சை
हरिमाहीनता,சயனோசிஸ்
जीव वितरण विज्ञान,உயிரியல் விநியோக அறிவியல்
1. क्रोमैटिड 2. अर्धगुणसूत्र,1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்
क्रोमैटिन,குரோமடின்
वर्णलेखन,குரோமடோகிராபி
क्रोमोटिनलयन,நிறமாற்றம்
परिसूत्र बिंदु,ஏட்ரியல் புள்ளி
वर्णजनन,நிறமூர்த்தம்
1. क्रोमोप्रोटीन 2. वर्णकप्रोटीन,1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்
1. गुणसूत्र 2. क्रोमोसोम,1. குரோமோசோம்கள் 2. குரோமோசோம்கள்
1. चिरकाली 2. दीर्घकाली 3. जीर्ण 4. पुराना,1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று
सिट्रेंज,சிட்ரேஞ்ச்
पर्णाभपर्व,இலையுதிர் திருவிழா
वर्गीकरण,வகைப்பாடு
1.मृत्तिका 2. चिकनी मिट्टी,1. களிமண் 2. களிமண்
1. निर्मलन 2. मार्जन 3. सफाई 4.  शोधन,1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு
अनुन्मील्य परागण,தொடர்ந்து மகரந்த சேர்க்கை
क्रतिक श्वसनी फल,சிலுவை பழம்
जलवायु,காலநிலை
जलवायु विज्ञान,காலநிலையியல்
कतरनी,வெட்டு
ढेला (मिट्टी का),கட்டி (களிமண்)
क्लोन,குளோன்
1.मेघ 2. बादल,1.மேகங்கள் 2.மேகங்கள்
पुंज (क्लंप,கொத்து
गुच्छ,கொத்து
1.स्थूल 2. मोटा 3. कच्चा 4. अपरिष्कृत,1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான
1. आवरण 2.  चर्मावरण,1. கவர் 2. leatherette
कोया,கோயா
1. कोएन्जाइम 2. सह-एन्जाइम,1. கோஎன்சைம் 2. கோ-என்சைம்
संसंजन,ஒற்றுமை
1. रेशा (जूट पटसन) 2. नारियल जटा,1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது
मूलांकुर चोल,மூலங்கூர் சோழன்
,
कोलॉइड (मृदा),கொலாய்டு (மண்)
1.स्तंभिका 2. कॉलुमेला,1.நெடுவரிசை 2.கொலுமல்லா
1.दंड 2. स्तंभ 3. कॉलम,1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை
सहभोजिता,ஒற்றுமை
वाणिज्यिक बैंक,வணிக வங்கி
1. जिंस 2. पण्य वस्तु,1. சரக்கு 2. வணிகப் பொருட்கள்
समुदाय,சமூக
संहनन (मृदा का),சுருக்கம் (மண்)
1. सुसंगति 2. संगतता,1. இணக்கம் 2. இணக்கம்
सुसंगतता,பொருந்தக்கூடிய தன்மை
1. क्षतिपूर्ति 2. मुआवजा,1. இழப்பீடு 2. இழப்பீடு
स्पर्धी अन्योन्यक्रिया,போட்டி தொடர்பு
पूरक सस्य,துணை பயிர்
1.सम्मिश्र 2. जटिल,1.கலவை 2. சிக்கலானது
घटक,தொகுதி
संघटन,கலவை
कंपोस्ट,உரம்
चक्रवृद्धि ब्याज,கூட்டு வட்டி
अभिकलन,கணக்கீடு
1.अभिकलित्र 2.कंप्यूटर,1. கணினி 2. கணினி
1. सांद्रण 2. संकेद्रण,1. செறிவு 2. செறிவு
1. अनुकूलक 2. पुनरुद्धारक,1. Optimizer 2. Revitalizer
चालकता,கடத்துத்திறன்
1. विन्यास 2. संरूपण,1. கட்டமைப்பு 2. கட்டமைப்பு
1. अनुरूपता 2. समविन्यास 3. संरूपता,1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்
1.समाकुलन 2. संकरण,1. ஒருங்கிணைப்பு 2. கலப்பு
संयुग्मन,இணைத்தல்
1. योजी 2. संयोजी,1. சேர்க்கை 2. இணைப்பு
सरंक्षण,பாதுகாப்பு
चकबंदी,ஒருங்கிணைப்பு
1.संघटक 2. अवयव,1. மூலப்பொருள் 2. தேவையான பொருட்கள்
उपभोक्ता,நுகர்வோர்
उपभोग,நுகர்வு
संदूषण,மாசுபடுதல்
समोच्च रोपण,விளிம்பு நடவு
समोच्च रेखा,விளிம்பு கோடு
1.संविदा कृषि 2. ठेका कृषि 3. अनुबंधित खेती,1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்
नियंत्रित वातावरणीय भंडारण,கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு
सहकारी बैंक,கூட்டுறவு வங்கி
सहकारी संस्था सदस्य,கூட்டுறவு சங்க உறுப்பினர்
गुल्मवन,குல்மவன்
घनकंद,க்யூப்ஸ்
1.दलपुंज 2. कोरोला,1. தல்புஞ்ச் 2. கொரோலா
1. वल्कुट 2. कोर्टेक्स,1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்
लागत,செலவு
बीजपत्र,கோட்டிலிடன்
ऋण समिति,கடன் குழு
1.उधार 2. साख,1. கடன் கொடுத்தல் 2. கடன்
1. ऋणदाता 2. लेनदार,1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்
1.शिखा 2. शीर्ष 3. शिखर,1. முகடு 2. உச்சி 3. கோபுரம்
व्याकुंचन,திரும்பப் பெறுதல்
संकट,பிரச்சனை
कसौटी,சோதனை
क्रांतिक,முக்கியமான
फसल बीमा,பயிர் காப்பீடு
फसल ऋण,பயிர் கடன்
1. सस्य 2. फसल,1. பயிர் 2. பயிர்
सस्यन क्षेत्र,சாகுபடி பகுதி
पार-असंगत,குறுக்கு இணக்கமற்ற
1. मुकुट 2. शिखर (पादप),1. கிரீடம் 2. உச்சம் (தாவரம்)
मृदुकण,மென்மையான துகள்கள்
पपड़ी,மேல் ஓடு
1. क्रिप्टोगैम 2. अपुष्पीपादप,1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது
छांटन (फल),கொடிமுந்திரி (பழம்)
कल्म,பேனா
कृष्य किस्म,சாகுபடி வகை
1.कर्षण 2. कृषि 3. खेती,1. இழுவை 2. விவசாயம் 3. விவசாயம்
1.किसान 2. कल्टीवेटर (यंत्र),1. விவசாயி 2. உழவர்
1.संवर्ध 2. संवर्धन 3. पालन,1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு
1.संसाधन 2.तैयार करना,1.வளம் 2.தயாரிப்பு
1.कुंतलन 2. कुंचन,1.குந்தலன் 2.குஞ்சன்
मुद्रा,தோரணை
1. उपत्वचा 2. क्यूटिकल,1. மேல்தோல் 2. க்யூட்டிகல்
1.कलम 2. कटाई 3. काटना 4.कटाग्र 5. कटावा,1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்
1.कृमि कोष 2. सिस्ट 3. पुटी 4.विकृत गुल्म 5. रसौली,1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்
साइटोक्रोम,சைட்டோக்ரோம்
कोशिका युग्मन,செல் இணைப்பு
कोशिका जनन,செல் இனப்பெருக்கம்
कोशिका आनुवंशिकी,செல் மரபியல்
कोशिका द्रव्य विभाजन,சைட்டோபிளாஸ்மிக் பிரிவு
कोशिका विज्ञान,உயிரணு உயிரியல்
कोशिका लयन,செல் சிதைவு
1. साइटोमियर 2. कोशिका खंड,1. சைட்டோமியர் 2. செல் பிரிவு
कोशिका द्रव्य,சைட்டோபிளாசம்
1.डेरी 2. दुग्धशाला,1. பால்பண்ணை 2. பால்பண்ணை
डेरी उदयोग,பால் தொழில்
1. बांध 2. प्रजननी,1. அணை 2. வளர்ப்பவர்
दिवस निरपेक्ष पादप,நாள் முழுமையான தாவரம்
पुष्पन के बाद दिन,பூக்கும் மறுநாள்
पूर्ण पुष्पन के बाद दिन,முழு பூக்கும் மறுநாள்
निष्पुष्पन,திறமையின்மை
विकैल्सीकरण,சுண்ணாம்பு நீக்கம்
1. निथारना 2. निस्तारना,1. அப்புறப்படுத்து 2. அப்புறப்படுத்து
क्षय,சிதைவு
पर्णपाती,இலையுதிர்
1. दशमिक 2. दशमलव,1. தசமம் 2. தசம
न्यूनता,தாழ்வு மனப்பான்மை
अनूर्णन (मृदा),அனுரன் (மண்)
विपुष्पन,விபுஷ்பன்
विपत्रण,பில்லிங்
वनोन्मूलन,காடழிப்பு
अपहासन,அவமானம்
निम्नीकरण,சீரழிவு
अंश दिवस,பகுதி நாள்
1.मात्रा 2. अंश,1. அளவு 2. பகுதி
स्फुटन,விலகல்
भूसी हटाना,உமி அகற்றுதல்
भूसी हटाना,உமி அகற்றுதல்
निर्जलीकरण,நீரிழப்பு
निर्जलकारित्र,நீரற்ற
मांग,கோரிக்கை
1. विकृतीकरण 2. गुणनाशन,1. டினாட்டரேஷன் 2. பெருக்கல்
अनाच्छादन,கண்டனம்
1. निक्षेप (मृदा) 2. जमा (अर्थशास्त्र),1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்)
निक्षेपण,வைப்பு
1. मूल्यहास 2.अवमूल्यन,1. தேய்மானம் 2. தேய்மானம்
विलवणीकरण,உப்புநீக்கம்
1. जल शुष्कन 2. निर्जलीकरण,1. நீர் உலர்த்துதல் 2. நீரிழப்பு
1.अभिकल्पना 2. डिजाइन,1. வடிவமைப்பு 2. வடிவமைப்பு
शुष्कित्र,உலர்
गुठली निकालना,கர்னல் அகற்றுதல்
वि-अंतः भूस्तारीकरण,இடைக்கணிப்பு
वियुग्मन,இணைத்தல்
1. नर मंजरी निकालना (मक्का) 2. बल्लर निकालना,1. ஆண் மஞ்சரி பிரித்தெடுத்தல் (சோளம்) 2. பல்லார் பிரித்தெடுத்தல்
बल्लर या कुंदन को काटना,பல்லார் அல்லது குந்தன் வெட்டுதல்
निर्धारक,தீர்மானிப்பவர்
अवमूल्यन,மதிப்பிழப்பு
वनस्पतिरहित करना,தாவரங்களை நீக்கும்
विचलन,விலகல்
द्विक,இரட்டை
निदान,நோய் கண்டறிதல்
भिन्नकाल पक्वता,வெவ்வேறு முதிர்ச்சி
द्विभाजन,பிளவு
1.दविबीजपत्री 2.डाइकोटिलेड़न (बीज),1. டைகோடைலிடன் 2. டைகோடைலிடன் (விதை)
पश्चमारी (रोग),முதுகு நோய்
1. विसरण 2. विसार,1. பரவல் 2. பரவல்
पाचनीयता,செரிமானம்
द्विसंकर,இருகலப்பின
1. बांध 2. नाली 3. परिवाह,1. அணை 2. வாய்க்கால் 3. குடும்பம்
तनु,அற்ப
1. एकलिंगाश्रयी 2. पृथक् लिंगी,1. தனிக்குடித்தனம் 2. ஒருதார மணம்
द्विगुणित,டிப்ளாய்டு
1. द्विगुणित 2. डिप्लॉइड,1. டிப்ளாய்டு 2. டிப்ளாய்டு
द्विसूत्र,இருமுனை
1. निष्कलिकायन 2. कलिका निकालना,1. பிரித்தெடுத்தல் 2. மொட்டு அகற்றுதல்
1. तवेदार हल चलाना 2. चक्काकरण,1. கலப்பை உழுதல் 2. நூற்பு
छूट,தள்ளுபடி
रोगाणुनाशन,கிருமி நீக்கம்
1. परिक्षेपण 2. प्रकीर्णन,1. சிதறல் 2. சிதறல்
1.प्रकीर्णन 2.प्रसरण,1. சிதறல் 2. மாறுபாடு
विविधीकरण,பல்வகைப்படுத்தல்
विविधीकृत कृषि,பல்வகைப்பட்ட விவசாயம்
डी एन ए सोपान,டிஎன்ஏ படி
डी.एन.ए. ग्राही,டிஎன்ஏ பெறுபவர்
गोदी-भाड़ा,கப்பல்துறை வாடகை
प्रभावी,பயனுள்ள
प्रसुप्ति,செயலற்ற நிலை
1. मात्रा 2. खुराक 3. डोज,1. அளவு 2. அளவு 3. அளவு
दोहरा सिग्माभ वक्र,இரட்டை சிக்மாய்டு வளைவு
1. झोंका 2. खिंचाव,1. புயல் 2. நீட்சி
1. निकास नाली 2. अपवाहिका,1. வெளியேற்ற வடிகால் 2. கழிவுநீர்
